GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREOWRI,G20USSDWAR,G20USSRGAD,G20USSOWRI
51091000008,51,091,000008,75,297,4,0,96,273,0
51091000010,51,091,000010,13,102,0,0,22,94,0
51093000101,51,093,000101,889,1565,52,0,966,1567,2
51093000102,51,093,000102,751,1286,20,9,805,1260,0
51093000201,51,093,000201,907,1643,57,1,915,1663,6
51093000202,51,093,000202,1103,1389,41,0,1143,1380,2
51093000301,51,093,000301,1186,993,18,0,1207,962,0
51093000302,51,093,000302,1196,648,23,0,1192,632,0
51093000401,51,093,000401,244,573,9,0,269,571,0
51093000402,51,093,000402,545,1157,24,0,590,1144,0
51093000403,51,093,000403,757,884,12,0,765,870,0
51093000501,51,093,000501,362,1006,16,0,436,984,0
51093000502,51,093,000502,399,295,5,0,393,298,0
51093000503,51,093,000503,473,629,1,0,466,623,0
51093000504,51,093,000504,455,1070,5,0,500,1046,0
51093000505,51,093,000505,132,585,0,0,188,550,0
51095000101,51,095,000101,1336,1428,39,18,1197,1497,7
51095000102,51,095,000102,1382,1253,52,18,1338,1306,0
51095000103,51,095,000103,1175,1630,28,11,1226,1664,0
51095000201,51,095,000201,609,435,29,14,630,451,6
51095000202,51,095,000202,1661,792,35,5,1716,789,0
51095000203,51,095,000203,1134,978,52,10,1144,1025,0
51095000204,51,095,000204,1072,1066,39,4,1104,1094,0
51095000301,51,095,000301,1220,1193,18,16,1211,1208,0
51095000302,51,095,000302,1065,490,20,8,1054,501,4
51095000303,51,095,000303,921,1277,13,4,933,1281,1
51095000304,51,095,000304,2337,1266,61,12,2252,1332,0
51095000401,51,095,000401,2627,2845,70,16,2735,2847,1
51095000402,51,095,000402,2240,2240,73,4,2319,2258,0
51095000403,51,095,000403,1604,2173,35,13,1596,2228,7
51095000501,51,095,000501,1895,650,11,0,1899,607,0
51095000502,51,095,000502,601,1386,24,1,607,1425,0
51095000503,51,095,000503,865,229,7,0,829,234,0
51095000504,51,095,000504,1230,1315,56,15,1284,1334,0
51095001041,51,095,001041,243,260,9,3,254,268,0
51095001042,51,095,001042,182,195,7,2,190,200,0
51097000101,51,097,000101,616,422,6,3,610,411,0
51097000201,51,097,000201,272,557,9,0,303,539,0
51097000301,51,097,000301,327,507,13,0,345,492,0
51097000401,51,097,000401,220,394,6,0,246,382,0
51097000501,51,097,000501,120,536,12,2,165,514,0
51099000101,51,099,000101,953,1700,59,10,1034,1703,0
51099000102,51,099,000102,751,1166,36,6,769,1170,2
51099000201,51,099,000201,907,1774,90,10,987,1807,0
51099000301,51,099,000301,1454,1782,57,5,1479,1748,3
51099000401,51,099,000401,1291,1963,50,11,1438,1892,0
51101000101,51,101,000101,886,1408,40,2,908,1382,0
51101000201,51,101,000201,240,595,5,0,257,571,0
51101000202,51,101,000202,344,649,8,0,367,616,1
51101000301,51,101,000301,528,1680,33,0,626,1604,0
51101000401,51,101,000401,606,1549,22,0,651,1499,0
51101000501,51,101,000501,638,1381,14,0,621,1351,0
51103000101,51,103,000101,620,825,12,0,663,798,0
51103000201,51,103,000201,720,420,8,1,716,420,0
51103000301,51,103,000301,361,737,3,0,388,724,0
51103000302,51,103,000302,157,342,4,4,178,328,0
51103000401,51,103,000401,918,423,13,0,918,419,0
51103000501,51,103,000501,605,943,13,3,613,951,0
51105000101,51,105,000101,96,471,1,0,111,438,0
51105000102,51,105,000102,66,452,9,0,84,440,0
51105000103,51,105,000103,176,830,9,0,222,763,0
51105000201,51,105,000201,42,201,0,2,59,185,0
51105000202,51,105,000202,101,646,0,0,159,593,0
51105000203,51,105,000203,129,800,3,1,210,726,0
51105000301,51,105,000301,128,951,3,0,231,861,0
51105000302,51,105,000302,122,759,1,0,241,651,0
51105000401,51,105,000401,94,374,1,0,120,339,0
51105000402,51,105,000402,41,331,1,0,71,306,0
51105000403,51,105,000403,58,450,0,0,96,418,0
51105000404,51,105,000404,100,753,4,0,177,682,0
51105000501,51,105,000501,100,304,0,0,139,257,0
51105000502,51,105,000502,122,729,1,0,193,657,0
51105000503,51,105,000503,23,118,0,0,36,111,0
51105000504,51,105,000504,51,189,0,0,76,167,0
51107000107,51,107,000107,1317,934,30,10,1324,963,3
51107000108,51,107,000108,1499,828,18,9,1483,860,0
51107000112,51,107,000112,853,480,18,9,930,461,1
51107000114,51,107,000114,797,459,21,1,805,472,0
51107000117,51,107,000117,1092,358,11,6,1070,360,3
51107000118,51,107,000118,1580,755,11,7,1537,778,0
51107000119,51,107,000119,1449,590,21,3,1448,597,0
51107000120,51,107,000120,1515,775,23,5,1585,752,0
51107000121,51,107,000121,1190,626,42,12,1250,634,2
51107000122,51,107,000122,1463,897,18,0,1488,890,0
51107000123,51,107,000123,947,526,20,13,992,524,0
51107000124,51,107,000124,1052,472,7,7,1056,473,0
51107000125,51,107,000125,1754,711,12,9,1891,645,0
51107000126,51,107,000126,1599,809,52,6,1684,789,4
51107000207,51,107,000207,971,628,29,12,900,685,5
51107000208,51,107,000208,1271,658,32,13,1215,714,0
51107000209,51,107,000209,1774,985,59,22,1705,1062,1
51107000210,51,107,000210,2188,926,59,17,2207,940,0
51107000213,51,107,000213,733,346,19,6,808,316,0
51107000214,51,107,000214,1480,881,40,15,1467,942,1
51107000215,51,107,000215,2363,1059,32,11,2379,1059,0
51107000216,51,107,000216,1609,914,42,12,1582,971,1
51107000217,51,107,000217,1227,741,28,15,1206,787,2
51107000218,51,107,000218,1746,681,47,6,1770,691,0
51107000219,51,107,000219,1590,775,83,6,1598,823,0
51107000301,51,107,000301,953,1214,50,15,945,1288,0
51107000302,51,107,000302,1492,1483,36,1,1423,1552,0
51107000303,51,107,000303,1088,1442,40,5,1152,1467,0
51107000305,51,107,000305,854,852,14,7,801,898,0
51107000307,51,107,000307,1291,677,12,2,1278,695,0
51107000308,51,107,000308,1079,739,15,0,1094,756,0
51107000309,51,107,000309,841,584,3,4,810,614,0
51107000310,51,107,000310,1676,1833,59,28,1593,1951,0
51107000311,51,107,000311,1590,1738,35,20,1568,1821,0
51107000312,51,107,000312,1745,812,5,10,1715,812,1
51107000313,51,107,000313,1715,909,33,13,1754,923,0
51107000314,51,107,000314,1766,880,23,7,1851,858,0
51107000315,51,107,000315,493,589,11,4,507,604,0
51107000316,51,107,000316,2313,1066,28,21,2289,1111,1
51107000318,51,107,000318,1203,1299,44,11,1173,1390,0
51107000319,51,107,000319,1714,1082,22,2,1755,1096,0
51107000320,51,107,000320,2389,810,31,14,2451,782,0
51107000321,51,107,000321,1038,445,20,5,1015,461,0
51107000322,51,107,000322,1257,619,23,6,1301,590,2
51107000401,51,107,000401,2056,2375,81,21,2017,2499,9
51107000402,51,107,000402,1489,1691,71,34,1557,1777,1
51107000403,51,107,000403,1716,1427,20,20,1623,1503,2
51107000407,51,107,000407,871,552,11,11,829,589,0
51107000408,51,107,000408,1413,1144,24,1,1398,1160,0
51107000409,51,107,000409,1012,1246,27,8,988,1318,0
51107000411,51,107,000411,1056,1477,36,11,1073,1538,0
51107000413,51,107,000413,136,60,1,1,115,72,0
51107000414,51,107,000414,1355,644,22,6,1388,644,0
51107000416,51,107,000416,1551,1776,49,23,1516,1879,1
51107000420,51,107,000420,908,886,11,10,886,936,0
51107000421,51,107,000421,254,289,17,0,258,306,0
51107000422,51,107,000422,1128,1060,30,10,1034,1165,0
51107000501,51,107,000501,1176,745,29,35,1161,816,0
51107000502,51,107,000502,2101,790,60,17,2117,823,0
51107000503,51,107,000503,671,539,9,6,626,580,0
51107000504,51,107,000504,1314,816,45,16,1262,887,0
51107000505,51,107,000505,1410,913,32,5,1337,980,1
51107000506,51,107,000506,1180,488,38,12,1192,514,0
51107000507,51,107,000507,594,459,12,29,652,468,0
51107000508,51,107,000508,1989,1107,64,10,1980,1179,0
51107000509,51,107,000509,2434,977,46,16,2479,980,0
51107000510,51,107,000510,641,537,3,13,616,566,1
51107000615,51,107,000615,1861,914,41,30,1770,1003,3
51107000616,51,107,000616,1586,926,48,11,1547,990,3
51107000617,51,107,000617,1477,353,11,3,1497,332,0
51107000619,51,107,000619,807,323,7,0,821,314,0
51107000620,51,107,000620,1943,982,50,11,1848,1052,0
51107000621,51,107,000621,2197,1136,25,18,2097,1180,8
51107000622,51,107,000622,2058,896,20,7,2097,879,2
51107000623,51,107,000623,1752,919,37,7,1745,942,0
51107000625,51,107,000625,675,450,14,5,651,485,0
51107000626,51,107,000626,940,626,7,7,962,626,0
51107000627,51,107,000627,830,282,11,5,799,293,0
51107000628,51,107,000628,2360,1028,58,5,2358,1059,0
51107000629,51,107,000629,773,342,5,0,726,366,0
51107000701,51,107,000701,1540,696,39,5,1588,681,1
51107000702,51,107,000702,2038,834,30,5,2063,825,1
51107000703,51,107,000703,2610,691,46,16,2583,700,4
51107000705,51,107,000705,2393,953,59,13,2393,952,0
51107000707,51,107,000707,1431,475,23,5,1403,494,0
51107000708,51,107,000708,1303,813,37,16,1308,843,1
51107000709,51,107,000709,1582,576,32,19,1605,567,2
51107000710,51,107,000710,1645,671,28,13,1664,652,0
51107000808,51,107,000808,1880,1030,57,21,1862,1098,0
51107000810,51,107,000810,2139,1104,46,13,2071,1172,1
51107000813,51,107,000813,1695,686,29,13,1640,735,0
51107000814,51,107,000814,1186,1182,25,18,1174,1226,1
51107000815,51,107,000815,1470,838,27,20,1467,873,0
51107000817,51,107,000817,1727,994,51,13,1695,1067,0
51107000818,51,107,000818,1154,638,11,0,1145,643,0
51107000819,51,107,000819,1180,699,20,5,1132,749,1
51107000820,51,107,000820,1390,733,25,15,1392,760,0
51107000822,51,107,000822,714,388,16,4,707,404,0
51109000101,51,109,000101,900,1266,19,0,945,1227,0
51109000102,51,109,000102,493,669,22,0,510,654,0
51109000201,51,109,000201,499,667,9,0,562,630,0
51109000202,51,109,000202,502,839,15,0,513,821,0
51109000301,51,109,000301,1288,1054,37,1,1292,1040,0
51109000302,51,109,000302,346,348,13,0,360,339,0
51109000401,51,109,000401,578,1330,13,0,627,1307,0
51109000402,51,109,000402,334,377,13,6,348,375,0
51109000501,51,109,000501,485,357,8,2,498,337,0
51109000502,51,109,000502,378,754,16,0,407,726,1
51109000503,51,109,000503,294,714,5,1,304,703,0
51109000601,51,109,000601,396,1152,23,3,462,1144,0
51109000602,51,109,000602,584,1399,21,0,614,1397,0
51109007011,51,109,007011,618,1363,15,4,666,1337,0
51109007012,51,109,007012,3,3,0,0,2,3,0
51109007021,51,109,007021,455,831,15,0,460,826,0
51109007022,51,109,007022,0,0,0,0,0,0,0
51109007023,51,109,007023,0,0,0,0,0,0,0
51111000101,51,111,000101,159,436,0,0,194,409,0
51111000201,51,111,000201,221,406,0,0,236,391,0
51111000301,51,111,000301,122,387,0,0,142,370,0
51111000302,51,111,000302,211,438,0,0,238,405,0
51111000401,51,111,000401,65,292,0,0,76,276,0
51111000402,51,111,000402,172,431,4,1,196,414,0
51111000501,51,111,000501,172,183,4,0,170,166,1
51111000502,51,111,000502,322,147,0,0,299,145,0
51111000601,51,111,000601,527,318,0,0,517,305,0
51111000701,51,111,000701,248,240,0,0,232,224,0
51111000702,51,111,000702,197,259,0,0,196,255,0
51113000001,51,113,000001,415,529,16,0,409,529,0
51113000002,51,113,000002,421,691,5,0,453,660,0
51113000003,51,113,000003,219,413,9,0,234,408,0
51113000004,51,113,000004,47,82,0,0,44,82,0
51113000005,51,113,000005,392,802,12,2,422,787,0
51113000006,51,113,000006,362,583,7,0,411,546,0
51113000007,51,113,000007,348,1131,27,4,445,1093,2
51113000008,51,113,000008,215,506,0,0,213,502,0
51113000009,51,113,000009,115,336,1,1,138,327,0
51115000001,51,115,000001,446,962,23,0,441,969,0
51115000002,51,115,000002,634,1335,22,3,677,1324,0
51115000003,51,115,000003,743,1593,23,0,815,1546,0
51117000101,51,117,000101,358,334,0,0,353,338,0
51117000102,51,117,000102,98,199,0,0,98,195,0
51117000103,51,117,000103,525,482,1,0,528,473,0
51117000201,51,117,000201,205,227,1,0,186,221,0
51117000202,51,117,000202,187,76,0,0,188,67,0
51117000203,51,117,000203,500,77,0,0,487,66,0
51117000301,51,117,000301,335,1060,3,0,357,1020,0
51117000302,51,117,000302,368,551,0,0,392,515,0
51117000401,51,117,000401,980,429,5,0,937,416,0
51117000402,51,117,000402,169,106,0,0,167,102,2
51117000501,51,117,000501,852,772,2,0,854,752,0
51117000601,51,117,000601,161,399,0,0,176,383,0
51117000602,51,117,000602,89,389,2,0,115,372,0
51117000603,51,117,000603,125,248,0,0,125,236,0
51117000604,51,117,000604,111,372,0,0,126,360,0
51117000701,51,117,000701,408,493,1,0,422,457,0
51117000702,51,117,000702,230,470,0,0,234,456,0
51117000801,51,117,000801,92,145,0,0,94,140,0
51117000802,51,117,000802,210,546,3,0,247,521,0
51117000803,51,117,000803,277,410,0,0,272,383,0
51117000901,51,117,000901,25,283,0,0,45,263,0
51117000902,51,117,000902,130,312,2,0,148,304,0
51117000903,51,117,000903,353,843,9,0,419,795,0
51119000101,51,119,000101,158,231,1,0,160,227,0
51119000102,51,119,000102,381,464,2,0,381,454,0
51119000201,51,119,000201,456,1212,15,1,555,1169,0
51119000302,51,119,000302,576,720,13,4,612,698,0
51119000401,51,119,000401,466,624,9,0,489,601,0
51119000501,51,119,000501,452,967,12,0,458,938,0
51121000101,51,121,000101,1139,953,31,4,1137,938,2
51121000102,51,121,000102,1418,358,31,13,1341,367,0
51121000103,51,121,000103,1372,568,55,12,1385,580,2
51121000201,51,121,000201,193,216,1,0,201,202,0
51121000202,51,121,000202,1147,1225,52,14,1333,1151,3
51121000204,51,121,000204,1139,1174,71,20,1243,1163,0
51121000301,51,121,000301,809,1884,22,1,1044,1777,1
51121000302,51,121,000302,699,1128,33,0,824,1071,1
51121000303,51,121,000303,490,801,20,7,639,749,0
51121000304,51,121,000304,932,1155,47,21,1149,1085,1
51121000401,51,121,000401,420,577,25,7,463,570,0
51121000402,51,121,000402,618,1619,23,0,740,1558,0
51121000404,51,121,000404,395,957,21,1,571,892,0
51121000405,51,121,000405,873,1160,60,2,989,1126,1
51121000501,51,121,000501,1296,1077,43,2,1376,1036,0
51121000502,51,121,000502,1243,1175,36,5,1337,1126,0
51121000503,51,121,000503,1118,235,27,6,1044,233,0
51121000601,51,121,000601,1271,468,32,8,1191,474,0
51121000602,51,121,000602,1509,413,40,6,1376,440,0
51121000603,51,121,000603,383,152,21,0,375,155,0
51121000701,51,121,000701,1818,640,69,23,1741,675,0
51121000702,51,121,000702,1681,366,55,11,1603,381,0
51121002031,51,121,002031,489,560,17,5,556,530,6
51121002032,51,121,002032,205,228,6,2,231,218,2
51121004031,51,121,004031,532,1497,26,3,691,1440,0
51121004032,51,121,004032,36,15,1,0,37,15,0
51125000101,51,125,000101,1179,1013,32,3,1192,963,0
51125000201,51,125,000201,437,531,8,0,491,491,0
51125000202,51,125,000202,240,259,4,0,281,239,0
51125000301,51,125,000301,548,717,8,0,627,663,0
51125000302,51,125,000302,158,178,1,0,165,164,0
51125000401,51,125,000401,460,943,16,0,613,862,0
51125000402,51,125,000402,115,115,0,0,132,102,0
51125000501,51,125,000501,295,285,6,0,301,270,0
51125000502,51,125,000502,739,612,18,0,710,606,0
51127000102,51,127,000102,242,615,3,0,248,606,0
51127000103,51,127,000103,520,1578,14,5,532,1560,0
51127000201,51,127,000201,650,1091,22,5,656,1077,1
51127000202,51,127,000202,396,952,11,0,406,923,4
51127000301,51,127,000301,660,729,21,1,625,723,0
51127000302,51,127,000302,433,987,16,0,481,963,0
51127000401,51,127,000401,516,1073,20,4,540,1062,0
51127000403,51,127,000403,307,582,19,5,327,576,0
51127000501,51,127,000501,449,741,9,0,483,698,0
51127000502,51,127,000502,462,1255,14,0,471,1240,0
51131000101,51,131,000101,663,846,9,0,781,759,0
51131000201,51,131,000201,936,399,24,0,960,389,0
51131000301,51,131,000301,844,411,8,0,822,396,0
51131000401,51,131,000401,464,566,5,0,535,529,0
51131000501,51,131,000501,756,731,12,0,785,706,0
51133000101,51,133,000101,547,795,5,0,602,749,0
51133000201,51,133,000201,561,865,3,1,583,835,0
51133000301,51,133,000301,881,317,4,0,881,292,0
51133000401,51,133,000401,618,1203,4,1,638,1173,0
51133000501,51,133,000501,630,1306,13,1,665,1262,0
51135000101,51,135,000101,249,557,2,0,281,525,0
51135000102,51,135,000102,245,418,6,0,268,409,0
51135000201,51,135,000201,556,676,3,0,572,645,0
51135000202,51,135,000202,100,349,8,0,120,337,1
51135000302,51,135,000302,127,358,5,0,140,347,0
51135000401,51,135,000401,597,159,1,0,576,147,0
51135000402,51,135,000402,245,694,2,0,262,672,0
51135000501,51,135,000501,483,541,1,0,530,533,0
51135003011,51,135,003011,143,109,2,0,154,105,0
51135003012,51,135,003012,223,169,4,0,237,162,0
51137000101,51,137,000101,814,1381,10,2,845,1355,0
51137000102,51,137,000102,964,1185,21,0,1049,1138,0
51137000201,51,137,000201,520,1311,6,0,534,1282,0
51137000202,51,137,000202,592,1520,35,3,691,1482,0
51137000301,51,137,000301,983,1023,23,0,982,1007,0
51137000302,51,137,000302,219,544,0,0,236,534,0
51137000401,51,137,000401,539,1576,26,0,616,1540,0
51137000402,51,137,000402,1171,1277,51,4,1212,1268,0
51137000501,51,137,000501,1136,1410,21,9,1167,1374,0
51137000502,51,137,000502,1192,1443,22,12,1206,1428,2
51139000101,51,139,000101,615,1464,20,0,637,1421,0
51139000201,51,139,000201,667,1631,10,2,726,1566,0
51139000301,51,139,000301,556,2201,12,0,627,2128,0
51139000401,51,139,000401,486,1659,14,0,560,1599,0
51139000501,51,139,000501,655,2369,26,0,841,2244,0
51141000101,51,141,000101,199,567,2,0,209,531,0
51141000102,51,141,000102,121,496,1,0,153,446,0
51141000103,51,141,000103,163,660,2,0,182,612,0
51141000201,51,141,000201,76,297,1,0,76,283,0
51141000202,51,141,000202,182,664,1,0,199,603,0
51141000203,51,141,000203,159,517,6,0,177,483,0
51141000301,51,141,000301,290,850,10,0,322,768,0
51141000302,51,141,000302,94,611,3,0,132,566,0
51141000401,51,141,000401,192,651,0,0,217,604,0
51141000402,51,141,000402,90,545,2,0,129,493,1
51141000501,51,141,000501,90,303,0,2,113,278,0
51141000502,51,141,000502,148,598,4,0,215,532,0
51141000503,51,141,000503,133,727,3,0,165,668,0
51143000103,51,143,000103,366,1417,18,2,429,1359,0
51143000105,51,143,000105,170,477,4,0,191,444,0
51143000106,51,143,000106,221,950,7,1,312,855,1
51143000108,51,143,000108,164,418,0,0,177,389,0
51143000201,51,143,000201,249,907,2,0,334,817,0
51143000202,51,143,000202,90,196,0,0,102,179,0
51143000204,51,143,000204,202,700,1,0,244,648,0
51143000206,51,143,000206,142,478,1,0,161,452,0
51143000207,51,143,000207,443,1134,5,0,519,1047,0
51143000301,51,143,000301,382,207,0,0,383,181,0
51143000305,51,143,000305,560,454,1,0,551,413,0
51143000307,51,143,000307,879,269,8,0,845,249,0
51143000308,51,143,000308,355,241,0,0,346,228,0
51143000309,51,143,000309,249,297,0,0,270,270,0
51143000402,51,143,000402,175,857,1,0,210,812,0
51143000404,51,143,000404,508,1461,3,1,628,1344,0
51143000405,51,143,000405,652,1635,6,0,771,1483,0
51143000501,51,143,000501,572,1316,23,9,737,1176,0
51143000502,51,143,000502,398,1327,32,0,498,1264,0
51143000503,51,143,000503,288,916,8,0,366,835,0
51143000603,51,143,000603,318,1277,5,0,357,1219,0
51143000604,51,143,000604,397,862,4,0,430,798,0
51143000605,51,143,000605,322,905,5,2,370,836,0
51143000606,51,143,000606,695,768,5,4,701,728,0
51143000607,51,143,000607,104,410,0,0,108,393,0
51143000702,51,143,000702,220,1342,22,1,327,1255,0
51143000703,51,143,000703,197,324,2,0,236,281,0
51143000704,51,143,000704,499,1182,8,1,568,1094,0
51143000705,51,143,000705,243,938,5,0,274,876,0
51145000101,51,145,000101,489,1342,33,9,521,1354,0
51145000102,51,145,000102,478,1024,15,4,494,1014,0
51145000103,51,145,000103,296,885,21,0,310,883,0
51145000201,51,145,000201,419,1350,34,2,447,1340,1
51145000202,51,145,000202,507,1633,39,1,599,1600,0
51145000301,51,145,000301,473,1250,40,0,509,1240,0
51145000302,51,145,000302,481,1142,19,2,489,1141,0
51145000401,51,145,000401,395,1717,26,2,459,1700,0
51145000402,51,145,000402,327,916,16,1,362,902,0
51145000501,51,145,000501,639,1085,23,0,646,1074,0
51145000502,51,145,000502,476,729,16,0,469,729,0
51145000503,51,145,000503,278,809,22,1,280,824,0
51147000101,51,147,000101,454,389,16,0,473,375,1
51147000201,51,147,000201,738,699,10,0,774,684,0
51147000301,51,147,000301,529,486,5,0,536,476,0
51147000302,51,147,000302,422,261,3,12,432,257,5
51147000401,51,147,000401,533,543,17,0,572,527,0
51147000501,51,147,000501,349,572,4,0,367,548,0
51147000502,51,147,000502,167,205,1,1,187,196,0
51147000601,51,147,000601,857,733,23,0,900,709,1
51147000701,51,147,000701,333,372,15,0,350,368,0
51147000801,51,147,000801,553,121,3,3,566,113,0
51149000101,51,149,000101,499,809,9,3,538,774,0
51149000102,51,149,000102,778,2446,28,1,844,2370,0
51149000103,51,149,000103,874,1168,17,3,876,1133,3
51149000104,51,149,000104,701,588,6,0,669,581,0
51149000105,51,149,000105,232,638,11,0,239,632,0
51149000201,51,149,000201,643,1166,23,1,701,1127,1
51149000202,51,149,000202,774,1264,26,5,800,1233,0
51149000203,51,149,000203,312,690,7,0,311,667,0
51149000204,51,149,000204,893,747,11,0,865,725,0
51149000205,51,149,000205,1331,557,17,0,1292,546,0
51153000101,51,153,000101,1313,2248,52,1,1421,2158,0
51153000102,51,153,000102,1630,1377,61,0,1739,1342,0
51153000103,51,153,000103,991,838,27,0,1033,822,0
51153000104,51,153,000104,1092,1642,51,2,1213,1571,0
51153000105,51,153,000105,1593,1180,46,0,1702,1116,0
51153000107,51,153,000107,1593,1189,40,1,1670,1127,0
51153000108,51,153,000108,2438,1408,48,0,2531,1325,0
51153000109,51,153,000109,2000,1091,53,0,2024,1073,0
51153000110,51,153,000110,2054,967,42,124,1930,959,8
51153000111,51,153,000111,826,561,21,1,774,569,0
51153000112,51,153,000112,2221,1272,52,94,2140,1259,95
51153000114,51,153,000114,740,597,15,55,771,571,0
51153000201,51,153,000201,1292,778,47,0,1300,816,0
51153000202,51,153,000202,921,988,34,0,1009,941,0
51153000203,51,153,000203,1525,1194,59,0,1576,1180,0
51153000204,51,153,000204,2091,954,59,0,2251,877,0
51153000205,51,153,000205,1743,1311,69,1,1880,1236,0
51153000206,51,153,000206,792,961,51,0,810,969,0
51153000207,51,153,000207,1973,1048,28,0,2098,953,0
51153000208,51,153,000208,749,938,8,0,763,914,0
51153000209,51,153,000209,635,1041,45,0,702,1015,0
51153000210,51,153,000210,706,933,21,117,727,931,0
51153000211,51,153,000211,2357,1619,12,0,2419,1497,0
51153000212,51,153,000212,4928,1576,81,0,5167,1385,0
51153000213,51,153,000213,1676,486,31,0,1666,474,0
51153000214,51,153,000214,870,1144,54,0,964,1098,0
51153000215,51,153,000215,1177,860,27,0,1148,931,0
51153000301,51,153,000301,870,423,13,0,859,419,0
51153000302,51,153,000302,1358,365,16,0,1334,364,0
51153000303,51,153,000303,1169,489,29,6,1151,535,0
51153000304,51,153,000304,575,353,8,0,616,320,0
51153000305,51,153,000305,1573,1056,39,0,1585,1048,0
51153000306,51,153,000306,1117,572,18,0,1138,559,0
51153000307,51,153,000307,1086,784,37,0,1111,785,0
51153000308,51,153,000308,1086,711,17,0,1060,707,0
51153000309,51,153,000309,919,747,22,0,984,730,0
51153000310,51,153,000310,2181,965,25,0,2288,902,0
51153000311,51,153,000311,2319,1044,24,0,2262,1071,0
51153000312,51,153,000312,1449,690,41,87,1362,770,0
51153000313,51,153,000313,1356,447,18,0,1340,443,0
51153000314,51,153,000314,1143,617,20,0,1165,586,0
51153000315,51,153,000315,914,240,12,0,889,238,0
51153000401,51,153,000401,1215,1428,53,0,1233,1399,0
51153000402,51,153,000402,1048,1174,49,0,1123,1124,0
51153000403,51,153,000403,1375,831,28,0,1389,773,0
51153000404,51,153,000404,1797,655,47,0,1865,616,0
51153000405,51,153,000405,3128,1051,33,0,3270,898,0
51153000406,51,153,000406,286,323,2,0,324,302,0
51153000407,51,153,000407,628,876,18,0,718,817,0
51153000408,51,153,000408,1883,979,27,0,1879,921,0
51153000409,51,153,000409,2538,1174,61,0,2661,1075,0
51153000410,51,153,000410,1295,867,45,0,1377,830,0
51153000411,51,153,000411,2826,764,20,0,2915,687,0
51153000412,51,153,000412,948,1123,32,1,928,1090,0
51153000413,51,153,000413,1394,1242,55,0,1369,1234,0
51153000501,51,153,000501,1622,729,32,0,1605,733,0
51153000502,51,153,000502,1231,751,14,0,1178,814,0
51153000503,51,153,000503,1277,649,21,0,1209,707,0
51153000504,51,153,000504,807,516,27,0,815,557,0
51153000505,51,153,000505,1612,906,41,0,1639,910,0
51153000506,51,153,000506,1766,1120,44,0,1743,1173,0
51153000507,51,153,000507,1212,793,39,0,1112,927,0
51153000508,51,153,000508,1415,488,24,0,1348,500,0
51153000509,51,153,000509,683,779,21,0,711,759,0
51153000510,51,153,000510,1431,1275,55,0,1520,1226,0
51153000511,51,153,000511,1807,785,30,0,1704,839,0
51153000512,51,153,000512,1983,626,31,0,1891,669,0
51153000513,51,153,000513,1845,1435,72,0,1811,1622,0
51153000514,51,153,000514,1499,953,54,0,1466,1068,0
51153000601,51,153,000601,1915,676,25,0,1912,624,0
51153000602,51,153,000602,1998,850,30,0,2017,808,0
51153000603,51,153,000603,1347,446,7,0,1300,425,0
51153000604,51,153,000604,1505,685,30,58,1515,645,0
51153000605,51,153,000605,1463,791,42,77,1470,810,31
51153000606,51,153,000606,1653,924,28,80,1683,891,20
51153000607,51,153,000607,1522,821,59,0,1626,785,0
51153000608,51,153,000608,1465,784,54,0,1568,748,0
51153000609,51,153,000609,1921,796,45,20,1722,993,21
51153000610,51,153,000610,2024,778,22,1,1982,797,0
51153000611,51,153,000611,1586,704,18,0,1604,673,0
51153000701,51,153,000701,1654,1218,32,0,1603,1300,0
51153000702,51,153,000702,1588,608,42,0,1556,643,0
51153000703,51,153,000703,1426,392,31,0,1385,385,0
51153000704,51,153,000704,1928,625,31,0,1928,579,0
51153000705,51,153,000705,1538,741,22,0,1523,700,0
51153000706,51,153,000706,1792,913,22,0,1740,917,0
51153000707,51,153,000707,2012,844,29,0,1965,856,0
51153000708,51,153,000708,1851,508,24,0,1754,540,0
51153000709,51,153,000709,1534,430,19,0,1447,450,0
51153000710,51,153,000710,1614,398,17,0,1538,412,0
51153000711,51,153,000711,2397,870,35,0,2367,843,0
51153000712,51,153,000712,1159,765,24,0,1132,829,0
51153001061,51,153,001061,2402,729,18,0,2471,642,0
51153001062,51,153,001062,0,0,0,0,0,0,0
51155000101,51,155,000101,324,716,33,0,396,667,0
51155000102,51,155,000102,842,1396,13,4,940,1265,0
51155000103,51,155,000103,328,955,14,2,432,862,0
51155000201,51,155,000201,299,1042,25,0,358,999,0
51155000202,51,155,000202,79,200,5,0,108,174,1
51155000203,51,155,000203,617,1376,30,6,754,1251,0
51155000301,51,155,000301,486,1293,24,1,534,1237,1
51155000302,51,155,000302,187,512,3,0,243,463,0
51155000304,51,155,000304,326,1097,6,0,363,1039,0
51155000401,51,155,000401,598,1403,29,2,731,1276,0
51155000402,51,155,000402,176,676,6,3,247,626,0
51155000501,51,155,000501,673,1496,41,0,851,1362,0
51157000101,51,157,000101,379,465,0,0,398,450,0
51157000201,51,157,000201,396,648,18,0,432,625,2
51157000301,51,157,000301,467,451,0,0,469,443,0
51157000401,51,157,000401,331,511,7,0,349,498,0
51157000501,51,157,000501,184,408,14,0,235,382,0
51157000502,51,157,000502,216,204,1,1,202,204,0
