GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20USSRDAI,G20USSDBUL,G20HALRROS,G20HALDWIL,G20GOVRGIA,G20GOVDCOO,G20GOVLBIS,G20ATGRKNU,G20ATGDGRA,G20SOSRJAC,G20SOSDBEN,G20AUDRDOW,G20AUDDMOR,G20AUDLROO,G20SPIRARN,G20SPIDROM,G20SPILLEA
301110053.2,30,111,0053.2,1431.5,409.7,68.4,1405.3,504.3,1427.3,475.2,1360.2,446,97.4,1486.7,401.9,1497.6,376.9,1389.3,353.7,125.5,1321.6,473.6,91.5
301110053.3,30,111,0053.3,951.5,269.7,39.5,931.8,330,935.7,321.1,915,298.4,45.5,967.3,282.6,962.4,282.6,925.8,267.8,51.4,857.6,349.8,48.4
301110054.1,30,111,0054.1,3632.4,2280.9,145.5,3541,2533.4,3601.2,2435.2,3533.8,2272.3,243.3,3798.7,2179.8,3780.7,2152.2,3632.2,2044.5,252.1,3301.5,2489.8,196.7
301110054.2,30,111,0054.2,674.5,252.4,24.1,656.9,301.5,673.5,280.2,655.9,265.3,32.5,690.3,252.3,693.1,253.1,661.6,242.8,39.1,610.6,305.1,27.8
301110055.1,30,111,0055.1,396,125.1,12.6,381.7,153,392.5,143.1,375.4,139.5,19.8,390.7,137.7,394.3,135.9,368.1,121.5,34.2,356.4,153,19.8
301110055.2,30,111,0055.2,98.4,31.8,2.3,101,32.5,101.3,32.2,97.1,32,4.4,100.5,30.9,101.6,30.9,93.3,29.8,5.4,83.8,40.4,4.3
301110055.3,30,111,0055.3,1077.4,306,36.1,1052.3,365.9,1033.8,370.1,1028.2,335.3,45.7,1090.2,310.1,1085.8,310,1022.8,302.7,65.9,942.2,406.7,50.8
301110055.4,30,111,0055.4,888.1,478,62.7,848.7,573,878.8,543.6,817.2,477.8,127.4,903.5,500.9,920.2,485,846.8,462,97.3,777.7,565.5,77
301110055.5,30,111,0055.5,1270.5,654.8,45.9,1196.9,773.3,1241.3,728.6,1196.3,686.6,89.1,1275.9,677.9,1271.7,667.9,1213.1,630.8,100.7,1109.9,777.5,67.3
301110056.1,30,111,0056.1,293.6,93.6,4.9,285.7,106.4,284.7,107.4,278.8,97.5,13.8,289.7,101.5,293.6,90.6,285.7,85.7,12.8,267,109.4,7.9
301110056.2,30,111,0056.2,2646.8,1126.2,128.2,2553.9,1337.4,2567.7,1303.9,2471.1,1166.7,253.5,2683.1,1171.7,2700.9,1140,2524.3,1051.2,247.6,2346.7,1361,158.8
301110056.3,30,111,0056.3,729.5,311.3,17.4,706.9,364.4,714.1,353.2,710.1,326.9,33.3,743.8,312.8,744.3,301.6,711.4,299.9,36.9,651.4,374.1,30.2
30111040-45,30,111,040-45,770.1,264.6,20.3,740.1,316.1,758.7,285,737.6,276.2,34.2,775.3,267.5,778.2,257.1,726,259.2,49.9,670.2,337.7,37.5
