GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16USSRISA,G16USSDBAR,G16USSLBUC,G16PSCRECH,G16PSCLHOS
13133000001,13,133,000001,1193.6,1432.4,43.5,1255.2,1218.6,50.8,1447.3,653
13133000004,13,133,000004,463.8,488,17.1,481.5,417.4,13.7,561.7,237
13133000005,13,133,000005,287.4,349.6,4.9,296.2,295.2,7.8,322.4,187.4
13133000006,13,133,000006,126,123.2,1,129,106,5,139.1,75.6
13133000008,13,133,000008,3423.9,799.3,84.7,3576.7,582.6,77.1,3693.6,387.6
13135000001,13,135,000001,2026,1470,156,2011,1293,187,2220,1052
13135000002,13,135,000002,547.7,1736.2,62,579.2,1581.3,77.3,792.9,1152.8
13135000003,13,135,000003,1295.7,1360.4,108.4,1336.5,1168.4,126.3,1499.6,910.9
13135000004,13,135,000004,474.2,442.5,46.6,508.9,368.4,48.5,591.8,283.5
13135000005,13,135,000005,1011,755,62,1056,641,72,1155,487
13135000006,13,135,000006,940,1215,99,996,1037,104,1179,786
13135000007,13,135,000007,1280.4,1436.9,135,1432,1174.8,124.2,1643.3,909.7
13135000008,13,135,000008,2108,813.6,108,2127,664.7,135.9,2230,585.7
13135000009,13,135,000009,2146,881,108,2172,730,144,2262,662
13135000010,13,135,000010,934,520,55,915,450,60,1002,350
13135000011,13,135,000011,383,839,52,393,715,75,483,554
13135000012,13,135,000012,708.1,2092.2,101.8,803,1786.2,148.6,1069,1318.2
13135000013,13,135,000013,1509,497,78,1544,399,80,1592,366
13135000014,13,135,000014,1325,889,121,1406,729,145,1515,637
13135000015,13,135,000015,891,1052,70,900,908,84,1013,579
13135000016,13,135,000016,926,1754,71,998,1505,100,1235,1115
13135000017,13,135,000017,162.7,552.8,25.9,171.2,494.7,27.7,242.2,359.3
13135000018,13,135,000018,765.3,1771.2,82.1,807.9,1533.3,114.3,1013.8,1155.7
13135000019,13,135,000019,611,818,55,656,694,71,748,559
13135000020,13,135,000020,237.9,986.8,57.6,258.8,875.3,82.5,403.9,681.3
13135000021,13,135,000021,365,1125,67,389,987,77,521,762
13135000022,13,135,000022,613,623,51,687,481,80,766,387
13135000023,13,135,000023,190,729,39,200,642,46,285,503
13135000024,13,135,000024,1232.4,790.3,83.6,1215.8,672,116.2,1339.7,565.1
13135000025,13,135,000025,1653,1048,144,1643,908,176,1793,815
13135000026,13,135,000026,1177,1351,119,1231,1142,136,1412,894
13135000027,13,135,000027,1774.3,1104.6,107.6,1794.5,923.5,131.7,1964.4,734.1
13135000028,13,135,000028,1934,1302,128,1973,1091,125,2135,852
13135000029,13,135,000029,679,371,78,742,289,78,759,286
13135000030,13,135,000030,674.7,959.3,36.8,686.6,848.8,55.7,817,602
13135000031,13,135,000031,1107,706,98,1130,594,111,1227,509
13135000032,13,135,000032,931.3,838,81.1,1032.5,693.8,78.2,1173.6,524.7
13135000033,13,135,000033,716,598,60,786,502,62,874,379
13135000034,13,135,000034,411.3,629.9,39.1,412.4,546.6,58.2,487.6,397.2
13135000035,13,135,000035,1091.5,927.4,64.7,1123.4,776,112.6,1257.8,626.6
13135000036,13,135,000036,1018.8,879.7,80.9,1126.3,707.4,106.1,1226.2,579.1
13135000037,13,135,000037,189.8,730.9,43.7,204.1,627.4,68.3,301.9,524
13135000038,13,135,000038,265.8,639.8,25.6,278,542.1,50,364.8,445.3
13135000039,13,135,000039,2671.3,1026.6,151.8,2687.3,845.8,178.8,2807.2,794.9
13135000040,13,135,000040,1165,1342,114,1318,1116,113,1511,814
13135000041,13,135,000041,1189,2069,72,1180,1857,112,1476,1295
13135000042,13,135,000042,1064,624,107,1079,525,135,1151,489
13135000043,13,135,000043,163,803,26,181,711,49,264,538
13135000044,13,135,000044,620.2,1631.1,64,630.2,1450.1,104,843.2,1081.1
13135000045,13,135,000045,763.9,1274.9,60.5,817.5,1123.8,75,962.9,842.9
13135000046,13,135,000046,788.8,402.9,59,812.8,324.9,63,867.8,267.9
13135000047,13,135,000047,1217,644,75,1305,494,87,1396,421
13135000048,13,135,000048,1019.8,876,81.3,1055.2,728.9,112.4,1181.3,583.6
13135000049,13,135,000049,501.3,548.5,54.5,526.7,468.6,69,580.3,401.4
13135000050,13,135,000050,309.3,985.7,36.9,346.2,850,49.9,434,655.5
13135000051,13,135,000051,169.4,960.3,29.6,200.9,830.3,47.3,319.1,648.1
13135000052,13,135,000052,794.1,695.2,72,839.2,574.1,88,948.2,450.1
13135000053,13,135,000053,687.5,1310.7,54.3,683.6,1172.1,80.5,829.2,871.5
13135000054,13,135,000054,1914,986,133,1934,801,162,2097,710
13135000055,13,135,000055,1444.1,858.7,94.2,1410.7,732.6,132,1547,621.8
13135000056,13,135,000056,625,691,93,679,592,89,758,501
13135000057,13,135,000057,876,1393,121,906,1199,157,1100,940
13135000058,13,135,000058,344.8,1307.3,58.1,357.6,1138.8,85.7,536.9,844.3
13135000059,13,135,000059,359.9,1524,77.2,398,1343.1,117.4,587.2,1102.7
13135000060,13,135,000060,531.4,1699.8,66.9,560.5,1472.9,103.8,773.8,1042.4
13135000061,13,135,000061,821,633,58,820,529,69,915,432
13135000062,13,135,000062,1040,622,107,1224,461,74,1324,332
13135000063,13,135,000063,1124,650,75,1304,467,71,1443,309
13135000064,13,135,000064,527.8,1326.6,44.6,560.3,1184.9,66.3,700.5,915.8
13135000065,13,135,000065,325,587,38,340,500,41,400,387
13135000066,13,135,000066,354.4,1345.8,59.6,392,1161.9,97.7,541.8,950.7
13135000067,13,135,000067,1522,1333,92,1585,1091,121,1729,831
13135000068,13,135,000068,1111,1107,89,1217,920,95,1374,685
13135000069,13,135,000069,901.2,1098.3,96.1,953.7,961.6,113.9,1146.8,725.9
13135000070,13,135,000070,1419,933,120,1519,739,132,1630,646
13135000071,13,135,000071,607,1635,73,666,1423,80,871,942
13135000072,13,135,000072,294,2197,66,355,1942,83,614,1459
13135000073,13,135,000073,592,673,61,668,570,61,771,433
13135000074,13,135,000074,131.4,770.9,30.4,147.3,685.5,46.6,229.9,536.2
13135000075,13,135,000075,646.4,2305,76.9,689.4,2091.2,122.9,992.1,1520.7
13135000076,13,135,000076,653,1570,51,683,1397,84,869,1019
13135000077,13,135,000077,1018.6,1739.3,104.4,1128.9,1464.4,134,1351.6,1075.1
13135000078,13,135,000078,1158,1111,54,1197,923,92,1337,705
13135000079,13,135,000079,932,627,102,1023,507,95,1091,458
13135000080,13,135,000080,1562,2116,104,1600,1843,134,1887,1283
13135000081,13,135,000081,1079.3,1348.7,74.2,1119.4,1198.2,92.3,1283,912
13135000082,13,135,000082,782,1665,101,863,1423,151,1082,1106
13135000083,13,135,000083,1162.8,1162.8,146.7,1203.7,981.1,147.7,1350.4,819.5
13135000084,13,135,000084,429.7,1162.8,52.1,469.7,1000.6,68.1,630.8,723.6
13135000085,13,135,000085,1425.2,1074.2,118.3,1446.3,907.9,145.3,1596.6,764.5
13135000086,13,135,000086,308,917,45,324,802,61,468,580
13135000087,13,135,000087,591.6,1019.9,72.9,627.9,837.2,108.3,755.8,708.9
13135000088,13,135,000088,573.5,1775.9,70.1,610.6,1555.7,101.1,832.8,1170.3
13135000089,13,135,000089,1099,671,101,1138,558,107,1243,475
13135000090,13,135,000090,738.6,1130.2,93.1,805.5,950.1,102.2,932.2,744.6
13135000091,13,135,000091,1556.9,1277.8,80.7,1604.3,1080.8,121.8,1748.4,852.3
13135000092,13,135,000092,1028.7,801,94.9,1134.5,639.2,124.8,1261.4,535.3
13135000093,13,135,000093,1581,1022,145,1728,825,156,1876,666
13135000094,13,135,000094,1196,506,57,1216,418,67,1283,354
13135000095,13,135,000095,578.7,1856.4,77.6,650.3,1611.8,100.5,892.9,1161.4
13135000096,13,135,000096,971,761,66,1042,600,101,1134,523
13135000097,13,135,000097,1496.2,1469.4,147,1599.6,1245.9,162.9,1829,948.8
13135000098,13,135,000098,807,869.2,97.7,849.1,736.2,95.7,971.7,568.6
13135000099,13,135,000099,648.2,914.6,74.6,669.1,766.5,109.4,804.3,633.3
13135000100,13,135,000100,1345.8,1074.6,133.6,1471.4,885.2,146.5,1622.9,718.7
13135000101,13,135,000101,406,624.8,59.8,480.7,520.2,59.8,550.1,413.9
13135000102,13,135,000102,1264.4,573,56.2,1255.6,478.4,90.7,1339.4,423.1
13135000103,13,135,000103,398.8,1184.8,59.4,444,1015.6,85.7,575.2,801.5
13135000104,13,135,000104,713,2650,69,791,2357,98,1049,1679
13135000105,13,135,000105,1381,873,132,1428,719,160,1574,646
13135000106,13,135,000106,1711.9,1401.4,137.2,1858.4,1071.2,178.5,2083.8,857.8
13135000107,13,135,000107,462.8,362.3,28.4,483.7,304.4,37,525.4,234.2
13135000108,13,135,000108,898,871,57,881,752,105,957,616
13135000109,13,135,000109,605,461,50,645,378,60,714,311
13135000110,13,135,000110,339,863,57,357,739,63,468,559
13135000111,13,135,000111,786.7,795,58.7,851.4,664.6,71.8,972.6,483.6
13135000112,13,135,000112,1200.8,835.2,68.9,1258.7,685.3,108.9,1335.7,590.4
13135000113,13,135,000113,295,548,36,305,461,41,382,346
13135000114,13,135,000114,859,1250,97,986,1021,114,1163,805
13135000115,13,135,000115,821,1594,67,872,1344,91,1048,1030
13135000116,13,135,000116,439,1380,43,471,1178,85,654,876
13135000117,13,135,000117,392,1533,75,447,1307,92,636,998
13135000118,13,135,000118,523,467,49,578,379,49,626,303
13135000119,13,135,000119,1011.2,682.7,65.6,1053.3,574.6,94,1126.6,475.8
13135000120,13,135,000120,283.7,414.1,18.9,297.6,347.4,40.8,356.4,272.8
13135000121,13,135,000121,1016,1029,119,1146,831,131,1266,692
13135000122,13,135,000122,675.4,2411.7,75.4,710.3,2185.4,100.3,1002.3,1534
13135000123,13,135,000123,289,1221,40,298,1064,59,461,816
13135000124,13,135,000124,448.9,963,48.6,474.6,853.8,59.1,590,629.7
13135000125,13,135,000125,845.1,472.1,74.6,997.3,321,74.6,1045.4,271.9
13135000126,13,135,000126,1160,719,93,1320,545,79,1426,440
13135000127,13,135,000127,401,728,60,431,628,63,529,492
13135000128,13,135,000128,830,854.8,92.3,910.9,694.8,103.3,1020.3,585.4
13135000129,13,135,000129,2119,769,108,2112,613,163,2188,628
13135000130,13,135,000130,1894,948,126,2001,731,144,2185,588
13135000131,13,135,000131,1601,934,117,1756,717,126,1889,603
13135000132,13,135,000132,1052,883,84,1097,749,90,1225,595
13135000133,13,135,000133,1727.6,913.3,109.5,1701.9,781.5,152.3,1823.1,677.8
13135000134,13,135,000134,974.2,1550.5,64,1005.8,1352.5,78.8,1217.6,1006.8
13135000135,13,135,000135,1183,619,85,1206,524,93,1296,450
13135000136,13,135,000136,1372.5,910.2,109,1370.5,784.2,134,1517.5,670.2
13135000137,13,135,000137,1802,1148,148,1851,965,157,2011,807
13135000138,13,135,000138,1508,1216,59,1690,912,68,1905,608
13135000139,13,135,000139,614,2107,82,677,1842,86,914,1298
13135000140,13,135,000140,1661.8,761.8,88.7,1801.4,563.8,94.9,1915.8,475
13135000141,13,135,000141,1136,610,96,1165,482,108,1261,427
13135000142,13,135,000142,983.1,885.8,103.2,1073.8,723.9,104,1221.4,547.8
13135000143,13,135,000143,1189,1601,105,1319,1336,98,1561,973
13135000144,13,135,000144,698,2380.1,93,755,2046,133,1071,1470
13135000145,13,135,000145,1293.2,1602,84.3,1323.6,1416.7,96.1,1523.6,1002
13135000146,13,135,000146,2120.6,1335.6,109,2093.4,1182,165.3,2272.4,946
13135000147,13,135,000147,1343,1797,97,1355,1560,140,1605,1123
13135000148,13,135,000148,587,468,56,633,377,60,670,326
13135000149,13,135,000149,895,731,78,988,592,73,1083,441
13135000150,13,135,000150,248,880,36,245,779,61,357,595
13135000151,13,135,000151,1087.8,472.3,58.9,1058.3,423.8,69.1,1127.9,355.6
13135000152,13,135,000152,1782,1233,118,1805,1027,135,1984,819
13135000153,13,135,000153,562.3,651.2,66.9,578.3,544.4,79.9,660.2,489.4
13135000154,13,135,000154,1376.2,617.6,86.2,1370.2,517.3,103.3,1450.4,468.2
13135000155,13,135,000155,1117.5,1004.5,110.5,1246.3,806.1,92.6,1403.2,634.1
13135000156,13,135,000156,955,1578,72,988,1387,90,1192,973
13137000001,13,137,000001,4642,819.1,171,4457,721.1,263,4591.9,695.1
13137000002,13,137,000002,2648.2,615.1,96.1,2482.9,502.4,173.1,2613.8,453.9
13137000003,13,137,000003,2360.4,371.3,70.3,2231.6,329.7,115.8,2301.9,326.7
13137000004,13,137,000004,325,67.6,10.8,297.2,64,20.5,322,51.8
13137000005,13,137,000005,310,111.1,23.3,299.5,98.4,22.7,320.1,82.2
13137000006,13,137,000006,2001.5,310.3,58.9,1871.3,291.2,93.7,1943.8,292.2
13137000007,13,137,000007,645.9,137.8,22.2,611,121.2,34.1,625.3,113.3
13139000001,13,139,000001,2231.7,822.5,96,2200.3,676.6,138.1,2380.5,564
13139000002,13,139,000002,710,496,60,693,427,66,804,338
13139000003,13,139,000003,800,389,50,759,348,70,858,295
13139000004,13,139,000004,1949,534,96,1869,476,141,2014,453
13139000005,13,139,000005,1865.1,443.9,103.8,1763.5,394.9,142.7,1844.2,438
13139000006,13,139,000006,1436.8,477.9,61.4,1378.4,416.7,93.6,1455.7,376.8
13139000007,13,139,000007,2617.2,640.2,94,2506.4,547.2,173.2,2627.1,537.3
13139000008,13,139,000008,1940.6,325.6,66.7,1806.2,274.8,148.4,1901.8,331.6
13139000009,13,139,000009,2065,653,88,1997,538,121,2118,491
13139000010,13,139,000010,2228,797,102,2179,652,161,2375,564
13139000011,13,139,000011,1208,1138,72,1143,981,112,1426,700
13139000012,13,139,000012,1723.1,422.7,84.6,1617.8,380.1,136.4,1746.6,373.9
13139000013,13,139,000013,1716.1,232.4,42.5,1587.4,236.9,80.6,1729,196.4
13139000014,13,139,000014,1817,165.8,48.9,1745,159.8,73.9,1794,187.8
13139000015,13,139,000015,1481.7,155.9,37.8,1412.9,143.3,71.7,1477.8,140.4
13139000016,13,139,000016,2722.8,513.8,93,2573.9,451.8,177.9,2735.8,445.8
13139000017,13,139,000017,1810.5,354,71.6,1732.9,290,119.4,1845.3,288
13139000018,13,139,000018,1782.5,380.5,58.9,1716.4,311.8,97.2,1788.5,303.7
13139000019,13,139,000019,1991.2,431.5,71.3,1890.9,362.1,140.5,2017.4,350.4
13139000020,13,139,000020,2137,538.5,108.5,2210.6,387.2,127.4,2298.2,356.3
13139000021,13,139,000021,1309,624.5,74.9,1372.9,487.6,97.9,1507.8,366.7
13139000022,13,139,000022,111.8,1189.7,23.1,154.7,1025.7,28.2,404.9,521.6
13139000023,13,139,000023,1111.8,968.4,112.2,1104.3,818.1,151.1,1314.3,679.6
13139000024,13,139,000024,837.5,545,75.9,897.4,410.3,86.8,998.2,331.4
13139000025,13,139,000025,535.9,258.6,46,550.7,213.5,52,604.3,186.3
13139000026,13,139,000026,430.4,54.7,9.8,400.3,58.9,12.6,435.3,42.1
13139000027,13,139,000027,2158,257,72,2064,211,120,2128,253
13139000028,13,139,000028,4065,1108,161,4017,851,257,4243,782
13139000029,13,139,000029,1575.8,337.8,75,1510.6,291.8,113.8,1590.9,311.7
13139000030,13,139,000030,2039.6,530.9,104.4,1962.4,457.4,157.4,2077.9,473.8
13139000031,13,139,000031,1206.8,377.5,42.9,1195.4,304.8,77.3,1279.3,261.7
1314100001A,13,141,00001A,268.4,285.7,6.9,263.5,255.4,13.7,298.7,150.8
1314100001B,13,141,00001B,34,232.1,6.5,46.3,200.3,3.6,64.3,103.4
1314100002A,13,141,00002A,102.3,462,2,119.3,382.9,5,151.5,197.4
1314100002B,13,141,00002B,32,269.7,3,42,230.8,5,72.9,119.9
1314100003A,13,141,00003A,29.8,163.8,0,45.6,127.5,1.9,59.6,54
1314100003B,13,141,00003B,67.4,464.2,6.5,102.1,386,10.4,143,183.8
1314100003C,13,141,00003C,88,76.1,4,91.9,64.2,4,94.9,38.5
1314100004A,13,141,00004A,104,472,1,116,407,4,143,211
1314100004B,13,141,00004B,85,177,4,84,154,7,117,74
1314100004C,13,141,00004C,27.8,83.1,2.1,29.8,74.6,1.1,39.1,32.5
13143000002,13,143,000002,2975.2,559.1,97.2,2854.8,480.1,142.3,2946,491
13143000003,13,143,000003,1153.2,168.8,20,1058.3,152.8,55.9,1103.2,152.9
13143000004,13,143,000004,459,52,11,412,68,23,414,78
13143000005,13,143,000005,821,78,14,733,90,36,757,107
13143000006,13,143,000006,389,40,12,362,39,27,378,36
13143000007,13,143,000007,155,13.3,2,137.8,10.3,7.1,136.9,23.3
13143000008,13,143,000008,386,46,9,344,53,20,364,45
13143000009,13,143,000009,170,12,1,154,17,1,155,15
13143000010,13,143,000010,830.8,149.9,22.8,773.2,146.9,36.7,803,136
13143000011,13,143,000011,315.9,22.8,6.9,285.6,30.5,10.8,285.7,42.1
13143000012,13,143,000012,1400.9,258.2,52.1,1244.4,268.3,84.1,1340.2,244.7
13143000013,13,143,000013,529,75,16,474,88,37,510,89
131450000CA,13,145,0000CA,1454,379,50,1441,302,50,1503,252
131450000EL,13,145,0000EL,2022.8,701.6,57,1988.8,595.5,79,2162.9,483.4
131450000GM,13,145,0000GM,638,369,21,624,306,31,676,192
131450000HA,13,145,0000HA,987,509,39,954,422,60,1044,323
131450000L9,13,145,0000L9,1327,346,43,1277,284,84,1344,267
131450000MG,13,145,0000MG,1610.5,315.7,40.8,1557.7,266.9,79.7,1615.5,258
131450000PV,13,145,0000PV,599,119,19,581,99,28,600,98
131450000SK,13,145,0000SK,361,207,18,355,172,18,390,123
131450000U9,13,145,0000U9,827.6,150.9,20.1,795.4,128.8,29.2,834.6,118.8
131450000VP,13,145,0000VP,316,152,6,317,120,12,331,80
131450000WA,13,145,0000WA,1112,609,46,1068,506,75,1167,402
131450000WH,13,145,0000WH,681.9,228.3,19,649.8,193.3,36.1,695.9,152.3
13147000002,13,147,000002,2596.4,1235.1,80,2372.4,1036.1,126,2604.4,649.1
13147000003,13,147,000003,843,207,22,802,175,44,846,140
13147000004,13,147,000004,385,306,16,365,255,20,410,158
13147000005,13,147,000005,1461.1,323.8,51,1357.2,266.8,68,1449.1,228.9
13147000006,13,147,000006,637,144,9,575,139,25,617,92
13147000007,13,147,000007,764.4,132.1,22,694.4,130.1,29,746.4,110.1
13147000008,13,147,000008,599,237,9,537,178,33,585,119
13149000CEN,13,149,000CEN,838.9,131.9,24.5,766.3,132.8,45.2,801.2,125.4
13149000COO,13,149,000COO,254.8,32.9,7,230.9,37.8,9.9,251.8,37.8
13149000ENO,13,149,000ENO,523.1,92.1,15.5,473.7,82.2,32.8,496.8,90.6
13149000EPH,13,149,000EPH,631,85,19,571,87,31,587,89
13149000FRA,13,149,000FRA,849.2,305.1,25,802.1,262.2,38,856.2,175.2
13149000SOU,13,149,000SOU,273,96,2,255,77,15,275,53
13151000025,13,151,000025,1371.4,1852.1,97,1350.4,1651.1,132,1622.4,1199.1
13151000026,13,151,000026,1842,265,58,1735,227,90,1806,265
13151000027,13,151,000027,2238.7,491.2,82.7,2099.2,436.4,125.5,2247.7,428.4
13151000028,13,151,000028,535.3,2589.7,76.6,601.9,2228.6,111.4,922.3,1566
13151000029,13,151,000029,2055,2768,127,2064,2444,174,2439,1838
13151000030,13,151,000030,1601.2,1395.3,107,1546.2,1265.2,104,1755.3,956.2
13151000031,13,151,000031,1770.8,2057.7,118,1749.8,1827.8,143,2027.7,1415.8
13151000032,13,151,000032,711.4,1914,48.6,761,1693.8,76.4,1036.9,1273
13151000033,13,151,000033,474.8,2701.5,55.5,580.1,2356.9,90,973.6,1683.9
13151000034,13,151,000034,945.9,2053.3,78.4,945,1824.6,111.4,1219.8,1388.3
13151000035,13,151,000035,429.4,631.3,23.9,429.4,560.5,29.6,531.8,380.7
13151000036,13,151,000036,1660,495,69,1585,435,110,1713,390
13151000037,13,151,000037,1565.5,442.7,48.5,1526.5,361.9,76.9,1584.5,334.4
13151000038,13,151,000038,915.8,1455.9,69.1,964.7,1273.8,74.6,1154.7,981.4
13151000039,13,151,000039,630.7,2991.6,82.2,756.6,2626.6,124.4,1116.6,1913.8
13151000041,13,151,000041,945.5,1007.3,50.6,923.4,890.5,65.1,1053,734.3
13151000042,13,151,000042,1320,1251,72,1241,1143,97,1424,917
13151000043,13,151,000043,1582,1045,54,1539,920,95,1687,745
13151000044,13,151,000044,784,1301,41,815,1148,45,1007,833
13151000045,13,151,000045,1274,857,60,1247,750,97,1384,625
13151000046,13,151,000046,307,2093,54,348,1898,59,593,1386
13151000047,13,151,000047,483,2222,47,532,1982,68,825,1457
13151000048,13,151,000048,2224.3,637.3,69.9,2129.4,547.4,107.9,2237.3,502.4
13151000049,13,151,000049,743,1416,73,755,1228,82,950,905
13151000050,13,151,000050,1514.1,1682.3,100.9,1484.4,1487.4,125.7,1701.1,1160.8
13151000051,13,151,000051,1426.7,1217.3,67.4,1401.1,1069.4,92.6,1583.7,784
13151000052,13,151,000052,2168.6,993.7,80.1,2113.6,835.5,127.3,2295.2,653.3
13151000053,13,151,000053,1281.8,2172.8,61,1353,1898.4,80.5,1663.3,1364.4
13151000054,13,151,000054,716.1,1640.5,64,740.1,1451.4,98,940.2,1137.3
13151000055,13,151,000055,845.2,388.1,41.8,823.8,336.7,45.5,914.8,265.5
13151000056,13,151,000056,896.5,1265.1,48.1,881.5,1125.6,83,1082.3,876.7
13151000057,13,151,000057,1022.8,695.8,57.9,998.1,593.9,78.2,1090.6,520.6
13151000058,13,151,000058,1686.9,554.2,51.1,1615,485.3,78.3,1739.3,416.7
13151000059,13,151,000059,1301.2,609.6,52.1,1195.1,569.5,79.1,1294.2,458.4
13151000060,13,151,000060,1573.5,987.2,83.8,1560.9,858.9,111.2,1750.8,700.5
13151000061,13,151,000061,1199.1,1238.8,71.4,1216.5,1085.6,86.4,1364.9,835.9
13151000062,13,151,000062,981,311,26,940,273,55,989,253
13153000BMS,13,153,000BMS,3875,1500,155,3822,1275,204,4167,996
13153000TMS,13,153,000TMS,1298.6,1498.4,87.3,1321.4,1312.9,100.4,1566,937.2
13153000VHS,13,153,000VHS,2391.5,895.1,88.6,2347.7,735.8,117.5,2529.9,590.4
1315300ANNX,13,153,00ANNX,2077.2,828.6,98,2058.2,707.5,107,2220.3,545.4
1315300CENT,13,153,00CENT,2767.6,1506.3,128.9,2681.3,1302,168.6,2921.3,981.7
1315300CGTC,13,153,00CGTC,1831.7,859.6,96.4,1806.5,730.8,106.6,1988.3,576
1315300FMMS,13,153,00FMMS,3105,2100,185,3151,1814,203,3526,1360
1315300HAFS,13,153,00HAFS,810,253,15,763,217,39,815,142
1315300HCTC,13,153,00HCTC,1926.8,1493.3,138.8,1951.8,1273.6,149.8,2207.5,978.9
1315300HEFS,13,153,00HEFS,527.7,294.8,11,504.6,261.6,15,541.3,166.4
1315300HHPC,13,153,00HHPC,2756.5,2360.3,163.8,2772,2013.1,189.1,3093.5,1507.1
1315300MCMS,13,153,00MCMS,3345,1733,160,3349,1448,180,3628,1100
1315300NSES,13,153,00NSES,985.9,512,27.6,966,437.4,47.2,1039.7,341.2
1315300RECR,13,153,00RECR,1020.2,3205.6,106.2,1128.3,2714.1,134.8,1535.9,1755.7
1315300ROZR,13,153,00ROZR,4933.4,2461.2,193.9,4906.5,2041.6,194.9,5249.6,1414.1
1315300TWPK,13,153,00TWPK,1797.7,1060.6,106,1778.7,914.5,107.1,2021.8,663.4
13155000901,13,155,000901,943.8,71.5,17,873.2,73.8,35,881.4,94
13155001529,13,155,001529,1435.7,700.4,34.5,1382.3,589.1,44.8,1475.9,369.3
13155001753,13,155,001753,336.7,119.5,6.5,325.5,99.4,8.2,329.7,70.8
13157001000,13,157,001000,6658.5,1382.5,308.1,6488.6,1162.8,384.8,6704.7,1214.5
13157002000,13,157,002000,5068,1139.5,173.4,4815.9,1026.8,273,5095.2,916.2
13157003000,13,157,003000,6264.3,1052.6,217.5,6020.1,903.3,356.9,6191,1051.5
13157004000,13,157,004000,3363.9,840.7,119.7,3226.7,746.7,180.9,3397.2,669.8
13159000289,13,159,000289,109.5,68.2,3.4,108.8,57.4,5.6,115,39.6
13159000290,13,159,000290,514.6,145.1,10.8,485.5,135.6,26.6,502,119.2
13159000293,13,159,000293,107.7,67.1,3.3,107,56.5,5.5,113.1,38.9
13159000295,13,159,000295,1412.6,879.2,43.7,1403.3,740,71.8,1484.1,510.3
13159000296,13,159,000296,798.9,107.9,21.3,745.3,108.8,44,768.4,116.2
13159000297,13,159,000297,1084.3,178.9,29.2,1015.7,173.4,59.4,1048.9,172
13159000363,13,159,000363,293.7,82.8,6.2,277.1,77.4,15.2,286.5,68
13161000100,13,161,000100,374,366,10,358,288,14,394,149
13161000201,13,161,000201,412,50,11,368,41,21,369,48
13161000202,13,161,000202,832.1,45.1,14.2,749,44.7,19.4,722.9,45.5
13161000301,13,161,000301,291,91,9,266,68,14,284,53
13161000302,13,161,000302,423,30,3,371,33,15,366,41
13161000401,13,161,000401,454,106,12,400,106,18,402,76
13161000402,13,161,000402,387,38,9,352,31,13,351,28
13161000501,13,161,000501,725.6,117.4,12.9,663.5,117.9,19,668.6,79.4
13161000502,13,161,000502,219.3,64.3,5,201.3,51.3,11,188.3,35.1
13163000076,13,163,000076,125,105,2,121,83,8,144,35
13163000077,13,163,000077,272,128,3,260,103,13,273,66
13163000081,13,163,000081,759.3,945.1,24,774.3,763.3,29,852.2,424.6
13163000082,13,163,000082,965.1,1452.4,16.1,962.2,1154.8,25.3,1131.3,584.3
13163000083,13,163,000083,312.1,833.4,9.8,320,688.1,17.7,410.3,312.1
13163000085,13,163,000085,162,173,3,156,142,10,176,76
13163001460,13,163,001460,257,146,7,257,122,4,258,96
13163001593,13,163,001593,208,33,5,187,31,6,188,21
13165000001,13,165,000001,243.8,345.6,10.2,244.9,288.8,11.2,296.2,167.9
13165000002,13,165,000002,264.2,335.4,5.8,269.1,265.2,8.8,317.8,152.1
13165000003,13,165,000003,450,156,7,434,130,10,447,89
13165000004,13,165,000004,503.8,85.5,5.6,463.4,75.2,15.9,479.4,46
13165000005,13,165,000005,433.2,200.5,5.4,414.6,174.8,15.1,442.6,112
13167000055,13,167,000055,544.9,46.5,5.8,498.2,36.9,18.4,504,40.8
13167001201,13,167,001201,855.9,657,11.3,826.5,500.3,27.9,880,305.9
13167001266,13,167,001266,206.2,30.9,2.4,191.7,25.1,5.8,178.7,27.5
13167001301,13,167,001301,399.4,154.1,1,370.3,135.8,8.1,367.5,74.1
13167001405,13,167,001405,93.4,71.7,1.2,90.2,54.6,3,96,33.4
13167001746,13,167,001746,210.8,31.6,2.5,195.9,25.7,5.9,182.6,28.1
13167001820,13,167,001820,219.4,146.8,2.8,210.4,111.9,7.1,221.7,69.8
13169000001,13,169,000001,1260.2,392.1,34.9,1231.2,352.4,41.6,1288.3,259.4
13169000002,13,169,000002,1103,317.6,24.9,1035.6,308.7,41.1,1099.8,223.1
13169000003,13,169,000003,996.9,473.5,33,954.8,421.5,39.1,1039.9,296.4
13169000004,13,169,000004,770,147,19,751,123,21,761,113
13169000005,13,169,000005,742,384,22,709,327,51,766,235
13169000006,13,169,000006,692.2,273.4,15.7,668.9,227.4,31.4,702.6,162.5
13169000008,13,169,000008,89.8,30.8,3.1,89.6,20.6,3.1,94.8,16.6
13169000009,13,169,000009,1231.9,392.6,46.4,1243.6,335.6,37.8,1300.3,260.4
13169000010,13,169,000010,710,1127,35,720,1001,42,901,600
13169000011,13,169,000011,741.8,428,27,751.7,369.1,37.1,820.1,234
13171001711,13,171,001711,410.6,939.4,18,435.6,779.3,31,581.6,475.2
13171001713,13,171,001713,1344,403,38,1275,375,56,1321,295
13171001714,13,171,001714,1881,404,37,1757,381,93,1832,338
