GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20USSRPER,G20USSDOSS,G20USSLHAZ,G20PSCRSHA,G20PSCDBRY,G20PSCLMEL,G20PSCRMCD,G20PSCDBLA,G20PSCLWIL
132050000LS,13,205,0000LS,704,166,2,681,171,12,667,167,16,657,167,16
132050000PC,13,205,0000PC,107,21,1,110,15,2,104,17,1,106,15,0
132050000PE,13,205,0000PE,1081.8,1081.8,10,1080.8,1035.7,29.1,1069.8,1013.7,33.1,1037.8,1013.7,37.1
132050000SC,13,205,0000SC,214,63,0,210,61,2,210,55,5,208,55,4
13207000001,13,207,000001,782.1,215.6,9.7,778.3,199.6,20.4,777.3,181.3,26.8,768.1,185.1,22
13207000002,13,207,000002,776,133.2,10.7,770.3,121.4,17.5,769.2,96.2,32.1,768.3,105.8,18.6
13207000003,13,207,000003,2100,535.5,22.4,2109.3,493.6,37,2085.1,455.8,73.3,2089.5,450,59.3
13207000004,13,207,000004,388.2,142.2,5.6,373.2,141.2,15.9,366.7,129.1,25.3,366.7,133.8,16.8
13207000005,13,207,000005,428,130,3,421,128,10,422,112,19,419,115,16
13207000006,13,207,000006,214,113,3,211,110,4,210,100,8,206,96,8
13207000007,13,207,000007,584.1,144.6,9.4,576.1,142.5,9.1,563.7,128.7,22.7,558.7,131,17.1
13207000008,13,207,000008,1211.7,324.6,16.2,1187.2,309,39.1,1191.6,278.4,50.7,1179.3,280.4,46.7
13207000009,13,207,000009,1325.5,1721,30.8,1332.5,1650.4,56.6,1275.8,1588.8,104.3,1275.8,1608.7,68.6
13207000010,13,207,000010,1139.8,230.4,9.9,1097.3,233.6,29.3,1098.6,201.8,43.9,1079.9,210.9,35.7
13207000011,13,207,000011,302.7,243.1,0,289.8,238.2,8.9,293.8,228.2,14.9,291.8,230.2,7
13207000012,13,207,000012,769.9,161.5,14.2,759.7,163,17.2,730.6,157,34.2,729.6,149.6,35.1
13207000013,13,207,000013,600,200,11,586,196,22,580,174,28,581,176,24
13207000014,13,207,000014,276,61,0,277,52,3,270,51,7,270,49,5
13209000001,13,209,000001,244.6,97.9,2.1,243.9,94.4,4.1,236.7,88.5,7.1,233.7,89.4,4
13209000002,13,209,000002,325,48,1,317,49,6,309,45,5,309,44,4
13209000003,13,209,000003,769,217,9,766,204,16,741,194,20,733,195,13
13209000004,13,209,000004,369,35,4,360,38,5,357,28,8,352,30,8
13209000005,13,209,000005,544.4,405.1,8.9,561.1,361.6,17.9,532.3,360.5,24.9,531.3,352.6,11
13209000006,13,209,000006,247,16,0,244,15,1,236,18,2,236,15,3
13209000007,13,209,000007,459,159.7,2,433.3,168.5,11.9,427.3,145.7,20.9,416.3,138.7,21.9
13211000001,13,211,000001,935.6,1198.4,29.8,957.5,1140.7,45.8,942.6,1092.1,66.6,943.5,1072.2,53.8
13211000002,13,211,000002,1434.3,402.5,25.3,1432.1,381.2,37.5,1416.8,366.1,57.7,1405.6,370,50.8
13211000003,13,211,000003,532.8,132,6.7,527,127.2,11.6,520.3,125.3,16.4,515.5,124.3,17.3
13211000004,13,211,000004,1541.9,627.1,12,1556.8,570.2,38,1527.8,539.2,66,1524.8,536.3,49
13211000005,13,211,000005,502,94,7,508,88,7,500,81,11,496,83,8
13211000006,13,211,000006,1682.2,421,19,1687.2,386,39,1682.1,357,53,1681.1,360,45
13211000007,13,211,000007,1568,468,21.6,1557.9,445.8,37.4,1529,412.2,66.6,1515.6,420.8,52
13213000824,13,213,000824,3403,702,59,3299,683,116,3262,592,133,3149,608,143
13213000872,13,213,000872,1227,157,11,1174,170,22,1120,145,35,1091,140,35
13213000874,13,213,000874,1358,164,8,1315,174,25,1281,158,28,1263,152,22
13213001013,13,213,001013,1453,238,18,1410,231,48,1374,216,44,1318,228,39
13213001039,13,213,001039,1675.7,340.7,13,1614.8,328.8,49,1598.8,292.8,52,1551.8,293.8,47
13213001291,13,213,001291,1728.2,223.3,11.8,1643.6,235.1,44.3,1632.8,196.7,37.4,1573.8,198.7,46.2
13213001895,13,213,001895,2068,473,23,2008,470,57,1958,421,73,1910,417,68
13215000101,13,215,000101,717,2245.6,24.2,752,2129.1,61.3,752.9,2066.7,94.5,731.9,2065.8,72.3
13215000102,13,215,000102,116.4,2125.6,20,123.1,2060.7,38.2,108.8,2014,64.9,110.7,2029.2,41
13215000103,13,215,000103,232.7,3173.4,16.5,248.9,3083.9,43.9,220.5,3053.8,54.5,233.6,3037.2,46
13215000104,13,215,000104,1371.3,972.2,42.5,1352.5,937.6,75.9,1330.4,882.7,119.3,1329.5,887,93.2
13215000105,13,215,000105,1346,908,34,1334,873,55,1334,811,86,1323,823,67
13215000106,13,215,000106,2352,1640.1,70.4,2351.1,1560,101.6,2365.3,1457.5,155,2346.6,1470.9,125.6
13215000107,13,215,000107,1115.7,997.9,25,1109.7,954,56.9,1074.8,920.1,83.8,1047.8,923.1,67.9
13215000108,13,215,000108,3243,1676,61,3286,1581,82,3292,1426,172,3268,1456,122
13215000109,13,215,000109,1453,722,18,1535,607,29,1546,545,61,1520,548,49
13215000110,13,215,000110,185.6,2556.4,20.7,195.5,2444.9,57.3,177.7,2403.4,79,181.7,2408.3,59.2
13215000112,13,215,000112,846.6,3466.9,68.6,838.8,3320.9,141.1,785.9,3240.5,201.9,786.9,3261.1,136.2
13215000113,13,215,000113,212.1,3466.1,30,214.1,3376,71,212.1,3310,99,213.1,3311,81
13215000114,13,215,000114,227,2567,17,236,2508,38,235,2450,74,223,2467,47
13215000115,13,215,000115,664,3286,47,694,3167,73,657,3093,148,645,3133,101
13215000116,13,215,000116,553.1,3898.5,39,565.1,3759.4,83,530.1,3715.4,137.1,519.1,3743.4,96
13215000117,13,215,000117,1691.8,1881.2,46.7,1682.3,1829.3,80.9,1670.6,1710.7,141.8,1660.2,1718.2,118.3
13215000118,13,215,000118,2167.5,1766.6,65.3,2212,1679.5,94,2246.7,1515.2,165.3,2218.9,1556.8,131.6
13215000119,13,215,000119,2146,1434,49,2109,1403,97,2105,1308,154,2093,1315,117
13215000120,13,215,000120,3024,2605,68,3040,2477,126,3035,2332,205,3001,2365,170
13215000121,13,215,000121,1016.3,1150.2,22.6,1018.3,1095.4,53,988.3,1066.5,93.5,979.9,1084.8,66.2
13215000122,13,215,000122,240.2,698.1,20.2,255.3,660.8,30.7,253.1,615.3,52.9,253.1,615.4,44.7
13215000124,13,215,000124,1266.2,1134.8,47,1248.9,1089.7,58.5,1227.8,1011,132.4,1210.5,1028.3,93
13215000125,13,215,000125,386.6,1018.1,17.1,372.6,970,49.2,385.5,931.8,65.4,369.4,952.8,49.3
13215000126,13,215,000126,642.7,1396.8,16.3,619.8,1349.9,47.6,618.6,1300.2,81,591.7,1320.4,58.6
13215000127,13,215,000127,2813.8,2670,77.4,2813.8,2565.8,125,2803.9,2453.8,194.4,2761.2,2493.4,154.7
13215FTBEN1,13,215,FTBEN1,0.6,0.4,0,0.6,0.4,0,0.5,0.4,0,0.5,0.4,0
13215FTBEN2,13,215,FTBEN2,0,0,0,0,0,0,0,0,0,0,0,0
13215FTBEN3,13,215,FTBEN3,15.8,64.8,1.3,15.7,62,2.6,14.7,60.5,3.8,14.7,60.9,2.5
13215FTBEN4,13,215,FTBEN4,0,0,0,0,0,0,0,0,0,0,0,0
13215FTBEN5,13,215,FTBEN5,3.2,2.4,0.1,3.1,2.3,0.2,3,2.1,0.3,3,2.2,0.2
13217000001,13,217,000001,398,642,21,398,622,31,387,610,37,383,604,37
13217000002,13,217,000002,616.2,1958.8,25.3,614.5,1893.9,62.8,602.4,1856.7,75,591.3,1850.7,62.8
13217000003,13,217,000003,754.7,2675.7,27.7,717.1,2642,62.3,700.3,2594.6,97.9,700.3,2597.5,80.1
13217000004,13,217,000004,1769.3,1746.7,53,1770.6,1693.3,72.2,1765.6,1619.4,119.5,1746.7,1622.2,109
13217000005,13,217,000005,866.7,994,21.1,858.4,969.3,44.9,858.4,937.2,59.5,849.2,935.4,53.1
13217000006,13,217,000006,1813.1,664.3,24.6,1779.7,654.5,47.2,1760,633.9,64.9,1757.1,631.9,59
13217000007,13,217,000007,1441,564,29,1417,565,45,1425,510,69,1405,514,61
13217000008,13,217,000008,744.6,961.9,20.6,711.3,948.2,60.8,700.5,923.6,71.6,692.6,925.6,56.9
13217000009,13,217,000009,832.3,2082.2,34.8,806.4,2039.5,77.6,799.5,1989.7,114.3,773.6,2013.6,98.4
13217000010,13,217,000010,1954,2374,54,1909,2325,115,1895,2293,143,1882,2279,126
13217000012,13,217,000012,2244.5,945.9,25,2238.5,908.8,44.1,2232.5,854.7,82.1,2196.5,857.8,95.1
13217000013,13,217,000013,710,2872,31,670,2843,69,682,2799,91,678,2796,71
13217000014,13,217,000014,1231.7,412.8,16.2,1206.6,399.5,38.4,1187.5,384.3,60.6,1191.4,380.4,49.6
13217000015,13,217,000015,1066,145,11,1068,140,14,1050,122,35,1043,122,34
13217000016,13,217,000016,494,109,13,491,112,11,496,94,17,494,93,11
13217000017,13,217,000017,1204,586,20,1189,566,36,1194,523,55,1179,526,53
13217000018,13,217,000018,1222.1,1023.1,27.9,1199.6,1006.4,53,1200.2,962.9,75.4,1196.4,958.4,65.2
13217000019,13,217,000019,1395,1835,31,1349,1804,75,1337,1760,104,1338,1757,81
13217000020,13,217,000020,805,2416,23,749,2404,52,745,2365,73,732,2358,72
13217000023,13,217,000023,233,1573,12,224,1544,32,222,1529,38,218,1522,32
13217000024,13,217,000024,410.4,2782.6,21.4,381,2733.9,62,379.8,2707.1,74.5,375.7,2709.2,58.2
13217000025,13,217,000025,1557,339.4,30.9,1556,316.4,39.9,1562,289.4,46.9,1551,288.4,53.9
13219000001,13,219,000001,695.5,488.8,28.1,722.9,452.1,33.8,724.1,409.3,64.2,719.2,419.1,54.8
13219000002,13,219,000002,1308.3,663.4,31.4,1335.7,607.3,48.5,1329.8,544.8,84.5,1325.8,559.1,72.2
13219000003,13,219,000003,888.6,298.7,12.3,892.9,275.9,26.5,867.7,247.6,50.8,871.5,251.6,44.7
13219000004,13,219,000004,436.9,188.7,5.5,437.1,176.1,13.6,438.4,167.4,14.2,436.4,162.4,12.9
13219000005,13,219,000005,1119.4,540.6,26.4,1160.8,484.9,40.6,1160.8,443.8,54.1,1148.6,445.3,56.6
13219000006,13,219,000006,1208.2,490,30.3,1243.6,435,44.6,1247.7,379.7,64.2,1255.2,385.9,54.9
13219000007,13,219,000007,772,282,16,810,239,21,802,215,34,791,223,25
13219000008,13,219,000008,2192,630.5,39.7,2231.3,580.5,45.6,2242.6,497.3,85.3,2238.7,501.1,78.6
13219000009,13,219,000009,1307.3,559.4,27.1,1316.4,523.2,55.2,1326.5,476.9,70.3,1326.4,471.9,64.3
13219000010,13,219,000010,2215.3,1211.8,65,2316.4,1102,71.9,2321.2,992,129,2316.3,998.1,110.9
13219000011,13,219,000011,1203.7,847.6,38.6,1269,790.3,36.6,1256.1,730.9,78.1,1261,735.9,62.3
13219000012,13,219,000012,2281.4,1345.4,54.4,2369,1232.8,87.4,2379.1,1109.1,129.8,2355,1138.1,114.7
13219000013,13,219,000013,823.2,578.5,33.3,855.6,535,40,856.9,484.4,75.9,851.2,496,64.8
132210000BV,13,221,0000BV,1764.3,717.7,37.5,1737.2,686.1,67.3,1718.8,651.4,90.5,1718.8,643.8,83.7
132210000CR,13,221,0000CR,1469,710.6,31,1441,675.6,79.1,1424.9,641.5,86.1,1407.9,638.5,80.1
132210000LX,13,221,0000LX,2343.1,996.8,32.7,2307.8,950.9,84.9,2248.7,903.1,111.5,2212.1,920.6,105.3
1322300001C,13,223,00001C,9083.5,4255.7,170.3,8980.9,4059.4,326.6,8954.8,3785.4,482.5,8855,3835.5,446.4
1322300002B,13,223,00002B,3811.2,861.2,62.5,3761.9,819.7,115.5,3742.8,749.6,158.3,3693.7,773.3,150.6
1322300003C,13,223,00003C,5373.7,2976,117.6,5273.7,2893.9,222.4,5225.9,2731.8,331.1,5179.6,2761.9,297.3
1322300004B,13,223,00004B,5956.4,3225.9,132.8,5836,3109.8,265.9,5817.1,2908.5,405.8,5746.2,2946,355.7
1322300005B,13,223,00005B,4906.2,3302,142.2,4759.4,3210.8,283.7,4711.6,3067.6,381.2,4667,3113.2,315
1322300006C,13,223,00006C,2543.2,775.8,61,2481,754.5,113.6,2447.2,699.1,148.4,2426.2,710.6,141.3
1322300007B,13,223,00007B,2500.6,1428.1,63.8,2442.6,1387.5,114,2432,1289.9,174.9,2419.4,1315,141.1
1322300008B,13,223,00008B,4433.7,4830.6,101.2,4326.9,4686,229.5,4299.2,4505.3,361.2,4249,4544.5,299.6
1322300009C,13,223,00009C,3569.7,3386.9,83.2,3512.2,3309.8,171.5,3484.9,3185.6,292.7,3462,3210.4,242
1322300010C,13,223,00010C,2608.4,1491.5,45.5,2557.9,1464.2,100.4,2521.6,1403.2,156.3,2501.3,1406.8,134.7
1322300011B,13,223,00011B,5133,1958,121,5029,1888,232,4995,1755,327,4963,1782,289
1322300012C,13,223,00012C,4216.1,969,48.1,4143.4,931.2,117,4115,869,168.1,4067.7,883.1,156.2
132250000B1,13,225,0000B1,1408,600,26,1390,581,42,1404,534,46,1367,548,46
132250000B2,13,225,0000B2,2299,1370,43,2280,1319,88,2265,1265,96,2211,1278,97
132250000C1,13,225,0000C1,541,133,9,538,135,11,528,123,18,523,122,12
132250000F1,13,225,0000F1,683.2,1080.7,13,683.1,1034.6,36.1,668.1,1008.5,41.1,652,1002.5,42.1
132250000F2,13,225,0000F2,564,1055,11,579,1012,19,541,988,31,530,992,23
132250000F3,13,225,0000F3,266,1399,13,286,1345,29,268,1331,35,254,1334,33
132250000P1,13,225,0000P1,743,284,8,729,277,22,720,260,23,703,259,27
13227000001,13,227,000001,2061,583,27,2080,515,55,2048,466,84,2006,481,82
13227000002,13,227,000002,1189.6,227.7,30.2,1187.7,217.3,34,1158.4,185.2,68,1132,199.4,61.4
13227000003,13,227,000003,560.4,72.3,17.8,557.3,67.7,18,541.6,61.8,19,531,64.6,18.6
13227000004,13,227,000004,755,101,3,736,99,14,728,85,14,718,84,17
13227000005,13,227,000005,442,38,6,423,44,17,404,42,21,403,37,18
13227000006,13,227,000006,866,151,19,848,157,28,835,135,40,827,134,38
13227000007,13,227,000007,1086,131,10,1059,120,39,1038,111,37,1021,114,42
13227000008,13,227,000008,1132.3,307.3,14.6,1088.7,307.2,38.3,1072.2,273.5,57.5,1063.1,277.2,57.5
13227000009,13,227,000009,1654,224,27,1608,223,50,1587,194,66,1556,211,59
13227000010,13,227,000010,1586,474,36,1587,434,50,1556,398,69,1523,402,70
13227000011,13,227,000011,1244.5,260.9,22.4,1228.2,252.9,38.7,1200.7,231.6,55.5,1190.8,238.9,49.6
13227000012,13,227,000012,1498.1,237.9,20,1457.2,240.9,49,1434.2,217.9,53,1436.2,211.9,47
13229000001,13,229,000001,1898,478,15,1889,439,33,1843,412,52,1815,418,43
13229000002,13,229,000002,1957.5,224.7,13.9,1907.8,212.8,43.7,1872,195.8,59.6,1857,190.9,50.7
1322900003A,13,229,00003A,1116.8,101.3,8,1107.7,92.3,15.1,1073.7,94.3,16.1,1055.6,94.3,21.1
1322900003B,13,229,00003B,953.3,82,6.1,943.8,70.8,14.3,925.6,68.8,19.5,914.5,74.8,17.6
1322900004A,13,229,00004A,833.9,132.3,3.1,829.6,119.2,10.2,794,120.1,19.3,784.8,120.2,20.3
1322900004B,13,229,00004B,334.1,24.8,0,332.1,18.8,1,326.1,17.8,4,319.2,20.8,5
1322900004C,13,229,00004C,616.6,56.4,3.1,613.3,49.3,9.3,602.1,46.2,8.4,593.9,50.1,6.3
1322900004D,13,229,00004D,220.9,4,0,218,3,3,219,2,2,213.1,2,3
13231000001,13,231,000001,881,246,6,886,237,9,872,217,21,861,218,21
13231000002,13,231,000002,1238.9,118.6,7.8,1221.2,112.6,15.8,1196.9,102.1,34,1187.2,107.8,32.1
13231000003,13,231,000003,907,103,8,894,108,16,889,94,24,882,95,21
13231000004,13,231,000004,978,183.6,10.9,963,173.5,25,955.9,159.5,30,947.9,168.4,23
13231000005,13,231,000005,1799,243,13,1786,218,35,1734,218,54,1724,212,54
13231000006,13,231,000006,771,104,7,763,99,17,759,92,21,749,99,16
13231000007,13,231,000007,1244,160,16,1232,154,21,1221,135,38,1215,130,38
13231000008,13,231,000008,1268,355,19,1260,336,35,1232,322,57,1221,330,48
13233000001,13,233,000001,1931.8,387.8,20.1,1892.6,382.7,41.2,1857.6,353.6,61.3,1842.5,360.7,51.2
13233000002,13,233,000002,966,187,10,941,185,24,913,179,31,902,187,21
13233000003,13,233,000003,2764.2,1320.8,41.7,2704.6,1253.3,112.2,2643,1179.9,157.8,2598.3,1187.8,121.1
13233000004,13,233,000004,1584,294,17,1550,279,46,1545,247,46,1518,257,46
13233000005,13,233,000005,1906.4,309.8,8.1,1860.3,312.6,42.3,1812.2,280.4,63.4,1789.1,293.4,52.3
13233000006,13,233,000006,3172.2,987.2,40.9,3098.4,956.3,111.8,3062.4,887.4,142.7,3014.5,914.3,114.8
13233000007,13,233,000007,1264.4,171.4,14.2,1235.2,168.1,38.5,1227.8,165.7,38.8,1207.6,165.8,36.6
132350ANNEX,13,235,0ANNEX,2804.7,1216.9,37,2786.7,1138.9,79,2719.7,1078.9,85,2695.7,1071.9,78
13237000101,13,237,000101,1216,991,23,1200,966,36,1180,939,56,1176,939,45
13237000104,13,237,000104,1181,1148,18,1193,1113,31,1148,1091,44,1142,1090,36
13237000105,13,237,000105,2448.3,553.7,20.8,2479.3,489,40.6,2452.7,449.3,63.4,2431,455.2,56.4
13237000106,13,237,000106,843,160,10,823,164,23,827,148,22,823,142,20
13237000107,13,237,000107,2589.4,598,44.2,2570.3,569.6,58.5,2558.3,496.3,103.6,2535.2,520.4,86.4
1323900000G,13,239,00000G,565,467,5,565,439,15,531,410,27,508,434,25
1323900000M,13,239,00000M,39,30,0,35,31,0,33,29,0,31,32,1
132410RABUN,13,241,0RABUN,7474,1984,110,7392,1825,255,7252,1695,312,7214,1702,285
13243000131,13,243,000131,90,80,2,96,74,2,92,73,1,95,71,1
13243000334,13,243,000334,235,217.2,0.7,237.6,206.1,3.3,221.2,197.6,7.2,227.1,197.6,4.6
13243000566,13,243,000566,178.4,76.8,1,177.4,77.8,1,165.5,77.8,3,167.5,72.8,3
13243000934,13,243,000934,172.2,207.9,1.5,172.9,199.7,4.7,164.5,199.7,6.2,164.5,195.9,4
13243000947,13,243,000947,69.6,64.3,0.2,70.3,61,1,65.5,58.5,2.1,67.2,58.5,1.4
13243000954,13,243,000954,63.6,125.2,1,57.6,125.2,1,59.5,115.2,4,60.5,116.2,2
13243000998,13,243,000998,53.5,49.5,0.1,54.1,46.9,0.8,50.4,45,1.6,51.7,45,1
1324300718A,13,243,00718A,517.8,625.1,4.5,520,600.3,14.3,494.5,600.3,18.8,494.5,589.1,12
1324300718B,13,243,00718B,11,225,1,18,215,3,14,210,4,12,209,5
13245000101,13,245,000101,294,355,8,297,341,12,299,308,34,294,309,29
13245000102,13,245,000102,160,483,8,161,444,28,155,458,31,151,453,25
13245000103,13,245,000103,26,752,2,33,706,26,27,702,28,28,707,17
13245000104,13,245,000104,149.2,1594.3,20,171.8,1514.9,41,142.2,1523.9,49.4,138.8,1507.8,40.4
13245000105,13,245,000105,34,511,5,37,488,15,36,477,17,39,467,10
13245000106,13,245,000106,123.6,379.8,8.9,127.6,348.2,16.8,124.6,350.2,23.7,116.7,350.2,13.8
13245000107,13,245,000107,578.2,697.7,20,592.2,667.6,23,607.2,608.6,44,588.2,608.6,39
13245000108,13,245,000108,40,287,7,49,271,8,45,258,19,41,265,14
13245000109,13,245,000109,98,515,18,103,487,37,112,469,37,107,463,40
13245000111,13,245,000111,184,704,8,187,673,24,190,652,29,181,657,27
13245000112,13,245,000112,202,336,6,200,308,17,186,302,26,187,300,22
13245000114,13,245,000114,56,385,2,57,375,13,58,357,17,55,358,13
13245000115,13,245,000115,67.8,91.7,5,67.2,91.1,5,67.8,86.1,5.7,67.2,84.2,5.7
13245000201,13,245,000201,34,749,10,41,721,22,40,708,16,32,705,16
13245000202,13,245,000202,727.9,1791,32,715.9,1712,82,695.9,1660,93.1,674.9,1662,82.1
13245000203,13,245,000203,11,526,6,21,496,11,15,472,23,16,470,13
13245000204,13,245,000204,510,563,28,511,536,39,496,498,71,488,499,68
13245000207,13,245,000207,151,1221,11,170,1150,32,148,1108,42,142,1106,34
13245000208,13,245,000208,241,1192,16,247,1137,33,229,1119,56,228,1105,51
13245000210,13,245,000210,149,823,8,141,798,27,138,776,42,129,781,30
13245000301,13,245,000301,1154,761,30,1203,699,26,1208,632,50,1181,649,47
13245000302,13,245,000302,162.5,482.7,8.7,173.1,456.8,22.7,170.8,446,21.5,168.7,448.3,17.3
13245000303,13,245,000303,751.5,346.3,19.3,796.9,294.2,18.3,786.2,247,41.5,783.4,253.7,34.7
13245000304,13,245,000304,158,112,5,171,95,9,167,92,13,174,85,11
13245000305,13,245,000305,276,101,5,296,79,10,293,77,9,290,76,8
13245000306,13,245,000306,867,1681,43,869,1622,59,885,1554,106,870,1572,76
13245000307,13,245,000307,702,472,25,735,439,28,741,380,53,738,395,40
13245000308,13,245,000308,152,235,8,152,226,10,156,203,23,160,205,16
13245000309,13,245,000309,307,2135,26,313,2086,50,304,2046,78,309,2058,57
13245000310,13,245,000310,784.6,2671.7,51.8,763.2,2629.4,76.3,767.1,2578.4,105.8,742.7,2579.5,99.8
13245000401,13,245,000401,94,1424,9,109,1376,32,105,1372,32,94,1381,30
13245000402,13,245,000402,239.1,1846.8,38.5,249.9,1777.7,65.9,229.5,1766.5,84.4,226.9,1773.2,58.4
13245000404,13,245,000404,142,1030,10,145,991,32,147,980,43,153,979,27
13245000405,13,245,000405,264,2917,20,267,2845,54,267,2809,71,250,2808,60
13245000406,13,245,000406,193,2005.4,21.6,195.8,1961.2,33.9,197.7,1916.9,63.1,194.9,1910.3,46.1
13245000501,13,245,000501,269,1861,11,274,1774,54,262,1779,56,258,1782,43
13245000502,13,245,000502,229.4,2114.9,24,232.1,2057.8,50.7,210,2029.3,76.4,227.5,2003.5,51.6
13245000503,13,245,000503,363,2061,27,371,1976,61,349,1975,69,339,1956,63
13245000504,13,245,000504,338.9,935.8,20.3,341.9,914.1,29.6,313.7,896.7,42,315.9,886.4,44.6
13245000506,13,245,000506,69,162,1,68,160,4,66,158,7,66,160,5
13245000507,13,245,000507,147,487,12,152,471,17,146,443,40,141,448,33
13245000509,13,245,000509,197,1248,9,188,1196,43,185,1200,49,181,1192,45
13245000601,13,245,000601,523,1693,35,530,1614,80,514,1608,82,511,1598,62
13245000603,13,245,000603,1037.1,1180,32,1043.1,1130,54,1025.1,1071,95.9,1000.1,1095,82.9
13245000604,13,245,000604,314.7,727.4,12.1,310.7,705.3,31.1,317.7,685.2,28.2,302.6,690.3,28.1
13245000605,13,245,000605,753.3,1504.6,30.9,757.3,1441.7,57.9,742.3,1416.8,83.8,711.4,1433.7,63.9
13245000607,13,245,000607,80,1145,10,86,1109,27,80,1099,40,84,1101,28
13245000608,13,245,000608,590,420,19,587,402,25,590,383,42,577,376,41
13245000701,13,245,000701,1049,685.2,30.9,1080.9,641.8,35.7,1079.9,580,61.8,1064.5,578.1,64.7
13245000702,13,245,000702,853.1,533.5,31.1,850.2,507.2,48.1,859.1,452.2,67.2,847.1,468.2,54.1
13245000703,13,245,000703,1189,1647,47,1208,1572,80,1205,1498,117,1191,1504,100
13245000705,13,245,000705,966,756.8,19.1,968.1,734.2,29.3,982.1,676,56.2,974.5,670.9,56.3
13245000706,13,245,000706,1446.5,969,48.9,1453.5,917.2,66.8,1456.5,880.3,83.7,1442.5,884.3,79.8
13245000707,13,245,000707,496.6,842.1,13.7,483.9,815.6,39.3,485.8,787.1,49.1,483.9,784.2,46.1
13245000708,13,245,000708,165.5,76,0.1,165.5,71.8,4.2,164.5,69.7,4.3,160.5,66.7,7.2
13245000709,13,245,000709,203.4,226.9,7.3,208.1,210.4,9.7,211.2,202.9,13.9,207.1,204.8,12.9
13245000801,13,245,000801,225,103.2,0.9,220.4,98.7,4.5,212.4,97.7,6.4,206.9,101.3,0.9
13245000802,13,245,000802,1344,729,24,1324,702,43,1306,693,58,1290,673,59
13245000803,13,245,000803,140.7,228.2,4.3,139.7,221.1,9.7,141.7,208.6,18.1,136.6,212,13.7
13245000804,13,245,000804,566.7,807.5,9,556.7,780.5,32,540.7,764.5,43,518.7,773.5,38
13245000805,13,245,000805,166,379,3,166,368,10,163,364,12,159,359,14
13245000806,13,245,000806,495,329,9,484,319,21,488,290,33,474,298,31
13245000807,13,245,000807,189.1,568.9,9,189.1,545.3,25.3,194,529.8,28.6,188.3,537.1,18
13245000808,13,245,000808,843,832,24,830,823,29,837,787,42,824,790,48
13245000809,13,245,000809,45,586,4,40,572,12,47,558,17,47,566,8
13245000810,13,245,000810,173,135,5,171,134,5,166,131,11,168,130,8
1324500801B,13,245,00801B,233.2,80.7,0.8,229.7,77.9,3.5,228.9,71,6,222.2,73.7,2.4
1324500804H,13,245,00804H,1001.3,900.5,27,978.3,889.5,49,972.3,865.5,55,970.3,873.5,39
132470000BA,13,247,0000BA,2032.9,2720.3,52.6,2007.8,2674.7,91.1,2000.6,2587,142,1983.1,2610.4,109
132470000BT,13,247,0000BT,1474.4,1012.7,35,1444,1005.3,52.5,1429.2,920.6,112.4,1405.3,928.9,90.3
132470000CO,13,247,0000CO,449.8,1702,22.8,448.8,1658.3,44.7,452.8,1618.6,65.5,436.9,1627.5,50.6
132470000FI,13,247,0000FI,610.5,3680.6,33.1,583.5,3603.3,85.2,581.4,3562.2,138.3,565.4,3579.2,106.2
132470000FS,13,247,0000FS,471.2,1819.6,14.9,471.1,1776.5,34.9,472.7,1713.1,63.8,466.9,1720.6,48
132470000HC,13,247,0000HC,762,968,20,761,934,42,758,900,66,743,918,47
132470000HI,13,247,0000HI,822.9,1590.2,15.8,793.3,1577.3,42.4,794.3,1540.8,61.2,770.7,1543.8,52.3
132470000LA,13,247,0000LA,462.3,935,24.7,449.1,915.4,36,440,889,61.6,443.1,882.6,46.9
132470000LO,13,247,0000LO,1198.8,1925.3,22.1,1198.2,1898.4,37.1,1197.5,1846.8,64.8,1180.5,1852.5,53.5
132470000MA,13,247,0000MA,962,1226,35,951,1193,58,951,1154,79,944,1149,71
132470000MI,13,247,0000MI,494.9,1845.3,27.5,477,1812.4,58,476.8,1780.2,87.3,472.4,1784.9,64.1
132470000OT,13,247,0000OT,831.7,3902.5,37.8,799.1,3810.6,100.1,793.4,3738.8,145.8,786.6,3756.9,107.4
132470000RO,13,247,0000RO,726.3,2041.9,24.4,693.2,2013.8,48.9,695.8,1968.5,76.8,681,1967.7,68
132470000SM,13,247,0000SM,763,2326,33,755,2275,64,753,2219,93,749,2221,71
132470000SP,13,247,0000SP,777.5,2716.3,27,752.5,2668.2,69,758.2,2616.5,102.2,755.1,2623.2,72
132470000ST,13,247,0000ST,929,1473,24,883,1460,69,897,1392,94,886,1397,77
13249000001,13,249,000001,1800,462,13,1783,439,34,1743,414,35,1708,417,42
13251000001,13,251,000001,450.4,393.7,11.5,459.7,376.9,9.2,446.4,359.3,24.4,435,367.8,15.7
13251000002,13,251,000002,228,128,2,230,122,1,216,121,3,214,120,5
13251000003,13,251,000003,506,253,2,492,252,9,490,234,13,483,230,11
13251000004,13,251,000004,382.4,397.2,7.9,377.5,391.3,6,374.5,371.5,12.9,363.7,375.5,14.8
13251000005,13,251,000005,289.4,84.9,3,285.4,82,4.9,284.4,75.1,4,277.5,79,1
13251000006,13,251,000006,606,102,4,591,102,8,569,94,13,573,86,13
13251000007,13,251,000007,327,286,4,326,284,5,320,269,8,312,275,4
