GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PREABLA,G20PREOCAR,G20PREIWES,G20PREICOL,G20PREIPIE,G20USSRHYD,G20USSDESP,G20USSLEDW
28053000504,28,053,000504,6,289,1,0,1,1,0,1,0,3,294,1
28055000101,28,055,000101,67.91,18.98,2,0,0,0,0,0,0,66.91,19.97,1
28055000102,28,055,000102,81.26,58.43,1.98,0,0,0,0,0,0,82.25,59.42,0.99
28055000103,28,055,000103,12.97,148.35,0.01,0,3.93,0.98,0.98,0,0,11.99,154.24,1.97
28055000104,28,055,000104,59.61,79.4,0,0,1.03,0.02,0.02,0,0,60.55,78.55,0.04
28055000105,28,055,000105,86.26,49.85,1.02,0,0.04,0,0,1,0,87.31,54.81,1.01
28057000101,28,057,000101,390,31,2,0,0,0,0,0,0,363,48,11
28057000102,28,057,000102,564,42,4,3,1,0,0,1,0,521,71,12
28057000103,28,057,000103,127.36,10.78,0,0,0,0,0,0.98,0,116.58,16.65,5.88
28057000104,28,057,000104,210.82,24.54,2.17,1.03,0,0,1.07,1.99,0,195.53,38.16,8.67
28057000105,28,057,000105,287,30,1,1,0,0,0,0,0,269,44,6
28057000202,28,057,000202,670,33,7,1,0,1,0,0,1,633,63,12
28057000203,28,057,000203,217.6,6.55,2.04,1,0,0,0,0,0,204.37,14.68,7.09
28057000204,28,057,000204,714.63,57.4,5.83,0.97,0,0,1.93,1,0,667.96,81.74,22.3
28057000205,28,057,000205,309.4,30.45,1.96,0,0,0,0,0,0,296.63,37.32,4.91
28057000206,28,057,000206,430,32,3,0,0,0,0,0,0,395,57,13
28057000301,28,057,000301,554,38,5,0,1,0,1,0,0,518,62,14
28057000302,28,057,000302,420,36,3,1,0,0,2,0,0,396,54,10
28057000303,28,057,000303,270.33,129.25,1.97,0,0.99,0,0.99,0,0.99,257.5,142.07,0.99
28057000305,28,057,000305,233,42,2,0,0,0,1,0,0,217,50,8
28057000306,28,057,000306,272.67,125.75,0.03,0,0.01,0,2.01,1,0.01,253.5,136.93,10.01
28057000307,28,057,000307,147,19,1,0,0,0,1,0,0,143,19,6
28057000401,28,057,000401,1003.56,164.08,10.18,1,0,0.04,1,2.04,1,935.2,215.98,25.57
28057000404,28,057,000404,169,7,0,0,0,0,1,1,0,162,11,4
28057000407,28,057,000407,392,34,3,1,1,0,0,0,0,373,50,8
28057000409,28,057,000409,341,60,3,1,0,0,1,0,0,310,78,14
28057000501,28,057,000501,660.44,55.92,4.82,0,0,0.96,0,0.96,0,623.8,80.02,15.43
28057000502,28,057,000502,554.62,116.91,10.01,1.57,0.57,0,1,0.31,0,513.34,145.65,19.15
28057000504,28,057,000504,149,12,1,0,1,0,0,0,0,138,21,3
28057000505,28,057,000505,350.58,111.38,5,1.43,1.43,0,0,0.71,0,315.59,142.8,10
28059000101,28,059,000101,379,24,3,0,0,0,1,0,0,359,35,12
28059000102,28,059,000102,1478.33,278.28,22,1.06,0.04,2,2.02,0.01,0,1383.79,339.24,49.37
28059000110,28,059,000110,853.61,277.15,2.2,0.53,2.63,1.58,2.2,1.05,0,794.83,326.75,19.53
28059000111,28,059,000111,51.17,16.85,0.13,0.03,0.16,0.1,0.13,0.06,0,47.66,19.84,1.17
28059000112,28,059,000112,316.84,104.34,0.8,0.2,1.01,0.6,0.8,0.4,0,295.13,122.84,7.24
28059000202,28,059,000202,48.19,1326.52,0,2.45,2.45,1.63,7.35,0,0,44.93,1352.66,4.08
28059000203,28,059,000203,179.48,976.6,5.99,0.04,2.04,1.03,2.12,1,0,164.46,999.99,6.06
28059000205,28,059,000205,197.82,324.6,0.45,0,0,0,1.8,0.45,0.45,183.88,339.43,5.39
28059000207,28,059,000207,372,1170,2,1,0,2,6,4,1,348,1206,14
28059000301,28,059,000301,492.07,175.85,3.09,0,0.77,1.54,1.54,1.54,0.77,445.02,210.56,18.51
28059000305,28,059,000305,777,197,10,0,4,1,1,1,1,717,240,31
28059000307,28,059,000307,293,91.19,4.86,0,0.75,0,1.12,0,0,276.56,105.76,6.35
28059000309,28,059,000309,318,76,0,2,2,0,2,2,0,295,96,10
28059000310,28,059,000310,1915.42,1388.6,22.02,4.72,7.08,3.93,9.44,3.93,3.93,1754.23,1515.98,73.91
28059000311,28,059,000311,273.97,198.62,3.15,0.67,1.01,0.56,1.35,0.56,0.56,250.92,216.84,10.57
28059000312,28,059,000312,246.61,178.78,2.83,0.61,0.91,0.51,1.21,0.51,0.51,225.85,195.18,9.52
28059000314,28,059,000314,38.41,11.95,0.64,0,0.1,0,0.15,0,0,36.26,13.87,0.83
28059000401,28,059,000401,323,158,2,0,0,0,1,0,0,292,183,8
28059000402,28,059,000402,144,97,4,0,0,0,0,0,0,135,107,4
28059000403,28,059,000403,1074,479,27,1,3,3,3,3,1,1007,538,40
28059000407,28,059,000407,1903,407,29,8,0,0,0,2,0,1732,510,86
28059000408,28,059,000408,248,22,2,0,0,0,1,0,1,226,36,9
28059000501,28,059,000501,691.56,378.64,6.88,0,0,0,2.5,0.63,0.63,642.74,411.81,23.78
28059000502,28,059,000502,391.1,210.41,3.91,0.01,0.01,0.01,1.4,0.35,0.35,363.52,229.14,13.45
28059000503,28,059,000503,1483.44,642.85,25.45,4.57,2.61,1.31,3.26,0.65,0.65,1366.62,715.29,72.44
28059000504,28,059,000504,1568.18,666.41,24,2,1,0,1,0,0,1437.16,753.43,64.01
28059000505,28,059,000505,169.45,75.72,3.41,0.52,0.21,0.1,0.41,0.21,0,158.17,82.76,7.45
28059000506,28,059,000506,2037.15,962.26,38.84,5.83,2.91,0.97,3.88,2.91,0.97,1908.98,1051.59,87.39
28059000507,28,059,000507,735.25,69.52,8.87,1.06,0.71,0.71,1.42,0.35,0,685.95,102.5,25.89
28059000509,28,059,000509,260.17,18.39,3.6,0.01,0,0.9,0,0,0,247.38,22.14,12.61
28059000511,28,059,000511,123.14,6.68,0,0,0,0,1.91,0,0,123.14,7.64,1.91
2805900507a,28,059,00507a,1330.59,139.72,15.98,1.88,1.25,1.25,2.62,0.65,0.03,1241.27,199.51,46.83
280590105-1,28,059,0105-1,3956.63,370.84,22.42,4.94,2.96,2.11,3.08,0.99,0,3757.67,496.4,75.23
280590108-1,28,059,0108-1,1570,113,9,0,2,0,1,0,0,1434,193,57
280590113-1,28,059,0113-1,708.68,123.29,2.82,0,0,0,2.82,0,0,652.21,158.11,16.94
280590209-1,28,059,0209-1,511.17,914.99,5.62,4.37,1.87,1.25,2.5,1.25,0,460.61,955.56,22.47
280590301-C,28,059,0301-C,23.26,8.31,0.15,0,0.04,0.07,0.07,0.07,0.04,21.04,9.95,0.88
280590304-1,28,059,0304-1,996.45,372.51,28.65,11.09,7.39,9.24,22.18,11.09,16.64,928.97,439.07,39.75
280590406-1,28,059,0406-1,1570.36,603.26,22.62,5.66,0.94,1.89,7.54,0,1.89,1414.83,712.6,74.46
280590409-1,28,059,0409-1,1192.78,590.94,23.42,0,1.63,2.72,2.72,1.63,1.63,1082.21,671,52.83
28059110-1C,28,059,110-1C,376.54,125.64,0.97,0.24,1.2,0.72,0.96,0.48,0,350.74,147.64,8.6
28059113-1B,28,059,113-1B,18.86,3.28,0.08,0,0,0,0.08,0,0,17.36,4.21,0.45
28059202-1A,28,059,202-1A,10,275.14,0,0.51,0.51,0.34,1.52,0,0,9.32,280.56,0.85
28059205-1B,28,059,205-1B,242.18,397.4,0.55,0,0,0,2.2,0.55,0.55,225.12,415.57,6.61
28059209-1C,28,059,209-1C,203.81,364.81,2.24,1.74,0.75,0.5,1,0.5,0,183.65,380.99,8.96
28059209-1D,28,059,209-1D,18.36,32.86,0.2,0.16,0.07,0.04,0.09,0.04,0,16.54,34.32,0.81
28059209-1H,28,059,209-1H,85.67,153.34,0.94,0.73,0.31,0.21,0.42,0.21,0,77.19,160.14,3.77
28059301-1B,28,059,301-1B,122.67,43.84,0.77,0,0.19,0.38,0.38,0.38,0.19,110.94,52.49,4.61
28059304-1a,28,059,304-1a,81.55,30.49,2.35,0.91,0.61,0.76,1.82,0.91,1.36,76.03,35.93,3.25
28059307-1a,28,059,307-1a,452.59,140.86,7.5,0,1.15,0,1.73,0,0,427.19,163.37,9.81
28059406-1b,28,059,406-1b,236.33,117.09,4.64,0,0.32,0.54,0.54,0.32,0.32,214.42,132.95,10.47
28059406-1C,28,059,406-1C,95.64,36.74,1.38,0.34,0.06,0.11,0.46,0,0.11,86.17,43.4,4.54
28059409-1a,28,059,409-1a,586.66,290.65,11.52,0,0.8,1.34,1.34,0.8,0.8,532.28,330.03,25.98
28059409-1c,28,059,409-1c,174.24,86.32,3.42,0,0.24,0.4,0.4,0.24,0.24,158.09,98.02,7.72
28059503-1A,28,059,503-1A,56.4,24.44,0.97,0.17,0.1,0.05,0.12,0.02,0.02,51.96,27.19,2.75
28059503-1B,28,059,503-1B,16.62,7.2,0.29,0.05,0.03,0.01,0.04,0.01,0.01,15.31,8.01,0.81
28059503-1C,28,059,503-1C,6.04,2.62,0.1,0.02,0.01,0.01,0.01,0,0,5.57,2.91,0.3
28059503-1D,28,059,503-1D,710.5,307.89,12.19,2.19,1.25,0.63,1.56,0.31,0.31,654.55,342.59,34.7
28059505-1b,28,059,505-1b,60.85,28.74,1.16,0.17,0.09,0.03,0.12,0.09,0.03,57.02,31.41,2.61
28059505-1B,28,059,505-1B,778.7,347.99,15.69,2.38,0.95,0.48,1.9,0.95,0,726.88,380.32,34.23
28059507-1B,28,059,507-1B,15.01,1.42,0.18,0.02,0.01,0.01,0.03,0.01,0,14,2.09,0.53
28059507-1C,28,059,507-1C,13.85,1.31,0.17,0.02,0.01,0.01,0.03,0.01,0,12.92,1.93,0.49
28059508-1a,28,059,508-1a,689.85,308.29,13.9,2.11,0.84,0.42,1.68,0.84,0,643.95,336.92,30.32
28061000101,28,061,000101,246.01,39.1,3,0,0.07,0,1,0,0,233.79,46.25,7.07
28061000102,28,061,000102,263.13,238.67,2.93,0.98,0,0,1.96,0.98,0.98,248.46,255.3,5.87
28061000104,28,061,000104,12.99,65.9,0,0,0.93,0,0,0,0,10.21,67.75,0.93
28061000105,28,061,000105,581.92,155.33,2.07,2.02,0,0,0.04,3.02,0.02,545.59,184.7,13.13
28061000201,28,061,000201,240.19,496.04,0.91,0.9,0.91,0,3.61,0,0.9,228.47,521.33,2.7
28061000202,28,061,000202,105.21,33.55,0.3,0,0.15,0,0.15,0,0,102.91,35.55,1.3
28061000203,28,061,000203,102.79,143.2,1.72,0,0.87,0,0.87,0,0,101.05,143.37,1.7
28061000205,28,061,000205,213.06,178.82,1.02,0.06,1.02,0,1.19,0,0.06,210.42,187.11,0.17
28061000206,28,061,000206,28.73,219.4,0.04,0.04,0.04,0,0.18,0,1.04,26.16,223.64,1.13
28061000301,28,061,000301,370.54,452.97,1.99,0.99,2.98,3.97,0.01,1,0,350.68,479.79,6.97
28061000303,28,061,000303,264.98,313.51,2.09,0,1.98,0,4.06,1.98,0,255.59,330.6,10.16
28061000304,28,061,000304,155.61,139,1.91,0,0.02,0,1.93,0.02,0,147.01,143.88,4.82
28061000401,28,061,000401,407.86,403.1,4.35,0.06,1.08,1.03,3,1.01,0,388.83,432.74,7.77
28061000402,28,061,000402,924.97,78.42,5.67,0.94,0.94,0,0,0,0,892.85,102.98,12.28
28061000501,28,061,000501,68.99,259.24,0.01,0,0.01,0.01,0.03,1.01,0.01,64.94,257.36,2.03
28061000502,28,061,000502,183,291,1,0,1,0,0,0,1,170,294,10
28061000503,28,061,000503,132.01,833.76,0.99,0,0.99,1.99,3.97,0.99,0.99,125.06,849.64,3.97
28063000001,28,063,000001,142.86,187.47,0.3,0.3,0,0,2.21,0,0,134.52,198.76,2.06
28063000003,28,063,000003,46.05,230.56,1.73,1.69,0.04,0,1.7,0,0,36.44,246.25,0.89
28063000004,28,063,000004,26.62,248.41,1.21,0.01,1.08,0,0.33,0,0,18.6,260.75,1.41
28063000005,28,063,000005,13.81,265.59,2,0.19,0.09,0.09,0.38,0,0,11.34,272.91,1.19
28063000008,28,063,000008,21.86,262.29,2.57,0.64,1.29,0,1.93,0,0.64,25.07,266.14,0
28063000009,28,063,000009,35.94,645.88,3.32,0.41,1.21,1,3.08,0,0.36,27.09,666.1,1.45
28063000010,28,063,000010,8.76,192.72,0.83,0,0.42,0,0.83,0,0,5.42,197.31,1.25
28063000011,28,063,000011,16,195,0,1,1,1,0,0,0,17,192,1
28063000012,28,063,000012,109.4,101.2,0.3,0,0,0,1.2,0,0,109,99.9,0.3
28063000013,28,063,000013,45.15,339.94,0.03,1.75,0.88,0.91,3.54,0,0,40.53,352.65,1.75
28063000014,28,063,000014,51,184,1,0,0,0,1,0,0,46,192,0
28063000015,28,063,000015,21.96,510.15,1,0,0,1,2,1,0,12.98,520.13,1
28065000011,28,065,000011,51,76,0,1,1,0,0,0,0,49,79,1
28065000013,28,065,000013,487.57,506.32,1,0,3.93,1.96,8.93,1,0,461.07,536.89,4.93
28065000022,28,065,000022,154.99,61.8,0.98,0,0,0,0.98,0,0,145.18,69.65,4.9
28065000023,28,065,000023,213.01,90.2,0.02,1,0,0,0.02,0,1,201.82,99.35,1.1
28065000024,28,065,000024,188,235,2,0,0,1,2,0,1,180,240,7
28065000026,28,065,000026,190.95,175.97,0.06,0,2.02,0.04,0.09,1.06,0,177.62,186.32,4.2
28065000031,28,065,000031,211.05,692.03,2.94,0,0.98,1.96,4.91,2.94,0,193.38,710.68,10.8
28065000033,28,065,000033,237,102,0,1,0,0,0,0,1,220,117,2
28065000041,28,065,000041,86,79,1,0,0,0,1,1,0,83,83,1
28065000042,28,065,000042,16,186,0,0,0,0,2,1,0,17,187,0
28065000043,28,065,000043,191,422,2,0,0,0,3,1,0,184,433,3
28065000044,28,065,000044,199,111,2,1,0,0,0,0,1,196,122,2
28065000051,28,065,000051,88,155,2,0,0,1,1,1,1,87,165,0
28065000053,28,065,000053,72.37,219.58,0.02,0,0.07,0.04,1.11,0.02,0,69.68,226.22,0.09
28065000055,28,065,000055,97.06,245.1,0.98,0,0,0,1.96,0.98,0,87.26,255.89,0.98
28065000056,28,065,000056,51,242,1,1,0,0,2,1,0,48,247,1
28067000102,28,067,000102,843.04,661.97,7.36,0.02,1.47,1.46,5.1,2.9,0.73,793.76,705.15,17.71
28067000103,28,067,000103,1418.66,697.77,13.54,4.01,3.67,0.46,4.02,1.73,0.23,1322.15,761.95,43.25
28067000104,28,067,000104,1250.87,312.31,7,1.97,2.83,0.06,4.78,0.31,0.03,1169.35,356.23,46.8
28067000201,28,067,000201,429,23,1,0,0,0,0,1,0,418,28,6
28067000202,28,067,000202,1438.5,121.78,14.01,1.11,0.06,0.12,0.31,1.06,0,1370.94,157.93,42.81
28067000203,28,067,000203,188.62,11.82,0,0.08,0,0,0,0,1,180.15,17.31,5.15
28067000204,28,067,000204,429.28,416.28,6.11,0.01,1.03,1.03,2.1,0.07,0.03,393.49,435.14,14.28
28067000205,28,067,000205,182.97,59.02,0,0,0,1.97,0,0,0,169.2,64.93,5.9
28067000206,28,067,000206,222.03,340.98,3,0,3,0.03,2,0,0,200.8,364.07,6.1
28067000207,28,067,000207,405,37,2,0,0,1,1,0,0,388,48,10
28067000208,28,067,000208,512.18,31.55,1.05,1.95,0,0,0.98,0.01,0,479.78,52.15,11.88
28067000210,28,067,000210,495,358,4,0,1,0,3,1,0,475,374,15
28067000211,28,067,000211,843.92,187.96,0,0.95,0.95,1.9,3.8,0.95,0,813.55,211.69,11.39
28067000302,28,067,000302,151.69,203.17,0.92,0,0,0,0.92,0.92,0,137.9,216.04,4.6
28067000303,28,067,000303,818.33,62.14,5.01,1.99,0.02,1.01,3.03,1.99,0.03,775.73,93.51,22.25
28067000304,28,067,000304,961.88,43.72,11.66,0.97,2.91,0,1.94,0,0,907.47,84.53,30.12
28067000305,28,067,000305,739.12,211.71,2.95,0,0,0,1.96,0,0,689.08,235.27,24.53
28067000306,28,067,000306,645.12,42.53,10.02,1,2,0,0,0,0,604.47,69.91,24.23
28067000307,28,067,000307,554.69,25.64,3.35,1.03,0.09,0,0.07,0.01,0,527.01,40.9,12.92
28067000308,28,067,000308,527.75,136.47,2.07,1,0,1,3.07,2.07,0,497.62,160.53,14.36
28067000309,28,067,000309,710.23,30.05,6.97,0,0,0,1,0,0,642.33,72.99,28.94
28067000310,28,067,000310,372.42,16.47,4.05,0.02,0,0.01,0.03,0.02,0,337.98,42.79,10.23
28067000401,28,067,000401,72.11,2.4,0,0.24,0,0,0,0,0,67.78,3.85,3.37
28067000402,28,067,000402,355.79,128.76,3.99,1.28,0.05,0.75,1.38,0.05,0.32,331.62,143.98,13.58
28067000403,28,067,000403,529,30,8,0,1,0,0,1,0,494,48,24
28067000404,28,067,000404,548.52,202.72,6.03,2.18,0.03,1.09,2.18,0.01,0.56,510.88,226.98,20.52
28067000405,28,067,000405,339.13,19.43,0,0,0,0,0,0,0,320.67,30.12,5.83
28067000406,28,067,000406,701,186.84,8.42,0.02,0.93,1.87,1.88,0.93,0.01,657.91,207.52,30.85
28067000407,28,067,000407,650.52,57.32,2.2,0.21,1.63,0.1,0.21,0,0.87,611.99,74.25,24.72
28067000408,28,067,000408,899.3,50.27,2.96,0.09,0,0.99,0,0.99,0,860.21,71.53,18.99
28067000409,28,067,000409,968.2,72.01,4.34,0.59,1.34,0,1,0,0.17,926.15,98.66,24.1
28067000410,28,067,000410,446.55,169.6,3.04,0,1,1.01,1,0.01,0,416.1,193.85,10.21
28067000412,28,067,000412,715.73,41.53,2.17,0,0.02,0.04,0.04,0.02,0,672.94,63.91,19.58
28067000503,28,067,000503,43.34,1230.33,1.97,1.97,1.97,1.97,2.96,1.97,2.96,29.55,1259.88,4.93
28067000505,28,067,000505,15,622,2,0,0,1,5,1,1,8,634,1
28067000506,28,067,000506,454.81,344.91,8.86,0.32,1,0.16,3.31,2.99,1.08,417.47,381.34,14.92
28067000509,28,067,000509,33.06,169.2,1.01,0.01,1,0,1.01,1,0,27.94,175.29,3.06
28067000510,28,067,000510,313.65,1158.35,7.93,0.99,0.99,1.98,9.91,1.98,0,270.03,1215.83,12.9
28069000101,28,069,000101,242,454,0,1,2,2,1,2,0,241,455,8
28069000102,28,069,000102,50.23,64.45,0,0.01,0,0,0,0,0,47.22,65.47,0.01
28069000201,28,069,000201,130.77,256.55,0,2.99,0,0,0,0,0,122.78,263.53,2.99
28069000202,28,069,000202,109,408,2,2,0,0,0,0,0,106,407,4
28069000204,28,069,000204,13.15,113.28,0,0,1,0,0,0,0,14.14,113.29,0
28069000301,28,069,000301,199,306,0,0,1,1,2,1,0,193,308,5
28069000302,28,069,000302,249,102,1,0,1,0,1,1,0,241,112,6
28069000303,28,069,000303,122,25,0,0,0,0,0,0,0,116,27,3
28069000403,28,069,000403,28,127,1,0,1,0,0,0,3,25,135,1
28069000404,28,069,000404,192,120,2,0,0,1,0,2,2,180,133,2
28069000406,28,069,000406,176,224,1,0,0,1,1,0,0,170,230,3
28069000501,28,069,000501,166,481,2,1,2,0,3,2,0,157,500,2
28069000502,28,069,000502,109.85,205.72,1,2,1,1,1,1,0,106.86,215.71,3
28071000101,28,071,000101,496,73,0,3,0,0,1,0,0,465,91,12
28071000102,28,071,000102,616.41,136.73,17.19,1.06,2.02,1.02,1.08,0.02,0.01,576.71,172.53,26.26
28071000103,28,071,000103,1694.24,1238.84,27.23,5.94,2.96,2.07,8.05,2.01,0.05,1619.58,1324.34,34.68
28071000201,28,071,000201,144,99,0,0,0,0,0,0,0,134,103,5
28071000202,28,071,000202,2392.63,2261.03,47.19,8.5,1.9,7.53,9.46,4.71,2.82,2249.23,2389.49,70.74
28071000301,28,071,000301,436,43,2,1,1,1,0,0,0,380,71,21
28071000302,28,071,000302,425,563,1,0,0,0,4,1,1,393,587,15
28071000303,28,071,000303,1058.68,769.77,32.99,1,1,3,4,1,0,971.71,855.74,39.99
28071000304,28,071,000304,1157.16,1493.6,25.49,3.61,2.1,3.61,4.4,1.12,0.13,1112.62,1540.23,36.2
28071000401,28,071,000401,355.09,149.26,3.25,2.04,1.02,0.04,2.04,0.01,0,331.67,168.69,10.36
28071000402,28,071,000402,200.28,407.5,3.97,1.98,1.98,0.99,0.99,0.99,0,184.41,422.37,7.93
28071000403,28,071,000403,217,87,2,1,0,0,0,0,0,211,90,6
28071000405,28,071,000405,487.72,96.5,2.03,0.02,0.02,0.01,0.01,0.01,0,451.59,116.63,11.07
28071000406,28,071,000406,1576.08,1634.99,44.87,5.12,0.96,5.43,11.54,1.51,1.39,1482.36,1742.37,62.44
28071000501,28,071,000501,168.7,17.86,1.23,0,0.62,0,0,0,0,160.7,22.17,4.93
28071000502,28,071,000502,583.3,176.14,8.77,4,0.38,1,1,0,0,542.3,208.83,19.07
28071000504,28,071,000504,281.52,40.64,0.99,0,0,0,0,0,0.99,263.67,51.55,8.92
28071000506,28,071,000506,659.18,782.15,21.8,1.72,0.03,3.31,7.43,1.61,1.61,597.45,849.07,40.41
28073000001,28,073,000001,2433,316,22,1,1,5,4,3,0,2323,372,82
28073000002,28,073,000002,1665.84,831.92,20.97,3.99,2,0,5.99,1,0,1585.94,894.84,49.94
28073000003,28,073,000003,485,130,1,0,0,2,3,1,0,458,153,10
28073000004,28,073,000004,621,56,1,0,0,1,0,0,0,590,73,14
28073000005,28,073,000005,1287,198,10,0,4,0,0,1,0,1214,241,38
28073000006,28,073,000006,1153.16,216.08,14.03,2.01,1,2,2.01,0,0,1132.06,235.16,25.06
28073000007,28,073,000007,2020.72,544.93,18,3,1,6,3,2,2,1943.73,596.92,57.99
28073000008,28,073,000008,593.28,437.07,16,1,1,1,4,0,0,546.27,484.08,25.01
28073000009,28,073,000009,590,617,17,2,0,3,2,1,0,543,667,25
28073000010,28,073,000010,630,688,15,1,2,3,7,2,2,569,753,26
28073000011,28,073,000011,397,606,17,3,0,0,4,0,1,355,643,26
28073000012,28,073,000012,1179,596,26,4,3,3,7,0,1,1109,662,51
28073000013,28,073,000013,1217,439,26,5,3,0,2,2,0,1164,479,48
28073000014,28,073,000014,394,138,10,0,0,0,4,1,0,361,163,22
28073000015,28,073,000015,496,27,6,0,0,0,0,0,0,473,41,11
28073000016,28,073,000016,1489.99,328.3,9.03,1.99,0.02,0,3,1,0,1396.93,379.34,53.03
28073000017,28,073,000017,1482.01,152.7,9.97,0.01,1.98,0,2,1,0,1410.07,192.66,40.97
28073000019,28,073,000019,390,16,2,1,0,0,3,1,1,368,30,13
28073000020,28,073,000020,581.46,550.49,9.99,2,0,1,5,0,1,541.5,591.45,24.98
28073000021,28,073,000021,262,12,0,0,0,0,0,0,0,243,20,9
28073000022,28,073,000022,804,34,5,0,0,1,0,1,0,759,59,17
28073000023,28,073,000023,420,100,3,0,1,1,1,0,0,398,109,17
28073000024,28,073,000024,112,305,5,1,0,0,4,1,2,104,317,7
28075000101,28,075,000101,928.87,670.32,12.01,2,2,1,3,1,1,892.84,700.33,28.03
28075000102,28,075,000102,864,586,8,0,0,0,4,0,0,853,578,20
28075000103,28,075,000103,672.55,249.97,7.65,0.85,0,1.7,1.7,0.85,0,647.89,255.07,22.96
28075000104,28,075,000104,912,351,5,1,2,3,2,0,0,885,371,19
28075000105,28,075,000105,101,26,4,0,1,0,0,0,0,101,25,5
28075000106,28,075,000106,109.16,108.28,1.46,0.29,0,0,0.29,0.29,0,99.5,112.67,5.56
28075000107,28,075,000107,1017.64,270.05,8,1,2,1,1.03,0,0,989.51,284.15,22.04
28075000108,28,075,000108,117.59,43.7,1.34,0.15,0,0.3,0.3,0.15,0,113.28,44.6,4.01
28075000109,28,075,000109,616,810,11,1,2,4,4,2,1,577,846,19
28075000201,28,075,000201,152,1114,0,0,2,1,4,0,0,133,1143,4
28075000202,28,075,000202,258.78,109.66,2.9,0,0,0,0.58,0.58,0,248.92,114.88,7.54
28075000203,28,075,000203,73,200,1,1,0,0,2,0,0,65,207,4
28075000204,28,075,000204,72.84,487.9,2.06,0.69,0,0,4.12,0.69,1.37,60.47,507.83,6.87
28075000205,28,075,000205,228,173,2,0,1,0,1,1,0,206,189,9
28075000206,28,075,000206,575.55,351.29,1.69,0,0,0,4.2,0,0,550.33,368.94,10.1
28075000207,28,075,000207,285.46,273.93,3.66,0.71,0.04,0.04,0.71,0.75,0,260.9,285.17,13.99
28075000208,28,075,000208,111.9,125.88,3.02,0,0,0,0.01,0,0.01,101.77,131,5.08
28075000209,28,075,000209,178.1,176.12,1.98,0,0,0,0.99,0,0.99,165.23,187,7.92
28075000210,28,075,000210,333.06,188.19,1.94,0,0.65,0.65,0,0.65,0,314.3,197.9,8.41
28075000211,28,075,000211,105.81,64.66,0.31,0,0,0,0.77,0,0,101.17,67.91,1.86
28075000301,28,075,000301,121,89,4,0,1,0,0,0,0,111,93,6
28075000302,28,075,000302,163.67,809.11,1.09,1.14,0,0.05,3.19,1,0,145.63,812.53,9.42
28075000303,28,075,000303,742.54,119.22,4.88,0,0,0,0,0.7,0,707.68,134.56,16.73
28075000304,28,075,000304,1270,298,10,2,1,1,3,2,2,1225,323,32
28075000305,28,075,000305,834,42,4,0,0,0,0,0,0,810,50,11
28075000308,28,075,000308,322.46,51.78,2.12,0,0,0,0,0.3,0,307.32,58.44,7.27
28075000309,28,075,000309,1141,350,5,0,2,1,2,1,1,1092,372,34
28075000401,28,075,000401,33.16,222.1,0.94,0.31,0,0,1.88,0.31,0.63,27.53,231.17,3.13
28075000402,28,075,000402,63,637,2,1,0,0,0,1,0,43,661,2
28075000403,28,075,000403,68.54,360.64,0.32,1.28,0.64,0,1.35,0,0,60.18,368.22,5.97
28075000404,28,075,000404,70.06,441.42,0.68,2.72,1.36,0,1.36,0,0,59.85,452.98,8.16
28075000405,28,075,000405,41,642,0,1,0,0,5,2,0,38,650,4
28075000406,28,075,000406,14.4,61.94,0,0,0,0,0.29,0,0,12.96,62.8,0.86
28075000407,28,075,000407,311.15,92.47,1,0.48,0.18,0,0.18,0.48,0.95,293.14,105.31,6.07
28075000408,28,075,000408,66.07,25.33,0.17,0.17,0,0,0,0.17,0.34,62.31,28.76,0.86
28075000501,28,075,000501,114.33,526.89,1.91,2.86,0,0.95,3.81,0,0,93.37,555.47,8.58
28075000502,28,075,000502,147,541,3,1,1,0,3,0,0,133,552,3
28075000504,28,075,000504,45.8,26.5,0.13,0,0.13,0,0.39,0,0.13,42.19,28.94,1.42
28075000505,28,075,000505,207.61,120.13,0.58,0,0.58,0,1.75,0,0.58,191.28,131.21,6.41
28075000506,28,075,000506,915.17,80.36,4.1,1.64,0.82,0,1.64,0.82,0,884.82,100.87,17.22
28075000507,28,075,000507,200.83,17.64,0.9,0.36,0.18,0,0.36,0.18,0,194.18,22.13,3.78
28075000508,28,075,000508,372.85,81.97,7,0,1,0,1,1,0,359.85,93.96,12
28075000509,28,075,000509,282.15,88.03,1,0,0,0,0,1,2,261.15,104.04,7
28075000510,28,075,000510,160.32,90.59,0.93,0,0.31,0.31,0,0.31,0,151.29,95.26,4.05
28075000511,28,075,000511,134.58,51.6,0.35,0.35,0,0,0,0.35,0.7,126.91,58.57,1.74
28075000512,28,075,000512,339,29,3,0,1,0,0,0,0,321,45,3
28075000513,28,075,000513,102.6,59.37,0.29,0,0.29,0,0.86,0,0.29,94.53,64.84,3.17
28075000514,28,075,000514,773,355,5,0,0,0,0,2,1,731,377,20
28075000515,28,075,000515,408,86,1,0,0,0,0,1,0,390,84,15
28075000516,28,075,000516,601.2,104.6,2.48,0,0.82,0,0.82,0,0.01,565.64,120.36,17.34
28075000517,28,075,000517,187.22,79.34,2.1,0,0,0,0.42,0.42,0,180.08,83.12,5.46
28077000002,28,077,000002,109.12,2.24,0,0,0,0,0,0,0,106.87,3.74,0
