GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRWIC,G18USSDBAR,G18USSLBED,G18USSOOHA,R18USSRHYD,R18USSDESP
28161000201,28,161,000201,205.69,364.61,6.49,1.45,162.49,399.1
28161000202,28,161,000202,80.42,143.06,2.54,0.56,63.49,156.61
28161000301,28,161,000301,265,78,5,2,243,100
28161000302,28,161,000302,456,168,4,2,407,171
28161000401,28,161,000401,269,339,3,6,241,360
28161000402,28,161,000402,73.08,274.08,4.07,0.01,69.68,292.33
28161000502,28,161,000502,80.86,29.95,0,2,77.87,38.93
28161000503,28,161,000503,302.06,153.97,4.93,0.99,272.45,172.73
28161000504,28,161,000504,104,55,1,0,82,57
28161000505,28,161,000505,118,30,1,1,113,34
28163000101,28,163,000101,252.8,50.06,1,1,252.79,60.09
28163000102,28,163,000102,129.29,18.65,3.79,0,135.3,23.08
28163000103,28,163,000103,124.56,69.75,2.99,3.99,133.53,99.65
28163000104,28,163,000104,88.95,73.55,0.61,0,89.3,89.58
28163000105,28,163,000105,237.25,20.02,6.52,0.73,229.32,28.82
28163000107,28,163,000107,249.83,50.03,7.25,0.09,260.04,66.55
28163000108,28,163,000108,30.57,12.07,0,0,32.57,14.05
28163000109,28,163,000109,50.2,5.3,0.01,0.02,49.71,5.04
28163000110,28,163,000110,111.19,115.21,2.68,0.67,106.5,175.49
28163000111,28,163,000111,153.16,12.71,2.58,0.29,149.48,15.61
28163000201,28,163,000201,99.3,27.37,1.79,0,102.03,36.06
28163000202,28,163,000202,120.02,156.65,2.91,2.31,113.57,203.36
28163000203,28,163,000203,84.19,107.67,2.02,1.62,79.74,140.05
28163000204,28,163,000204,275.41,255.87,4.34,4.05,246.01,366.59
28163000205,28,163,000205,431.27,153.2,4.54,0,427.66,200.07
28163000301,28,163,000301,7.13,169.48,1.03,2.03,3.02,249.39
28163000302,28,163,000302,73.93,294.16,3.05,2.03,55.6,409.02
28163000303,28,163,000303,15.58,171.27,2.97,2.96,2.83,276.52
28163000304,28,163,000304,133.29,96.83,2.01,4.99,122.36,151.67
28163000401,28,163,000401,107.15,92.12,2.61,2.61,113.03,119.56
28163000402,28,163,000402,144.09,40.46,0,0.99,142.11,53.29
28163000403,28,163,000403,91,15,1,0,85,20
28163000404,28,163,000404,56.85,48.88,1.39,1.39,59.97,63.44
28163000405,28,163,000405,186,463.15,5.34,7.95,153.09,681.65
28163000406,28,163,000406,14,30.09,0.33,0.49,11.7,44.2
28163000501,28,163,000501,46.41,11.55,0.88,0.45,48.14,14.36
28163000503,28,163,000503,24.26,13.25,0.57,0.57,24.24,16.07
28163000504,28,163,000504,55.04,32.05,1.39,1.39,55.04,39.02
28163000505,28,163,000505,55.62,15.41,1.13,0.58,57.69,19.65
28163000506,28,163,000506,30.86,539.67,7.94,11.46,8.82,802.45
