GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREOMCM,G16PREGSTE,G16PREIHED,G16PRECCAS,G16PREIKAH,G16USSRBOO,G16USSDELD,G16USSLGIL,G16USSOWRI
05119000134,05,119,000134,24,440,4,1,8,1,1,2,47,404,13,1
05119000135,05,119,000135,13.3,333.8,1.1,3.9,4,0,1,0,29.5,312.9,8,0
05119000136,05,119,000136,819,619,48,28,11,6,8,6,874,616,43,0
05119000137,05,119,000137,889.1,785.5,57.7,35.3,11.7,2.4,2.1,0,1012.5,724.8,36.4,3.1
05121000001,05,121,000001,20.4,5.1,0,0,0,0,0,0,17.4,6.1,2,0
05121000002,05,121,000002,32.2,17.5,1,0,0,0,0,0,24.6,23.7,2.4,0
05121000003,05,121,000003,23.9,0,0,0,0,0,0,0,20.1,3.8,0,0
05121000004,05,121,000004,185,47.4,6.6,1.9,2.9,0.9,1.9,0,174.6,62.6,4.7,0
05121000005,05,121,000005,88,35,6,0,0,0,1,0,80,39,8,0
05121000006,05,121,000006,77.2,17.8,3,0,0,0,3,0,72.3,20.8,5,0
05121000007,05,121,000007,91.4,32.5,4.1,0.2,2,3,0.1,1,85.2,37.8,5.3,0
05121000008,05,121,000008,229,57.2,5.7,3.8,0,2.9,2.9,0.9,219.4,67.7,8.6,0
05121000009,05,121,000009,59,10,3,0,3,2,0,1,52,18,6,0
05121000010,05,121,000010,37,13,0,4,0,1,0,1,36,16,0,1
05121000011,05,121,000011,147.4,49.8,7,2,3,1,3,0,126.5,61.7,13.9,0
05121000012,05,121,000012,142.2,29.4,5,0,1,1,1,1,130.1,38.5,4,1
05121000013,05,121,000013,45.8,26.2,0.9,0,0,0.9,0,0,38.3,29.9,3.7,0
05121000014,05,121,000014,112.7,28.9,0,1,2,3,1,0,97.7,38.9,8,0
05121000015,05,121,000015,219.5,38.6,5.1,3,2,1,7,2,193.3,57.8,20.1,2
05121000016,05,121,000016,155.8,36.5,0,0,1,1,1,0,138.4,43.3,10.6,0
05121000017,05,121,000017,272.4,56.5,9.1,4.2,0,4,4.1,2,246.2,78.8,17.3,0
05121000018,05,121,000018,56.7,18.6,3.5,3.1,0.2,0.1,0.1,0,59.1,17.5,3.5,0
05121000019,05,121,000019,288,69,11,5,1,3,6,0,269,89,22,0
05121000020,05,121,000020,81,25,1,1,1,2,0,0,68,33,6,0
05121000021,05,121,000021,86,18,3,1,0,0,0,2,77,28,3,1
05121000022,05,121,000022,29,3,2,1,0,0,1,0,24,9,4,0
05121000023,05,121,000023,59.4,15.1,0,0,1,0,0,0,57.3,14.1,3,0
05121000024,05,121,000024,65.2,18,0.9,2.6,0,0,1.7,0,62.6,21.4,3.4,0
05121000025,05,121,000025,19,5,2,0,0,0,0,0,18,6,1,0
05121000026,05,121,000026,423.7,194.2,34.6,12.1,8.2,2.1,7.2,4,429.3,201.8,43.8,0
05121000027,05,121,000027,379.6,178.5,29.9,6,9,3,3,5.9,364.6,193.6,45.7,3.9
05121000028,05,121,000028,582.5,239.8,39.2,8.1,9.1,2,10.1,3,599.4,243,39.3,0
05121000029,05,121,000029,496,137.6,19.3,4.9,6.6,3.9,5.8,1.1,482.4,155.9,26.2,0
05123000001,05,123,000001,0.6,1.4,0,0,0,0,0,0,0.6,1.2,0.1,0
05123000002,05,123,000002,3.5,7.8,0.1,0,0,0,0.1,0,3.5,6.6,0.3,0
05123000003,05,123,000003,5.1,11.4,0.1,0.1,0,0,0.1,0,5.1,9.7,0.5,0
05123000004,05,123,000004,156.7,349.4,4.4,1.8,0.9,0.9,3.5,0.9,157.6,298.6,14,0
05123000005,05,123,000005,13.2,29.3,0.4,0.1,0.1,0.1,0.3,0.1,13.3,25,1.2,0
05123000006,05,123,000006,79.6,48.5,1.5,0,0,0,0.8,0.8,73.5,47,0.8,0
05123000007,05,123,000007,24.8,15.1,0.5,0,0,0,0.2,0.2,22.9,14.6,0.2,0
05123000009,05,123,000009,20.8,13.2,0.8,0.1,0.1,0.2,0.2,0.2,20.5,12,1.2,0
05123000010,05,123,000010,9.8,13.8,0.4,0,0,0.1,0.1,0.2,10.3,11.4,1.2,0
05123000011,05,123,000011,37,51.7,1.3,0,0,0.4,0.4,0.9,38.8,42.8,4.4,0
05123000013,05,123,000013,39.7,56.4,1.2,0,0,0.3,0.4,0.7,41.3,46.9,4,0
05123000014,05,123,000014,19,123.6,1.7,0,0,0,0.6,0.6,26.7,100.2,3.5,0
05123000015,05,123,000015,9.3,74.7,1,0,0,0,0.3,0.3,14.2,60.5,2.1,0
05123000016,05,123,000016,81.2,26.3,2.9,0.6,0.6,0.9,0.6,0.6,77.8,27.4,2.9,0
05123000017,05,123,000017,179.6,58.5,6.3,1.3,1.3,1.9,1.3,1.3,172,61,6.3,0
05123000018,05,123,000018,235.4,53.2,0,0.7,0,0,1,0,219.7,53.5,6.2,0
05123000019,05,123,000019,336.3,80.8,0.1,0.9,0,0,1.4,0.1,314.4,80.3,9.2,0
05123000020,05,123,000020,4.2,2.8,0,0,0,0,0,0,3.7,2.7,0.2,0
05123000021,05,123,000021,82.3,55.8,0.8,0.5,0.5,0,1.1,0.8,73.5,52.9,4.5,0
05123000022,05,123,000022,117.2,39.5,1.8,0.6,0,0,0.6,0.6,105.2,44.2,6,0
05123000023,05,123,000023,74.8,25.2,1.1,0.4,0,0,0.4,0.4,67.1,28.2,3.8,0
05123000024,05,123,000024,3,1,0.1,0,0,0,0,0,2.8,1,0.1,0
05123000025,05,123,000025,138.7,35.1,0.1,0.4,0,0,0.6,0,129.7,35,3.7,0
05123000026,05,123,000026,61.6,97.8,0,1,1,2,2,0,59.6,85.1,3.9,0
05123000027,05,123,000027,221.6,150.3,2.2,1.4,1.4,0,2.9,2.2,197.8,142.4,12.2,0
05123000028,05,123,000028,45.9,21.4,0.7,0.1,0.1,0.3,0.6,0.3,43.6,20.8,0.8,0.1
05123000029,05,123,000029,8.2,3.8,0.1,0,0,0.1,0.1,0.1,7.7,3.7,0.1,0
05123000030,05,123,000030,33,15.4,0.5,0.1,0.1,0.2,0.4,0.2,31.4,15,0.6,0.1
05123000031,05,123,000031,94.2,43.9,1.4,0.2,0.2,0.7,1.2,0.7,89.4,42.7,1.7,0.2
05123000032,05,123,000032,215.8,100.5,3.3,0.5,0.5,1.6,2.7,1.6,204.9,97.8,3.8,0.5
05123000033,05,123,000033,37,21,0.7,0,0,0.7,1.4,0.7,38.8,18.9,1.1,0
05123000034,05,123,000034,67.5,38.3,1.3,0,0,1.3,2.6,1.3,70.7,34.5,2,0
05123000035,05,123,000035,19.2,468,0.7,0,2.1,1.4,5.7,3.5,37.6,411.2,8.5,0.7
05123000038,05,123,000038,8.3,178.3,0.3,0.1,0.8,0.5,2.3,1.3,14.7,157.2,3.5,0.2
05123000040,05,123,000040,2.6,32.4,0.1,0.1,0.1,0,0.5,0.1,3,29.2,0.9,0
05123000041,05,123,000041,24.3,299.6,0.8,0.8,0.8,0.4,4.9,1.2,28,270,8.6,0
05123000043,05,123,000043,9.9,122.8,0.3,0.3,0.3,0.2,2,0.5,11.5,110.7,3.5,0
05123000045,05,123,000045,1.2,14.4,0,0,0,0,0.2,0.1,1.3,13,0.4,0
05123000049,05,123,000049,70.6,123.2,3.4,0.8,0.4,0.6,1.3,0.5,78.5,107.9,4.1,0.4
05123000050,05,123,000050,10.9,86.4,0.3,0.2,0.2,0.1,1.4,0.4,11.6,78.2,2.7,0
05123000052,05,123,000052,103.3,182.2,5,1.2,0.7,0.9,1.9,0.7,114.8,159.7,6,0.6
05123000053,05,123,000053,184.9,278.4,8.8,2.1,1.1,1.6,2.6,1.1,205,243.1,9.4,1
05123000055,05,123,000055,5.9,72.5,0.2,0.2,0.2,0.1,1.2,0.3,6.8,65.3,2.1,0
05123000056,05,123,000056,66.6,100.7,1.6,0.2,0.9,0,0.7,0.9,67.3,95,2.5,0.2
05123000057,05,123,000057,5.2,18,0.2,0,0.1,0.1,0.2,0.2,5.7,16.1,0.5,0
05123000065,05,123,000065,43.2,66,1,0.1,0.6,0,0.4,0.6,43.6,62.3,1.6,0.1
05123000066,05,123,000066,177.8,271.1,4.3,0.6,2.4,0,1.8,2.4,179.6,255.9,6.7,0.6
051230026-2,05,123,0026-2,4.5,49.9,0.1,0.1,0.2,0.1,0.7,0.3,5.6,44.4,1.2,0
05125000001,05,125,000001,1696.8,434.8,54.5,26.8,13.1,3.1,8.3,4.2,1536.2,575.4,101.2,1
05125000002,05,125,000002,1527.4,538.8,42,8,9,2,3,9,1486.4,590.8,38,0
05125000003,05,125,000003,988.9,191.5,32.3,13.9,6.2,6.8,4,5.9,840.7,273.7,126,2
05125000004,05,125,000004,755.8,455.3,49.1,26.1,7,4,3,6,734.6,494.4,69.2,1
05125000005,05,125,000005,1028.1,345.3,46.2,22.6,8.9,7.8,3.9,2,1000,402.6,65,1
05125000006,05,125,000006,1247.3,441.3,44,22.9,6.8,1,5.8,2.9,1174.7,510.2,67.9,0
05125000007,05,125,000007,669.3,155.3,32.2,7.8,5.9,2,1,2.9,596,232.5,39.1,1
05125000008,05,125,000008,293.1,62.3,9.2,1,1,2,1,1,278.7,78.9,12.1,1
05125000009,05,125,000009,1185.3,255.3,39.4,14.1,7.1,2,9,1.1,1053.1,374.3,72.7,1
05125000010,05,125,000010,828.5,153.7,21,5.7,4.8,5.7,2.9,4.8,736.9,246.3,37.2,0.9
05125000011,05,125,000011,1035.5,549.2,66.5,19.2,11.8,11,7,10.2,899.7,658.4,115.1,2.9
05125000012,05,125,000012,411.7,198,31.3,9.9,6.2,2,1.1,2.8,403,237,21.4,0.1
05125000013,05,125,000013,1609.5,685.8,71.9,39.2,21.7,9.7,9.4,11.9,1531.4,781.1,110.2,3
05125000014,05,125,000014,945.8,459.7,53.5,21.9,20.3,5,1.6,8.6,923.1,518.1,60.7,0.2
05125000015,05,125,000015,1152,449.8,49.3,26.5,2.3,6.8,9.7,4,1125.6,501,65.8,1.9
05125000016,05,125,000016,1452.2,347.1,47.5,15.6,5.5,11.2,10.5,6.7,1271.8,546.4,68,0.1
05125000017,05,125,000017,1076.5,519.1,65.6,20.6,12.8,8.2,5.7,11.9,1025.5,590.6,91.5,2.2
05125000018,05,125,000018,74.5,174.1,4,0,4,2,1,1,66.4,176.1,14.1,0
05125000019,05,125,000019,314.9,72.1,8.4,4.5,0.9,1.1,0.9,0.9,287.6,100.1,17.5,0.1
05125000020,05,125,000020,866.4,295,17.6,2.9,1,2.9,2,2.9,836,339.1,13.7,0
05125000021,05,125,000021,209,44,4,5,0,2,1,0,190,57,9,0
05125000022,05,125,000022,882.1,448.2,35.3,8.1,10.3,4.2,4.3,6,767.2,537.5,64.2,0.2
05125000023,05,125,000023,297.9,81,5,1,2,2,1,0,254.9,111,22,0
05125000024,05,125,000024,991.5,274.5,34.8,19.9,7.9,7.9,5,11.9,924.1,368.8,50.7,2
05125000025,05,125,000025,999.8,229.5,36.4,19.7,8.9,11.8,7.9,6.9,870.7,353.6,84.7,1
05125000026,05,125,000026,656.5,795.3,59.3,22.9,12.2,11.1,11,9.1,641.2,858.3,67.7,2
05125000027,05,125,000027,1376.6,473,48.5,39.6,13.9,3.8,10.1,1.1,1297.9,589.2,66.3,2.8
05125000028,05,125,000028,498,118,14,3,6,2,4,1,409,158,79,0
05125000029,05,125,000029,355.3,82.3,4.8,1,1.9,1.9,0,0,293.4,138.5,12.6,1.9
05125000030,05,125,000030,234.9,59,2,1,1,0,4,1,195,86,20,0
05125000031,05,125,000031,1111,435.6,69.6,18.8,21.4,6,4,5,1017.5,525.9,106.3,4.9
05125000032,05,125,000032,614.4,147.6,16.2,16.7,2.6,7.6,3.4,4.2,549.4,218.5,30.7,0.8
05125000033,05,125,000033,777.9,208.4,30.9,4.2,12.9,6.1,5,8,675.9,314.2,48.4,3
05125000034,05,125,000034,363.5,306.1,24.4,4.6,11,1.3,4.3,3.4,315.9,356.1,36.4,0
05125000035,05,125,000035,1259.2,486,38,13,6,2,6,6,1239.1,511.2,44,0
05125000036,05,125,000036,724,316.9,36.3,15.2,7.8,4.4,3.1,7.5,686.2,379.3,43.7,1
05125000037,05,125,000037,1059,327,37,13,10,5,3,10,954,415,76,0
05125000038,05,125,000038,863.2,317,38,14,4.5,5.1,2.7,5.9,791.2,377.8,65.7,0
05125000039,05,125,000039,442.1,285.9,30.5,11,4.5,4.4,1.8,0.1,415.6,320.8,33.2,0
05125000040,05,125,000040,1070.8,479.2,41.7,24.1,8.5,1.7,4.2,3.1,1051.4,525.3,47.3,1
05125000041,05,125,000041,763.5,335,39.9,21.9,5.7,3.1,6.8,5.1,720.2,394.5,51.2,2
05125000042,05,125,000042,1189.3,283.1,35,20.6,11.8,3.5,3.6,7.3,1093,377.4,71.2,0.1
05127000001,05,127,000001,25,2,1,0,0,0,0,2,29,1,1,0
05127000002,05,127,000002,50,10,4,0,0,0,0,0,44,18,3,0
05127000003,05,127,000003,25,5.4,0,0,0,0,0,0,20.6,9.8,0,0
05127000004,05,127,000004,43,14,3,0,0,2,0,0,40,19,1,0
05127000005,05,127,000005,26,11,1,0,0,0,0,1,23,14,1,0
05127000006,05,127,000006,87.9,13.6,1,0,3,0,0,0,83.4,18.1,1,0
05127000007,05,127,000007,105,13,7,1,0,1,0,1,96,24,6,0
05127000008,05,127,000008,234.9,79.1,7.2,4,3.1,3.1,0,4,228.7,89.4,7.2,0
05127000009,05,127,000009,206.1,54,8,0,0,2,1,1,185.1,72,9,0
05127000010,05,127,000010,196,76,10,1,2,1,1,1,184,87,11,0
05127000011,05,127,000011,257.3,30.6,5.7,1,1.9,1.9,0,0,231.5,58.3,3.8,0
05127000012,05,127,000012,194.2,43.3,7.4,0,0.9,0,2,4,165.8,71.2,10.4,0
05127000013,05,127,000013,96,19,0,1,3,1,0,0,89,21,5,0
05127000014,05,127,000014,75,5,0,4,0,0,0,0,71,8,4,0
05127000015,05,127,000015,47,10,4,0,0,1,0,0,41,19,2,0
05127000016,05,127,000016,47,3,0,0,0,1,0,2,34,15,1,0
05127000017,05,127,000017,32.9,8.4,0.9,0,0.9,0,0,0,30,12.2,1.9,0
05127000018,05,127,000018,124,30,1,1,4,0,0,2,102,48,5,0
05127000019,05,127,000019,34,5,0,0,0,0,0,0,33,10,1,0
05127000020,05,127,000020,220.9,47,7,0,3,0,1,1,197.9,60,12,0
05127000021,05,127,000021,154.5,35.1,3,2,1,0,2,0,135.5,51.1,9,1
05127000022,05,127,000022,97.9,18.3,0.9,0,0,0,0,0,85.5,26.9,3.9,0
05127000023,05,127,000023,65.4,15,1.7,0,1.1,0,0,0,55,24.7,1.8,0
05127000024,05,127,000024,139,19,4,1,0,1,0,0,119,39,2,0
05127000025,05,127,000025,55.1,11.6,2.1,1,1.1,0,0,3,51,15.8,5.1,0
05127000026,05,127,000026,94,24,3,5,0,1,2,0,88,35,7,0
05129000001,05,129,000001,332.2,54.4,4.8,1.9,0.9,0.9,0.9,1.9,300.7,64,15.3,0.9
05129000002,05,129,000002,355,79,7,3,0,3,2,1,321,92,24,0
05129000003,05,129,000003,346,40,5,6,2,3,0,2,312,65,24,0
05129000004,05,129,000004,94.7,32.3,3.5,1.7,1.6,0.8,0.1,1.6,80.2,37.2,11,0
05129000005,05,129,000005,161.1,15.5,6,2,0,4,3,3,153.1,28.4,7.2,0
05129000006,05,129,000006,164,24,4,2,1,2,2,0,155,29,10,0
05129000007,05,129,000007,146,22,3,1,2,1,0,0,123,33,8,0
05129000008,05,129,000008,206.4,25.1,3,0,0,1,1,0,196.3,23.2,4,0
05129000009,05,129,000009,103.2,25.8,0,0,2.1,1.9,1,0.1,90.1,39.7,4.2,0
05129000010,05,129,000010,156,34.9,3.9,2.9,0,1,1,1.9,153.1,31.1,10.7,1
05129000011,05,129,000011,59.4,24.4,0,0,2.9,0.1,1,0.9,50.4,30.6,4.8,0
05129000012,05,129,000012,210.6,56.2,1.6,4.1,1,0.1,0.1,0.1,185.9,72.9,16.1,0
05129000013,05,129,000013,132.9,28.4,3.5,1.3,0.4,0.2,0.9,0.4,119.6,30.4,8.9,0
05129000014,05,129,000014,172.5,49.5,9.8,2.1,0,1,2,1,161.4,60,12.3,0
05129000015,05,129,000015,317.3,90.5,12.9,2,4,2,1,4,304.3,89.6,32.8,0
051310001-A,05,131,0001-A,402,490,47,9,21,5,9,3,445,470,59,1
051310001-B,05,131,0001-B,157,131,30,8,12,0,1,1,174,139,22,1
051310001-C,05,131,0001-C,379,181,29,9,13,2,5,4,431,167,25,2
051310001-D,05,131,0001-D,463,201,33,21,6,5,2,1,517,197,22,1
051310001-E,05,131,0001-E,26,15,2,2,0,0,0,0,31,11,4,0
051310001-F,05,131,0001-F,114,98.4,6.8,2.9,5.8,0,0,0,122.8,96.5,9.8,0
051310001-G,05,131,0001-G,183,124,10,6,5,0,0,1,204,110,13,1
051310001-H,05,131,0001-H,283,270,26,15,17,1,4,1,305,267,44,2
051310001-I,05,131,0001-I,401,349,38,12,12,2,9,1,419,350,48,2
051310001-J,05,131,0001-J,26,20,4,1,1,0,1,0,24,20,9,0
051310001-K,05,131,0001-K,167,159,12,2,11,4,5,2,162,166,32,0
051310001-L,05,131,0001-L,275,153.6,45.2,8.1,15.2,2,3,5,276.2,173.5,50.2,1
051310001-M,05,131,0001-M,17,12,1,1,0,0,0,0,19,12,0,0
051310002-A,05,131,0002-A,247,398,26,4,15,6,6,6,297,359,40,3
051310002-B,05,131,0002-B,174,430,14,9,8,4,6,6,227,370,36,0
051310002-C,05,131,0002-C,119,110.3,7.5,0.1,1.9,1.9,2.7,0.9,121.3,100.5,19.5,0
051310002-D,05,131,0002-D,169,312,23,4,9,3,7,4,209,280,30,2
051310002-E,05,131,0002-E,232,293,15,7,9,5,2,2,271,264,21,0
051310002-F,05,131,0002-F,113.9,228.4,9.8,2,14.2,2.2,4.3,2.1,142.2,199.4,29,1
051310002-G,05,131,0002-G,113.8,110.8,7.3,2.6,0.4,0.4,0.1,1.2,113.2,114,7.9,1.1
051310002-H,05,131,0002-H,92,121,4,0,5,0,1,0,99,114,9,1
051310003-A,05,131,0003-A,240,178.3,33.9,1,13.9,3,1,4,237,190.2,39.8,2
051310003-B,05,131,0003-B,502,247.7,32.1,13,11.1,5,7,5,531,253.8,38.2,1
051310003-C,05,131,0003-C,164,87,18,1,0,2,2,2,184,78,13,0
051310003-D,05,131,0003-D,842.2,401.1,42.8,9.4,21.9,10,8.4,5,808.3,533.3,74.7,2
051310003-E,05,131,0003-E,769,315.7,54.1,20.6,12.8,3.9,0,2,757.2,352.1,60,2
051310003-F,05,131,0003-F,577,249,48,15,13,2,5,3,554,300,52,2
051310003-G,05,131,0003-G,733.5,267.7,33.9,17,10.4,5.3,0.3,2.1,765.1,262.9,39.8,1
051310003-H,05,131,0003-H,925.7,323.5,53,26.9,7.6,5.6,3.7,1.9,953.7,334.3,53.2,0
051310003-I,05,131,0003-I,120.5,33.1,4.4,4.3,0,0,0.9,0,125.7,31.4,5.2,0
051310003-J,05,131,0003-J,66.2,24.8,3.7,0.9,0,0,0.9,0.9,70.8,26.6,0.9,0
051310003-K,05,131,0003-K,47,17,0,2,0,0,0,0,52,13,0,0
051310003-L,05,131,0003-L,1.2,0,0,0,0,0,0,0,1.2,0,0,0
051310003-M,05,131,0003-M,23.1,5.4,1.3,0.3,0.2,0,0,0,22.4,7.1,1,0
051310003-N,05,131,0003-N,0.2,0.1,0,0,0,0,0,0,0.2,0.1,0,0
051310003-O,05,131,0003-O,545.3,107,10,12,2,1,5,1,553.4,114.9,14,0
051310004-A,05,131,0004-A,285,187,23,11,6,4,1,0,338,165,14,0
051310004-B,05,131,0004-B,458.8,260.9,26,8,5,2,1,1,472.8,240.9,38,2
051310004-C,05,131,0004-C,1125,630,88,43,18,6,5,6,1173,650,96,3
051310004-D,05,131,0004-D,715,310,38,18,5,2,6,3,800,261,34,1
051310004-E,05,131,0004-E,407.6,220.7,40.8,7,10.9,4,8,2,423.5,236.6,38.8,2
051310004-F,05,131,0004-F,299,144,23,8,4,3,1,1,321,136,23,1
051310004-G,05,131,0004-G,1138.8,464.5,86.9,34,25,9,9,5,1214.7,468.5,92.9,2
051310004-H,05,131,0004-H,489,206.2,27.9,15.9,6,5,8,1,504,220.1,32.9,0
051310004-I,05,131,0004-I,332.1,149.3,21,9,2,1,1,0,349.3,146.1,19,1
051310004-J,05,131,0004-J,22.3,3.3,1.3,0.1,0.1,0,0.1,0.1,20.5,6.5,0.4,0
051310004-K,05,131,0004-K,607,247,37,23,1,8,4,1,657,249,22,2
051310004-L,05,131,0004-L,82,31.3,7,4,0.1,0,1.1,0,92.3,26.9,6.2,0
051310004-M,05,131,0004-M,38,15.8,1.8,1.2,0.3,0.1,0.1,0.1,36.2,18.3,3,0
051310004-N,05,131,0004-N,364.9,200.4,35.2,3,11,3,1,3,360,224.5,32,1
051310009-J,05,131,0009-J,200.6,70.2,6.9,1.9,2.9,0,1.9,1.9,182.3,96.2,7.8,0
051310009-L,05,131,0009-L,316.1,142,14,3,3,2,3,1,308.1,148,28,1
05131009-1A,05,131,009-1A,97.6,20.1,0,0,1,0,2,0,96.5,23.2,4,0
05131009-1B,05,131,009-1B,218.5,35.4,6.3,1.1,0.1,1,0.8,0.9,205.4,51.3,7.3,0.1
05131009-1C,05,131,009-1C,301.1,65.7,8.3,3.7,2.8,0,1.8,1.8,289.2,73.1,18.4,0
05131009-1D,05,131,009-1D,798.4,139,30.9,8,4,5,5,1,755.5,187.9,36.9,0
05131009-1E,05,131,009-1E,602.3,105.5,15.3,6,3.5,4.1,0.8,1.1,581.9,133.4,18,2.5
05131009-1F,05,131,009-1F,33.5,13.8,2,2,0,0,0,0,29.5,15.8,5.9,0
05131009-1G,05,131,009-1G,59.8,11.6,0.2,0.9,0.1,0,1,0.9,52.7,19.9,2,0
05131009-1H,05,131,009-1H,97.8,29.3,2.6,0.4,0.2,0.2,0.1,0.1,92.3,32.3,6.6,0.2
05131009-1I,05,131,009-1I,284.3,104.7,13.1,1.8,2.6,0.9,0.9,0.9,271.2,123,15.7,0
05131009-1K,05,131,009-1K,232,88.7,13.7,1.7,6,0,4.2,0.8,243.9,90.4,12,0
05131009-1M,05,131,009-1M,56.5,11.4,2,0.6,0.5,0.2,0.3,0,53.2,16.3,1.7,0.1
05131009-1N,05,131,009-1N,195,21,7,2,1,1,1,1,169,50,10,0
05131009-1O,05,131,009-1O,93.4,19.7,2.2,2.1,1,0,0.1,0.1,92.8,21.8,3.1,0
05131009-2A,05,131,009-2A,1097.4,220.8,41,15,10,3,8,6,1079,260.2,71.9,0
05131009-2B,05,131,009-2B,248.3,61.8,10.6,6.2,1.8,0,0.9,0,239.5,73.3,15.9,0
05131009-2C,05,131,009-2C,1086.2,191.6,43.9,9.4,8.4,1.9,5.6,1.9,1021.9,262.4,57,1.9
05131009-2D,05,131,009-2D,221,38.6,5.9,2.6,1.6,1.1,0.4,0.1,211.1,45.6,9.8,1.1
05131009-2E,05,131,009-2E,14.2,1,0.2,0.1,0,0,0,0,12.7,2,0.3,0
05131009-2F,05,131,009-2F,261.7,53.1,7.9,2.6,3,1,2.9,0.9,253,63,17.8,0
05131009-2G,05,131,009-2G,168.2,38.9,3.4,4.2,0.8,0.8,0,0.8,158.9,50.7,7.6,0
05131009-2H,05,131,009-2H,68.3,10.7,2.1,2,2,0,0,0,68.2,14.9,1.2,1
05131009-2I,05,131,009-2I,89,22.1,0.2,0,0,0,0,0,79.7,29.5,2.3,0
05131009-2J,05,131,009-2J,9.5,0,0,0,0,0,0,0,9.5,0,0,0
05131009-2K,05,131,009-2K,143,29,0,1,3,0,1,0,128,46,5,0
05131009-2L,05,131,009-2L,133,20,0,0,2,0,0,0,122,29,3,0
05131009-2M,05,131,009-2M,0,1,0,0,0,0,0,0,0,1,0,0
05131009-3A,05,131,009-3A,195.4,46,4.1,4,2,1,1,0,177.4,65,8,0
05131009-3B,05,131,009-3B,409.7,77.8,20.5,6,2,0.2,8.2,0,395.9,115.5,14,0.1
05131009-3C,05,131,009-3C,285.2,74.2,15.2,0.9,0.9,2.9,1.9,0,252.9,99.8,24.7,0
05131009-3D,05,131,009-3D,94.1,19.1,2.3,2,0.2,0.3,0.1,1.1,80.1,34.4,2.4,0
05131009-3E,05,131,009-3E,165.9,42.9,3.7,0,2.8,3.7,0.9,0.9,151.9,59.6,5.6,0
05131009-3F,05,131,009-3F,369.1,49.5,10.8,3,2.4,0.4,0.6,2,351.3,77.1,10,0
05131009-3G,05,131,009-3G,129.7,26.6,4.1,3,2.1,0.1,0.1,0,124.2,34,6.3,0
05131009-3H,05,131,009-3H,129.2,13.8,3.1,0,1.5,1.5,2.3,0,118.5,23.9,7.7,0
05131009-3I,05,131,009-3I,195.1,26.1,2,0.9,0,0,1.9,0.9,181.4,34.9,8.7,0
05131009-3J,05,131,009-3J,317.7,38.9,6,0.1,0,1,1.1,0.1,294.3,56.1,11.3,1
05131009-3K,05,131,009-3K,172.8,53.3,7.1,2.1,4,0,2.1,2,150.8,73.8,10.4,1
05131009-3L,05,131,009-3L,140,36.7,1.9,1.9,0.9,0,0.9,0,124,45.1,6.6,0
05131009-3M,05,131,009-3M,58,21,3,0,0,0,0,0,57,22,2,0
05131009-3N,05,131,009-3N,41,7,0,0,0,0,0,0,38,9,2,0
05131009-3O,05,131,009-3O,69.9,8.3,2.1,1.4,2,0.7,0.7,0,69.9,11,4.1,0
05131009-3P,05,131,009-3P,114.8,20.8,5.2,0.6,1,0.3,1.2,0,114.8,24.6,6.2,0.8
05131009-4A,05,131,009-4A,69.9,16.3,1,0,0,0,0,0,66.1,17.2,3.8,0
05131009-4B,05,131,009-4B,812.6,130.5,24.7,4.1,5.2,6.7,8.2,2.1,779.2,176.9,38.1,2
05131009-4C,05,131,009-4C,697.1,153.9,33.9,9.1,5.8,0.8,1.7,0,689.8,183.6,33.1,0
05131009-4D,05,131,009-4D,50,14,3,1,0,0,1,0,50,16,3,0
05131009-4E,05,131,009-4E,56,5,3,2,1,0,0,0,54,6,7,0
05131009-4F,05,131,009-4F,32,2,1,0,0,0,0,0,26,8,2,0
05131009-4G,05,131,009-4G,179.6,50.1,5.3,1.9,1.8,0.1,0.4,0,185.4,43,9.2,0
05131009-4H,05,131,009-4H,205.2,63.9,11.5,0.4,4.3,1,0.1,2,199.8,78.2,10.5,0
05131009-4I,05,131,009-4I,293.2,69.3,6.4,2.6,3.4,0.8,2.5,0,278.5,86.8,10.2,0
05131009-4J,05,131,009-4J,8.4,1.7,0.4,0,0,0.2,0,0,7.8,2.3,0.6,0
05131009-4K,05,131,009-4K,522.7,109.3,23.8,7,6.1,1,3.1,1,482.6,140,42.6,0
05131009-4L,05,131,009-4L,1.2,0.2,0.1,0,0,0,0,0,1.1,0.3,0.1,0
05131009-5A,05,131,009-5A,23.8,11.2,1.1,1,0.3,0.1,0.6,0.1,23.4,13.6,1.3,0
05131009-5B,05,131,009-5B,10.8,1.5,0.2,0.1,0.1,0,0,0,10,1.5,1.2,0
05131009-6A,05,131,009-6A,15.6,7.1,2.5,0.1,0,0,0,0,16.9,8.2,0.1,0
05131009-6B,05,131,009-6B,29.7,1,0,0.3,0.3,0,0.3,0,27,3.3,1.3,0
05131009-6C,05,131,009-6C,56.5,5.2,0.3,0.7,0.7,0,0.7,0,52.9,8.5,2.7,0
05133000001,05,133,000001,359.4,114.3,12.3,3.8,1.9,4.7,0,0,345.1,103,26.5,0
05133000002,05,133,000002,112.9,22.3,2.1,0.7,0,2.1,0.7,0,101.8,22.3,5.6,0
05133000003,05,133,000003,100,68,6,4,0,1,2,0,95,56,11,0
05133000004,05,133,000004,253.2,119.3,5.2,5.1,2,8.1,1,1,242.9,120.1,12.5,0
