GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVRHUT,G18GOVDHEN,G18GOVLWES,G18LTGRGRI,G18LTGDBLA,G18LTGLGIL,G18ATGRRUT,G18ATGDLEE,G18ATGLHIC,G18SOSRTHU,G18SOSDINM,G18SOSLOLS,G18TRERMIL,G18TRELEWA,G18AUDRLEA,G18AUDLDIN,G18LNDRLAN,G18LNDDWIL,G18LNDLCAM
05007000076,05,007,000076,537.3,174.52,11.44,508.94,196.68,15.66,489.77,205.98,23.54,492.87,204.2,21.1,539.64,167.14,551.18,150.77,483.32,210.46,21.81
05007000077,05,007,000077,593,203,24,575,214,27,548,237,31,549,228,34,614,194,614,187,535,229,42
05007000078,05,007,000078,553.28,205.32,15.24,527.32,216.97,22.65,524.89,221.08,25.59,509.58,231.62,25.4,552.65,205.31,569.38,184.08,499.55,236.44,28.42
05007000079,05,007,000079,445,175,11,405,201,20,396,213,19,383,215,24,440,171,461,143,383,214,22
05007000080,05,007,000080,237,113,9,233,114,7,225,119,13,219,126,11,243,107,253,97,222,123,11
05007000081,05,007,000081,493,186,30,490,194,21,488,194,25,480,199,22,520,172,526,167,467,205,27
05007000082,05,007,000082,351,162,19,336,176,17,332,180,18,315,192,22,372,147,374,142,323,174,30
05007000083,05,007,000083,329.82,228.18,13.95,316.86,229.18,18.93,313.87,226.19,23.91,297.93,246.12,22.92,355.72,192.31,358.71,183.34,295.94,241.13,22.92
05007000084,05,007,000084,409.11,196.61,13.9,394.21,206.54,12.91,391.23,215.48,12.91,382.3,214.48,15.89,444.85,160.86,445.85,156.89,374.35,223.42,16.88
05007000085,05,007,000085,439.57,95.29,8.89,428.74,103.18,12.78,428.82,105.05,11.79,415,113.96,15.72,443.48,98.24,445.55,91.32,411.11,111.98,19.63
05007000086,05,007,000086,607.99,111.83,26.73,575.38,136.54,29.69,558.58,138.52,44.51,545.72,151.39,39.56,586.27,140.5,608,118.78,536.8,159.29,37.6
05007000087,05,007,000087,318.41,86.02,8.74,306.33,94.75,11.22,301.35,99.64,10.39,302.73,95.26,12.63,318.11,88.19,324.9,79.49,297.04,102.96,10.24
05007000088,05,007,000088,493.98,210.43,13.26,474.15,225.16,16,463.98,229.95,21.39,454.54,244.21,13.52,520.32,180.51,520.19,173.08,446.46,229.69,29.69
05007000089,05,007,000089,263,207,18,258,214,14,263,208,13,252,214,17,309,163,318,156,249,213,20
05007000090,05,007,000090,239.05,174.44,18.46,227.05,186.44,14.77,227.05,183.67,18.46,230.74,183.67,17.54,255.66,162.44,256.58,157.83,221.51,186.44,19.38
05007000091,05,007,000091,386.43,114.87,7.28,374.44,124.88,7.31,369.74,122.27,12.61,358.32,132.75,14.46,381.62,115.03,393.34,101.93,356.78,131.75,15.57
05007000092,05,007,000092,318.11,364.07,18.95,307.48,370.12,22.1,298.22,370.13,30.15,288.27,376.6,32.44,354.99,325.22,368.13,307.56,286.57,377.43,33.25
05007000093,05,007,000093,377,154,14,369,160,14,356,169,20,359,163,18,399,135,399,132,347,171,16
05007000094,05,007,000094,312,166,11,299,172,16,285,185,16,284,189,13,312,158,343,131,283,178,17
05007000095,05,007,000095,473.37,90.41,22.19,460.23,102.49,18.17,459.21,100.57,27.16,454.07,110.59,15.23,484.54,97.29,479.64,101.2,445.04,111.6,23.27
05007000096,05,007,000096,553.74,122.4,16.78,541.89,129.3,14.81,539.92,136.21,13.82,528.08,138.19,19.74,568.55,112.52,577.43,104.63,525.11,139.18,23.69
05007000097,05,007,000097,376.36,154.18,12.98,365.14,164.51,13.79,372.73,153.17,13.7,362.74,170.91,8.71,391.04,136.26,398.94,126.31,365.26,167.42,11.91
05007000098,05,007,000098,192.83,57.86,2.29,183.19,61.16,6.52,185.79,58.46,7.59,178.46,60.71,8.54,195.79,43.65,199.12,42.22,176.54,64.39,4.6
05007000099,05,007,000099,617,275,21,589,282,37,590,289,32,571,306,31,663,233,669,218,564,298,44
05007000100,05,007,000100,373,184,21,369,193,14,357,195,26,355,197,22,410,158,406,156,345,204,23
05007000101,05,007,000101,249.03,70.43,10.66,232.65,78.65,13.11,225.4,89.15,12.31,217.99,93.32,14.72,243.31,76.18,240.1,76.96,217.16,92.48,14.75
05007000102,05,007,000102,369,149,17,351,160,22,346,164,22,345,168,18,372,144,383,128,332,167,31
05007000103,05,007,000103,364,165,13,359,169,16,347,174,20,339,182,19,380,147,383,138,334,181,23
05007000104,05,007,000104,260,156,10,245,164,15,246,160,17,238,168,16,284,130,293,121,228,175,16
05007000105,05,007,000105,540,265,10,510,279,19,498,290,21,497,292,18,561,231,573,211,498,281,22
05007000106,05,007,000106,508,195,8,490,204,9,481,212,12,473,217,12,541,145,548,138,466,214,14
05007000107,05,007,000107,698.78,232.71,13.09,671.09,252.32,18.13,644.08,264.54,31.9,651.02,264.57,23.9,736,197.43,751.17,176.37,647.72,259.76,26.02
05007000108,05,007,000108,309.6,209.94,20.11,307.51,212.99,14.14,294.5,213.99,24.15,291.49,229.03,15.11,332.71,190.89,339.77,180.82,293.47,217.98,21.15
05007000109,05,007,000109,693.43,161.37,24.56,661.44,180.71,33.73,634.19,188.59,51.94,639.31,188.25,41,689.79,172.63,699.25,160.31,619.65,204.28,39.79
05007000110,05,007,000110,417,154,9,395,171,12,380,180,15,387,180,10,423,140,436,123,386,172,12
05007000111,05,007,000111,443.16,191.67,9.91,420.83,203.3,17.93,414.96,206.29,21.95,401.2,214.06,20.6,459.26,168.33,466.49,159.03,396.32,207.03,25.01
05007000112,05,007,000112,718.29,206.52,21.11,694.17,220.61,24.1,692.15,227.66,22.12,686.07,231.67,20.13,742.56,179.26,742.58,175.22,669.02,228.72,31.14
05007000113,05,007,000113,299,169,17,275,182,22,271,193,17,269,190,19,315,148,319,139,262,190,23
05007000114,05,007,000114,445.35,126.57,4.98,429.4,141.51,6.98,416.45,140.52,17.94,413.47,150.47,12.95,451.34,112.6,449.35,114.6,406.5,153.46,11.96
05007000115,05,007,000115,325.43,224.8,15.08,311.18,234.92,19.15,295.11,248.93,22.2,286.97,254.06,20.16,350.72,200.4,363.83,186.25,296.94,238,26.2
05007000116,05,007,000116,298,215,18,283,234,14,285,220,25,274,233,23,321,194,336,178,269,233,25
05007000117,05,007,000117,418.6,137.87,14.99,400.62,153.85,13.99,400.62,143.86,24.98,388.63,160.85,17.98,434.59,123.88,444.58,114.89,391.63,147.86,25.98
05009000001,05,009,000001,634.92,216.17,37.04,621.92,220.17,38.04,617.93,233.16,34.04,614.9,232.19,35.03,679.92,189.2,674.96,196.16,595.91,240.18,45.03
05009000002,05,009,000002,1049.18,341.73,32.88,1039.22,340.73,36.86,1029.26,362.65,30.88,1004.36,381.57,29.89,1132.87,268,1116.93,279.96,994.39,378.59,40.85
05009000003,05,009,000003,529.36,174.47,37.86,533.31,169.63,36.72,519.43,187.4,29.85,509.55,189.52,36.64,564.21,164.44,566.21,162.42,503.41,192.5,38.79
05009000004,05,009,000004,820.38,194.18,26.25,797.81,213.94,22.1,795.71,226.8,14.24,771,242.78,24.93,860.48,165.25,847.73,177.95,769.71,236.93,29.11
05009000005,05,009,000005,855.64,190.01,36.65,854.26,200.03,24.04,848.23,202.41,26.77,836.94,219.17,20.32,898.29,167.25,895.02,166.58,826.46,218.03,31.92
05009000006,05,009,000006,859.05,120.01,34.97,857,130.03,23,851.01,138.04,20,844.04,141.03,24.98,883.02,116.01,882,119.04,849.97,134.07,24.01
05009000007,05,009,000007,760,189,38,774,184,25,777,190,20,771,198,17,820,153,820,149,751,202,28
05009000008,05,009,000008,952.55,276.57,42.16,961.5,274.61,32.14,964.5,265.66,32.12,953.33,290.81,22.11,1012.05,235.15,1019.99,227.19,939.29,282.79,41.15
05009000009,05,009,000009,824.37,195.73,39.14,819.38,201.75,37.08,820.34,194.8,39.08,803.33,219.81,34.06,846.57,199.58,863.54,181.61,797.24,218.84,37.12
05009000010,05,009,000010,913.47,142.93,38.15,907.34,149.03,41.11,911.3,163.07,20.16,900.33,167.1,25.12,945.56,141.85,934.57,151.88,900.16,168.18,27.18
05009000011,05,009,000011,638.5,105.46,16.89,626.68,108.4,22.82,621.63,119.34,18.85,621.61,124.34,14.88,646.43,102.53,641.53,110.37,614.71,121.3,24.82
05009000012,05,009,000012,188.61,61.56,6.94,189.57,65.52,3.99,182.63,70.48,3.99,180.62,73.48,4.99,189.6,64.53,190.56,62.58,178.67,71.47,6.97
05011000001,05,011,000001,153.17,223.58,13.29,133.48,238.56,18,129.31,248.62,20.04,127.74,250.06,14.13,151.93,195.3,153.07,192.18,112.9,264.94,17.06
05011000002,05,011,000002,286,159,13.57,274.36,165.78,16.48,265.64,180.32,10.66,266.61,182.26,9.69,301.51,139.61,313.14,127,240.43,202.62,12.6
05011000003,05,011,000003,226.28,224.54,14.61,214.5,236.7,16.14,207.4,252.67,7.39,202.21,247.95,14.15,232.13,201.77,237.89,190.37,191.09,261.85,9.42
05011000004,05,011,000004,448.72,63.46,15.82,452.14,68.52,5.38,448.96,70,9.95,444.18,75.79,5.16,446.36,65.63,441.97,77.63,416.48,98.52,10.98
05011000005,05,011,000005,223.48,28.53,7.71,226.17,30.52,3.04,222.29,33.49,4,210.83,42.06,4.94,218.6,37.93,221.5,35.02,211.67,42.22,3.98
05011000006,05,011,000006,33.93,9.98,1,30.94,10.98,2,30.94,11.98,2,28.94,10.98,3.99,31.94,10.98,30.94,12.97,27.95,14.97,1
05011000007,05,011,000007,75.44,30.1,8.06,78.56,29.99,5.07,76.43,38.14,1.05,75.41,37.14,2.09,78.6,25.93,76.64,27.89,72.33,40.17,2.13
05011000008,05,011,000008,85,5,1,85,5,1,80,10,0,81,9,1,83,8,83,7,77,12,2
05011000009,05,011,000009,44.34,23.48,0.05,43.37,20.49,4.01,44.34,25.58,1.99,44.26,24.58,1.02,46.28,21.64,46.26,21.61,42.37,27.45,1.07
05011000010,05,011,000010,135.66,21.52,1.95,136.63,21.51,0.99,135.66,25.42,0.01,132.74,25.42,0.98,133.72,27.36,132.74,26.39,136.63,20.55,2.93
05011000011,05,011,000011,40.66,11.9,0.99,41.65,9.92,1.98,38.68,13.88,0.99,40.66,12.89,0,42.65,10.91,44.63,8.93,34.71,15.87,0.99
05011000012,05,011,000012,54.52,31.09,2.03,54.36,29.23,2.97,46.45,34.11,6.94,51.24,34.2,1.08,47.56,27.07,51.36,22.22,45.46,38.97,2.05
05011000013,05,011,000013,59.19,32.46,0,56.32,31.5,3.82,58.23,31.5,2.86,59.19,32.46,0.95,57.28,22.91,59.19,21,57.28,33.41,1.91
05011000014,05,011,000014,43.56,3.4,0.05,43.63,2.37,1.03,42.48,3.47,1.01,41.52,3.45,1.97,40.75,6.16,41.71,5.15,41.43,4.55,0.98
05013000100,05,013,000100,65.09,3.23,0,64.85,3.48,0,64.02,3.48,0,64.36,3.97,0,64.02,4.31,65.09,3.23,64.02,4.31,0
05013000110,05,013,000110,68.79,56.16,0,63.8,60.15,1,59.72,64.14,0,59.8,65.14,0,73.7,46.25,72.78,46.17,55.73,67.22,2
05013000200,05,013,000200,86.21,20.05,4,85.21,23.05,3,90.19,20.05,0,82.21,27.05,1,89.19,22.07,91.21,19.05,80.19,27.07,3
05013000201,05,013,000201,13.66,2.35,0,12.9,3.11,0,12.89,3.11,0,11.39,4.62,0,12.92,3.09,13.67,2.33,12.89,3.12,0
05013000300,05,013,000300,40.54,13.84,2.97,48.45,8.9,0,44.49,9.89,0.99,45.48,9.89,0.99,45.48,8.9,46.47,7.91,42.52,12.85,0
05013000301,05,013,000301,76,8,1,77,8,2,76,8,3,77,8,2,76,10,79,8,75,10,2
05013000310,05,013,000310,15.46,7.16,1.03,16.55,6.1,1,14.51,7.11,2.01,14.52,8.11,1.01,18.52,5.1,17.53,5.09,13.48,9.15,1
05013000320,05,013,000320,58,6,0,52,9,1,50,12,1,49,11,3,55,7,56,6,46,15,2
05013000400,05,013,000400,83,28,2,75,33,2,74,38,1,70,41,1,84,24,87,20,73,36,2
05013000401,05,013,000401,10,5,0,11,4,0,11,4,0,11,4,0,12,3,12,3,10,5,0
05013000410,05,013,000410,61,34,3,60,35,3,55,36,7,60,36,2,68,27,67,27,60,34,3
05013000500,05,013,000500,219.38,48.44,4.29,214.42,50.8,4.73,208.25,60.35,2.32,201.46,66.58,2.74,222.85,46.35,217.34,52.98,202.82,66.61,2.35
05013000600,05,013,000600,154.33,42.91,4.41,154.44,38.88,6.29,147.24,47.01,7.4,145.14,47.17,8.25,164.84,30.76,142.71,55.8,144.92,46.26,9.39
05013000700,05,013,000700,101,19,1,100,20,1,98,20,2,97,22,1,105,13,101,17,95,22,1
05013000701,05,013,000701,25,2,0,24,2,1,24,2,1,24,2,1,24,3,25,2,23,3,1
05013000702,05,013,000702,22,1,1,20,3,1,20,3,1,18,5,1,21,3,21,3,19,4,1
05013000800,05,013,000800,2.62,0,0,2.62,0,0,2.62,0,0,2.62,0,0,2.62,0,2.62,0,2.62,0,0
05013000810,05,013,000810,155.79,38.95,1.73,143.67,47.6,4.33,142.81,51.06,1.73,131.56,58.85,4.33,159.25,32.02,155.79,36.35,140.21,52.8,1.73
05013000900,05,013,000900,15,1,0,16,0,0,15,0,0,15,0,0,15,0,15,0,15,0,0
05013000910,05,013,000910,70.38,88,7,69.38,87,7,65.38,93,4,66.38,91,6,83.38,67,86.38,66,61.38,97,6
05015000001,05,015,000001,442.59,150.8,17.96,428.44,164.41,19.05,426.26,166.04,17.42,418.64,169.31,21.78,460.56,138.82,466,130.65,407.75,176.38,22.86
05015000002,05,015,000002,370.41,126.2,15.04,358.56,137.59,15.95,356.74,138.96,14.58,350.36,141.69,18.22,385.44,116.18,390,109.35,341.25,147.62,19.14
05015000003,05,015,000003,14.43,3.43,0.33,13.9,3.74,0.49,13.72,3.9,0.52,13.45,4.15,0.46,14.78,3.21,14.95,2.97,13.35,4.28,0.49
05015000004,05,015,000004,394.88,104.84,9.42,376.05,112.37,16.95,371.02,119.28,15.07,363.49,124.93,15.07,401.16,99.82,406.81,92.91,360.98,126.81,17.58
05015000005,05,015,000005,71.37,18.95,1.7,67.96,20.31,3.06,67.06,21.56,2.72,65.69,22.58,2.72,72.5,18.04,73.52,16.79,65.24,22.92,3.18
05015000006,05,015,000006,97.89,209.56,9.01,93.7,209.57,11.91,89.2,213.43,13.2,87.91,216.97,11.27,116.88,191.86,121.39,187.35,85.98,214.71,13.84
05015000007,05,015,000007,160.25,320.02,13.92,153.65,320.53,18.09,146.71,326.27,20.21,144.78,331.44,17.39,189.25,292.8,196.11,285.7,142.2,327.62,21.29
05015000008,05,015,000008,60.06,128.48,5.53,57.5,128.48,7.3,54.73,130.85,8.09,53.94,133.02,6.91,71.71,117.62,74.47,114.86,52.76,131.64,8.49
05015000009,05,015,000009,510.65,487.55,24.82,495.04,500.61,25.41,483.22,505.79,32.11,480.51,508.44,31.15,554.29,441.82,563.92,426.52,484.98,494.02,36.29
05015000010,05,015,000010,169.78,47.81,5.04,162.73,53.35,7.05,161.73,53.85,7.55,157.21,57.87,7.04,177.33,43.79,181.34,40.28,152.15,63.42,7.05
05015000011,05,015,000011,165.46,46.64,4.91,158.58,52.04,6.87,157.6,52.53,7.36,153.18,56.46,6.87,172.82,42.71,176.75,39.28,148.27,61.86,6.87
05015000012,05,015,000012,88.71,19.52,3.02,85.54,21.74,3.17,86.65,21.9,2.54,85.22,22.69,2.38,92.52,17.3,92.36,17.77,80.94,26.34,3.02
05015000013,05,015,000013,96.71,21.42,3.28,93.24,23.86,3.47,94.41,24.04,2.8,92.83,24.94,2.63,100.87,19,100.75,19.46,88.2,28.9,3.3
05015000014,05,015,000014,153.01,26.8,7.07,145.86,35.86,7.13,143.83,34.91,9.12,138.77,40.96,8.12,148.06,38.76,158.11,29.71,134.75,43.98,8.13
05015000015,05,015,000015,148.56,143.54,6.18,144.25,144.24,9.78,143.69,144.74,8.93,141.29,146.77,9.12,155.48,136.06,155.42,136.06,140.13,144.58,13.39
05015000016,05,015,000016,125.39,33.48,2.99,119.51,35.82,5.34,117.93,38,4.75,115.47,39.84,4.75,127.48,31.76,129.28,29.58,114.68,40.44,5.56
05015000017,05,015,000017,189.31,34.72,7.44,187.98,36.96,4.45,184.04,37.97,9.43,183.74,41.17,5.47,190.87,38.38,192.68,36.6,180.31,41.5,6.56
05015000018,05,015,000018,116.62,25.66,3.96,112.45,28.58,4.17,113.91,28.79,3.34,112.03,29.83,3.13,121.63,22.74,121.42,23.37,106.4,34.63,3.96
05015000019,05,015,000019,75.57,14.45,1.06,76.4,14.62,0.06,73.4,15.67,2,71.07,17.89,1.06,77.73,10.29,77.62,10.4,72.12,18.89,0
05015000020,05,015,000020,729.68,443.95,18.99,695.32,468.37,28.93,687.18,475.6,30.74,666.38,490.97,33.45,759.51,405.98,758.61,405.98,663.67,487.36,38.88
05015000021,05,015,000021,210.44,102.48,8.31,211.19,102.88,9.22,199.05,111.83,10.43,206.7,106.15,10.36,222.18,96.85,230.21,88.69,200.63,110.37,10.19
05015000022,05,015,000022,50.7,21.8,1.19,52.68,20.31,0.57,52.51,20.55,0.51,48.78,23.35,0.51,55.26,15.54,56.32,15.31,48.69,23.41,1.46
05015000023,05,015,000023,252.31,55.25,8.59,243.4,61.5,9.05,246.54,62,7.19,242.48,64.24,6.78,263.1,49.03,262.61,50.41,230.47,74.47,8.56
05015000024,05,015,000024,166.97,20.87,0.99,165.97,19.88,3.98,162.99,22.86,3.98,160.01,25.84,2.98,169.95,19.88,170.94,18.88,156.03,25.84,6.96
05015000025,05,015,000025,117.24,35.35,1.17,110.8,41.75,1.2,108.78,41.91,3.05,104.99,47.43,0.2,120.65,30.96,124.4,28.2,106.1,43.46,3.07
05015000026,05,015,000026,82.49,24.36,3.95,81.86,25.1,3.83,80.9,25.1,4.8,76.63,28.31,5.75,87.83,20.73,84.11,24.55,75.67,28.31,6.82
05015000027,05,015,000027,102.88,89.49,4.18,92.84,94.51,8.36,88.66,101.2,5.85,92,100.37,4.18,99.53,92,104.55,89.49,93.68,97.02,6.69
05015000028,05,015,000028,37.5,6.52,0.82,35.05,8.97,0.82,35.05,9.78,0,30.16,13.04,0.82,39.94,4.08,38.31,5.71,30.98,13.04,0
05015000029,05,015,000029,322.74,56.16,6.84,319.57,64.88,4.09,315.67,64.04,9.8,309.81,71.77,5.97,337.18,49.39,339.18,44.5,306.9,77.54,3.15
05015000030,05,015,000030,125.07,11.14,1.01,120.07,15.13,1.03,117.05,20.15,0.03,118.03,15.17,2.02,124.09,11.13,122.1,16.13,120,18.17,0.04
05015000031,05,015,000031,117.02,111.68,4.11,111.91,115.73,3.19,110.79,114.88,4.17,104.95,116.83,7.09,129.97,92.82,129.11,91.72,105.97,119.67,2.24
05017000101,05,017,000101,47.33,95.1,1.39,42.77,99.41,2.38,42.88,99.55,1.64,40.56,102.38,2.15,57.53,81.58,56.66,80.8,37.9,102.98,2.66
05017000102,05,017,000102,78.97,190.16,2.6,69.62,198.99,4.68,70.14,198.99,3.12,65.46,204.71,4.16,98.72,163.66,97.16,162.1,60.27,205.75,5.2
05017000103,05,017,000103,211.69,183.77,15.05,203.7,189.76,12.04,205.63,192.82,11.05,196.62,200.83,7.05,242.9,152.54,254.86,138.54,194.58,202.87,12.05
05017000104,05,017,000104,724.77,227.17,10.03,722.53,229.1,8.95,710.9,240.98,10.22,706.87,245.36,10.73,773.73,173.96,765.17,172.35,695.64,252.77,11.22
05017000201,05,017,000201,40,95,0,32,104,0,32,102,1,28,110,0,50,80,54,73,27,108,2
05017000202,05,017,000202,36,142,2,26,152,3,28,149,5,27,155,3,39,130,39,128,29,150,4
05017000203,05,017,000203,14,147,7,7,154,7,6,158,5,9,159,2,31,125,33,126,8,157,1
05017000204,05,017,000204,16.32,154.44,1.98,7.4,163.35,1.98,10.36,160.39,1.98,13.32,159.4,1,32.14,123.75,29.18,125.73,7.38,165.34,1
05017000205,05,017,000205,218.91,102.36,2.95,211.97,105.39,1.98,209.08,109.26,1,207.16,106.32,3.92,223.98,81.5,222.97,83.48,201.23,110.3,5.87
05017000301,05,017,000301,39.36,153.38,2.02,25.55,168.24,1.99,27.54,167.22,2.02,21.49,171.28,1.99,40.54,144.27,44.48,139.3,22.49,166.35,3.97
05017000302,05,017,000302,73.65,197.04,5.1,61.4,210.27,1.06,61.25,209.44,3.04,54.3,217.39,5.02,82.67,183.78,85.73,175.69,48.09,219.52,6.06
05017000303,05,017,000303,72.2,132.49,4.25,61.16,142.69,2.55,54.36,150.33,1.7,56.91,147.78,0.85,73.05,121.45,75.59,117.21,47.57,153.73,2.55
05017000304,05,017,000304,65.23,37.47,1.65,66.33,38.19,0.42,65.25,38.39,1.28,62.69,40.96,0.16,71.22,29.79,70.66,29.11,61.21,42.83,0.44
05019000AW1,05,019,000AW1,128,96,6,113,108,8,105,119,5,99,123,7,146,76,153,69,103,117,7
05019000AW2,05,019,000AW2,269.25,296.17,5.98,247.31,314.12,10.97,243.32,322.1,6.98,233.35,329.08,10.97,290.19,272.24,306.14,254.29,232.35,328.08,12.96
05019000AW3,05,019,000AW3,208.06,210.02,19,200.06,222.02,13,176.06,240.02,16,171.06,249.02,13,250.06,171.02,264.06,159.02,175.05,250.03,10
05019000AW4,05,019,000AW4,215,455,14,210,467,16,193,483,16,177,501,12,267,401,279,385,178,501,13
05019000AW5,05,019,000AW5,498.32,322.7,11.26,468.71,351.56,12.99,426.81,391.27,12.24,416.12,398.09,19.05,506.99,310.56,535.96,277.66,422.7,384.53,18.13
05019000GW1,05,019,000GW1,32.65,26.37,1.26,31.4,27,1.38,30.89,28.01,1.88,29.51,29.51,1.51,34.28,25.12,36.67,22.48,29.51,29.76,1.51
05019000GW2,05,019,000GW2,134.01,108.24,5.15,128.85,110.81,5.67,126.79,114.94,7.73,121.12,121.12,6.18,140.71,103.08,150.5,92.26,121.12,122.15,6.18
05019000GW3,05,019,000GW3,53.75,42.27,2.08,51.86,43.25,2.21,50.98,44.85,3.05,48.7,47.36,2.42,56.42,40.28,60.17,36.13,48.74,47.72,2.44
05019000GW4,05,019,000GW4,25.76,20.8,0.99,24.77,21.3,1.09,24.37,22.09,1.49,23.28,23.28,1.19,27.04,19.81,28.93,17.73,23.28,23.48,1.19
05019000GW5,05,019,000GW5,15.81,12.26,0.58,15.26,12.57,0.63,15.01,13.02,0.88,14.42,13.67,0.71,16.58,11.7,17.7,10.45,14.4,13.78,0.72
0501900AMC1,05,019,00AMC1,122.44,22.89,5.97,120.46,21.91,6.95,119.45,26.88,4.97,111.51,29.87,8.93,120.48,27.85,127.43,21.88,110.52,33.83,5.95
0501900CEN1,05,019,00CEN1,309.89,104.4,6.02,309.89,106.4,5.02,290.85,120.44,8.01,283.84,126.46,12.02,330.92,86.36,335.92,79.35,291.84,124.46,6.01
0501900CRT1,05,019,00CRT1,157,71.27,2.89,157.96,71.27,2.89,151.22,78.02,1.93,148.33,80.91,2.89,162.77,64.53,163.74,62.61,149.29,80.91,1.93
0501900CVW1,05,019,00CVW1,53.9,34.3,1.34,54.34,33.41,2.23,53.9,36.08,0.45,51.22,36.97,2.23,60.13,28.95,64.59,24.94,51.67,36.97,1.78
0501900CVW2,05,019,00CVW2,36.3,18.75,0.8,36.37,18.63,1.02,35.78,19.97,0.45,34.21,20.87,1.12,39.25,15.84,41.33,13.94,34.22,20.97,0.98
0501900CVW3,05,019,00CVW3,31.79,20.02,0.78,32.04,19.51,1.29,31.77,21.07,0.27,30.2,21.61,1.3,35.41,16.9,37.99,14.57,30.45,21.61,1.04
0501900ECO1,05,019,00ECO1,228.43,200.74,9.89,218.54,215.57,6.92,207.66,224.47,6.92,196.78,234.36,6.92,247.21,177,257.1,162.17,194.8,227.44,15.82
0501900GDG1,05,019,00GDG1,150.26,47.51,1.94,153.17,50.42,0.97,150.26,49.45,3.88,155.11,44.61,3.88,156.08,48.48,161.9,39.75,152.2,44.61,4.85
0501900GMS1,05,019,00GMS1,33.63,16.92,0.63,33.84,16.71,0.42,31.72,17.77,1.48,31.51,19.46,0.21,36.17,13.75,36.38,13.75,31.94,18.82,0.42
0501900GSO1,05,019,00GSO1,126.13,63.91,2.38,126.85,63.17,1.61,118.96,67.14,5.54,118.14,73.46,0.82,135.65,52.02,136.48,51.97,119.71,71.1,1.61
0501900HWD1,05,019,00HWD1,116.71,26.71,2.97,116.71,28.68,0.99,107.81,33.63,3.96,109.79,34.62,1.98,116.71,24.73,117.7,25.72,107.81,34.62,3.96
0501900NCO1,05,019,00NCO1,277.98,51.17,11.59,277.96,56.93,5.83,273.13,62.74,5.81,265.38,71.42,5.85,292.37,50.25,299.16,40.59,265.37,71.45,3.9
0501900NEC1,05,019,00NEC1,413.49,149.24,7.72,410.35,155.83,4.4,398.69,164.44,7.51,384.38,179.11,7.2,427.79,127.06,437.54,117.34,380.15,181.53,7.96
0501900OKC1,05,019,00OKC1,34,22,1,33,24,1,31,25,1,30,24,2,36,20,31,25,31,25,1
0501900SCO1,05,019,00SCO1,132.07,45.36,5.82,136.81,45.39,1.98,131.99,46.39,4.89,126.16,54.14,2.95,137.9,44.34,138.01,44.22,128.08,52.23,3.91
0501900WCO1,05,019,00WCO1,143.74,114.18,3.05,148.81,108.25,3.02,142.74,116.23,4.1,140.86,115.11,5.1,156.88,93.21,157.03,97.99,139.79,116.11,5.12
0501900WHS1,05,019,00WHS1,12.07,2.02,0,12.07,2.02,0,12.07,2.02,0,12.07,2.03,0,13.07,1.02,13.07,1.02,12.07,2.03,0
05021000001,05,021,000001,676.01,163,27,617.01,213,29,608.01,227,25,616.01,218,28,681.01,167,685.01,158,557.01,269,30
05021000002,05,021,000002,354.99,111,15,330.99,124,18,321.99,133,18,320.99,135,19,371.99,97,366.99,98,296.99,155,22
05021000003,05,021,000003,202.9,75.22,4.95,190.04,87.1,3.96,185.09,92.05,5.94,190.04,86.11,3.96,204.88,72.25,206.86,69.28,183.11,97,2.97
05021000004,05,021,000004,235,83,8,224,100,4,217,105,4,221,98,8,249,71,246,75,202,119,5
05021000005,05,021,000005,90.41,18.09,4.02,92.39,20.12,1.01,89.39,19.11,4.02,91.38,19.12,3.02,90.42,21.1,92.43,20.08,84.34,24.14,3.03
05021000006,05,021,000006,134,17,8,132,21,6,130,24,5,131,20,8,139,19,140,18,123,31,5
05021000007,05,021,000007,66,10,3,67,11,1,67,12,1,66,12,2,68,10,64,14,61,17,2
05021000008,05,021,000008,37,7,1,33,12,0,31,14,0,32,13,0,37,7,33,10,30,15,0
05021000009,05,021,000009,135,18,5,120,33,3,118,36,2,118,36,4,132,20,129,21,110,41,5
05021000010,05,021,000010,79,13,2,76,17,1,75,17,2,73,19,1,80,13,82,12,69,22,2
05021000011,05,021,000011,130,33,5,130,34,3,123,38,5,126,35,6,136,29,136,29,125,39,5
05021000012,05,021,000012,79.12,25.71,1.98,73.18,29.67,1.98,75.16,26.7,2.97,74.17,28.68,1.98,78.13,23.73,82.08,19.78,69.23,33.62,0.99
05021000013,05,021,000013,44,14,4,38,21,3,38,22,3,39,22,2,46,13,41,17,36,24,3
05021000014,05,021,000014,41,10,2,37,12,4,34,16,3,35,17,1,37,16,41,11,30,18,5
05021000015,05,021,000015,30,6,3,29,10,0,27,11,1,31,7,1,31,7,29,9,24,13,1
05021000016,05,021,000016,470.59,98.91,22.98,440.61,135.88,13.99,451.61,123.89,18.98,438.62,133.88,21.98,477.58,110.9,495.57,88.92,393.66,164.86,30.97
05021000017,05,021,000017,410,78,15,382,110,6,389,101,10,378,113,7,407,86,430,61,344,134,14
