GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREACAR,G20PREOMYE,G20PRESLAR,G20PREIWES,G20PREICOL,G20PREIPIE,G20PREIGAM,G20PREIFUE,G20USSRCOT,G20USSDHAR
05071000HOW,05,071,000HOW,437.42,110.48,3.18,2.98,0.07,0.99,0,0,2.05,3.05,0.13,0.07,0.99,429.4,124.92
05071000LEE,05,071,000LEE,129,22,2,0,1,0,0,0,1,2,0,0,1,132,25
05071000LOW,05,071,000LOW,35,4,0,0,0,0,0,0,0,0,0,0,0,32,4
05071000MCK,05,071,000MCK,250.99,47.53,2.95,0.04,0.93,0.03,0.03,0.02,0.97,0.97,1.86,0.94,0.01,250,55.36
05071000MUL,05,071,000MUL,32,10,1,0,0,0,0,0,0,0,0,0,0,34,8
05071000PER,05,071,000PER,283.09,65.93,1.06,0.98,0,0,0,0,0.98,1.96,1.01,0.98,0.98,289.84,66.08
05071000PIT,05,071,000PIT,721.6,145.34,10.06,3.01,3.01,0.01,0,1.02,5.01,1.02,0.02,0,1.01,718.73,162.34
05071000PRA,05,071,000PRA,157.63,34.9,1.91,2.85,0.97,0,0,0.01,1.91,0.05,0.95,0.03,0.01,155.94,40.55
05071000RED,05,071,000RED,501,95,1,1,1,0,1,0,2,1,1,0,1,501,101
05071000SHE,05,071,000SHE,134,34,1,0,1,0,0,0,1,0,1,0,0,136,35
05071000SP1,05,071,000SP1,977.04,614.04,17.06,5.06,2.1,4.95,0,3.01,4.96,3.07,4.1,0.98,3.01,1053.1,567.23
05071000SP2,05,071,000SP2,423.36,218.34,9.88,1.99,0.99,0.99,0,2.96,1.99,3.95,2.97,0,1.97,444.08,217.38
05071000SP3,05,071,000SP3,654.13,291.25,10.01,3,3.92,1.05,0,1.99,0.08,3.94,4.93,0.02,1.99,666.1,301.16
05071000SP4,05,071,000SP4,591,203,9,2,2,0,1,1,3,3,2,0,2,603,208
05071000STO,05,071,000STO,121,28,3,0,0,1,0,0,0,1,0,0,0,119,35
05071000WAR,05,071,000WAR,242.41,56.4,4.95,1.98,0,1.98,0,0,0.99,0.99,0.99,0.99,0,243.4,64.31
0507100KING,05,071,00KING,423,106,4,0,1,0,0,0,1,2,0,1,2,419,117
05073000005,05,073,000005,93.52,179.32,0,3.03,1,0,1,5,2.06,3,1,1,0,117.68,142.22
05073000010,05,073,000010,28.84,32.81,0,0,0,0,0,0,0,0,0,0,0.99,32.81,28.84
05073000015,05,073,000015,6,31,1,0,0,0,0,0,1,0,0,0,0,9,25
05073000020,05,073,000020,45,26,0,0,0,0,0,0,1,0,0,0,0,48,21
05073000025,05,073,000025,17.87,71.09,1.03,0,0,0,0,2,2,2,0,0,1,25.85,60.13
05073000030,05,073,000030,130.18,139.01,0,0,0,0,0,2,3,4,3,0,1,143.18,120.01
05073000035,05,073,000035,2.29,14.02,0,0,0,0,0,0,0,0,0,0,0,4.29,8.02
05073000040,05,073,000040,54.37,27.68,0,0,0.99,0,0,0,0,0,0,0,0,52.4,26.69
05073000045,05,073,000045,71.27,65.07,2,0,1.01,0,0,3,5,2,1,0,0,82.28,53.07
05073000050,05,073,000050,58.82,40.48,0,0,1,0,1,0,2.05,0.05,1,0,0,65.66,32.38
05073000055,05,073,000055,21.11,20.48,0.93,0.93,0,0,0,0,0,0,0.93,0,0,22.97,18.6
05073000060,05,073,000060,208.82,22.51,0,0,0,0,0,0,0.78,0.78,0,0,0,206.49,20.96
05073000065,05,073,000065,111.14,33.01,0.04,0,0,0,0.97,0.02,0.95,0.02,0,0,0.95,110.2,31.01
05073000070,05,073,000070,50,8,1,0,0,0,0,0,0,0,0,0,0,50,7
05073000075,05,073,000075,28,1,0,0,0,0,0,0,0,0,0,0,0,27,2
05073000080,05,073,000080,110.41,16.36,0,0,0,0,0,0,0.01,0,0,0,1.01,110.45,13.3
05073000085,05,073,000085,38.77,27.72,0,0,0,0,0,0,0.92,0,0,0,0,41.54,21.25
05073000090,05,073,000090,89.81,5.22,0,0,0,0,0,0,0.01,0.01,0,0,0,89.79,5.2
05073000095,05,073,000095,129.35,21.24,0,0,0,0,0,0,0,0,0,0,0,132.24,16.41
05073000100,05,073,000100,241.91,12.64,0,0,0,0,0,0,0,1,0,0,0,239,13.5
05073000105,05,073,000105,53.48,12.68,0,0.97,0,0,0,0,1.94,0,0,0,0,59.32,8.78
05073000110,05,073,000110,54.13,5.91,1.97,0,0,0,0,0,0,0,0,0,0,53.15,7.87
05073000115,05,073,000115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05073000120,05,073,000120,3.25,2.06,0,0,0,0,0,0,0,0,0,0,0,3.26,2.05
05073000125,05,073,000125,60.73,14.93,1,0,1.99,0,0,0,1,0,0,0,0,61.72,14.93
05075000001,05,075,000001,104.03,11.03,0.79,0,0,0,1.58,0,0,1.58,0,0,0,110.34,8.67
05075000002,05,075,000002,59.77,14.94,1.99,0,0,0,1,0,0,0,0,0,0,65.74,12.95
05075000003,05,075,000003,176.06,37.8,0.99,0,0,0.99,0,0,0,3.98,0.99,0,0.99,180.03,37.8
05075000004,05,075,000004,344.65,64.52,2.98,0.99,5.96,0.04,0,0,0,2.98,0.99,0,0,364.46,54.68
05075000005,05,075,000005,235.76,70.28,1.03,2,3.99,2,0,0,1,0.01,2,0,0,244.8,70.27
05075000006,05,075,000006,164.57,39.84,1.73,0,0.87,0,0,0,0.87,5.2,0.87,0.87,0,172.36,38.98
05075000007,05,075,000007,191.08,41.96,1.03,0.99,0.99,0.01,0.99,0.99,0.01,2.98,0.99,0,0,200.03,38.98
05075000008,05,075,000008,50.18,9.48,0.3,0.08,0.85,0.04,0.04,0,0.16,0.21,0.04,0.04,0.04,51.83,9.15
05075000009,05,075,000009,403.65,125.03,6.77,0.97,1.98,0.96,0.96,0,2.92,2.93,0.98,0.96,0.96,423.05,116.31
05075000010,05,075,000010,426.43,117.16,4.27,0,7.13,1,0,0,2.13,6.8,1.13,0.13,1,451.64,105.02
05075000011,05,075,000011,243.16,82.76,6.94,1.01,0.02,0.99,0.01,0.01,0.99,2.01,0.02,0,0,254.17,81.74
05075000012,05,075,000012,428.47,121.89,5.99,1.08,2.16,0,0,0,5.05,7.12,1.98,0,0,448.66,112.02
05075000013,05,075,000013,314.69,52.14,4.01,0,3,0,0,0,0.01,4,0,1,0.01,317.7,58.15
05075000014,05,075,000014,42,15,0,0,1,0,0,1,0,1,0,0,0,49,12
05075000015,05,075,000015,109.49,42.68,2.03,0.01,6.04,1.01,1,0,2,1.04,0.01,0,0.01,127.65,33.61
05075000016,05,075,000016,98,12,2,0,0,0,1,0,0,0,0,0,0,103,11
05075000017,05,075,000017,44.65,9.23,0.02,0,0.02,0,0,0,0.01,0.02,0,0,0,43.64,9.26
05075000018,05,075,000018,46.55,2.85,0,0,0,0.95,0,0,0,0.95,0,0,0,46.55,2.85
05075000019,05,075,000019,52.32,10.22,0.02,0,1.97,0,0,0,0,0,0.98,0,0,52.39,12.12
05075000020,05,075,000020,56.59,14.82,1.95,0,0.04,0,0,0,0,0,0.02,0,0,60.49,12.91
05075000021,05,075,000021,204.61,34.25,1.16,0,1.12,0,0,0,0,0,0,0,0,208.78,30.12
05075000022,05,075,000022,103,26,2,0,1,0,1,0,0,1,1,0,0,110,23
05075000023,05,075,000023,92.24,7.75,0.78,0,0.78,0,0,0,0,0,0,0,0,93.02,6.98
05075000024,05,075,000024,157.42,30.72,0.05,0,3.05,0.05,0,0,0,2.06,0,0.02,0,161.51,23.67
05075000025,05,075,000025,40.39,9.11,0.01,0,0,0,0,0,0,0.01,0,0,0,40.41,9.1
05075000026,05,075,000026,138.7,33.37,1.28,1,0.09,1,1.42,0,0.03,0.52,0,0,0,145.42,29.71
05075000027,05,075,000027,141.63,20.1,1.91,0,1.91,0,0,0,0.96,1.91,0,0,0,140.67,22.01
05075000028,05,075,000028,98.99,24.26,0,0,0.97,0,0,0,0,0.97,0,0,0,100.93,21.35
05077000001,05,077,000001,241.35,92.05,1.88,0.97,1.94,0,0.07,0.16,2.88,0.06,0.03,1.04,1,244.95,71.67
05077000002,05,077,000002,209.31,166.53,0.12,0.06,1.12,1,0,2,0.18,3,0,0.06,0.06,220.5,125.31
05077000003,05,077,000003,136.44,194.5,0,0.97,1.94,0,1.94,4.84,1.94,1.94,0.97,2.9,1.94,159.66,147.08
05077000004,05,077,000004,194.02,93.72,0.03,0.99,0.99,0,0.01,0.05,0.02,2.1,0,2.1,1.99,196.94,73.86
05077000005,05,077,000005,192.28,78.5,0,0.01,0.02,0.01,0.01,1.01,0.01,1.94,0,1.97,0.02,189.6,60.02
05077000006,05,077,000006,62.13,260.26,2,1,3,4,0,1.01,3,6,3,4.01,0,86.17,207.2
05077000007,05,077,000007,163,190,3,2,1,2,2,8,3,1,3,3,0,179,171
05077000008,05,077,000008,79.91,186.76,1,1,3,0,0,3.99,3,0,1,3.99,0,112.86,143.82
05077000009,05,077,000009,8.89,161.09,0,0,0.99,0.99,0.99,4.94,0.99,1.98,0,4.94,0.99,21.74,135.39
05079000001,05,079,000001,20.51,2.7,0,0,0,0,0,0,0,0,0,0,0,21.37,1.84
05079000002,05,079,000002,10.26,30,0,1.58,0.79,0.79,0,0.79,0,0.79,0,0,0,16.58,26.05
05079000003,05,079,000003,46.31,110.91,1,3.05,0.02,0.02,1,1.02,2,3.02,0,0,0,61.5,96.79
05079000004,05,079,000004,485.96,50.47,0,0.93,0,0,0,0.93,0.93,1.87,0,0,0,489.69,50.47
05079000005,05,079,000005,123,13,0,0,0,0,0,1,0,1,0,1,0,129,9
05079000006,05,079,000006,29.96,50.04,0,0.13,0,0.13,0,0.13,0.51,0,0,0,0.13,41.77,38.87
05079000007,05,079,000007,8.52,16.09,0,0,0,0,0,0,0.95,0,0,0,0,11.36,13.25
05079000008,05,079,000008,116.98,8.54,3.13,1.2,0,0,1,0,0,0.07,0,0,1.07,119.25,10.61
05079000009,05,079,000009,118.63,22.9,1.85,2.82,0,0,0,0,0,0.93,0.08,0,0.93,122.17,23.86
05079000010,05,079,000010,82,16,0,0,0,0,0,0,0,2,0,0,0,82,17
05079000011,05,079,000011,190.59,26.32,0.06,0.85,0,0,0,0.06,0,0.12,0,0.06,0,197.05,20.11
05079000012,05,079,000012,181.41,28.68,0.94,0.15,0,0,0,0.94,0,1.88,0,0.94,0,189.95,23.89
05079000013,05,079,000013,85.37,6.03,0.01,0,0,0,0,1.01,0,1,1,1,0,88.38,6.03
05079000014,05,079,000014,202,25,1,0,0,0,0,0,0,0,0,0,0,205,24
05079000015,05,079,000015,27,47.01,0,0,0,0,0,0,0,1,1,0,0,36,38.01
05079000016,05,079,000016,68.48,4.98,1,0,0,0,0,0.99,0,0,0,0,0,70.45,4.99
05079000017,05,079,000017,73.15,9,2,0,0,0,0,0.01,1,0,0,0,0,72.17,12.98
05079000018,05,079,000018,38.69,20.35,0,0,1,0,0,1,0,0,0,1,0,40.81,18.23
05079000019,05,079,000019,17,97,0,4,0,0,0,2,1,1,0,0,0,29,80
05079000020,05,079,000020,5,81,0,1,1,0,0,0,0,1,0,0,0,11,75
05079000021,05,079,000021,16,67,2,0,0,0,1,2,3,2,0,0,0,27,58
05079000022,05,079,000022,27.04,95.96,0,0.87,0,0.87,0,0.87,3.49,0,0,0,0.87,46.23,81.13
05079000023,05,079,000023,206.52,70.48,4,0.06,0,0,0,1.06,0.06,0.13,0,1,1,223.78,52.48
05079000024,05,079,000024,136.47,65.05,0,1,0,0,0,1,1,2,1,1,0,147.47,55.05
05079000025,05,079,000025,264.06,56.01,3,2,0,0,0,0,0,1,0,0,0,278.06,42.01
05079000026,05,079,000026,153,5,1,0,0,0,1,1,0,0,0,0,0,153,8
05081000ARD,05,081,000ARD,145.18,32.47,0,0,4.03,0,0,1,2,0,0,1,0,148.21,29.44
05081000ARK,05,081,000ARK,17,8,0,0,1,0,1,0,0,0,0,0,0,16,9
05081000AW1,05,081,000AW1,559.43,178.86,4.97,0,5.96,0,4.97,0.99,0.99,0.99,1.99,0.99,0,583.28,158.99
05081000AW2,05,081,000AW2,189.76,223.18,7.01,1,10.02,0,5.01,5,3,1,0,1,0,209.82,219.14
05081000AW3,05,081,000AW3,222,180,2,1,10,0,3,2,3,2,2,4,0,251,158
05081000BUR,05,081,000BUR,103.67,14.97,0.03,0,0.93,0,0,0,0.02,0,0,0.02,0,104.59,14.08
05081000CLE,05,081,000CLE,238.18,86.14,3.9,0.04,8.86,0.97,1.94,1.93,1.93,3.87,0.97,0.04,0,257.69,80.25
05081000CNY,05,081,000CNY,84.2,15.49,0.15,0.02,0.91,0.04,0.66,0.02,0.73,0.02,0,0.68,0,85.09,16.57
05081000FRK,05,081,000FRK,378.64,52.4,0.99,0,6.92,0,1.98,0.99,0.99,0.99,0.99,0,0,381.6,51.41
05081000FW1,05,081,000FW1,38,27,0,0,1,1,1,0,0,0,1,0,0,40,25
05081000FW2,05,081,000FW2,118,52,1,0,3,0,0,0,1,0,0,1,0,121,47
05081000FW3,05,081,000FW3,120.49,38.15,1.03,1,5.03,0,3,2.01,1,0,0.01,0,0,124.52,45.15
05081000JEF,05,081,000JEF,320.6,69.23,3.33,1.7,6.63,0,1.99,1.35,0.01,0.73,0.37,0.01,0,341.15,56.38
05081000JEW,05,081,000JEW,89,9,2,0,1,0,0,0,0,0,0,0,0,90,11
05081000JHN,05,081,000JHN,105.23,87.77,2.78,0.03,6.47,0,0.95,0.93,0.91,0.01,0.01,2.73,0,112.88,79.29
05081000JKS,05,081,000JKS,285.63,28.46,5.97,0,5.01,0,0,0.99,0,0,0.99,0,0,291.64,29.42
05081000L/C,05,081,000L/C,146.14,14.43,1.8,0,0.9,0.9,1.8,0,0,0,0,0,0,152.46,11.73
05081000L/R,05,081,000L/R,219.17,9.81,1.91,0,0.02,0,0,0,0.96,0,0,0.95,0,219.19,11.68
05081000R/R,05,081,000R/R,144.84,21.69,0.64,1.28,1.28,0,0,0.64,0,1.28,0.64,0,0,148.03,21.69
05081000W/R,05,081,000W/R,129,62,4,1,3,0,1,1,0,0,0,0,1,144,47
05083000100,05,083,000100,173,46,1,1,0,0,0,0,0,0,0,0,0,175,44
05083000101,05,083,000101,146.03,36.53,0.1,0,0.06,0.02,0,1.02,1.06,1.06,0.04,1.02,1,153.17,35.77
05083000102,05,083,000102,128.6,38.74,4.02,0,1.05,1,1,0,2.02,1.02,2,0,0,139.75,38.64
05083000103,05,083,000103,103.4,29.26,0.98,0,1.95,0,0,0,0.98,0.98,0,0,0,109.25,25.36
05083000104,05,083,000104,185.59,43.12,2.81,0,0,0,0.94,0,0.94,0,0.94,0,0,184.65,50.62
05083000105,05,083,000105,170,18,0,0,2,0,0,0,0,0,1,2,0,173,18
05083000106,05,083,000106,266.33,37.11,3.01,0,1,0,0,0,0,1.01,1,1,0,264.34,44.1
05083000107,05,083,000107,90,15,0,0,0,0,1,0,0,1,0,0,0,93,13
05083000108,05,083,000108,156.91,40.7,1,0.09,0.09,0,0,2,0.09,2.09,2,0.09,0,157.19,45.8
05083000109,05,083,000109,55.67,17.89,0.99,0,0,0,0,0,0,0.99,0,0,0,57.66,16.9
05083000110,05,083,000110,58.77,13.71,1.96,0,0,0,0,0,0,0,0,0.98,0,58.77,15.67
05083000111,05,083,000111,103.51,37.45,0.12,1,0.92,0,0,0,0.96,0.87,0.04,0.89,0,105.78,38.75
05083000113,05,083,000113,265.85,54.06,3.13,0,1,0,1.04,0,0.04,2,0.04,1,0,267.81,58.41
05083000114,05,083,000114,293.41,116.66,7.88,2.62,0.88,2.63,0,0,1.76,4.38,0.88,0,1.75,306.55,118.45
05083000115,05,083,000115,296.55,79.95,5.12,3,0.07,0.02,1,0.02,1.07,0.07,1.05,1.02,0,313.72,71.23
05083000116,05,083,000116,271.5,79.73,5.06,1.35,1.12,0.35,1,1,0.24,0.59,1.12,0,0.24,274.27,84.96
05083000117,05,083,000117,442.41,123.77,4.95,0.04,2.84,0.99,0,0.95,2.9,2.95,1.94,0.97,0.03,449.42,134.99
05083000118,05,083,000118,88.04,14.78,0.11,0.02,0,0.02,0,0,3.02,3,0,0,0,87.17,22.85
05083000119,05,083,000119,127.72,32.28,4.39,0.85,0,0.85,0,0,0.85,0.07,0,0,0,132.75,35.05
05083000120,05,083,000120,55.01,12,1,0,0,1,0,0,0,0,0,0,0,54.01,14
05083000121,05,083,000121,68.62,32.78,0.65,0.13,0,0.13,0,0,0.13,0,0,0,0,71.39,30.17
05083000122,05,083,000122,27.06,10.26,0,0,0,0,0,0,0,0,0,0,0,23.33,12.13
05083000132,05,083,000132,22.7,2.35,0,0,0,0,0,0,0,0,0,0,0,21.92,3.13
05083000133,05,083,000133,29.55,6.47,0,0,0,0,0,0,0,0,0,0,0,29.4,6.63
05083000134,05,083,000134,303,62,6,3,1,0,1,0,1,1,0,0,1,299,77
05083000135,05,083,000135,331.68,71.71,2.99,0,1,0,0,0,1,1,1,0,0,331.68,77.69
05083000136,05,083,000136,333.65,107.87,11.03,0,0.03,0,1.03,0.01,1.01,1,0,0,0.01,336.57,117.08
05083000137,05,083,000137,460.03,86.41,3.44,0,3.45,0,2.57,0.86,0.88,0,0,0.01,0.86,452.37,107.01
05083000138,05,083,000138,116.56,26.42,0.03,0,1.02,0,0.02,0.01,0.99,0,0,0.99,0.01,120.43,25.62
05083000139,05,083,000139,97.04,23,1,0,1,0,0,0,0,0,0,0,0,103.04,19
05083000140,05,083,000140,225.46,49.05,5.06,0,1.26,0,0.06,0,0.13,0,0,0.06,0,227.52,51.37
05083000141,05,083,000141,208.54,43.95,0.94,0,3.74,0,0.94,0,1.87,0,0,0.94,0,209.48,48.63
05083000144,05,083,000144,156,32,2,2,0,0,0,0,0,1,0,0,0,156,35
05083000145,05,083,000145,358.98,64.21,6.46,0,1.5,0,1.37,0.13,0.13,0.99,0,0.99,0.13,362.81,70.21
05083000146,05,083,000146,166.97,25.03,0.93,1.31,0,0,1,0,0.46,0,0,0,0,163.75,30.34
05083000147,05,083,000147,102.11,21.02,1,0,1,0,0,0,1,0,0,0,0,104.12,24.02
05085000001,05,085,000001,8.48,39.29,1.03,0,1,0,0.03,0.03,0,0.05,0,1.03,0,11.56,36.31
05085000002,05,085,000002,767.79,145.76,15.09,4.58,1.87,0.03,3.72,0.96,0.92,0.02,0.07,2.76,2.82,788,156.31
05085000003,05,085,000003,1080.71,255.06,20.62,2.18,2.07,1.01,7.12,1.04,3.04,0.01,2,5.1,4.09,1097.63,278.34
05085000004,05,085,000004,1029.92,189.43,6.98,1.99,1,0,5.98,1,1,1.99,0,9.97,0,1040.88,200.4
05085000005,05,085,000005,1526.69,553.08,41.39,3.99,4.03,1.95,9.89,6.92,6.88,2,0,9.89,5.9,1574.41,573.58
05085000006,05,085,000006,2862.59,732.87,45.66,6.12,9.2,1.09,5.23,4.18,6.29,2.11,2.97,7.45,4.38,2911.54,752.18
05085000007,05,085,000007,2155.28,642.02,56.12,8.3,4.17,2.99,5.24,2.08,8.06,3.01,3.07,7.14,5.13,2236.01,655.38
05085000008,05,085,000008,1607.24,431.34,25.78,8.91,4.97,1.98,7.94,4.96,8.9,2.97,2.96,5.96,1.99,1600.54,494.58
05085000009,05,085,000009,557.88,154.03,9.45,2.05,2.95,0.05,3.01,2.01,1.16,1,0.06,3,1.04,577.16,155.18
05085000010,05,085,000010,304.21,78.44,2.94,0,0.98,0,0.98,0,1.96,0.98,0.98,0.98,0.98,306.17,82.37
05085000011,05,085,000011,125.1,94.57,0.06,0,0.02,0,3.02,0,1.04,1.02,0.02,1.02,1.02,131.14,88.65
05085000012,05,085,000012,180.12,59.13,4,1,0,0,2,0.01,0,0,1,1,0,192.12,56.16
05085000013,05,085,000013,143.56,16.85,0,0,0,0,0,0.99,0,0,0,0,0,142.57,19.82
05085000014,05,085,000014,94.81,21.16,1.03,0,0,0,1,0,1.03,0.03,0,0.03,0,98.91,20.16
05085000015,05,085,000015,48.98,18.99,3,0,0,0,1,0,0,0,0,1,0,50.98,16.99
05085000016,05,085,000016,862,139,13,2,2,0,1,0,2,2,2,2,4,879,148
05085000017,05,085,000017,226.59,59.83,1.96,0,1.96,0.98,3.92,0,0.98,0.98,0,1.96,3.92,242.28,56.89
05085000018,05,085,000018,141.41,54.17,3.04,1,4.04,0.02,4.08,0,0.02,1.02,3,4.04,1.08,153.72,60.11
05085000019,05,085,000019,40.91,176.76,0.95,2.84,0.94,0.94,4.72,0,1.89,2.83,1.89,2.84,3.78,61.72,172.04
05085000020,05,085,000020,79.01,59,0,0,1,0,1,0,1,0,0,2,3,90.01,53
05085000021,05,085,000021,63,8,0,0,0,0,0,0,1,1,0,0,0,61,10
05085000022,05,085,000022,264.01,116,5,1,1,1,6,0,1,1,0,1,3,286.01,113
05085000023,05,085,000023,1008.48,197.82,8.73,0.97,0.97,0.97,3.88,1.94,1.94,3.88,0,2.91,4.85,1037.58,192.97
05085000024,05,085,000024,863.22,309.41,11.82,1.96,0.99,0.99,6.86,1.99,1.99,3.97,2.89,13.57,4,903.59,301.55
05085000025,05,085,000025,70.52,23.13,1.04,1.15,0.06,0.06,0.28,0,0.11,0.17,1.1,2.14,1.21,75.69,22.85
05085000026,05,085,000026,43.72,0.01,0,0,0,0,0,0,0,0,0,0,0,42.8,0.94
05085000027,05,085,000027,92.47,10.71,0.97,0,0,0,0.97,0.97,0,1.94,0,0.97,0,95.4,11.67
05085000028,05,085,000028,101.99,7,1,0,0,0,1,0,0,0,0,2,1,102.99,10
05085000029,05,085,000029,49,7,0,0,0,0,0,0,0,0,0,0,0,50,6
05085000030,05,085,000030,28,7,0,0,0,0,0,0,0,0,0,0,0,26,8
05085000031,05,085,000031,58.13,2.99,0,0,0,0,0,0,0,0,0,2,0,59.06,4.06
05085000032,05,085,000032,8.73,1.94,0,0,0,0,0,0,0,0,0,0,0,9.7,0.97
05085000033,05,085,000033,89.27,33.06,1,0,1,0,0,0,0,0,0,1,0,93.3,29.03
05085000034,05,085,000034,207.53,96.45,2.01,3.01,1.01,0,2.01,1,0.01,0.01,0,0.02,5.01,217.6,88.41
05085000035,05,085,000035,121.57,39.21,0.98,0,0,0,0.98,0,0,0.98,0.98,0,0,126.48,37.25
05085000036,05,085,000036,76,70,1,0,0,0,1,0,1,0,0,2,0,85,63
05085000037,05,085,000037,149,66,2,0,1,1,1,0,0,0,1,1,1,154,66
05085000038,05,085,000038,303.36,90.31,1.06,0.99,0.98,0,2.02,0,1,1.98,0.02,2.95,1.99,317.37,81.37
05085000039,05,085,000039,752.67,150.39,15.21,0.9,1.79,0.89,0.9,0.9,2.68,0.89,0,3.58,3.58,756.26,175.43
05085000040,05,085,000040,1625.13,316.21,26.35,4.88,3.9,0,3.9,1.95,1.95,0.98,2.93,1.95,0.98,1631.03,353.26
05085000041,05,085,000041,39.42,13.18,0,0,0,0,0,0,0,0,1,0,1,40.43,13.16
05085000042,05,085,000042,192.19,32.84,0.97,0,0,0,0,0,0.97,0.97,0,0.97,0,195.09,32.84
05085000043,05,085,000043,76.56,161.68,1.43,0.08,1.05,0.04,2.25,0.07,1.08,1.15,0.1,1.48,0.15,84.17,155.15
05085000044,05,085,000044,31.58,13.82,0,0,0,0,0,0,0,0,0,0,0,32.57,11.84
05085000045,05,085,000045,133,23,3,0,1,0,0,0,1,0,1,1,0,137,23
05085000046,05,085,000046,10,7,0,0,0,0,0,0,0,0,0,0,0,13,4
05085000047,05,085,000047,377.35,91.06,8.01,1,1,0,1,2,1,2,1,2,4,393.36,97.07
05085000048,05,085,000048,426.97,126.79,11.88,1,1.96,0.98,2.01,1.95,0.03,1,1.95,0.04,0.03,437.83,131.89
05085000049,05,085,000049,694.4,183.53,21.31,3.11,0.06,0,2.12,0.02,0.05,0.02,0.99,2.09,8.01,693.07,216.64
05085000050,05,085,000050,471.03,75.4,14.69,1.96,0.98,0,4.9,0,2.94,1.96,0,3.92,2.94,481.81,95.97
05085000051,05,085,000051,143.19,70.94,0.81,0.8,0,0,0,0,0,0.8,0,2.39,0.8,148.02,69.29
05085000053,05,085,000053,63.78,119.22,5.94,0.99,0,0,3.97,0,1.98,0.01,0,1,2.98,80.68,112.25
05085000054,05,085,000054,29,109,2,3,2,1,4,0,1,0,0,1,4,41,107
05085000055,05,085,000055,126,80,1,0,0,0,0,0,0,0,0,0,1,131,75
05085000056,05,085,000056,186,84,1,0,0,1,1,0,2,1,0,1,2,212,68
05087000001,05,087,000001,800.14,195.82,6.1,2.02,0.04,0.03,1.01,0,1.01,3.98,1.01,0.03,1.02,795.31,201.68
05087000006,05,087,000006,688.85,209.7,7.04,2.02,0.01,1,0,1.01,2,2.04,0.02,1,0,665.83,229.75
05087000009,05,087,000009,461.99,116.62,2.2,1.09,1,0,0,1,0.02,3.05,2,0.02,0.07,458.66,122.77
05087000010,05,087,000010,859.8,239.98,6.87,4.89,0.01,1.95,0,0.98,2.92,1.97,0.98,0.98,0.01,868.43,232.3
05087000014,05,087,000014,1035.93,271.95,13.86,2.98,0.99,0,0.01,0,1,1.01,0.99,0,1.98,1043.82,262.09
05087000019,05,087,000019,1270.49,315.13,11,4.83,0.97,0,0.01,0.97,0.96,4.97,1.94,0.96,2.88,1252.22,328.1
05087000021,05,087,000021,126.57,51.14,1,0,0,0,0,0,1,0,0,0,0,131.56,47.15
05087000022,05,087,000022,80.92,35.97,1,0,0,0,1,0,1,0,1,0,0,84.92,30.97
05087000023,05,087,000023,162.07,49.8,2.67,0.03,0.01,0,0,0.01,0.01,0.9,0.01,0.01,0.02,155.02,53.35
05087000024,05,087,000024,148.79,70.83,2.05,1,0.01,0,0,0.01,0.01,0.04,0.01,0.01,0.02,148.61,68
050890MAP01,05,089,0MAP01,111.87,69.92,1,0,0,0,0,1,0,0,0,0,0,116.86,65.92
050890MAP02,05,089,0MAP02,264,81,1,0,1,0,2,1,0,0,0,1,0,274,66
050890MAP03,05,089,0MAP03,225.13,50.08,1,0,0,0,0,0,0,0,0,1,0,233.14,40.08
050890MAP04,05,089,0MAP04,76,44,1,0,0,0,1,0,0,0,0,0,0,77,44
050890MAP05,05,089,0MAP05,97,40,0,0,0,0,0,0,0,0,0,0,0,102,34
050890MAP06,05,089,0MAP06,641,264,13,7,0,3,3,1,3,2,2,1,3,695,232
050890MAP07,05,089,0MAP07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050890MAP08,05,089,0MAP08,730.82,150.06,7.85,0.02,0.03,0,0.02,0,0.09,1.99,1,3.94,0.02,746.49,135.31
050890MAP09,05,089,0MAP09,416,69,1,0,0,0,1,0,0,2,0,1,0,412,69
050890MAP10,05,089,0MAP10,94.06,17.82,0,0,0,0,0,0,0,0,0,0,1.98,92.08,17.82
050890MAP11,05,089,0MAP11,61.45,14.28,1.02,0,0,0,1.01,0,0,1.01,0,0.01,0,63.45,15.29
050890MAP12,05,089,0MAP12,10.8,6.15,1,0,0,0,0,0,0,0,0,0,0.02,11.78,6.15
050890MAP13,05,089,0MAP13,23.92,8.59,0,0,0,0.02,0.02,0,0,0,0,0,0,25.86,6.66
050890MAP14,05,089,0MAP14,17.7,4.92,0,0,0,0.98,0.98,0,0,0,0,0,0,20.65,2.95
050890MAP15,05,089,0MAP15,67,18,1,0,0,0,1,0,0,0,0,0,0,67,18
050890MAP16,05,089,0MAP16,549.91,125.51,11.01,1.01,1.01,0,2,0,0.01,5.01,0,3.02,0,562.96,121.49
050890MAP17,05,089,0MAP17,326.93,88.59,6.89,0.99,0.99,0,0,0,0.98,0,0.98,1.97,0.98,325.95,92.53
050890MAP18,05,089,0MAP18,165.27,33.25,1.11,3.99,2,0,0,0,0.02,0,0.02,1.03,0.02,169.23,35.3
