GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREACAR,G20PREOMYE,G20PRESLAR,G20PREIWES,G20PREICOL,G20PREIPIE,G20PREIGAM,G20PREIFUE,G20USSRCOT,G20USSDHAR
050890MAP19,05,089,0MAP19,273.02,67.49,0.16,0.92,0.04,0.85,1.95,0,0.05,0.26,0,1.72,0,281.14,60.06
050890MAP20,05,089,0MAP20,171.45,40.16,0.03,0.01,0.01,0.01,0.7,0,0,0.69,0.01,0,0.01,173.5,34.48
050890MAP21,05,089,0MAP21,27.64,2.18,0,0,0,0,0,0,0,0,0,0,0,24,3.64
050890MAP22,05,089,0MAP22,7,3,0,0,0,0,0,0,0,0,0,0,1,8,3
050890MAP23,05,089,0MAP23,141.33,35.07,3.92,1.96,0,0,0.99,0.98,0.98,0.01,0,0.98,0,145.32,36.91
050890MAP24,05,089,0MAP24,135,22,1,1,0,1,0,0,0,1,0,0,0,135,22
050890MAP25,05,089,0MAP25,283,75,3,0,0,0,2,0,0,2,2,3,0,287,78
050890MAP26,05,089,0MAP26,362.55,69.15,4.97,0.99,0.99,0,1.99,0,0.99,1.99,0,1.99,0,362.66,72.02
050890MAP27,05,089,0MAP27,3.99,0,0,0,0,0,0,0,0,0,0,0,0,2.99,1
050890MAP28,05,089,0MAP28,130,27,2,0,0,1,0,0,0,0,0,2,0,129,32
050890MAP29,05,089,0MAP29,8,2,0,0,0,0,0,0,0,0,0,0,0,9,1
050890MAP30,05,089,0MAP30,323.62,94.59,1.99,1,1,0,0,0,1,1,1,2.99,0,335.57,88.62
050890MAP31,05,089,0MAP31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05091000BRI,05,091,000BRI,335.04,37.31,0.13,0.02,0.03,0.01,0.02,0.01,0.01,0,1,0.01,0.06,332.05,39.37
05091000CEN,05,091,000CEN,627.55,53.25,4.71,0,0.94,0,1.2,0,0.94,2.82,0.09,0.94,0,622.43,63.59
05091000CHM,05,091,000CHM,471.32,452.35,6.99,3,2,0,3,3,3.99,2,5.99,1,3.99,505.27,380.45
05091000DOD,05,091,000DOD,332.82,83.03,2.02,0.08,0.01,0,1.02,0.97,0.09,0.96,0.1,0,0.06,332.86,77.96
05091000FOU,05,091,000FOU,1336.36,92.11,3.03,0.99,0.99,0,1.01,1.98,1.98,0.02,0.98,0,1.01,1324.71,109.47
05091000GAR,05,091,000GAR,75.91,58.67,0.29,0,0.07,0,2.79,0,0.08,0.18,0.91,0.06,0,81.08,49.17
05091000GEN,05,091,000GEN,911.9,71.76,4.04,0,2,0.01,0.03,0.01,1.01,1,0.99,0.02,0,903.94,74.74
05091000GRV,05,091,000GRV,955.78,124.9,6.97,0,1,0.99,2.98,1,1.99,1,0.01,1.98,0.01,955.79,124.81
05091000HIC,05,091,000HIC,604.91,412.35,9.1,3.02,2.01,0.01,4.02,1.01,2.03,3.01,3.01,1.01,4.01,649.34,359.93
05091000HSS,05,091,000HSS,479,323,8,5,1,0,0,2,2,1,2,1,1,516,284
05091000MAN,05,091,000MAN,358.39,142.66,1.46,4.03,0.64,0.98,1.12,0.09,0.24,2.06,2.11,1.36,0.09,368.39,122.12
05091000NHS,05,091,000NHS,816.04,534.02,8,2,1,0,1,1,4,6,6,2,2,868.04,469.02
05091000OZA,05,091,000OZA,311.06,287.37,3.04,0.01,0,0,3.01,0,1.01,1.01,3.01,1.01,0.01,328.11,242.37
05091000RON,05,091,000RON,630.82,57.7,5.77,0.96,0,0,0.96,0,0.96,1.92,1.92,0.96,0.96,638.51,57.7
05091000SAN,05,091,000SAN,150,212,2,7,1,1,2,1,0,1,4,2,2,165,190
05091000SUG,05,091,000SUG,1232.47,463.1,13.52,2.92,0.97,0.97,2.9,1.93,4.83,1.94,1.94,1.94,0.97,1292.36,406.03
05091000TRI,05,091,000TRI,648.47,362.94,7.38,2.08,3.03,2.03,3.08,1.05,1.14,1.05,3.05,0.05,2.03,693.14,308.35
05091000UNI,05,091,000UNI,1610.3,168.63,13.86,1.98,2.97,0.99,1.98,0.01,0.01,0,1,0.99,6.92,1616.14,165.79
05091000WAS,05,091,000WAS,56,321,1,8,0,0,3,4,2,0,3,1,4,83,265
05093000001,05,093,000001,351.48,695.27,17.01,2,4,3,4,3,10,10,5,4,1,404.5,606.23
05093000002,05,093,000002,666.78,377.71,11.82,2.95,1.48,1.97,0,0.98,2.46,5.42,2.46,0,0.49,703.22,326.99
05093000003,05,093,000003,156.09,773.41,10.62,4.1,2.1,5.11,9.99,1.03,8.09,10.27,7.12,1,2.05,238.11,614.25
05093000006,05,093,000006,179.89,101.9,3.19,0.8,0.4,0.53,0,0.27,0.66,1.46,0.66,0,0.13,189.72,88.22
05093000010,05,093,000010,436.41,68.23,9,0,0.11,1.04,0.04,1,1.04,1.11,2.11,1.04,0,441.6,76.34
05093000012,05,093,000012,142.56,44.49,2.57,0.21,0.6,0.6,0.19,0,0.39,1.21,0.63,0.02,0.41,143.66,44.11
05093000013,05,093,000013,183.24,35.73,0.51,0,0,1.02,1.02,0.51,1.02,0,0.51,0,0,185.28,36.75
05093000014,05,093,000014,52.73,10.28,0.15,0,0,0.29,0.29,0.15,0.29,0,0.15,0,0,53.32,10.58
05093000015,05,093,000015,143.27,26.72,0.59,0,0.02,0.81,0.72,0.34,0.7,0.07,0.41,0.05,0.09,145.03,27.43
05093000016,05,093,000016,67.16,11.72,0.66,0.22,0.22,0.22,0,0,0,0.55,0.55,0.22,0.22,68.7,11.83
05093000017,05,093,000017,41.34,7.22,0.4,0.13,0.13,0.13,0,0,0,0.34,0.34,0.13,0.13,42.29,7.28
05093000018,05,093,000018,117.99,20.6,1.15,0.38,0.38,0.38,0,0,0,0.96,0.96,0.38,0.38,120.69,20.79
05093000019,05,093,000019,383.39,66.82,3.76,1.24,1.24,1.26,0,0,0,3.12,3.12,1.25,1.25,392.14,67.45
05093000021,05,093,000021,139.29,18.97,1.69,0,0.12,0.85,0.24,0,0.12,0.48,0.48,0.36,0.6,141.95,19.21
05093000022,05,093,000022,195.46,26.62,2.37,0,0.17,1.19,0.34,0,0.17,0.68,0.68,0.51,0.85,199.19,26.95
05093000023,05,093,000023,171.33,23.33,2.08,0,0.15,1.04,0.3,0,0.15,0.59,0.59,0.45,0.74,174.6,23.63
05093000024,05,093,000024,340.42,46.35,4.13,0,0.3,2.07,0.59,0,0.3,1.18,1.18,0.89,1.48,346.92,46.94
05093000025,05,093,000025,283.17,38.56,3.44,0,0.25,1.72,0.49,0,0.25,0.98,0.98,0.74,1.23,288.57,39.05
05093000027,05,093,000027,47.3,26.55,0.83,0,0,0,0,0,0,0,0,0,0,52.28,18.26
05093000030,05,093,000030,62.07,130.9,0,0,1.9,0.64,0.64,0,0.64,1.9,1.91,0.63,0,83.67,96.61
05093000032,05,093,000032,334.97,415.11,4.8,1.85,3.69,5.17,3.69,1.48,6.65,8.86,4.43,1.85,1.48,394.43,332.75
05093000033,05,093,000033,105.97,131.32,1.52,0.58,1.17,1.64,1.17,0.47,2.1,2.8,1.4,0.58,0.47,124.78,105.27
05093000034,05,093,000034,155.85,193.13,2.23,0.86,1.72,2.41,1.72,0.69,3.09,4.12,2.06,0.86,0.69,183.51,154.81
05093000035,05,093,000035,310.21,384.43,4.45,1.71,3.42,4.79,3.42,1.37,6.16,8.21,4.1,1.71,1.37,365.28,308.16
05093000036,05,093,000036,147.56,28.28,1.23,0.61,0,0,1.23,0,0.61,0,1.23,0,0,151.87,27.67
05093000038,05,093,000038,76.7,21.77,0.51,0,0,0,0.51,0.25,0,1.01,0.25,0.25,0.25,78.98,19.74
05093000039,05,093,000039,65.11,18.48,0.43,0,0,0,0.43,0.21,0,0.86,0.21,0.21,0.21,67.04,16.76
05093000040,05,093,000040,70.09,21.1,0.49,0.01,0,0.01,0.45,0.22,0,0.99,0.25,0.22,0.22,72.34,18.98
05093000041,05,093,000041,25.31,7.18,0.17,0,0,0,0.17,0.08,0,0.33,0.08,0.08,0.08,26.06,6.52
05093000042,05,093,000042,51.37,14.58,0.34,0,0,0,0.34,0.17,0,0.68,0.17,0.17,0.17,52.89,13.22
05093000044,05,093,000044,48.74,68.24,1.39,0,0,0.7,0,0,0,2.79,0.7,0,0,55.01,54.31
05093000045,05,093,000045,22.05,28.96,0.6,0.02,0,0.29,0,0,0,1.21,0.31,0,0,24.79,23.11
05093000046,05,093,000046,68.72,36.3,0.85,0.15,0,0.15,0.15,0,0,0,0,0,0,69.79,31.49
05093000047,05,093,000047,25.52,3.4,0.19,0.19,0,0.19,0.19,0,0,0,0,0,0,26.84,2.65
05093000048,05,093,000048,89.01,11.87,0.66,0.66,0,0.66,0.66,0,0,0,0,0,0,93.63,9.23
05093000050,05,093,000050,169.72,17.13,2.34,0.78,0,0,0,0,0,0.78,0,0,0.78,168.16,22.58
05093000054,05,093,000054,86.57,29.38,0.79,0.79,0,0,0,0,0,2.38,0.79,0,0,92.92,26.21
0509300007A,05,093,00007A,184.08,106.29,3.29,0.82,0.42,0.56,0.04,0.27,0.7,1.53,0.7,0,0.15,194.32,91.88
0509300011A,05,093,00011A,82.47,46.71,1.46,0.37,0.18,0.24,0,0.12,0.3,0.67,0.3,0,0.06,86.97,40.44
0509300011B,05,093,00011B,209.56,121.58,3.68,0.92,0.52,0.63,0.02,0.31,0.79,1.74,0.82,0.02,0.15,221.56,104.75
0509300027A,05,093,00027A,9.7,5.45,0.17,0,0,0,0,0,0,0,0,0,0,10.72,3.74
0509300030A,05,093,00030A,5.97,12.67,0,0,0.18,0.06,0.06,0,0.06,0.18,0.18,0.06,0,8.06,9.35
0509300039A,05,093,00039A,16.86,4.78,0.11,0,0,0,0.11,0.06,0,0.22,0.06,0.06,0.06,17.36,4.34
0509300046A,05,093,00046A,20.75,14.43,0.3,0,0,0,0,0,0,0,0,0,0,20.75,12.63
0509300050A,05,093,00050A,48.28,4.87,0.66,0.22,0,0,0,0,0,0.22,0,0,0.22,47.84,6.42
0509300054A,05,093,00054A,19.2,6.52,0.18,0.18,0,0,0,0,0,0.53,0.18,0,0,20.61,5.81
050930012-1,05,093,0012-1,305.09,98.8,5.6,0.45,1.28,1.28,0.42,0.01,0.87,2.58,1.29,0,0.85,307.6,97.39
050930012-2,05,093,0012-2,56.5,17.96,1.04,0.08,0.24,0.24,0.08,0,0.16,0.48,0.24,0,0.16,56.9,17.8
050930012-3,05,093,0012-3,206.06,66.79,3.78,0.31,0.86,0.87,0.28,0.01,0.59,1.74,0.87,0,0.57,207.77,65.83
050930029-1,05,093,0029-1,13.16,27.94,0,0,0.41,0.14,0.14,0,0.14,0.41,0.41,0.14,0,17.77,20.62
050930029-2,05,093,0029-2,3.55,7.54,0,0,0.11,0.04,0.04,0,0.04,0.11,0.11,0.04,0,4.79,5.56
050930029-3,05,093,0029-3,5.71,12.13,0,0,0.18,0.06,0.06,0,0.06,0.18,0.18,0.06,0,7.71,8.95
050930037-1,05,093,0037-1,53.41,10.24,0.45,0.22,0,0,0.45,0,0.22,0,0.45,0,0,54.97,10.02
050930037-2,05,093,0037-2,39.02,7.48,0.33,0.16,0,0,0.33,0,0.16,0,0.33,0,0,40.16,7.32
05095000001,05,095,000001,138.3,115.54,0.58,0.58,0.88,0,1.17,1.75,0.29,0.29,0,2.04,0.29,154.06,100.08
05095000002,05,095,000002,107.5,89.81,0.45,0.45,0.68,0,0.91,1.36,0.23,0.23,0,1.59,0.23,119.74,77.79
05095000003,05,095,000003,161.27,158.22,0,3,0,0,1,5,1,2,2,4,1,185.3,140.19
05095000008,05,095,000008,108.76,90.05,0.47,0.45,0.68,0,0.9,1.36,0.23,0.23,0,1.58,0.23,121.06,77.92
05095000010,05,095,000010,123.95,31.69,1.76,0.61,0.6,0,1.18,0.63,0.02,1.16,1.15,0.06,0.01,128.51,32.9
05095000011,05,095,000011,184.31,147.96,4.15,5.33,0,0,0.59,1.78,4.14,0.59,0,1.18,0,218.03,115.43
05095000012,05,095,000012,117.25,92.03,2.61,3.3,0.02,0,0.4,1.11,2.55,0.4,0.04,0.73,0,138.15,72.04
05095000013,05,095,000013,12.97,10.43,0.29,0.38,0,0,0.04,0.13,0.29,0.04,0,0.08,0,15.35,8.13
05095000015,05,095,000015,27.36,8.98,0,0.66,0,0,0,0.22,0,0,0,0.22,0,28.23,7.23
05095000016,05,095,000016,41.19,12.04,0,0.7,0.17,0.17,0,0.17,0,0,0,0.17,0,42.06,11.17
05095000017,05,095,000017,116.02,96.93,0.49,0.49,0.73,0,0.98,1.47,0.24,0.24,0,1.71,0.24,129.23,83.95
05095000018,05,095,000018,68.12,16.05,0.98,0.33,0.33,0,0.66,0.33,0,0.66,0.66,0,0,70.42,17.03
05095000019,05,095,000019,37.33,10.92,0,0.63,0.16,0.16,0,0.16,0,0,0,0.16,0,38.12,10.12
05095000020,05,095,000020,50.05,14.63,0,0.85,0.21,0.21,0,0.21,0,0,0,0.21,0,51.12,13.57
05095000021,05,095,000021,37.87,12.42,0,0.91,0,0,0,0.3,0,0,0,0.3,0,39.08,10
05095000022,05,095,000022,11,179,0,11,0,0,4,2,1,0,0,5,0,32,174
05095000024,05,095,000024,19.04,6.25,0,0.45,0,0,0,0.15,0,0,0,0.15,0,19.64,5.05
05095000025,05,095,000025,36,10.53,0,0.61,0.15,0.15,0,0.15,0,0,0,0.15,0,36.76,9.76
05095000026,05,095,000026,34.45,11.3,0,0.83,0,0,0,0.28,0,0,0,0.28,0,35.55,9.09
05095000027,05,095,000027,19,5,0,0,0,0,0,0,0,0,0,0,0,19,5
05095000028,05,095,000028,5.72,1.88,0,0.14,0,0,0,0.05,0,0,0,0.05,0,5.9,1.51
05095000029,05,095,000029,55.33,16.18,0,0.94,0.23,0.23,0,0.23,0,0,0,0.23,0,56.5,15.01
05095000030,05,095,000030,10.87,2.55,0.16,0.05,0.05,0,0.1,0.05,0,0.1,0.1,0,0,11.24,2.71
05095000031,05,095,000031,4.96,1.17,0.07,0.02,0.02,0,0.05,0.02,0,0.05,0.05,0,0,5.13,1.24
05097000001,05,097,000001,39.04,7.44,0.93,0,0,0,0,0,0,0,0,0,0,39.04,6.51
05097000002,05,097,000002,172.58,35.19,0.03,0.03,0,0.94,0.01,0.01,0,0.88,0.01,0.87,1.75,179.73,31.53
05097000003,05,097,000003,325.95,46.19,1.03,0,0,2,0,0,0,0,0,0,0,327.95,44.16
05097000004,05,097,000004,269.29,46.53,1.02,0.01,0.01,1,0.01,0,1.01,0,0,0,0.01,276.33,37.56
05097000005,05,097,000005,434.33,133.84,3.91,0.01,0.02,3.84,0.96,0,0,0.01,0.01,0.96,1.93,441.14,125.15
05097000006,05,097,000006,86.28,17.01,1.06,0.12,0.07,0.95,0.04,0.04,0,0.2,0.12,0.1,0.09,86.78,18.04
05097000007,05,097,000007,109.25,15.9,1,0,0,1.13,0,0,0,0.13,0,0.13,0.25,106.26,19.4
05097000008,05,097,000008,269.89,98.95,6,2,0,6,1,1,1,1,0,0,2,289.88,96.95
05097000009,05,097,000009,384.46,89.16,2.05,1.88,0.01,0.24,0.97,0.93,0,1.86,0.93,0.98,1.95,390.57,89.5
05097000010,05,097,000010,84.49,22.91,4.04,0.04,0,4.17,0,1,1,0,0,0,0.04,88.99,25.37
05097000011,05,097,000011,144.62,42.64,0.93,0.93,0,3.71,0,0,0,0,0,0,0.93,155.75,30.59
05097000012,05,097,000012,78.97,22.95,0,0,0,0,0,0,0,0,0,0,0,77.98,23.95
05097000013,05,097,000013,248.48,50.33,0.98,0,0,1.96,0,0,0.98,0.99,0,0.01,0.02,250.5,51.28
05097000014,05,097,000014,142.05,31.19,0.01,0,0,1.07,0,0,0,0.91,0,0,0,137.48,35.87
05097000015,05,097,000015,118.34,36.04,0.02,0.02,0,1.92,0.01,0.01,0,0.12,0.01,0.01,0.02,117.03,38.36
05097000016,05,097,000016,143.96,35.69,2.95,1.97,1.96,1.96,0,0,0,0.01,0,0.98,0.01,156.71,29.82
050990000EC,05,099,0000EC,108,30,0,1,2,0,1,0,0,2,1,0,0,115,30
050990000ER,05,099,0000ER,59.86,22.69,2,1.06,1.12,0,0.05,0,0,1.01,0.05,0,0.01,60.97,20.75
050990000RE,05,099,0000RE,328.86,59.14,1.73,1.84,4.46,0,0.11,0,0,1.82,0.07,0,1.73,332.86,59.71
050990000RW,05,099,0000RW,312.33,79.87,2.08,3.04,3.13,0.02,1.01,0.99,0,0.1,0.04,0.02,1.07,324.45,72.99
050990000W1,05,099,0000W1,81.12,96.56,0.19,1.13,2.26,0.38,1.69,0,0.94,2.64,0.56,0,0.75,96.18,76.98
050990000W2,05,099,0000W2,97.44,115.98,0.23,1.36,2.71,0.45,2.03,0,1.13,3.17,0.68,0,0.9,115.53,92.47
050990000W3,05,099,0000W3,126.98,151.06,0.29,1.77,3.53,0.59,2.65,0,1.47,4.12,0.88,0,1.18,150.54,120.44
050990000W4,05,099,0000W4,125.53,149.42,0.29,1.75,3.5,0.58,2.62,0,1.46,4.08,0.87,0,1.17,148.83,119.13
050990000WC,05,099,0000WC,16.74,9.95,0,0.23,0.47,0,0,0,0,0.23,0,0,0,17.56,9.6
050990000WR,05,099,0000WR,123.46,73.39,0,1.73,3.45,0,0,0,0,1.73,0,0,0,129.51,70.8
05099000BCC,05,099,000BCC,3.91,5.87,0,0.17,0.17,0,0.17,0,0,0.17,0.09,0,0,4.85,5.28
05099000BCR,05,099,000BCR,68.22,64.86,0.15,1.89,2.12,0,1.74,0,0,1.89,0.87,0,0.15,78.09,58.85
05099000GEO,05,099,000GEO,78.75,10.19,0,0.93,1.85,0,0,0,0,0,0.93,0,0,81.53,11.12
05099000LAN,05,099,000LAN,176.04,27.65,0.05,0.99,2,0,0.93,0,0,0.05,0.94,0,0.05,178.02,28.61
0509900BODC,05,099,00BODC,3.54,0.52,0.01,0.04,0.09,0.01,0,0,0,0.04,0,0,0,3.67,0.51
0509900BODR,05,099,00BODR,317.46,46.48,0.99,3.96,7.91,0.99,0,0,0,3.96,0,0,0,329.33,45.49
0509900ROSC,05,099,00ROSC,20.43,27.38,0,0.63,1.05,0,0,0.42,0,0.42,0,0,0.21,24.64,22.74
0509900ROSR,05,099,00ROSR,84.68,104.95,0,2.47,4.15,0,0,1.58,0,1.62,0.06,0,0.79,100.79,87.59
05101000BIG,05,101,000BIG,114.99,27.1,0.94,0,0,0,0.94,0,2.03,0,0,0,0,104.38,29.3
05101000BOS,05,101,000BOS,46,6,0,0,0,0,0,0,0,0,0,0,0,43,9
05101000DOG,05,101,000DOG,333.52,88.93,1.07,3,1,0,0.04,0,1,0,1,2,1.04,325.49,97.85
05101000GRO,05,101,000GRO,408,58,0,1,4,0,0,0,1,1,1,1,0,403,62
05101000HAS,05,101,000HAS,145,6,0,0,0,0,0,0,1,0,1,0,0,144,7
05101000HIC,05,101,000HIC,40,8,2,1,0,0,0,0,0,0,0,0,0,40,10
05101000HUD,05,101,000HUD,173,63,0,3,3,1,0,0,1,0,0,0,0,170,69
05101000JAC,05,101,000JAC,385.35,108.29,1.95,0.98,3.9,1.95,0,0,0.98,0.98,0.98,0,2.93,386.32,102.43
05101000JEF,05,101,000JEF,87.91,25.25,2.81,0.94,0,0,0,0,0.94,0,0.94,0.94,0,86.97,30.86
05101000LIN,05,101,000LIN,104,16,5,0,0,0,0,0,0,0,0,0,0,98,20
05101000LOW,05,101,000LOW,115,37,1,0,0,0,0,0,1,0,0,0,1,110,40
05101000MTS,05,101,000MTS,122.48,25.07,1.93,0,0,0,0.96,0,0,0,0,0,0.96,121.51,23.15
05101000MUR,05,101,000MUR,30.66,43.01,1.19,0.06,0,0,0,0,0.06,0,0.06,0.06,0,26.59,47.4
05101000PLE,05,101,000PLE,174,44,1,0,0,0,0,0,3,0,1,0,1,177,41
05101000POL,05,101,000POL,87.32,16.49,0.05,0,0,0,0.05,0,0.94,0,0,0,0,85.11,13.24
05101000PON,05,101,000PON,299.07,85.33,3,0,1,1,0,0,0,1,3,2,1,308.06,82.34
05101000RIC,05,101,000RIC,137,12,0,0,0,0,0,0,0,0,0,0,0,138,10
05101000VAN,05,101,000VAN,8.21,1.37,0,0,0,0,0,0,0,0,0,0,0,8.21,1.37
05101000WHI,05,101,000WHI,380.33,38.12,1.06,1.02,2.1,0.05,0.02,0,0.06,1.02,0.02,2,0.07,379.19,32.02
05103000001,05,103,000001,561.06,577.04,7.1,10.04,1,1,1.03,0.03,6.1,7.02,4,1.03,1,629.29,510.1
05103000002,05,103,000002,133.82,513.22,9.2,16.07,1.03,2.03,2.06,1.03,7.13,9.05,6.01,1.03,2.01,198.49,465.77
05103000003,05,103,000003,117.46,571.24,8.96,10.08,1,1,4.97,4.05,5.97,8.1,1.99,1.99,1.99,203.38,493.56
05103000004,05,103,000004,699.16,410.56,9.06,3,0.99,1.02,2.01,0.99,3.97,2.98,2.04,1.02,1.99,743.37,377.32
05103000005,05,103,000005,154.81,166.8,1,1,1,1,1,2,2,2,1,0,0,183.78,130.84
05103000006,05,103,000006,43,62,2,0,1,0,0,1,2,1,1,0,1,45,63
05103000007,05,103,000007,163.54,92.08,5.01,1,0,0,0,0,1,1,0,0,0,170.55,89.07
05103000008,05,103,000008,37.23,21.52,0.11,0.05,0,0.01,0.01,1,0,0.01,0.01,0.01,0,43.48,15.39
05103000009,05,103,000009,90.53,146.27,3,1,1,1,1.01,1,1,3.01,2,0,0,107.58,130.23
05103000010,05,103,000010,419.69,145.99,0.13,3.06,0.09,1.04,2.13,0,0.09,1.11,4.12,2,0.02,427.27,138.68
05103000011,05,103,000011,499.42,96.06,3.82,1.05,0.93,0.93,0.95,0.02,2.02,1.02,0,0.02,0,508.19,82.68
05103000012,05,103,000012,691.32,169.02,11.97,5.01,0,0.99,1,0.05,0.01,1,1.04,1.04,0,718.26,153.96
05103000013,05,103,000013,352.47,180.73,3,0,1,0,3.99,0,1,4.99,1,0,1,381.42,153.77
05103000014,05,103,000014,670.36,618,5.89,2.94,0.98,1.96,5.88,0,3.92,4.91,1.96,0,0.98,732.07,519.1
05103000015,05,103,000015,397.84,101.44,4.94,1,0.01,0.98,0.99,0.01,0.03,0.02,1.96,0.98,0.01,418.63,82.68
05103000016,05,103,000016,8.5,34.16,0.01,1.87,0,0,0.01,0.93,0.01,1.86,0,0,0,14.18,32.19
05103000017,05,103,000017,25,0,0,0,0,0,0,0,0,0,0,0,0,23,2
05103000018,05,103,000018,228.11,88.76,3.72,1.87,0,0,0.93,0.93,3.72,0.94,0,0.93,0,238.39,88.7
05105000001,05,105,000001,127.09,29.67,1,0.14,0.14,0,0,0,1,0,0,0,0,132.09,23.95
05105000002,05,105,000002,167,34,1,0,0,1,0,1,1,0,0,0,0,170,36
05105000003,05,105,000003,73.91,16.33,0,0.86,0.86,0,0,0,0,0,0,0,0,73.91,18.05
05105000004,05,105,000004,494.32,150.4,6.95,4.14,2.01,1.99,0,0.99,3.17,0.99,1.97,4.03,0.99,508.32,155.32
05105000005,05,105,000005,302.51,74.98,1.19,1.97,1.12,0,1.19,0,1.05,0.42,0,1.19,0.07,306.85,71.33
05105000006,05,105,000006,61.17,9.23,0.13,0.07,0,0.03,0,0,0,0,0,0,0.07,62.73,7.83
05105000007,05,105,000007,196.53,45.2,1.97,0,0.98,0.98,0,0,4.91,0,0,0,0,200.46,45.2
05105000008,05,105,000008,212.11,57.03,2,3,0,0,1,0,0,0,0,3,0,215.12,55.03
05105000009,05,105,000009,79,18,0,0,0,1,0,0,0,0,0,0,1,80,16
05105000010,05,105,000010,324.17,93.85,3.87,1.93,0,0.97,0,0,0,0,0,0,1.93,340.61,82.24
05105000011,05,105,000011,126,34,1,0,1,1,0,0,2,0,0,1,0,131,32
05105000012,05,105,000012,417.21,125.97,4,1.02,2.99,1,0,1,3.99,1,0.01,0.02,1,424.23,125.97
05105000013,05,105,000013,94,11,0,1,0,0,0,0,2,0,0,0,0,90,17
05105000014,05,105,000014,90,19,1,0,1,1,0,1,0,0,0,3,1,98,15
05105000015,05,105,000015,296.59,116.63,4.77,2.86,0.95,0.95,0.01,0,2.86,0.02,0,0,0.96,299.5,125.17
05105000016,05,105,000016,129.27,47.73,0.08,1.85,0.02,0.02,0,0.01,0.94,0.01,0.02,0.95,0.01,130.34,47.79
05105000017,05,105,000017,305,137,6,1,1,0,1,0,3,0,0,1,1,308,147
05107001001,05,107,001001,167.05,426.66,2.74,2.74,2.19,0.55,0.55,1.64,1.64,3.83,1.1,0.55,0,215.8,320.96
05107001010,05,107,001010,383.72,693.05,4.04,2.96,2.96,1.98,4,1.04,10.91,6.02,2.02,2.07,0,458.56,543.01
05107001040,05,107,001040,132.47,854.48,2.93,2.02,2.02,2.01,0.98,3.96,8.02,7.95,1.97,1.92,1,200.22,675.29
05107001150,05,107,001150,44.94,114.79,0.74,0.74,0.59,0.15,0.15,0.44,0.44,1.03,0.29,0.15,0,58.06,86.35
05107001160,05,107,001160,66.97,35.28,0,0,0.2,0,0.2,0.2,0,0.4,0,0.2,0,69.76,28.3
05107001161,05,107,001161,146.74,77.3,0,0,0.44,0,0.44,0.44,0,0.87,0,0.44,0,152.86,62.02
05107001162,05,107,001162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05107001163,05,107,001163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05107001164,05,107,001164,29.6,15.97,0,0,0.09,0,0.09,0.09,0.01,0.18,0,0.09,0,30.88,12.8
05107001165,05,107,001165,87.01,58.98,0.11,0.1,0.32,0.03,0.28,0.29,0.11,0.63,0.04,0.27,0,92.25,46.58
05107001166,05,107,001166,12.98,9.5,0.02,0.02,0.05,0,0.04,0.05,0.01,0.1,0.01,0.04,0,13.85,7.45
05107001170,05,107,001170,28.93,73.88,0.47,0.47,0.38,0.09,0.09,0.28,0.28,0.66,0.19,0.09,0,37.37,55.58
05107001171,05,107,001171,34.16,87.24,0.56,0.56,0.45,0.11,0.11,0.34,0.34,0.78,0.22,0.11,0,44.13,65.63
05107001173,05,107,001173,19.99,51.06,0.33,0.33,0.26,0.07,0.07,0.2,0.2,0.46,0.13,0.07,0,25.82,38.41
05107001180,05,107,001180,111.22,119.1,1.75,0,1.75,0,1.75,0,0.88,1.75,0,1.75,0,121.73,103.34
05107001181,05,107,001181,15.78,16.9,0.25,0,0.25,0,0.25,0,0.12,0.25,0,0.25,0,17.27,14.66
05107001200,05,107,001200,2.13,1.98,0.01,0.01,0,0,0.01,0.03,0.06,0.03,0.01,0,0,2.29,1.66
05107001201,05,107,001201,38.06,35.42,0.26,0.26,0,0,0.26,0.53,1.06,0.53,0.26,0,0,40.97,29.6
05107001203,05,107,001203,81.15,17.19,0,0,0,0,0,0,0.56,0.85,0.28,0,0,83.68,15.21
05107001204,05,107,001204,12.78,11.89,0.09,0.09,0,0,0.09,0.18,0.35,0.18,0.09,0,0,13.75,9.94
05107001205,05,107,001205,206.85,43.81,0,0,0,0,0,0,1.44,2.15,0.72,0,0,213.32,38.79
05107001206,05,107,001206,0.8,0.74,0.01,0.01,0,0,0.01,0.01,0.02,0.01,0.01,0,0,0.86,0.62
05107001300,05,107,001300,58.62,60.38,0,0,0.59,0,0,0,1.17,2.34,0,0,0,64.49,50.42
05107001301,05,107,001301,41.38,42.62,0,0,0.41,0,0,0,0.83,1.66,0,0,0,45.51,35.58
05107001400,05,107,001400,48.14,56.79,0,0.22,0.89,0,0.67,0.44,0.89,1.11,0.44,0.22,0.22,57.01,43.03
05107001401,05,107,001401,56,66.07,0,0.26,1.03,0,0.77,0.52,1.03,1.29,0.52,0.26,0.26,66.32,50.07
05107001402,05,107,001402,29.49,34.78,0,0.14,0.54,0,0.41,0.27,0.54,0.68,0.27,0.14,0.14,34.92,26.36
