GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20GOVRHOL,G20GOVDMYE,G20GOVLRAI,G20ATGRROK,G20ATGDWEI
18005000540,18,005,000540,546.45,240.42,9.97,537.78,172.51,89.54,553.53,227.37
18005000550,18,005,000550,113,95,1,157,48,6,140,69
18005000560,18,005,000560,525.76,200.65,17.92,446.19,137.14,159.98,507.77,209.7
18005000570,18,005,000570,98.69,31.9,4.98,84.74,22.93,26.92,91.71,33.89
18005000580,18,005,000580,237.34,87.91,11.06,202.98,67.58,63.76,217.32,108.85
18005000590,18,005,000590,339.9,91.45,15.02,262.83,70.28,108.26,316.9,101.45
18005000600,18,005,000600,442,102,6,362,72,117,424,104
18005000610,18,005,000610,773,280,18,673,199,192,753,282
18005000620,18,005,000620,533,218,20,474,165,127,536,208
18005000630,18,005,000630,444.76,142.92,10.18,383.36,97.35,111.11,443.43,132.01
18005000640,18,005,000640,395.9,121.46,10.2,355.1,80.66,89.01,396.83,113.11
18005000650,18,005,000650,262.22,82.19,10.76,205.47,65.55,85.12,253.41,88.06
18005000660,18,005,000660,499.61,108.83,7.91,417.5,70.24,123.67,475.87,112.78
18005000670,18,005,000670,403,85,7,336,44,111,394,80
18005000680,18,005,000680,175.4,66.07,8.14,136.67,59.85,54.1,165.29,77.14
18007000010,18,007,000010,348,136,15,331,89,78,354,140
18007000020,18,007,000020,185.03,82.06,6.97,182.71,56.52,36.39,181.16,90.58
18007000030,18,007,000030,256.25,99.06,11.04,242.58,73.56,48.67,256.13,106.54
18007000040,18,007,000040,245,91,7,235,45,61,240,96
18007000050,18,007,000050,205.72,92.87,4.99,208.71,52.93,40.94,207.71,89.88
18007000060,18,007,000060,117,18,6,113,9,19,123,16
18007000070,18,007,000070,350,98,9,299,69,88,316,132
18007000080,18,007,000080,119,36,2,111,25,19,113,41
18007000090,18,007,000090,377,134,8,344,96,77,374,141
18007000100,18,007,000100,191,58,10,177,40,43,181,74
18007000110,18,007,000110,71,32,2,71,22,11,69,36
18007000120,18,007,000120,160,40,1,154,25,24,154,43
18007000130,18,007,000130,215,63,5,189,51,41,202,75
18007000140,18,007,000140,92,15,2,88,10,11,90,16
18007000150,18,007,000150,75,14,2,69,7,16,76,14
18009000010,18,009,000010,415.61,142.8,25.1,320.87,92.48,158.12,399.49,155.93
18009000020,18,009,000020,343.39,76.2,9.9,273.13,45.52,106.88,332.51,88.07
18009000040,18,009,000040,24,18,0,23,9,9,23,18
18009000050,18,009,000050,426,124,7,355,85,112,424,117
18009000060,18,009,000060,435,248,19,432,164,92,451,225
18009000070,18,009,000070,456,197.71,24.08,388.8,147.47,131.49,452.95,205.78
18009000080,18,009,000080,380.44,131.71,17.12,315.73,106.79,99.67,352.18,155.76
18009000090,18,009,000090,366,129.29,13.92,329.2,85.53,89.51,356.05,142.22
18009000100,18,009,000100,561.56,204.29,8.88,508.27,135.21,126.33,541.82,208.24
18009000110,18,009,000110,110,24,4,102,11,26,114,19
18009000120,18,009,000120,174,36,1,143,26,39,171,34
18009000130,18,009,000130,149,44,2,142,25,27,148,44
18011000010,18,011,000010,347,174,15,361,94,81,362,155
18011000020,18,011,000020,384.28,182.33,18.21,342.55,126.87,111.41,388.12,176.4
18011000030,18,011,000030,333,139,17,237,105,141,320,145
18011000040,18,011,000040,315.83,130.93,16.99,257.86,89.95,111.94,315.83,133.93
18011000050,18,011,000050,663.4,210,9.22,552.33,133.62,197.66,675.14,177.72
18011000060,18,011,000060,307,158,8,247,129,103,317,156
18011000070,18,011,000070,368.88,208.73,10.12,370.49,132.47,84.77,381.8,187.76
18011000080,18,011,000080,212,103,10,176,78,66,206,104
18011000090,18,011,000090,398.37,191.7,10.98,413.34,115.82,73.88,401.36,171.73
18011000100,18,011,000100,396,212,25,361,133,134,389,218
18011000110,18,011,000110,437,168,22,370,117,135,435,167
18011000120,18,011,000120,423.4,200.38,14.81,409.46,117.61,111.51,448.67,171.63
18011000130,18,011,000130,248.93,171.95,17,213.94,87.97,89.97,247.93,127.96
18011000140,18,011,000140,444.89,113.03,17.85,383.53,73.81,119.51,432.09,118.93
18011000150,18,011,000150,79,41,2,88,17,17,85,33
18011000160,18,011,000160,77,12,3,65,11,16,79,10
18011000170,18,011,000170,384.76,157.47,8.86,322.77,111.2,123.01,386.73,155.49
18011000180,18,011,000180,387.12,132.55,13.05,312.83,87.32,126.59,387.12,122.54
18011000190,18,011,000190,442,460,14,637,260,34,526,375
18011000200,18,011,000200,303.3,336.51,11.78,399.76,216.57,35.85,345.15,283.54
18011000210,18,011,000210,249.49,413.77,14.25,370.75,267.69,39.98,306.69,359.53
18011000220,18,011,000220,417.74,560.38,17.51,563.56,384.61,49.16,484.6,495.79
18011000230,18,011,000230,322,319,17,424,189,49,380,273
18011000240,18,011,000240,668.15,628.78,30.53,926.64,362.88,49.65,788.21,513.57
18011000250,18,011,000250,551,503,16,735,281,53,635,404
18011000260,18,011,000260,454,460,23,613,280,54,548,378
18011000270,18,011,000270,573,518,35,767,302,63,663,450
18011000280,18,011,000280,685.67,633.62,34.09,881.88,386.13,98.35,793.8,531.49
18011000290,18,011,000290,423.32,395.65,20.6,550.07,245.84,49.33,481.07,349.51
18011000300,18,011,000300,337.25,394.24,22.69,450.17,249.59,58.11,378.87,354.04
18011000310,18,011,000310,616.86,721.84,35.99,761.83,503.89,107.98,687.84,638.86
18011000320,18,011,000320,432,503,17,621,287,57,516,415
18011000330,18,011,000330,259.74,250.89,10.82,329.6,152.5,37.39,302.05,204.65
18011000340,18,011,000340,297.71,340.87,7.01,413.51,212.24,16.88,343.38,286.62
18011000350,18,011,000350,346.84,336.6,19.65,390.37,234.18,72.67,372.52,308.98
18011000360,18,011,000360,245.79,258.69,15.05,349.69,154.78,18.63,296.66,219.27
18011000370,18,011,000370,549,574,36,719,361,84,619,512
18011000380,18,011,000380,646.14,750.16,27.01,790.17,510.11,121.02,730.16,649.14
18011000390,18,011,000390,311.26,89.5,6.96,228.72,57.68,121.32,297.34,97.46
18011000400,18,011,000400,423,79,7,320,49,140,404,83
18011000410,18,011,000410,354.55,118.51,9.88,262.7,91.85,131.35,340.73,135.3
18011000420,18,011,000420,323.45,66.49,9.12,227.3,53.15,114.65,309.27,72.7
18011000430,18,011,000430,717,154,23,542,87,260,704,154
18011000440,18,011,000440,261,66,10,200,41,91,250,74
18011000450,18,011,000450,296,91,3,253,69,68,295,79
18011000460,18,011,000460,553,252,19,518,172,135,569,230
18011000470,18,011,000470,369,113,11,280,86,126,363,118
18011000480,18,011,000480,428,113,17,329,61,167,421,123
18011000490,18,011,000490,612,482,24,736,292,90,681,413
18011000500,18,011,000500,596,320,11,632,196,97,636,269
18011000510,18,011,000510,620.88,159.45,15.95,536.17,93.68,171.41,620.88,158.46
18011000520,18,011,000520,931.99,771.41,57.06,997.66,502,257.71,1010.15,699.2
18011000530,18,011,000530,525.01,303.59,16.94,496.34,208,131.29,557.85,265.8
18013000010,18,013,000010,558,238,18,443,186,186,538,256
18013000020,18,013,000020,654,189,12,494,152,212,621,220
18013000030,18,013,000030,576,199,14,507,146,137,564,213
18013000040,18,013,000040,528,185,10,424,134,164,511,203
18013000050,18,013,000050,268.22,204.78,10.75,250.68,158.71,74.37,272.15,191.07
18013000060,18,013,000060,420.68,164.04,6.29,336.19,134.74,119.06,394.73,178.75
18013000070,18,013,000070,287,249,15,250,218,78,282,257
18013000080,18,013,000080,723,320,28,594,245,222,688,347
18013000090,18,013,000090,601.2,292.84,26.03,518.15,224.67,168.25,594.19,299.82
18013000100,18,013,000100,436.8,305.16,10.97,418.85,242.33,91.75,431.81,299.18
18013000110,18,013,000110,346.67,356.57,5,360.62,267.68,82.94,358.66,339.58
18013000120,18,013,000120,377.42,332.61,11.95,356.51,271.86,87.63,369.46,336.59
18015000010,18,015,000010,178.81,53.29,2.04,138.29,37.45,58.4,184.65,47.51
18015000020,18,015,000020,764,155,22,620,110,212,753,181
18015000030,18,015,000030,278,53,4,223,36,81,280,55
18015000040,18,015,000040,397,115,10,326,85,113,394,127
18015000050,18,015,000050,612.63,178.26,11.42,546.94,123.19,135.04,606.89,195.21
18015000060,18,015,000060,384.53,188.66,18.16,369.48,134.83,93.08,405.41,188.94
18015000070,18,015,000070,400.56,187.24,17.07,319.11,141.85,139.95,396.52,200.37
18015000080,18,015,000080,362,95,6,300,63,100,349,112
18015000090,18,015,000090,444,124,11,364,82,131,441,134
18015000100,18,015,000100,519.71,175.56,5.99,482.8,119.7,96.76,521.7,175.56
18015000110,18,015,000110,342,108,12,310,77,75,343,117
18015000120,18,015,000120,164,42,3,142,30,38,159,49
18015000130,18,015,000130,154,60,3,135,38,45,161,58
18015000140,18,015,000140,404,97,16,336,67,118,402,121
18015000150,18,015,000150,522,178,11,450,136,127,511,201
18015000160,18,015,000160,154.19,41.71,6.96,117.71,24.55,59.6,152.35,48.49
18015000170,18,015,000170,343.58,123.26,11.62,306.48,86.84,85.12,349.28,127.68
18015000180,18,015,000180,452.69,189.57,11.73,405.99,138.3,106.8,445.91,200.81
18015000190,18,015,000190,207,59,2,183,38,49,210,59
18017000001,18,017,000001,192.22,111.72,11,162.29,93.14,57.37,181.9,127.04
18017000002,18,017,000002,196.64,69.87,5.99,163.7,60.89,38.93,186.66,75.86
18017000003,18,017,000003,68,48,5,62,34,24,69,51
18017000004,18,017,000004,272.03,160.01,14,237.02,126.01,86.01,284.02,162.01
18017000005,18,017,000005,179.87,119.25,6.96,157.02,105.34,43.73,175.9,126.21
18017000006,18,017,000006,217.99,143.99,3,189.99,126,49,210.99,149.99
18017000007,18,017,000007,76,70,5,65,63,22,72,77
18017000008,18,017,000008,110.42,109.45,10.75,95.77,95.77,39.09,109.45,120.2
18017000009,18,017,000009,142.86,109.75,9.23,123.08,96.84,38.93,143.73,114.04
18017000010,18,017,000010,214.71,146.08,9.4,200.48,118.65,46.07,218.68,148.41
18017000011,18,017,000011,371,191,13,347,153,72,382,182
18017000012,18,017,000012,256.14,177.25,8.77,226.92,143.16,72.07,251.27,187.96
18017000013,18,017,000013,134,83,4,106,76,40,130,88
18017000014,18,017,000014,209.64,136.62,7.07,221.25,97.33,33.96,222.18,125.6
18017000015,18,017,000015,279,229,8,283,189,48,302,213
18017000016,18,017,000016,59,51,3,46,46,19,55,51
18017000017,18,017,000017,247,95,8,232,62,56,257,88
18017000018,18,017,000018,205.69,77.75,11.16,170.08,70.54,49.96,202.56,88.94
18017000019,18,017,000019,347,65,6,234,48,133,324,81
18017000020,18,017,000020,285.36,106.38,5.93,281.75,73.67,42.04,293.82,95.4
18017000021,18,017,000021,79.34,38.12,6.01,60.28,32.1,28.06,73.32,46.12
18017000022,18,017,000022,301,84,15,217,45,138,307,89
18017000023,18,017,000023,626.23,172.34,9.42,520.74,121.48,165.76,619.63,184.58
18017000024,18,017,000024,529.31,138.25,12.84,401.92,121.46,155.04,518.44,153.06
18017000025,18,017,000025,461.86,152.79,11.44,399.23,119.01,104.69,466.38,149.27
18017000026,18,017,000026,185.46,67.43,5,155.51,50.95,49.31,188.19,66.7
18017000027,18,017,000027,583.43,151.6,12.84,456.88,120.04,166.38,565.38,172.79
18017000028,18,017,000028,419,168,13,341,123,138,418,181
18017000029,18,017,000029,462.12,176.69,10.86,389.24,144.17,115.28,457.18,190.5
18017000030,18,017,000030,348.82,81.6,6.35,258.98,52.56,123.11,348.98,75.46
18017000031,18,017,000031,440.42,132.98,9.43,364.03,113.17,108.46,434.76,140.52
18017000032,18,017,000032,489.77,147.66,13.58,374.26,101.52,173.24,476.37,165.42
18017000033,18,017,000033,420,141.01,14.99,357.03,93.01,125.97,421.99,140.03
18017000034,18,017,000034,58.32,23.84,0.01,59.17,15.9,5.35,53.92,28.24
18017000035,18,017,000035,5.49,2.1,0.13,4.62,1.71,1.37,5.43,2.26
18017000036,18,017,000036,264,94.01,8,226,66,72,275,89.01
18017000037,18,017,000037,36.86,42.47,3.85,38.75,38.58,5.85,36.87,44.39
18017000038,18,017,000038,272,61,12,209,47,92,274,69
18017000039,18,017,000039,504,128,13,395,88,161,493,138
18017000040,18,017,000040,0,0,0,0,0,0,0,0
18019000010,18,019,000010,133.18,33.05,2.92,112.77,21.39,35.97,127.35,31.11
18019000020,18,019,000020,2120.02,815.93,54.23,2124.7,645.7,209.19,2093.12,778.9
18019000030,18,019,000030,573,278,12,530,242,81,530,279
18019000040,18,019,000040,241,129,6,237,106,30,219,133
18019000050,18,019,000050,80,44,4,68,39,21,76,47
18019000060,18,019,000060,176,143,2,156,130,35,164,143
18019000070,18,019,000070,268.23,120.91,4.04,256.19,104.74,28.22,244.14,130.87
18019000080,18,019,000080,1498.61,680.1,39.83,1559.35,509.83,136.42,1481.68,641.27
18019000090,18,019,000090,1704.91,696.5,31.73,1669.26,562.65,171.64,1632.68,667.67
18019000100,18,019,000100,553,214,12,527,178,64,530,217
18019000110,18,019,000110,172.24,180.16,3.01,201.22,144.14,9.04,173.22,166.18
18019000120,18,019,000120,139,216,6,141,166,23,116,196
18019000130,18,019,000130,148.58,414.44,14.27,176.03,348.88,31.52,147.54,395.55
18019000140,18,019,000140,245,394,12,265,347,35,236,385
18019000150,18,019,000150,226,300,13,228,261,41,226,293
18019000160,18,019,000160,218.55,263.45,6.99,231.52,225.53,26.94,218.55,259.46
18019000170,18,019,000170,327,373,20,366,306,44,327,361
18019000180,18,019,000180,247.45,270.55,10.01,261.48,228.47,28.06,248.45,262.54
18019000190,18,019,000190,273,377,19,315,327,28,280,368
18019000200,18,019,000200,234,307,11,266,263,24,227,301
18019000210,18,019,000210,341,353,17,370,296,38,342,337
18019000220,18,019,000220,163,138,6,194,101,9,167,122
18019000230,18,019,000230,310,309,13,332,246,48,311,293
18019000240,18,019,000240,357.78,488.96,17.89,381.63,424.36,50.69,355.79,476.04
18019000250,18,019,000250,286,205,16,299,177,21,274,207
18019000260,18,019,000260,387,304,11,428,253,18,398,280
18019000270,18,019,000270,646,501,16,729,387,40,665,460
18019000280,18,019,000280,551,534,18,604,429,62,548,511
18019000290,18,019,000290,1066,1114,42,1173,932,102,1092,1051
18019000300,18,019,000300,346,289,9,389,236,20,351,267
18019000310,18,019,000310,244,259,10,268,216,27,232,259
18019000320,18,019,000320,352,438,13,397,357,43,355,421
18019000330,18,019,000330,434,492,23,493,404,51,433,487
18019000340,18,019,000340,708.22,861.04,38.11,774.37,735.64,86.31,728.21,820.96
18019000350,18,019,000350,683.39,513.92,25.27,752.6,419.31,42.21,682.56,491.26
18019000360,18,019,000360,66.61,66.85,3.62,76.48,53.17,6.14,67.07,66.38
18019000370,18,019,000370,234,182,7,232,159,24,209,184
18019000380,18,019,000380,266.18,211.39,8.73,260.74,181.98,39.44,251.23,220.27
18019000390,18,019,000390,173.21,161.32,4.01,169.22,146.29,20.03,163.21,162.32
18019000400,18,019,000400,270.55,248.67,14.92,299.4,199.93,31.83,277.52,235.74
18019000410,18,019,000410,226,218,11,246,186,27,231,211
18019000420,18,019,000420,207.75,281.95,14.84,233.72,240.21,25.04,209.61,274.53
18019000430,18,019,000430,307,270,15,334,221,31,303,256
18019000440,18,019,000440,460.85,385.74,20.69,487.39,319.68,56,442.27,390.42
18019000450,18,019,000450,462.94,375.95,18,503.93,304.96,43.99,455.94,373.95
18019000460,18,019,000460,246,321,12,268,271,37,257,309
18019000470,18,019,000470,422.89,350.08,18.95,455.81,300.21,34.91,423.89,347.09
18019000480,18,019,000480,231,219,12,247,182,31,219,220
18019000490,18,019,000490,370.19,307.96,15.71,387.35,254.69,41.34,362.83,301.09
18019000500,18,019,000500,645.99,241,16,616.99,181,85,599.99,241
18019000510,18,019,000510,1001.33,289.89,23.59,963.93,246.64,92.46,951.21,309.53
18019000520,18,019,000520,606.67,178.11,17.41,550.07,142.36,109.54,574.79,185.47
18019000530,18,019,000530,684.01,188,15,624.01,158,94,614.01,208
18019000540,18,019,000540,346.74,107.93,11.21,327.14,94.06,37.57,313.28,115.75
18019000550,18,019,000550,1199.17,709.03,40.19,1246.85,572.21,120.62,1230.21,657.27
18019000560,18,019,000560,341.59,185.97,9.79,341.59,150.73,47.96,333.76,180.09
18019000570,18,019,000570,308.41,185.03,6.21,315.41,151.27,35.04,294.24,196.91
18019000580,18,019,000580,373,156,10,362,146,30,355,158
18019000590,18,019,000590,483.67,269.87,17.52,493.31,220.81,52.57,480.16,255.85
18019000600,18,019,000600,251.22,165.67,13.07,256.17,141.4,28.41,241.16,170.57
18019000610,18,019,000610,1044.52,557.78,25.27,1057.68,455.78,110.36,1028.66,530.62
18019000620,18,019,000620,184.8,95.53,3.96,182.3,79.65,23.21,180.97,89.69
18019000630,18,019,000630,1453.98,519.07,49.77,1365.3,443.3,201.81,1398.88,527.1
18019000640,18,019,000640,201,115,4,188,98,28,179,121
18019000650,18,019,000650,624.28,518.2,21.04,692.44,416.98,53.09,641.31,480.13
18019000660,18,019,000660,979.31,670.72,33.73,1056.69,516.93,87.32,975.34,621.11
18019000670,18,019,000670,753.76,702.11,25.4,848.92,574.36,54.64,770.23,659.64
18019000680,18,019,000680,13,13,0,15,10,0,12,12
18019000690,18,019,000690,689,170,7,650,137,70,618,191
18019000700,18,019,000700,276.28,86.46,7.02,258.21,72.4,38.13,263.2,89.46
18019000710,18,019,000710,523.72,187.54,7.98,495.79,163.6,51.87,491.8,187.54
18019000720,18,019,000720,217.86,76.95,4,213.86,71.95,9.99,203.87,80.95
18021000010,18,021,000010,461.31,171.06,12,357.35,130,150.02,432.31,191.03
18021000020,18,021,000020,481.14,155.11,12.84,391.24,118.56,137.33,467.31,157.09
18021000030,18,021,000030,456.89,142.97,12,391.91,111.97,106.97,427.9,171.96
18021000040,18,021,000040,366.17,99.93,10.15,296.23,71.09,101.69,343.68,114.59
18021000050,18,021,000050,327.47,97.85,3.82,303.46,52.67,67.51,315.41,89.69
18021000060,18,021,000060,231.13,75.63,3.24,209.67,47.04,49.01,221.39,74.26
18021000070,18,021,000070,115,29,2,91,19,36,99,34
18021000080,18,021,000080,536.18,139.96,12.81,471.13,84.76,133.06,507.6,155.73
18021000090,18,021,000090,5.71,1.49,0.14,5.02,0.9,1.42,5.41,1.66
18021000100,18,021,000100,380.76,82.11,6.02,322.66,53.08,87.15,335.7,103.13
18021000110,18,021,000110,508.24,74.89,10.98,440.34,52.92,99.85,467.3,94.87
18021000120,18,021,000120,385,92,12,325,65,94,364,103
18021000130,18,021,000130,668.42,181.15,11.85,582.47,123.47,148.82,641.16,187.78
18021000140,18,021,000140,197.58,79.85,3.15,195.53,55.53,33.18,198.84,75.22
18021000150,18,021,000150,525,123,6,434,82,131,472,148
18021000160,18,021,000160,419,76,4,373,52,65,399,75
18021000170,18,021,000170,559.74,176.45,16.66,525.43,126.46,100.97,560.72,170.57
18021000180,18,021,000180,309,73,7,258,48,80,294,76
18021000190,18,021,000190,659.26,197.55,24.34,594.57,134.54,156.03,632.28,214.43
18021000200,18,021,000200,397,101,5,346,75,78,370,111
18021000210,18,021,000210,239,54,7,210,36,53,228,63
18021000220,18,021,000220,329,101,10,259,72,105,312,110
18021000230,18,021,000230,593,152,5,469,111,164,549,173
18021000240,18,021,000240,348,75,10,312,57,63,338,70
18023000010,18,023,000010,92,46,1,116,19,6,109,31
18023000020,18,023,000020,109,61,7,99,41,33,109,60
18023000030,18,023,000030,109.74,41.29,4.01,92.59,32.25,31.2,111.7,43.31
18023000040,18,023,000040,190.19,85.97,7.06,162.18,62.62,59.45,191.31,87.87
18023000050,18,023,000050,130.93,61.18,4.12,105.18,41.58,45.38,127.77,64.35
18023000060,18,023,000060,149.27,60.69,2.99,116.44,52.73,42.78,140.32,63.68
18023000070,18,023,000070,102,55,6,84,50,27,101,57
18023000080,18,023,000080,162,81,7,127,65,54,152,87
18023000090,18,023,000090,104.03,92,2,89.03,70,31,105.03,84
18023000100,18,023,000100,38.5,25.63,1.83,31.18,22.87,10.07,35.76,24.71
18023000110,18,023,000110,97.4,61.08,1.01,83.42,39.05,36.02,100.42,54.07
18023000120,18,023,000120,249.63,103.78,14.86,236.72,70.22,60.07,258.7,105.42
18023000130,18,023,000130,170,72,4,157,51,41,177,68
18023000140,18,023,000140,253.27,127.99,3.06,253.26,87.63,46.46,269.38,110.89
18023000150,18,023,000150,198.28,108.49,12.16,185.19,72.95,57.05,213.25,103.82
18023000160,18,023,000160,159.18,81.07,0.99,149.3,55.37,38.56,164.13,75.14
18023000170,18,023,000170,178.16,104.39,6.22,168.13,69.16,49.57,181.56,101.05
18023000180,18,023,000180,230.6,126.17,5.75,216.34,94.54,49.76,231.64,122.29
18023000190,18,023,000190,289.07,127.82,6.88,244.82,92.42,80.62,279.23,137.65
18023000200,18,023,000200,357.75,113.43,7.07,355.2,73.61,51.99,369.8,102.74
18023000210,18,023,000210,305,73,7,231,62,93,298,86
18023000220,18,023,000220,224,39,5,179,25,63,220,46
18023000230,18,023,000230,275,73,6,233,54,65,269,77
18023000240,18,023,000240,149,54,3,119,44,41,145,56
18023000250,18,023,000250,239.52,70.34,3.04,183.39,45.2,83.32,219.53,87.32
18023000260,18,023,000260,249.48,61.66,4.96,215.61,37.8,64.68,243.47,65.68
18023000270,18,023,000270,355.44,192.23,10.14,317.44,145.26,98.98,348.56,205.88
18023000280,18,023,000280,345.56,135.77,5.86,304.56,95.74,82.02,349.44,123.12
18023000290,18,023,000290,143.6,40.54,2.1,107.57,25.96,51.67,138.55,43.6
18023000300,18,023,000300,500.4,116.46,7.9,422.43,73.04,126.33,496.45,121.4
18023000310,18,023,000310,355,99,16,299,75,100,355,108
18023000320,18,023,000320,233.39,82.28,6.4,159.16,71.89,84.85,215.54,100.18
