GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREOFUE,G20PREOKIN,G20PREIWES,G20PREIPIE,G20PREOWRI,G20USSRERN,G20USSDGRE,G20USSLSTE,G20USSOHER,G20USSOWRI
19153153281,19,153,153281,469,609,19,2,3,1,1,4,0,3,434,622,29,13,0
19153153282,19,153,153282,416.79,532.86,9.24,2.75,0.03,1.82,0.01,3.65,0.01,1.04,401.09,525.64,18.55,5.56,0.9
19153153283,19,153,153283,629,817,23,2,1,2,0,4,2,2,564,834,38,22,3
19153153284,19,153,153284,274.99,541.97,9.54,1,1.04,2.18,0,4.27,0.13,2.22,239.76,539.06,27.88,9.67,1.09
19153153301,19,153,153301,483.88,802.93,18.31,6.75,1.93,0,0.96,7.71,0.96,8.68,476.17,780.76,45.3,18.31,1.93
19153153302,19,153,153302,407.53,583.57,7.93,2.15,0.01,1.12,0,2.31,0,0.21,415.42,571.16,11.97,6.43,1.02
19153153303,19,153,153303,443,884,28,1,1,0,0,5,1,1,428,867,33,14,3
19153153304,19,153,153304,654.79,1060.82,17.77,2.67,0.89,0,0.89,2.67,0,2.67,677,1026.17,21.32,8.88,0
19153153305,19,153,153305,518,714,16,1,1,3,0,0,1,4,557,662,30,8,0
19153153306,19,153,153306,669.78,990.15,24.37,3.99,0.14,3.68,0.16,3.11,2.72,7.74,703.03,953.06,31.32,9.6,0.91
19153153307,19,153,153307,631.77,840.07,9.83,0.98,0,0.98,0,5.9,0.98,9.83,640.61,814.52,19.65,8.84,0
19153153308,19,153,153308,428,892,19,1,2,1,0,1,0,3,428,850,34,9,4
19153153309,19,153,153309,492.16,810.42,16.05,1.49,1.04,1.95,2.08,2.21,0.06,6.11,513.8,769.28,23.06,13.39,0.06
19153153310,19,153,153310,519.29,991.8,20.58,7.49,0.94,0,1.87,3.74,0.94,3.74,536.13,960.92,37.43,10.29,0.94
19153153311,19,153,153311,542,608,10,3,2,0,0,1,0,5,598,551,12,2,1
19153153312,19,153,153312,773.26,1091.95,19.98,5.99,1,0,1,3,0,5.99,853.18,1004.04,23.98,8.99,2
19153153313,19,153,153313,601,959.12,18.1,2.86,0.95,0.95,0,4.76,0,4.76,626.71,917.21,19.05,10.48,0.95
19153153314,19,153,153314,327,451,9,1,2,2,0,0,0,0,360,423,9,1,0
19153153315,19,153,153315,355.13,673.68,11.9,0.29,1.05,0.05,0,0.59,0,0.88,357.82,652.79,21.11,6.95,0.1
19153153316,19,153,153316,579,887,11,1,1,1,1,3,0,4,604,830,22,11,3
19153153317,19,153,153317,847,1200,21,1,2,0,1,3,0,10,932,1106,21,10,0
19153153318,19,153,153318,956.94,1059.49,16.33,2.88,0,0.01,0,6.23,0,11.92,1030.6,975.84,21.1,7.93,0.96
19153153319,19,153,153319,285.65,196.93,5.38,0,0,0,0,1.34,0,1.34,307.15,179.45,2.69,0.67,0
19153153331,19,153,153331,835.87,1065.39,25.03,5.47,0.98,2.19,0,2.66,1.95,9.62,817.96,1054.59,32.86,16.03,3.4
19153153332,19,153,153332,841.36,1101.32,28.58,5.12,0.03,2.05,0,3.06,0.05,2.22,838.03,1085.07,28.72,10.35,0.07
19153153333,19,153,153333,772,1169.56,29.69,4.06,1.17,0.08,1.12,0.5,0.98,7.33,775.62,1134.33,46.73,15.02,1.08
19153153334,19,153,153334,828,939,13,0,0,2,0,3,0,6,864,893,17,7,0
19153153335,19,153,153335,698,944,28,5,1,2,1,4,1,4,715,907,42,11,1
19153153336,19,153,153336,690.23,1122.32,22.45,2.07,0.35,2.15,0,5.12,0.95,3.76,699.72,1079.38,35.44,10.29,0.17
19153153337,19,153,153337,974.13,1117.16,29,3,0,3,3,7,0,3,1034.13,1050.15,32.01,12,0
19153153338,19,153,153338,741,1030,18,6,3,2,1,6,0,5,754,987,36,16,1
19153153339,19,153,153339,847.12,1152.47,25.56,5.12,1.05,1.1,0.02,3.32,0.07,3.2,863.63,1120.68,29.64,14.76,2.02
19153153340,19,153,153340,880.14,1010.33,15,2.1,2.96,1.9,0.04,0.21,0.94,6.78,931.01,941.38,24.66,12.57,0.02
19153153341,19,153,153341,1085.51,1188.39,12.54,2.31,1.52,1.39,0.02,2.15,0.12,9.21,1157.92,1098.24,24.74,7.47,0.11
19153153351,19,153,153351,1075.45,1217.91,36.22,2,4.03,1,0,2.14,0.04,7.11,1080.71,1171.8,47.89,22.08,0.09
19153153352,19,153,153352,830.24,1349.14,33.93,2,2.99,2,1,4.99,0,5.99,858.18,1295.25,45.9,11.97,1
19153153353,19,153,153353,877,899,28,1,2,2,0,2,1,8,958,827,18,9,0
19153153354,19,153,153354,1056,1201,27,3,0,1,0,3,0,8,1120,1139,18,10,1
19153153355,19,153,153355,1588.08,1921.5,46.99,3.92,1.95,1.97,0.99,4.9,0.99,6.88,1656.91,1800.99,55.81,20.53,2.93
19153153356,19,153,153356,639.49,640.98,10.65,0,0,0,0,1.94,0,2.91,669.54,602.24,13.56,4.84,0.97
19153153361,19,153,153361,2509.94,2474.59,54.35,7.07,3.14,3,0.07,6.21,4,23.14,2526.87,2383.44,87.62,31.14,6.07
19153153362,19,153,153362,1244.46,1248.35,25.06,5,2.01,3,2,2.01,0,7.02,1322.47,1160.27,34.08,8.03,0
19153153363,19,153,153363,878.38,1047.3,40.17,3.04,1.99,1.99,0.06,5.08,1.05,8.93,902.09,1005.62,42.5,14.42,0.99
19153153364,19,153,153364,903.05,878.57,20.72,3.77,1.88,1.88,0,4.71,0,10.36,884.22,876.69,29.19,14.12,0.94
19153153365,19,153,153365,971.02,1096.31,34.05,8.13,2.03,1.03,0,5.13,0.03,4.08,969.33,1079.85,45.82,9.46,1.08
19153153366,19,153,153366,881.24,907.91,26.68,0.89,1.78,1.78,0.89,3.56,0,7.11,893.69,876.79,33.79,11.56,0.89
19153153367,19,153,153367,1040.34,1115.54,27.82,8.37,6.12,1.18,1.05,9.54,0.09,9.58,1044.4,1103.25,41.75,8.23,0.33
19153153368,19,153,153368,1072.41,1136.26,38.29,5.1,3.08,2.01,0.01,2.11,3,4.11,1074.49,1106.14,47.43,17.08,1
19153153369,19,153,153369,775.72,843.89,28,3.47,0.67,0.67,0.07,3.49,0.64,2.57,758.88,831.21,47.5,11.97,2.01
19153153370,19,153,153370,914.79,938.68,30.78,1.22,2.09,0.11,0.04,1.37,0,10.65,923.13,896.43,43.41,12.14,1.06
19153153371,19,153,153371,968.34,923.3,38.19,1.96,0,0.98,1.96,6.85,0,7.83,932.11,915.47,48.96,22.52,0.98
19153153372,19,153,153372,2799.86,2667.64,65.55,5,5.99,4.04,1,9.04,1.04,18.03,2809.89,2583.89,95.09,36.18,3
19153153373,19,153,153373,1938.86,1727.63,58.4,7.14,1.12,1.19,0.98,10.09,1.12,6.5,2000.64,1655.25,59.21,10.77,0.98
19153153374,19,153,153374,1494.24,1551.25,43.17,4.66,2.31,3.33,0,5.11,2.13,9.53,1515.26,1494.94,61.1,17.93,0.58
19153153375,19,153,153375,862.09,955.49,22.7,0.33,2.8,3.71,0,4.87,0.98,6.6,863.34,924.99,35.5,16.63,0.18
19153153376,19,153,153376,33.32,42.37,0.74,0.22,0,0.15,0,0.29,0,0.07,32.07,41.78,1.47,0.44,0.07
19155155001,19,155,155001,350.84,203.17,8.26,1.32,0.33,0,0.33,0.33,0,0.99,334.98,202.51,18.83,4.62,0.33
19155155002,19,155,155002,336.16,148.54,6.46,0,0.4,0.4,0,0.81,0,0,321.22,150.56,10.5,5.25,0
19155155003,19,155,155003,286.38,126.46,5.5,0,0.34,0.34,0,0.69,0,0,273.66,128.19,8.93,4.46,0
19155155004,19,155,155004,297.22,98.06,5.77,0.52,0,0,0,0,0,1.05,288.3,104.35,4.72,1.58,0
19155155005,19,155,155005,205.28,90.69,3.94,0,0.25,0.25,0,0.49,0,0,196.16,91.92,6.41,3.2,0
19155155006,19,155,155006,130.92,67.38,1.75,0.7,0.35,0,0,0.52,0,0.17,124.46,66.33,6.11,2.27,0.17
19155155007,19,155,155007,11.52,5.93,0.15,0.06,0.03,0,0,0.05,0,0.02,10.96,5.84,0.54,0.2,0.02
19155155008,19,155,155008,206.68,106.37,2.76,1.1,0.55,0,0,0.83,0,0.28,196.49,104.72,9.65,3.58,0.28
19155155009,19,155,155009,400.87,206.32,5.34,2.14,1.07,0,0,1.6,0,0.53,381.1,203.11,18.71,6.95,0.53
19155155010,19,155,155010,203.77,109.92,5.79,1.29,1.93,0,0,0.64,0,1.93,192.85,114.42,9.64,2.57,1.29
19155155011,19,155,155011,113.23,61.08,3.21,0.71,1.07,0,0,0.36,0,1.07,107.15,63.58,5.36,1.43,0.71
19155155012,19,155,155012,193.47,58.53,3.43,0.49,0.49,0,0,0,0,0.98,189.53,58.99,4.42,2.47,0.49
19155155013,19,155,155013,162.32,72.7,1.99,0,0,0,0,0,0,0,157.34,64.73,4.98,4.98,0
19155155014,19,155,155014,127.06,52.25,2.73,0,0.15,0.15,0,0.3,0,0.3,121.16,52.86,3.18,2.73,0.3
19155155015,19,155,155015,269.68,88.94,5.23,0.48,0,0,0,0,0,0.95,261.59,94.65,4.28,1.43,0
19155155016,19,155,155016,689.87,339.1,12.25,1.16,0.01,0.59,0.58,1.75,0,0,647.4,350.69,26.78,12.23,0
19155155017,19,155,155017,690.29,339.32,11.16,1.12,0.15,0.41,0.41,1.53,0.44,0.58,655.29,346.71,22.81,10.58,0
19155155018,19,155,155018,657.71,380.88,15.48,2.48,0.62,0,0.62,0.62,0,1.86,627.98,379.64,35.3,8.67,0.62
19155155019,19,155,155019,55.63,32.99,1.31,0.21,0.06,0,0.05,0.05,0,0.15,52.94,32.93,2.98,0.79,0.05
19155155020,19,155,155020,1023.84,508.27,12.73,1.52,0.76,0.01,0.04,1.5,2.17,2.98,999.61,503.35,19.51,9.81,0.02
19155155021,19,155,155021,496.43,162.99,0.95,2.84,3.79,0,0,1.89,0,0,487.89,149.74,11.37,6.63,0
19155155022,19,155,155022,36.91,13.61,0.21,0.17,0.21,0.01,0.01,0.13,0,0,35.87,13.02,0.99,0.53,0
19155155023,19,155,155023,171.91,70.69,3.69,0,0.2,0.2,0,0.41,0,0.41,163.92,71.51,4.3,3.69,0.41
19155155024,19,155,155024,253.51,104.24,5.44,0,0.3,0.3,0,0.6,0,0.6,241.72,105.45,6.35,5.44,0.6
19155155025,19,155,155025,52.51,15.86,0.93,0.13,0.13,0,0,0,0,0.27,51.44,15.99,1.2,0.67,0.13
19155155026,19,155,155026,286.52,117.82,6.15,0,0.34,0.34,0,0.68,0,0.68,273.2,119.18,7.17,6.15,0.68
19155155027,19,155,155027,62.1,18.76,1.1,0.16,0.16,0,0,0,0,0.32,60.84,18.91,1.42,0.79,0.16
19155155028,19,155,155028,29.55,8.92,0.52,0.07,0.07,0,0,0,0,0.15,28.95,9,0.67,0.37,0.07
19155155029,19,155,155029,57.06,17.23,1.01,0.14,0.14,0,0,0,0,0.29,55.9,17.38,1.3,0.72,0.14
19155155030,19,155,155030,384,165,2,0,1,0,0,1,0,3,368,166,14,5,1
19155155031,19,155,155031,153,68,3,0,0,0,0,0,0,0,136,78,8,2,0
19155155032,19,155,155032,409.45,150.95,6.75,0.48,0.48,0,0,2.89,0,0.48,394.5,156.26,12.06,3.38,0.48
19155155033,19,155,155033,327.65,120.8,5.4,0.39,0.39,0,0,2.32,0,0.39,315.69,125.04,9.65,2.7,0.39
19155155034,19,155,155034,111.89,41.25,1.85,0.13,0.13,0,0,0.79,0,0.13,107.81,42.7,3.29,0.92,0.13
19155155035,19,155,155035,965.67,590.02,8.68,3.28,0.18,1,0.1,3,0.09,3.28,951.38,576.12,26.62,7.95,0.09
19155155036,19,155,155036,898.85,459.65,5.76,2.46,1.64,0,0.82,0.01,0.82,2.46,878.27,443.27,22.98,8.22,0.82
19155155037,19,155,155037,1341.46,1083,42.65,5.18,5.12,0,0,3,1,2,1164.88,1119.53,81.53,40.17,5.06
19155155038,19,155,155038,627,508,19,0,0,0,1,1,0,0,578,486,43,19,0
19155155039,19,155,155039,444,394,10,6,1,0,0,2,0,0,397,401,39,9,0
19155155040,19,155,155040,848.58,782.75,24.16,4.33,2.37,1.03,0,1.55,0,3.1,768.25,794.71,45.82,28.88,1.44
19155155041,19,155,155041,505.07,447.65,17.11,4.03,1.02,0,1,4,0,1,455.46,444.74,55.26,8.2,1.01
19155155042,19,155,155042,736,749,17,4,3,0,0,1,0,5,692,743,40,13,2
19155155043,19,155,155043,357.59,332.5,13.03,1.45,0.48,0.97,0,1.45,0,2.9,335.39,335.88,20.27,9.65,0.48
19155155044,19,155,155044,898,821,26,4,3,0,0,2,1,10,873,812,35,14,3
19155155045,19,155,155045,707.02,607.92,16.07,2.01,2.99,0.99,0.99,4.98,0.03,2.03,679.86,609.84,27.08,15.03,0
19155155046,19,155,155046,778.1,662.05,12.65,0.74,2.23,0,0.74,2.23,0.74,3.72,743.88,648.66,34.22,17.85,0.74
19155155047,19,155,155047,692.01,741,19,9,2,1,0,4,0,6,648.01,725,61,22,0
19155155048,19,155,155048,1079.79,903.86,30.35,4.26,2.77,0,0.26,3.77,3.26,7.28,1038.02,888.25,53.78,12.14,2.26
19155155049,19,155,155049,335,443,20,1,3,0,1,2,0,9,327,411,48,13,1
19155155050,19,155,155050,433,408,10,1,2,0,0,0,0,1,380,422,28,10,0
19155155051,19,155,155051,437,501,11,4,1,0,0,4,1,1,374,509,40,16,0
19155155052,19,155,155052,524,498,16,5,1,1,2,4,0,4,460,500,62,26,0
19155155053,19,155,155053,669.08,640.2,14.93,1.99,1,0,1.99,3.98,0,7.97,598.39,644.18,45.8,22.9,2.99
19155155054,19,155,155054,691.67,618.58,14.36,3.04,2,0,0.01,3.08,0,1.13,615.53,625.33,44,28.47,0.01
19155155055,19,155,155055,458.26,430.22,8.7,0.97,0,0,0,1.93,0,2.9,434.09,422.49,23.2,10.63,0
19155155056,19,155,155056,720.76,504.93,11.52,0.27,0.18,0,0.09,1.98,0.09,2.25,676.94,500.14,23.32,13.77,1.08
19155155057,19,155,155057,1316.79,863.98,18.67,3.18,1.1,0,1.96,1.22,0.36,4.39,1305.03,830.94,29.54,17.22,0.98
19155155058,19,155,155058,532,408,11,2,1,1,0,2,0,2,479,415,34,12,0
19157157001,19,157,157001,148.87,62.06,2.13,0.64,0.43,0,0,0.21,0.43,0.85,141.83,65.26,4.05,2.13,0
19157157002,19,157,157002,75.51,40.7,0.27,0,0.27,0.27,0,0,0,0.54,72.03,41.77,2.41,0.54,0
19157157003,19,157,157003,285.77,122.79,3.15,1.21,0.73,0.24,0,0.73,0,0.73,265.67,130.54,8.72,4.36,0.48
19157157004,19,157,157004,265.2,113.95,2.92,1.12,0.67,0.22,0,0.67,0,0.67,246.54,121.14,8.09,4.05,0.45
19157157005,19,157,157005,284.49,122.23,3.13,1.21,0.72,0.24,0,0.72,0,0.72,264.48,129.95,8.68,4.34,0.48
19157157006,19,157,157006,29.37,12.62,0.32,0.12,0.07,0.02,0,0.07,0,0.07,27.31,13.42,0.9,0.45,0.05
19157157007,19,157,157007,315.17,135.42,3.47,1.34,0.8,0.27,0,0.8,0,0.8,293,143.96,9.62,4.81,0.53
19157157008,19,157,157008,206.49,111.3,0.73,0,0.73,0.73,0,0,0,1.46,196.97,114.23,6.59,1.46,0
19157157009,19,157,157009,119.71,59.77,1.94,0.58,0.4,0,0,0.22,0.31,0.67,113.77,62.2,3.82,1.91,0.03
19157157010,19,157,157010,116.1,48.4,1.66,0.5,0.33,0,0,0.17,0.33,0.67,110.61,50.9,3.16,1.66,0
19157157011,19,157,157011,123.36,32.19,0.75,0.6,0,0.15,0.15,0.3,0,0.15,116.47,36.38,2.4,1.05,0
19157157012,19,157,157012,161.99,42.27,0.98,0.79,0,0.2,0.2,0.39,0,0.2,152.95,47.77,3.15,1.38,0
19157157013,19,157,157013,169.88,34.66,0.49,0.49,0,0,0,0,0,0,157.67,37.1,5.37,1.46,0
19157157014,19,157,157014,178.12,36.34,0.51,0.51,0,0,0,0,0,0,165.33,38.9,5.63,1.54,0
19157157015,19,157,157015,703.16,222.7,8.06,0.85,2,0.21,1.21,1.43,2,0.21,651.38,243.66,24.4,10.49,0
19157157016,19,157,157016,3.51,0.92,0.02,0.02,0,0,0,0.01,0,0,3.32,1.04,0.07,0.03,0
19157157017,19,157,157017,359.98,93.93,2.18,1.75,0,0.44,0.44,0.87,0,0.44,339.88,106.16,6.99,3.06,0
19157157018,19,157,157018,305.15,127.22,4.37,1.31,0.87,0,0,0.44,0.87,1.75,290.73,133.78,8.31,4.37,0
19157157019,19,157,157019,1805.17,2886.54,52.89,12.97,10.96,2,1,6.96,0.06,6.06,1751.05,2862.86,89.66,41.92,5.97
19159159001,19,159,159001,83.3,19.83,1.1,0,0.44,0,0,0.66,0.22,0,81.54,19.39,2.86,0.44,0
19159159002,19,159,159002,88.74,21.13,1.17,0,0.47,0,0,0.7,0.23,0,86.87,20.66,3.05,0.47,0
19159159003,19,159,159003,7.95,1.89,0.11,0,0.04,0,0,0.06,0.02,0,7.79,1.85,0.27,0.04,0
19159159004,19,159,159004,133,30,0,1,0,0,0,0,0,0,127,30,5,2,0
19159159006,19,159,159006,147,95,3,0,0,0,0,0,0,0,151,86,8,0,0
19159159007,19,159,159007,49.96,12.28,0.42,0,0,0,0.21,0,0,0.42,44.96,15.4,1.67,0.21,0.42
19159159008,19,159,159008,7.59,1.87,0.06,0,0,0,0.03,0,0,0.06,6.83,2.34,0.25,0.03,0.06
19159159009,19,159,159009,65.6,28.43,0.29,0,0.15,0,0.15,0,0,0,62.54,28.14,2.62,0.44,0
19159159010,19,159,159010,61.95,14.75,0.82,0,0.33,0,0,0.49,0.16,0,60.64,14.42,2.13,0.33,0
19159159011,19,159,159011,45.21,10.76,0.6,0,0.24,0,0,0.36,0.12,0,44.25,10.52,1.55,0.24,0
19159159012,19,159,159012,90.42,21.53,1.2,0,0.48,0,0,0.72,0.24,0,88.5,21.05,3.11,0.48,0
19159159013,19,159,159013,16.27,5.81,0.35,0,0,0,0,0,0,0,14.53,7.32,0.58,0,0
19159159014,19,159,159014,30.21,10.79,0.65,0,0,0,0,0,0,0,26.98,13.6,1.08,0,0
19159159015,19,159,159015,5.4,1.93,0.12,0,0,0,0,0,0,0,4.82,2.43,0.19,0,0
19159159016,19,159,159016,141.57,56.04,0.88,0.29,0.59,0,0,0,0,1.18,133.31,58.4,5.31,2.36,0.29
19159159017,19,159,159017,434.58,179.88,2.34,0.47,1.4,0,0.47,0,0,1.88,411.67,182.7,16.82,5.15,0.47
19159159018,19,159,159018,114.44,49.59,0.51,0,0.25,0,0.25,0,0,0,109.1,49.08,4.58,0.76,0
19159159019,19,159,159019,131.54,32.34,1.1,0,0,0,0.55,0,0,1.1,118.39,40.56,4.38,0.55,1.1
19159159020,19,159,159020,50.91,12.52,0.42,0,0,0,0.21,0,0,0.42,45.82,15.7,1.7,0.21,0.42
19159159021,19,159,159021,60.48,26.21,0.27,0,0.13,0,0.13,0,0,0,57.66,25.94,2.42,0.4,0
19159159022,19,159,159022,113.33,44.86,0.71,0.24,0.47,0,0,0,0,0.94,106.72,46.75,4.25,1.89,0.24
19159159023,19,159,159023,88.11,31.47,1.89,0,0,0,0,0,0,0,78.67,39.65,3.15,0,0
19159159024,19,159,159024,0.42,0.1,0.01,0,0,0,0,0,0,0,0.41,0.1,0.01,0,0
19161161001,19,161,161001,192.18,75.53,3.36,0,0.84,0,0,0.42,0,0.42,185.47,73.01,7.97,5.45,0.42
19161161002,19,161,161002,186.79,73.41,3.26,0,0.82,0,0,0.41,0,0.41,180.27,70.96,7.75,5.3,0.41
19161161003,19,161,161003,84.17,30.88,1.21,0,0,0,0,0,0,0.61,79.33,29.67,4.24,1.21,0
19161161004,19,161,161004,54.83,20.12,0.79,0,0,0,0,0,0,0.39,51.67,19.33,2.76,0.79,0
19161161005,19,161,161005,86.63,26.53,0.83,0.41,0.41,0,0,0,0,0,81.66,27.77,2.07,0.41,0.41
19161161006,19,161,161006,41.01,12.56,0.39,0.2,0.2,0,0,0,0,0,38.65,13.15,0.98,0.2,0.2
19161161007,19,161,161007,255.56,128.7,4.3,0.31,0.92,0,0.31,0.61,0.31,0.31,242.35,130.55,9.52,4.91,0.92
19161161008,19,161,161008,576.44,290.3,9.7,0.69,2.08,0,0.69,1.39,0.69,0.69,546.65,294.45,21.48,11.09,2.08
19161161009,19,161,161009,311,106,3,0,1,1,1,1,0,1,289,120,4,3,1
19161161010,19,161,161010,79.03,31.06,1.38,0,0.35,0,0,0.17,0,0.17,76.27,30.02,3.28,2.24,0.17
19161161011,19,161,161011,447.35,102.66,2.25,0.75,0,0,0,2.25,0,2.25,426.37,107.9,11.99,5.99,0
19161161012,19,161,161012,146.74,32.54,1.48,0,0,0.3,0,0.3,0,0,138.16,35.8,3.55,1.48,0.3
19161161013,19,161,161013,234.49,77.57,1.48,0.89,0.3,0,0,0.59,0,0.3,223.54,80.53,8.29,2.37,0
19161161014,19,161,161014,126.55,36.86,1.77,0.39,0.59,0,0,0,0,0,118.49,39.62,3.34,1.19,0.39
19161161015,19,161,161015,181.81,48.06,4,0,0.8,0,0,0,0,0,168.2,54.46,5.61,3.2,0
19161161016,19,161,161016,266.19,87.81,1.69,1,0.33,0,0,0.67,0,0.33,253.73,91.2,9.39,2.69,0
19161161017,19,161,161017,293.57,97.11,1.85,1.11,0.37,0,0,0.74,0,0.37,279.85,100.82,10.38,2.97,0
19161161018,19,161,161018,119.21,26.44,1.2,0,0,0.24,0,0.24,0,0,112.24,29.08,2.88,1.2,0.24
19161161019,19,161,161019,227.8,50.52,2.3,0,0,0.46,0,0.46,0,0,214.48,55.57,5.51,2.3,0.46
19161161020,19,161,161020,149.65,34.34,0.75,0.25,0,0,0,0.75,0,0.75,142.63,36.1,4.01,2.01,0
19163163001,19,163,163001,265.07,123.76,2.63,0.88,0,0,0,0.88,0,0.88,251.03,125.51,7.9,2.63,0.88
19163163002,19,163,163002,350.73,175.29,11.33,0,0,0,1,0,0,1,348.81,178.03,8.67,1.92,0
19163163003,19,163,163003,54.41,25.22,0.92,0.12,0,0,0,0.12,0,0.12,52.38,25.68,1.38,0.44,0.12
19163163005,19,163,163005,441.29,243.07,2.44,0,0.22,1,0,0,1,0,428.86,246.75,4.21,2.1,1
19163163006,19,163,163006,244.71,190.93,1.56,0,0.78,0,0,0,0,0,236.14,186.25,7.79,3.9,0
19163163007,19,163,163007,1088.05,662.4,22.32,4.78,1.29,0.64,0,4.02,0,5.42,1043,673.07,44.42,16.41,1.55
19163163008,19,163,163008,323.05,194.99,1.8,0.59,1.77,0,0,0.01,0,1.19,313.61,187.89,11.26,2.96,0.59
19163163009,19,163,163009,260.26,152.46,1.59,0.5,1.23,0,0,0.27,0,0.91,251.57,148.53,8.85,2.58,0.5
19163163010,19,163,163010,628.35,365.69,16.94,0.99,1,0,0,4.97,1.99,3,632.44,356.6,20.92,5.98,0
19163163011,19,163,163011,1652.11,1258.09,44.06,1,0,1,1,2.02,0.01,9.01,1656.13,1206.07,66.07,13.02,3
19163163012,19,163,163012,533.52,286.39,12.96,1,0,0,1,0,0,1.99,547.48,263.45,12.97,1,0
19163163014,19,163,163014,394.21,268.57,10.37,2.14,0.71,0.36,0,0.72,0,2.51,381.45,268.8,18.59,6.07,0.36
19163163015,19,163,163015,285.64,190.28,6.8,0.23,0.45,0,0.23,0.45,0.23,1.59,281.56,186.88,7.02,3.85,0.23
19163163016,19,163,163016,2192.61,1597.13,60.93,3.77,3.53,3,0.76,2.53,1.76,11.35,2184.82,1541.68,73.71,29,2.77
19163163017,19,163,163017,270.67,115.02,2.03,1,0,0,0,1,0,0,264.68,116.96,0.05,1.01,0
19163163018,19,163,163018,250.17,152.92,4.7,0.72,0.72,0,0.72,0.72,0,0.72,251.25,144.61,7.59,1.45,0.36
19163163019,19,163,163019,1.58,0.97,0.03,0,0,0,0,0,0,0,1.59,0.92,0.05,0.01,0
19163163020,19,163,163020,694.02,424.67,9.55,0.3,1.27,0.57,0.65,1.4,0.07,4.21,679.48,410.91,24.05,8.77,0.11
19163163021,19,163,163021,438.58,268.09,8.24,1.27,1.27,0,1.27,1.27,0,1.27,440.48,253.51,13.31,2.54,0.63
19163163022,19,163,163022,1143.85,667.71,14.74,1.84,1.84,0,0,1.84,0.92,2.76,1093.2,667.71,39.6,11.97,0.92
19163163023,19,163,163023,428.84,252.82,5.81,0,0.83,0.41,0.41,0.83,0,2.91,421.78,243.28,14.53,5.4,0
19163163024,19,163,163024,397.92,204.51,7.72,2.89,0.01,0.96,0,0.01,0,0.97,364.16,216.99,22.2,7.72,0
19163163101,19,163,163101,1053.86,1139.79,29.61,1.13,0.04,0.04,0,1.09,0,7.99,1039.73,1100.61,48.96,17.11,1
19163163102,19,163,163102,955,948,24,3,2,2,0,10,0,6,916,931,58,16,3
19163163103,19,163,163103,493.52,641.78,18.53,4.88,1.95,0,0,1.95,0,5.85,478.89,633,32.19,9.75,0.98
19163163104,19,163,163104,1055.48,1032.22,27.47,12.12,2.05,1,0,3.05,0,5.15,1042.11,995,62.81,9.25,0.02
19163163105,19,163,163105,217,181,6,1,1,0,1,1,0,0,211,186,6,1,0
19163163106,19,163,163106,882.89,970.58,21.68,7.88,1.97,0.99,0,1.97,0,5.91,877.96,948.91,37.44,15.77,0
19163163107,19,163,163107,908,1040,23,5,5,2,1,1,0,5,905,1014,41,16,3
19163163108,19,163,163108,1388.93,1273.99,22.99,2.08,1.16,0.08,0,2.33,0.16,7.25,1468.9,1164.14,29.71,11.66,2
19163163109,19,163,163109,983,1174,29,2,2,1,0,4,0,9,1019,1109,41,13,0
19163163110,19,163,163110,1253.93,1213.11,26.01,5,2,1,1,3,0,3,1271.95,1159.12,46.97,12.98,0
19163163111,19,163,163111,2124.49,1903.59,32.98,0,2,1,0,3,0,17.99,2264.37,1741.72,40.98,10.99,0
19163163112,19,163,163112,155.74,127.99,3.36,0.12,0.03,0.02,0,0.03,0,1.09,152.69,127.6,1.62,2.25,0
19163163201,19,163,163201,652,769,10,4,1,1,1,6,0,4,617,771,28,13,2
19163163202,19,163,163202,580,816,20,4,4,4,0,2,0,1,559,806,30,13,1
19163163203,19,163,163203,917.42,909.04,21.28,2,3.04,0.02,0.02,1.04,1,4.14,843.09,921.59,46.69,15.26,1
19163163204,19,163,163204,565.67,716.51,24.39,6.13,1.01,2.04,1,5.01,0,0.05,498.05,734.02,49.1,21.37,4
19163163205,19,163,163205,747.42,839.42,28.22,3.04,2.01,1,1.01,4.07,0,10.02,695.89,838.5,44.43,24.19,1.02
19163163206,19,163,163206,494.27,673.74,11.52,3.84,0,0,1.92,2.88,0,0.96,471.24,655.51,27.83,11.52,0.96
19163163207,19,163,163207,647,609,14,4,1,1,2,7,3,5,626,609,30,15,0
19163163208,19,163,163208,618,847,17,7,4,0,1,3,1,5,576,845,43,15,2
19163163209,19,163,163209,477,689,17,8,2,0,1,3,0,5,442,695,36,19,1
19163163210,19,163,163210,253.01,547.02,4,5,2,0,0,3,0,2,229.01,536.02,24,18,1
19163163211,19,163,163211,255.81,632.53,13.99,5,1,3,2,6,0,2,234.82,621.54,35.97,9.99,1
19163163212,19,163,163212,254.89,748.6,15.99,6,1,1,0,8.99,0,6.99,256.88,740.61,30.99,9,2
19163163213,19,163,163213,788,975,22,2,3,2,0,2,2,6,720,977,57,22,4
19163163214,19,163,163214,584,746,24,6,2,2,1,0,1,5,542,746,49,20,0
19163163215,19,163,163215,559,798,26,5,1,0,1,3,0,4,539,793,36,19,1
19163163216,19,163,163216,324,699,10,5,0,0,0,7,1,7,318,681,28,11,0
