GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,school,cd_1990,cd_2000,ndv,nrv
2400306-006,MD,003,06-006,2137,139,1251,641,3,51,0,3,49,1762,109,1072,501,2,42,0,3,33,NA,01600,90468,00060,2,8,296.64970766624776,290.16532429921864
2400306-007,MD,003,06-007,2157,46,1225,834,2,33,1,1,15,1549,31,1037,450,2,25,0,0,4,NA,01600,90468,00060,2,8,260.7891016884323,255.0885853232064
2400306-008,MD,003,06-008,2067,24,1808,203,3,15,0,0,14,1829,19,1614,171,3,13,0,0,9,NA,01600,90468,00060,2,8,307.9298043822742,301.19885252172014
2400306-009,MD,003,06-009,2277,30,2062,111,2,25,0,1,46,1750,22,1589,89,2,17,0,1,30,NA,39300,90100,00060,2,8,294.6293918365117,288.1891699907109
2400306-010,MD,003,06-010,1602,50,1348,170,2,25,0,0,7,1315,28,1126,132,2,21,0,0,6,NA,60325,90100,00060,2,8,221.39294300857875,216.5535763073056
2400306-011,MD,003,06-011,5665,308,4821,307,15,119,6,2,87,5400,295,4622,266,14,117,6,2,78,NA,01600,90468,00060,2,8,909.142123381236,889.2694388284793
2400306-012,MD,003,06-012,2956,70,1866,927,1,61,0,2,29,2144,49,1416,616,1,43,0,1,18,NA,01600,90468,00060,2,8,360.9630949128463,353.07290312004807
2400306-013,MD,003,06-013,2100,456,1077,494,3,43,0,2,25,1737,389,889,400,3,34,0,2,20,NA,01600,90468,00060,2,8,292.4407163542976,286.0483361564942
2400306-014,MD,003,06-014,2375,427,1315,493,1,79,0,4,56,1973,304,1162,407,1,69,0,3,27,NA,01600,90468,00060,2,8,332.1735943391072,324.9127042238129
2400306-015,MD,003,06-015,3347,192,325,2728,4,38,0,7,53,2117,129,254,1681,4,27,0,2,20,NA,01600,90468,00060,2,8,356.4173842959401,348.62655592590573
2400306-016,MD,003,06-016,2142,58,1002,979,2,51,0,1,49,1621,33,906,619,2,40,0,1,20,NA,01600,90468,00060,2,8,272.9109966668488,266.9455111742528
2400306-017,MD,003,06-017,1967,65,1572,221,6,62,1,11,29,1735,48,1424,174,5,54,1,5,24,NA,01600,90468,00060,2,8,292.10399704934156,285.71897710507625
2400306-018,MD,003,06-018,1955,47,1582,262,7,33,1,1,22,1737,34,1445,207,6,28,1,1,15,NA,01600,90468,00060,2,8,292.4407163542976,286.0483361564942
2400306-019,MD,003,06-019,2075,25,1950,76,0,15,0,0,9,1859,23,1781,35,0,13,0,0,7,NA,60325,90100,00060,2,8,312.9805939566144,306.1392382929895
2400306-020,MD,003,06-020,1681,10,1632,21,3,7,0,0,8,1616,9,1573,18,3,5,0,0,8,NA,60325,90100,00060,2,8,272.0691984044588,266.1221135457079
2400306-021,MD,003,06-021,2934,33,2684,82,8,91,2,3,31,2337,24,2150,69,7,66,2,1,18,NA,60325,90100,00060,2,8,393.4565078411016,384.85605158188076
2400306-022,MD,003,06-022,4710,125,3767,663,13,65,3,6,68,4181,100,3348,605,11,59,2,6,50,NA,60325,90100,00060,2,8,703.9117070105459,688.5250969892355
2400306-023,MD,003,06-023,2001,35,1849,58,1,29,0,4,25,1531,26,1427,41,1,22,0,0,14,NA,39300,90100,00060,2,8,257.75862794382823,252.1243538604448
2400306-024,MD,003,06-024,3381,42,2560,660,4,50,6,5,54,2527,29,1893,518,3,37,4,4,39,NA,38500,90100,00060,2,8,425.4448418119228,416.1451614665865
2400306-025,MD,003,06-025,2568,52,2436,32,0,22,1,4,21,2114,41,2013,25,0,18,1,2,14,NA,01600,90100,00060,2,8,355.9123053385061,348.1325173487788
2400306-026,MD,003,06-026,1921,8,1859,21,2,27,1,0,3,1692,7,1641,16,2,24,1,0,1,NA,60325,90100,00060,2,8,284.8645319927873,278.6377574995902
2400307-001,MD,003,07-001,2786,16,2608,101,6,10,0,10,35,2207,12,2068,83,4,9,0,7,24,NA,22050,90652,00060,6,3,371.5697530189607,363.44771323971366
2400307-002,MD,003,07-002,3423,42,3109,210,2,10,1,0,49,2471,32,2270,137,2,9,1,0,20,NA,22050,90560,00060,6,3,416.0167012731545,406.9231080268838
2400307-003,MD,003,07-003,3816,51,3304,364,15,19,0,8,55,2808,30,2427,281,14,16,0,7,33,NA,71450,90560,00060,6,3,472.75390415824273,462.42010819080923
2400307-004,MD,003,07-004,3008,47,2479,441,10,10,0,0,21,2237,29,1819,358,7,6,0,0,18,NA,71450,90560,00060,6,3,376.6205425933009,368.388099010983
2400307-005,MD,003,07-005,3619,65,3408,81,4,20,0,3,38,2741,44,2590,63,4,16,0,3,21,NA,47925,90008,00060,6,3,461.47380744221624,451.38657996830773
2400307-006,MD,003,07-006,3079,33,2960,30,9,14,0,0,33,2283,24,2203,22,5,10,0,0,19,NA,51575,90008,00060,6,3,384.36508660728924,375.963357193596
2400307-007,MD,003,07-007,2798,40,2625,81,17,10,5,2,18,2070,29,1945,66,10,7,4,0,9,NA,NA,90008,00060,6,3,348.5044806294738,340.88661821758376
2400307-008,MD,003,07-008,2600,40,2168,351,5,10,0,0,26,1920,18,1600,272,4,9,0,0,17,NA,34712,90008,00060,6,3,323.25053275777276,316.1846893612371
2400307-009,MD,003,07-009,4119,37,3277,671,24,19,4,3,84,3062,26,2467,488,21,16,2,1,41,NA,34712,90652,00060,6,3,515.5172558876565,504.2487077208896
2400307-010,MD,003,07-010,3458,63,3015,307,9,23,1,0,40,2607,36,2281,242,6,17,0,0,25,NA,51575,90008,00060,6,3,438.91361401016337,429.3195235233047
2400307-011,MD,003,07-011,3507,74,3210,146,16,36,1,1,23,2674,47,2464,108,9,29,1,0,16,NA,47925,90008,00060,6,3,450.1937107261898,440.3530517458062
2400307-012,MD,003,07-012,2944,70,2744,61,0,37,0,1,31,2175,49,2041,42,0,28,0,1,14,NA,66400,90100,00060,6,3,366.1822441396645,358.17796841702636
2400307-013,MD,003,07-013,3360,68,3145,54,8,54,3,3,25,2480,41,2323,46,6,46,2,3,13,NA,20875,90100,00060,6,8,417.53193814545654,408.4052237582646
2400307-014,MD,003,07-014,2927,68,2668,105,5,48,5,5,23,2146,46,1967,74,3,42,2,2,10,NA,20875,90100,00060,6,8,361.2998142178023,353.402262171466
2400307-015,MD,003,07-015,2278,58,2078,54,1,52,1,6,28,1774,41,1633,42,1,39,1,1,16,NA,20875,90100,00060,6,8,298.67002349598386,292.14147860772636
2400307-016,MD,003,07-016,2755,65,2454,153,9,51,0,1,22,2254,48,2031,119,8,36,0,1,11,NA,20875,90100,00060,6,8,379.482656685427,371.18765094803564
2400307-017,MD,003,07-017,2693,75,2357,149,3,63,0,10,36,1889,37,1680,105,3,45,0,3,16,NA,20875,90100,00060,6,8,318.0313835309546,311.0796240642588
2400307-018,MD,003,07-018,3122,71,2719,209,8,77,2,3,33,2118,44,1849,148,8,53,2,0,14,NA,20875,90100,00060,2,8,356.5857439484181,348.7912354516146
2400307-019,MD,003,07-019,3635,59,3441,79,2,24,0,3,27,2727,43,2592,61,2,19,0,0,10,NA,47925,90008,00060,6,3,459.1167723075242,449.08106660838206
2400307-020,MD,003,07-020,2695,64,2300,209,11,50,0,4,57,1915,34,1660,151,7,35,0,1,27,NA,20875,90100,00060,6,8,322.40873449538276,315.3612917326922
2400307-021,MD,003,07-021,3465,40,3054,310,3,31,2,4,21,2572,30,2254,257,3,16,1,4,7,NA,22050,90652,00060,6,3,433.02102617343314,423.5557401234905
2400307-022,MD,003,07-022,2749,44,2599,44,7,32,0,0,23,2015,28,1911,36,5,22,0,0,13,NA,66400,90100,00060,6,3,339.24469974318345,331.82924430359
2400307-023,MD,003,07-023,4521,110,3736,467,14,135,0,8,51,3243,71,2702,324,9,104,0,3,30,NA,20875,90100,00060,2,8,545.9903529861756,534.0557018742145
2400307-024,MD,003,07-024,3248,77,2869,150,3,104,1,3,41,2022,46,1777,105,3,67,1,3,20,NA,20875,90100,00060,2,8,340.4232173105295,332.9820009835528
2400307-025,MD,003,07-025,2376,33,1874,398,4,41,1,1,24,1831,26,1417,347,4,26,1,1,9,NA,21075,90100,00060,6,8,308.2665236872302,301.52821157313804
24003ZZZZZZ,MD,003,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,01600,90192,00060,2,3,0,0
2400501-001,MD,005,01-001,6293,187,1481,4321,27,134,6,4,133,4379,121,1230,2834,15,101,2,1,75,NA,86475,90012,00120,1,5,920.1446890584003,791.3259543709057
2400501-002,MD,005,01-002,8806,259,2124,5253,33,830,3,39,265,6295,176,1705,3635,22,579,3,24,151,NA,86475,90012,00120,1,5,1322.7473892721239,1137.5649423989157
2400501-003,MD,005,01-003,4435,96,2341,1348,10,533,5,17,85,3466,71,1953,985,5,398,3,5,46,NA,86475,90012,00120,1,5,728.2990391131344,626.3383781341767
2400501-004,MD,005,01-004,4098,95,2266,1302,6,336,4,15,74,3172,58,1858,945,5,249,4,9,44,NA,86475,90012,00120,1,5,666.5217980573751,573.2098486559747
2400501-005,MD,005,01-005,5471,86,2822,2203,15,244,0,11,90,4098,53,2305,1490,14,180,0,5,51,NA,86475,90012,00120,1,5,861.0990947159911,740.5466455839169
2400501-006,MD,005,01-006,5182,73,1905,3012,5,93,0,10,84,3701,49,1544,1980,5,76,0,4,43,NA,86475,90012,00120,1,5,777.6788066236902,668.8050598599502
2400501-007,MD,005,01-007,2771,54,1779,732,4,148,3,0,51,2224,43,1469,548,3,127,3,0,31,NA,14125,90012,00120,1,5,467.3217146530903,401.89744748136434
2400501-008,MD,005,01-008,5530,139,4590,541,20,146,4,13,77,4325,88,3683,364,11,126,2,6,45,NA,14125,90012,00120,1,5,908.7978488644853,781.5676530381747
2400501-009,MD,005,01-009,4455,98,2275,1889,12,97,1,12,71,3485,71,1857,1426,10,74,1,6,40,NA,14125,90012,00120,1,5,732.2914458480304,629.7718545290264
2400501-010,MD,005,01-010,4036,58,3252,584,10,65,5,11,51,3081,38,2508,445,8,45,4,4,29,NA,14125,90012,00120,1,5,647.400271063926,556.7653038174836
2400501-011,MD,005,01-011,3236,80,2825,148,4,138,0,10,31,2437,51,2158,110,3,98,0,4,13,NA,14125,90012,00120,1,5,512.0786954179771,440.3885249604698
2400501-012,MD,005,01-012,4094,52,3902,61,12,27,0,8,32,3164,36,3026,47,8,23,0,6,18,NA,14125,90012,00120,1,5,664.8407846953137,571.764174384459
2400501-013,MD,005,01-013,3276,60,3121,39,2,36,1,2,15,2420,30,2329,19,0,29,1,1,11,NA,14125,90012,00120,1,5,508.5065420235965,437.31646713349903
2400501-014,MD,005,01-014,7153,135,5482,852,10,532,0,8,134,6049,112,4526,792,10,489,0,4,116,NA,14125,90012,00120,1,5,1271.0562283887334,1093.110458549808
2400501-015,MD,005,01-015,2950,56,2356,205,11,268,0,9,45,2370,51,1909,150,8,210,0,7,35,NA,14125,90012,00120,1,5,498.00020851071224,428.28100293652585
2400501-016,MD,005,01-016,3036,20,2921,64,1,17,0,0,13,2885,17,2793,49,1,12,0,0,13,NA,14125,90012,00120,1,5,606.2154436934197,521.3462841653491
2400502-001,MD,005,02-001,2072,21,183,1824,11,10,2,0,21,1594,14,170,1371,10,10,2,0,17,NA,47450,90104,00120,1,5,345.87141207072176,295.4717740468568
2400502-002,MD,005,02-002,5297,106,276,4826,10,8,3,1,67,3756,75,244,3376,5,8,2,1,45,NA,47450,90104,00120,1,5,814.9893498981374,696.230855282305
2400502-003,MD,005,02-003,3946,112,875,2826,7,66,1,3,56,2850,80,741,1938,6,50,0,2,33,NA,86475,90104,00120,1,5,618.402461983411,528.2901857174039
2400502-004,MD,005,02-004,4735,67,312,4261,6,19,1,2,67,3542,41,297,3137,2,17,1,1,46,NA,47450,90104,00120,1,5,768.5549194193829,656.5627501091385
2400502-005,MD,005,02-005,2964,64,198,2617,7,33,0,5,40,2113,50,184,1820,6,29,0,2,22,NA,52562,90104,00120,1,5,458.4857551477008,391.6761973406577
2400502-006,MD,005,02-006,4376,62,719,3478,6,21,0,2,88,3281,40,603,2553,6,19,0,1,59,NA,52562,90104,00120,1,5,711.9222729009023,608.182490996071
2400502-007,MD,005,02-007,4524,86,1071,3163,13,110,1,9,71,3464,61,951,2300,9,81,1,6,55,NA,52562,90104,00120,4,7,751.630220459837,642.1042818684517
2400502-008,MD,005,02-008,5308,80,1346,3692,5,119,0,4,62,4038,49,1241,2614,4,87,0,4,39,NA,64950,90104,00120,4,7,876.1786461364959,748.5037789217113
2400502-009,MD,005,02-009,3271,71,483,2618,4,32,1,5,57,2333,43,428,1798,3,27,1,0,33,NA,52562,90104,00120,1,5,506.22208554642026,432.45649237849244
2400502-010,MD,005,02-010,4601,72,784,3613,4,35,0,12,81,3357,53,720,2485,4,35,0,9,51,NA,52562,90104,00120,1,7,728.4130052204598,622.2702292818684
2400502-011,MD,005,02-011,7424,126,1482,5387,21,211,1,26,170,5134,91,1250,3518,14,153,1,12,95,NA,52562,90104,00120,1,5,1113.9923648501165,951.6637942011059
2400502-012,MD,005,02-012,5861,107,1357,4192,13,95,1,10,86,4394,74,1169,3003,10,81,1,3,53,NA,64950,90104,00120,1,7,953.4247080544237,814.4937108920255
2400502-013,MD,005,02-013,4741,35,1296,3160,13,148,1,7,81,3473,24,1164,2113,9,114,1,4,44,NA,64950,90104,00120,4,7,753.5830703397846,643.772566665454
2400502-014,MD,005,02-014,3407,75,609,2530,10,127,0,13,43,2443,39,499,1780,4,91,0,3,27,NA,64950,90104,00120,4,7,530.0902507457799,452.8466398974098
2400502-015,MD,005,02-015,9268,203,4609,3851,11,403,3,11,177,7398,155,4066,2753,9,309,3,3,100,NA,59425,90104,00120,4,8,1605.2426013169384,1371.330103135914
2400502-016,MD,005,02-016,1922,25,546,1273,1,43,1,3,30,1464,21,505,885,1,34,1,1,16,NA,64950,90104,00120,4,7,317.66358047147844,271.3743269790454
2400502-017,MD,005,02-017,3984,69,708,3101,6,49,1,4,46,2887,39,662,2114,2,37,1,4,28,NA,64950,90104,00120,4,7,626.4308448231956,535.148689882858
2400502-018,MD,005,02-018,5289,70,863,4145,11,79,0,8,113,3784,39,723,2900,8,62,0,0,52,NA,64950,90104,00120,1,5,821.0648828579743,701.4210746507566
2400502-019,MD,005,02-019,1426,48,1006,312,7,25,1,2,25,1055,30,786,199,4,17,1,2,16,NA,64950,90104,00120,1,5,228.91740259385915,195.56005120416182
2400502-020,MD,005,02-020,952,15,456,436,1,25,1,0,18,734,10,397,299,0,20,1,0,7,NA,64950,90104,00120,1,7,159.2657568757276,136.0578934444121
2400502-021,MD,005,02-021,1350,5,1128,175,4,28,0,3,7,1092,4,929,131,4,20,0,1,3,NA,64950,90104,00120,1,7,236.94578543364378,202.41855536961583
2400503-001,MD,005,03-001,5353,53,890,4315,18,21,0,3,53,4134,36,811,3222,12,18,0,3,32,NA,47450,90196,00120,1,5,1317.7716247139588,530.1778794813121
2400503-002,MD,005,03-002,4177,89,2807,1102,8,80,1,9,81,3371,69,2443,738,4,55,1,8,53,NA,61400,90196,00120,4,8,1074.554462242563,432.3245359776252
2400503-003,MD,005,03-003,2414,15,790,1518,6,39,1,3,42,1864,6,720,1085,5,28,1,1,18,NA,47450,90196,00120,4,5,594.1766590389016,239.05456394609712
2400503-004,MD,005,03-004,2380,53,1499,716,10,64,0,8,30,1826,28,1219,501,4,56,0,4,14,NA,47450,90196,00120,4,8,582.0636155606406,234.18113399440628
2400503-005,MD,005,03-005,3997,60,3125,688,2,68,0,12,42,3439,47,2799,508,2,53,0,7,23,NA,61400,90196,00120,4,8,1096.2304347826087,441.04541062801934
2400503-006,MD,005,03-006,2568,27,2442,68,1,21,1,1,7,2069,25,1968,57,1,13,1,0,4,NA,61400,90196,00120,4,8,659.5233409610984,265.34543605390286
2400503-007,MD,005,03-007,4255,65,3967,118,0,69,0,9,27,3140,42,2945,77,0,52,0,7,17,NA,61400,90196,00120,4,8,1000.9199084668192,402.69921179760996
2400503-008,MD,005,03-008,3197,44,2909,128,3,78,0,1,34,2633,33,2411,101,3,56,0,1,28,NA,61400,90196,00120,4,8,839.3064073226545,337.6773963895246
2400503-009,MD,005,03-009,6046,108,4974,301,1,588,0,13,61,4716,76,3948,232,1,420,0,8,31,NA,61400,90196,00120,4,8,1503.292448512586,604.8183066361556
2400503-010,MD,005,03-010,3456,23,3282,63,2,68,0,10,8,2853,14,2719,52,2,53,0,8,5,NA,61400,90196,00120,4,8,909.4345537757437,365.8919908466819
2400503-011,MD,005,03-011,5893,101,5008,575,10,157,1,5,36,4590,74,3957,421,10,108,1,3,16,NA,31625,90196,00120,4,8,1463.1281464530891,588.6590389016018
2400503-012,MD,005,03-012,3450,103,2328,818,2,152,0,13,34,2759,79,1976,547,2,122,0,6,27,NA,31625,90196,00120,4,8,879.470709382151,353.8366641240783
2400503-013,MD,005,03-013,2613,39,2410,52,1,97,1,0,13,1936,33,1777,41,1,79,0,0,5,NA,31625,90196,00120,4,8,617.1276887871853,248.288431222985
2400504-001,MD,005,04-001,8357,206,6139,1545,28,294,1,18,126,6335,148,4794,1073,22,226,1,7,64,NA,59425,90288,00120,4,8,1374.5893321631256,1174.2871321121943
2400504-002,MD,005,04-002,8688,449,4853,2739,21,398,10,17,201,6563,308,3877,1933,14,300,7,10,114,NA,65600,90288,00120,4,8,1424.0615291217987,1216.5503469695868
2400504-003,MD,005,04-003,5468,194,4329,750,6,151,0,9,29,3776,139,2939,550,5,118,0,5,20,NA,59425,90288,00120,4,8,819.3290162980211,699.9381548311991
2400504-004,MD,005,04-004,6100,97,5177,475,3,262,0,13,73,4021,62,3412,297,1,200,0,8,41,NA,65600,90288,00120,4,7,872.4899296965949,745.3525743051514
2400504-005,MD,005,04-005,4574,123,3713,467,10,174,0,7,80,3287,86,2709,326,4,114,0,3,45,NA,65600,90288,00120,4,8,713.2241728208674,609.2946808607393
2400504-006,MD,005,04-006,4665,243,3233,943,5,143,0,7,91,3427,169,2509,599,4,98,0,3,45,NA,65600,90288,00120,4,8,743.6018376200524,635.2457777029977
2400504-007,MD,005,04-007,6244,230,4577,1080,7,246,3,13,88,4738,161,3582,770,6,168,3,5,43,NA,65600,90288,00120,1,7,1028.0669701324214,878.2592631330035
2400504-008,MD,005,04-008,5321,121,4412,578,1,126,2,16,65,3915,89,3312,382,1,96,1,8,26,NA,65600,90288,00120,4,8,849.489697777212,725.7038866960129
2400504-009,MD,005,04-009,2311,18,2179,60,3,30,2,1,18,1757,11,1665,43,3,20,1,1,13,NA,65600,90288,00120,3,4,381.23969322977297,325.6862653703434
2400505-001,MD,005,05-001,4025,40,3875,52,4,21,1,11,21,3062,26,2968,30,4,16,0,7,11,NA,36500,90380,00120,3,4,579,877
2400506-001,MD,005,06-001,4897,19,4741,29,8,35,1,6,58,3529,13,3436,23,5,21,1,5,25,NA,NA,90472,00120,3,4,535,759
2400507-001,MD,005,07-001,3931,35,3779,51,5,36,0,2,23,2819,26,2712,39,5,24,0,2,11,NA,NA,90564,00120,3,4,453.206268958544,641.8046848668689
2400507-002,MD,005,07-002,1200,3,1188,1,1,2,0,0,5,874,1,867,0,1,2,0,0,3,NA,NA,90564,00120,3,4,140.51162790697674,198.984496124031
2400507-003,MD,005,07-003,3085,23,2885,132,3,19,2,6,15,2241,16,2087,104,3,15,2,1,13,NA,NA,90564,00120,3,4,360.28210313447926,510.21081900910013
2400508-001,MD,005,08-001,4727,59,4391,119,3,117,1,7,30,3671,39,3423,107,3,79,0,2,18,NA,18250,90656,00120,3,4,796.5457676986322,680.4748321995053
2400508-002,MD,005,08-002,5865,47,5355,95,8,305,0,6,49,4492,35,4118,77,7,223,0,3,29,NA,18250,90656,00120,3,6,974.6890734138533,832.6594786816065
2400508-003,MD,005,08-003,4750,45,4244,88,6,336,0,2,29,3680,32,3316,69,3,239,0,2,19,NA,18250,90656,00120,3,6,798.4986175785798,682.1431169965076
2400508-004,MD,005,08-004,3328,54,2982,38,1,195,1,3,54,2450,37,2200,29,1,153,0,3,27,NA,18250,90656,00120,3,7,531.6091339857393,454.14419473952273
2400508-005,MD,005,08-005,6064,236,3867,1248,21,561,0,10,121,5121,192,3442,947,18,449,0,5,68,NA,18250,90656,00120,3,7,1111.1715816901922,949.2540494943248
2400508-006,MD,005,08-006,3056,122,2206,203,6,464,0,1,54,2583,97,1944,160,5,342,0,1,34,NA,18250,90656,00120,3,7,560.4679155449651,478.7977367396682
2400508-007,MD,005,08-007,2675,128,2137,162,0,201,0,0,47,2223,94,1842,120,0,137,0,0,30,NA,18250,90656,00120,3,7,482.3539203470605,412.06634485957505
2400508-008,MD,005,08-008,2542,37,2303,40,1,144,0,8,9,1741,23,1576,26,1,109,0,3,3,NA,51587,90656,00120,3,7,377.7679601098661,322.72042573122815
2400508-009,MD,005,08-009,3634,71,3067,23,1,420,0,4,48,2521,40,2145,19,1,293,0,1,22,NA,51587,90656,00120,3,7,547.0149497053259,467.3051081380966
2400508-010,MD,005,08-010,2940,29,2743,20,3,126,0,0,19,2192,18,2061,13,3,87,0,0,10,NA,51587,90656,00120,3,7,475.627437427241,406.3200305587893
2400508-011,MD,005,08-011,3933,123,3015,241,7,470,4,8,65,3259,101,2582,167,6,351,4,7,41,NA,48900,90656,00120,3,7,707.1486398610302,604.1044614922876
2400508-012,MD,005,08-012,2843,33,2543,33,1,195,0,0,38,2188,19,1961,23,0,158,0,0,27,NA,48900,90656,00120,3,7,474.7595041472643,405.5785706490105
2400508-013,MD,005,08-013,3316,35,3071,16,3,155,0,0,36,2640,23,2466,12,3,109,0,0,27,NA,48900,90656,00120,3,7,572.8359647846333,489.3635404540163
2400508-014,MD,005,08-014,2334,28,2103,94,6,90,0,3,10,1876,18,1694,84,4,67,0,0,9,NA,48900,90656,00120,3,7,407.0607083090804,347.7446976862631
2400508-015,MD,005,08-015,2083,30,1924,12,2,100,0,0,15,1677,24,1550,12,2,82,0,0,7,NA,48900,90656,00120,3,7,363.88102763023863,310.85706717476717
2400508-016,MD,005,08-016,761,9,678,23,0,38,0,3,10,597,8,544,14,0,25,0,0,6,NA,48900,90656,00120,3,7,129.53904203652502,110.66289153448777
2400508-017,MD,005,08-017,3010,32,2839,35,5,85,1,3,10,2315,18,2197,31,3,60,0,0,6,NA,78425,90656,00120,3,8,502.316385786525,429.11992278448776
2400508-018,MD,005,08-018,1196,7,1102,12,0,69,0,2,4,881,7,805,9,0,54,0,2,4,NA,51587,90656,00120,3,7,191.16230491487195,163.30654512878348
2400508-019,MD,005,08-019,2791,38,2426,26,1,273,2,4,21,2181,31,1930,24,1,181,2,3,9,NA,51587,90656,00120,3,6,473.24062090730496,404.28101580689753
2400508-020,MD,005,08-020,1984,30,1814,28,1,88,1,1,21,1621,18,1503,20,1,61,1,1,16,NA,51587,90656,00120,3,6,351.7299617105646,300.4766284378638
2400509-001,MD,005,09-001,3193,28,3023,16,0,100,0,4,22,2443,24,2322,12,0,75,0,1,9,NA,78425,90748,00120,4,8,530.0902507457799,452.8466398974098
2400509-002,MD,005,09-002,2050,11,2008,6,0,14,0,2,9,1519,7,1493,3,0,13,0,1,2,NA,78425,90748,00120,3,8,329.5976630711583,281.56940073850404
2400509-003,MD,005,09-003,3166,52,2825,37,1,211,1,4,35,2428,33,2191,31,1,148,1,4,19,NA,78425,90748,00120,3,8,526.8355009458674,450.0661652357392
2400509-004,MD,005,09-004,7700,169,6654,601,5,217,2,3,49,6732,139,5804,548,5,197,2,3,34,NA,78425,90748,00120,3,8,1460.7317102008149,1247.8770281577415
2400509-005,MD,005,09-005,3950,39,3696,63,0,122,0,0,30,3248,35,3025,59,0,100,0,0,29,NA,78425,90748,00120,3,8,704.7618233410943,602.0654467403958
2400509-006,MD,005,09-006,6160,192,4855,825,9,182,2,9,86,5764,155,4591,786,9,148,2,8,65,NA,78425,90748,00120,3,7,1250.6918564464495,1068.443729991269
2400509-007,MD,005,09-007,2719,38,2431,53,8,154,0,3,32,2147,34,1923,41,5,123,0,1,20,NA,48900,90748,00120,3,7,465.86318802750293,397.97860657377765
2400509-008,MD,005,09-008,1964,16,1830,31,0,70,1,2,14,1551,13,1441,19,0,64,1,0,13,NA,36512,90748,00120,3,6,336.54112931097205,287.5010800167346
2400509-009,MD,005,09-009,3576,54,3207,58,3,236,0,2,16,2747,40,2469,36,3,188,0,2,9,NA,36512,90748,00120,3,6,596.0531800240105,509.19759304059954
2400509-010,MD,005,09-010,4998,85,4301,285,4,248,2,12,61,4517,76,3924,251,4,210,2,9,41,NA,78425,90748,00120,3,7,980.1136564137079,837.2936031177242
2400509-011,MD,005,09-011,3482,47,2842,427,7,98,1,9,51,3094,39,2579,345,6,83,1,8,33,NA,78425,90748,00120,3,7,671.3463920619907,573.5192402139115
2400509-012,MD,005,09-012,2381,57,2140,27,1,125,0,0,31,1892,39,1708,19,1,106,0,0,19,NA,78425,90748,00120,4,8,410.53244142898717,350.7105373253783
2400509-013,MD,005,09-013,3122,17,3020,26,2,39,0,0,18,2182,11,2116,21,1,26,0,0,7,NA,78425,90748,00120,4,8,473.4576042272992,404.4663807843423
2400509-014,MD,005,09-014,3327,155,2485,420,2,204,0,18,43,2401,96,1851,285,2,131,0,9,27,NA,78425,90748,00120,4,7,520.9769513060245,445.0613108447323
2400509-015,MD,005,09-015,4035,79,2686,950,4,248,2,1,65,3318,51,2304,714,3,202,2,1,41,NA,78425,90748,00120,3,7,719.9506557406869,615.0409951615251
2400509-016,MD,005,09-016,1387,17,1277,46,2,32,0,0,13,1113,13,1040,30,2,22,0,0,6,NA,78425,90748,00120,3,7,241.50243515352156,206.31121989595462
2400509-017,MD,005,09-017,2135,51,1751,206,3,93,0,3,28,1708,43,1443,140,3,60,0,2,17,NA,60275,90748,00120,3,7,370.6075105500582,316.60338147555296
2400509-018,MD,005,09-018,3288,46,2989,146,8,73,0,1,25,2548,34,2364,90,5,46,0,1,8,NA,60275,90748,00120,3,7,552.8734993451689,472.30996252910364
2400509-019,MD,005,09-019,3357,67,2793,351,10,90,1,2,43,2743,48,2334,259,5,70,1,2,24,NA,60275,90748,00120,4,8,595.1852467440337,508.4561331308208
2400509-020,MD,005,09-020,8232,158,2135,5623,9,136,1,14,156,5890,102,1838,3736,5,111,1,7,90,NA,60275,90748,00120,4,7,1278.031754765716,1091.7997171493016
2400509-021,MD,005,09-021,5132,77,4726,219,11,61,0,4,34,3935,54,3656,151,7,45,0,0,22,NA,60275,90748,00120,4,8,853.8293641770955,729.411186244907
2400509-022,MD,005,09-022,4747,78,4101,387,5,107,0,4,65,3833,59,3374,268,5,82,0,4,41,NA,60275,90748,00120,4,8,831.6970655376892,710.5039585455472
