GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,school,cd_1990,cd_2000,ndv,nrv
2403107-004,MD,031,07-004,4751,360,3749,189,5,353,0,7,88,3904,303,3091,144,5,298,0,5,58,NA,07125,90612,00480,8,1,920.5137705445146,569.1412176450947
2403107-005,MD,031,07-005,2561,82,2272,93,2,59,5,1,47,1886,57,1678,78,1,46,3,1,22,NA,16625,90612,00480,8,1,444.6949209136667,274.9488566799817
2403107-006,MD,031,07-006,2741,97,2526,24,1,61,1,4,27,1963,68,1821,18,1,45,1,2,7,NA,16620,90612,00480,8,1,462.8505459986891,286.1742341796416
2403107-007,MD,031,07-007,2411,124,2104,26,0,97,1,9,50,1778,90,1572,19,0,72,1,3,21,NA,07125,90612,00480,8,1,419.2298883268819,259.2041713557834
2403107-008,MD,031,07-008,3663,236,2766,119,4,446,0,11,81,3336,193,2583,104,4,379,0,8,65,NA,07125,90612,00480,8,1,786.5865621251284,486.3358355696813
2403107-009,MD,031,07-009,3394,298,2633,176,4,177,1,6,99,2730,238,2108,164,2,148,1,6,63,NA,16625,90612,00480,8,1,643.6994348326141,397.99065680612415
2403107-010,MD,031,07-010,4325,240,3387,105,6,428,6,23,130,3512,170,2843,81,5,333,3,8,69,NA,07125,90612,00480,8,1,828.0851337480367,511.9938412831897
2403107-011,MD,031,07-011,3175,118,2820,39,3,125,2,6,62,2410,94,2135,28,1,107,1,1,43,NA,73350,90612,00480,8,1,568.247486427326,351.339737327018
2403107-012,MD,031,07-012,3630,115,3221,46,6,181,3,9,49,2589,81,2310,34,5,132,1,7,19,NA,07125,90612,00480,8,1,610.453420066534,377.435095410643
2403107-013,MD,031,07-013,4120,235,3539,62,5,230,0,8,41,3018,167,2603,52,4,161,0,5,26,NA,07125,90612,00480,8,1,711.6061883973732,439.97648433731956
2403107-014,MD,031,07-014,1169,101,853,58,2,122,1,5,27,1049,82,793,47,2,101,1,4,19,NA,07125,90612,00480,8,1,247.34091836608502,152.92754541744475
2403107-015,MD,031,07-015,4254,176,3520,131,4,345,0,15,63,3104,127,2577,92,4,267,0,10,27,NA,07125,90612,00480,8,1,731.8838995312944,452.5139189473294
2403107-016,MD,031,07-016,2519,86,2186,126,9,70,0,2,40,1916,70,1673,95,6,53,0,2,17,NA,16625,90612,00480,8,1,451.7685410766624,279.3223803811479
2403107-017,MD,031,07-017,2513,133,1998,128,6,203,0,7,38,1913,92,1552,73,6,173,0,4,13,NA,07125,90612,00480,8,1,451.0611790603628,278.88502801103124
2403107-018,MD,031,07-018,3168,127,2821,50,5,119,0,10,36,2352,96,2097,38,5,98,0,3,15,NA,10500,90612,00480,8,1,554.5718207788674,342.88425817142996
2403107-019,MD,031,07-019,2768,130,2384,34,6,163,2,8,41,2101,91,1822,27,3,130,1,4,23,NA,07125,90612,00480,8,1,495.38919874846965,306.2924432050061
2403107-020,MD,031,07-020,3278,257,2439,136,2,374,2,5,63,2551,184,1945,100,2,284,2,4,30,NA,56337,90612,00480,8,1,601.493501193406,371.8952987224991
2403107-021,MD,031,07-021,1538,71,1403,9,0,25,0,10,20,1072,49,979,6,0,21,0,5,12,NA,16730,90612,00480,8,1,252.76402715771508,156.2805802550055
2403107-022,MD,031,07-022,2830,96,2439,68,1,170,2,12,42,2087,70,1815,51,1,127,2,5,16,NA,07125,90612,00480,8,1,492.08817600573826,304.25146547779525
2403107-023,MD,031,07-023,4074,207,3064,71,4,605,7,28,88,2998,146,2277,55,3,448,5,13,51,NA,07125,90612,00480,8,1,706.8904416220428,437.06080186987543
2403107-024,MD,031,07-024,3164,168,2802,28,9,127,0,5,25,2476,122,2207,24,5,102,0,4,12,NA,07125,90612,00480,8,1,583.8094507859166,360.9614894695836
2403107-025,MD,031,07-025,3059,200,2364,184,9,233,1,7,61,2415,144,1880,159,4,195,1,3,29,NA,56337,90612,00480,8,1,569.4264231211586,352.06865794387903
2403107-026,MD,031,07-026,5078,373,3982,213,2,378,1,16,113,4796,336,3788,199,2,354,1,14,102,NA,30837,90612,00480,8,1,1130.8360767242552,699.180655693103
2403107-027,MD,031,07-027,2303,94,2088,21,1,66,0,7,26,1714,64,1568,19,1,50,0,2,10,NA,07125,90612,00480,8,1,404.13949864582435,249.87398745996217
2403107-028,MD,031,07-028,2511,159,1949,61,2,294,4,3,39,1815,102,1415,48,2,221,2,3,22,NA,07125,90612,00480,8,1,427.95401986124335,264.598183920555
2403107-030,MD,031,07-030,1261,45,1102,30,0,69,0,3,12,950,37,830,19,0,53,0,3,8,NA,07125,90612,00480,8,1,223.997971828199,138.49491720359632
2403107-031,MD,031,07-031,1339,60,1135,33,0,82,0,4,25,1308,59,1112,33,0,77,0,4,23,NA,07125,90612,00480,8,1,308.40983910661504,190.68563337084626
2403107-032,MD,031,07-032,2010,55,1793,80,1,42,1,1,37,1752,42,1589,55,1,39,1,1,24,NA,16625,90612,00480,8,1,413.09941751895224,255.413784148106
2403108-001,MD,031,08-001,4732,274,3691,388,5,301,1,9,63,3262,163,2572,259,5,227,1,6,29,NA,58900,90704,00480,8,2,769.1382990564053,475.547810440138
2403108-002,MD,031,08-002,5157,227,4027,379,12,394,1,6,111,3516,158,2743,270,11,273,1,1,59,NA,58900,90704,00480,8,2,829.0282831031029,512.5769777766785
2403108-003,MD,031,08-003,3645,67,3068,152,8,308,0,0,42,2773,51,2316,123,6,256,0,0,21,NA,02825,90704,00480,8,2,653.8382903995746,404.259374111129
2403108-004,MD,031,08-004,1920,65,1461,138,3,198,3,2,50,1308,45,997,95,1,150,1,1,18,NA,65312,90704,00480,8,2,308.40983910661504,190.68563337084626
2403108-005,MD,031,08-005,3164,78,2820,128,6,95,3,1,33,2317,43,2082,98,4,79,1,1,9,NA,58900,90704,00480,8,2,546.319263922039,337.78181385340275
2403108-006,MD,031,08-006,3069,115,2406,382,6,110,0,8,42,2263,69,1811,279,2,76,0,4,22,NA,02762,90704,00480,8,2,533.5867476286467,329.9094711913036
2403108-007,MD,031,08-007,1946,65,1677,125,1,52,0,1,25,1440,41,1252,99,1,37,0,1,9,NA,02762,90704,00480,8,2,339.5337678237964,209.9291376559775
2403108-008,MD,031,08-008,5677,246,4322,455,18,531,1,23,81,3910,159,2987,320,14,377,0,17,36,NA,58900,90704,00480,8,2,921.9284945771138,570.0159223853279
2403108-009,MD,031,08-009,4789,255,3664,385,4,370,1,7,103,3296,161,2538,260,4,273,1,5,54,NA,58900,90704,00480,8,2,777.1550685744674,480.50447063479305
2403108-010,MD,031,08-010,3999,250,2813,475,11,355,1,16,78,2821,176,2025,342,7,246,1,5,19,NA,58900,90704,00480,8,2,665.1560826603678,411.2570120329949
2403108-011,MD,031,08-011,6110,338,4174,870,11,605,0,14,98,4151,214,2857,582,6,433,0,8,51,NA,58900,90704,00480,8,2,978.7532432198464,605.1498961180297
2403109-001,MD,031,09-001,3183,602,1832,383,14,288,1,3,60,2547,423,1543,297,10,237,1,1,35,NA,31175,90796,00480,8,1,600.5503518383398,371.31216222901026
2403109-002,MD,031,09-002,6844,2484,2327,1111,20,748,6,12,136,5040,1696,1889,782,12,566,3,6,86,NA,31175,90796,00480,8,1,1188.3681873832875,734.7519817959214
2403109-003,MD,031,09-003,4811,818,2062,970,5,750,2,17,187,3547,582,1614,643,4,582,2,11,109,NA,31175,90796,00480,8,1,836.3376906048652,517.0962856012169
2403109-004,MD,031,09-004,4933,881,2143,861,19,847,1,24,157,3476,569,1629,556,15,604,0,14,89,NA,65312,90796,00480,8,1,819.5967895524419,506.74561284179026
2403109-005,MD,031,09-005,2604,379,1308,553,10,258,6,8,82,2009,259,1101,386,8,194,3,3,55,NA,53325,90796,00480,8,1,473.69676358194926,292.8803038547631
2403109-006,MD,031,09-006,7819,851,4340,994,14,1388,1,23,208,5980,585,3532,644,12,1064,1,9,133,NA,31175,90796,00480,8,1,1410.008285823821,871.7890577657955
2403109-007,MD,031,09-007,7467,1227,3042,1267,18,1605,6,34,268,5936,877,2658,927,10,1252,5,25,182,NA,53325,90796,00480,8,1,1399.633642918094,865.3745563374185
2403109-008,MD,031,09-008,8029,880,4227,1752,27,867,2,18,256,5831,579,3265,1156,18,683,2,6,122,NA,32025,90796,00480,8,1,1374.8759723476087,850.0672233833368
2403109-009,MD,031,09-009,3164,602,1479,650,2,334,0,6,91,2378,398,1223,448,2,243,0,4,60,NA,53325,90796,00480,8,1,560.7022915867971,346.67464537910735
2403109-010,MD,031,09-010,5309,833,2545,862,4,897,0,17,151,3693,518,1902,498,3,682,0,7,83,NA,81675,90796,00480,8,1,870.7626420647778,538.3807676135591
2403109-011,MD,031,09-011,3850,326,2553,527,7,297,8,15,117,2747,217,1902,332,7,225,6,5,53,NA,53325,90796,00480,8,2,647.7078195916449,400.4689869034516
2403109-012,MD,031,09-012,4013,400,2641,587,5,257,2,15,106,2926,256,2038,367,3,197,0,8,57,NA,53325,90796,00480,8,1,689.913753230853,426.5643449870766
2403109-013,MD,031,09-013,3472,217,2430,255,7,453,3,1,106,2531,145,1817,172,7,325,2,1,62,NA,31175,90796,00480,8,1,596.7777544180755,368.97961625505496
2403109-014,MD,031,09-014,3347,269,2183,240,3,535,3,7,107,2442,180,1630,165,3,405,3,3,53,NA,65312,90796,00480,8,2,575.7926812678547,356.00482927492857
2403109-015,MD,031,09-015,3870,485,1892,714,16,581,1,13,168,3004,346,1592,500,14,442,1,8,101,NA,31175,90796,00480,8,1,708.305165654642,437.93550661010875
2403109-016,MD,031,09-016,7622,1997,2458,1599,28,1348,1,20,171,5782,1375,2046,1136,21,1082,1,9,112,NA,31175,90796,00480,8,1,1363.3223927480492,842.9238013380988
2403109-017,MD,031,09-017,1459,30,1307,38,0,64,1,6,13,1142,19,1034,27,0,54,0,2,6,NA,53325,90796,00480,8,2,269.26914087137186,166.48546889105998
2403109-018,MD,031,09-018,3981,575,2064,913,19,291,0,13,106,2906,373,1624,593,15,233,0,9,59,NA,32025,90796,00480,8,1,685.1980064555224,423.64866251963247
2403109-019,MD,031,09-019,3154,378,1751,766,6,151,1,20,81,2288,248,1400,474,6,108,1,10,41,NA,53325,90796,00480,8,1,539.4814310978098,333.5540742756088
2403109-020,MD,031,09-020,9695,3399,2841,1842,33,1248,13,58,261,6945,2273,2222,1270,25,947,11,32,165,NA,31175,90796,00480,8,1,1637.543067733518,1012.4707368199751
2403109-021,MD,031,09-021,7445,865,3677,1199,13,1447,2,21,221,5148,578,2586,768,12,1074,2,12,116,NA,65312,90796,00480,8,2,1213.8332199700722,750.4966671201197
2403109-022,MD,031,09-022,3369,548,1685,633,7,383,0,11,102,2356,366,1230,405,4,287,0,6,58,NA,53325,90796,00480,8,2,555.5149701339335,343.4673946649188
2403109-023,MD,031,09-023,2316,337,1144,357,7,362,0,9,100,1605,226,812,230,3,274,0,9,51,NA,53325,90796,00480,8,2,378.43867872027306,233.98351801239164
2403109-024,MD,031,09-024,3126,502,1434,616,14,442,0,16,102,2300,338,1128,425,13,334,0,9,53,NA,31175,90796,00480,8,1,542.3108791630082,335.30348375607525
2403109-025,MD,031,09-025,7972,771,4251,1402,19,1251,2,27,249,5349,509,2946,890,12,870,2,9,111,NA,32025,90796,00480,8,2,1261.226475062144,779.7992759179333
2403109-026,MD,031,09-026,6319,829,3018,1589,15,524,3,35,306,4438,533,2308,1013,10,399,2,21,152,NA,32025,90796,00480,8,1,1046.424209445839,646.9899395258531
2403109-027,MD,031,09-027,8782,453,6513,408,16,1162,6,27,197,6454,319,4834,282,15,872,5,11,116,NA,31175,90796,00480,8,1,1521.7714843991541,940.8907322442216
2403109-028,MD,031,09-028,1662,31,1597,12,0,14,0,1,7,1645,20,1593,12,0,14,0,0,6,NA,31175,90796,00480,8,1,387.87017227093406,239.8148829472799
2403109-029,MD,031,09-029,3794,345,2551,462,6,277,5,27,121,2666,220,1845,313,6,205,4,16,57,NA,32025,90796,00480,8,1,628.6090451515563,388.6604729103029
2403109-030,MD,031,09-030,4636,420,2344,831,9,899,4,18,111,3014,237,1640,451,8,624,1,4,49,NA,32025,90796,00480,8,2,710.6630390423072,439.3933478438308
2403110-001,MD,031,10-001,1819,57,1418,42,3,244,0,5,50,1354,41,1051,36,3,194,0,2,27,NA,78650,90888,00480,8,1,319.2560566898752,197.39170304596774
2403110-002,MD,031,10-002,3288,150,2638,76,4,349,0,2,69,2342,104,1848,63,2,280,0,2,43,NA,63300,90888,00480,8,1,552.2139473912022,341.4264169377079
2403110-003,MD,031,10-003,1978,90,1603,44,0,210,1,0,30,1540,68,1254,32,0,171,1,0,14,NA,63300,90888,00480,8,1,363.1125017004489,224.50754999319818
2403110-004,MD,031,10-004,1987,65,1531,74,0,271,0,2,44,1546,49,1203,55,0,209,0,1,29,NA,63300,90888,00480,8,1,364.52722573304806,225.38225473343144
2403110-005,MD,031,10-005,3194,162,2376,77,0,522,0,7,50,2375,123,1777,53,0,395,0,3,24,NA,63300,90888,00480,8,1,559.9949295704976,346.2372930089907
2403110-006,MD,031,10-006,3141,135,2411,98,0,443,0,16,38,2242,94,1728,67,0,331,0,6,16,NA,63300,90888,00480,8,1,528.6352135145496,326.84800460048723
2403110-007,MD,031,10-007,3832,141,2985,157,2,450,0,5,92,2675,84,2092,92,0,358,0,2,47,NA,63300,90888,00480,8,1,630.7311312004551,389.9725300206527
2403110-008,MD,031,10-008,1985,137,1139,354,9,275,0,2,69,1466,101,891,230,4,199,0,2,39,NA,63300,90888,00480,8,1,345.66423863172605,213.71952486365493
2403110-009,MD,031,10-009,3368,142,2544,110,4,466,0,12,90,2492,113,1859,90,2,361,0,11,56,NA,63300,90888,00480,8,1,587.582048206181,363.2940354435389
2403110-010,MD,031,10-010,3842,105,3103,82,1,482,0,9,60,2647,80,2098,57,1,369,0,5,37,NA,63300,90888,00480,8,1,624.1290857149924,385.8905745662309
2403110-011,MD,031,10-011,2753,404,1670,244,4,311,0,8,112,2368,298,1552,159,3,273,0,2,81,NA,63300,90888,00480,8,1,558.3444181991318,345.21680414538525
2403110-012,MD,031,10-012,3022,151,2226,135,2,462,0,5,41,2235,108,1671,94,2,339,0,3,18,NA,63300,90888,00480,8,1,526.984702143184,325.8275157368818
2403110-013,MD,031,10-013,2514,66,1814,76,3,511,0,3,41,1790,49,1300,53,1,366,0,1,20,NA,63300,90888,00480,8,1,422.05933639208024,260.95358083624984
2403111-001,MD,031,11-001,2034,57,1763,165,4,16,0,1,28,1562,39,1353,137,4,15,0,1,13,NA,04475,90976,00480,8,1,368.2998231533125,227.71480070738676
2403112-001,MD,031,12-001,7226,328,6179,419,7,146,6,6,135,4883,206,4259,260,5,97,3,2,51,NA,21475,91068,00480,8,4,1151.3495751969429,711.8638744264849
2403112-002,MD,031,12-002,3097,96,2901,64,6,9,0,1,20,2246,53,2120,46,6,9,0,0,12,NA,35412,91068,00480,8,4,529.5783628696157,327.43114109397607
2403112-003,MD,031,12-003,4706,107,4236,199,5,105,1,2,51,3005,71,2734,103,4,74,1,2,16,NA,21475,91068,00480,8,4,708.5409529934085,438.0812907334809
2403112-004,MD,031,12-004,3461,122,3071,87,10,122,0,4,45,2185,68,1956,57,4,79,0,3,18,NA,21475,91068,00480,8,4,515.1953352048577,318.5383095682715
2403113-001,MD,031,13-001,3401,343,1893,508,6,567,5,6,73,2665,256,1487,392,4,473,5,2,46,NA,83837,91160,00480,8,1,628.3732578127898,388.51468878693066
2403113-002,MD,031,13-002,6600,804,2747,1759,16,1028,13,17,216,5020,566,2169,1316,9,797,8,8,147,NA,83837,91160,00480,8,1,1183.652440607957,731.8362993284773
2403113-003,MD,031,13-003,2285,79,2033,106,3,46,1,0,17,1813,56,1621,85,3,37,1,0,10,NA,73600,91160,00480,8,1,427.4824451837103,264.3066156738106
2403113-004,MD,031,13-004,1812,119,1402,207,5,38,0,3,38,1296,80,1001,169,3,25,0,2,16,NA,76650,91160,00480,5,1,305.58039104141676,188.93622389037978
2403113-005,MD,031,13-005,3590,475,1520,1232,10,195,0,12,146,3174,372,1365,1117,10,186,0,11,113,NA,72450,91160,00480,5,2,748.3890132449512,462.71880758338386
2403113-006,MD,031,13-006,2202,174,1657,283,6,39,1,4,38,1678,128,1249,241,4,35,1,3,17,NA,76650,91160,00480,5,1,395.65115445022946,244.62575901856275
2403113-007,MD,031,13-007,2997,237,2015,555,4,121,2,3,60,2320,160,1546,471,3,98,2,1,39,NA,72450,91160,00480,5,1,547.0266259383386,338.2191662235194
2403113-008,MD,031,13-008,5351,957,2171,1623,11,294,3,26,266,4177,669,1757,1292,10,248,2,18,181,NA,72450,91160,00480,5,2,984.883714027776,608.9402833257071
2403113-009,MD,031,13-009,2843,561,1010,990,5,178,2,20,77,2273,385,901,771,5,146,2,17,46,NA,76650,91160,00480,5,1,535.944621016312,331.36731242502566
2403113-010,MD,031,13-010,5244,674,1827,2107,9,381,1,9,236,4615,538,1705,1835,8,336,1,8,184,NA,72450,91160,00480,5,1,1088.1585684075142,672.7937293627335
2403113-011,MD,031,13-011,4213,571,2338,721,14,442,3,16,108,3231,375,1917,518,10,340,2,6,63,NA,72450,91160,00480,8,1,761.8288915546431,471.02850261559956
2403113-012,MD,031,13-012,1828,119,1408,138,11,90,0,8,54,1338,70,1061,101,8,70,0,3,25,NA,72450,91160,00480,5,2,315.4834592696108,195.05915707201245
2403113-013,MD,031,13-013,5171,1460,1456,1774,13,254,6,25,183,3937,994,1246,1351,11,190,5,17,123,NA,72450,91160,00480,5,2,928.29475272381,573.9520937163775
2403113-014,MD,031,13-014,2518,139,1879,346,5,100,0,3,46,1846,81,1390,267,4,83,0,1,20,NA,72450,91160,00480,5,2,435.26342736300563,269.11749174509345
2403113-015,MD,031,13-015,5438,1259,942,2171,12,785,3,11,255,3948,861,794,1494,10,604,3,7,175,NA,72450,91160,00480,5,2,930.8884134502417,575.5557190734718
2403113-016,MD,031,13-016,5074,1393,1339,1865,3,319,5,22,128,3863,966,1138,1385,2,262,3,16,91,NA,72450,91160,00480,5,1,910.8464896550871,563.1640685868342
2403113-017,MD,031,13-017,2280,536,1100,364,7,200,3,22,48,1713,359,878,274,6,150,3,15,28,NA,28640,91160,00480,8,1,403.9037113070578,249.72820333658996
2403113-018,MD,031,13-018,4185,1335,1575,835,16,321,0,6,97,3092,918,1265,594,13,244,0,6,52,NA,72450,91160,00480,5,2,729.0544514660961,450.7645094668629
2403113-019,MD,031,13-019,2832,353,1931,303,5,183,3,10,44,2159,218,1522,234,5,152,3,7,18,NA,72450,91160,00480,8,1,509.06486439692804,314.7479223605941
2403113-020,MD,031,13-020,2493,60,2125,176,3,90,1,4,34,1780,44,1497,144,1,77,1,0,16,NA,43200,91160,00480,8,1,419.701463004415,259.4957396025278
2403113-021,MD,031,13-021,4373,581,1344,2077,12,117,3,25,214,3319,386,1134,1529,7,91,2,15,155,NA,76650,91160,00480,5,1,782.5781773660974,483.8575054723538
2403113-022,MD,031,13-022,3892,1570,1197,739,11,259,0,11,105,2987,1107,1057,547,8,198,0,8,62,NA,72450,91160,00480,5,2,704.2967808956109,435.4571765127812
2403113-023,MD,031,13-023,2981,166,2455,209,3,110,0,9,29,2198,98,1856,145,2,80,0,5,12,NA,72450,91160,00480,5,1,518.2605706088226,320.4335031721102
2403113-024,MD,031,13-024,2838,260,1828,426,9,222,0,12,81,2199,196,1442,319,9,180,0,7,46,NA,28640,91160,00480,8,1,518.4963579475891,320.5792872954824
2403113-025,MD,031,13-025,6192,2053,2111,1125,17,666,1,20,199,4449,1385,1723,681,11,516,1,14,118,NA,83837,91160,00480,8,1,1049.017870172271,648.5935648829472
2403113-026,MD,031,13-026,1727,65,1598,25,0,33,0,0,6,1193,41,1105,16,0,26,0,0,5,NA,16775,91160,00480,8,1,281.29429514846464,173.9204591830425
2403113-027,MD,031,13-027,4163,806,2120,603,5,489,0,3,137,3282,602,1793,415,5,370,0,2,95,NA,56712,91160,00480,8,1,773.8540458317359,478.4634929075821
2403113-028,MD,031,13-028,3290,1030,1412,416,7,330,1,20,74,2432,720,1106,281,5,258,1,19,42,NA,83837,91160,00480,8,1,573.4348078801894,354.54698804120653
2403113-029,MD,031,13-029,4827,1464,1835,719,18,648,1,20,122,3557,963,1514,479,14,510,1,13,63,NA,83837,91160,00480,8,1,838.6955639925304,518.554126834939
2403113-030,MD,031,13-030,5405,2210,1612,953,3,483,0,22,122,3882,1473,1305,650,2,361,0,15,76,NA,83837,91160,00480,8,1,915.3264490916512,565.9339669309062
2403113-031,MD,031,13-031,2298,423,1244,349,5,215,0,3,59,1743,285,992,248,4,171,0,2,41,NA,83837,91160,00480,8,1,410.97733147005357,254.10172703775618
2403113-032,MD,031,13-032,3758,907,1202,993,6,481,1,21,147,2881,629,1038,687,6,405,1,19,96,NA,83837,91160,00480,8,1,679.3033229863594,420.00405943532735
2403113-033,MD,031,13-033,2778,219,1694,603,2,193,2,8,57,2110,155,1289,465,0,157,2,5,37,NA,43200,91160,00480,8,1,497.5112847973683,307.60450031535595
2403113-034,MD,031,13-034,2871,225,2352,101,19,98,2,6,68,2176,158,1815,75,10,74,1,2,41,NA,43500,91160,00480,8,1,513.0732491559589,317.2262524579216
2403113-035,MD,031,13-035,4482,1141,1839,563,4,797,1,25,112,3315,733,1477,386,3,624,0,15,77,NA,83837,91160,00480,8,1,781.6350280110313,483.274368978865
2403113-036,MD,031,13-036,4764,1414,1939,523,4,701,1,29,153,3693,988,1648,382,4,546,1,24,100,NA,83837,91160,00480,8,1,870.7626420647778,538.3807676135591
2403113-037,MD,031,13-037,3560,902,1784,356,11,425,1,2,79,2740,632,1457,259,8,333,1,2,48,NA,02825,91160,00480,8,1,646.0573082202793,399.4484980398462
2403113-038,MD,031,13-038,1955,78,1747,20,4,80,0,0,26,1476,62,1321,10,3,67,0,0,13,NA,73600,91160,00480,8,1,348.02211201939133,215.177366097377
2403113-039,MD,031,13-039,2644,243,1830,332,3,161,1,8,66,2057,175,1448,262,3,131,1,3,34,NA,72450,91160,00480,8,1,485.0145558427425,299.87794177662903
2403113-040,MD,031,13-040,3367,368,2236,455,2,210,3,11,82,2699,263,1869,316,2,179,2,6,62,NA,56712,91160,00480,8,1,636.3900273308518,393.4713489815857
2403113-041,MD,031,13-041,4425,2378,189,1162,11,538,0,27,120,3067,1624,147,807,2,391,0,14,82,NA,72450,91160,00480,5,2,723.159767996933,447.1199063825577
2403113-042,MD,031,13-042,2173,562,1025,291,6,222,2,13,52,1614,363,823,215,5,169,1,7,31,NA,43200,91160,00480,8,1,380.5607647691718,235.2955751227415
2403113-043,MD,031,13-043,3283,828,1621,300,6,428,1,11,88,2502,576,1313,209,6,344,1,6,47,NA,02825,91160,00480,8,1,589.9399215938462,364.75187667726095
2403113-044,MD,031,13-044,5828,1808,1841,1251,7,729,1,17,174,4221,1250,1438,869,5,549,1,11,98,NA,83837,91160,00480,8,1,995.2583569335031,615.3547847540841
2403113-045,MD,031,13-045,2682,443,1526,238,9,407,0,5,54,2064,298,1233,172,7,324,0,4,26,NA,02825,91160,00480,8,1,486.66506721410815,300.8984306402345
2403113-046,MD,031,13-046,2917,278,2058,230,15,279,1,3,53,2232,181,1616,171,9,228,1,2,24,NA,02825,91160,00480,8,2,526.2773401268844,325.3901633667652
2403113-047,MD,031,13-047,4152,279,1091,2228,11,358,8,6,171,3684,224,1041,1936,11,316,5,6,145,NA,72450,91160,00480,5,1,868.640556015879,537.0687105032092
2403113-048,MD,031,13-048,3597,688,1354,1134,3,284,0,35,99,2788,482,1149,841,2,241,0,27,46,NA,02825,91160,00480,8,1,657.3751004810724,406.44613596171206
2403113-049,MD,031,13-049,5102,579,2249,1568,7,548,0,28,123,3879,390,1877,1102,5,414,0,16,75,NA,02825,91160,00480,5,1,914.6190870753514,565.4966145607895
2403113-050,MD,031,13-050,3055,311,1833,699,6,129,0,7,70,2346,216,1452,526,3,99,0,6,44,NA,72450,91160,00480,5,2,553.1570967462683,342.00955343119676
2403113-051,MD,031,13-051,2347,252,1709,97,12,208,2,14,53,1788,179,1326,74,10,162,2,7,28,NA,02825,91160,00480,8,2,421.5877617145471,260.6620125895054
2403113-052,MD,031,13-052,2726,162,2186,157,1,173,1,8,38,2136,112,1730,126,1,139,1,3,24,NA,02825,91160,00480,8,2,503.64175560529793,311.39488752303333
2403113-053,MD,031,13-053,2464,419,1500,290,8,158,1,8,80,1881,292,1187,208,6,134,1,6,47,NA,83837,91160,00480,8,1,443.515984219834,274.21993606312066
2403113-054,MD,031,13-054,6127,59,5756,184,2,79,1,10,36,6105,58,5744,176,2,78,1,10,36,NA,68675,91160,00480,8,1,1439.4817031696368,890.0120731873214
2403113-055,MD,031,13-055,10308,2492,2204,4001,20,1151,16,84,340,7666,1729,1870,2830,15,894,12,63,253,NA,02825,91160,00480,5,1,1807.5457389841827,1117.581089771336
2403113-056,MD,031,13-056,2201,151,989,608,4,347,1,7,94,1698,101,795,462,4,272,1,7,56,NA,02825,91160,00480,5,1,400.36690122555996,247.54144148600687
2403113-057,MD,031,13-057,1752,107,1086,372,5,100,0,10,72,1557,93,1000,307,4,91,0,5,57,NA,83837,91160,00480,8,1,367.1208864594799,226.98588009052574
2403113-058,MD,031,13-058,2874,307,1823,492,13,164,0,8,67,2329,218,1494,425,10,136,0,4,42,NA,28640,91160,00480,8,1,549.1487119872373,339.53122333386926
2403113-059,MD,031,13-059,2213,279,1405,298,9,145,1,12,64,1754,194,1156,235,4,117,1,3,44,NA,83837,91160,00480,8,1,413.57099219648535,255.70535239485042
2403113-060,MD,031,13-060,1707,184,1153,141,3,160,1,18,47,1400,138,973,112,2,132,1,10,32,NA,02825,91160,00480,8,2,330.10227427313544,204.09777272108929
2403113-061,MD,031,13-061,5045,436,2366,1214,15,808,4,23,179,3675,294,1785,833,9,619,4,19,112,NA,02825,91160,00480,5,1,866.5184699669803,535.7566533928593
2403113-062,MD,031,13-062,1435,64,1291,4,0,56,0,1,19,1099,45,1000,3,0,43,0,1,7,NA,73600,91160,00480,8,1,259.1302853044113,160.2167515860551
2403113-063,MD,031,13-063,2921,953,987,668,6,211,1,17,78,2170,686,772,472,6,179,0,11,44,NA,83837,91160,00480,8,1,511.6585251233598,316.3515477176884
2403113-064,MD,031,13-064,1442,276,366,678,1,53,0,7,61,1070,202,323,457,1,43,0,2,42,NA,68675,91160,00480,5,1,252.29245248018202,155.98901200826108
2403113-065,MD,031,13-065,130,17,88,15,3,5,0,0,2,96,14,63,10,3,5,0,0,1,NA,72450,91160,00480,8,1,22.635584521586424,13.995275843731834
2403113-066,MD,031,13-066,855,55,698,68,0,19,0,2,13,680,39,563,55,0,16,0,1,6,NA,72450,91160,00480,5,2,160.3353903612372,99.13320389310051
2403113-067,MD,031,13-067,2427,295,1203,790,3,61,0,17,58,1877,195,978,614,2,47,0,10,31,NA,76650,91160,00480,5,1,368.9352882313965,156.45579674378982
2403113-068,MD,031,13-068,3685,775,1048,1354,14,319,0,32,143,2818,533,898,1010,9,253,0,15,100,NA,76650,91160,00480,5,1,553.8943219158632,234.89208056686184
24031ZZZZZZ,MD,031,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,78650,90520,00480,8,1,0,0
2403301-001,MD,033,01-001,4490,333,1922,1526,8,572,0,11,118,3556,238,1652,1102,7,485,0,3,69,NA,12350,90064,00510,6,3,698.952522616327,296.4074657543508
2403301-002,MD,033,01-002,2705,178,1710,477,13,249,3,3,72,2168,127,1423,351,11,210,3,1,42,NA,06400,90064,00510,6,3,426.1330340360509,180.71186326080783
