GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
35001000417,NM,001,417,970,318,561,21,19,18,2,5,26,748,229,462,15,15,13,2,4,8,NA,02000,90060,00060,026,018,1,3,122.08730254199367,145.26918764946183
35001000418,NM,001,418,1275,499,632,10,83,8,3,3,37,917,325,505,8,50,5,2,1,21,NA,02000,90060,00060,027,010,1,3,149.6711984371767,178.09070197133218
35001000419,NM,001,419,1525,430,945,49,22,55,0,3,21,1191,326,761,37,14,42,0,3,8,NA,02000,90060,00060,027,010,1,3,194.3930178175327,231.30428140442385
35001000420,NM,001,420,2259,780,1148,79,162,30,14,7,39,1825,593,985,62,126,25,11,4,19,NA,02000,90060,00060,027,021,1,3,297.87343200419576,354.4335126474169
35001000421,NM,001,421,1418,425,789,56,67,48,5,2,26,1087,292,648,35,51,39,3,1,18,NA,02000,90060,00060,027,021,1,3,177.41831265126618,211.10642643711898
35001000422,NM,001,422,2825,1048,1480,31,79,125,1,2,59,2073,709,1156,22,54,90,1,2,39,3370,02000,90060,00060,015,010,1,3,338.3515750929851,402.5976283386823
35001000423,NM,001,423,2174,500,1466,47,22,81,1,2,55,1724,366,1207,29,17,63,1,2,39,NA,02000,90060,00060,023,010,1,3,281.38838179464847,334.8182881118612
35001000424,NM,001,424,2857,540,2015,40,18,198,1,0,45,1919,344,1375,27,14,134,1,0,24,NA,02000,90060,00060,023,010,1,3,313.2159539813982,372.6892661755578
35001000425,NM,001,425,2575,483,1911,25,22,94,3,9,28,1749,309,1324,16,17,61,2,7,13,NA,02000,90060,00060,023,010,1,3,285.4688397673087,339.673541709771
35001000426,NM,001,426,1473,201,1148,16,0,82,0,8,18,998,134,789,10,0,56,0,1,8,NA,02000,90060,00060,023,021,1,3,162.89188226859582,193.82172362856002
35001000427,NM,001,427,2031,306,1560,28,7,89,0,13,28,1474,217,1155,18,4,60,0,8,12,NA,02000,90060,00060,023,021,1,3,240.58380206804634,286.265752132763
35001000428,NM,001,428,1033,131,835,14,12,30,0,4,7,878,110,717,12,8,24,0,2,5,NA,02000,90060,00060,031,021,1,3,143.30568399982678,170.5165063585929
35001000429,NM,001,429,1634,187,1296,32,22,50,7,8,32,1199,128,976,26,18,34,2,3,12,NA,02000,90060,00060,031,021,1,3,195.69876436878394,232.85796255575497
35001000430,NM,001,430,1112,180,864,4,13,26,0,2,23,768,115,611,4,7,20,0,1,10,NA,02000,90060,00060,031,021,1,3,125.35166892012184,149.15339052778967
35001000431,NM,001,431,1124,452,528,28,65,22,1,4,24,893,334,446,25,52,18,1,2,15,NA,02000,90060,00060,025,012,1,3,145.7539587834229,173.42965851733877
35001000432,NM,001,432,1420,620,629,43,84,16,3,0,25,1139,462,551,30,61,15,3,0,17,NA,02000,90060,00060,025,015,1,3,185.90566523439944,221.20535392077142
35001000433,NM,001,433,955,519,360,22,32,7,0,1,14,718,368,294,15,23,7,0,1,10,NA,02000,90060,00060,025,012,1,3,117.1907529748014,139.44288333197002
35001000434,NM,001,434,663,299,319,9,15,5,0,1,15,504,207,265,7,13,3,0,1,8,NA,02000,90060,00060,030,015,1,3,82.26203272882995,97.88191253386196
