GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,DISTRICT.x,DISTRICT.y,school,ssd,cd_1990,cd_2000,ndv,nrv
3109500005P,NE,095,5P,430,2,427,0,0,0,0,0,1,324,2,321,0,0,0,0,0,1,NA,12455,90935,62920,NA,73660,32,1,2,74,107
3109500006P,NE,095,6P,877,4,868,0,0,2,2,0,1,638,3,633,0,0,1,0,0,1,NA,39590,92450,62920,NA,05970,30,1,2,36,43
3109500007P,NE,095,7P,593,9,568,0,3,2,0,4,7,445,5,434,0,1,1,0,1,3,NA,16410,91955,NA,NA,70440,32,1,2,96,143
3109500008P,NE,095,8P,513,1,512,0,0,0,0,0,0,374,1,373,0,0,0,0,0,0,NA,24530,90620,NA,NA,70440,30,1,2,58,99
3109500009P,NE,095,9P,933,13,918,0,0,0,0,0,2,708,10,696,0,0,0,0,0,2,NA,13085,92405,NA,NA,06000,30,1,2,86,103
3109500010P,NE,095,10P,404,0,399,0,1,2,0,0,2,305,0,301,0,1,2,0,0,1,NA,41235,90405,NA,NA,70440,32,1,2,127.35663082437276,166.16487455197134
3109500011P,NE,095,11P,320,1,319,0,0,0,0,0,0,253,1,252,0,0,0,0,0,0,NA,15920,90915,NA,NA,70440,30,1,2,105.64336917562724,137.83512544802866
3109700001P,NE,097,1P,806,6,788,2,2,2,0,0,6,593,2,585,2,1,0,0,0,3,NA,47150,93095,NA,NA,77190,1,2,3,211,172
3109700002P,NE,097,2P,232,0,231,0,1,0,0,0,0,175,0,174,0,1,0,0,0,0,NA,NA,91365,39510,NA,77190,1,2,3,58.24132492113565,57.13722397476341
3109700003P,NE,097,3P,585,4,570,0,1,9,0,0,1,459,1,454,0,1,2,0,0,1,NA,10390,93055,39510,NA,74270,1,2,3,152.75867507886437,149.8627760252366
3109700004P,NE,097,4P,218,0,213,0,0,1,1,0,3,170,0,168,0,0,1,1,0,0,NA,11055,93420,NA,NA,72780,1,2,3,47.57743362831858,48.89380530973451
3109700005P,NE,097,5P,792,38,703,1,4,21,0,0,25,584,22,535,0,2,13,0,0,12,NA,48480,91930,70080,NA,00086,1,2,3,163.4424778761062,167.9646017699115
3109700006P,NE,097,6P,574,21,539,0,1,6,0,0,7,447,12,425,0,1,5,0,0,4,NA,48480,92075,39510,NA,00086,1,2,3,125.10066371681417,128.56194690265488
3109700007P,NE,097,7P,795,53,652,1,1,78,0,0,10,607,30,515,0,1,52,0,0,9,NA,48480,93177,39510,NA,00086,1,2,3,169.87942477876106,174.57964601769913
3109700008P,NE,097,8P,318,7,305,1,2,1,0,0,2,249,3,241,0,2,1,0,0,2,NA,14975,93210,70080,NA,00086,1,2,3,89,109
3109700009P,NE,097,9P,168,0,166,0,0,2,0,0,0,118,0,118,0,0,0,0,0,0,NA,NA,91775,70080,NA,00086,1,2,3,44,49
3109900001P,NE,099,1P,643,15,623,0,0,2,0,0,3,454,9,442,0,0,2,0,0,1,NA,NA,05315,55470,NA,03420,37,1,2,68,105
3109900002P,NE,099,2P,230,2,226,0,0,0,1,0,1,176,2,172,0,0,0,1,0,1,NA,NA,34055,35580,NA,72390,37,1,2,33,60
3109900003P,NE,099,3P,207,10,197,0,0,0,0,0,0,155,6,149,0,0,0,0,0,0,NA,NA,29610,NA,NA,70980,37,1,2,31,54
3109900004P,NE,099,4P,168,2,166,0,0,0,0,0,0,126,2,124,0,0,0,0,0,0,NA,NA,28840,NA,NA,73830,37,1,2,28,43
3109900005P,NE,099,5P,142,2,140,0,0,0,0,0,0,117,1,116,0,0,0,0,0,0,NA,NA,27050,NA,NA,73830,37,1,2,35,36
3109900006P,NE,099,6P,221,32,185,0,4,0,0,0,0,153,16,136,0,1,0,0,0,0,NA,21835,14345,NA,NA,73830,37,1,2,43,44
3109900007P,NE,099,7P,1006,12,984,2,2,4,0,0,2,705,7,691,2,2,2,0,0,1,NA,02830,32375,NA,NA,03420,37,1,2,115,251
3109900008P,NE,099,8P,327,3,319,2,0,0,0,1,2,225,1,221,1,0,0,0,1,1,NA,32340,21625,NA,NA,73830,37,1,2,27,30
3109900009P,NE,099,9P,160,8,145,0,0,7,0,0,0,113,5,106,0,0,2,0,0,0,NA,32340,27295,NA,NA,73830,37,1,2,27.790846877673225,42.96706586826347
3109900010P,NE,099,10P,146,5,135,1,0,0,0,0,5,109,3,102,0,0,0,0,0,4,NA,34650,31255,02780,02770,73830,37,1,2,21,42
3109900011P,NE,099,11P,515,1,509,1,0,0,0,0,4,369,1,366,1,0,0,0,0,1,NA,52995,37070,NA,NA,78750,37,1,2,98,167
3109900012P,NE,099,12P,153,0,153,0,0,0,0,0,0,113,0,113,0,0,0,0,0,0,NA,NA,19875,02780,02770,73830,37,1,2,25,29
3109900013P,NE,099,13P,809,39,769,0,0,0,0,0,1,607,24,583,0,0,0,0,0,0,NA,32340,27295,NA,NA,73830,37,1,2,149.2835757057314,230.8053892215569
3109900014P,NE,099,14P,996,13,975,2,1,1,0,0,4,803,8,789,1,1,0,0,0,4,NA,32340,27295,NA,NA,73830,37,1,2,197.48716852010267,305.33233532934133
3109900015P,NE,099,15P,1159,17,1133,1,2,2,0,0,4,815,8,803,0,2,2,0,0,0,NA,32340,21625,NA,NA,73830,37,1,2,200.43840889649272,309.8952095808383
3110100001P,NE,101,1P,498,6,484,2,1,0,0,0,5,437,5,424,2,1,0,0,0,5,NA,NA,91840,44830,70800,74760,47,1,2,51,110
3110100002P,NE,101,2P,326,4,318,0,0,0,0,0,4,248,3,241,0,0,0,0,0,4,NA,NA,93470,16030,03210,74760,47,1,2,35,97
3110100003P,NE,101,3P,982,18,946,3,7,2,0,0,6,705,8,684,2,5,2,0,0,4,NA,38610,92325,16030,03210,75360,47,1,2,121,286
3110100004P,NE,101,4P,837,60,767,0,6,1,0,0,3,635,32,597,0,3,1,0,0,2,NA,06785,90385,41120,70800,00110,47,1,2,93,217
3110100005P,NE,101,5P,527,20,499,0,2,0,0,0,6,404,14,388,0,0,0,0,0,2,NA,35980,92807,12030,NA,74760,47,1,2,394.3944055944056,899.5356643356644
3110100006P,NE,101,6P,326,17,306,1,2,0,0,0,0,224,10,213,0,1,0,0,0,0,NA,35980,91820,12030,NA,74760,47,1,2,67,100
3110100007P,NE,101,7P,388,12,376,0,0,0,0,0,0,311,9,302,0,0,0,0,0,0,NA,35980,92807,16030,NA,74760,47,1,2,303.6055944055944,692.4643356643356
3110100008P,NE,101,8P,1189,45,1132,0,7,2,0,0,3,849,25,817,0,5,2,0,0,0,NA,35980,92218,NA,NA,74760,47,1,2,5.786532170119956,8.564067611777535
3110100009P,NE,101,9P,1300,50,1231,1,15,1,0,0,2,957,29,916,1,9,1,0,0,1,NA,35980,92218,NA,NA,74760,47,1,2,6.522628135223556,9.653489640130863
3110100010P,NE,101,10P,869,78,770,0,7,7,0,0,7,653,42,594,0,6,7,0,0,4,NA,35980,92218,NA,NA,74760,47,1,2,4.450654307524537,6.586968375136315
3110100011P,NE,101,11P,706,27,674,0,3,1,0,1,0,542,18,519,0,3,1,0,1,0,NA,35980,92218,NA,NA,74760,47,1,2,3.6941112322791714,5.467284623773174
3110100012P,NE,101,12P,927,38,883,0,0,0,0,0,6,667,24,641,0,0,0,0,0,2,NA,35980,92218,NA,NA,74760,47,1,2,4.54607415485278,6.728189749182115
3110300001P,NE,103,1P,120,0,120,0,0,0,0,0,0,99,0,99,0,0,0,0,0,0,3235,NA,92130,23890,72480,NA,43,1,2,17,55
3110300002P,NE,103,2P,229,2,226,0,0,0,0,0,1,181,0,180,0,0,0,0,0,1,NA,46625,91065,47640,72480,NA,43,1,2,25,62
3110300003P,NE,103,3P,298,3,292,0,2,0,0,0,1,220,2,217,0,0,0,0,0,1,NA,46625,90635,47640,72480,NA,43,1,2,65,162
3110300004P,NE,103,4P,336,33,303,0,0,0,0,0,0,249,21,228,0,0,0,0,0,0,NA,07310,91997,06690,72480,00107,43,1,2,24,66
3110500001P,NE,105,1P,379,15,363,0,0,0,1,0,0,282,9,272,0,0,0,1,0,0,NA,07415,90425,NA,NA,72570,47,1,2,43,112
3110500002P,NE,105,2P,701,13,678,0,0,0,0,0,10,535,10,516,0,0,0,0,0,9,NA,25475,90060,NA,NA,72570,47,1,2,87,194
3110500003P,NE,105,3P,474,19,454,0,0,0,0,0,1,341,13,327,0,0,0,0,0,1,NA,13190,90720,NA,NA,75810,47,1,2,62,151
3110500004P,NE,105,4P,1000,33,932,5,14,3,0,0,13,754,19,715,3,7,3,0,0,7,NA,25475,91595,NA,NA,72570,47,1,2,167,262
3110500005P,NE,105,5P,1535,56,1439,4,11,1,0,3,21,1167,37,1101,2,8,1,0,2,16,NA,25475,91600,NA,NA,72570,47,1,2,331,756
3110700001P,NE,107,1P,267,3,255,0,8,0,0,0,1,209,1,199,0,8,0,0,0,1,4700,50335,40745,08250,NA,74370,40,1,2,123,187
3110700002P,NE,107,2P,534,16,411,0,93,0,2,0,12,400,5,326,0,60,0,1,0,8,3565,34370,34405,NA,NA,74370,40,1,2,11,11
3110700003P,NE,107,3P,839,12,358,0,459,2,0,3,5,536,7,278,0,245,2,0,3,1,3565,43475,22465,NA,NA,05630,40,1,2,16,30
3110700004P,NE,107,4P,849,6,834,0,1,1,0,1,6,604,3,592,0,1,1,0,1,6,NA,11440,13330,NA,NA,05630,40,1,2,52,68
3110700005P,NE,107,5P,259,2,256,0,1,0,0,0,0,209,1,207,0,1,0,0,0,0,NA,NA,51210,43560,NA,78120,40,1,2,26,47
3110700006P,NE,107,6P,387,5,380,0,2,0,0,0,0,276,0,274,0,2,0,0,0,0,3565,50370,50405,NA,NA,78120,40,1,2,59.36312849162011,70.92737430167597
3110700007P,NE,107,7P,515,10,466,0,35,2,0,0,2,352,3,326,0,20,2,0,0,1,3565,08360,46100,NA,NA,05550,40,1,2,41,52
3110700008P,NE,107,8P,427,4,405,0,14,3,0,0,1,313,2,302,0,8,0,0,0,1,3565,05455,32970,NA,NA,04140,40,1,2,29,47
3110700009P,NE,107,9P,298,0,297,0,1,0,0,0,0,202,0,201,0,1,0,0,0,0,NA,53345,28875,NA,NA,05550,40,1,2,37,78
3110700010P,NE,107,10P,370,0,365,0,0,3,0,0,2,262,0,261,0,0,0,0,0,1,NA,03355,11265,NA,NA,05550,40,1,2,14,64
3110700011P,NE,107,11P,192,9,183,0,0,0,0,0,0,118,2,116,0,0,0,0,0,0,NA,NA,13645,NA,NA,78450,40,1,2,31,52
3110700012P,NE,107,12P,286,9,274,0,1,1,0,0,1,213,2,208,0,1,1,0,0,1,NA,11440,11440,NA,NA,05630,40,1,2,91.8183807439825,93.68271334792122
3110700013P,NE,107,13P,344,0,337,0,2,0,0,0,5,244,0,242,0,1,0,0,0,1,NA,11440,11440,NA,NA,05630,40,1,2,105.18161925601751,107.31728665207878
3110700014P,NE,107,14P,566,3,557,0,4,0,0,0,2,477,0,473,0,4,0,0,0,0,NA,05455,05455,NA,NA,04140,40,1,2,88.82777179763185,183.30355220667383
3110700015P,NE,107,15P,558,0,547,0,6,1,0,0,4,452,0,445,0,4,0,0,0,3,NA,05455,05455,NA,NA,04140,40,1,2,84.17222820236813,173.69644779332614
3110700016P,NE,107,16P,636,4,625,3,1,1,0,0,2,498,2,494,0,1,1,0,0,0,NA,51735,27330,NA,NA,78450,18,1,2,95.99011532125205,282.2273476112026
3110700017P,NE,107,17P,457,0,450,1,4,0,0,0,2,352,0,347,1,2,0,0,0,2,NA,11230,11230,NA,NA,05550,40,1,2,75.53182751540042,160.82135523613965
3110700018P,NE,107,18P,809,2,791,4,10,1,0,0,1,622,1,615,1,4,0,0,0,1,NA,11230,11230,NA,NA,05550,40,1,2,133.4681724845996,284.17864476386035
3110700019P,NE,107,19P,519,0,508,0,10,0,0,0,1,440,0,433,0,6,0,0,0,1,NA,50370,50405,NA,NA,78120,40,1,2,94.6368715083799,113.07262569832403
3110700020P,NE,107,20P,138,0,136,0,0,0,0,0,2,109,0,107,0,0,0,0,0,2,NA,51735,27330,NA,NA,78450,18,1,2,21.00988467874794,61.77265238879737
3110700021P,NE,107,21P,124,0,124,0,0,0,0,0,0,93,0,93,0,0,0,0,0,0,NA,NA,10075,NA,NA,78450,40,1,2,19,55
3110900001P,NE,109,1P,1563,31,1470,15,6,19,0,1,21,1212,19,1154,8,6,17,0,0,8,NA,28000,91753,NA,NA,72840,26,2,3,238.0163208365705,221.6445369430472
3110900002P,NE,109,2P,1033,11,981,9,4,9,0,1,18,772,7,744,3,2,8,0,0,8,NA,28000,91753,NA,NA,72840,26,2,3,151.60775551636337,141.1795235313799
3110900003P,NE,109,3P,947,20,890,8,4,12,0,0,13,800,14,766,5,2,5,0,0,8,NA,28000,91753,NA,NA,72840,26,2,3,157.10648240037656,146.30002438484965
3110900004P,NE,109,4P,1137,18,1060,9,7,36,0,0,7,885,13,831,6,4,30,0,0,1,NA,28000,91753,NA,NA,72840,26,2,3,173.79904615541656,161.8444019757399
3110900005P,NE,109,5P,1513,44,1411,16,10,9,0,1,22,1171,25,1103,13,10,7,0,1,12,NA,28000,91753,NA,NA,72840,28,2,3,229.9646136135512,214.14666069332367
3110900006P,NE,109,6P,669,7,649,3,1,6,0,0,3,532,5,519,3,1,3,0,0,1,NA,28000,91753,NA,NA,72840,28,2,3,104.4758107962504,97.289516215925
3110900007P,NE,109,7P,891,29,821,17,0,13,0,0,11,679,16,640,9,0,9,0,0,5,NA,28000,91753,NA,NA,72840,28,2,3,133.3441269373196,124.17214569664112
3110900008P,NE,109,8P,1441,76,1211,56,19,33,6,2,38,1063,48,926,32,16,23,3,1,14,NA,28000,91753,NA,NA,72840,28,2,3,208.75523848950033,194.39615740136895
3110900009P,NE,109,9P,1149,57,989,33,14,18,0,3,35,892,34,792,23,12,14,0,0,17,NA,28000,91753,NA,NA,72840,28,2,3,175.17372787641983,163.12452718910734
3110900010P,NE,109,10P,920,5,891,7,2,8,0,0,7,668,2,651,7,2,5,0,0,1,NA,28000,91753,NA,NA,72840,25,2,3,131.18391280431442,122.16052036134946
3110900011P,NE,109,11P,780,2,758,5,0,9,0,0,6,604,1,589,5,0,8,0,0,1,NA,28000,91753,NA,NA,72840,25,2,3,118.61539421228429,110.45651841056147
3110900012P,NE,109,12P,827,5,791,10,0,13,0,0,8,604,5,581,8,0,6,0,0,4,NA,28000,91753,NA,NA,72840,25,2,3,118.61539421228429,110.45651841056147
3110900013P,NE,109,13P,1266,12,1225,8,0,14,0,2,5,877,6,854,4,0,12,0,0,1,NA,28000,91753,NA,NA,72840,25,2,3,172.2279813314128,160.3814017318914
3110900014P,NE,109,14P,825,10,789,9,0,2,0,0,15,630,6,614,4,0,2,0,0,4,NA,28000,91753,NA,NA,72840,25,2,3,123.72135489029654,115.2112692030691
3110900015P,NE,109,15P,835,8,790,9,1,7,0,2,18,682,7,657,6,1,7,0,0,4,NA,28000,91753,NA,NA,72840,25,2,3,133.93327624632101,124.72077078808431
3110900016P,NE,109,16P,776,11,755,3,1,0,2,0,4,594,8,579,2,1,0,2,0,2,NA,28000,91753,NA,NA,72840,26,2,3,116.65156318227959,108.62776810575086
3110900017P,NE,109,17P,1149,26,1059,7,0,36,0,0,21,846,17,791,6,0,23,0,0,9,NA,28000,91753,NA,NA,72840,26,2,3,166.1401051383982,154.7122757869785
3110900018P,NE,109,18P,1056,23,996,2,0,19,0,0,16,766,11,736,2,0,12,0,0,5,NA,28000,91753,NA,NA,72840,26,2,3,150.42945689836054,140.08227334849352
3110900019P,NE,109,19P,974,18,924,2,6,15,0,0,9,724,14,692,2,3,8,0,0,5,NA,28000,91753,NA,NA,72840,26,2,3,142.18136657234078,132.40152206828893
3110900020P,NE,109,20P,984,7,934,4,2,21,0,0,16,725,6,694,4,2,14,0,0,5,NA,28000,91753,NA,NA,72840,26,2,3,142.37774967534125,132.58439709876998
3110900021P,NE,109,21P,788,18,752,2,0,15,0,0,1,523,11,504,2,0,6,0,0,0,NA,28000,91753,NA,NA,72840,26,2,3,102.70836286924617,95.64364094159545
3110900022P,NE,109,22P,1099,7,1063,10,2,13,0,0,4,713,3,694,8,0,6,0,0,2,NA,28000,91753,NA,NA,72840,25,2,3,140.0211524393356,130.38989673299724
3110900023P,NE,109,23P,984,15,918,14,0,31,0,0,6,729,6,695,9,0,18,0,0,1,NA,28000,91753,NA,NA,72840,26,2,3,143.16328208734313,133.3158972206942
3110900024P,NE,109,24P,896,15,863,8,0,8,1,0,1,699,9,680,5,0,5,0,0,0,NA,28000,91753,NA,NA,72840,26,2,3,137.27178899732903,127.82964630626238
3110900025P,NE,109,25P,944,15,903,8,0,3,0,0,15,740,11,719,5,0,2,0,0,3,NA,28000,91753,NA,NA,72840,26,2,3,145.3234962203483,135.32752255598592
3110900026P,NE,109,26P,1237,11,1164,21,6,23,0,0,12,958,9,907,13,4,19,0,0,6,NA,28000,91753,NA,NA,72840,26,2,3,188.13501267445093,175.19427920085747
3110900027P,NE,109,27P,1058,21,982,23,0,19,0,4,9,852,14,800,15,0,17,0,1,5,NA,28000,91753,NA,NA,72840,26,2,3,167.318403756401,155.80952596986486
3110900028P,NE,109,28P,1040,14,995,10,0,4,1,0,16,791,10,765,5,0,4,1,0,6,NA,28000,91753,NA,NA,72840,46,2,3,155.3390344733723,144.65414911052008
3110900029P,NE,109,29P,1112,27,1026,18,18,3,0,3,17,845,15,803,8,10,3,0,0,6,NA,28000,91753,NA,NA,72840,46,2,3,165.9437220353977,154.5294007564974
3110900030P,NE,109,30P,1081,36,1009,4,2,21,0,0,9,835,24,796,2,2,10,0,0,1,NA,28000,91753,NA,NA,72840,26,2,3,163.97989100539303,152.7006504516868
3110900031P,NE,109,31P,1236,45,1142,19,7,6,0,0,17,901,22,856,8,4,4,0,0,7,NA,28000,91753,NA,NA,72840,26,2,3,176.94117580342407,164.7704024634369
3110900032P,NE,109,32P,1201,35,1118,15,4,17,1,0,11,961,23,903,12,3,15,1,0,4,NA,28000,91753,NA,NA,72840,26,2,3,188.72416198345235,175.74290429230064
3110900033P,NE,109,33P,1644,44,1465,43,4,69,1,6,12,1443,31,1313,34,4,50,1,4,6,NA,28000,91753,NA,NA,72840,26,2,3,283.3808176296792,263.88866898417257
3110900034P,NE,109,34P,994,37,894,15,4,32,0,0,12,842,26,772,7,2,27,0,0,8,NA,28000,91753,NA,NA,72840,26,2,3,165.3545727263963,153.98077566505424
3110900035P,NE,109,35P,1221,35,1064,46,4,62,0,0,10,1114,27,994,37,4,45,0,0,7,NA,28000,91753,NA,NA,72840,26,2,3,218.77077674252433,203.7227839559031
3110900036P,NE,109,36P,830,21,753,11,3,30,2,0,10,663,13,611,5,3,26,2,0,3,NA,28000,91753,NA,NA,72840,26,2,3,130.20199728931206,121.24614520894414
3110900037P,NE,109,37P,1203,101,975,45,15,27,0,1,39,935,56,796,32,8,21,0,1,21,NA,28000,91753,NA,NA,72840,26,2,3,183.6182013054401,170.98815349979301
3110900038P,NE,109,38P,1104,35,995,32,7,15,1,2,17,836,20,780,16,3,10,1,0,6,NA,28000,91753,NA,NA,72840,26,2,3,164.1762741083935,152.88352548216787
3110900039P,NE,109,39P,1907,58,1737,43,6,28,2,1,32,1682,41,1558,29,5,25,2,1,21,NA,28000,91753,NA,NA,72840,26,2,3,330.31637924679166,307.59580126914636
3110900040P,NE,109,40P,1216,75,922,55,4,113,1,5,41,996,44,789,37,3,89,1,3,30,NA,28000,91753,NA,NA,72840,46,2,3,195.5975705884688,182.1435303591378
3110900041P,NE,109,41P,1878,74,1654,61,24,23,0,0,42,1523,47,1373,47,13,22,0,0,21,NA,28000,91753,NA,NA,72840,46,2,3,299.09146586971684,278.5186714226575
3110900042P,NE,109,42P,1523,58,1325,49,11,41,1,3,35,1249,37,1124,32,8,29,0,0,19,NA,28000,91753,NA,NA,72840,26,2,3,245.2824956475879,228.4109130708465
3110900043P,NE,109,43P,901,36,788,37,6,12,0,1,21,685,25,615,17,6,9,0,1,12,NA,28000,91753,NA,NA,72840,46,2,3,134.5224255553224,125.2693958795275
3110900044P,NE,109,44P,1993,59,1811,61,10,12,1,2,37,1504,39,1408,32,7,7,0,0,11,NA,28000,91753,NA,NA,72840,26,2,3,295.3601869127079,275.0440458435173
3110900045P,NE,109,45P,725,22,628,15,2,46,0,1,11,574,18,507,9,1,32,0,0,7,NA,28000,91753,NA,NA,72840,46,2,3,112.72390112227018,104.97026749612962
3110900046P,NE,109,46P,1553,22,1422,40,4,27,0,3,35,1357,18,1262,32,3,22,0,1,19,NA,28000,91753,NA,NA,72840,26,2,3,266.49187077163873,248.1614163628012
3110900047P,NE,109,47P,1119,44,976,36,5,29,2,0,27,871,26,782,22,3,24,2,0,12,NA,28000,91753,NA,NA,72840,28,2,3,171.04968271340996,159.28415154900506
3110900048P,NE,109,48P,1305,42,1204,25,2,17,1,0,14,1080,24,1018,16,2,11,1,0,8,NA,28000,91753,NA,NA,72840,28,2,3,212.09375124050834,197.505032919547
3110900049P,NE,109,49P,1118,25,1015,29,10,18,0,0,21,854,14,790,21,5,15,0,0,9,NA,28000,91753,NA,NA,72840,28,2,3,167.71116996240195,156.17527603082698
3110900050P,NE,109,50P,904,11,855,10,1,9,0,0,18,663,8,635,9,1,5,0,0,5,NA,28000,91753,NA,NA,72840,28,2,3,130.20199728931206,121.24614520894414
3110900051P,NE,109,51P,974,18,920,10,4,14,0,2,6,729,12,698,5,0,11,0,0,3,NA,28000,91753,NA,NA,72840,28,2,3,143.16328208734313,133.3158972206942
3110900052P,NE,109,52P,634,13,603,4,0,7,0,0,7,487,10,468,2,0,5,0,0,2,NA,28000,91753,NA,NA,72840,29,2,3,95.63857116122922,89.06013984427722
3110900053P,NE,109,53P,870,20,807,11,1,16,1,2,12,683,13,648,7,1,9,1,0,4,NA,28000,91753,NA,NA,72840,29,2,3,134.12965934932149,124.90364581856538
3110900054P,NE,109,54P,924,12,871,17,2,7,1,3,11,817,9,779,13,1,6,1,1,7,NA,28000,91753,NA,NA,72840,29,2,3,160.44499515138455,149.40889990302767
3110900055P,NE,109,55P,857,18,760,18,0,52,0,0,9,683,14,620,12,0,32,0,0,5,NA,28000,91753,NA,NA,72840,28,2,3,134.12965934932149,124.90364581856538
3110900056P,NE,109,56P,949,21,879,11,4,27,0,3,4,738,11,701,6,2,16,0,0,2,NA,28000,91753,NA,NA,72840,28,2,3,144.93073001434738,134.96177249502378
3110900057P,NE,109,57P,980,17,922,10,1,14,2,4,10,746,9,721,4,1,5,2,3,1,NA,28000,91753,NA,NA,72840,29,2,3,146.50179483835115,136.4247727388723
3110900058P,NE,109,58P,578,13,534,2,1,24,0,0,4,450,4,422,2,1,19,0,0,2,NA,28000,91753,NA,NA,72840,28,2,3,88.37239635021182,82.29376371647793
3110900059P,NE,109,59P,594,7,560,4,1,16,0,0,6,479,4,459,2,1,10,0,0,3,NA,28000,91753,NA,NA,72840,28,2,3,94.06750633722547,87.59713960042873
3110900060P,NE,109,60P,827,4,795,9,0,12,0,0,7,599,1,582,6,0,8,0,0,2,NA,28000,91753,NA,NA,72840,25,2,3,117.63347869728194,109.54214325815617
3110900061P,NE,109,61P,1118,32,1044,17,0,19,0,1,5,1012,28,949,15,0,16,0,0,4,NA,28000,91753,NA,NA,72840,25,2,3,198.73970023647632,185.0695308468348
3110900062P,NE,109,62P,752,1,740,0,0,8,0,0,3,663,1,654,0,0,7,0,0,1,NA,28000,91753,NA,NA,72840,28,2,3,130.20199728931206,121.24614520894414
3110900063P,NE,109,63P,978,9,927,5,3,16,1,3,14,743,4,716,5,1,10,1,0,6,NA,28000,91753,NA,NA,72840,25,2,3,145.9126455293497,135.8761476474291
3110900064P,NE,109,64P,816,1,788,9,0,9,0,0,9,637,1,619,6,0,7,0,0,4,NA,28000,91753,NA,NA,72840,25,2,3,125.09603661129982,116.49139441643652
3110900065P,NE,109,65P,735,8,710,6,0,7,0,2,2,547,7,526,5,0,7,0,1,1,NA,28000,91753,NA,NA,72840,25,2,3,107.42155734125745,100.03264167314093
3110900066P,NE,109,66P,442,2,435,2,1,1,0,0,1,382,1,376,2,1,1,0,0,1,NA,28000,91753,NA,NA,72840,25,2,3,75.0183453461798,69.8582616437657
3110900067P,NE,109,67P,907,7,876,5,3,15,0,0,1,806,7,782,2,1,13,0,0,1,NA,28000,91753,NA,NA,72840,25,2,3,158.28478101837936,147.397274567736
3110900068P,NE,109,68P,822,10,798,3,0,8,0,0,3,706,8,688,2,0,8,0,0,0,NA,28000,91753,NA,NA,72840,25,2,3,138.6464707183323,129.1097715196298
3110900069P,NE,109,69P,658,10,613,2,1,22,0,0,10,547,8,511,2,1,20,0,0,5,NA,28000,91753,NA,NA,72840,25,2,3,107.42155734125745,100.03264167314093
3110900070P,NE,109,70P,1594,31,1517,16,2,10,1,0,17,1391,22,1342,12,2,5,1,0,7,NA,28000,91753,NA,NA,72840,25,2,3,273.16889627365475,254.37916739915732
3110900071P,NE,109,71P,1090,6,1037,12,3,21,0,2,9,836,4,795,11,3,18,0,0,5,NA,28000,91753,NA,NA,72840,25,2,3,164.1762741083935,152.88352548216787
3110900072P,NE,109,72P,1218,21,1151,2,0,39,0,0,5,774,12,739,2,0,21,0,0,0,NA,28000,91753,NA,NA,72840,25,2,3,152.0005217223643,141.54527359234203
3110900073P,NE,109,73P,1650,17,1588,6,1,24,0,4,10,1286,11,1247,5,1,16,0,2,4,NA,28000,91753,NA,NA,72840,25,2,3,252.5486704586053,235.1772891986458
3110900074P,NE,109,74P,809,2,782,1,0,17,0,5,2,550,2,537,1,0,10,0,0,0,NA,28000,91753,NA,NA,72840,25,2,3,108.01070665025888,100.58126676458413
3110900075P,NE,109,75P,1015,12,971,2,0,21,0,2,7,805,8,776,2,0,16,0,0,3,NA,28000,91753,NA,NA,72840,25,2,3,158.0883979153789,147.21439953725493
3110900076P,NE,109,76P,517,9,463,8,0,31,0,0,6,350,6,312,5,0,26,0,0,1,NA,28000,91753,67200,NA,72840,25,2,3,68.73408605016473,64.00626066837172
3110900077P,NE,109,77P,712,9,688,7,0,5,0,0,3,556,8,538,4,0,4,0,0,2,NA,28000,91753,NA,NA,72840,25,2,3,109.18900526826171,101.6785169474705
3110900078P,NE,109,78P,1173,8,1131,1,0,25,0,2,6,823,6,801,1,0,15,0,0,0,NA,28000,91753,NA,NA,72840,25,2,3,161.62329376938737,150.50615008591407
3110900079P,NE,109,79P,1294,54,1153,37,4,14,2,6,24,998,38,910,23,3,10,2,4,8,NA,28000,91753,NA,NA,72840,29,2,3,195.99033679446975,182.50928042009994
3110900080P,NE,109,80P,1984,98,1689,68,8,58,5,9,49,1648,74,1415,46,8,56,5,7,37,NA,28000,91753,NA,NA,72840,29,2,3,323.6393537447757,301.37805023279026
3110900081P,NE,109,81P,1116,32,1006,20,5,29,1,1,22,835,15,778,9,3,20,1,0,9,NA,28000,91753,NA,NA,72840,25,2,3,163.97989100539303,152.7006504516868
3110900082P,NE,109,82P,802,18,764,2,1,9,0,0,8,605,11,582,2,1,3,0,0,6,NA,28000,91753,NA,NA,72840,29,2,3,118.81177731528477,110.63939344104254
3110900083P,NE,109,83P,843,6,805,4,0,17,0,0,11,652,3,634,2,0,10,0,0,3,NA,28000,91753,NA,NA,72840,29,2,3,128.04178315630688,119.23451987365245
3110900084P,NE,109,84P,964,7,899,19,0,23,0,0,16,772,6,738,8,0,13,0,0,7,NA,28000,91753,NA,NA,72840,29,2,3,151.60775551636337,141.1795235313799
3110900085P,NE,109,85P,1138,57,1034,19,0,19,0,0,9,855,37,782,13,0,17,0,0,6,NA,28000,91753,NA,NA,72840,25,2,3,167.90755306540242,156.35815106130804
