GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,COUNTYFP,COUSUBFP,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
32003001110,NV,003,1110,3221,337,2409,155,13,189,8,10,100,2382,214,1827,109,11,144,8,7,62,NA,NA,NA,NA,NA,NA,NA,2,3,194.01531257476844,150.3761151177496
32003001111,NV,003,1111,2792,184,2264,47,0,197,9,8,83,1906,128,1546,36,0,148,7,5,36,NA,NA,NA,NA,NA,NA,NA,2,3,155.24483029702293,120.32614417062582
32003001112,NV,003,1112,1314,136,1042,36,0,54,6,0,40,953,87,771,28,0,41,4,0,22,NA,NA,NA,NA,NA,NA,NA,2,3,77.62241514851146,60.16307208531291
32003001113,NV,003,1113,1589,100,1348,43,3,46,4,2,43,1138,63,963,39,3,40,4,2,24,NA,NA,NA,NA,NA,NA,NA,2,3,92.6907748572991,71.84215743240934
32003001114,NV,003,1114,2308,120,1962,84,13,59,9,4,57,1828,77,1576,71,11,48,7,2,36,NA,NA,NA,NA,NA,NA,NA,2,3,148.89168404142598,115.40198926752572
32003001115,NV,003,1115,1676,165,1362,40,10,55,2,1,41,1161,109,943,32,6,44,2,0,25,NA,NA,NA,NA,NA,NA,NA,2,3,94.56413849677001,73.29415182691322
32003001116,NV,003,1116,3565,225,2890,147,5,215,10,1,72,2638,147,2190,105,3,150,10,1,32,NA,NA,NA,NA,NA,NA,NA,2,3,214.8666643880097,166.53744403048842
32003001117,NV,003,1117,5495,474,4300,225,15,306,12,10,153,4437,342,3537,188,13,245,10,8,94,NA,NA,NA,NA,NA,NA,NA,2,3,361.39628123184195,280.10865775711795
32003001118,NV,003,1118,4387,377,3503,133,19,224,15,14,102,3113,246,2510,106,15,170,12,5,49,NA,NA,NA,NA,NA,NA,NA,2,3,253.55569607273472,196.5242847865468
32003001119,NV,003,1119,3116,295,2434,113,10,145,25,3,91,2444,202,1962,91,10,124,17,0,38,NA,NA,NA,NA,NA,NA,NA,2,3,199.06524934203782,154.29018696380354
32003001120,NV,003,1120,8861,467,7564,213,21,404,17,10,165,7131,321,6194,176,15,317,11,7,90,NA,NA,NA,NA,NA,NA,NA,2,3,580.8241788289981,450.181392487268
32003001122,NV,003,1122,11064,978,8779,376,50,554,37,15,275,8769,668,7126,300,37,455,28,10,145,NA,NA,NA,NA,NA,NA,NA,2,3,714.2402501965341,553.5886454523704
32003001123,NV,003,1123,778,71,579,29,6,43,16,1,33,560,46,418,24,4,35,14,0,19,NA,NA,NA,NA,NA,NA,NA,2,3,45.612332091465284,35.35290699661619
32003001124,NV,003,1124,4232,441,3135,148,16,351,13,7,121,3130,270,2380,122,12,265,11,4,66,NA,NA,NA,NA,NA,NA,NA,2,3,254.9403561540828,197.59749803465837
32003001125,NV,003,1125,3208,347,2478,106,16,160,16,4,81,2429,225,1918,89,10,125,13,3,46,NA,NA,NA,NA,NA,NA,NA,2,3,197.8434904467307,153.34323409782274
32003001126,NV,003,1126,1193,177,914,30,3,36,2,2,29,877,106,703,20,3,20,2,1,22,NA,NA,NA,NA,NA,NA,NA,2,3,71.43217007895547,55.365177564343576
32003001127,NV,003,1127,3306,298,2616,139,28,142,6,4,73,2608,205,2103,113,21,120,5,1,40,NA,NA,NA,NA,NA,NA,NA,2,3,212.42314659739552,164.64353829852686
32003001128,NV,003,1128,5538,458,4429,209,8,292,19,3,120,4375,330,3558,153,8,235,17,3,71,NA,NA,NA,NA,NA,NA,NA,2,3,356.3463444645726,276.19458591106405
32003002001,NV,003,2001,582,44,532,0,0,4,0,0,2,542,36,501,0,0,4,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,2,44.14622141709676,34.216563557439244
