GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,COUNTYFP,COUSUBFP,school,cd_1990,cd_2000,ndv,nrv
05107000035,AR,107,0035,234,10,208,2,0,0,0,0,14,190,6,172,2,0,0,0,0,10,NA,NA,NA,NA,NA,1,1,54.55782312925171,34.21768707482993
05107000036,AR,107,0036,191,1,150,35,0,0,0,0,5,156,0,126,27,0,0,0,0,3,NA,NA,NA,NA,NA,1,1,52.12351543942993,34.33729216152019
05107000037,AR,107,0037,563,7,347,200,5,0,0,0,4,373,3,284,83,2,0,0,0,1,NA,NA,NA,NA,NA,1,1,124.62866191607286,82.10134600158354
05107000038,AR,107,0038,641,3,64,567,0,0,0,0,7,439,1,54,377,0,0,0,0,7,NA,NA,NA,NA,NA,1,1,146.68091844813935,96.62866191607283
05107000039,AR,107,0039,13,0,13,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,2.871464375223774,1.8009308986752597
05107000040,AR,107,0040,113,3,41,68,0,0,0,0,1,77,2,29,46,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,26.573369565217394,7.323369565217392
05107000041,AR,107,0041,221,5,115,97,0,0,0,0,4,155,3,86,62,0,0,0,0,4,NA,NA,NA,NA,NA,1,1,44.50769781596849,27.914428929466524
05107000042,AR,107,0042,109,3,52,54,0,0,0,0,0,68,1,29,38,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,19.525957751521663,12.246330110991765
05107000043,AR,107,0043,226,10,85,131,0,0,0,0,0,148,4,68,76,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,42.49767275331185,26.65377730039384
05107000044,AR,107,0044,91,1,56,34,0,0,0,0,0,67,1,39,27,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,19.238811313999285,12.06623702112424
05107000045,AR,107,0045,13,0,9,4,0,0,0,0,0,9,0,6,3,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,3.1059782608695654,0.8559782608695653
05107000046,AR,107,0046,105,5,56,42,0,0,0,0,2,73,3,45,24,0,0,0,0,1,NA,NA,NA,NA,NA,1,1,20.96168993913355,13.146795560329394
05107000047,AR,107,0047,51,0,19,25,0,0,0,0,7,26,0,11,13,0,0,0,0,2,NA,NA,NA,NA,NA,1,1,7.465807375581812,4.682420336555675
05107000048,AR,107,0048,242,30,85,124,0,0,0,0,3,159,23,62,73,0,0,0,0,1,NA,NA,NA,NA,NA,1,1,45.656283566058,28.634801288936625
05107000049,AR,107,0049,188,1,71,113,0,2,0,0,1,146,1,54,88,0,2,0,0,1,NA,NA,NA,NA,NA,1,1,41.9233798782671,26.29359112065879
05107000050,AR,107,0050,68,0,39,27,0,0,0,0,2,49,0,30,17,0,0,0,0,2,NA,NA,NA,NA,NA,1,1,15.463253012048193,9.559638554216868
05107000051,AR,107,0051,69,0,34,35,0,0,0,0,0,54,0,30,24,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,17.041135972461273,10.53511187607573
05107000053,AR,107,0053,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,0.9467297762478485,0.5852839931153183
05107000054,AR,107,0054,307,6,165,135,1,0,0,0,0,227,3,136,87,1,0,0,0,0,NA,NA,NA,NA,NA,1,1,52.48308270676692,15.360902255639099
05107000055,AR,107,0055,690,6,269,409,1,0,0,1,4,474,3,202,264,0,0,0,1,4,NA,NA,NA,NA,NA,1,1,149.58330464716005,92.4748709122203
05107000057,AR,107,0057,43,0,43,0,0,0,0,0,0,33,0,33,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,10.414027538726334,6.438123924268503
05107000058,AR,107,0058,303,4,90,199,1,0,1,0,8,192,3,77,106,1,0,1,0,4,NA,NA,NA,NA,NA,1,1,60.5907056798623,37.45817555938037
05107000059,AR,107,0059,62,0,61,0,0,0,0,0,1,47,0,46,0,0,0,0,0,1,NA,NA,NA,NA,NA,1,1,14.83209982788296,9.169449225473322
05107000060,AR,107,0060,55,0,54,1,0,0,0,0,0,49,0,48,1,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,15.463253012048193,9.559638554216868
05107000061,AR,107,0061,98,0,12,86,0,0,0,0,0,72,0,9,63,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,22.721514629948366,14.046815834767642
05107000062,AR,107,0062,210,2,35,171,0,0,0,0,2,134,2,28,102,0,0,0,0,2,NA,NA,NA,NA,NA,1,1,42.28726333907057,26.142685025817556
05107000063,AR,107,0063,24,0,19,5,0,0,0,0,0,21,0,16,5,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,6.62710843373494,4.096987951807229
05107000064,AR,107,0064,41,0,22,17,0,2,0,0,0,28,0,16,10,0,2,0,0,0,NA,NA,NA,NA,NA,1,1,8.836144578313254,5.462650602409639
05107000065,AR,107,0065,36,0,17,19,0,0,0,0,0,26,0,16,10,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,8.20499139414802,5.072461273666092
05107000066,AR,107,0066,121,2,13,106,0,0,0,0,0,69,2,13,54,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,21.774784853700517,13.461531841652324
05107000067,AR,107,0067,140,0,3,137,0,0,0,0,0,95,0,2,93,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,29.979776247848537,18.533993115318417
05107000068,AR,107,0068,52,0,3,49,0,0,0,0,0,39,0,3,36,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,12.30748709122203,7.6086919104991395
05107000069,AR,107,0069,159,1,2,151,0,5,0,0,0,85,1,2,80,0,2,0,0,0,NA,NA,NA,NA,NA,1,1,26.824010327022375,16.58304647160069
05107000070,AR,107,0070,99,0,8,90,0,0,0,0,1,47,0,5,42,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,14.83209982788296,9.169449225473322
05107000071,AR,107,0071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,0,0
05107000072,AR,107,0072,75,1,16,58,0,0,0,0,0,45,1,15,29,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,14.200946643717728,8.779259896729776
05107000073,AR,107,0073,801,12,334,444,2,2,0,3,4,534,9,271,250,1,2,0,0,1,NA,NA,NA,NA,NA,1,1,168.51790017211704,104.18055077452668
05107000075,AR,107,0075,116,0,64,51,0,0,0,0,1,85,0,58,27,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,26.824010327022375,16.58304647160069
05107000076,AR,107,0076,711,1,298,401,1,5,0,0,5,479,1,235,235,1,3,0,0,4,NA,NA,NA,NA,NA,1,1,151.16118760757314,93.45034423407917
05107000077,AR,107,0077,88,0,2,86,0,0,0,0,0,52,0,2,50,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,16.40998278829604,10.144922547332184
05107000078,AR,107,0078,172,0,0,170,0,0,0,0,2,107,0,0,105,0,0,0,0,2,NA,NA,NA,NA,NA,1,1,33.76669535283993,20.87512908777969
05107000079,AR,107,0079,128,0,0,118,10,0,0,0,0,94,0,0,91,3,0,0,0,0,NA,NA,NA,NA,NA,1,1,29.66419965576592,18.338898450946644
05107000080,AR,107,0080,100,2,32,66,0,0,0,0,0,68,2,22,44,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,21.459208261617903,13.266437177280551
05109000001,AR,109,0001,252,0,251,0,0,0,0,0,1,193,0,192,0,0,0,0,0,1,NA,NA,NA,NA,NA,4,4,31,40
05109000002,AR,109,0002,274,9,265,0,0,0,0,0,0,199,6,193,0,0,0,0,0,0,NA,NA,NA,NA,NA,4,4,31.4967365967366,44.90256410256411
05109000003,AR,109,0003,1482,172,1293,0,8,2,0,0,7,1091,113,964,0,7,0,0,0,7,NA,NA,NA,NA,NA,4,4,172.6780885780886,246.174358974359
05109000004,AR,109,0004,1361,65,1258,17,7,1,0,0,13,1015,44,947,8,4,1,0,0,11,NA,NA,NA,NA,NA,4,4,160.64918414918415,229.02564102564102
05109000005,AR,109,0005,1011,20,976,2,0,4,0,0,9,743,10,724,1,0,2,0,0,6,NA,NA,NA,NA,NA,4,4,117.5983682983683,167.65128205128207
05109000006,AR,109,0006,659,12,633,1,5,0,0,0,8,501,6,487,1,3,0,0,0,4,NA,NA,NA,NA,NA,4,4,79.2958041958042,113.04615384615384
05109000007,AR,109,0007,516,2,507,2,1,0,0,0,4,405,2,397,2,1,0,0,0,3,NA,NA,NA,NA,NA,4,4,64.1013986013986,91.38461538461539
05109000008,AR,109,0008,461,21,421,14,5,0,0,0,0,336,12,319,2,3,0,0,0,0,NA,NA,NA,NA,NA,4,4,53.18041958041959,75.81538461538462
05109000009,AR,109,0009,182,12,164,3,2,1,0,0,0,140,9,126,3,1,1,0,0,0,NA,NA,NA,NA,NA,4,4,31.341463414634145,35.1219512195122
05109000010,AR,109,0010,745,8,688,40,2,0,0,0,7,565,3,532,23,2,0,0,0,5,NA,NA,NA,NA,NA,4,4,126.48519163763066,141.74216027874564
05109000011,AR,109,0011,702,15,650,8,15,1,0,5,8,540,8,511,8,5,1,0,3,4,NA,NA,NA,NA,NA,4,4,120.88850174216029,135.47038327526133
05109000012,AR,109,0012,799,9,667,106,3,1,0,0,13,591,4,503,73,2,1,0,0,8,NA,NA,NA,NA,NA,4,4,132.30574912891987,148.26480836236937
05109000013,AR,109,0013,57,0,57,0,0,0,0,0,0,45,0,45,0,0,0,0,0,0,NA,NA,NA,NA,NA,4,4,10.074041811846689,11.289198606271777
05109000014,AR,109,0014,527,2,517,0,4,1,0,0,3,415,2,406,0,4,1,0,0,2,NA,NA,NA,NA,NA,4,4,92.90505226480838,104.11149825783973
05109000015,AR,109,0015,244,8,230,1,0,1,0,0,4,181,4,171,1,0,1,0,0,4,NA,NA,NA,NA,NA,4,4,24,29
05109000016,AR,109,0016,639,38,579,14,2,0,0,0,6,489,19,451,11,2,0,0,0,6,NA,NA,NA,NA,NA,4,4,104.71709233791748,108.23968565815323
05109000017,AR,109,0017,123,0,123,0,0,0,0,0,0,98,0,98,0,0,0,0,0,0,NA,NA,NA,NA,NA,4,4,20.98624754420432,21.69220694171578
05109000018,AR,109,0018,225,1,211,2,1,5,0,0,5,176,1,168,2,1,3,0,0,1,NA,NA,NA,NA,NA,4,4,37.68958742632613,38.95743287491814
05109000019,AR,109,0019,224,5,217,1,0,0,0,0,1,167,2,164,1,0,0,0,0,0,NA,NA,NA,NA,NA,4,4,35.762278978389,36.965291421087095
05109000020,AR,109,0020,509,3,307,177,1,0,0,0,21,367,1,231,125,1,0,0,0,9,NA,NA,NA,NA,NA,4,4,78.59135559921415,81.23510150622135
05109000021,AR,109,0021,311,1,296,3,10,1,0,0,0,230,1,219,2,7,1,0,0,0,NA,NA,NA,NA,NA,4,4,49.25343811394892,50.91028159790439
05111000001,AR,111,0001,473,6,460,2,1,0,0,0,4,361,3,352,2,1,0,0,0,3,NA,NA,NA,NA,NA,1,1,77.05396442568586,56.81097377148025
05111000002,AR,111,0002,233,10,223,0,0,0,0,0,0,177,5,172,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,37.779921615918,27.854687971058183
05111000003,AR,111,0003,848,11,766,66,0,1,0,0,4,627,8,578,37,0,1,0,0,3,NA,NA,NA,NA,NA,1,1,133.8305697919807,98.67169128730781
05111000004,AR,111,0004,630,6,611,3,0,4,1,0,5,471,4,458,3,0,3,1,0,2,NA,NA,NA,NA,NA,1,1,100.5330117576123,74.12179680434127
05111000005,AR,111,0005,643,8,561,68,0,0,0,0,6,421,4,372,40,0,0,0,0,5,NA,NA,NA,NA,NA,1,1,115.36520453425332,71.58452439625431
05111000006,AR,111,0006,413,0,370,40,0,1,0,0,2,300,0,288,11,0,1,0,0,0,NA,NA,NA,NA,NA,1,1,82.20798422868408,51.01034992607195
05111000007,AR,111,0007,660,22,417,219,0,0,0,0,2,471,13,321,135,0,0,0,0,2,NA,NA,NA,NA,NA,1,1,129.066535239034,80.08624938393297
05111000008,AR,111,0008,417,15,393,1,0,0,0,0,8,320,7,306,1,0,0,0,0,6,NA,NA,NA,NA,NA,1,1,87.68851651059634,54.41103992114342
05111000009,AR,111,0009,1091,32,463,581,2,0,0,0,13,754,13,376,360,0,0,0,0,5,NA,NA,NA,NA,NA,1,1,202.98143405889886,157.60627400768246
05111000010,AR,111,0010,688,9,670,5,0,4,0,0,0,526,4,516,3,0,3,0,0,0,NA,NA,NA,NA,NA,1,1,141.60243277848912,109.9481434058899
05111000011,AR,111,0011,437,11,143,282,0,1,0,0,0,315,5,114,195,0,1,0,0,0,NA,NA,NA,NA,NA,1,1,84.79993597951345,65.84346991037133
05111000012,AR,111,0012,584,6,543,26,0,3,0,0,6,462,4,430,21,0,3,0,0,4,NA,NA,NA,NA,NA,1,1,124.37323943661971,96.57042253521126
05111000013,AR,111,0013,1257,17,1160,61,6,1,0,1,11,938,9,887,30,5,1,0,0,6,NA,NA,NA,NA,NA,1,1,190.10587071240107,132.09960422163587
05111000014,AR,111,0014,1594,9,1550,22,0,9,0,0,4,1222,5,1195,14,0,5,0,0,3,NA,NA,NA,NA,NA,1,1,247.6645778364116,172.09564643799473
05111000015,AR,111,0015,1391,10,1280,77,3,1,0,0,20,994,7,929,43,3,0,0,0,12,NA,NA,NA,NA,NA,1,1,201.45547493403694,139.98614775725594
