GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,DISTRICT.x,DISTRICT.y,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
04013112601,04,013,112601,3147,384,176,2527,20,8,0,5,27,2042,332,112,1560,11,6,0,4,17,NA,55000,92601,03960,06330,NA,22,22,5,6,180.53690713527553,308.0526026381528
04013112602,04,013,112602,7382,1005,53,6137,108,5,0,4,70,4526,790,33,3585,69,5,0,3,41,NA,55000,92601,03960,06330,NA,22,22,5,6,400.15183236741285,682.784563927659
04013112700,04,013,1127,7826,531,114,7043,73,23,2,4,36,4736,450,63,4130,46,20,1,3,23,NA,55000,92601,03960,06330,NA,22,22,5,6,418.71831155370467,714.4648022009263
04013112800,04,013,1128,1030,261,5,732,15,2,0,0,15,663,201,5,441,8,2,0,0,6,NA,55000,92601,06300,06330,NA,22,22,5,6,58.61702714529269,100.01903797703002
04013112900,04,013,1129,6255,1657,228,4172,117,25,2,5,49,4296,1438,183,2524,88,18,2,5,38,NA,55000,92601,06300,06330,NA,25,25,5,6,379.8171170681409,648.0871601045565
04013113000,04,013,1130,1615,795,110,545,131,13,0,1,20,1351,733,95,397,101,10,0,1,14,NA,55000,92601,06300,06330,NA,23,23,5,6,119.44434943181058,203.80953289135374
04013113100,04,013,1131,2381,1271,244,637,125,56,0,1,47,2098,1218,226,461,102,49,0,1,41,NA,55000,92601,06300,06330,NA,22,22,5,6,185.48796825162,316.50066617769073
04013113201,04,013,113201,3455,211,63,3091,64,0,0,0,26,2074,164,39,1816,37,0,0,0,18,NA,55000,92601,06300,06330,NA,23,23,5,6,183.3660849160438,312.8800675178888
04013113202,04,013,113202,3308,257,46,2918,69,4,0,0,14,2030,197,37,1741,40,4,0,0,11,NA,55000,92601,06300,06330,NA,22,22,5,6,179.4759654674874,306.2423033082518
04013113203,04,013,113203,3172,425,81,2534,93,2,0,5,32,2115,362,65,1594,68,2,0,4,20,NA,55000,92601,06300,06330,NA,23,23,5,6,186.99096894765313,319.0652568950505
04013113300,04,013,1133,6422,682,433,5098,128,30,3,0,48,3781,528,269,2868,73,18,3,0,22,NA,55000,92601,06300,06330,NA,23,23,5,6,334.28503715890145,570.3951471963054
04013113400,04,013,1134,1073,585,124,310,42,4,0,2,6,985,552,115,266,42,4,0,2,4,NA,55000,92601,02430,06330,NA,23,23,5,6,87.08562856427345,148.5954033293734
04013113500,04,013,1135,8010,964,370,6487,135,9,0,8,37,5035,842,245,3822,97,5,0,6,18,NA,55000,92601,02430,06330,NA,23,23,5,6,445.15344144275815,759.5714271709594
04013113601,04,013,113601,2633,269,111,2187,39,8,5,1,13,1603,220,56,1293,19,7,1,0,7,NA,55000,92601,02430,06330,NA,23,23,5,6,141.72412445536077,241.8258188192747
04013113602,04,013,113602,3306,410,62,2737,55,24,0,0,18,2089,343,39,1639,35,20,0,0,13,NA,55000,92601,01050,06330,NA,23,23,5,6,184.69226200077892,315.142941680265
04013113700,04,013,1137,6952,1769,611,3851,332,112,19,9,249,4524,1510,336,2248,223,87,10,1,109,NA,55000,92601,01050,06330,NA,25,25,4,6,399.9750087561148,682.4828473726753
04013113800,04,013,1138,2319,625,70,1508,52,32,0,0,32,1617,549,55,929,37,25,0,0,22,NA,55000,92601,01050,06330,NA,23,23,5,6,142.96188973444686,243.93783470415917
04013113900,04,013,1139,1471,155,169,1099,23,4,1,3,17,809,89,112,580,13,3,1,1,10,NA,55000,92601,09390,06330,NA,23,23,5,6,71.52515077004794,122.04434649082546
04013114000,04,013,1140,2477,423,355,1624,49,14,0,1,11,1760,398,281,1018,44,12,0,1,6,NA,55000,92601,06300,06330,NA,23,23,5,6,155.60477794225508,265.51056838547936
04013114100,04,013,1141,1929,865,397,581,64,9,1,1,11,1756,825,379,474,57,9,1,0,11,NA,55000,92601,06300,06330,NA,23,23,5,6,155.25113071965907,264.90713527551236
04013114200,04,013,1142,2056,98,162,1731,43,4,7,2,9,1330,73,103,1103,34,4,7,2,4,NA,55000,92601,06300,06330,NA,23,23,5,6,117.58770151318141,200.64150906402705
04013114301,04,013,114301,1401,408,154,757,55,6,0,2,19,1184,393,148,570,48,6,0,2,17,NA,55000,92601,06300,06330,NA,22,22,5,6,104.67957788842617,178.61620055023158
04013114302,04,013,114302,2829,138,485,2084,53,24,2,3,40,1576,87,324,1095,32,14,2,3,19,NA,55000,92601,06300,06330,NA,22,22,5,6,139.33700570283753,237.75264532699745
04013114401,04,013,114401,2152,179,349,1577,12,13,0,2,20,1431,144,270,985,8,10,0,0,14,NA,55000,92601,05400,06330,NA,22,22,5,6,126.51729388373127,215.87819509069374
04013114402,04,013,114402,2381,255,134,1911,36,18,1,0,26,1547,219,95,1168,29,17,1,0,18,NA,55000,92601,06300,06330,NA,22,22,5,6,136.77306333901626,233.37775527973668
04013114500,04,013,1145,6203,1041,218,4828,68,17,0,2,29,4016,820,186,2930,47,10,0,1,22,NA,55000,92601,05400,06330,NA,22,22,5,6,355.06181148641843,605.8468424068666
04013114600,04,013,1146,2109,193,31,1855,7,9,0,0,14,1253,157,13,1066,4,5,0,0,8,NA,55000,92601,07020,06330,NA,22,22,5,6,110.77999247820775,189.0254216971623
04013114701,04,013,114701,947,79,13,853,1,0,0,0,1,564,64,12,486,1,0,0,0,1,NA,55000,92601,05400,06330,NA,22,22,5,6,49.86425838604083,85.08406850534679
04013114702,04,013,114702,862,30,50,748,28,0,0,1,5,372,15,23,321,11,0,0,0,2,NA,55000,92601,05400,06330,NA,22,22,5,6,32.889191701431194,56.11927922693087
04013114703,04,013,114703,6838,2915,621,2997,264,21,1,10,9,5905,2688,562,2373,246,20,1,7,8,NA,55000,92601,05400,06330,NA,22,22,5,6,522.0717123573957,890.8181285887816
04013114800,04,013,1148,3216,199,823,2090,61,9,8,1,25,2098,179,587,1253,48,9,1,1,20,NA,55000,92601,06300,06330,NA,22,22,5,6,185.48796825162,316.50066617769073
04013114900,04,013,1149,2906,252,255,2259,45,77,0,0,18,1877,208,179,1378,29,68,0,0,15,NA,55000,92601,06300,06330,NA,23,23,5,6,165.9489592031891,283.1609868520141
04013115000,04,013,1150,3229,141,45,2980,35,0,3,7,18,2069,127,34,1864,26,0,2,6,10,NA,55000,92601,06300,06330,NA,23,23,5,6,182.92402588779873,312.12577613043004
04013115100,04,013,1151,201,16,3,180,0,0,0,1,1,129,10,3,115,0,0,0,0,1,NA,55000,92601,09390,06330,NA,23,23,5,6,11.405122928722106,19.460717796435706
04013115200,04,013,1152,3113,247,967,1768,54,2,11,5,59,1830,188,536,1048,23,2,6,1,26,NA,55000,92601,07080,06330,NA,23,23,4,6,161.7936043376857,276.07064780990186
04013115300,04,013,1153,2394,179,489,1686,15,13,0,0,12,1599,150,356,1060,13,11,0,0,9,NA,55000,92601,07080,06330,NA,23,23,5,6,141.3704772327647,241.22238570930767
04013115400,04,013,1154,2879,280,24,2527,29,2,0,4,13,1828,217,22,1558,17,2,0,2,10,NA,55000,92601,07080,06330,NA,23,23,5,6,161.61678072638767,275.76893125491836
04013115500,04,013,1155,3979,831,108,2954,49,15,1,0,21,2528,635,69,1767,28,11,1,0,17,NA,55000,92601,04290,06330,NA,23,23,5,6,223.5050446806937,381.3697254991431
04013115600,04,013,1156,2672,82,980,1558,22,4,0,0,26,1640,56,642,915,12,3,0,0,12,NA,55000,92601,07080,06330,NA,22,22,5,6,144.99536126437405,247.40757508646942
04013115700,04,013,1157,5194,515,181,4388,67,6,9,0,28,3219,409,117,2615,47,5,9,0,17,NA,55000,92601,07080,06330,NA,23,23,5,6,284.5976023841586,485.61279524594215
04013115801,04,013,115801,4532,410,402,3647,47,8,4,0,14,2916,335,269,2268,30,8,2,0,4,NA,55000,92601,07080,06330,NA,23,23,5,6,257.808825272509,439.90273716594197
04013115802,04,013,115802,2938,397,94,2381,39,2,0,2,23,1900,335,79,1442,22,2,0,2,18,NA,55000,92601,07080,06330,NA,23,23,5,6,167.9824307331163,286.63072723432435
04013115900,04,013,1159,4118,332,797,2935,32,3,1,1,17,2589,260,528,1762,21,2,1,1,14,NA,55000,92601,07080,06330,NA,23,23,5,6,228.89816482528323,390.57208042613985
04013116000,04,013,1160,4711,89,2629,1853,23,2,1,0,114,3070,69,1826,1096,16,1,1,0,61,NA,55000,92601,07080,06330,NA,23,23,5,6,271.42424334245635,463.1349118996714
04013116100,04,013,1161,3987,103,756,3073,21,3,1,3,27,2559,77,544,1909,10,3,1,2,13,NA,55000,92601,07080,06330,NA,23,23,4,6,226.24581065581293,386.04633210138735
04013116202,04,013,116202,5256,1338,849,2779,76,106,12,13,83,3420,1048,531,1648,53,82,4,7,47,NA,55000,92601,08310,08340,NA,23,23,4,6,302.3683753196093,515.9353090217837
04013116203,04,013,116203,2120,858,375,767,46,23,4,5,42,1460,714,198,468,30,22,3,5,20,NA,55000,92601,07080,06330,NA,23,23,4,6,129.0812362475525,220.25308513795449
04013116204,04,013,116204,3700,948,488,2002,64,86,32,11,69,2365,752,297,1154,41,61,19,5,36,NA,55000,92601,08310,08340,NA,23,23,4,6,209.09392035990527,356.7798262679879
04013116205,04,013,116205,4270,2210,557,1258,65,73,4,1,102,3306,1898,391,821,51,69,4,1,71,NA,55000,92601,08310,08340,NA,7,7,4,6,292.28942947562234,498.7374653877243
04013116300,04,013,1163,6357,648,2393,3127,60,40,4,8,77,4177,574,1604,1873,42,33,1,3,47,NA,55000,92601,07080,06330,NA,23,23,5,6,369.2961121959088,630.1350250830383
04013116400,04,013,1164,4711,527,606,3485,25,18,0,3,47,2869,423,354,2034,18,14,0,2,24,NA,55000,92601,07080,06330,NA,23,23,5,6,253.65347040700559,432.8123981238297
04013116500,04,013,1165,4786,554,469,3664,51,8,4,1,35,3066,458,306,2238,37,7,4,1,15,NA,55000,92601,07080,06330,NA,23,23,5,6,271.0705961198603,462.5314787897044
04013116601,04,013,116601,5788,2819,116,2637,99,30,3,14,70,4108,2233,72,1665,64,23,3,5,43,1310,55000,92601,04290,06330,99997,6,6,5,6,363.1956976061272,619.7258039361076
04013116602,04,013,116602,3369,179,396,2695,50,19,0,4,26,1899,124,231,1482,28,17,0,3,14,NA,55000,92601,07080,06330,NA,23,23,5,6,167.89401892746727,286.47986895683255
04013116702,04,013,116702,7436,1198,817,5181,150,15,7,2,66,4899,996,576,3194,77,15,5,1,35,NA,55000,92601,07080,06330,NA,23,23,5,6,433.12943587449297,739.0547014320814
04013116703,04,013,116703,3063,418,706,1859,28,16,3,4,29,2006,346,462,1143,19,13,3,4,16,NA,55000,92601,07080,06330,NA,23,23,5,6,177.3540821319112,302.6217046484498
04013116704,04,013,116704,5500,2243,1197,1798,74,90,2,4,92,4279,2033,848,1196,53,81,2,2,64,NA,55000,92601,07080,06330,NA,23,23,5,6,378.3141163721077,645.5225693871968
04013116705,04,013,116705,3235,1509,141,1449,49,25,1,2,59,2227,1163,86,878,37,21,1,2,39,1310,55000,92601,07080,06330,99997,23,23,5,6,196.8930911803421,335.9613839741265
04013116707,04,013,116707,3069,2591,44,314,24,53,0,6,37,2343,2012,31,217,19,43,0,2,19,NA,55000,92601,04230,08340,NA,27,27,4,7,207.1488606356271,353.4609441631694
04013116708,04,013,116708,5395,4683,107,374,33,120,2,7,69,4686,4166,87,276,22,95,2,7,31,NA,55000,92601,04230,08340,NA,6,6,4,7,414.2977212712542,706.9218883263388
04013116709,04,013,116709,2354,1746,132,318,26,81,0,4,47,2000,1520,106,246,19,72,0,3,34,NA,55000,92601,04230,08340,NA,27,27,4,7,176.82361129801714,301.7165549834993
04013116710,04,013,116710,5117,4351,134,365,14,173,1,2,77,3466,3007,86,215,8,119,1,1,29,NA,55000,92601,04230,08340,NA,6,6,4,7,306.43531837946375,522.8747897864042
04013116711,04,013,116711,2005,1586,115,169,10,80,12,0,33,1497,1244,75,94,8,52,11,0,13,NA,55000,92601,04230,08340,NA,6,6,4,7,132.35247305656586,225.83484140514923
04013116712,04,013,116712,5156,3821,234,641,68,268,5,9,110,3717,2858,173,403,40,183,3,7,50,1310,55000,92601,04230,08340,NA,6,6,4,7,328.6266815973649,560.7402174368334
04013116713,04,013,116713,6619,5301,281,532,20,353,7,11,114,4601,3764,182,334,14,243,5,8,51,1310,55000,92601,04230,08340,NA,6,6,4,7,406.7827177910885,694.0989347395401
04013116714,04,013,116714,3768,3078,103,282,24,215,3,1,62,2413,2003,63,167,12,139,2,1,26,1310,55000,92601,04230,08340,NA,6,6,4,7,213.3376870310577,364.0210235875919
04013116715,04,013,116715,2250,1886,61,201,17,49,2,2,32,1725,1472,43,142,14,35,2,1,16,NA,55000,92601,04230,08340,NA,27,27,4,7,152.5103647445398,260.23052867326817
04013116717,04,013,116717,3553,2496,228,544,46,153,6,5,75,2805,2055,168,384,32,123,6,4,33,NA,55000,92601,04230,08340,NA,6,6,4,7,247.99511484546906,423.1574683643578
04013116718,04,013,116718,1882,1395,87,247,28,87,2,1,35,1500,1171,64,166,16,65,2,1,15,NA,55000,92601,04230,08340,NA,6,6,4,7,132.61770847351286,226.28741623762446
04013116719,04,013,116719,6774,5310,250,632,35,420,5,11,111,4879,3915,167,403,23,310,3,7,51,NA,55000,92601,04230,08340,NA,6,6,4,7,431.36119976151286,736.0375358822465
04013116720,04,013,116720,3719,2974,161,347,20,153,8,5,51,2873,2351,112,248,14,115,5,2,26,NA,55000,92601,04230,08340,NA,6,6,4,7,254.00711762960165,433.4158312337968
04013116721,04,013,116721,3987,3336,114,290,12,172,6,10,47,2701,2304,74,177,8,109,4,4,21,NA,55000,92601,04230,08340,NA,6,6,4,7,238.80028705797218,407.4682075052158
04013116725,04,013,116725,4441,3759,116,279,22,182,10,2,71,3287,2829,92,181,18,124,8,0,35,1310,55000,92601,04230,08340,NA,6,6,4,7,290.6096051682912,495.8711581153811
04013116726,04,013,116726,2908,2347,125,211,18,142,0,5,60,1977,1615,79,131,14,103,0,2,33,1310,55000,92601,04230,08340,99997,6,6,4,7,174.79013976808997,298.24681460118904
04013116727,04,013,116727,3692,3052,75,214,9,261,1,6,74,2440,2053,55,129,9,169,1,0,24,1310,55000,92601,04230,08340,NA,6,6,4,7,215.72480578358093,368.09419707986916
04013116728,04,013,116728,4345,3683,142,245,10,194,4,4,63,2797,2396,102,138,8,123,2,3,25,NA,55000,92601,04230,08340,NA,6,6,4,7,247.28782040027696,421.9506021444237
04013116729,04,013,116729,4927,4259,54,296,2,232,2,15,67,3053,2665,38,163,2,157,1,5,22,NA,55000,92601,04230,08340,NA,6,6,4,7,269.9212426464232,460.5703211823117
04013216802,04,013,216802,6110,5471,77,241,42,207,17,7,48,4850,4400,57,171,31,145,13,3,30,NA,65000,92601,NA,NA,07570,28,28,1,7,428.7972573976916,731.6626458349858
04013216806,04,013,216806,3087,2861,17,110,7,72,1,2,17,2641,2478,15,74,4,58,1,2,9,3340,65000,92601,NA,NA,07570,28,28,1,7,233.49557871903164,398.4167108557108
04013216807,04,013,216807,5353,4943,28,149,9,144,1,5,74,4239,3941,23,105,6,116,1,2,45,3340,65000,92601,NA,NA,07570,28,28,1,7,374.77764414614734,639.4882382875268
04013216809,04,013,216809,4456,4121,62,122,11,76,8,4,52,3166,2971,40,76,6,43,6,1,23,3340,65000,92601,NA,NA,07570,28,28,3,7,279.91177668476115,477.6173065388794
04013216810,04,013,216810,1312,1198,14,56,1,28,0,1,14,1204,1113,11,40,1,26,0,1,12,3340,65000,92601,NA,NA,07570,28,28,3,7,106.44781400140633,181.63336610006658
04013216811,04,013,216811,7238,6765,39,202,19,143,5,6,59,5909,5577,36,135,15,114,3,4,25,3340,65000,92601,NA,NA,07570,28,28,3,7,522.4253595799917,891.4215616987486
04013216812,04,013,216812,4846,4486,34,185,5,71,4,2,59,4270,3986,30,137,5,64,4,2,42,NA,65000,92601,NA,NA,07570,28,28,1,7,377.51841012126664,644.1648448897711
04013216813,04,013,216813,4137,3861,39,115,2,86,1,1,32,3576,3357,38,83,2,75,1,1,19,NA,65000,92601,NA,NA,07570,28,28,1,7,316.1606170008547,539.4692003104967
04013216814,04,013,216814,9122,8224,134,442,37,168,5,12,100,6973,6350,96,301,30,135,3,4,54,NA,65000,92601,NA,NA,07570,28,28,3,7,616.4955207905367,1051.9347689499702
04013216815,04,013,216815,9355,8506,107,338,20,288,0,5,91,6750,6189,81,224,13,197,0,2,44,NA,65000,92601,NA,NA,07570,28,28,3,7,596.7796881308079,1018.2933730693101
04013216816,04,013,216816,5733,5353,23,172,7,117,7,0,54,4235,3971,16,123,7,82,6,0,30,NA,65000,92601,NA,NA,05930,28,28,1,7,374.42399692355133,638.8848051775598
04013216817,04,013,216817,9,9,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,1220,60250,92601,NA,NA,99997,28,28,3,7,0.7072944451920686,1.2068662199339972
04013216818,04,013,216818,5976,5590,56,184,38,49,2,0,57,4982,4724,44,111,32,36,2,0,33,1220,25300,92601,NA,NA,03040,28,28,3,7,440.4676157433607,751.5759384638967
04013216819,04,013,216819,5583,5319,25,140,12,46,7,5,29,4467,4284,25,89,9,39,3,2,16,NA,25300,92601,NA,NA,03040,28,28,3,7,394.93553583412125,673.8839255556456
04013216820,04,013,216820,4116,3858,22,149,15,22,0,7,43,3239,3064,17,100,12,17,0,3,26,1220,25300,92601,NA,NA,03040,28,28,3,7,286.3658384971388,488.6299607957771
04013216821,04,013,216821,4593,4321,15,145,15,59,3,1,34,3830,3641,15,91,10,49,2,1,21,3340,25300,92601,NA,NA,03040,28,28,3,7,338.61721563570285,577.7872027934011
04013216822,04,013,216822,2516,2355,14,74,2,45,0,5,21,2089,1975,14,47,1,37,0,2,13,NA,65000,92601,NA,NA,00001,28,28,3,7,184.69226200077892,315.142941680265
04013216823,04,013,216823,6419,5902,48,254,4,142,8,9,52,5062,4719,35,166,4,104,6,4,24,NA,65000,92601,NA,NA,05930,28,28,3,7,447.5405601952814,763.6446006632367
04013216824,04,013,216824,5523,4961,101,239,13,126,0,12,71,4298,3917,82,150,10,98,0,6,35,NA,65000,92601,NA,NA,05930,28,28,3,7,379.9939406794388,648.38887665954
04013216825,04,013,216825,14658,13377,173,434,23,415,15,17,204,10465,9597,126,289,19,304,7,11,112,3340,65000,92601,NA,NA,07570,28,28,3,7,925.2295461168748,1578.73187395116
04013216826,04,013,216826,5117,4700,37,180,15,119,2,6,58,4300,3975,36,132,14,93,2,4,44,NA,65000,92601,NA,NA,07570,28,28,3,7,380.1707642907369,648.6905932145235
04013216827,04,013,216827,10969,9746,160,541,36,326,2,12,146,8792,7904,127,396,30,251,2,7,75,NA,65000,92601,NA,NA,07570,28,28,3,7,777.3165952660834,1326.3459757074627
04013216828,04,013,216828,7696,7261,71,160,8,122,6,6,62,6305,5989,60,125,5,90,6,2,28,NA,65000,92601,NA,NA,99997,28,28,3,7,557.4364346169991,951.1614395854816
04013216829,04,013,216829,2356,2206,21,75,6,29,5,1,13,2081,1970,19,50,6,24,2,1,9,NA,65000,92601,NA,NA,00001,28,28,3,7,183.98496755558685,313.93607546033104
04013216901,04,013,216901,2831,2618,26,122,5,29,3,0,28,2532,2373,22,83,5,28,2,0,19,NA,65000,92601,NA,NA,07570,28,28,1,7,223.8586919032897,381.9731586091101
04013216902,04,013,216902,4030,3613,45,257,11,42,0,6,56,3166,2901,27,161,9,32,0,3,33,3340,65000,92601,NA,NA,07570,28,28,1,7,279.91177668476115,477.6173065388794
04013217001,04,013,217001,4287,4019,26,141,23,45,0,1,32,3975,3763,18,106,20,41,0,1,26,NA,65000,92601,NA,NA,07570,28,28,1,5,351.4369274548091,599.6616530297049
04013217002,04,013,217002,5708,5126,50,335,23,77,3,12,82,4564,4182,33,205,16,65,3,10,50,3340,65000,92601,NA,NA,07570,28,28,1,7,403.51148098207517,688.5171784723454
04013217101,04,013,217101,2827,2472,26,231,13,41,4,1,39,2296,2058,18,148,12,32,2,1,25,NA,65000,92601,NA,NA,07570,28,28,4,7,202.9935057701237,346.3706051210572
04013217102,04,013,217102,2801,2458,40,217,12,40,4,0,30,2249,2010,27,146,8,39,1,0,18,3340,65000,92601,NA,NA,07570,26,26,1,7,198.83815090462028,339.280266078945
04013217201,04,013,217201,856,708,23,102,6,13,2,0,2,776,669,22,64,6,11,2,0,2,NA,65000,92601,NA,NA,07570,26,26,4,7,68.60756118363065,117.06602333359773
04013217202,04,013,217202,6889,5491,121,1025,50,88,6,7,101,6206,5192,100,695,45,78,5,6,85,NA,65000,92601,NA,NA,07570,28,28,1,7,548.6836658577472,936.2264701137982
04013217300,04,013,2173,2425,2262,26,79,5,24,0,4,25,2100,1970,19,66,5,23,0,1,16,NA,65000,92601,NA,NA,07570,26,26,1,7,185.664791862918,316.80238273267423
04013217400,04,013,2174,3363,2959,33,274,37,33,0,1,26,2974,2654,25,212,30,31,0,1,21,NA,65000,92601,01050,06330,07570,26,26,4,7,262.9367100001515,448.6525172604634
04013217500,04,013,2175,6827,4287,119,2093,63,116,7,14,128,5559,3831,92,1383,52,101,5,12,83,NA,65000,92601,NA,NA,07570,26,26,4,7,491.48122760283866,838.6211645766363
04013217600,04,013,2176,4673,3786,93,533,73,101,3,5,79,4093,3435,77,365,60,93,3,3,57,NA,65000,92601,NA,NA,07570,26,26,4,7,361.86952052139213,617.4629297737313
04013217700,04,013,2177,5222,4612,32,416,20,72,5,7,58,4204,3778,26,277,19,59,4,7,34,3340,65000,92601,NA,NA,07570,26,26,4,7,371.683230948432,634.2081985753155
04013217800,04,013,2178,6293,5240,99,702,63,77,16,1,95,4938,4252,64,441,51,59,13,1,57,3340,65000,92601,NA,NA,07570,26,26,4,7,436.57749629480435,744.9381742542597
04013217900,04,013,2179,3833,3352,35,295,13,76,4,7,51,3297,2921,31,217,13,67,4,4,40,NA,65000,92601,NA,NA,07570,26,26,4,7,291.49372322478126,497.37974089029854
04013218000,04,013,2180,5614,4442,115,793,68,70,6,10,110,4608,3815,82,517,47,59,6,6,76,NA,65000,92601,01050,06330,07570,26,26,4,7,407.40160043063156,695.1549426819824
04013218100,04,013,2181,2037,1544,22,366,17,56,2,1,29,1599,1278,20,229,11,43,2,1,15,NA,65000,92601,NA,NA,07570,26,26,4,7,141.3704772327647,241.22238570930767
04013218200,04,013,2182,5825,3769,115,1595,187,55,2,14,88,4253,2987,80,961,111,48,2,8,56,3340,65000,92601,08310,08340,07570,26,26,4,7,376.0154094252335,641.6002541724113
04013218300,04,013,2183,4694,3989,128,322,75,92,4,3,81,4074,3575,90,221,49,80,3,3,53,3340,65000,92601,08310,08340,07570,26,26,4,7,360.1896962140609,614.5966225013881
04013318400,04,013,3184,4446,2711,57,1401,85,111,2,6,73,3453,2308,43,898,57,99,1,4,43,3340,73000,92601,08310,08340,07570,26,26,4,7,305.2859649060266,520.9136321790115
04013318501,04,013,318501,3333,2616,42,484,31,90,5,3,62,2668,2173,32,330,22,74,4,1,32,NA,73000,92601,08310,08340,07570,26,26,4,7,235.88269747155488,402.48988434798804
04013318502,04,013,318502,2139,1654,29,336,23,56,0,5,36,1837,1490,24,234,13,50,0,2,24,NA,73000,92601,08310,08340,07570,26,26,4,7,162.41248697722875,277.1266557523441
04013318600,04,013,3186,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,73000,92601,08310,08340,07570,26,26,4,7,0.08841180564900858,0.15085827749174965
04013318700,04,013,3187,2693,2272,75,187,27,68,16,1,47,2671,2261,72,183,27,64,16,1,47,NA,73000,92601,08310,08340,NA,26,26,4,7,236.14793288850188,402.9424591804633
04013318800,04,013,3188,6239,3445,280,1836,205,261,43,23,146,5177,3147,222,1304,151,197,31,18,107,NA,73000,92601,08310,08340,NA,26,26,4,7,457.7079178449174,780.993302574788
04013318900,04,013,3189,6753,4746,186,1359,145,165,27,12,113,5600,4127,134,977,104,144,21,10,83,NA,73000,92601,08310,08340,NA,26,26,4,7,495.10611163444804,844.8063539537981
04013319000,04,013,3190,3823,3132,98,312,52,119,9,0,101,3583,2947,91,293,48,110,6,0,88,NA,73000,92601,08310,08340,NA,27,27,4,7,316.7794996403977,540.525208252939
04013319101,04,013,319101,3188,1121,135,730,49,995,13,12,133,2842,1060,117,536,44,940,13,10,122,NA,73000,92601,08310,08340,NA,27,27,4,7,251.26635165448235,428.7392246315525
04013319102,04,013,319102,10084,5899,296,2216,239,1064,30,22,318,9054,5598,265,1675,200,992,22,17,285,NA,73000,92601,08310,08340,NA,27,27,4,7,800.4804883461237,1365.8708444103013
04013319200,04,013,3192,9321,4500,345,3552,315,343,7,22,237,7281,4023,246,2311,211,294,7,17,172,NA,73000,92601,08310,08340,04970,27,27,4,7,643.7263569304314,1098.3991184174292
04013319300,04,013,3193,1902,736,34,1013,39,45,13,2,20,1369,630,24,630,25,37,6,0,17,NA,73000,92601,08310,08340,04970,27,27,4,7,121.03576193349274,206.52498188620524
04013319401,04,013,319401,5621,4383,290,652,52,123,15,4,102,4562,3692,219,445,37,102,9,0,58,NA,73000,92601,08310,08340,NA,27,27,4,7,403.3346573707771,688.215461917362
04013319402,04,013,319402,4326,3487,113,443,55,150,5,7,66,3389,2787,88,309,39,120,2,5,39,NA,73000,92601,08310,08340,04970,27,27,4,7,299.62760934449005,511.25870241953953
04013319403,04,013,319403,5009,3674,195,753,94,159,17,8,109,3905,3019,123,496,64,124,9,7,63,NA,73000,92601,08310,08340,04970,27,27,4,7,345.2481010593785,589.1015736052824
04013319404,04,013,319404,3472,2942,58,320,11,72,5,1,63,2954,2585,48,212,8,59,4,1,37,NA,73000,92601,08310,08340,04970,27,27,4,7,261.16847388717133,445.63535171062847
04013319500,04,013,3195,5584,4520,112,598,49,163,5,11,126,4529,3733,95,437,34,139,4,8,79,NA,73000,92601,08310,08340,NA,27,27,4,7,400.41706778435986,683.2371387601343
04013319600,04,013,3196,5652,4123,139,1004,93,152,19,8,114,4611,3515,97,719,66,129,9,3,73,NA,73000,92601,08310,08340,NA,27,27,4,7,407.6668358475785,695.6075175144575
04013319702,04,013,319702,8382,4859,500,2099,267,363,60,12,222,6399,4076,343,1353,166,279,37,10,135,NA,73000,92601,08310,08340,NA,27,27,4,7,565.7471443480059,965.342117669706
04013319703,04,013,319703,4094,2856,181,797,75,91,13,5,76,3540,2632,142,556,51,84,9,3,63,NA,73000,92601,08310,08340,NA,27,27,4,7,312.9777919974904,534.0383023207938
04013319704,04,013,319704,1206,678,35,332,64,40,23,0,34,910,560,25,224,38,36,14,0,13,NA,73000,92601,08310,08340,NA,26,26,4,7,80.4547431405978,137.28103251749218
04013319800,04,013,3198,7050,4578,387,1472,161,266,26,14,146,5544,3868,284,974,103,210,20,9,76,NA,73000,92601,08310,08340,NA,27,27,4,7,490.15505051810356,836.3582904142601
04013319902,04,013,319902,2720,2028,99,478,32,40,6,3,34,2133,1649,64,334,24,34,6,2,20,NA,73000,92601,08310,08340,NA,27,27,4,7,188.5823814493353,321.780705889902
04013319903,04,013,319903,6048,4961,147,537,39,222,5,1,136,4997,4184,117,396,24,186,3,0,87,NA,73000,92601,08310,08340,NA,27,27,4,7,441.7937928280959,753.838812626273
04013319904,04,013,319904,5387,4338,140,632,37,136,4,3,97,4169,3440,99,431,21,115,4,1,58,NA,73000,92601,08310,08340,04970,27,27,4,7,368.58881775071677,628.9281588631043
04013319905,04,013,319905,5382,4190,170,618,54,216,8,4,122,4077,3256,113,430,41,162,6,2,67,NA,73000,92601,04230,08340,NA,27,27,4,7,360.4549316310079,615.0491973338633
04013319906,04,013,319906,3016,2430,85,212,11,218,1,4,55,2297,1878,67,146,5,176,1,4,20,NA,73000,92601,04230,08340,04970,27,27,4,7,203.08191757577268,346.5214633985489
