GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,DISTRICT.x,DISTRICT.y,cd_1990,cd_2000,ndv,nrv
55045980200,55,045,9802,4702,4604,9,40,9,12,0,4,24,3435,3379,7,27,4,6,0,2,10,NA,56700,56700,NA,NA,7,7,99,91
55045980300,55,045,9803,4386,4290,7,36,11,10,0,2,30,3147,3095,2,19,9,3,0,0,19,NA,00750,78875,NA,NA,6,7,81,162
55045980400,55,045,9804,4245,4113,13,66,15,12,0,1,25,3269,3198,8,37,9,7,0,1,9,NA,53750,53750,NA,NA,7,7,98,207
55045980500,55,045,9805,3819,3720,13,45,11,5,0,1,24,2871,2811,7,28,9,4,0,0,12,NA,53750,53750,NA,NA,7,7,52.600112170499166,117.5451486259114
55045980600,55,045,9806,3383,3281,10,47,7,21,0,2,15,2478,2419,3,34,5,10,0,0,7,NA,53750,53750,NA,NA,7,7,45.39988782950084,101.45485137408862
55045980700,55,045,9807,4021,3958,6,21,0,15,0,0,21,2917,2888,2,12,0,6,0,0,9,NA,10475,37875,NA,NA,7,7,60,100
55045980800,55,045,9808,4414,4300,20,42,4,10,0,0,38,3188,3133,6,19,2,9,0,0,19,NA,09925,09925,NA,NA,6,7,70,145
55047980100,55,047,9801,3161,2914,0,183,13,30,0,3,18,2345,2196,0,110,10,14,0,1,14,NA,06925,06925,NA,NA,2,4,310.56823266219243,622.7102908277406
55047980200,55,047,9802,2825,2716,8,68,4,16,1,2,10,2125,2060,2,40,4,8,1,2,8,NA,06925,06925,NA,NA,2,4,281.4317673378076,564.2897091722596
55047980300,55,047,9803,3324,3261,12,19,9,0,3,0,20,2569,2529,7,11,8,0,1,0,13,NA,65600,65600,NA,NA,2,4,46,66
55047980400,55,047,9804,3028,2971,3,30,2,6,0,0,16,2410,2383,2,14,2,4,0,0,5,NA,31300,10125,NA,NA,2,4,183,525
55047980500,55,047,9805,2993,2909,6,35,8,3,0,1,31,2211,2169,5,19,5,2,0,0,11,NA,39750,39775,NA,NA,2,4,47,91
55047980600,55,047,9806,3774,3703,0,58,0,1,2,1,9,2831,2787,0,40,0,1,0,0,3,NA,49450,31350,NA,NA,2,4,123,432
55049950100,55,049,9501,3428,3363,1,20,2,19,0,0,23,2555,2515,1,12,1,10,0,0,16,NA,02550,02575,NA,NA,7,8,152,304
55049950200,55,049,9502,3223,3181,4,9,8,10,1,1,9,2366,2341,0,7,4,5,0,1,8,NA,04025,34475,NA,NA,7,8,221,398
55049950300,55,049,9503,3386,3339,4,7,6,2,0,5,23,2375,2350,2,4,4,2,0,3,10,NA,44625,44650,NA,NA,7,8,177,107
55049950400,55,049,9504,4709,4612,16,18,2,25,2,0,34,3469,3411,7,12,2,19,1,0,17,NA,20350,20350,NA,NA,7,8,359,687
55049950500,55,049,9505,4545,4496,7,8,5,10,0,2,17,3274,3245,6,7,4,3,0,0,9,NA,04775,83150,NA,NA,7,8,112,96
55049950600,55,049,9506,3489,3437,4,13,2,12,0,4,17,2570,2547,3,7,1,5,0,1,6,NA,53100,53100,NA,NA,7,8,89,167
55051000000,55,051,0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0140,NA,00000,NA,NA,3,5,87,74
55051980100,55,051,9801,2909,2830,1,26,25,3,3,0,21,2314,2266,1,16,13,2,3,0,13,NA,36525,36525,NA,NA,3,5,460,382
55051980200,55,051,9802,1615,1580,3,5,6,1,0,0,20,1236,1216,1,2,5,0,0,0,12,0140,54075,40075,NA,NA,3,5,93,52
55051980300,55,051,9803,2337,2304,0,14,7,3,0,0,9,1977,1952,0,10,6,3,0,0,6,1825,40675,51200,01530,09630,3,5,214,502
55053960100,55,053,9601,3708,2544,405,83,639,3,1,0,33,2995,2110,405,69,386,3,1,0,21,1450,07900,40325,NA,NA,8,8,41,48
55053960200,55,053,9602,3067,2877,4,114,59,5,0,0,8,2291,2147,1,90,42,5,0,0,6,1450,51300,01275,NA,NA,8,8,280,274
55053960300,55,053,9603,3897,3718,4,83,60,8,0,4,20,2872,2763,1,56,30,6,0,4,12,NA,35075,57975,NA,NA,8,8,151,99
55053960400,55,053,9604,3701,3631,3,11,32,3,1,1,19,2689,2648,0,9,23,0,1,0,8,1450,50750,37275,NA,NA,8,8,133,115
55053960500,55,053,9605,4727,4220,12,66,361,7,3,0,58,3650,3324,6,49,235,5,3,0,28,NA,07900,07900,NA,NA,8,8,678,797
55055990100,55,055,9901,4772,4462,9,209,16,37,5,5,29,3406,3235,6,114,10,25,2,2,12,NA,83975,83975,NA,NA,5,4,388.0715399610137,774.1512670565303
55055990200,55,055,9902,3506,2998,15,411,23,9,1,3,46,2548,2221,13,263,17,6,1,2,25,NA,83975,83975,NA,NA,5,4,290.3130604288499,579.1360623781676
55055990300,55,055,9903,5659,5389,8,167,13,38,1,2,41,4306,4135,5,93,8,35,1,2,27,NA,83975,83975,NA,NA,5,4,490.6153996101365,978.7126705653022
55055990400,55,055,9904,5580,5211,26,278,10,12,0,3,40,4070,3815,17,199,8,9,0,0,22,NA,83925,83925,NA,NA,5,7,126,232
55055990500,55,055,9905,5479,5261,8,124,7,50,0,1,28,3988,3874,4,64,5,35,0,0,6,NA,41675,41675,NA,NA,5,7,638,851
55055990601,55,055,990601,1438,1375,1,46,0,6,0,2,8,1058,1017,1,27,0,6,0,1,6,NA,41675,41700,NA,NA,5,7,239,340
55055990602,55,055,990602,3288,3201,2,42,7,8,1,1,26,2473,2427,0,26,5,2,0,0,13,NA,41765,59125,NA,NA,5,7,396,464
55055990700,55,055,9907,3494,3344,6,100,15,5,0,5,19,2585,2499,4,57,6,4,0,5,10,NA,38350,25300,NA,NA,5,3,195,302
55055990800,55,055,9908,3870,3794,4,37,10,6,1,0,18,2960,2912,4,21,8,2,1,0,12,NA,69300,16650,NA,NA,5,3,243,374
55055990900,55,055,9909,4054,3935,5,81,14,5,0,1,13,3053,2990,4,39,9,3,0,1,7,NA,33675,37925,NA,NA,5,7,120,214
55055991000,55,055,9910,3667,3421,4,194,18,14,0,0,16,2864,2696,3,137,10,8,0,0,10,NA,37900,37900,NA,NA,5,7,420.8404255319149,488.9175531914894
55055991100,55,055,9911,4087,3674,30,307,20,18,2,0,36,3152,2863,28,208,12,17,2,0,22,NA,37900,37900,NA,NA,5,7,463.1595744680851,538.0824468085107
55055991201,55,055,991201,2275,2229,0,26,4,3,0,0,13,1738,1707,0,16,4,3,0,0,8,NA,41583,78475,NA,NA,5,7,142,184
55055991202,55,055,991202,1359,1318,0,23,7,5,0,0,6,988,964,0,14,5,2,0,0,3,NA,26675,40375,NA,NA,6,7,52.510831234256926,72.42015113350126
55055991300,55,055,9913,5293,5078,14,126,11,29,0,3,32,3952,3814,12,85,9,16,0,0,16,NA,26675,26675,NA,NA,5,7,210.0433249370277,289.68060453400506
55055991400,55,055,9914,3227,2947,5,219,13,16,1,2,24,2462,2269,4,151,8,13,1,1,15,NA,26675,26675,NA,NA,5,7,1487,2181
55055991500,55,055,9915,3879,3638,14,176,10,23,0,1,17,3000,2826,8,133,9,18,0,1,5,NA,26675,26675,NA,NA,5,7,159.44584382871537,219.8992443324937
55055991600,55,055,9916,4549,4040,30,409,11,29,0,1,29,3374,3073,25,233,6,22,0,0,15,NA,61025,61025,NA,NA,5,3,150,238
55055991701,55,055,991701,1356,1322,1,27,1,0,0,0,5,1018,1004,1,9,1,0,0,0,3,NA,38350,84000,NA,NA,5,4,219,447
55055991702,55,055,991702,3189,3128,2,29,6,10,1,0,13,2369,2328,1,22,5,6,1,0,6,NA,37575,37600,NA,NA,5,4,329,674
55057990100,55,057,9901,2727,2584,6,87,13,8,1,4,24,1975,1886,2,53,9,6,1,3,15,NA,55700,55725,NA,NA,2,8,114,398
55057990200,55,057,9902,3667,3590,5,26,7,26,1,0,12,2721,2675,3,17,6,9,1,0,10,NA,12350,60150,NA,NA,2,8,79,152
55057990301,55,057,990301,1634,1588,4,18,8,4,0,0,12,1240,1213,3,11,5,4,0,0,4,NA,NA,28850,NA,NA,2,8,119,177
55057990302,55,057,990302,1164,1139,1,8,4,1,1,0,10,883,864,0,5,3,1,1,0,9,NA,55700,28850,NA,NA,2,8,66,137
55057990400,55,057,9904,3922,3795,4,44,47,13,0,0,19,2957,2883,3,20,30,8,0,0,13,1450,56900,56900,NA,NA,2,8,175,332
55057990500,55,057,9905,3789,3610,22,79,13,37,0,0,28,2868,2769,11,40,10,22,0,0,16,NA,50025,50025,NA,NA,2,8,415,846
55057990600,55,057,9906,3660,3606,5,24,8,5,0,1,11,2739,2703,2,15,7,5,0,1,6,NA,23800,88525,NA,NA,2,8,101,172
55057990700,55,057,9907,3753,3406,29,61,210,6,0,0,41,2751,2557,16,37,115,6,0,0,20,1450,46600,46525,NA,NA,2,8,56,78
55059000000,55,059,0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,39225,00000,NA,NA,6,6,0,0
55059000100,55,059,0001,5181,4300,268,390,15,88,0,16,104,3899,3357,174,242,9,68,0,5,44,NA,39225,74650,NA,NA,6,6,392.58643908549953,378.54368932038835
55059000300,55,059,0003,4633,3957,185,335,15,27,1,12,101,3689,3252,125,214,8,24,1,5,60,NA,39225,39225,NA,NA,6,6,1043.447058611101,682.9532519591203
55059000400,55,059,0004,3600,3379,36,130,5,14,0,0,36,2764,2630,21,76,3,10,0,0,24,NA,39225,39225,NA,NA,6,6,781.8074464627496,511.70582499729153
55059000500,55,059,0005,4896,4400,167,205,12,42,4,6,60,3947,3630,117,122,9,34,4,0,31,NA,39225,39225,NA,NA,6,6,1116.4232963778845,730.7173991549602
55059000600,55,059,0006,11281,9958,522,422,29,196,1,13,140,8873,7848,466,297,25,149,1,7,80,NA,39225,74650,11400,13290,6,6,893.4135609145004,861.4563106796116
55059000700,55,059,0007,4908,2640,1106,989,27,29,3,17,97,3298,1997,592,631,17,19,3,8,31,NA,39225,39225,NA,NA,6,6,932.8512874219061,610.5665017514716
55059000800,55,059,0008,2617,1691,398,463,6,2,0,3,54,1791,1249,241,269,5,2,0,3,22,NA,39225,39225,NA,NA,6,6,506.5908598461594,331.5720450687949
55059000900,55,059,0009,4523,2540,606,1225,14,9,2,8,119,3023,1886,315,745,14,7,0,4,52,NA,39225,39225,NA,NA,6,6,855.0665378642881,559.6551045466036
55059001000,55,059,0010,1897,1139,389,289,10,18,2,0,50,1486,990,269,181,7,12,1,0,26,NA,39225,39225,NA,NA,6,6,420.32050124589216,275.10667725975946
55059001100,55,059,0011,3836,1751,902,1049,16,22,2,1,93,2552,1409,462,620,11,17,2,0,31,NA,39225,39225,NA,NA,6,6,721.842475894695,472.4577660611751
55059001200,55,059,0012,4265,3343,294,492,29,26,0,16,65,3000,2480,164,279,23,20,0,6,28,NA,39225,39225,NA,NA,6,6,848.5609042649236,555.3970604167419
55059001300,55,059,0013,3826,3151,215,317,11,44,0,4,84,2728,2335,130,191,8,33,0,3,28,NA,39225,39225,NA,NA,6,6,771.6247156115705,505.0410602722906
55059001400,55,059,0014,7518,6795,160,343,24,98,6,0,92,5522,5090,100,207,20,70,3,0,32,NA,39225,39225,NA,NA,6,6,1561.9177711169696,1022.3008558737496
55059001500,55,059,0015,3865,3410,102,264,12,10,3,5,59,2746,2516,53,139,8,7,2,3,18,NA,39225,39225,NA,NA,6,6,776.7160810371602,508.3734426347911
55059001600,55,059,0016,3319,1889,682,613,41,12,5,0,77,2279,1423,445,346,15,10,3,0,37,NA,39225,39225,NA,NA,6,6,644.623433606587,421.91663356325165
55059001700,55,059,0017,2829,2240,173,371,6,8,0,10,21,1988,1665,105,193,6,8,0,4,7,NA,39225,39225,NA,NA,6,6,562.3130258928894,368.04311870282766
55059001800,55,059,0018,2275,1623,224,357,22,9,2,2,36,1540,1176,128,201,12,8,1,0,14,NA,39225,39225,NA,NA,6,6,435.59459752266076,285.10382434726085
55059001900,55,059,0019,2421,2245,38,79,8,16,0,2,33,1855,1742,23,56,6,13,0,1,14,NA,39225,39225,NA,NA,6,6,524.6934924704778,343.42051569101875
55059002000,55,059,0020,4907,4509,52,193,12,46,3,5,87,3438,3207,36,102,10,35,0,3,45,NA,63300,63300,NA,NA,6,6,75.96749452154857,89.77976625273922
55059002100,55,059,0021,5282,4518,258,320,24,49,6,6,101,3806,3360,148,195,17,37,3,4,42,NA,39225,39225,NA,NA,6,6,1076.540933877433,704.6137373153732
55059002200,55,059,0022,3619,3365,35,147,10,13,3,10,36,2734,2603,21,74,7,6,2,4,17,NA,39225,39225,NA,NA,6,6,773.3218374201003,506.1518543931241
55059002300,55,059,0023,5967,5554,62,229,13,45,0,0,64,4634,4372,41,148,9,28,0,0,36,NA,39225,39225,NA,NA,6,6,1310.743743454552,857.903325990394
55059002400,55,059,0024,4722,4464,51,135,8,33,0,0,31,3669,3503,35,81,7,31,0,0,12,NA,39225,39225,NA,NA,6,6,81.07176771365961,95.81208911614317
55059002500,55,059,0025,3304,3068,56,106,9,32,0,1,32,2267,2123,39,60,4,23,0,1,17,NA,63300,63300,NA,NA,6,6,50.09258582907231,59.20032870708546
55059002600,55,059,0026,10024,8728,342,455,43,315,1,6,134,7054,6282,218,254,32,204,1,2,61,NA,63300,63300,01710,13290,6,6,155.8681519357195,184.20781592403216
55059002700,55,059,0027,4570,4381,13,108,5,40,4,0,19,3388,3272,4,62,5,29,4,0,12,NA,63300,09825,01710,13290,6,6,440,733
55059002800,55,059,0028,6215,6028,23,82,12,20,1,5,44,4574,4471,14,45,7,7,1,4,25,NA,64825,86500,16560,13290,6,6,127,235
55059002901,55,059,002901,8028,7675,33,234,23,18,0,5,40,5600,5387,18,133,18,16,0,5,23,NA,12400,71125,13860,16770,6,6,343.80907814693495,524.6233036967711
55059002902,55,059,002902,7196,6824,27,221,19,36,3,7,59,5085,4878,10,125,14,20,1,2,35,NA,60975,71125,13350,13290,6,6,312.19092185306505,476.37669630322887
55059003000,55,059,0030,8053,7722,27,194,11,33,1,0,65,5846,5672,10,103,6,21,0,0,34,NA,81250,81250,12390,16770,6,6,409,710
55061000000,55,061,0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,39350,00000,NA,NA,4,1,63,110
55061960100,55,061,9601,3331,3270,3,33,10,1,0,0,14,2627,2587,1,25,5,1,0,0,8,NA,01000,01000,NA,NA,4,1,652,883
55061960200,55,061,9602,2778,2701,5,40,15,4,0,2,11,2037,1985,5,27,8,4,0,0,8,NA,01000,00600,NA,NA,4,1,155,212
55061960400,55,061,9604,7968,7836,5,54,16,7,0,3,47,5749,5672,2,33,11,6,0,1,24,NA,46400,46425,NA,NA,4,1,230,335
55061960500,55,061,9605,6110,6015,14,26,12,13,1,1,28,4557,4499,9,16,7,6,1,1,18,NA,39350,39350,NA,NA,4,1,216,281
55063000100,55,063,0001,4993,4560,54,45,25,226,1,3,79,3815,3592,32,25,14,120,0,1,31,NA,40775,40775,NA,NA,8,8,917.3769738802265,943.8042506703745
55063000200,55,063,0002,5247,4221,190,68,44,641,6,5,72,3859,3370,106,39,24,280,4,2,34,NA,40775,40775,NA,NA,8,8,927.9574684675737,954.6895421591022
55063000300,55,063,0003,1069,927,70,24,17,16,0,3,12,1008,883,58,21,17,15,0,3,11,NA,40775,40775,NA,NA,8,8,775,798
55063000400,55,063,0004,5413,4915,97,62,19,253,3,5,59,5003,4694,67,55,17,130,3,1,36,NA,40775,40775,NA,NA,8,8,1203.0503277386035,1237.7071208660243
55063000500,55,063,0005,4644,4438,46,51,10,69,0,5,25,4524,4325,44,50,8,68,0,5,24,NA,40775,40775,NA,NA,8,8,1087.8672162081637,1119.2058794319198
55063000600,55,063,0006,2268,2182,16,17,5,25,0,0,23,1724,1677,11,8,4,12,0,0,12,NA,40775,40775,NA,NA,8,8,414.5630151951534,426.50551196742475
55063000700,55,063,0007,4572,4390,11,29,14,98,0,2,28,3471,3374,4,19,10,47,0,2,15,NA,40775,40775,NA,NA,8,8,406.14405693950175,648.2493950177935
55063000800,55,063,0008,3169,2961,27,47,11,89,0,1,33,2548,2431,17,33,8,44,0,1,14,NA,40775,40775,NA,NA,8,8,612.7068229218393,630.3573343926904
55063000900,55,063,0009,5109,4120,144,99,44,582,2,4,114,4044,3575,85,55,33,241,1,2,52,NA,40775,40775,NA,NA,8,8,972.4436388916477,1000.4572450094349
55063001000,55,063,0010,3795,3418,40,57,19,207,1,4,49,2797,2654,20,27,10,71,0,1,14,NA,40775,40775,NA,NA,8,8,672.5828036547821,691.9581884993545
55063001101,55,063,001101,2253,2138,17,24,9,53,0,1,11,1731,1671,15,15,5,20,0,1,4,NA,40775,40775,NA,NA,8,8,416.246275697686,428.237262886086
55063001102,55,063,001102,4090,3928,15,29,21,45,3,3,46,3388,3290,11,22,14,29,2,1,19,NA,40775,40775,NA,NA,8,8,814.6980832257424,838.167444632039
55063001200,55,063,0012,4304,4086,42,38,8,83,0,0,47,3317,3187,22,27,6,57,0,0,18,NA,40775,40775,NA,NA,8,8,797.6250124143411,820.6025424570464
55063010101,55,063,010101,5152,5047,11,23,20,21,0,2,28,3735,3679,7,12,12,13,0,1,11,NA,04550,25325,NA,NA,8,8,123,240
55063010102,55,063,010102,4662,4546,26,21,22,23,0,2,22,3320,3259,15,11,13,11,0,1,10,NA,86275,86275,NA,NA,8,8,556,823
55063010201,55,063,010201,7688,7329,8,54,25,224,0,2,46,5409,5243,3,35,13,97,0,0,18,1450,35450,35450,NA,NA,8,8,283,312
55063010202,55,063,010202,4258,4107,17,22,6,72,1,2,31,2862,2806,5,13,4,30,1,1,2,1450,35450,35350,NA,NA,8,8,552.3521739130434,779.1
55063010203,55,063,010203,1804,1727,5,19,26,13,0,0,14,1278,1232,2,9,17,7,0,0,11,1450,09465,59950,NA,NA,8,8,246.6478260869565,347.9
55063010300,55,063,0103,4611,4427,21,30,24,53,1,5,50,3526,3420,17,13,20,30,1,2,23,NA,27875,12300,NA,NA,8,8,847.8823617042408,872.3076770285033
55063010401,55,063,010401,4279,4125,7,29,6,80,0,4,28,2941,2855,6,13,3,51,0,3,10,NA,59925,59925,NA,NA,8,8,250,466
55063010402,55,063,010402,7924,7421,58,80,11,278,0,2,74,5747,5501,31,36,9,140,0,0,30,NA,59925,59925,NA,NA,8,8,1051.7347579501723,1435.2949159408547
55063010500,55,063,0105,5359,5139,27,51,13,95,0,3,31,4127,4016,11,24,8,52,0,1,15,NA,59925,59925,NA,NA,8,8,755.2652420498279,1030.7050840591453
55063010600,55,063,0106,2842,2768,6,12,1,28,0,0,27,1987,1950,3,6,1,15,0,0,12,NA,40775,50400,NA,NA,8,8,253,401
55063010700,55,063,0107,4580,4424,18,41,7,61,0,2,27,3554,3474,8,24,4,33,0,1,10,NA,40775,73125,NA,NA,8,8,415.8559430604982,663.7506049822064
55063010800,55,063,0108,3035,2988,2,18,3,14,0,0,10,2144,2123,0,11,1,4,0,0,5,NA,86275,83650,NA,NA,8,8,148,150
55065970100,55,065,9701,2984,2942,2,20,6,2,1,0,11,2181,2160,2,12,1,0,1,0,5,NA,02650,02675,NA,NA,7,8,59,93
55065970200,55,065,9702,3562,3485,2,50,3,4,4,0,14,2654,2610,1,30,3,3,2,0,5,NA,18875,18875,NA,NA,7,8,104,166
55065970300,55,065,9703,3067,3033,1,10,4,11,0,0,8,2145,2132,0,5,3,2,0,0,3,NA,06425,72700,NA,NA,7,8,59,114
55065970400,55,065,9704,3130,3100,1,0,2,18,1,0,8,2322,2305,1,0,2,11,0,0,3,NA,73825,73825,NA,NA,7,8,66,82
55065970500,55,065,9705,3394,3361,11,12,3,1,0,0,6,2446,2423,7,7,3,1,0,0,5,NA,75275,88050,NA,NA,7,8,92,153
55067960100,55,067,9601,2906,2851,1,4,6,16,3,0,25,2386,2350,1,1,5,12,2,0,15,NA,NA,23050,NA,NA,4,5,239,320
55067960300,55,067,9603,2799,2760,2,18,1,0,0,0,18,2076,2052,2,8,1,0,0,0,13,NA,02250,56200,NA,NA,4,5,85,62
55067960400,55,067,9604,3859,3764,1,28,21,8,0,0,37,2779,2726,0,15,14,4,0,0,20,2175,02250,58700,NA,NA,4,1,102,203
55067960500,55,067,9605,2004,1973,0,12,6,2,0,0,11,1535,1522,0,3,4,2,0,0,4,2175,86750,88450,NA,NA,4,1,75,98
55067960600,55,067,9606,4821,4653,17,65,47,5,0,0,34,3613,3513,11,40,28,4,0,0,17,NA,02250,02250,NA,NA,4,5,673.7431591139424,939.4741566526712
55067960700,55,067,9607,4351,4192,7,44,28,26,0,6,48,3294,3206,1,28,19,14,0,2,24,NA,02250,02250,NA,NA,4,5,614.2568408860576,856.5258433473288
55069980100,55,069,9801,2176,2141,0,13,0,7,1,2,12,1691,1669,0,6,0,5,1,2,8,NA,80125,39675,NA,NA,3,5,133,150
55069980200,55,069,9802,2884,2812,1,23,14,20,1,1,12,2210,2165,1,12,9,13,1,0,9,NA,80125,80125,NA,NA,3,5,532,638
55069980300,55,069,9803,1984,1964,1,8,3,2,0,0,6,1578,1561,1,7,3,2,0,0,4,NA,80125,09225,NA,NA,3,5,47,48
55069980400,55,069,9804,1849,1828,0,7,4,1,1,0,8,1398,1386,0,6,3,0,0,0,3,NA,NA,17125,NA,NA,3,5,46,60
55069980500,55,069,9805,1938,1897,2,11,14,6,0,0,8,1413,1391,2,3,11,1,0,0,5,NA,80125,09225,NA,NA,3,5,60,58
55069980600,55,069,9806,4285,4215,3,25,3,14,0,0,25,3185,3145,2,14,3,7,0,0,14,NA,51250,62950,NA,NA,3,5,249,276
55069980700,55,069,9807,4074,3835,93,49,30,20,0,1,46,2832,2791,6,9,7,6,0,0,13,NA,51250,51275,NA,NA,3,5,411,466
55069980800,55,069,9808,3485,3398,1,26,22,16,0,0,22,2515,2463,1,13,15,10,0,0,13,NA,51250,51250,NA,NA,3,5,536.0470935454896,586.0695495957912
55069980900,55,069,9809,3115,3011,6,43,16,13,1,2,23,2334,2271,6,18,16,8,0,0,15,NA,51250,51250,NA,NA,3,5,497.46875401000904,543.891184396253
55069981000,55,069,9810,3851,3756,12,38,14,16,0,0,15,2944,2888,7,21,11,9,0,0,8,NA,51250,51250,NA,NA,3,5,627.4841524445015,686.0392660079559
55071000000,55,071,0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,48500,00000,NA,NA,2,1,0,0
55071000100,55,071,0001,4956,4786,15,67,23,32,4,1,28,4012,3900,11,45,18,19,1,1,17,NA,48500,48500,NA,NA,2,4,66.00292468925177,177.9634413843529
55071000200,55,071,0002,2418,2351,3,17,4,32,0,2,9,1902,1859,3,15,3,17,0,1,4,NA,48500,48500,NA,NA,2,4,745.0213265505772,776.4050088045393
55071000300,55,071,0003,5438,5267,8,47,6,88,4,1,17,4008,3911,7,31,6,41,4,0,8,NA,48500,48500,NA,NA,2,4,441,679
55071000400,55,071,0004,4594,4256,23,139,29,102,4,0,41,3337,3155,13,80,21,42,4,0,22,NA,48500,48500,NA,NA,2,4,1307.1168068871061,1362.178503880519
55071000500,55,071,0005,3207,2677,14,142,26,278,2,0,68,2320,2064,4,82,21,114,2,0,33,NA,48500,48500,NA,NA,2,4,908.7536685580121,947.0345007500163
55071000600,55,071,0006,5430,4978,40,136,32,211,1,0,32,4300,4050,24,78,28,107,1,0,12,NA,48500,48500,NA,NA,2,4,1684.3279201721778,1755.279462597013
55071000700,55,071,0007,5581,5004,41,147,27,323,5,1,33,4194,3933,18,72,18,142,1,1,9,NA,48500,48500,NA,NA,2,4,68.99707531074823,186.0365586156471
55071000800,55,071,0008,4649,4136,51,172,28,218,0,0,44,3474,3174,40,113,25,98,0,0,24,NA,48500,48500,NA,NA,2,4,1360.7802778321268,1418.1025239679122
55071005100,55,071,0051,2650,2520,0,28,16,69,0,0,17,1987,1929,0,11,7,32,0,0,8,NA,81325,81325,NA,NA,2,4,812.2188278266644,732.382533621119
55071005200,55,071,0052,4983,4874,2,38,12,34,0,4,19,3753,3701,2,17,10,17,0,1,5,NA,81325,81325,NA,NA,2,4,377,407
55071005300,55,071,0053,2174,2034,4,45,14,47,4,0,26,1578,1516,3,21,11,15,1,0,11,NA,81325,81325,NA,NA,2,4,645.0333720737175,581.630416735846
55071005400,55,071,0054,3298,3034,11,64,18,130,3,0,38,2458,2332,5,36,10,57,1,0,17,NA,81325,81325,NA,NA,2,4,1004.7478000996181,905.987049643035
55071010100,55,071,0101,4826,4740,5,40,11,10,1,1,18,3538,3495,2,17,10,6,0,1,7,NA,53325,53350,NA,NA,2,4,184,200
55071010200,55,071,0102,5897,5801,1,26,18,12,1,0,38,4236,4184,1,13,12,8,1,0,17,NA,27125,40425,NA,NA,2,4,229,230
55071010300,55,071,0103,4436,4352,0,40,26,2,0,0,16,3241,3194,0,24,16,0,0,0,7,NA,66875,68925,NA,NA,2,4,83,201
55071010400,55,071,0104,6102,5940,4,83,15,17,0,2,41,4408,4326,1,48,10,4,0,0,19,NA,82200,13237,NA,NA,2,4,151,277
55071010500,55,071,0105,3610,3540,1,33,10,9,0,4,13,2742,2698,1,19,8,5,0,2,9,NA,48500,57200,NA,NA,2,4,334,545
55071010600,55,071,0106,5027,4920,3,57,14,7,0,1,25,3655,3589,1,39,11,6,0,0,9,NA,15400,13750,NA,NA,2,4,229,321
55071010700,55,071,0107,3611,3546,1,22,9,16,0,0,17,2643,2604,1,15,8,9,0,0,6,NA,39525,39525,NA,NA,2,4,231,315
55073000100,55,073,0001,3480,2368,80,43,69,838,6,2,74,2457,1958,44,30,48,348,2,0,27,NA,84475,84475,NA,NA,3,5,844.0928023383267,1011.1929119473878
55073000200,55,073,0002,3141,2630,28,27,11,418,0,0,27,2221,2010,13,16,6,166,0,0,10,NA,84475,84475,NA,NA,3,5,763.0159194112427,914.0657132418185
55073000300,55,073,0003,5173,4881,4,40,17,187,1,5,38,3909,3774,2,22,12,84,1,0,14,NA,84475,84475,NA,NA,3,5,119.666784296427,153.46316718129688
55073000400,55,073,0004,5676,5140,16,40,17,410,0,0,53,4353,4116,9,17,12,177,0,0,22,NA,84475,84475,NA,NA,3,5,1495.45623466778,1791.5029490056893
55073000500,55,073,0005,3203,2518,14,35,21,553,0,1,61,2330,2036,8,22,17,220,0,1,26,NA,84475,84475,NA,NA,3,5,800.4624458479044,958.9253092541364
55073000601,55,073,000601,2358,1896,3,21,5,409,0,0,24,1793,1599,2,11,4,164,0,0,13,NA,84475,84475,NA,NA,3,5,615.9781825773788,737.9197766062946
55073000602,55,073,000602,4374,3326,27,69,29,885,2,1,35,3068,2630,18,42,26,334,2,1,15,NA,84475,84475,NA,NA,3,5,1053.9994780520906,1262.6535831723995
55073000700,55,073,0007,4832,4161,22,45,17,529,0,3,55,3710,3389,17,23,17,241,0,1,22,NA,84475,84475,NA,NA,3,5,113.57476841640936,145.6506396118218
55073000800,55,073,0008,3772,3633,5,53,13,44,0,2,22,2937,2870,4,26,9,18,0,0,10,NA,84475,84475,NA,NA,3,5,1008.9949371052768,1208.739756772274
55073000900,55,073,0009,2166,2054,7,28,5,53,1,0,18,1702,1638,4,24,3,22,1,0,10,NA,72150,72150,NA,NA,3,5,369,466
55073001000,55,073,0010,3864,3692,11,8,12,127,1,1,12,2855,2781,8,6,11,46,0,0,3,NA,69725,69725,NA,NA,3,5,580,801
55073001102,55,073,001102,5230,5029,8,31,6,133,0,2,21,3716,3633,4,13,4,56,0,1,5,NA,86025,86025,NA,NA,3,5,113.75844728716365,145.88619320688133
55073001103,55,073,001103,4908,4489,20,29,18,307,2,3,40,3539,3341,13,17,11,137,2,0,18,NA,86025,86025,NA,NA,3,5,821.1701496561952,1155.650262909532
