GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,DISTRICT.x,DISTRICT.y,cd_1990,cd_2000,ndv,nrv
55079012500,55,079,0125,2023,1824,81,61,1,32,1,1,22,1563,1440,53,38,1,20,1,0,10,NA,53000,53000,NA,NA,1,2,453.78437236642264,284.0624053672748
55079012600,55,079,0126,2273,2068,30,101,19,14,1,3,37,1856,1727,20,61,14,11,1,0,22,NA,53000,53000,NA,NA,1,2,538.850796616814,337.3127475122597
55079012700,55,079,0127,1152,1100,8,29,3,4,0,0,8,953,916,4,21,3,4,0,0,5,NA,53000,53000,NA,NA,1,2,276.6836256335257,173.19991830774973
55079012800,55,079,0128,2844,2462,96,122,15,119,1,4,25,2282,2086,13,67,9,94,1,0,12,NA,53000,53000,NA,NA,1,2,662.530990236837,414.7347466718624
55079012900,55,079,0129,2932,2559,48,186,14,57,0,2,66,2294,2063,24,119,10,45,0,0,33,NA,53000,53000,NA,NA,9,2,666.0149393528941,416.91564805663995
55079013000,55,079,0130,1764,1441,85,128,14,50,0,2,44,1350,1165,45,72,13,33,0,1,21,NA,53000,53000,NA,NA,9,2,391.9442755564111,245.3514057874734
55079013100,55,079,0131,428,304,111,8,2,0,0,1,2,417,295,109,8,2,0,0,1,2,NA,53000,53000,NA,NA,9,2,121.06723178298031,75.78632312101956
55079013200,55,079,0132,963,397,118,368,26,34,0,0,20,733,360,84,238,18,27,0,0,6,1135,53000,53000,NA,NA,9,2,212.81122517248096,133.2167262534948
55079013300,55,079,0133,1223,584,255,128,34,168,0,11,43,835,498,150,79,18,70,0,3,17,NA,53000,53000,NA,NA,1,2,242.42479265896537,151.75438802410392
55079013400,55,079,0134,2754,455,1529,288,29,375,0,5,73,1778,378,974,165,23,192,0,1,45,NA,53000,53000,NA,NA,1,2,516.2051273624436,323.13688851120565
55079013500,55,079,0135,2200,316,1518,263,23,41,0,6,33,1662,297,1115,184,16,22,0,4,24,NA,53000,53000,NA,NA,1,2,482.5269525738928,302.05484179168946
55079013600,55,079,0136,2720,690,1730,133,27,64,1,5,70,2175,641,1346,80,25,37,1,4,41,NA,53000,53000,NA,NA,1,2,631.465777285329,395.28837599092935
55079013700,55,079,0137,1869,194,1310,99,2,202,1,16,45,1180,181,789,68,2,101,1,9,29,NA,53000,53000,NA,NA,1,2,342.58832974560374,214.45530283645823
55079013800,55,079,0138,1515,58,1256,73,2,111,0,0,15,809,48,651,38,2,62,0,0,8,NA,53000,53000,NA,NA,1,2,234.8762362408419,147.02910169041922
55079013900,55,079,0139,946,36,855,12,0,27,0,0,16,602,32,537,8,0,13,0,0,12,NA,53000,53000,NA,NA,1,2,174.77811398885888,109.40855280300666
55079014000,55,079,0140,803,40,616,71,3,60,0,0,13,481,38,375,37,0,28,0,0,3,NA,53000,53000,NA,NA,1,2,139.64829373528423,87.41779717316643
55079014100,55,079,0141,1285,6,1224,35,1,6,0,0,13,609,6,581,15,0,1,0,0,6,NA,53000,53000,NA,NA,1,2,176.8104176398921,110.68074527746022
55079014300,55,079,0143,2181,1799,176,61,9,96,1,5,34,2145,1777,170,60,9,91,1,5,32,NA,53000,53000,NA,NA,9,2,622.7559044951865,389.8361225289855
55079014400,55,079,0144,2435,1915,156,68,5,238,5,2,46,2385,1893,148,63,5,225,4,2,45,NA,53000,53000,NA,NA,1,2,692.4348868163263,433.45415022453636
55079014500,55,079,0145,2031,784,1210,6,16,9,3,0,3,1963,768,1160,5,16,8,3,0,3,NA,53000,53000,NA,NA,1,2,569.9160095683221,356.75911819319276
55079014600,55,079,0146,3680,2603,653,110,14,217,10,2,71,3451,2595,475,99,14,193,10,2,63,NA,53000,53000,NA,NA,1,2,1001.9256999593886,627.1908899056078
55079014700,55,079,0147,2715,1602,735,142,24,159,7,4,42,2431,1592,508,117,18,149,6,4,37,NA,53000,53000,NA,NA,1,2,705.7900250945446,441.8142721995169
55079014800,55,079,0148,1802,795,734,98,12,110,4,13,36,1541,781,539,79,10,88,4,9,31,NA,53000,53000,NA,NA,1,2,447.3971323203181,280.0640861618492
55079014900,55,079,0149,1654,503,654,298,12,128,2,2,55,1333,493,474,223,11,96,2,2,32,NA,53000,53000,NA,NA,1,2,387.0086809753303,242.26179549237187
55079015000,55,079,0150,677,464,128,31,3,34,5,0,12,668,461,124,29,3,34,5,0,12,NA,53000,53000,NA,NA,1,2,193.9398341271723,121.40351041928312
55079015100,55,079,0151,1369,1116,107,41,5,77,7,1,15,1351,1112,98,40,5,75,6,1,14,NA,53000,53000,NA,NA,1,2,392.2346046494158,245.5331475695382
55079015200,55,079,0152,409,317,46,10,0,26,0,0,10,398,311,43,10,0,25,0,0,9,NA,53000,53000,NA,NA,1,2,115.55097901589008,72.33322926178845
55079015300,55,079,0153,490,416,40,14,1,13,0,0,6,481,408,40,14,1,13,0,0,5,NA,53000,53000,NA,NA,9,2,139.64829373528423,87.41779717316643
55079015400,55,079,0154,227,149,25,38,7,5,0,0,3,183,132,18,22,7,2,0,0,2,NA,53000,53000,NA,NA,9,2,53.13022401986906,33.258746117857505
55079015500,55,079,0155,946,326,28,562,7,4,0,1,18,718,304,23,366,7,3,0,1,14,NA,53000,53000,NA,NA,9,2,208.45628877740972,130.49059952252287
55079015600,55,079,0156,1115,145,61,880,11,13,0,0,5,751,135,36,557,10,8,0,0,5,NA,53000,53000,NA,NA,9,2,218.03714884656645,136.48807833066112
55079015700,55,079,0157,3742,524,314,2772,27,70,0,1,34,2442,448,172,1744,20,40,0,0,18,NA,53000,53000,NA,NA,9,2,708.983645117597,443.8134318022297
55079015800,55,079,0158,3381,649,264,2232,35,143,1,0,57,2199,507,147,1410,20,86,1,0,28,NA,53000,53000,NA,NA,9,2,638.433675517443,399.65017876048444
55079015900,55,079,0159,3645,1014,258,1927,118,242,0,2,84,2499,877,162,1210,65,138,0,2,45,NA,53000,53000,NA,NA,9,2,725.5324034188676,454.172713379923
55079016000,55,079,0160,3029,1145,175,1314,119,192,0,4,80,1998,908,98,763,70,113,0,2,44,NA,53000,53000,NA,NA,9,2,580.0775278234885,363.1200805654606
55079016100,55,079,0161,3232,1308,103,1399,92,211,0,8,111,2136,1030,56,804,55,122,0,4,65,NA,53000,53000,NA,NA,9,2,620.1429426581437,388.2004464904023
55079016200,55,079,0162,3311,1113,138,1640,74,282,0,5,59,2173,929,70,965,40,144,0,3,22,NA,53000,53000,NA,NA,9,2,630.8851190993195,394.9248924267997
55079016300,55,079,0163,5197,1115,332,3299,93,253,0,20,85,3279,888,140,2008,64,119,0,7,53,NA,53000,53000,NA,NA,9,2,951.9890959625718,595.9313033904632
55079016400,55,079,0164,5180,659,541,3636,58,210,0,7,69,3326,544,269,2319,33,120,0,5,36,NA,53000,53000,NA,NA,9,2,965.634563333795,604.4731671475085
55079016500,55,079,0165,2770,344,202,2123,30,34,0,4,33,1753,294,84,1322,20,20,0,0,13,NA,53000,53000,NA,NA,9,2,508.94690003732484,318.5933439595858
55079016600,55,079,0166,2381,437,167,1675,33,27,0,2,40,1550,359,87,1045,23,12,0,1,23,NA,53000,53000,NA,NA,9,2,450.01009415736087,281.6997622004324
55079016700,55,079,0167,3408,581,218,2414,38,70,0,5,82,2189,483,105,1494,26,43,0,1,37,NA,53000,53000,NA,NA,9,2,635.5303845873955,397.8327609398365
55079016800,55,079,0168,3232,657,187,2197,40,68,1,1,81,2033,538,84,1307,28,35,1,1,39,NA,53000,53000,NA,NA,9,2,590.2390460786546,369.48104293772843
55079016900,55,079,0169,3946,1233,318,2088,84,147,1,0,75,2528,1019,159,1206,47,63,0,0,34,NA,53000,53000,NA,NA,9,2,733.9519471160054,459.443225059802
55079017000,55,079,0170,5348,2330,236,2302,90,230,1,2,157,3650,1886,113,1380,56,130,1,1,83,NA,53000,53000,NA,NA,9,2,1059.7011894673335,663.357504536502
55079017100,55,079,0171,2506,1189,41,992,24,204,0,2,54,1686,922,27,593,20,100,0,0,24,NA,53000,53000,NA,NA,9,2,489.49485080600675,306.41664456124454
55079017200,55,079,0172,2157,1067,53,863,41,92,0,6,35,1509,865,31,514,24,54,0,2,19,NA,53000,53000,NA,NA,9,2,438.10660134416617,274.2483491357758
55079017300,55,079,0173,3372,1535,81,1401,121,119,0,1,114,2199,1165,38,793,80,70,0,1,52,NA,53000,53000,NA,NA,9,2,638.433675517443,399.65017876048444
55079017400,55,079,0174,2732,944,125,1407,64,134,4,4,50,1758,765,57,803,41,64,4,1,23,NA,53000,53000,NA,NA,9,2,510.39854550234867,319.5020528699098
55079017500,55,079,0175,4169,1190,157,2455,87,168,0,9,103,2648,944,75,1446,55,76,0,2,50,NA,53000,53000,NA,NA,9,2,768.7914382765753,481.2522389075774
55079017600,55,079,0176,3093,930,150,1811,30,87,0,4,81,1945,747,71,1025,13,48,0,4,37,NA,53000,53000,NA,NA,9,2,564.6900858942366,353.4877661160264
55079017700,55,079,0177,1716,696,96,826,37,19,0,2,40,1110,567,42,448,25,11,0,2,15,NA,53000,53000,NA,NA,9,2,322.2652932352714,201.73337809192256
55079017800,55,079,0178,224,111,21,78,2,3,0,0,9,176,103,8,54,1,3,0,0,7,NA,53000,53000,NA,NA,9,2,51.097920368835815,31.986553643403937
55079017900,55,079,0179,3214,2395,68,535,66,77,2,1,70,2429,1928,39,324,44,54,2,0,38,NA,53000,53000,NA,NA,9,2,705.2093669085352,441.4507886353873
55079018001,55,079,018001,1169,984,22,115,23,4,0,1,20,915,823,10,57,14,4,0,1,6,NA,53000,53000,NA,NA,9,2,265.6511200993453,166.29373058928752
55079018002,55,079,018002,1652,1276,48,259,19,18,0,2,30,1259,1028,28,161,15,11,0,0,16,NA,53000,53000,NA,NA,9,2,365.5243280929789,228.812903619577
55079018100,55,079,0181,1751,1613,9,81,19,11,0,0,18,1488,1399,6,45,15,8,0,0,15,NA,53000,53000,NA,NA,9,2,432.00969039106644,270.4317717124151
55079018200,55,079,0182,1672,1519,15,106,5,6,0,0,21,1378,1289,6,61,4,2,0,0,16,NA,53000,53000,NA,NA,9,2,400.07349016054405,250.44017568528764
55079018300,55,079,0183,2585,2252,34,199,44,20,0,5,31,1992,1804,15,112,31,12,0,2,16,NA,53000,53000,NA,NA,9,2,578.3355532654599,362.0296298730719
55079018400,55,079,0184,1391,1165,9,181,10,10,0,0,16,1094,958,7,105,6,7,0,0,11,NA,53000,53000,NA,NA,9,2,317.6200277471953,198.82550957888583
55079018500,55,079,0185,1683,1468,3,162,16,21,0,1,12,1327,1202,2,85,12,18,0,1,7,NA,53000,53000,NA,NA,9,2,385.26670641730186,241.1713447999831
55079018600,55,079,0186,2688,1314,129,1092,40,75,3,0,35,1748,965,56,634,30,44,3,0,16,NA,53000,53000,NA,NA,9,2,507.4952545723012,317.68463504926183
55079018700,55,079,0187,3509,1560,132,1612,74,83,0,6,42,2350,1232,73,930,43,49,0,1,22,NA,53000,53000,NA,NA,9,2,682.2733685611599,427.09318785226844
55079018800,55,079,0188,1941,763,69,952,61,45,0,8,43,1274,607,38,549,41,22,0,3,14,NA,53000,53000,NA,NA,9,2,369.8792644880501,231.53903035054896
55079018900,55,079,0189,1429,988,34,323,21,36,0,3,24,1066,794,22,191,14,24,0,3,18,NA,53000,53000,NA,NA,9,2,309.4908131430624,193.73673968107158
55079019000,55,079,0190,4350,3821,66,301,24,85,1,2,50,3493,3146,42,196,18,62,0,1,28,NA,53000,53000,NA,NA,9,2,1014.119521865588,634.8240447523293
55079019100,55,079,0191,3080,2598,89,255,35,36,3,16,48,2557,2214,81,166,23,31,3,8,31,NA,53000,53000,NA,NA,9,2,742.371490813143,464.71373673968105
55079019200,55,079,0192,3104,2829,38,181,7,20,0,1,28,2588,2414,26,113,7,14,0,0,14,NA,53000,53000,NA,NA,9,2,751.3716926962903,470.3477319836897
55079019300,55,079,0193,2616,2456,12,96,14,9,0,0,29,2080,1987,6,56,10,7,0,0,14,NA,53000,53000,NA,NA,9,2,603.8845134498778,378.0229066947738
55079019400,55,079,0194,3645,3316,42,168,11,63,0,4,41,2992,2810,26,94,6,41,0,0,15,NA,53000,53000,NA,NA,9,2,868.6646462702088,543.7714119378669
55079019500,55,079,0195,3374,3102,23,160,7,34,0,2,46,2559,2402,11,86,6,24,0,0,30,NA,53000,53000,NA,NA,9,2,742.9521489991525,465.0772203038107
55079019600,55,079,0196,3505,3245,23,151,23,28,0,6,29,2981,2814,12,97,18,19,0,4,17,NA,53000,53000,NA,NA,9,2,865.4710262471566,541.7722523351542
55079019700,55,079,0197,5323,4724,83,276,37,116,5,1,81,4180,3808,49,170,23,85,4,1,40,NA,53000,53000,NA,NA,9,2,1213.5756087598506,759.6806490308435
55079019800,55,079,0198,4815,4372,68,236,31,35,0,1,72,3945,3687,26,143,22,24,0,0,43,NA,53000,53000,NA,NA,9,2,1145.3482719037347,716.9713302456167
55079019900,55,079,0199,3477,3146,21,184,17,66,2,2,39,2726,2519,13,116,11,51,2,1,13,NA,53000,53000,NA,NA,9,2,791.4371075309456,495.42809790863146
55079020000,55,079,0200,3283,2417,166,439,31,141,1,10,78,2662,2056,116,304,26,108,1,4,47,NA,53000,53000,NA,NA,9,2,772.8560455786417,483.79662385648453
55079020100,55,079,0201,3212,2240,155,672,47,38,0,7,53,2486,1911,94,382,33,37,0,3,26,NA,53000,53000,NA,NA,9,2,721.7581252098059,451.8100702130806
55079020200,55,079,0202,2681,2249,123,193,27,40,0,2,47,2139,1881,58,122,23,31,0,2,22,NA,53000,53000,NA,NA,9,2,621.0139299371581,388.7456718365967
55079020300,55,079,0203,3136,2665,10,380,9,33,0,3,36,2490,2211,8,215,7,30,0,2,17,NA,53000,53000,NA,NA,9,2,722.9194415818249,452.53703734133984
55079020400,55,079,0204,2653,1757,27,708,33,55,0,9,64,1912,1386,12,428,22,31,0,4,29,NA,53000,53000,NA,NA,9,2,555.10922582508,347.4902873078882
55079020500,55,079,0205,2512,1721,21,639,38,47,1,3,42,1822,1366,13,374,24,27,0,0,18,NA,53000,53000,NA,NA,9,2,528.9796074546525,331.13352692205666
55079020600,55,079,0206,3530,3104,38,283,45,33,0,3,24,2812,2557,19,165,37,23,0,1,10,NA,53000,53000,NA,NA,9,2,816.405409529354,511.0578911662038
55079020700,55,079,0207,4505,4157,26,217,43,29,0,1,32,3573,3346,16,139,35,18,0,1,18,NA,53000,53000,NA,NA,9,2,1037.345849305968,649.3633873175129
55079020800,55,079,0208,3308,2998,19,201,15,41,0,0,34,2678,2476,13,128,9,33,0,0,19,NA,53000,53000,NA,NA,9,2,777.5013110667177,486.7044923695213
55079020900,55,079,0209,2627,2406,27,132,13,22,2,2,23,2025,1894,12,81,9,15,2,2,10,NA,53000,53000,NA,NA,9,2,587.9164133346167,368.0271086812101
55079021000,55,079,0210,2144,1887,14,175,9,14,1,7,37,1659,1501,10,107,7,9,1,5,19,NA,53000,53000,NA,NA,9,2,481.6559652948785,301.5096164454951
55079021100,55,079,0211,1434,1307,2,91,20,4,0,0,10,1141,1058,2,58,11,3,0,0,9,NA,53000,53000,NA,NA,9,2,331.2654951184185,207.3673733359312
55079021200,55,079,0212,2060,1851,11,115,12,47,1,4,19,1719,1562,8,80,10,43,1,3,12,NA,53000,53000,NA,NA,9,2,499.07571087516345,312.41412336938276
55079021300,55,079,0213,1267,1007,58,139,19,16,0,0,28,966,832,21,77,12,11,0,0,13,NA,53000,53000,NA,NA,9,2,280.4579038425875,175.5625614745921
55079021400,55,079,0214,3037,2271,58,393,48,150,2,8,107,2366,1878,43,244,30,104,2,7,58,NA,53000,53000,NA,NA,9,2,686.9186340492361,430.0010563653052
55079021500,55,079,0215,2754,2415,21,198,8,75,0,0,37,2161,1969,7,112,2,54,0,0,17,NA,53000,53000,NA,NA,9,2,627.4011699832624,392.7439910420222
55079021600,55,079,0216,4102,3371,52,362,34,136,4,9,134,3156,2707,38,218,23,100,2,4,64,NA,53000,53000,NA,NA,9,2,916.2786175229877,573.5770641964933
55079021700,55,079,0217,6096,5298,51,479,52,110,1,4,101,4849,4346,34,302,30,75,1,4,57,NA,53000,53000,NA,NA,9,2,1407.8057719800277,881.2659012321915
55079021800,55,079,0218,2262,1971,26,172,8,31,0,1,53,1756,1599,8,93,8,22,0,0,26,NA,53000,53000,NA,NA,9,2,509.8178873163391,319.13856930578015
55079030100,55,079,0301,4415,4100,123,77,5,80,4,3,23,3396,3167,98,54,4,59,4,2,8,NA,05450,05450,04800,05490,1,3,801,1461
55079035100,55,079,0351,2374,2290,8,15,3,36,0,2,20,1682,1633,8,4,2,24,0,2,9,NA,27075,27075,04800,05490,1,3,447.79699812382734,781.6724202626641
55079035200,55,079,0352,4630,4343,77,59,4,114,1,4,28,3648,3430,71,43,4,81,1,1,17,NA,27075,27075,04800,05490,1,3,971.2030018761726,1695.327579737336
55079040100,55,079,0401,1631,1368,80,34,2,122,0,1,24,1231,1039,58,22,1,101,0,1,9,NA,68325,68325,04770,05490,1,3,211,697
55079050101,55,079,050101,5988,4854,748,96,14,152,1,8,115,4718,3855,597,72,10,126,1,7,50,NA,10375,10375,NA,NA,1,3,1103.0531588632182,1581.509098343897
55079050102,55,079,050102,6182,4968,768,164,14,166,4,9,89,5064,4203,556,113,9,126,3,5,49,NA,10375,10375,04770,05490,1,3,1183.9468411367818,1697.490901656103
55079060100,55,079,0601,7416,6395,537,122,12,268,2,15,65,5926,5187,418,79,12,189,1,4,36,NA,29400,29400,05460,05490,1,3,1624.436066487139,2033.8467824310521
55079060200,55,079,0602,5946,5062,537,114,17,127,1,3,85,4843,4242,407,62,10,82,1,1,38,NA,29400,29400,05460,05490,1,3,1327.563933512861,1662.1532175689479
55079070100,55,079,0701,4337,4143,13,76,0,62,5,2,36,3010,2909,8,35,0,40,2,2,14,NA,86700,86700,05460,05490,1,3,799.7759103641456,1516.4425770308123
55079070200,55,079,0702,5288,5088,29,53,4,76,1,1,36,3523,3406,19,28,4,55,1,0,10,NA,86700,86700,04800,05490,1,3,936.0832332933173,1774.8927571028412
55079070300,55,079,0703,4538,4055,96,92,5,228,2,8,52,3463,3170,55,64,3,149,2,3,17,NA,86700,86700,05460,05490,1,3,920.1408563425371,1744.6646658663467
55079080100,55,079,0801,2759,2491,53,79,3,87,0,8,38,2185,1999,38,49,3,67,0,5,24,NA,73725,73725,NA,NA,1,3,716.6141044501654,689.291559396837
55079080200,55,079,0802,3381,3058,50,107,4,85,2,18,57,2669,2454,42,68,4,64,1,8,28,NA,73725,73725,NA,NA,1,3,875.3515079073189,841.9767377712394
55079080300,55,079,0803,3962,3678,77,62,9,91,0,5,40,2852,2674,54,39,4,69,0,2,10,NA,73725,73725,NA,NA,1,3,935.3699889665318,899.7068775285031
55079080400,55,079,0804,3661,3138,146,97,13,176,2,4,85,3170,2753,135,79,10,132,2,3,56,NA,73725,73725,NA,NA,1,3,1039.6643986759836,1000.0248253034204
55079090100,55,079,0901,4439,4105,161,60,13,52,4,4,40,3471,3238,126,37,11,41,2,2,14,NA,84675,84675,NA,NA,1,3,815.8390582786569,1496.8532006395765
55079090200,55,079,0902,1827,1671,78,28,3,36,0,0,11,1508,1398,60,18,3,25,0,0,4,NA,84675,84675,NA,NA,1,3,354.44693168660746,650.318244472625
55079090300,55,079,0903,3567,3109,116,71,21,204,1,5,40,2802,2499,81,46,14,138,1,2,21,NA,84675,84675,NA,NA,1,3,658.5943651099961,1208.3499476208856
55079090400,55,079,0904,3347,3164,23,50,7,79,0,0,24,2727,2612,17,25,5,55,0,0,13,NA,84675,84675,NA,NA,1,3,640.9660362794287,1176.0065336053372
55079090500,55,079,0905,341,168,158,11,2,1,0,0,1,240,159,73,6,1,0,0,0,1,NA,84675,84675,NA,NA,1,3,56.410652257815514,103.49892484975464
55079090600,55,079,0906,4752,4493,32,67,9,91,2,13,45,3887,3717,19,46,4,72,2,8,19,NA,84675,84675,NA,NA,1,3,913.6175221922038,1676.251337045818
55079090700,55,079,0907,3170,3082,9,24,5,32,3,1,14,2318,2266,8,12,3,20,2,1,6,NA,84675,84675,NA,NA,1,3,544.8328830567349,999.6271158405469
55079090800,55,079,0908,2477,2384,12,35,1,28,0,0,17,1830,1776,12,16,1,19,0,0,6,NA,84675,84675,NA,NA,1,3,430.1312234658433,789.1793019793791
55079090900,55,079,0909,4067,3721,90,103,12,70,9,5,57,3086,2878,61,58,9,55,7,2,16,NA,84675,84675,NA,NA,1,3,725.3469702817445,1330.8236753597616
55079091000,55,079,0910,4527,4225,99,100,12,33,8,8,42,3413,3200,80,61,9,30,5,3,25,NA,84675,84675,NA,NA,1,3,802.2064839830182,1471.8409604675526
55079091100,55,079,0911,4490,4306,27,50,10,53,0,3,41,3182,3082,18,28,8,31,0,1,14,NA,84675,84675,NA,NA,1,3,747.9112311848706,1372.2232452996636
55079091200,55,079,0912,4382,3967,96,99,8,140,0,7,65,3386,3113,48,65,8,120,0,3,29,NA,84675,84675,NA,NA,1,3,795.8602856040139,1460.1973314219551
55079091300,55,079,0913,3651,3444,30,68,10,64,4,1,30,2734,2612,21,35,4,47,2,0,13,NA,84675,84675,NA,NA,1,3,642.6113469702817,1179.0252522467883
55079091400,55,079,0914,2253,2110,26,50,2,29,0,2,34,1690,1602,15,38,2,21,0,1,11,NA,84675,84675,NA,NA,1,3,397.22500964878424,728.8049291503556
55079100100,55,079,1001,3667,3227,50,244,68,34,1,3,40,2745,2491,25,135,45,29,1,0,19,NA,85300,85300,NA,NA,9,2,758.7248238448587,676.450707738355
55079100200,55,079,1002,3446,3058,51,207,37,29,0,1,63,2683,2445,36,120,25,26,0,1,30,NA,85300,85300,NA,NA,9,2,741.5878697179439,661.1720396582901
55079100300,55,079,1003,3077,2802,37,166,28,18,0,3,23,2330,2158,21,105,19,15,0,1,11,NA,85300,85300,NA,NA,9,2,644.0177921888965,574.18220365405
55079100400,55,079,1004,2647,2474,30,82,14,25,1,2,19,2040,1928,20,46,12,19,1,2,12,NA,85300,85300,NA,NA,9,2,563.8610712726819,502.7174658601983
55079100500,55,079,1005,3570,3297,39,125,30,42,0,0,37,2776,2614,19,72,19,36,0,0,16,NA,85300,85300,NA,NA,9,3,767.2933009083163,684.0900417783876
55079100600,55,079,1006,2141,2041,10,47,7,16,0,0,20,1653,1605,5,23,4,8,0,0,8,NA,85300,85300,NA,NA,9,3,456.89330922242317,407.34900542495484
55079100700,55,079,1007,3069,2921,13,69,10,34,0,0,22,2362,2271,7,39,7,27,0,0,11,NA,85300,85300,NA,NA,9,3,652.862671738272,582.0679678244061
55079100800,55,079,1008,3102,2986,7,52,8,32,0,6,11,2431,2358,5,29,5,25,0,3,6,NA,85300,85300,NA,NA,9,3,671.9344432666127,599.0716468167363
55079100900,55,079,1009,3718,3316,50,104,12,164,1,1,70,3078,2807,29,61,7,139,1,1,33,NA,85300,85300,NA,NA,9,3,850.7668516555466,758.5119411361228
55079101000,55,079,1010,5339,4437,307,271,28,213,0,0,83,4128,3637,145,137,16,151,0,0,42,NA,85300,85300,NA,NA,9,3,1140.989461869427,1017.2635779759307
55079101100,55,079,1011,1907,1798,11,36,7,44,0,0,11,1571,1491,9,25,4,36,0,0,6,NA,85300,85300,NA,NA,9,3,434.2283053771487,387.1417347384174
55079101200,55,079,1012,3276,3194,2,41,13,16,0,0,10,2697,2649,2,22,7,13,0,0,4,NA,85300,85300,NA,NA,9,3,745.4575045207956,664.622061482821
55079101300,55,079,1013,3265,3059,24,90,8,38,0,4,42,2571,2440,16,55,5,30,0,4,21,NA,85300,85300,NA,NA,9,3,710.63079129513,633.571865062044
55079101400,55,079,1014,3824,3584,62,95,26,17,1,1,38,3045,2873,57,63,22,15,1,0,14,NA,85300,85300,NA,NA,9,3,841.6455696202532,750.3797468354431
55079101500,55,079,1015,4608,4272,30,184,42,24,0,0,56,3493,3311,16,100,21,22,0,0,23,NA,85300,85300,NA,NA,9,2,965.4738833115089,860.7804452204279
55079101600,55,079,1016,4526,4218,26,169,24,28,1,15,45,3583,3395,14,97,18,22,1,8,28,NA,85300,85300,NA,NA,9,2,990.3501070441272,882.9591569495542
55079101700,55,079,1017,3487,3286,17,110,28,11,4,0,31,2712,2583,11,71,20,9,3,0,15,NA,85300,85300,NA,NA,9,2,749.6035418095654,668.3185134376754
55079101800,55,079,1018,2618,2491,12,64,4,16,0,0,31,2213,2132,7,45,3,12,0,0,14,NA,85300,85300,NA,NA,9,3,611.6787013364926,545.3498784061857
55079110100,55,079,1101,4249,3318,138,533,56,117,1,6,80,3359,2733,117,333,40,89,1,3,43,NA,85875,85875,NA,NA,9,2,737,643
55079120100,55,079,1201,7855,7405,44,171,7,186,1,2,39,6184,5882,28,113,7,134,1,0,19,NA,31175,31175,NA,NA,9,6,1328.5121382048692,1437.9291560725853
55079120201,55,079,120201,3439,3263,15,91,8,42,1,0,19,2771,2654,10,61,5,28,1,0,12,NA,31175,31175,NA,NA,9,6,595.2954616697433,644.3243356204939
55079120202,55,079,120202,3170,2915,34,135,22,43,0,1,20,2657,2488,20,84,19,32,0,1,13,NA,31175,31175,NA,NA,9,6,570.8047786562641,617.8165859774999
55079120203,55,079,120203,3442,3140,43,140,9,73,0,1,36,2872,2663,35,95,8,52,0,0,19,NA,31175,31175,NA,NA,9,6,616.9933474974748,667.8092717077078
55079120300,55,079,1203,2009,1782,36,149,6,16,0,0,20,1542,1428,13,74,4,13,0,0,10,NA,31175,31175,NA,NA,9,6,331.26871234021803,358.5521925394448
55079120400,55,079,1204,6837,6187,59,315,43,156,2,3,72,5618,5172,41,206,29,120,2,1,47,NA,31175,31175,NA,NA,9,6,1206.9180453484728,1306.320504336317
55079120501,55,079,120501,3978,3495,72,206,18,128,1,3,55,3060,2767,44,125,11,86,1,1,25,NA,31175,31175,NA,NA,9,6,657.3814914144405,711.5238062066803
55079120502,55,079,120502,4654,4242,30,171,28,145,1,0,37,4007,3718,24,116,21,109,1,0,18,NA,31175,31175,NA,NA,9,6,860.8260248685173,931.7241475392706
55079130100,55,079,1301,4798,4590,12,102,25,52,1,0,16,3792,3655,7,67,15,42,1,0,5,NA,32075,32075,NA,NA,9,6,754.7640932385518,1307.0457926930071
55079130200,55,079,1302,2966,2850,3,60,8,23,1,1,20,2257,2195,1,36,5,14,1,1,4,NA,32075,32075,NA,NA,9,6,449.2359067614482,777.9542073069929
55079140100,55,079,1401,3157,2969,12,53,2,108,1,2,10,2532,2387,8,40,2,85,1,2,7,NA,31125,31125,NA,NA,9,6,630.11320754716985,960.2264150943397
55079140201,55,079,140201,5324,5077,11,139,5,56,0,4,32,4170,4031,6,76,4,35,0,0,18,NA,31125,31125,NA,NA,9,6,1037.7456854153627,1581.4155414468391
55079140202,55,079,140202,5924,5561,15,148,14,132,0,12,42,4481,4255,12,85,8,94,0,7,20,NA,31125,31125,NA,NA,9,6,1115.1411070374677,1699.3580434588216
55079150100,55,079,1501,7226,6497,84,266,19,282,7,0,71,5394,4934,57,155,16,190,5,0,37,NA,27300,27300,NA,NA,9,6,756.3489576417475,1018.4926304607621
55079150200,55,079,1502,8530,6758,1317,205,18,167,2,10,53,6650,5073,1276,136,14,111,2,6,32,NA,27300,27300,NA,NA,9,6,932.4658079936264,1255.6499800823265
55079150301,55,079,150301,5382,5156,9,128,26,38,0,0,25,4101,3953,8,80,16,30,0,0,14,NA,27300,27300,NA,NA,9,6,575.0439516664453,774.3489576417475
55079150302,55,079,150302,7326,6937,62,147,24,108,1,4,43,5630,5376,41,94,17,77,1,0,24,NA,27300,27300,NA,NA,9,6,789.4409772938521,1063.054043287744
55079150400,55,079,1504,1031,940,17,34,4,23,0,1,12,818,753,8,30,3,16,0,1,7,NA,27300,27300,12480,15150,9,6,114.70030540432879,154.45438852742
