GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREUWES,G20PREOOTH,G20USSDHIC,G20USSRGAR,G20USSLDOA,G20USSODOY,G20USSOEVA,G20USSOWRI
08069069508,08,069,069508,477.1,502.08,15,2,2,1,5,437.09,535.09,7,2,2,0
08069069509,08,069,069509,438.21,376.11,14.65,4.15,1.08,2.18,3.08,393.93,382.76,19.6,7.1,0.1,0
08069069510,08,069,069510,629.77,586.88,25.35,5.85,2.92,6.82,2.93,580.05,612.23,23.4,3.9,3.9,0
08069069511,08,069,069511,368.91,417.76,1.97,0.98,3.91,3.91,2.94,339.54,443.18,5.89,2.93,0.98,0
08069069512,08,069,069512,689.09,672.24,25.03,4.02,0.09,4.09,7.06,615.46,690.82,35.11,4.07,1.02,0
08069069513,08,069,069513,501,552,29,4,7,1,6,452,564,30,5,1,0
08069069514,08,069,069514,613,589,27,5,2,2,8,557,600,31,4,2,0
08069069515,08,069,069515,521.87,600.67,15.79,2.93,1.95,2,3.02,480.73,612.39,15.76,3.94,1.96,0
08069069516,08,069,069516,703.43,810.9,9.45,3.05,1.03,1.04,7.02,663.71,817.98,9.4,2.08,3.02,0
08069069517,08,069,069517,648.26,634.74,25.49,3.11,0.04,6.05,9.16,587.29,681.75,18.37,5.11,1.11,0
08069069518,08,069,069518,671.22,715.84,37.68,3.97,0.99,2.97,4.96,608.76,714.85,32.72,5.95,2.97,0
08069069519,08,069,069519,538.65,663.72,27.02,2,1,2,7.01,526.59,651.72,19.03,5.01,3.01,0
08069069520,08,069,069520,609.25,670.15,21.6,3.03,3.92,3.12,8.87,555,669.22,30.84,4.9,7,0
08069069521,08,069,069521,568.52,539.57,14.02,3,1,1,6.01,522.47,547.57,11.03,6,2.01,0
08069069522,08,069,069522,759.64,830.67,26.14,2.13,4.13,3.27,10.27,701.69,864.87,18.01,2.13,0.07,0
08069069523,08,069,069523,501,501,5,0,3,3,7,454,528,9,3,0,0
08069069524,08,069,069524,519.77,588.06,18.02,5.69,2.85,3.79,4.74,481.83,585.22,17.07,1.9,0.95,0
08069069525,08,069,069525,374.27,438.97,5.7,0.01,0.01,0.95,0.96,339.21,459.78,2.87,0,0,0
08069069526,08,069,069526,713.76,716.16,25.56,7.01,2.03,1.11,3.16,649.09,740.3,23.45,4.07,5.03,0
08069069527,08,069,069527,530.75,655.06,16.77,0.99,1.97,3.95,7.89,483.4,651.11,20.72,4.93,1.97,0
08069069528,08,069,069528,796.18,706.9,26.98,7.31,2.15,5.21,1.26,731.13,695.74,34.93,8.1,3.05,0
08069069529,08,069,069529,563.05,315.04,13,12,1,0,5,527.04,301.04,27,9,7,0
08069069530,08,069,069530,706.15,666.14,27,2,2,5,7,673.13,652.15,24.01,7,4,0
08069069531,08,069,069531,370.47,446.19,17.07,0.94,1.69,2.54,1.74,340.93,466.59,12.15,0.89,0.07,0
08069069532,08,069,069532,618,625,30,5,3,4,10,582,622,27,6,7,0
08069069533,08,069,069533,497,455,21,4,4,5,3,449,450,24,6,3,0
08069069534,08,069,069534,361,353,14,1,1,1,1,335,343,19,4,0,0
08069069535,08,069,069535,612,753,26,3,4,4,9,568,756,28,8,0,0
08069069536,08,069,069536,675,922,23,3,0,6,1,615,938,17,0,3,0
08069069537,08,069,069537,670.26,828.24,25.15,4.01,3.01,3.01,4.02,614.97,851.46,26.13,3.02,0.01,0
08069069538,08,069,069538,580.47,754.54,26.6,1.96,1,1.97,3.01,529.49,791.76,23.59,2.96,1,0
08069069539,08,069,069539,550.42,704.74,31.45,0.98,3.93,2.95,11.79,529.77,713.59,18.68,4.91,3.93,0
08069069540,08,069,069540,294.09,371.02,17.84,9.04,4.27,1,3.27,283.71,366.51,19.75,4.31,1.13,0
08069069541,08,069,069541,543.53,866.98,18.19,0.96,5.73,0,5.75,491.85,877.51,16.27,6.7,2.87,0
08069069542,08,069,069542,856.65,707.96,27.6,5.92,1.97,2.96,6.9,812.24,705.03,19.73,5.91,5.92,0
08069069543,08,069,069543,337.87,433.17,22.62,3.08,3.16,0.24,1.16,307.11,445.11,20.14,0.08,2,0
08069069544,08,069,069544,454,303,30,5,0,1,1,434,294,26,0,1,0
08069069545,08,069,069545,385,446,22,3,8,1,9,348,454,20,5,4,0
08069069546,08,069,069546,389.59,292.56,21.36,1.96,0.07,3.87,1.12,360.95,293.49,10.1,0.09,2.99,0
08069069547,08,069,069547,422.42,382.22,22.37,2.01,3.05,1.03,9.14,394.18,376.32,30.22,6.06,6.05,0
08069069548,08,069,069548,322.7,311.61,7.82,3.95,0.1,0.15,2.05,286.89,317.68,14.35,2,2.92,0
08069069549,08,069,069549,263,353,17,2,0,2,4,239,359,13,1,1,0
08069069601,08,069,069601,285.19,134.93,4.39,1.2,1.17,1.24,2.12,264.47,124.16,8.57,1.13,0.11,0
08069069602,08,069,069602,607.34,296.18,11.72,1.18,1.11,2.07,4.01,559.23,318.34,6.53,0.17,0.01,0
08069069603,08,069,069603,798.76,501.14,12.41,2.88,1.9,0.96,0.01,743.56,522.04,8.62,2.86,0.01,0
08069069701,08,069,069701,893.89,301.94,23.07,2.99,2,4.99,3.04,842.62,306.2,28.11,2.04,2.02,0
08069069702,08,069,069702,686.74,295.74,15.88,5.95,0.99,1.98,3.97,638.11,324.52,16.87,0,0.99,0
08069069703,08,069,069703,574,405,8,4,2,5,6,536,387,19,4,4,0
08069069801,08,069,069801,443.7,511.5,10.97,2.99,1.99,1,2.99,411.8,505.52,12.96,2.99,1,0
08069069802,08,069,069802,486,466,14,1,3,5,4,420,502,14,3,0,0
08069069803,08,069,069803,873.57,1152.89,27.83,0,1.99,1.01,16.91,774.05,1204.67,21.9,3.98,3.99,0
08069069804,08,069,069804,662.95,665.05,27.22,0.13,2.06,4.18,2.19,595.9,694.5,28.96,1,1,0
08069069805,08,069,069805,282,362,6,0,0,0,1,266,371,2,0,3,0
08069069806,08,069,069806,405.79,492.1,11.91,0,0,2.98,3.97,355.19,535.76,3.97,1.98,0,0
08069069807,08,069,069807,324.17,382.84,2.98,1.99,0.99,0.99,2.98,274.45,420.63,2.98,2.98,0,0
08069069808,08,069,069808,578,852,17,2,4,0,5,512,879,6,1,1,0
08069069809,08,069,069809,333.23,746.05,24.49,3.5,1.75,2.62,0.87,300.87,764.42,13.99,0.87,0,0
08069069810,08,069,069810,454.22,683.81,25.21,4.07,1.07,2.16,1.12,419.96,691.95,16.94,4.04,1.07,0
08069069811,08,069,069811,594.49,923.31,29.73,1.86,0.93,3.72,2.79,537.84,947.46,23.22,0.93,2.79,0
08069069812,08,069,069812,380.21,594.9,10.09,0,1,1.02,1.03,343.81,609.24,6.03,1.02,1,0
08069069813,08,069,069813,371.86,632.1,9.9,2.14,2.07,2.1,3.05,339.41,646.98,6.52,1.05,1,0
08069069814,08,069,069814,401.37,417.26,18.71,1.87,0.94,2.81,2.81,354.59,453.74,14.97,0,0,0
08071071001,08,071,071001,17.92,167.1,0,0,0,0.99,1.99,17.92,171.07,0,0,0,0
08071071002,08,071,071002,23.67,62.82,3,0.02,0.11,0.06,0.97,25.71,59.82,2.14,0.04,0.02,0
08071071003,08,071,071003,223.64,512,7.85,1.15,5.85,3.13,0.39,230.58,502.55,13.27,2.25,1.41,0.04
08071071004,08,071,071004,189.07,319.34,4.57,3.55,0.05,0.04,4.46,193.67,305.82,11.66,5.35,1.8,0
08071071005,08,071,071005,131.55,267.06,2.97,0,0,0,0,125.62,268.05,5.93,2.97,0,0
08071071006,08,071,071006,237.1,422.06,5.65,0.89,2.09,1.83,0.6,237.18,415.46,9.32,5.05,0.95,0
08071071007,08,071,071007,151.52,228,5.38,1.07,0.06,0.74,1.33,150.33,223.3,8.56,4.58,0.36,0
08071071008,08,071,071008,146.8,143.14,5.12,0.08,0,1,1.91,152.9,133.79,2.82,1.23,1.1,0
08071071009,08,071,071009,154.79,237.26,1.89,1.48,3.01,1.54,1,151.54,243.7,5.79,1,0.35,0
08071071010,08,071,071010,289.74,317.58,1.86,1.82,0.02,0.92,2.76,284.34,306.63,8.24,1.84,0.01,0.91
08071071011,08,071,071011,683.81,505.16,12.68,3.05,1.66,4.43,5.94,691.02,488.57,21.1,5.73,6.97,0.01
08071071012,08,071,071012,718.58,634.66,25.12,2.11,1.99,3.2,8.27,710.88,644.39,22.63,8.33,5.53,0
08071071013,08,071,071013,30.83,27.08,0.29,0.25,0.11,0.28,0.25,31.01,26.48,0.78,0.39,0.28,0
08071071014,08,071,071014,250.96,210.65,4.05,0.84,1.95,1.45,3.62,255.84,204.76,7.97,2.82,1.04,0.04
08071071016,08,071,071016,248.06,234.83,5.59,0.71,2.12,1.41,3.49,251.52,227.22,9.81,3.49,4.18,0
08073073001,08,073,073001,34,181,1,0,0,0,1,37,177,0,1,1,0
08073073002,08,073,073002,69,284,4,0,1,1,1,68,285,1,3,0,0
08073073003,08,073,073003,49.65,216.39,2.13,0,0.07,1.03,2.09,52.46,217.21,2.34,0.24,0.03,0
08073073004,08,073,073004,29,155,1,0,0,0,0,24,160,1,0,0,0
08073073005,08,073,073005,52.14,204.69,3.86,0,1.93,0.97,2.9,47.31,199.86,9.66,6.76,0.97,0
08073073006,08,073,073006,35.41,190.66,2.09,0.03,0.06,0,1,32.01,190.81,3.17,2.06,1.06,0
08073073007,08,073,073007,81.8,260.26,2.92,0.97,1.94,0,0.01,68.22,265.12,5.84,1.94,1.94,0
08073073008,08,073,073008,7.19,53.05,0.98,0,0.03,0,0,7.12,52.18,1.96,0,0,0
08073073009,08,073,073009,22,113,2,0,0,0,0,22,107,4,0,0,0
08073073010,08,073,073010,12.97,151.44,0.02,0,0.92,0,0,9.99,155.1,0.04,0.21,0,0
08073073011,08,073,073011,3,45,0,0,0,0,0,5,44,0,0,0,0
08073073012,08,073,073012,3.84,29.51,0,0,0.05,0,0,2.89,29.72,0,0.79,0,0
08073073013,08,073,073013,70,251,6,0,1,0,1,58,258,10,1,0,0
08075075001,08,075,075001,197.53,565.63,13.36,0.08,0.04,2.6,3.53,197.85,561.85,9.88,3.62,3.44,0
08075075002,08,075,075002,220.87,513.75,12.65,1.95,0,0,2.92,211.14,515.69,13.62,5.84,0.97,0
08075075003,08,075,075003,126.87,367.32,6.17,2.03,0.05,2.03,0.05,130.48,358.74,10.15,1.07,2.01,0
08075075004,08,075,075004,227.41,527.63,14.96,0,3.99,3.99,2.99,208.46,533.62,19.95,5.98,5.98,0
08075075005,08,075,075005,176,428,8,2,1,1,6,162,429,17,5,2,0
08075075006,08,075,075006,190.71,471.6,13.67,4,0,2.1,3.05,185.87,480.07,11.21,2.05,3,0
08075075007,08,075,075007,309.75,725.14,18.07,0,0,2.01,4.01,290.77,744.19,14.02,1.01,3,0
08075075008,08,075,075008,194.15,916.31,11.95,1.94,2.9,2.39,3.5,173.03,938.78,10.38,4.47,1.57,0
08075075009,08,075,075009,139.45,768.41,12.15,0,0.01,1.87,0.94,142.19,776.81,3.78,0.95,0.02,0
08075075010,08,075,075010,98.33,729.69,6.02,1,3.01,0,1.01,100.28,728.73,3.02,3.01,1,0
08075075011,08,075,075011,74.92,442.53,4.99,0,2,0,0,67.93,448.52,4,1,1,0
08075075012,08,075,075012,44,285,6,0,0,1,0,40,286,4,1,1,0
08075075013,08,075,075013,77.01,478.05,4,0,4,0,3,71.01,489.05,3,1,0,0
08075075014,08,075,075014,31,318,3,1,0,0,0,32,314,4,0,1,0
08075075015,08,075,075015,87.99,352.96,3,2,1,1,2,83.99,359.96,2,1,3,0
08075075016,08,075,075016,22,197,1,0,0,0,1,20,202,1,0,0,0
08077077001,08,077,077001,252.06,1367.52,13.22,0,2.07,1.02,6.05,243.65,1343.17,20.52,5.12,5.05,0
08077077002,08,077,077002,378,1198,12,1,1,4,1,355,1211,16,7,0,0
08077077003,08,077,077003,448,917,17,4,4,3,5,401,945,14,11,0,1
08077077004,08,077,077004,682.82,1211.39,30.2,6.03,5.05,1.03,5.03,664.61,1197.43,40.28,6.05,2.03,0
08077077005,08,077,077005,456.63,963.99,7.96,0,4.97,1.99,4.97,414.84,980.9,19.9,7.96,0,0
08077077006,08,077,077006,559.18,1372.61,29.8,3.97,6.95,4.97,4.97,527.39,1378.57,40.72,6.95,4.97,0
08077077007,08,077,077007,508.26,1144.41,13.71,0.13,4.02,1.23,3.31,481.64,1128.37,30.47,6.82,3.18,0
08077077008,08,077,077008,189.9,310.3,4.95,0.67,0.7,1.15,1.73,174.7,330.71,1.34,0.03,1.18,0
08077077009,08,077,077009,322.99,617.44,10.08,1.05,0.08,1.04,0.13,309.36,614.23,16.93,3.04,0.11,0
08077077010,08,077,077010,259.05,588.69,13.46,5.2,0.93,1.82,2.74,239.92,575.65,31.02,6.35,2.73,0
08077077011,08,077,077011,42.72,131.07,0.97,0.97,0,0,0,40.78,128.16,0.97,1.94,0,0
08077077012,08,077,077012,274.43,1036.58,13.17,0.02,0,2.02,3,253.21,1014.5,25.28,7.06,0,0
08077077013,08,077,077013,401.46,732.05,13.35,2.11,4.91,3.46,2.19,377.12,731.22,19.74,3.57,6.94,0
08077077014,08,077,077014,302.63,868.59,19.41,0.96,2.89,2.89,3.85,290.7,858.4,28.87,4.84,1.93,0
08077077015,08,077,077015,298.97,606.31,19.39,0.01,2.82,0.04,3.69,277.95,626.41,13.04,0.94,0.03,0
08077077016,08,077,077016,266.46,696.18,9.07,3.1,0.58,1.29,2.19,261.14,692.79,4.46,1.1,2.29,0
08077077017,08,077,077017,388.55,443.55,11.11,0.88,5.45,2.64,2.03,393.2,441.33,14.23,0.94,2.64,0
08077077018,08,077,077018,117.97,533.87,5,1,1,0,2,105.97,533.87,8,1,1,0
08077077019,08,077,077019,90.21,386.16,5.92,0.01,0.08,0.04,0.99,85.48,387.08,5.97,0.02,0.04,0
08077077020,08,077,077020,610.65,1146.1,27.65,3.01,2.11,2.02,2.11,561.99,1151.46,38.51,10.12,4.04,0
08077077021,08,077,077021,558.35,1376.57,37.82,2.23,8.07,3.29,5.28,523.41,1362.41,38.87,16.89,7.39,0
08077077022,08,077,077022,600.72,1400.13,25.78,4.09,8.06,6.15,4.12,543.98,1367.75,62.13,13.36,8.19,0
08077077023,08,077,077023,598.68,1126.31,30.08,5.95,3.02,3.03,13.91,538.04,1125.2,58.9,13.95,9.93,0
08077077024,08,077,077024,627.28,1270.87,51.22,5.91,4.94,9.85,7.88,573.02,1242.25,78.87,23.64,12.81,0
08077077025,08,077,077025,497.73,1382.98,22.92,4.08,2.3,5.4,6.29,456.88,1366.64,41.2,11.7,1.32,0
08077077026,08,077,077026,625.16,1148.41,27.82,4.79,4.79,4.8,10.54,563.83,1124.45,58.47,17.25,11.49,0
08077077027,08,077,077027,561.8,1264.41,15.67,3.68,1.85,4.6,4.61,514.87,1260.72,31.31,14.73,6.44,0
08077077028,08,077,077028,420.92,1105.26,14.07,0.17,6.21,4.03,3.27,386.34,1132.63,12.92,4.29,0.09,0
08077077029,08,077,077029,356.1,1486.86,20.03,0,1.03,3.01,2.02,324.91,1502.94,21.09,6.04,2,0
08077077030,08,077,077030,1022.03,1505.35,56.73,3.17,3.15,7.27,7.51,952.43,1542.65,54.31,12.53,10.12,0
08077077031,08,077,077031,414.21,862.36,19.01,1,3,0,3,376.2,892.39,21,1,1,0
08077077032,08,077,077032,386,634.21,9.77,0.98,0,1.95,0.98,366.45,643,18.57,1.95,0,0
08077077033,08,077,077033,745.9,1123.74,13.27,1.04,2,3.06,5.04,681.51,1164.19,14.39,7,3.01,0
08077077034,08,077,077034,313.17,566.64,7.83,3.91,0.98,2.94,2.94,300.45,577.4,12.72,0.98,0,0
08077077035,08,077,077035,638.49,740.74,16.69,3,1.97,4.92,4.92,602.26,780.81,13.88,1.97,1.95,0
08077077036,08,077,077036,468.58,456.82,10.75,2.91,3.89,0.02,0.04,442.91,483.28,5.92,1.02,0.99,0
08077077037,08,077,077037,653.09,679.04,25.92,2,1.99,2,2.99,621.19,707.95,23.93,3.99,1,0
08077077038,08,077,077038,943.17,1090.12,29.53,7.13,4.15,10.29,9.37,913.28,1105.22,33.57,12.57,7.43,0
08077077039,08,077,077039,1161,597,44,11,3,7,8,1110,621,53,9,7,0
08077077040,08,077,077040,670,1031,24,3,1,3,5,615,1059,26,3,1,0
08077077041,08,077,077041,432.5,866.94,20.18,3.84,4.81,0,5.77,400.78,897.69,16.34,5.77,0.96,0
08077077042,08,077,077042,686.14,981.95,18.46,2.51,2.39,2.33,6.71,632.78,1029.1,17.96,6.17,0.92,0
08077077043,08,077,077043,965,777,24,7,4,6,6,900,823,29,5,7,0
08077077044,08,077,077044,832.38,984.15,25.45,8.48,6.6,5.66,12.25,772.05,975.66,49.96,19.8,15.08,0
08077077045,08,077,077045,1180,898,65,7,3,7,14,1103,931,79,9,11,0
08077077046,08,077,077046,944,1030,42,10,5,6,4,881,1057,41,10,15,1
08077077047,08,077,077047,568.23,905.48,19.44,2.53,2.53,1.69,3.4,544.36,911.7,16.91,1.72,2.52,0
08077077048,08,077,077048,805.55,1455.05,27.05,2.57,8.52,1.43,8.73,744.72,1494.33,29.67,4.42,2.57,0
08077077049,08,077,077049,785,1186,33,5,6,3,6,721,1185,54,16,4,0
08077077050,08,077,077050,571.74,1066.62,31.64,6.91,3.96,8.89,7.91,540.13,1080.41,38.56,7.92,6.92,0
08077077051,08,077,077051,510.43,1070.88,23.4,0.11,5.04,2.13,7.12,502.19,1058.7,28.86,8.36,4.12,0
08077077052,08,077,077052,550.1,1209.48,35.48,1.87,3.64,5.44,4.67,510.72,1212.1,43.05,10.07,3.72,0
08077077053,08,077,077053,616.33,1374.82,32.04,3.3,4.32,6.36,6.67,566.78,1355.21,49.94,13.06,5.58,0
08077077054,08,077,077054,922.27,1673.76,47.11,6.49,5.16,8.82,11.49,864.51,1645.58,69.61,20.82,9.64,0
08077077055,08,077,077055,584.07,1036.33,29.23,6.18,3.48,3.34,6.19,543.77,1003.4,54.75,19.27,5.68,0
08077077056,08,077,077056,801.08,1669.55,26.36,5.38,5.23,5.08,12.42,735.67,1661.53,51.54,21.57,11.45,0
08077077057,08,077,077057,667.42,1586.57,25.79,4.64,11.32,1.56,13.96,647.51,1581.67,43.56,9.38,6.52,0
08079040001,08,079,040001,317,427,3,0,5,1,3,302,437,15,1,2,0
08081081001,08,081,081001,173.37,1039.87,20.9,1.97,1.97,2.02,3.95,161.29,1014.93,23.86,4.98,0.04,0
08081081002,08,081,081002,73.18,509.34,7.81,0,0,1.95,0,62.45,497.63,7.81,1.95,1.95,0
08081081003,08,081,081003,157.36,934.18,9.03,0,1,3,3.01,145.32,929.15,4.03,3,2,0
08081081004,08,081,081004,6.97,30.86,1,0,0,0,0,7.96,26.88,1,0,0,0
08081081005,08,081,081005,147.39,645.34,15.18,0.02,1.02,4.01,3.03,132.32,642.07,12.23,7.03,0,0
08081081006,08,081,081006,16.03,194.14,1,0,0,0,0,16.04,187.12,2,1,1,0
08081081007,08,081,081007,102.9,585.39,5.1,0,1.01,2.02,1.02,106.82,563.33,7.09,4.04,2,0
08081081008,08,081,081008,41,162,1,1,1,1,2,42,157,7,1,0,0
08081081009,08,081,081009,154.64,511.82,12.97,1,0,2,4.99,140.68,499.85,13.97,1,1,0
08081081010,08,081,081010,10.15,89.06,0.02,0,0,0,0,7.13,86.04,1.02,0,0,0
08081081011,08,081,081011,115,406,6,3,0,3,1,110,385,10,4,1,0
08081081012,08,081,081012,112,276,12,0,0,1,0,103,277,9,0,0,0
08081081013,08,081,081013,93,286,5,0,0,1,3,85,278,7,3,0,0
08083083001,08,083,083001,72.19,358.38,3.01,2,0,0,1,69.18,350.38,5.01,0,3,0
08083083002,08,083,083002,985,1159,27,7,2,4,9,933,1172,37,4,6,1
08083083003,08,083,083003,449.35,1215.61,18.46,0.07,3.07,0.02,6.09,422.76,1216.54,18.54,3.02,4.09,0
08083083004,08,083,083004,307,638,14,1,3,2,3,301,638,21,1,2,0
08083083005,08,083,083005,563,754,17,2,3,4,5,531,730,31,4,7,0
08083083006,08,083,083006,1222.34,1079.87,27.38,9.02,3.02,5.13,10.18,1173.77,1100.08,42.73,6.16,3.16,0.02
08083083007,08,083,083007,505.6,1226.16,20.34,2.91,2.91,0.97,3.88,479.44,1223.26,24.22,0.97,3.87,0
08083083008,08,083,083008,329,43,1,0,0,7,5,290,48,4,6,16,1
08083083009,08,083,083009,500.77,1235.3,16.63,0.98,0.98,5.87,7.82,475.34,1200.09,32.28,6.85,6.85,0.98
08083083010,08,083,083010,495.89,779.83,28.99,6,4,5,9,493.89,764.84,30.99,10,8,0
08083083011,08,083,083011,405.86,816.85,18.2,2.03,4.03,3.01,10.04,368.62,829.82,25.23,5.01,4.04,0
08085085001,08,085,085001,348,748,12,3,1,5,3,332,751,22,2,2,0
08085085002,08,085,085002,268,729,3,1,1,3,2,254,732,13,4,0,0
08085085003,08,085,085003,528.82,702.41,28.97,4.8,0,3.98,3.92,519.59,706.37,33.96,5.96,7.74,0
08085085004,08,085,085004,515,608,25,5,4,2,5,471,635,34,6,5,0
08085085005,08,085,085005,96.72,557.95,4.04,0.03,2.98,0.99,0,94.76,554.91,11.06,2.02,0.99,0
08085085006,08,085,085006,335.06,537.28,17.04,2,1.01,1,0.01,325,555.36,9.03,1,0.01,0
08085085007,08,085,085007,272,409,9,1,1,4,3,261,414,19,3,3,0
08085085008,08,085,085008,43.47,279.64,3.02,1,0.02,0.01,0,42.46,273.63,5.06,2.01,0.01,0
08085085009,08,085,085009,451.21,703.46,13.01,7,2,5,3,426.2,706.46,26.01,9,7,0
08085085010,08,085,085010,20.02,87.24,3,0,0,0,0,19.02,85.23,5,0,0,0
08085085011,08,085,085011,53.29,93.63,4.01,0,0,0,0,49.27,98.65,4.01,0,0,0
08085085012,08,085,085012,210.67,829.91,6.12,2.01,0.01,1.03,2.02,197.56,830.96,17.17,4.06,0.02,0
08085085013,08,085,085013,204.84,700.61,6.93,0.99,0.99,1.98,1.98,196.92,708.52,10.89,3.96,1.98,0
08085085014,08,085,085014,237,360,10,2,2,0,2,234,361,9,3,3,0
08085085015,08,085,085015,2,16,0,0,0,0,0,2,16,0,0,0,0
08085085016,08,085,085016,70.79,250.17,1.94,0.97,0,0,0,71.75,248.23,3.88,0.97,0,0
08085085017,08,085,085017,334.19,654.78,2.43,3.03,0.1,2.07,3,311.21,674.79,9.49,6.1,0.03,0
08085085018,08,085,085018,299,758,12,2,1,0,0,283,777,13,2,0,0
08085085019,08,085,085019,246,742,16,3,4,0,4,246,746,14,3,0,0
08085085020,08,085,085020,405.16,892.28,14.02,0,1,3,4,389.15,892.26,25.02,5.01,3,0
08085085021,08,085,085021,279.74,784.93,7.39,1.23,1,0.19,3.18,261.38,790.1,15.6,2.28,5.36,0
08085085022,08,085,085022,323.84,695.38,5.5,2.75,0.92,0.92,2.75,313.75,699.97,10.09,1.83,4.59,0
08085085023,08,085,085023,435.64,845.94,15.66,1.05,0.15,1.1,2,414.12,859.52,20.76,7.15,2.05,0
08085085024,08,085,085024,427.16,613.28,11.92,0.92,2.75,1.83,0,399.66,641.7,13.75,2.75,0.92,0
08085085025,08,085,085025,406.81,874.72,13.45,0.25,2.08,1.08,4.23,384.98,904.03,11.87,1.16,2.41,0
08085085026,08,085,085026,365,678,15,3,0,0,3,343,702,17,1,3,0
08085085027,08,085,085027,306.43,676.67,10.63,0.97,0,4.83,2.9,289.03,680.53,16.43,6.77,2.9,0
08085085028,08,085,085028,201.12,941.74,13.93,0,0.99,1.99,1,189.17,932.79,19.91,5.97,0,0
08087087001,08,087,087001,334,1508,34,2,3,5,6,327,1517,24,9,3,0
08087087002,08,087,087002,89.73,530.83,4.15,0,1.01,2.04,1.06,99.58,521.98,3.13,1.05,0.02,0
08087087003,08,087,087003,235,589,6,2,0,0,7,242,574,6,7,5,0
08087087004,08,087,087004,169.18,683.67,10.95,0,0,1,2.99,154.25,692.63,3.98,1.99,1,0
08087087005,08,087,087005,229.13,565.19,6.84,0,0.97,1.94,1.94,226.15,550.66,6.83,4.88,2.92,0
08087087006,08,087,087006,401,496,8,2,0,1,0,402,464,12,7,2,0
08087087007,08,087,087007,290.82,353.33,11.05,1,2,1,3.01,279.75,363.37,10.02,2.01,0,0
08087087008,08,087,087008,264,354,2,3,1,4,7,269,333,9,8,1,0
08087087009,08,087,087009,338,414,8,3,0,1,3,325,411,7,3,4,0
08087087010,08,087,087010,282,512,8,1,3,3,3,265,519,7,4,2,0
08087087011,08,087,087011,226.61,766.16,12.1,0,0.03,0.05,0.05,205.66,782.68,7.13,5.1,2.06,0
08087087012,08,087,087012,42.95,217.7,0.98,0,0,1.95,0.98,41.97,213.8,1.95,1.95,0,0
08087087013,08,087,087013,65.12,389.58,1,2,0,0.01,0,63.11,387.57,3.01,0.01,1,0
08087087014,08,087,087014,219.8,408.64,7.99,5.99,0,0,5.99,219.8,407.64,5,4,3,0
08087087015,08,087,087015,226.2,461.38,12.01,1.01,1,4,7.01,208.2,464.38,13,3,5,0
08087087016,08,087,087016,185.56,628.39,6.02,1,0,1,5,200.56,607.35,8.02,2.01,2.01,0
08087087017,08,087,087017,277.94,721.76,12.02,2,2,0.04,3.02,258.92,740.68,9.04,5.04,1,0
08089089001,08,089,089001,352.05,504.06,14,0,2,4,4,344.04,516.06,4,2,0,0
08089089002,08,089,089002,155.64,278.78,4.83,0.03,0,0.02,0.08,146.02,269.24,4.86,0.05,1.92,0
08089089003,08,089,089003,205.56,556.1,9.93,0,0.99,2.98,0.99,194.64,556.1,5.96,3.97,0,0
08089089004,08,089,089004,167.5,405.35,4.38,2.19,0,0.98,5.13,160.26,403.47,7.02,3.17,0.98,0
08089089005,08,089,089005,206.42,171.32,3.56,1.78,0,0,1.79,195.75,164.22,8.9,1.79,0,0
08089089006,08,089,089006,80,360,1,1,0,1,2,75,358,2,0,0,0
08089089007,08,089,089007,173.58,237.42,4.99,0,2,1,2.99,165.6,233.43,8.98,4.99,0,0
08089089008,08,089,089008,290,237,5,1,1,0,3,275,230,11,6,2,0
08089089009,08,089,089009,277.58,264.98,6.09,4.02,1.02,2.05,4.11,269.45,261.05,5.09,6.03,2.03,0
08089089010,08,089,089010,240.23,208.08,6.15,0.99,0.98,2.95,6.89,231.87,211.53,6.15,1.97,2.07,0
08089089011,08,089,089011,187.44,469.9,5.07,1,3.01,2.02,4.01,168.36,473.9,9.04,5.03,2,0
08089089012,08,089,089012,345,326,4,0,1,4,6,335,313,10,7,2,0
08089089013,08,089,089013,293,213,1,0,0,3,6,278,218,7,5,5,0
08089089014,08,089,089014,275.79,446.65,5,2,1,5,8.99,238.81,468.64,11.99,5,7.99,0
08089089015,08,089,089015,155.21,284.35,5,0,0,1,3.01,144.19,280.36,4.01,5,2.01,0
08089089016,08,089,089016,125.14,562.99,3.14,1.97,1.97,3.03,0.07,128.21,547.1,3.11,8.92,0,0
08089089017,08,089,089017,77.78,235.95,5.07,0.01,0.01,1.94,1.93,80.64,232.82,4.06,1.09,0.12,0
08091091001,08,091,091001,316,164,13,6,1,1,1,316,173,10,0,1,0
08091091002,08,091,091002,360,297,5,0,4,0,2,348,291,13,1,1,0
08091091003,08,091,091003,799,432,15,0,0,2,4,768,462,16,2,0,1
08091091004,08,091,091004,228,371,3,0,0,1,0,211,383,7,0,1,0
08091091005,08,091,091005,662,313,10,6,0,3,1,648,313,22,0,1,0
08093093001,08,093,093001,681.68,709.51,38.7,13.89,2.98,2.98,3.97,678.7,718.44,46.64,1.98,3.97,0
08093093002,08,093,093002,524.72,264.91,12.27,3.1,1.02,2.02,2.03,520.7,269.97,18.32,2.01,0.03,0
08093093003,08,093,093003,320.55,563.16,18.96,4,3.99,1,6.97,314.57,579.1,13.01,1.99,7.96,0
