GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREAFUE,G20PREPLAR,G20PRESKEN,G20PREIWES,G20PREIPIE,G20PREOWRI,G20USSDSMI,G20USSRLEW,G20USSMOCO,G20USSCSTE,G20USSOWRI
27001000090,27,001,000090,124,217,0,1,0,0,0,0,0,0,111,201,20,4,0
27001000095,27,001,000095,2,34,0,0,0,0,0,0,0,0,3,28,4,0,0
27001000100,27,001,000100,5,12,0,0,0,0,0,0,0,0,5,12,0,0,0
27001000105,27,001,000105,12,9,0,0,0,0,0,0,0,0,10,10,0,0,0
27001000110,27,001,000110,46.08,81.92,0.07,1.95,0,0,0,0,1.05,0,45.64,75.78,5.45,3.07,0
27001000115,27,001,000115,4,23,0,0,0,0,0,0,0,0,5,21,2,0,0
27001000120,27,001,000120,54.05,82.95,3.01,2,0,0,0,1,2,0,60.02,67.6,8.16,5.08,0
27001000125,27,001,000125,15.6,43.34,0,0,0,0,0,0,0.06,0,14.36,38.4,3.14,1.01,0
27001000130,27,001,000130,30.28,57.73,1.89,0,0,0,0.95,0.95,0,0,29.34,50.16,5.68,4.73,0
27001000132,27,001,000132,17,17,1,0,0,0,0,1,0,0,16,17,3,0,0
27001000135,27,001,000135,83,166,4,0,2,0,0,1,0,0,72,152,15,6,0
27001000140,27,001,000140,30.45,61.88,0,0,0.98,0,0,0,0,0,30.45,52.06,6.88,0,0
27001000145,27,001,000145,255,460,0,1,1,0,0,0,2,1,255,428,28,8,0
27001000150,27,001,000150,29.01,51.47,0.93,0.01,0,0,0,0,0.93,0,23.45,47.72,7.45,1.87,0
27001000155,27,001,000155,9,41,0,0,0,0,0,0,2,0,10,42,1,0,0
27001000160,27,001,000160,25,51,0,0,1,0,0,0,1,0,24,47,4,3,0
27001000165,27,001,000165,22,35,0,0,0,0,0,0,0,0,24,27,4,1,0
27001000170,27,001,000170,12,34,0,0,0,0,0,0,0,1,12,32,1,2,0
27001000175,27,001,000175,340.29,497.33,2.09,4.01,0.03,0,0,2.02,1,1.03,314.37,464.12,43.15,9.09,1.99
27001000180,27,001,000180,64,43,0,0,0,1,0,1,2,0,50,41,14,4,0
27001000185,27,001,000185,93.66,240.1,3.01,3,1,0,0.01,1,0,3,108.57,216.05,8.11,6.02,0
27001000190,27,001,000190,7,18,0,0,0,0,0,2,0,0,8,18,2,0,0
27001000195,27,001,000195,42,68,1,0,0,0,0,1,0,0,43,68,2,1,0
27001000200,27,001,000200,9,19,0,0,0,0,0,0,0,0,6,19,0,0,0
27001000205,27,001,000205,74,135,2,1,0,0,0,0,1,0,66,132,11,4,0
27001000210,27,001,000210,67,134,0,0,2,0,0,0,0,1,62,127,5,4,0
27001000215,27,001,000215,78,130,3,0,0,0,0,0,1,0,75,121,8,4,0
27001000220,27,001,000220,7,23,0,0,0,0,0,0,0,0,7,19,2,1,0
27001000225,27,001,000225,25,59,0,0,0,0,0,0,0,0,26,55,1,2,0
27001000230,27,001,000230,36.63,102.99,1.93,0.04,0.97,0,0,0,0.02,0.97,37.6,95.15,4.93,1.99,0
27001000240,27,001,000240,2.24,20.32,0.01,0,0,0,0,0,1,0,1.26,22.27,0.02,0,0
27001000255,27,001,000255,10.48,18.97,0.01,0.01,0,0,0.01,0,0,0,11.44,16.93,1.07,0.01,0
27001000260,27,001,000260,36.28,56.03,0,0,0,0,0,0.19,0,0,34.56,55.66,2.19,0.09,0
27001000285,27,001,000285,17.72,29.27,0.11,0,0,0,0.05,0.05,0,0,18.66,26.84,0.32,0.27,0
27001000290,27,001,000290,11,34.02,3,0,0,0,0,0,0,0,11.99,23.03,7.99,2,0
27003000005,27,003,000005,760.62,1384.8,21.58,0.06,4.88,0.98,0,4.9,5.85,3.96,691.93,1313.68,113.29,33.43,0.98
27003000010,27,003,000010,714.84,967.78,16.74,6.18,4.44,0.87,0.88,3.52,1.79,4.48,640.82,900.77,125.19,26.48,0.88
27003000015,27,003,000015,865.9,1185.21,35.69,7.51,2.82,0.94,0.94,8.45,1.88,7.51,772.92,1126.04,160.6,28.17,0
27003000020,27,003,000020,743.94,901.13,13.71,7.31,3.66,1.83,0,5.48,2.74,5.48,664.43,830.76,122.47,24.68,0
27003000025,27,003,000025,1053,1374,28,7,8,1,0,7,6,5,933,1361,117,32,2
27003000030,27,003,000030,663.14,1210.23,27,5,1,0,0,7,4,7,590.12,1172.21,118.03,22.01,1
27003000035,27,003,000035,743,1004,24,4,10,0,0,4,4,7,672,954,109,21,2
27003000040,27,003,000040,756,1115,22,6,5,0,0,4,2,5,691,1047,116,23,1
27003000045,27,003,000045,906,1147,20,5,3,0,0,2,10,6,817,1111,118,25,0
27003000050,27,003,000050,1107.72,1309.83,24.09,4.65,2.33,0.17,0.99,1.51,5.21,6.46,989.23,1226.89,152.27,32.06,3.96
27003000105,27,003,000105,502.07,408.73,21.76,4.95,4.98,0,0,1.99,0.02,3.99,409.92,377.94,107.09,31.75,0.01
27003000110,27,003,000110,637.32,542.69,21.92,4,3.02,0,0,3.95,0.98,1.05,556.41,496.13,103.69,30.9,0
27003000115,27,003,000115,762.56,788.65,19.15,3.51,1.5,2,0,3.43,1.56,2.6,660.75,718.6,134.15,30.57,0.01
27003000120,27,003,000120,625.58,521.15,14.78,3.94,6.9,0,0,2.96,1.97,5.91,543.81,486.67,102.46,32.51,0.99
27003000125,27,003,000125,511,519,27,8,3,3,0,8,3,1,442,477,112,34,0
27003000130,27,003,000130,766.97,777.86,28.07,7.47,6.33,0.09,0.09,2.33,0.19,3.41,681.04,702.67,126.33,39.88,1.07
27003000135,27,003,000135,601,600,19,6,3,0,0,1,2,7,486,535,141,41,0
27003000140,27,003,000140,615.57,659.86,22.82,3.67,3.31,0.09,0.09,4.65,6.17,0.62,543.32,591.01,131.16,28.62,1.03
27003000205,27,003,000205,80.98,225.29,1.29,1.07,1.04,0.02,0.01,0.04,0.03,0.01,74.34,188.48,32.93,3.49,0.01
27003000305,27,003,000305,780,593,17,7,4,0,1,4,2,3,682,558,109,34,1
27003000310,27,003,000310,934,708,17,11,4,1,1,6,5,3,822,640,151,40,1
27003000315,27,003,000315,633.54,568.56,26.02,10,4,0,1,3.01,3,5,559.47,514.52,113.1,42.02,1
27003000320,27,003,000320,444.05,454.88,13.78,0.98,0.98,0.98,0,5.91,1.97,3.94,381.04,424.36,84.68,18.71,0
27003000325,27,003,000325,1101.6,1030.18,27.37,9.12,2.1,0.11,0,9.05,4.24,11.15,969.74,961.02,165.01,35.98,0
27003000330,27,003,000330,640.54,619.06,11.32,3.81,1.91,1.83,0,2.79,4.61,4.66,568.42,603.84,63.89,22.57,0.02
27003000335,27,003,000335,584.02,568.98,14.29,2.38,5.04,0.03,0,0.07,1.06,3.05,524.01,497.71,112.38,26.62,1.01
27003000340,27,003,000340,597.5,585.76,20.01,3,5.98,0,0,4.01,3.99,3,508.61,579.63,93.01,19.99,1
27003000405,27,003,000405,702,578,17,8,4,0,0,3,3,5,603,528,131,37,2
27003000410,27,003,000410,669.53,564.46,13.13,4.04,5.04,1,1,3.03,2.05,0.02,597.71,511.1,102,25.19,1
27003000415,27,003,000415,784.36,655.42,16.01,5.03,5.01,0,0,4.01,5.96,2.01,686.08,611.31,120.3,23.08,0
27003000420,27,003,000420,816.11,609.11,14.86,7.92,4.95,0,0,4.95,0.99,2.97,703.2,559.59,134.7,27.73,0
27003000425,27,003,000425,928.56,738.06,16.96,3.99,2.99,0,0,3.99,1.99,2.99,816.86,722.11,102.73,21.94,1.99
27003000430,27,003,000430,751.89,714.51,14.99,3,4.99,0,0,3,1,7.98,667.88,724.44,62.06,21.98,1
27003000435,27,003,000435,596,628,21,3,2,0,0,2,2,3,522,621,61,16,2
27003000440,27,003,000440,1316.16,1354.87,29.18,5.84,3.9,1.94,0,2.92,1.95,6.82,1199.37,1353.93,97.3,31.14,0
27003000505,27,003,000505,804,757,14,9,5,0,0,8,4,7,703,662,164,42,1
27003000510,27,003,000510,764,767,17,10,4,0,0,3,2,6,677,710,120,30,2
27003000515,27,003,000515,820,692,15,5,1,1,0,5,4,4,740,610,117,35,2
27003000520,27,003,000520,875.15,858.21,13.95,6.98,3.99,0,0,1.99,5.98,6.98,762.52,791.43,134.56,40.87,0
27003000525,27,003,000525,774.45,763.67,11.76,5.88,1.96,0.98,0,7.84,1.96,3.92,687.2,718.57,101.95,27.45,0
27003000530,27,003,000530,1809.55,1624.33,38.24,8.12,7.04,0.02,1,10.16,8.04,10.08,1641.8,1606.43,164.05,29.55,2
27003000535,27,003,000535,1561.39,1273.56,32.87,12.17,5.12,0.06,0,6.09,5.06,9.2,1409.9,1229.53,173.91,33.93,1
27003000540,27,003,000540,693.92,667.23,20.97,4.77,0.95,0,0,2.86,1.91,1.91,647.22,664.37,55.28,11.44,0.95
27003000605,27,003,000605,1120.78,1399.05,28.23,10.48,5.04,0,1,5.08,7.12,8.36,1024.06,1329.76,144.01,28.15,0.04
27003000705,27,003,000705,618.86,624.19,17.5,5.17,4.06,0.06,0,1.13,0.19,6.2,540.14,560.89,120.38,32.77,0
27003000710,27,003,000710,1146.09,812.28,27.55,9.89,2.34,0.08,0,5.89,5.06,9.89,1044.5,787.34,123.57,28.08,0.08
27003000805,27,003,000805,1490,371,14,8,2,0,0,3,4,4,1279,346,170,40,0
27003000810,27,003,000810,1048,328,11,8,1,6,0,3,2,8,913,309,117,41,0
27003000815,27,003,000815,986,316,9,1,7,1,2,4,4,8,903,304,76,20,0
27003000820,27,003,000820,1182.16,357.64,9.23,7.24,3.08,0,0,6.07,1.08,5.07,976.96,340.92,138.07,38.21,0.09
27003000825,27,003,000825,1021.01,356,11,1,3,1,0,7,1,8,958.01,343,73,18,2
27003000830,27,003,000830,787.3,354.29,8.03,4.03,2.01,0,0,4.02,0,5.02,704.55,357.24,63.5,12.14,1
27003000835,27,003,000835,835.46,361.07,12.48,5.76,0.96,0.96,0,3.84,4.8,4.8,708.7,329.38,117.16,34.57,0.96
27003000840,27,003,000840,846.62,360.43,10.89,5.94,1.98,1.98,0.99,0.99,2.97,4.95,720.86,315.87,121.79,27.73,0.99
27003000905,27,003,000905,977,1718,33,5,6,0,0,5,7,7,915,1634,142,35,0
27003001005,27,003,001005,1173.76,1114.84,28.54,7.36,4.6,0,0,1.84,3.68,7.36,1069.73,1052.24,144.53,34.06,0
27003001010,27,003,001010,1080,1001,23,9,6,0,0,8,6,3,965,940,158,32,0
27003001015,27,003,001015,937,930,33,7,0,0,0,9,7,5,783,895,154,33,4
27003001020,27,003,001020,649.33,571.63,19.75,2.36,3.85,0,1.73,5.35,0.32,4.96,565.15,508.31,117.07,31.47,0.86
27003001105,27,003,001105,988.35,805.03,14.21,5.04,4.02,0,0.01,2.01,5.04,5.05,892.35,774.34,111.27,25.27,0.04
27003001110,27,003,001110,629,596,17,6,4,0,1,5,2,7,558,559,104,20,0
27003001115,27,003,001115,1037,816,17,6,3,1,1,4,6,4,904,773,141,37,0
27003001120,27,003,001120,579.98,563.52,12.59,5.81,3.87,0,0,4.84,0.97,3.87,499.62,503.49,122,23.24,1.94
27003001125,27,003,001125,869.92,705.53,28.71,2.27,3.54,0,0.27,3.81,6,1.68,740.13,635.45,156.4,46.47,0.14
27003001205,27,003,001205,890.22,797.51,29.12,11.68,3.56,0.05,0,7.68,3.24,5.11,774.1,721.69,158.13,47.13,0.35
27003001210,27,003,001210,830.11,713.5,23.72,6.92,5.93,0,0,5.93,1.98,2.96,704.61,647.29,148.23,43.48,2.96
27003001215,27,003,001215,905.26,662.24,21.82,4.39,2.37,2.98,0,9.1,4.08,6.2,778.9,596.95,148.47,51.02,1.13
27003001220,27,003,001220,900.9,657.81,25.16,8.09,4.08,0.01,1,8.03,2.03,2.02,767.97,596.52,153.11,51.27,2.02
27003001305,27,003,001305,896,799,16,5,3,1,0,4,2,3,780,757,117,49,0
27003001310,27,003,001310,906,790,21,7,3,0,0,6,7,10,804,727,139,40,1
27003001315,27,003,001315,900.24,727.67,11.47,2.13,2.06,1.01,0.01,7.1,1.12,8.17,804.62,666.58,118.96,39.86,2.04
27003001320,27,003,001320,970.81,919.82,29.94,6.35,5.44,0,0,5.45,1.82,11.79,843.78,848.14,167.84,45.37,3.63
27003001405,27,003,001405,811.02,804.48,27.41,8.19,1.13,1,1,0.16,2.03,3.13,702.38,697.51,187,38.76,1.06
27003001410,27,003,001410,905,859,21,4,4,1,0,4,5,5,785,779,168,41,1
27003001415,27,003,001415,619,458,16,5,2,0,1,7,0,1,527,408,129,32,1
27003001420,27,003,001420,498.56,321.21,8.87,4.93,3.94,0.99,0,0,1.97,2.96,394.12,293.62,115.28,16.75,1.97
27003001425,27,003,001425,774.24,576.87,15.42,8.66,7.71,0.98,0,3.94,2.91,2.04,693.85,549.87,97.82,26.53,1.93
27003001505,27,003,001505,733.02,1711.71,30.71,6.93,3.96,1.98,0.99,3.96,2.97,0.99,665.66,1520.52,203.07,51.51,0.99
27003001510,27,003,001510,777.61,1641.34,34.09,9.01,5.02,1.01,1,6.01,6.01,7.03,738.35,1483.88,183.64,33.13,0
27003001515,27,003,001515,737.27,1511.19,24.64,2.13,6,1.99,0.07,4.12,4.16,6.95,665.32,1381.81,179.92,35.83,1.03
27003001605,27,003,001605,820,451,9,5,1,1,0,6,3,5,723,419,109,25,1
27003001610,27,003,001610,758.29,464.14,10,1,6,0,0,2,2,9,649.26,467.12,81.03,24.01,2
27003001615,27,003,001615,1088,443,18,9,4,1,0,5,1,10,952,399,138,39,4
27003001620,27,003,001620,744.11,358.73,7.2,10.74,3.86,0.04,0,2.07,2.11,6.88,635.73,355.51,96.52,20.53,0.99
27003001705,27,003,001705,752.35,417.56,21.27,5.63,3.31,0.01,1.03,0.34,1.14,2.27,649.77,364.81,118.66,25.25,4
27003001710,27,003,001710,590.7,275.06,4.51,1.8,0.9,0.9,1.8,2.71,2.71,4.51,527.57,246.2,68.54,22.55,0
27003001715,27,003,001715,1062.3,514.75,21.73,4.66,0.26,0.08,0.17,5.34,2.34,9.73,939.57,504.98,121.69,29.99,3.04
27003001720,27,003,001720,936,486,15,6,3,1,0,7,3,8,834,503,80,26,0
27003001805,27,003,001805,790.29,431.6,6.16,3,2.99,1,0,4.96,2,4.97,670.16,384.04,130.32,29.71,1
27003001810,27,003,001810,943.43,571.03,22.84,3.97,2.98,0.99,0,3.97,1.99,5.96,828.24,542.23,131.09,21.85,1.99
27003001815,27,003,001815,645.78,238.87,12.41,9.16,4.08,1.01,1.02,6.16,4.1,3.13,532.64,211.05,121.04,26.94,1.06
27003001820,27,003,001820,700.59,384.05,17.8,11.36,6.08,0.08,0.01,8.35,5.11,3.31,601.03,343.73,137.98,26.96,0.01
27003001905,27,003,001905,530.83,886.73,15,5,6,0,0,1,1,4,469.85,800.76,120.96,24.99,3
27003001910,27,003,001910,739.85,1205.79,21.05,8.02,6.01,0,1,2.01,4.02,5.02,671.48,1145.57,112.44,34.13,2
27003001915,27,003,001915,605.07,1333.35,28.15,6.8,2.92,0.97,0,0.01,4.86,4.87,544.85,1251.82,133.98,27.19,0
27003001920,27,003,001920,640.78,1341.02,21.91,6.21,5.08,1.03,1,4.99,7.15,11.14,575.78,1284.37,119.34,28.87,0
27003001925,27,003,001925,507,903,14,1,2,0,0,3,0,12,471,885,47,10,1
27003001930,27,003,001930,621.15,1132.63,19.94,1.99,0,0,0,0,4.99,2.99,548.37,1074.8,108.68,22.93,0
27003002005,27,003,002005,138.53,61.06,2.73,2.73,0.91,0,0,0.91,0.91,0.91,118.48,42.84,26.43,3.65,0.91
27003002105,27,003,002105,528.31,536.22,12.6,12.51,4.5,0.89,0,0,1.79,0.92,452,461.61,115.98,30.55,0.9
27003002205,27,003,002205,569.78,729.48,9.86,2.96,3.94,0,0.99,3.94,2.96,2.96,524.44,667.38,81.82,27.6,0
27003002210,27,003,002210,971.65,1090.19,24.67,8.16,7.08,3,0.01,1.13,6.09,5.09,901.82,1007.27,139.53,31.68,1.02
27003002215,27,003,002215,736.96,787.12,23.1,2.1,2.02,0,0,5.94,2.01,2.04,672.67,749.6,95.96,17.1,1
27003002220,27,003,002220,1245.46,1132.12,30.28,11.57,1,0,0,2.05,2.93,8.7,1105.65,1172.66,99.14,28.25,0.98
27003002225,27,003,002225,626.54,585.13,11.24,2.09,1.02,0,0,2.06,3.04,5.09,567.73,591.91,51.03,16.22,0
27003002230,27,003,002230,1111,1303,29,1,4,0,0,5,8,11,996,1300,109,22,0
27003002235,27,003,002235,1108,1125,27,12,3,0,0,2,7,10,1020,1107,108,29,0
27003002305,27,003,002305,694.37,1490.67,22.02,5,5,0,1,3,8,6,627.34,1367.62,147.07,36.02,3
27003002310,27,003,002310,426.78,771.85,21.25,3.86,0.98,0.01,1.93,3.86,4.83,0.02,389.01,712.73,82.38,28.03,0.97
27003002405,27,003,002405,461.15,1383.23,17.62,6.75,2.88,0,0.96,1.95,0.96,4.83,431.84,1269.63,114.4,27.28,0
27003002410,27,003,002410,296.12,807.77,12.48,1.29,0.15,0,0.04,1.06,0.05,1.2,277.06,760.97,41.23,14.9,0
27003002505,27,003,002505,560,1175,15,3,2,0,0,1,4,3,514,1071,110,25,1
27003002510,27,003,002510,445,1085.11,12.89,5.94,3.96,0,0,0.99,0.99,3.96,393.45,1031.5,85.33,24.78,0
27003002515,27,003,002515,447,1085,26,6,4,1,2,2,2,3,412,1034,78,25,3
27003002520,27,003,002520,321,696,7,2,3,0,0,1,1,3,297,648,54,19,0
27003002605,27,003,002605,1116.87,1564.55,36.92,10.15,6.46,2.77,0.92,6.46,3.69,9.23,1017.19,1437.17,195.68,65.54,0.92
27003002610,27,003,002610,333.37,601.63,6.52,1.97,0.14,0.03,0,1.12,0.17,3.06,316.66,554.37,52.41,14.73,0.03
27003002705,27,003,002705,498,993,9,5,3,1,0,2,2,2,455,918,84,18,0
27003002710,27,003,002710,1073,1771,35,3,7,1,0,6,2,6,984,1632,198,36,0
27003002805,27,003,002805,1374.3,1672.33,35.46,13.08,7.06,1,0,7.08,3.02,3.02,1187.62,1497.36,278.16,83.64,0
27003002810,27,003,002810,466.9,655.86,20,5,4,0,0,3,1,2,406.91,594.87,94.98,23.99,1
27003002905,27,003,002905,779.34,850.44,23.35,2.65,2.65,0,0.01,8.62,3.49,3.56,694.44,793.92,133.57,25.22,0.01
27003002910,27,003,002910,895.79,1208.47,21.25,9.83,9.5,0.23,1.06,3.53,6.22,15.6,807.25,1119.79,161.24,40.56,1.08
27003003005,27,003,003005,751.44,1688.25,32.76,7.33,5.15,0,0,4.12,4.27,3.22,653.31,1501.61,241.89,46.19,1.06
27003003010,27,003,003010,562.71,1330.46,22.47,3.75,0.94,0,0,0.94,3.75,1.87,523.38,1156.31,165.72,36.51,0.94
27003003105,27,003,003105,568.41,430.62,10.57,2.16,2.13,0,0,0.22,2.15,2.12,497.43,421.83,60.13,17.09,1.09
27003003110,27,003,003110,540.36,388.66,10.77,5.39,2.69,0,0,2.69,0.9,1.8,481.11,359.04,86.17,17.05,0
27003003115,27,003,003115,1002.04,698.42,17.46,4.85,3.88,0,0,6.79,4.85,3.88,910.86,643.13,126.1,33.95,2.91
27005000005,27,005,000005,15,46,0,1,0,0,0,0,0,2,16,40,5,1,0
27005000010,27,005,000010,45.51,198.03,1.85,0.91,0.91,0,0,1.83,0,0.01,41.85,173.24,21.11,8.22,0.01
27005000015,27,005,000015,124.93,312.73,4.07,0.09,0.09,0,0,1.15,0,1.94,122.63,285.06,23.43,3.72,0.97
27005000020,27,005,000020,258.63,617.57,8.28,1.84,1.84,0,0,1.84,0.92,2.76,260.47,558.67,44.18,12.89,0.92
27005000025,27,005,000025,30,44,0,0,0,0,0,0,0,0,29,36,8,2,0
27005000030,27,005,000030,51.76,91.29,0,0,0,0,0,0,0.94,0,54.59,79.06,10.35,0,1.88
27005000035,27,005,000035,51,82,0,1,0,0,1,0,0,1,49,77,5,3,0
27005000040,27,005,000040,266.93,492.87,4,1,0,1,0,0,1,3,257.93,455.88,35.99,9,0
27005000045,27,005,000045,49,112,5,0,0,0,0,0,0,0,48,102,11,2,0
27005000050,27,005,000050,272.28,504.06,6.16,1,1.07,0,0.01,1.13,0.07,0.01,257.55,471.11,39.2,7.31,0.07
27005000051,27,005,000051,164.62,403.88,6.58,0.2,1.15,0.1,1.06,0.39,1.15,2.11,158.63,357.73,45.75,10.05,0
27005000052,27,005,000052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27005000055,27,005,000055,785.62,1128.17,30.25,2.42,2.76,1.21,0.93,5.76,2.14,4.66,712.86,1013.73,154.72,35.74,0
27005000065,27,005,000065,432.04,514.65,10.02,1.25,1.88,0.63,0,4.37,0.63,5.62,395.9,465.82,66.87,10.04,0
27005000075,27,005,000075,774.97,1169.28,23.34,2.91,5.82,1.94,0,7.76,1.94,4.85,741.82,1092.42,100.23,23.37,0
27005000082,27,005,000082,40,48,1,0,0,1,0,0,0,0,38,43,7,1,0
27005000085,27,005,000085,347.64,732.59,6.87,0.98,4.91,0,0,4.91,1.96,0.98,345.67,672.69,46.16,12.77,0
27005000090,27,005,000090,36.74,117.17,0,0,0,0.99,0,0,0,0.99,43.69,103.27,3.97,2.98,0.99
27005000095,27,005,000095,36,42,0,0,2,0,0,0,0,0,34,40,5,0,0
27005000100,27,005,000100,132.4,456.35,2.04,3.01,4.01,1,0,5.01,1,0.01,138.41,385.03,57.24,13.07,1
27005000105,27,005,000105,70.52,144.42,2.96,0,0,0,0.01,1.98,0,0.02,70.47,138.45,9.96,1.01,0
27005000110,27,005,000110,44.86,76.76,0,0,0,0,0,0,0,0,41.87,68.78,4.98,3.99,0
27005000115,27,005,000115,125.23,335.16,1.06,0.06,0.05,0,0,0.05,0.01,0.01,129.24,299.44,16.52,2.17,0
27005000120,27,005,000120,117.54,224.58,1.09,1.01,0.06,0,0,0.06,1.03,0.01,122.52,206.79,6.6,4.17,0
27005000125,27,005,000125,379.56,691.24,5.08,1,1,0,0,1.02,5,3.04,374.52,609.7,58.45,16.06,0.02
27005000130,27,005,000130,142.4,224.66,5.06,2.01,1,0,0,2,0,1.01,143.42,192.48,27.12,8.1,0
27005000135,27,005,000135,107.67,205.47,4.94,0.99,0,0,0,0,0,0.99,109.65,191.64,8.89,7.9,0
27005000140,27,005,000140,479.74,817.63,8.81,0.23,0.38,0.13,0,2.72,3.13,4.76,456.79,735.99,66.34,27.8,1
27005000145,27,005,000145,120.01,101.01,0,1,0,0,0,1,0,0,100.01,91.01,21,7,0
27005000150,27,005,000150,34.33,34.01,0.04,0,0,0,0,0,0,0,31.83,26.32,7.65,1.4,0
27005000155,27,005,000155,125.27,398.55,6,2.01,1.01,0,0,2,0.01,0.01,135.28,366.54,16.01,5.01,0
27005000160,27,005,000160,55,41,1,0,0,0,0,2,0,0,48,35,11,2,0
27005000165,27,005,000165,12.14,41.24,0,0,0,0,0,0,1,0,11.13,38.22,1.02,1.01,1
27005000170,27,005,000170,107.33,240.8,1.87,0,0.93,0,0,1.87,0.93,0,111.07,216.53,14,3.73,0.93
27005000175,27,005,000175,56.59,42.93,3.9,0,0,0,0.98,0.98,0,0,51.71,39.03,7.81,3.9,0
27005000180,27,005,000180,53,248,3,1,1,0,0,0,2,0,57,235,6,4,0
27005000185,27,005,000185,38.99,65.99,2,0,0,0,0,0,0,1,37,63.99,2,0,0
27005000190,27,005,000190,53.59,126.67,0.97,1.95,0.97,0,0,0.97,0,0,54.56,111.08,10.72,3.9,0
27005000195,27,005,000195,53,214,3,1,2,0,0,0,0,0,63,187,14,3,0
27005000200,27,005,000200,11,40,0,0,0,0,0,0,0,0,15,33,1,1,0
27005000205,27,005,000205,32.1,176.81,0,0,0,0.01,0,0,0,0.01,36.12,164.79,5.99,2.01,0.01
27005000210,27,005,000210,148.64,187.78,3.1,2,1,0,0.02,0.02,1.06,0,128.7,165.91,25.84,12.1,0.12
27005000215,27,005,000215,65,204,1,2,0,0,0,1,0,0,67,189,11,4,0
27005000220,27,005,000220,49.73,101.46,0,0.99,0.99,0,0,0,0.99,0.99,51.72,99.47,1.99,0.99,0
27005000225,27,005,000225,23,25,0,0,0,0,0,0,0,0,24,24,0,0,0
27005000230,27,005,000230,115.65,106.98,0.96,0,0,0,0,0,0,0,102.16,88.67,17.35,10.6,0
27005000235,27,005,000235,9.06,36.59,0.16,0,0,0,0,0,0,0.08,8.93,36.51,0.2,0.09,0
27005000240,27,005,000240,23.39,126.05,1.9,0,0,0,0,0.04,0,0.92,21.55,125.94,2.02,0.94,0
27007000005,27,007,000005,213.24,56.93,1.72,0,0.17,0.34,0,2.93,0.07,0.21,171.73,55.99,35.07,10.33,0.69
27007000010,27,007,000010,6.4,10.06,0,0.01,0,0,0,0.01,1,0,6.98,10.04,0.36,0.08,0.01
27007000015,27,007,000015,670.82,896.16,22.63,9.73,2.87,0.24,0.12,5.95,3.13,7.12,594.89,861.48,102.81,34.08,0.14
27007000020,27,007,000020,578.55,355.22,28.05,12.02,1.01,2,0,7.01,2.01,2.02,470.38,298.14,147.23,46.08,1
27007000025,27,007,000025,717.36,582.68,16.01,3.29,2.25,1.01,1.01,3.29,1.15,3.39,632.45,524.28,109.45,34.35,1
27007000030,27,007,000030,561.1,508.13,19.28,2.9,0.96,0,1.93,2.9,0.96,2.9,492.67,474.38,84.85,25.07,1.93
27007000032,27,007,000032,80.35,83.07,3,1.09,0,0.27,0.27,1.63,0,1.63,73.26,77.62,13.07,3.54,0
27007000035,27,007,000035,797.8,642.3,27.74,5.64,2.94,1.72,0.86,7.62,4.68,4.41,689.66,605.06,130.67,45.47,0.86
27007000040,27,007,000040,833.64,775.75,17.06,10.02,1.01,0,0,6.01,5.99,5.03,754.54,708.83,121.09,37.04,1
27007000045,27,007,000045,15.95,46.84,0,0,0,0,0,0,0,0,18.94,38.87,1,1.99,0
27007000050,27,007,000050,23.76,43.05,0.01,0,0.98,0,0,0,0.98,0,26.7,41.01,1,0.03,0
27007000055,27,007,000055,109.76,223.04,2.15,1,0.04,0,0,1.07,0.08,0,108.54,182.75,28.66,7.06,0
27007000060,27,007,000060,63.53,139.34,2.35,0,0.12,0.06,0,0.17,0,0,66.24,132.36,6.27,0.52,0
27007000065,27,007,000065,24,80,0,0,0,0,0,0,0,0,23,78,2,1,0
27007000070,27,007,000070,41.51,97.7,1.09,0.04,0.04,0,0,0.04,0.04,0.05,37.19,92.7,7.36,3.08,0
27007000075,27,007,000075,291.75,567.34,6.11,1.67,1.67,0,0,1.8,0.84,2.51,252.11,528.49,64.58,15.57,0
27007000080,27,007,000080,405.58,580.92,4.45,2.24,1.04,0.97,0.97,1.14,2.01,4.08,380.07,561.63,43.58,9.65,0
27007000085,27,007,000085,2.96,8.19,0.04,0.04,0,0,0,0,0.04,0,3.14,7.45,0.26,0.31,0.04
27007000090,27,007,000090,541.34,763.83,16.85,1.28,0.14,1.02,1.01,3.34,1.17,3.31,494.43,728.59,67.11,25.34,0.02
27007000095,27,007,000095,49,165,6,0,1,0,1,0,0,0,51,157,6,5,0
27007000100,27,007,000100,5,8,0,0,0,0,0,0,0,0,5,8,0,0,0
27007000105,27,007,000105,101.23,294.69,3.85,0,0.96,0,0,1.92,1.92,0,95.47,283.98,19.31,1.95,0
27007000110,27,007,000110,21.04,91.81,0.96,0.96,0,0,0,0,0.96,0,24.86,75.55,5.74,6.69,0.96
27007000115,27,007,000115,26,113,2,2,0,0,0,0,0,0,28,106,7,0,0
27007000120,27,007,000120,40.39,79.95,1,0,0,0,0,0,0,0,38.35,79.89,1.01,1.04,0
27007000125,27,007,000125,26.51,55.97,0,0,0,0,0,0,0,0,23.57,52.05,0.98,2.95,0
27007000130,27,007,000130,83,247,4,0,2,1,0,0,0,0,87,225,15,7,0
