GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRNEW,G18USSDKLO,G18USSMSCH,G18USSGOVE,G18USSOWRI,G18GOVRJOH,G18GOVDWAL,G18GOVMWRI,G18GOVLWEL,G18GOVOWRI,G18SOSRHOW,G18SOSDSIM,G18SOSIDEN,G18SOSOWRI,G18AUDRMYH,G18AUDDBLA,G18AUDMFOR,G18AUDLDOC,G18AUDOWRI,G18ATGRWAR,G18ATGDELL,G18ATGMJOH,G18ATGOWRI
27137001001,27,137,001001,6,38,3,0,0,5,37,3,1,0,6,39,0,0,5,36,3,0,0,6,36,3,0
27137001002,27,137,001002,34.1,44.6,1,1.9,0,46.7,29.9,3.8,0.1,0,46,28.6,3.9,0,43.9,28.7,4,1,0,44.9,29.8,4,0
27137001005,27,137,001005,4.9,21.6,0,0,0,6.9,15.7,2,2,0,4.9,16.7,3,0,3.9,15.7,3,3,0,5.9,16.7,3,0
27137001011,27,137,001011,10.2,6.6,0,0,0,12,3.8,0,0.9,0,14.8,1.1,0.9,0,12.9,2.9,0.9,0,0,12.9,2.9,0.9,0
27137001030,27,137,001030,35.3,52.8,2.9,0,0,35.3,50.8,3.9,1,0,38.2,47,2,0,37.2,49.9,2,0,0,38.2,46.9,2,0
27137001035,27,137,001035,66.6,117.3,3.1,0,0,78.6,103.1,1.2,0.1,0,76.6,99.3,1.2,0,76.5,94.2,8.2,1.1,0,82.8,89,12.1,0
27137001040,27,137,001040,257.3,555.6,25.3,4.9,0,299.2,504.9,27.3,3.9,0,299.2,477.6,35.1,0,308,450.3,49.7,13.7,0,319.7,462,42.9,2
27137001045,27,137,001045,276.8,370,29.6,5,0,303.5,338.3,22.7,11.9,2,293.6,314.6,40.5,2,279.8,309.6,52.4,15.8,4,304.6,315.5,40.5,3
27137001050,27,137,001050,155.4,352.8,23.6,5.1,0,172.4,327.6,28.7,8.1,0,170.4,319.9,31.9,1,168.7,297.2,46.2,17.3,0,177,300.5,50.1,0
27137001055,27,137,001055,238.2,434.4,16,1,0,276.2,389.3,19,3,0,279.2,372.3,18,0,269.2,361.3,39,5,0,291.2,362.3,30,0
27137001060,27,137,001060,284.7,474.2,22.9,8,0,318.5,440.4,22.9,7,0,312.6,430.2,27,0,311.6,404.4,53.7,9,2,327.6,399.4,52.7,1
27137001125,27,137,001125,53.1,74.1,2,2,0,55.1,69.1,3,2,1,58.1,65.1,4,1,53.1,60.1,12,5,0,60.1,59.1,10,0
27137001130,27,137,001130,277.4,504,21.6,7.2,0,310.8,453.6,30.5,11.2,0,317.2,423.5,35.7,0,309.4,393.3,58.3,19.6,0,334,402.1,50.7,0
27137001135,27,137,001135,185,196,20,3,0,203,176,21,4,0,213,159,22,0,193,157,35,11,0,211,154,33,0
27137001136,27,137,001136,137.6,210,10.5,3.8,0,159.5,187.1,9.6,3.7,0,153.3,181.9,13.4,0,154.9,164.1,23,9.3,0,165.3,175.2,14.6,0
27137001140,27,137,001140,31,20.9,2,0,0,31.1,17.8,5,0,0,32.1,20.7,0,0,31.1,16.7,6.1,0,0,31.1,18.7,4,0
27137001145,27,137,001145,33,48,4,0,0,41,41,2,1,0,39,36,5,0,40,35,5,2,0,42,37,4,0
27137001150,27,137,001150,122,164.9,5.6,0,0,130.4,151,8.3,2.8,0.9,125.8,150.9,8.3,0,126.7,140.8,13.9,7.4,0,142.4,133.4,15.7,0.9
27137001155,27,137,001155,40,96.9,4,0,0,39,98.9,5,0,0,46.9,91.9,2,0,42,88.9,11,1,0,46.9,86.9,8,0
27137001160,27,137,001160,42.8,50,2,0,0,47.1,43.7,4.1,0,0,49.1,42.7,2.1,0,47,42.7,3.1,1,0,48.1,41.7,4.1,0
27137ZZZZZZ,27,137,ZZZZZZ,12.6,24.9,0.4,0.3,0,14.2,23,0.6,0.2,0,14,22.4,1,0,14.1,21.6,1.4,0.6,0,14.4,21.9,1.3,0
27139000005,27,139,000005,1336.4,1326.4,113.5,22,0,1513.3,1124.5,106.1,34.6,1,1569.6,1021.6,153.1,1,1477.8,1024.6,162.2,61.4,0.2,1582.4,970.3,187.7,1.2
27139000010,27,139,000010,283.3,229.2,9.5,1.5,0,328.2,171.9,16.4,3.8,0,332.4,147.6,24.4,0,330.4,147.7,14.6,14.3,0,350.7,128.5,31.2,2
27139000015,27,139,000015,182.5,111.8,2.8,3.3,0,205.3,87.7,4.4,3.3,0,205,77,10.8,0,200.8,76.3,10.2,6,0,205.8,75.9,12.5,0.2
27139000020,27,139,000020,950.1,650.1,23.9,10,0,1056.8,523.4,32.9,18.9,0,1052.9,493.5,65.8,0,1058.8,447.7,55.8,37.9,0,1086.8,444.7,85.7,1
27139000025,27,139,000025,1633.3,1215.9,33.5,18.7,1,1863.4,958.2,54.1,20.7,1,1894.9,876.6,84.6,0,1865.4,807.7,101.3,62,0,1950,782.2,124,3
27139000037,27,139,000037,1087.8,883.4,53.4,14.6,1,1214.7,743.6,47.7,26.3,0,1247,680.6,76.4,1,1203,651.7,94.3,47.7,0,1282.9,633.3,99.7,1.2
27139000040,27,139,000040,544.2,383.2,17.1,3,1,630.7,292.7,13.2,9.1,1,634.7,276.5,32.3,1,609.7,265.3,37.3,23.2,1,639.9,257.2,41.4,2
27139000045,27,139,000045,259.7,305.3,30.7,9.2,1,303.1,267.8,22.3,10.2,1,301.1,262.4,35.6,3,291.7,246.2,47,15.5,1,316.4,248.1,39.5,1.1
27139000050,27,139,000050,773.1,848.4,45.3,11.1,0,887.6,715.8,48.2,22.1,0,898.5,684.5,69.4,0,881.3,643.2,76.6,36.3,0,930.6,612.2,100.8,2
27139000055,27,139,000055,353.2,338.5,35,8,1,392.8,288.9,40.9,11,1,400.7,289.8,34,0,387.7,261.8,57,20,0,414.7,248.8,62.1,1
27139000060,27,139,000060,394.1,344.7,23,8.8,0,465.4,267.4,25.2,9.7,0,464.1,262.3,31.4,0.2,469.6,237,32.8,16.5,0,488.8,232.4,35.8,0.3
27139000070,27,139,000070,1100.2,789.5,31.6,22.4,1,1257.3,629.4,38.3,17.7,0,1250,608.3,66.6,0,1233.9,570.3,71.7,38.3,0,1290,552.7,85.3,5.8
27139000075,27,139,000075,925.1,992.1,45,12,0,1046,849.2,54,17,0,1073,790.3,81.9,1,1038,758.3,91.9,49,1,1129,694.4,112.9,8
27139000080,27,139,000080,622.6,738.9,16.7,11.4,0,756.8,595.7,16.8,10.4,2,754,557.7,48.8,0.1,738.1,518.2,55.3,38.7,2,783.5,509.4,67.3,2
27139000084,27,139,000084,506.3,632.4,44,13.4,1,596.2,537.7,45.9,13.4,0,599.1,519.5,63.1,1.9,594.3,467.9,75.6,34.4,1,623,468.8,81.3,1
27139000090,27,139,000090,917.8,1111.6,63.8,21.6,1,1053,966,57.7,30.3,0,1098.4,897.3,89.6,1,1053.4,840.7,127.5,55.9,0,1117.7,831.2,132.6,3
27139000091,27,139,000091,1004.6,1031.2,54.5,18.9,0,1139,868.9,68.5,23.8,0,1152.7,828.1,81.6,0,1130,748.8,134.8,48.6,2,1192,747.4,135.9,5.9
27139000092,27,139,000092,950.4,1061.9,34.3,21,0,1141,871.2,35.3,17.2,0,1134.3,825.5,78.2,0,1142,766.4,71.5,44.8,0,1185.8,745.4,99.1,5.7
27139000093,27,139,000093,628.2,707.7,28.3,15.2,1,774.1,561.6,24.3,16.2,0,772,522.8,54,0,774.7,481,49.1,40.8,0,825.7,472.8,57.4,3
27139000094,27,139,000094,459.2,489.8,33.3,5.6,0,532.4,406.5,35.2,9.3,0,537,375,52.8,1.9,526.9,338.9,71.3,22.2,0,556.5,336.1,76.8,0.9
27139000097,27,139,000097,770.5,984.3,38.9,10.1,1,910,831.5,48,9.9,1,934.6,781.2,61.3,1,936.9,704,82,39.4,2,976.6,702.7,96.5,3.3
27139000099,27,139,000099,171.5,116.3,6,1,0,195.8,91,6.1,2,0,200.8,78,8.1,0,190.7,76,15.1,3,0,203.9,73.8,12.1,0
27139000100,27,139,000100,418.3,329.7,14.1,3.1,0,494.3,246.7,13.3,7,0,491.6,236.6,20.1,0,481.2,219.9,28.1,14.9,0.1,493,218.4,38.8,2
27139000105,27,139,000105,524.8,847.5,46.9,13.5,0,618.9,724.6,59.3,25,0.9,630.3,704.7,73.2,1,604.2,659.9,96.9,40.6,0.9,649.2,648.8,110.3,1
27139000110,27,139,000110,542,1003,53,41,0,629,924,54,26,0,641,886,76,1,619,828,111,38,1,656,835,125,1
27139000111,27,139,000111,722,1054,52,16,1,847,910,52,30,0,857,870,85,1,831,804,98,58,1,870,822,113,2
27139000112,27,139,000112,807.8,1314.2,42,22.1,1,993.2,1117.2,51.8,17.3,1,993.4,1049.8,99.8,1,980.2,999.9,97.3,49.4,1.9,1035.8,988.1,112.9,10.8
27139000113,27,139,000113,833.7,1089.2,36.6,14.8,0,984.2,919.9,40.6,27.7,0,972.3,884.3,74.3,0,970.3,823.9,67.3,59.4,0,1016.9,826.8,97,3
27139000114,27,139,000114,675.6,829.7,34.9,7.6,0,801.1,696.5,29,13.9,0,793.5,651.2,68.7,0.1,793.6,602.6,65.3,40.4,0,822.4,624.6,68.9,3.1
27139000116,27,139,000116,692.3,946.9,20.2,8.1,0,803.1,816,26.3,21.2,0,835,753.8,45.4,0,839,693.5,48.5,38.3,1,867.2,705.5,57.6,5
27139000117,27,139,000117,378.2,614.3,15.1,3,0,448.4,533.1,20.1,6,0,451.4,526,23.1,0,454.4,493.9,31.2,16.1,0,469.5,492.9,35.2,5
27139000118,27,139,000118,692.2,1019.1,25.7,15.7,0,849.1,862,25.9,15.6,0,851.9,794.2,55.5,0,842.1,726.9,63,56,0.1,886,745.4,84.2,3.1
27139000119,27,139,000119,605.1,911.9,93.4,22.4,0,712.3,771.6,106.1,36,0,722,764.7,122.7,1,697.7,687.8,169.4,50.6,0,763.9,681,176.2,2
27139000120,27,139,000120,444.9,728.5,52.8,12.7,1,520.2,641.5,52.8,21.5,1,524.1,640.5,57.7,1,498.7,580.9,89,37.2,1,548.6,588.7,90.9,0
27139000125,27,139,000125,332,681,41,10,0,386,616,50,9,0,391,598,46,1,384,531,89,26,0,412,542,90,3
27139000130,27,139,000130,656.1,1134.7,53.2,20.4,1,766,1006.5,59.7,27.1,0.1,778.2,963.8,85.8,1,759.8,899.8,110,52.5,0.1,810.9,915.9,112.8,3
27139000135,27,139,000135,375.3,564,31.1,12.2,0,449.6,492.5,29.2,7.6,0,444.9,472.9,48,0.9,427,438.1,72.5,22.6,0.9,466.5,427.8,70.6,1.9
27139000136,27,139,000136,653.5,1059.9,62.4,23.1,0,795.1,908.5,60.3,22.1,0,810.1,869.4,78.5,0,787.9,802.2,114.6,46.2,0,829.3,810.3,127.5,3
27139000137,27,139,000137,299,576,20,19,0,355,509,28,19,0,359,493,54,0,339,464,55,39,1,370,469,62,6
27139000138,27,139,000138,467,678,66,13,0,556,589,60,20,0,585,549,67,2,571,506,92,32,0,586,503,110,3
27139000145,27,139,000145,494.1,551,19,7,2,596.9,447.2,9,13,1,609.9,397.2,37.9,1,596.9,392.3,21,24,1,623.8,394.3,35.9,3
27139000150,27,139,000150,744,1128,60,23,1,903,947,57,36,0,923,897,91,0,888,846,93,65,0,951,833,127,4
27139000153,27,139,000153,451,615,32,14,0,509,562,17,15,0,514,518,53,0,498,503,53,23,0,552,491,50,0
27139000156,27,139,000156,592.5,832.5,33.4,9.2,0,705,697.9,36.4,17.2,2,701.1,681.5,51.6,1,696,617.2,57.9,37.4,1,731.3,630.4,80.8,1
27139000157,27,139,000157,8,34,4,0,0,9,36,1,0,0,11,33,2,0,11,29,6,0,0,11,27,7,0
27139000158,27,139,000158,67.2,79,1,0,0,76,67.2,4,0,0,72.1,69.1,3,0,70.1,66.2,5.9,3,0,80,56.3,8.9,0
27139000160,27,139,000160,1047.8,784.6,27.4,14.4,0,1214,592.9,40.5,11.8,0,1213.8,566.5,62.3,0,1203.8,527.6,70.1,26.4,0,1272.9,499.8,72,1.1
27141000005,27,141,000005,838.9,543.4,39.8,14.1,2,965.6,416.3,40.8,9.4,4,953.7,404.7,60.1,1,909.9,391.9,79.6,29.8,1,956.1,375.7,85.8,3
27141000010,27,141,000010,992.5,662.2,58,21.3,0,1050.8,599.9,59,21.4,1,1063.5,552.4,88.1,1.9,1027.6,523.4,96.8,43.7,1.9,1086.7,510.8,104.6,4.8
27141000015,27,141,000015,1513.1,740.9,45.2,14.5,3,1607.1,619,46.3,31.4,0,1637.3,569,83.8,1,1581.6,550.4,86,57.8,1,1648.8,536.1,97.2,4.1
27141000020,27,141,000020,559.6,452.1,40.2,5.9,0,610.2,392.4,41.3,10.9,0,605.5,379.1,55.4,0,590.4,355.4,67.3,26.8,0,627,327.2,87.8,3
27141000022,27,141,000022,521.9,436.5,47.7,11.2,2,571.9,379.5,48.5,13.4,1,584.9,350.4,61.3,0,553.9,333.2,75.2,29.8,0,590,326.1,89.2,0
27141000024,27,141,000024,1032.3,829.3,83.7,15.1,0,1109.3,711.6,94,40.3,0,1127.4,697.4,108,0,1082.5,625.9,149.3,67,1,1147.7,627.5,160.6,1.2
27141000025,27,141,000025,688.7,538.3,27.8,11,0,770.5,447.4,39,10.4,0,762.9,429.2,55,1,745,423.1,52.5,21.4,0,790,386.2,73.8,3.2
27141000030,27,141,000030,575.9,313.8,26.8,3,1,630.5,262.1,20.9,6,0,623.5,251.2,36.7,1,606.7,230.3,50.6,13.9,1,645.4,218.4,48.6,1
27141000035,27,141,000035,116,85,7,2,0,128,73,7,1,0,126,72,7,0,120,70,11,6,0,133,58,16,0
27141000040,27,141,000040,530.5,361.1,18.3,2.3,0.9,573.8,307.9,18,12.6,0,571.6,297.5,38,0.1,560.9,289.2,32.3,15.9,0,590.4,263.5,49,1.1
27141000045,27,141,000045,730.9,705.9,39,8.9,0.1,832.5,583.3,36.8,16.6,2,848.1,558.1,51.5,2,814.1,541,70.1,28.1,1.1,871.6,497.9,87.3,2.2
27141000050,27,141,000050,899.5,624.4,31,6.7,0.1,1017,499.6,28.2,15.3,0.1,1014.9,453.1,59.7,0.1,981.4,448.5,62.3,24,0.1,1039.3,426,69.1,1.4
27141000055,27,141,000055,448,454,29,9,1,493,396,32,14,2,510,373,33,3,494,354,50,21,1,514,342,58,3
27141000060,27,141,000060,656.9,614.6,34,15,0,738,521.5,41.1,16,1,743.8,472.6,70.1,1,716.9,456.5,77.1,30,0,775.9,430.5,89.1,2
27141000065,27,141,000065,552.2,464,6.8,6.9,0,642.2,359.4,17.2,10,0,637.2,336.1,39.2,0,623.5,318,38.6,19.6,0,654.5,308.1,46,2
27141000070,27,141,000070,635.4,386.5,32.5,7.4,0,708.6,324.1,22.4,6.5,0,711.3,306.7,25.3,0,690.6,279.3,51.4,13.8,1,724.9,267.1,52.4,3
27141000075,27,141,000075,1022,560,34,10,0,1087,471,40,22,1,1088,435,78,1,1047,417,83,46,0,1114,384,102,2
27141000080,27,141,000080,735,483,21,9,0,803,394,32,16,0,794,383,56,1,778,361,51,29,1,811,337,81,1
27141000085,27,141,000085,15.9,30.8,1,0,0,19.9,26.8,0,0,0,22.8,24.8,0,0,23.8,23.8,0,0,0,22.8,21.8,3,0
27141000090,27,141,000090,187,401,30,9,1,220,368,29,8,0,216,376,27,0,194,344,62,17,0,219,341,62,0
27141000095,27,141,000095,221,387,32,9,0,257,352,27,9,0,255,357,30,0,251,320,51,17,0,253,332,55,0
27141000100,27,141,000100,270.9,643.7,36.9,10.7,0,305.8,596.1,35.9,16.5,1,330.1,575.8,43.7,1,314.6,540.8,55.3,22.3,1,338.9,555.4,51.5,1.9
27141000105,27,141,000105,505.1,221.8,14.2,5,0,533.4,180.5,22.1,7,0,539.4,167.5,29.2,0,519.3,164.3,30.3,17.1,0,548.5,158.2,31.3,0
27141000110,27,141,000110,526.6,366.2,63.4,10.9,1,566.2,321.7,57.4,17.8,0,607.8,282.1,54.4,0,534.5,268.2,100,29.7,1,583,265.3,99,0
27141000111,27,141,000111,633.5,402.2,48.7,13.9,0,708.4,328.8,45,15.2,0,717.7,319.1,43.6,1,671.5,296.3,79,26.3,0,720.9,280,82.4,1
27141000120,27,141,000120,545.1,346.2,19.6,2.8,0,583.5,292.9,23.9,8.2,0,585.9,273.9,40.4,0,568.4,258.4,50.3,21.5,0,593.6,252.3,55.3,3.5
27141000121,27,141,000121,330,245.2,7.4,1.8,0,369.4,195.8,15.4,3.7,0,369.5,183.9,23.7,0,369.1,172.2,13.3,18,0,381.1,161.6,32.8,0.1
27141000122,27,141,000122,479.4,300.6,14,3,0,530.3,240.7,14,10,1,539.3,223.7,27,0,519.3,218.7,30,15,1,552.3,199.8,39,1
27141000125,27,141,000125,894.2,563.9,33.2,5.9,0,1006.6,432.9,33.2,15.6,1,1012.4,407.5,46.9,0,975.3,372.3,66.4,35.2,1,1028.1,366.5,75.2,1
27141000130,27,141,000130,708,681.6,34,12.6,0,834.7,533.7,43.7,21.2,0,848,503.7,61.2,1,817,482.6,67.9,35.7,1.9,861.9,459.8,95,2.9
27141000135,27,141,000135,729,671.3,19,6.3,0.9,844.5,543.1,20.8,11.7,0.9,852.6,492.6,53.2,0.9,830,468.3,58.6,28,0.9,885.1,454.7,65.9,3.6
27141000140,27,141,000140,702.2,756.6,55.5,20.1,0,798,647.7,59.4,25.2,0,820.2,627.2,63.5,1,784,585.9,100.8,35.3,1,828.5,576.5,107,3.1
27141000145,27,141,000145,619.8,642.4,33.5,8.9,0,679,579.3,27.6,17.8,2,691.8,542.8,38.5,1,673,518.1,58.2,20.7,3,714.5,489.5,71,4.9
27141000150,27,141,000150,980.5,569.1,36.4,10.8,1,1085.7,444.5,42.2,21.5,1,1105.2,412.1,65.6,1,1051.4,398.1,75.7,36.2,1,1114.2,373.6,95.2,1
27141000155,27,141,000155,40,14,3,1,0,41,16,1,0,0,41,15,2,0,41,12,3,1,0,44,11,3,0
27143000005,27,143,000005,69.6,68,4.6,3.7,0,95.2,45,1.9,3.7,0,89.8,37.6,15.6,0,93.4,36.6,5.6,7.3,0,97.2,35.7,9.3,0
27143000010,27,143,000010,425.5,427.5,26,4,0,493.4,336.6,31,11,1,510.4,306.6,41,0,506.4,278.6,52.9,16,0,518.4,272.6,65.9,1
27143000015,27,143,000015,133.5,143.5,3,2,0,177.6,91.4,3,7,0,175.6,81.4,16,0,179.6,76.4,12.1,5,0,191.6,71.4,9.1,0
27143000020,27,143,000020,76,43,2,0,0,89,29,1,1,0,89,24,5,0,81,31,2,4,0,89,26,5,0
27143000025,27,143,000025,67,62,5,0,0,84,47,3,1,0,86,38,5,0,83,37,7,1,0,86,35,10,0
27143000030,27,143,000030,73.2,70.5,0.1,2.9,0.9,92.3,49.4,2.9,1.9,0,93.3,39.8,8.7,0,95.2,33.1,7.8,3.8,0,100.9,36,5.9,0
27143000035,27,143,000035,158,109.9,8.2,1.7,0,177.1,94.1,6.6,1.7,0,175.4,85.8,13.2,0,169.6,82.6,14.8,5,0,174.6,80.9,16.5,0.8
27143000040,27,143,000040,377.9,433.5,26.9,4.2,0.1,450.7,353.6,21.1,6.1,0,473.7,303.2,44.3,0,463.8,283.9,57.2,16.2,0,477.1,284,59.1,0
27143000045,27,143,000045,128.1,156.1,11,5,0,160.2,127,11,5,0,171.1,108,17,0,164.2,105,18,7,0,169.2,99,26,0
