GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREACAR,G20PRESLAR,G20USSDDUR,G20USSRCUR,G20USSIWIL,G20USSLMAL,G20USSGBLA
17149002201,17,149,002201,31.02,136.13,0,0,0,0,35.03,124.12,1,0,0
17149002202,17,149,002202,49.98,211.94,1,0,0,0,57.98,197.94,2,1,1
17149002301,17,149,002301,2.2,11.08,0.01,1,0,0.01,5.24,8.99,0.01,0.01,0.02
17149002401,17,149,002401,1,17,1,0,0,0,1,18,0,0,0
1715100EDVL,17,151,00EDVL,87.24,394.68,4.81,1,0,0,116.26,355.76,2.96,1.96,1.96
1715100GOL1,17,151,00GOL1,72.93,286.67,3.19,0.03,0,0,90.57,261.66,4.03,3.14,0
1715100GOL2,17,151,00GOL2,90.93,353.95,0.98,1.96,0,0,104.62,325.6,3.91,1.96,1.96
1715100GOL3,17,151,00GOL3,78,198,0,0,0,0,82,178,2,2,3
1715100JFSN,17,151,00JFSN,29.36,164.27,2.93,0,0,0,33.29,151.56,0,1.95,0
1715100WBST,17,151,00WBST,70.72,307.08,3.87,0.97,0,0,88.15,284.8,0.97,2.91,0
17153000201,17,153,000201,80,268,2,0,0,0,95,247,1,0,1
17153000301,17,153,000301,46,235,1,1,0,0,74,196,3,0,3
17153000401,17,153,000401,100,84,0,0,0,0,111,67,3,0,0
17153000501,17,153,000501,78.22,26.16,1,1,0,0,81.24,22.14,2,0,1
17153000502,17,153,000502,60,94,2,0,1,0,72,75,1,1,0
17153000503,17,153,000503,148,100,1,1,1,0,151,90,1,0,3
17153000601,17,153,000601,77,252,3,1,0,0,112,201,6,3,3
17153000701,17,153,000701,24.19,108.38,1.93,0,0,0,32.9,96.76,0.97,0,0.97
17153000801,17,153,000801,95.57,103.24,5.83,0,0.97,0,112.12,85.71,1.95,2.92,0
17153000901,17,153,000901,76.7,189.92,2.17,2,1.03,0,93.17,172.42,2.06,0.08,0
17153001001,17,153,001001,107.94,236.76,3,1,0,0.04,134.13,211.41,1.04,1,1
17155000101,17,155,000101,89,150,1,0,1,0,96,127,4,5,1
17155000102,17,155,000102,203,228,6,3,1,1,224,195,5,3,1
17155000103,17,155,000103,151.48,254.77,1.97,0.98,1.97,0,173.13,196.73,6.89,3.93,7.87
17155000104,17,155,000104,240.71,268.54,9,3.03,1,1.01,256.8,242.09,10.16,4.04,2.04
17155000201,17,155,000201,100.27,190.23,1.6,2.98,0,0.04,103.05,164.23,10.92,7.97,4.12
17155000202,17,155,000202,128.75,205.09,6.82,1.1,0,0,137.59,182.65,6.29,3.26,4.05
17155000301,17,155,000301,280.12,479.68,5.03,3.04,0.06,0,317.32,397.02,16.08,6.13,6.12
17155000401,17,155,000401,158.6,233.99,1.96,2.94,1.96,0,164.48,218.33,4.9,6.85,1.96
17157000101,17,157,000101,76.32,373.23,7.98,1.99,1,0,109.25,336.32,3,4.98,3.98
17157000301,17,157,000301,35.73,203.83,4.09,1,0.03,0,58.45,177.96,0.03,2.03,1.03
17157000401,17,157,000401,44.79,101.51,1.99,1,0,0,54.74,89.57,0,2.99,0
17157000501,17,157,000501,41,214,1,2,0,0,64,187,2,2,1
17157000601,17,157,000601,79.7,249.35,2.19,3.95,0,0,100.13,218.07,2.02,5.11,1.98
17157000602,17,157,000602,52.43,154.64,1.03,1.01,0,0,75.57,124.47,2.01,0.03,0.01
17157000603,17,157,000603,114.16,318.65,0.99,1.99,0.99,0,148.9,272.99,0,1.99,0.99
17157000604,17,157,000604,113.63,351.66,1.96,1.96,0,0,139.1,304.64,3.92,1.96,3.92
17157000605,17,157,000605,41.24,199.34,4.83,0.08,0,0,57.21,182.82,1.05,3.9,0.1
17157000606,17,157,000606,120,328,3,2,1,0,168,271,0,6,2
17157000607,17,157,000607,85,296,1,1,0,0,113,258,1,5,3
17157000701,17,157,000701,52.69,143.22,0.74,0.74,0,0,67.53,120.22,0.74,2.97,2.23
17157000702,17,157,000702,94,271,2,2,0,0,127,226,4,4,2
17157000801,17,157,000801,113.46,435.71,2.02,0.04,2,0,158.74,373.28,4.04,2.07,1.03
17157000901,17,157,000901,129.76,362.78,0.99,2.97,0,0,158.53,319.15,3.96,4.95,2.97
17157001001,17,157,001001,15,10,0,0,0,0,16,9,0,0,0
17157001101,17,157,001101,99,248,0,2,0,0,128,210,0,2,3
17157001201,17,157,001201,103.63,319.86,2.99,1,1,1,123.56,290.96,1,0,4.98
17157001301,17,157,001301,72.83,362.18,4.99,1,1,0,122.72,308.3,0,4.99,0
17157001401,17,157,001401,82,383,6,2,0,0,124,327,2,4,4
17157001402,17,157,001402,149,507,9,6,2,0,197,456,1,10,6
17157001403,17,157,001403,93.01,365.28,12.99,4,1,0,132.02,331.25,4,4.01,4
17157001404,17,157,001404,264.48,818.79,10.44,4.04,2.04,0,306.18,761.12,7.04,13.08,4.08
17157001501,17,157,001501,38.41,147.68,0.01,1,0.01,0,48.55,135.48,0,0.01,1
17157001601,17,157,001601,107.62,351.7,10.57,0.96,0.96,0,148.94,311.34,0.96,1.92,1.92
17157001701,17,157,001701,124,242,6,5,0,1,141,224,1,6,4
17157001702,17,157,001702,127,279,3,0,0,0,144,257,2,1,0
17157001703,17,157,001703,177.33,349.7,2.97,0,1.98,0.99,206.06,316.02,2.97,3.96,0
17157001704,17,157,001704,144.15,302.51,3,2,0,0,162.21,279.46,2.01,0,2
17157001705,17,157,001705,128,205,1,4,1,0,136,186,6,3,3
17157001706,17,157,001706,137,257.02,8,1,0,0,160.01,223.01,3,5,4
17157001801,17,157,001801,82,313,2,4,0,0,113,267,5,4,2
17157001802,17,157,001802,115,380,3,1,0,0,160,321,4,3,2
17157001803,17,157,001803,109,389,2,2,0,2,156,331,2,3,1
17157001901,17,157,001901,115.31,425.78,4.26,3.26,0,0,160.47,366.78,2.26,8.03,4.77
17157002001,17,157,002001,57.19,191.26,1.05,1.01,0.02,0.01,78.45,170.95,2.03,1.04,0.02
17157002101,17,157,002101,57.07,224.98,2.92,0.01,0.97,0,80.54,196.61,0.97,0.97,1
1715900BONP,17,159,00BONP,28,193,2,1,0,1,33,179,2,1,0
1715900CLAR,17,159,00CLAR,79.01,414.04,3,3,0,1,92.01,389.04,2,5,1
1715900DECK,17,159,00DECK,34,225,1,0,0,0,41,203,1,2,2
1715900DENV,17,159,00DENV,42,193,5,1,0,0,47,178,3,1,0
1715900GERM,17,159,00GERM,45.99,164.96,2,0,0,0,52.99,144.96,1,2,1
1715900MAD1,17,159,00MAD1,34.4,172.9,3,0,0,0.01,31.44,165.8,3,5.01,0.01
1715900MAD2,17,159,00MAD2,38,192,1,1,0,0,39,187,0,1,1
1715900NOB1,17,159,00NOB1,97,272,1,3,1,0,105,256,3,3,3
1715900NOB2,17,159,00NOB2,37.91,267.28,1.94,0.97,0,0,45.68,251.73,0.97,2.92,0.97
1715900OL01,17,159,00OL01,99,204,9,0,2,0,91,201,3,7,1
1715900OL02,17,159,00OL02,97.21,209.61,4.02,1,1,1,105.22,199.58,3.01,6.02,1
1715900OL03,17,159,00OL03,95.87,297.48,9.88,3.95,0.99,0,104.76,279.69,2.96,11.86,4.94
1715900OL04,17,159,00OL04,142.09,440.72,4.06,1.03,0,2,152.32,415.27,3.03,9.08,3.03
1715900OL05,17,159,00OL05,124,364,4,2,0,1,122,350,4,6,3
1715900OL06,17,159,00OL06,112.13,265.52,2.12,1.05,2.01,1,110.24,256.31,3.04,7.14,4.06
1715900OL07,17,159,00OL07,230,584,17,1,1,0,238,567,3,13,3
1715900OL09,17,159,00OL09,129,371,7,1,0,2,131,357,6,6,1
1715900OL10,17,159,00OL10,102.77,300.41,8.89,0.99,0,0,106.72,285.59,2.96,10.87,0
1715900OL11,17,159,00OL11,116.02,365.98,9.09,3.01,0,0,118.06,357.83,1.03,10.11,2
1715900PRE1,17,159,00PRE1,110,412,5,2,0,0,120,396,3,3,2
1715900PRE2,17,159,00PRE2,36,182,0,0,0,0,46,159,3,3,0
17161000101,17,161,000101,179.6,321.28,4.99,1,0,0,177.6,314.29,1,5.99,2.99
17161000201,17,161,000201,407.46,698.58,16.01,3.01,3,0,396.46,695.56,8.01,17.02,2.01
17161000301,17,161,000301,104.2,227.69,5.01,3.08,1,0.99,105.58,219.2,1.46,5.79,1.07
17161000401,17,161,000401,149.9,316.65,9.39,1.12,1,0.12,160.13,299.22,2.16,3.39,3.08
17161000501,17,161,000501,355.51,453.1,10.95,3.98,1,1,357.5,434.18,7.97,13.94,7.97
17161000601,17,161,000601,443.04,561.32,20.03,1.01,0,0,429.04,559.26,4.02,12.04,5.02
17161000602,17,161,000602,328.12,403.68,8.25,7.06,2,0.03,335.37,396.87,4.12,10.22,3.22
17161000603,17,161,000603,238.91,81.21,2.97,2.97,0,0.02,234.02,73.21,3.96,4.96,5.94
17161000604,17,161,000604,220.09,59.79,2.03,2.03,0,3.98,228.98,38.79,2.04,5.04,4.06
17161000605,17,161,000605,284,262,4,0,2,0,275,270,4,3,0
17161000606,17,161,000606,235.36,180.31,4.75,3.8,1.9,0,244.85,156.59,4.75,6.64,2.85
17161000607,17,161,000607,148.97,181.53,3.95,3.95,0,0,151.93,164.76,1.97,5.92,2.96
17161000608,17,161,000608,101.95,111.14,2.76,0,0,0.92,114.81,97.36,0.92,1.84,1.84
17161000609,17,161,000609,116.06,128.88,0.24,1,0,1.08,127.21,115.66,1.08,1.16,1.16
17161000610,17,161,000610,406,252,5,2,0,0,411,243,5,4,2
17161000611,17,161,000611,331.99,195.13,3.29,2.37,2.07,1,331.36,176.25,4.32,11.33,6.28
17161000612,17,161,000612,294.87,240.4,2.82,5.63,0,0,294.87,239.47,3.76,2.82,4.7
17161000613,17,161,000613,199.16,43.67,2.01,0.01,0.01,0,204.16,31.6,1.01,4.04,0.02
17161000614,17,161,000614,434.02,287.73,13.07,4.13,4,2,440.02,280.7,3.09,11.07,4.11
17161000615,17,161,000615,353.6,299.76,15.07,5.06,2.03,1,365.75,279.4,4.07,16.1,8.04
17161000616,17,161,000616,366,332,15,3,2,1,379,302,9,17,3
17161000617,17,161,000617,408.89,395.77,7.8,1.99,0,0.97,416.68,370.35,3.9,6.86,6.82
17161000701,17,161,000701,291,171,1,3,0,0,299,150,2,4,6
17161000702,17,161,000702,350.95,212.97,7,4,0,1,344.95,207.97,2,13,7
17161000703,17,161,000703,211,118,3,1,0,0,203,116,4,1,2
17161000704,17,161,000704,563,477.37,24.66,2.25,2.1,1.04,556.69,485.04,3.48,15.91,2.41
17161000705,17,161,000705,239,186,6,3,1,0,247,165,2,4,7
17161000706,17,161,000706,373,277,21,7,1,0,376,276,5,12,1
17161000707,17,161,000707,427,341,11,10,3,1,425,339,4,7,12
17161000708,17,161,000708,298.17,366.08,8,2,0,0,283.18,375.06,4,9.01,1
17161000709,17,161,000709,445.74,386.32,11.45,1.13,0.99,1.04,430.45,393.41,3.07,13.31,6.31
17161000710,17,161,000710,279,147,9,1,1,2,279,140,5,12,2
17161000711,17,161,000711,460,345,12,3,2,0,449,347,5,9,2
17161000712,17,161,000712,239.24,136.01,5.13,3.02,2.01,1,246.35,134.9,0.02,3.11,1.04
17161000713,17,161,000713,473.77,369.26,11.54,2.87,0.01,0.96,465.08,372.17,1.93,8.68,7.68
17161000714,17,161,000714,262,173,10,2,0,0,265,171,1,9,3
17161000715,17,161,000715,240.52,186.34,1,1,0,0,232.53,183.32,0,3.01,1
17161000716,17,161,000716,349.48,230.66,3,3,0,0,356.47,216.68,1,3.99,2
17161000717,17,161,000717,515.95,330.29,6.14,4.94,1,1.96,512.25,313.42,4.94,10.99,4.99
17161000718,17,161,000718,424.63,290.74,11.99,2,0,1,432.62,270.76,5.99,9.99,6.99
17161000719,17,161,000719,386.26,355.18,14.47,5.09,0.07,2,395.89,340.09,6.18,12.51,7.24
17161000720,17,161,000720,349,259,7,0,0,1,336,262,4,7,3
17161000721,17,161,000721,251,135,2,0,0,0,237,129,4,4,7
17161000722,17,161,000722,359.37,191.32,6.61,1.89,0.94,0,356.56,179.41,4.66,8.43,3.71
17161000723,17,161,000723,219,149,4,3,1,1,222,137,4,4,5
17161000724,17,161,000724,259.66,220.71,5.99,0,2,0,256.66,211.72,3,7.99,0
17161000725,17,161,000725,215,153,5,1,0,0,217,147,3,2,2
17161000726,17,161,000726,204,142,9,3,1,0,198,142,1,5,6
17161000727,17,161,000727,377.76,268.29,11.62,1.94,0.97,0,387.44,258.6,1.94,9.69,3.88
17161000728,17,161,000728,343.04,269.12,10.33,3.06,0.05,0,327.77,277.06,4.13,6.36,2.17
17161000729,17,161,000729,487.7,310.7,20.2,3.85,2.89,0,471.35,306.86,7.7,22.12,10.58
17161000801,17,161,000801,278.11,108.65,2.99,1.99,1,0,271.13,103.67,2.99,3.99,5.98
17161000802,17,161,000802,325.37,154.02,10.23,4.11,0.02,0.02,326.36,136.89,11.08,12.17,4.17
17161000803,17,161,000803,395.59,212.94,12.7,7.81,1.95,0.98,395.59,210.01,3.91,7.81,9.77
17161000804,17,161,000804,406.6,248.86,7.05,3.03,2.01,0,392.6,265.84,2.02,6.03,4.04
17161000805,17,161,000805,341.37,203.36,7.01,5,0,0,341.36,189.36,5,9.01,7
17161000806,17,161,000806,282,127,7,4,2,0,271,123,4,3,10
17161000807,17,161,000807,257,146,7,0,1,0,260,134,3,12,1
17161000808,17,161,000808,291,131,6,7,0,1,286,129,3,8,10
17161000809,17,161,000809,321.85,250.88,11.99,1,1,0,311.86,247.89,5,9,6
17161000810,17,161,000810,320,134,7,5,2,5,315,130,5,13,7
17161000811,17,161,000811,352,180,12,2,0,1,352,169,4,12,6
17161000812,17,161,000812,169,106,4,1,1,1,159,110,5,8,3
17161000813,17,161,000813,349.48,188.42,7.01,2,1,1,331.47,194.43,1,8.01,7.01
17161000814,17,161,000814,135.68,122.81,1.98,0,0.99,0,131.72,120.83,0.99,2.97,3.96
17161000815,17,161,000815,254.49,173.3,5.02,5,0.01,3,254.44,163.28,1.01,9.04,12.04
17161000816,17,161,000816,311,192,14,5,0,3,315,184,4,8,12
17161000817,17,161,000817,273.83,176.89,7.99,3,0,0,262.84,173.89,1,11.99,7
17161000818,17,161,000818,295,229,13,2,2,1,303,206,8,14,6
17161000819,17,161,000819,162,108,3,0,0,2,162,97,0,7,3
17161000820,17,161,000820,302.1,208.99,14.86,4.95,1.98,0,298.14,218.9,3.96,11.89,1.98
17161000901,17,161,000901,220.21,32.85,1.01,0.99,0.01,0.99,218.19,27.9,3.98,2.01,1.99
17161000902,17,161,000902,101.79,9.15,2.99,0.01,0.99,0.01,94.81,13.1,1.02,3.99,1.01
17161000903,17,161,000903,248,34,4,2,1,1,246,32,5,2,4
17161000904,17,161,000904,107,27,0,0,0,0,104,20,5,1,3
17161000905,17,161,000905,277,80,1,3,0,1,260,74,3,10,3
17161000906,17,161,000906,363,102,5,3,1,2,340,109,7,7,11
17161000907,17,161,000907,230,60,2,2,3,3,232,54,3,5,2
17161000908,17,161,000908,189,57,7,1,1,3,179,61,1,5,3
17161000909,17,161,000909,311.07,83.4,7.02,2.01,0,1,295.07,74.37,5.03,7.01,10.02
17161000910,17,161,000910,431,225,10,4,2,4,430,225,3,7,8
17161000911,17,161,000911,117,46,1,0,0,2,111,44,3,4,2
17161000912,17,161,000912,217,116,8,1,0,1,217,110,2,7,3
17161000913,17,161,000913,151,113,9,1,0,0,156,100,4,7,2
17161000914,17,161,000914,244.81,90.95,3.99,2.99,0,1,243.8,83.96,5.98,3,4
17161000915,17,161,000915,337.39,189.15,10.02,2.04,0.01,1,336.4,176.23,4,9.98,7.02
17161001001,17,161,001001,308,97,3,2,1,0,304,89,4,4,3
17161001002,17,161,001002,298,91,1,1,2,1,298,76,3,4,4
17161001003,17,161,001003,505,243,11,5,0,0,466,250,9,10,11
17161001004,17,161,001004,399,275,3,1,1,0,397,256,5,8,3
17161001005,17,161,001005,434.32,246.61,12.24,3.03,3.02,0,423.98,241.76,6.02,12.24,4.08
17161001006,17,161,001006,408.68,233.39,15.76,1.97,0.98,0,387.02,243.24,0.98,15.76,4.92
17161001007,17,161,001007,320,173,8,1,0,0,309,173,4,13,0
17161001008,17,161,001008,390,283,10,2,1,1,389,271,4,13,5
17161001009,17,161,001009,294,152,7,3,0,0,292,145,3,7,5
17161001010,17,161,001010,388,233,6,2,0,2,383,224,7,8,3
17161001011,17,161,001011,364,297,9,1,0,2,352,299,5,9,4
17161001012,17,161,001012,485,365,8,5,2,1,476,370,4,7,6
17161001013,17,161,001013,393,343,17,3,0,3,401,345,2,10,8
17161001014,17,161,001014,388,274,14,3,3,0,371,295,4,12,2
17161001015,17,161,001015,251,132,5,0,1,0,249,122,3,4,7
17161001016,17,161,001016,141,68,3,2,0,0,137,66,3,4,5
17161001101,17,161,001101,193,195,3,2,0,0,202,173,4,6,4
17161001102,17,161,001102,186,179,0,1,4,0,199,158,2,2,1
17161001103,17,161,001103,661.53,682.43,14.4,4.07,4.03,0.03,671.83,652.1,9.1,11.33,8.1
17161001104,17,161,001104,323,413,11,4,0,0,319,406,3,16,5
17161001105,17,161,001105,179,174,6,2,0,0,184,166,2,1,3
17161001106,17,161,001106,304.47,272.57,11.6,1.93,0.97,0.97,313.17,262.9,2.9,9.67,2.9
17161001107,17,161,001107,504,410,12,3,3,1,520,391,5,5,7
17161001201,17,161,001201,286.86,383.5,7.68,5.73,1.92,0,285.92,377.74,4.79,5.76,4.79
17161001202,17,161,001202,219.25,224.38,9.25,6.19,0.06,0,213.22,225.19,4.15,7.19,6.15
17161001203,17,161,001203,617.89,724.12,18.07,1.09,4.02,1,624.86,709.07,8.05,15.05,6.06
17161001301,17,161,001301,223,411,7,3,0,0,234,402,1,4,3
17161001401,17,161,001401,453,730,11,2,0,0,453,714,7,11,2
17161001402,17,161,001402,316,423,11,3,1,1,322,404,8,12,8
17161001501,17,161,001501,155,308,6,1,0,0,159,289,1,6,1
17161001502,17,161,001502,130,227,11,2,0,0,137,215,3,9,1
17161001601,17,161,001601,559,854,18,4,1,2,582,803,5,18,8
17161001701,17,161,001701,132,354,10,2,0,3,134,348,5,8,3
17161001801,17,161,001801,145,296,8,0,0,0,144,289,3,10,2
171630000B1,17,163,0000B1,248,200,11,5,0,0,251,190,3,13,5
171630000B2,17,163,0000B2,527.71,325.77,12.19,10.13,0.01,2.01,524.75,294.33,8.16,18.36,21.08
171630000B3,17,163,0000B3,278.37,240.73,10.45,3.86,0.03,1.93,282.42,231.22,3.17,11.66,6.79
171630000B4,17,163,0000B4,301,219,9,2,1,0,290,214,4,16,6
171630000B5,17,163,0000B5,277.31,211.83,13.15,10.12,0.04,1.04,280.46,199.95,4.27,15.39,13.04
171630000B6,17,163,0000B6,256.48,170.03,3.84,2.88,0.96,0.96,260.32,147.93,6.72,9.61,0.96
171630000B7,17,163,0000B7,231.21,187.14,6,6,1,3,237.21,178.12,2.01,8.01,7
171630000B8,17,163,0000B8,274,197,7,2,0,0,267,192,7,7,0
171630000B9,17,163,0000B9,238.37,167.11,4.1,2.05,0,0,242.03,153.49,2.24,8.38,2.05
171630000E1,17,163,0000E1,81.37,377.08,1.98,3.97,1.98,0,91.29,363.18,0.99,3.97,3.97
17163000B10,17,163,000B10,246.63,121.89,1.9,0.95,0,0,239.97,109.51,4.76,7.62,0.95
17163000B11,17,163,000B11,240,164,5,2,0,0,240,154,1,6,3
17163000B12,17,163,000B12,369.88,127.24,3.04,0.03,0.01,0.01,355.87,127.21,5.05,7.04,4.04
17163000B13,17,163,000B13,477.82,170.94,6,6,3,0,457.83,175.93,10,10,6
17163000B14,17,163,000B14,417.75,241.17,7.51,3.73,1.84,2.69,407.07,239.04,5.8,7.76,5.72
17163000B15,17,163,000B15,325.44,99.5,7.09,4.02,0.02,0.99,320.62,97.87,7.12,3.24,4.1
17163000B16,17,163,000B16,392.02,171.88,5.92,3.93,0.99,0.98,391.02,166.96,6.89,4.95,5.91
17163000B17,17,163,000B17,273.37,203.99,7.98,4.98,0,0,270.46,201.87,1.04,10.95,4.01
17163000B18,17,163,000B18,215.07,166.32,12.07,3.03,0,1.01,214.23,153.02,6.07,13.1,7.06
17163000B19,17,163,000B19,218.78,179.49,8.09,6.11,1.99,0.03,216.65,172.44,3.04,8.18,9.14
17163000B20,17,163,000B20,364.82,205.28,7.17,3.29,3.92,0.08,348.52,204.23,5.04,9.4,10.26
17163000B21,17,163,000B21,266.25,175.31,4.69,3.75,0,0,259.69,170.62,3.75,3.75,6.56
17163000B22,17,163,000B22,628.78,422.16,15.83,3.23,1.95,0.06,612.27,412.7,12.8,13.92,15.9
17163000B23,17,163,000B23,330.34,238.32,10.03,5.04,1.03,0.01,334.13,221.51,7.93,8.24,8.05
17163000B24,17,163,000B24,410.67,303.93,9.93,1.01,0.99,1,406.68,289.05,7.94,16.88,7.96
17163000B25,17,163,000B25,293,227,12,3,0,1,281,229,7,11,7
17163000B26,17,163,000B26,790.71,466.26,30.83,6.49,8.02,2.14,773.08,468.09,12.59,25.15,18.98
17163000B27,17,163,000B27,225.35,146.32,2.35,4.69,0,0,215.18,142.41,7.82,7.04,5.48
17163000B28,17,163,000B28,314.88,274.19,5.26,4.93,0,1.86,314.15,263.86,10.39,7.39,5.13
17163000B29,17,163,000B29,311.37,170.62,7.18,0.28,0,0.09,296.43,176.98,7.47,8.31,1.29
17163000B30,17,163,000B30,236.25,88.51,4.54,4.64,0,0,227.8,85.55,4.86,6.97,5.17
17163000B31,17,163,000B31,347.25,287.13,8.09,6.02,1.01,0.01,326.27,289.91,7.09,10.17,10.08
17163000B32,17,163,000B32,290.45,317.47,4.81,3.85,1.92,0,284.7,317.43,0.97,11.54,5.77
17163000B33,17,163,000B33,292.18,217.94,4.19,8.11,0.99,4.06,295.08,203.62,2.16,10.25,7.25
17163000B34,17,163,000B34,199.25,78.68,1.42,2.97,0.08,1.97,194.89,74.02,2.39,5.14,5.04
17163000B35,17,163,000B35,375.8,585.58,14.89,3.51,0.02,0.08,350.57,607.35,2.7,10.52,8.06
17163000CN1,17,163,000CN1,214,134,4,3,0,1,224,116,0,11,2
17163000CN2,17,163,000CN2,288.38,121.24,0.43,2.19,0,0.21,273.92,115.24,7.34,7.76,2.51
17163000CN3,17,163,000CN3,190,19,2,2,1,1,178,21,6,3,2
17163000CN4,17,163,000CN4,200,19,0,2,0,4,193,13,9,1,4
17163000CN5,17,163,000CN5,242,8,0,2,1,1,234,7,6,0,2
17163000CN6,17,163,000CN6,173.58,10.85,0.99,0,0.99,0,174.56,5.92,2.96,1.97,0
17163000CN7,17,163,000CN7,183.97,126.82,1,1,0,3.01,188.84,123.84,5.09,1.01,2
17163000CN8,17,163,000CN8,134.97,122.97,3,1,1,0,144.97,105.98,1,3,0
17163000CN9,17,163,000CN9,114.11,146.08,3,0,0,1,131.12,119.08,0,3,1
17163000CS1,17,163,000CS1,292.28,452.13,12.3,6.62,0.94,0,315.92,421.85,7.56,10.41,8.52
17163000CS2,17,163,000CS2,679.69,501.78,17.14,9.02,2.02,1,670.61,491.64,2.25,23.11,12.09
17163000CS3,17,163,000CS3,325.96,142.55,4.98,1,1,1,311.01,138.56,2.99,5.98,8.97
17163000CS4,17,163,000CS4,313,227,7,4,1,0,311,217,4,7,7
17163000CS5,17,163,000CS5,528.24,595.46,14.09,6.05,0.01,1,523.42,570.23,7.06,22.08,10.07
17163000CS6,17,163,000CS6,152.11,204.81,2.98,0.99,0,1.99,159.07,185.92,1.99,8.95,6.96
17163000CS7,17,163,000CS7,189,231,6,2,1,1,189,216,5,9,5
17163000CS8,17,163,000CS8,341.7,344.89,8.66,2.89,0,0.01,338.86,327.5,2.89,12.53,7.72
17163000CS9,17,163,000CS9,494.6,306.13,14.01,1.93,1.23,1.23,505.66,285.04,7.62,10.51,9.59
17163000CT1,17,163,000CT1,270.63,9.6,1.87,1.03,0.07,0.94,254.96,5.94,11.41,0.09,4.57
17163000CT2,17,163,000CT2,355.92,62.47,0.99,1.98,0,0.99,352.94,59.49,4.96,0,1.98
17163000CT3,17,163,000CT3,446.16,55.4,0.62,1.1,0.08,0.04,416.74,54.97,18.33,5.26,4.48
17163000CT4,17,163,000CT4,359.22,223.84,8.08,8.94,0,0,353.89,217.11,4.93,10.55,7.48
17163000CT5,17,163,000CT5,424.76,106.87,0.98,0.97,0,2.91,412.1,98.14,7.78,5.83,3.89
17163000CT6,17,163,000CT6,544.05,73.46,2.18,2.53,0.12,1,509.4,71.58,11.79,4.07,8.91
17163000CT7,17,163,000CT7,223.88,5.06,1.01,0.98,0.95,0.98,209.17,3.04,9.84,1.9,1.11
17163000CT8,17,163,000CT8,200.15,124.55,1.01,1.02,0,0.01,203.13,108.53,4.04,4,3.02
17163000CT9,17,163,000CT9,357.62,82.15,0.95,3.81,0.95,0,355.68,70.7,1.94,2.85,6.66
17163000FR1,17,163,000FR1,287.8,710.9,10.18,1.08,1,0.99,289.3,694.35,4.04,9.12,4.16
17163000FR2,17,163,000FR2,320.41,656.05,2.08,3.98,1,0.01,316.45,638.01,5,4.06,8.97
17163000FR3,17,163,000FR3,287.12,618.29,13,6,0,2,288.12,605.29,7,15,4
17163000FY1,17,163,000FY1,72.65,248.31,2.03,0.04,0.02,1.99,88.75,216.22,4.01,2.04,5.02
17163000FY2,17,163,000FY2,91.98,431.61,7.98,1.99,0,0.01,117.96,398.6,4,4.99,2.01
17163000LB1,17,163,000LB1,555,625,37,15,3,2,564,619,4,22,22
17163000LB2,17,163,000LB2,250.02,267.95,13.95,2.99,1,0,247.03,261.98,5.98,12.95,5.98
17163000LB3,17,163,000LB3,63.97,281.01,5.05,0.01,1,0,79.95,263.98,2.02,5.05,1.02
17163000LZ1,17,163,000LZ1,112.95,387.31,6.86,2.28,0.09,0.01,127.31,368.73,6.98,4.6,1.48
17163000ML1,17,163,000ML1,291.96,646.39,10.89,2.97,0.99,0,305.88,618.6,4.96,9.91,3.95
17163000ML2,17,163,000ML2,362.01,833.02,11,4,2,2,386.01,797.02,2,12,5
17163000ML3,17,163,000ML3,117,346,5,4,0,0,131,327,1,3,5
17163000ML4,17,163,000ML4,214.83,432.11,10.36,0.95,0,0.94,219.58,416.99,1.89,10.36,3.76
17163000ML5,17,163,000ML5,282,607.42,9.07,1.02,1.01,0,281.09,599.23,1.03,8.07,6.03
17163000MR1,17,163,000MR1,138.08,506.26,6,2,1,0,161.09,473.24,2.01,8,5
17163000MR2,17,163,000MR2,119,406,7,4,1,2,139,385,1,3,1
17163000MS1,17,163,000MS1,266.99,636,23.95,2,1,0.01,258.98,630.03,4,19.98,7.01
17163000MS2,17,163,000MS2,513.01,750,23.05,5,1,2.99,489.02,752.97,9,29.02,16.99
17163000MS3,17,163,000MS3,498.13,980.36,31.62,4.97,2.96,4.93,498.04,959.65,13.85,28.68,7.95
17163000MS4,17,163,000MS4,374.55,543.02,10.97,7.73,1,0.07,359.23,543.69,7.85,13.8,10.64
17163000NA1,17,163,000NA1,127.39,507.99,7.19,7.02,1.07,1.03,143.97,479.2,2.08,10.19,7.02
17163000NA2,17,163,000NA2,153.87,583.76,5.77,1.92,1.92,0.96,171.18,558.76,1.92,6.73,1.92
17163000OF1,17,163,000OF1,365.55,332.23,8.2,2.07,2.01,0,356.8,326.52,10.17,11.2,3.21
17163000OF2,17,163,000OF2,431.1,345.19,20.34,0.14,0.03,2.06,411.39,339.24,14.23,18.45,3.28
17163000OF3,17,163,000OF3,242.61,286.54,20.97,3,1,0,238.61,277.55,3,15.97,10.98
17163000OF4,17,163,000OF4,160,259,23,1,1,0,162,257,4,16,3
17163000OF5,17,163,000OF5,400.15,300.97,17.25,4.31,0.86,0,381.18,313.05,4.31,13.8,5.17
17163000OF6,17,163,000OF6,297.83,301.91,14.89,1,0.99,0.01,279.01,313.74,4.99,13.91,2
