GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREACAR,G20PRESLAR,G20USSDDUR,G20USSRCUR,G20USSIWIL,G20USSLMAL,G20USSGBLA
17043004003,17,043,004003,295,186,11,1,0,0,260,220,5,3,3
17043004004,17,043,004004,401.48,225.17,16.23,2.13,1.05,0,373.22,242.95,14.43,6.38,4.13
17043004005,17,043,004005,240,213,4,2,0,1,227,207,17,2,4
17043004006,17,043,004006,236.58,143.17,2.45,0.21,1.02,0,215.84,149.76,11.21,0.38,0.25
17043004007,17,043,004007,262.24,249.17,5.57,2.78,1.85,0,233.55,258.41,14.83,8.34,5.56
17043004008,17,043,004008,402.55,221.2,16.94,6.97,1,1.99,385.61,220.21,20.92,9.96,10.96
17043004009,17,043,004009,328.6,238.25,11.75,1.09,0.08,0,315.31,229.2,15.59,10.84,8.67
17043004010,17,043,004010,406.15,317.42,13.8,1.97,0.99,0.99,370.66,322.35,17.74,14.79,6.9
17043004011,17,043,004011,335,173,9,1,1,2,296,207,6,9,4
17043004012,17,043,004012,436.6,263.73,4.63,2.86,0,0.1,393.36,289.04,17.54,6.22,4.18
17043004013,17,043,004013,313.23,162.6,5.99,2.99,0,0,295.27,169.58,3.99,3.99,3.99
17043004014,17,043,004014,242.13,179.36,3.36,1.28,1,0.05,220.11,198.52,11.98,1.56,1.39
17043004015,17,043,004015,395.27,260.2,17,0,1,0,375.22,248.24,25.02,14,4
17043004016,17,043,004016,299.49,204.9,9.06,7.02,0,2,296.44,207.88,7.08,5.04,3.04
17043004017,17,043,004017,315.91,218.53,11.06,4.09,1.02,0.02,305.23,206.78,16.26,9.09,3.19
17043004018,17,043,004018,256,124,3,0,0,0,239,123,15,4,2
17043004019,17,043,004019,245.34,164.98,7.81,1.92,0.11,1.84,221.59,172.35,7.37,8.72,6.5
17043004020,17,043,004020,359.57,221.73,8.99,2,2,0,338.59,225.73,17.98,9.99,4
17043004021,17,043,004021,396.07,238.42,8.76,1.95,0.97,0,369.8,230.64,33.09,11.68,7.79
17043004022,17,043,004022,427.44,230.17,13.87,4.47,2.29,0.09,380.76,266.79,21.94,5.47,3.04
17043004023,17,043,004023,274.37,183.5,8.87,0,1,0,256.49,189.33,8.99,3.99,4.96
17043004024,17,043,004024,403,307,15,1,0,0,385,305,17,13,3
17043004025,17,043,004025,299.08,163.46,5.22,2.01,0.15,0,277.4,179.54,9.52,5.32,2.07
17043004026,17,043,004026,346,177,8,1,2,1,332,173,20,2,6
17043004027,17,043,004027,364.53,202.62,2.91,3.88,0.97,0.97,342.23,217.16,11.63,0.97,2.91
17043004028,17,043,004028,348,189.48,7.1,2.49,2.04,0.01,325.5,186.76,15.09,10.01,10.35
17043004029,17,043,004029,387.59,198.28,13.95,1,0,0,368.66,214.22,8.97,7.97,2.99
17043004030,17,043,004030,344.86,286.02,10.98,2,0,0,320.83,294.17,22.86,4,2.01
17043004031,17,043,004031,392,198,4,3,2,0,345,235,17,6,1
17043004032,17,043,004032,445,163,5,6,1,1,409,179,18,3,9
17043004033,17,043,004033,404.6,218.39,9.75,1.95,0,0,362.68,252.51,14.62,6.82,0.97
17043004034,17,043,004034,319.95,220.52,8.86,1.97,1.97,0,285.49,236.27,21.66,8.86,2.95
17043004035,17,043,004035,270,169,8,4,2,0,250,173,17,9,9
17043004036,17,043,004036,320.04,173.26,9.04,2.73,0.01,0,292.81,176.91,10.9,11.75,9.98
17043004037,17,043,004037,329.43,234.04,9.15,1.17,5,0,300.34,242.48,19.94,11.84,3.15
17043004038,17,043,004038,313.29,211.23,7.45,0.83,0.82,0,290.88,210.43,15.74,8.29,6.63
17043004039,17,043,004039,317,177,6,2,1,0,285,204,8,4,4
17043004040,17,043,004040,329.05,218.63,10.02,2.01,3,0,309.98,225.68,12.02,9.01,3.01
17043004041,17,043,004041,322.44,209.62,6.99,4.99,0,1,313.44,213.61,4.01,4,5.99
17043004042,17,043,004042,514.77,255.96,13.05,4.03,0.01,0,494.42,254.16,21.15,11.06,8.04
17043004043,17,043,004043,275.89,211.92,11,3,0,0,248.9,240.91,8,6,1
17043004044,17,043,004044,279,182,17,4,3,0,263,193,14,8,3
17043004045,17,043,004045,256,151,7,4,0,1,239,157,9,10,4
17043004046,17,043,004046,330.04,201.53,11.68,2.92,0,0,299.86,221.98,12.66,6.82,4.87
17043004047,17,043,004047,342.97,158.17,9.24,2.77,0,0,313.37,183.13,7.41,8.31,0
17043004048,17,043,004048,347,163,8,1,0,0,331,160,16,9,1
17043004049,17,043,004049,271.26,158.17,6.33,1.58,0.79,0,265.73,149.47,13.44,5.54,3.16
17043004050,17,043,004050,228,152,10,2,0,2,209,160,8,6,3
17043004051,17,043,004051,259.64,183.72,4.69,2.81,0.94,0,226.84,202.47,14.06,5.62,3.75
17043004052,17,043,004052,360.9,204.94,7,1,0,0,330.91,217.94,11,2,7
17043004053,17,043,004053,381,163,3,4,0,1,375,138,23,4,5
17043004054,17,043,004054,375.63,207.31,2.84,4.5,0.94,0,374.18,192.14,12.82,2.92,5.59
17043004055,17,043,004055,257,156,4,3,0,0,236,176,8,1,3
17043004056,17,043,004056,270.75,158.85,6.99,1,0,0,253.76,170.84,5,11.99,3
17043004057,17,043,004057,347.68,216.71,5.65,0.94,1.88,0,328.83,224.25,16.96,6.6,0.94
17043004058,17,043,004058,472,300,18,5,0,1,442,304,26,15,8
17043004059,17,043,004059,475.71,262.01,12.83,1.38,1.06,0.13,453.86,276.96,8.77,6.51,1.45
17043004060,17,043,004060,594.04,392.46,14.8,3.66,1.1,1.03,563.46,364.93,40.26,19.63,9.73
17043004061,17,043,004061,220.36,143.95,4.11,0.01,0.01,0,212.03,136.96,12.22,3.12,3.1
17043004062,17,043,004062,229.45,189.25,3.02,3.01,1,0,217.43,192.24,9.02,0.01,4.01
17043004063,17,043,004063,334,194,4,4,0,1,332,191,7,3,4
17043004064,17,043,004064,256.46,153.86,8.09,0.06,0.04,1.95,244.85,161.95,4.52,6.07,3.07
17043004065,17,043,004065,244,83,5,2,0,0,224,80,19,3,3
17043004066,17,043,004066,413.54,200.19,7.33,8.47,1.03,0.05,387.11,218.03,12.97,5.4,6.23
17043004067,17,043,004067,369.31,210.33,8.97,2.24,0.49,0.49,332.18,232.69,19.73,0.97,3.73
17043004068,17,043,004068,174,113,2,1,3,0,160,128,3,2,1
17043004069,17,043,004069,226.09,159.51,1.62,1.55,0.29,0.02,198.79,171.49,18.77,2.93,1.07
17043004070,17,043,004070,256,157,10,0,1,1,243,162,11,3,4
17043004071,17,043,004071,489.43,181.41,3.95,4.2,0.98,0.97,455.29,193.4,12.94,5.24,9.89
17043004072,17,043,004072,333.6,181.34,9.08,2.1,2.03,0.03,312.01,197.72,11.31,6.03,2.08
17043004073,17,043,004073,386.37,74.28,3,7,0,0,359.35,63.27,23.01,9.01,10.01
17043004074,17,043,004074,323,145,3,1,1,1,297,137,26,8,3
17043004075,17,043,004075,306.09,194.54,4.46,6.25,1.78,0,277.54,220.42,10.71,4.46,5.35
17043004076,17,043,004076,270.08,171.66,3.02,2.01,0,1,259.99,164.71,14.03,2.03,3.01
17043004077,17,043,004077,341.04,141.8,0.9,4.49,0,0,320.39,154.36,4.49,1.79,5.38
17043004078,17,043,004078,307.38,149.98,3.81,1.34,2.07,1,285.36,171.19,7.81,2.61,2.4
17043004079,17,043,004079,427,222,12,4,1,0,407,214,18,12,6
17043004080,17,043,004080,289.53,169.25,5.9,1.98,0.08,0.06,258.38,178.84,12.61,8.93,6.86
17043004081,17,043,004081,304.02,228.09,6.15,0.04,0.04,0.04,269.99,254.04,12.19,5.04,1.08
17043004082,17,043,004082,293.41,155.72,1.05,0,0,0,269.34,167.78,6.03,3.03,4.01
17043004083,17,043,004083,289,134,4,2,3,0,271,141,14,7,2
17043004084,17,043,004084,288,175,5,2,0,0,264,193,5,2,6
17043004085,17,043,004085,315,222,11,0,2,0,298,236,15,5,5
17043004086,17,043,004086,266.95,130.2,4.54,4.16,1,1,253.23,123.65,16.43,8.48,4
17043004087,17,043,004087,230.63,148.93,9.38,2,0.05,0.05,207.81,180.16,2.59,6.32,1.11
17043004088,17,043,004088,226,98.99,2.53,2.47,1.65,0,203.43,118.75,3.56,4.97,1.66
17043004089,17,043,004089,480.62,260.79,12.22,7.03,2.02,1.01,439.08,266.85,23.32,18.23,10.12
17043004090,17,043,004090,334,244,15,3,2,0,299,290,4,5,3
17043004091,17,043,004091,362.29,219.99,12.17,5.62,0.94,1.87,335.14,234.04,11.23,7.49,6.55
17043004092,17,043,004092,231.95,139.11,4.74,1.76,0.85,0.66,212.69,147.2,6.63,7.44,4.42
17043004093,17,043,004093,349.81,240.59,9.32,2.33,0.21,0,330.19,249.75,20.76,5.29,0.84
17043004094,17,043,004094,241.6,163.34,5.36,0.16,0.05,0.04,223.76,179.34,5.82,2.41,1.26
17043004095,17,043,004095,271,218,6,5,1,0,253,233,9,5,3
17043004096,17,043,004096,247,169,4,1,0,0,228,187,4,5,2
17043004097,17,043,004097,253.77,129.69,4.27,1.08,1.03,0,245.99,128.48,5.97,3.33,2.24
17043004098,17,043,004098,542.28,277.38,13.44,6.72,1.92,0,498.13,308.09,17.28,11.52,8.64
17043004099,17,043,004099,280,167,12,2,2,0,267,173,6,8,7
17043004100,17,043,004100,301.24,211.48,4.26,4.03,0,0,245.28,253.79,4.15,4.09,8.03
17043004101,17,043,004101,341,248.52,11.44,4.15,1.12,0,333.99,237.27,20.01,11.48,7.41
17043004102,17,043,004102,299.63,224.72,4,3,0,1,276.65,218.73,10.99,9.99,9.99
17043004103,17,043,004103,207.16,133.42,1.34,0.06,0.99,0,197.03,131.44,7.34,3.17,2.05
17043004104,17,043,004104,267.42,184.46,8.83,1.77,0,0,233.88,214.47,6.18,2.65,1.76
17043004105,17,043,004105,351.02,202.04,4.7,0.61,1.15,0,328.77,203.79,12.26,3.56,7.59
17043004106,17,043,004106,203.08,128.96,3.85,0.96,0.96,0.96,177.1,153.02,4.81,0.96,1.93
17043004107,17,043,004107,293,192,7,5,3,0,259,213,16,4,4
17043004108,17,043,004108,301.08,149.74,8.41,1.13,0.93,0.93,280.4,155.72,9.42,7.43,8.32
17043004109,17,043,004109,208.37,139.57,4.91,0.98,0.98,0.98,192.65,145.47,8.85,2.95,3.93
17043004110,17,043,004110,422.03,253.93,5.99,5.99,1,1,409.97,255,14,2.99,5.99
17043004111,17,043,004111,470.21,209.35,11.11,6.51,2,0,437.84,197.79,27.52,14.22,15.62
17043004112,17,043,004112,295.02,149.72,7.97,4.43,2.66,0.89,280.84,155.04,7.97,4.43,9.75
17043004113,17,043,004113,428.84,219.89,8.16,2.22,4.06,0,394.83,245.81,11.38,5.16,10.19
17043004114,17,043,004114,377.74,122.04,7.64,8.07,3.07,1,351.83,123.97,24.34,5.71,11.57
17043004115,17,043,004115,341,234,10,3,1,0,308,261,10,2,5
17043004116,17,043,004116,315.52,148.46,10.86,4.55,0.95,0.02,288.49,164.61,10.86,8.11,5.56
17043004117,17,043,004117,174.76,149.52,8.74,0.97,0,0,142.72,193.21,4.85,2.91,0.97
17043004118,17,043,004118,205.37,140.07,6.62,0,0.95,0.95,173.19,161.84,10.41,5.68,1.89
17043004119,17,043,004119,288,179,3,1,1,0,265,185,14,2,2
17043004120,17,043,004120,290,189,10,2,0,0,254,225,6,7,2
17043004121,17,043,004121,147.69,94.67,3.03,0.76,1.51,1.51,134.82,108.31,2.27,3.03,2.27
17043004122,17,043,004122,248.91,155.94,8,3,0,0,242.91,143.95,11,12,2
17043004123,17,043,004123,179,119,6,1,0,1,176,107,13,3,6
17043004124,17,043,004124,168,106,2,2,3,1,163,102,5,8,4
17043004125,17,043,004125,362.63,220.43,7.51,3.04,0.05,0,338.98,235.4,7.68,4.26,3.15
17043004126,17,043,004126,208,168,6,1,0,0,190,179,8,2,2
17043004127,17,043,004127,145.04,100.58,1.46,1.46,0.73,0,134.11,105.67,4.37,5.1,0
17043004128,17,043,004128,165.93,102.24,1.36,1.09,2,0,155.08,103.77,8.8,2.18,3
17043004129,17,043,004129,176,53,4,1,0,0,166,49,4,5,3
17043005001,17,043,005001,327.51,186.15,11.95,1.99,4.98,0,297.64,221.99,10.95,3.98,2.99
17043005002,17,043,005002,352.69,156.38,4.16,0.83,0,0,316.92,195.48,4.99,4.16,2.5
17043005003,17,043,005003,227.41,195.6,10.81,3.45,11.36,0,178.51,266.41,3.54,4.91,4.54
17043005004,17,043,005004,204.13,242.11,6,1,6,1,175.12,273.12,13,4,3
17043005005,17,043,005005,158.54,209.76,5.36,1.27,0.11,1,154.11,211.69,12.76,4.3,1.14
17043005006,17,043,005006,337.96,152.36,4.62,0.92,1.85,0.92,301.03,181.91,6.46,8.31,1.85
17043005007,17,043,005007,281,221,20,3,2,0,257,263,7,11,4
17043005008,17,043,005008,313.54,212.98,14.06,6.01,5.03,0,296.35,239.28,10.04,6.02,1.04
17043005009,17,043,005009,246.95,146.66,7.21,2.8,0.93,0.83,219.18,177.31,9.21,2.88,2.08
17043005010,17,043,005010,374,174,12,5,0,0,331,224,6,6,2
17043005011,17,043,005011,238.28,169.18,10.33,0.79,0.79,0,215.24,189.83,8.74,3.97,2.38
17043005012,17,043,005012,315.52,138.64,7.52,1.87,0.98,0.95,277.53,167.18,4.84,10.39,6.5
17043005013,17,043,005013,311,172,8,2,1,0,265,215,10,6,1
17043005014,17,043,005014,288,181,8,1,1,0,252,229,6,1,3
17043005015,17,043,005015,303,177,8,2,4,1,266,217,13,3,4
17043005016,17,043,005016,325.77,193.78,10.11,3.44,0.15,0,281.23,242.83,7.35,3.19,7.02
17043005017,17,043,005017,240.97,218.38,3.92,1.96,0,0,231.19,221.33,11.69,1.95,4.87
17043005018,17,043,005018,256.74,252.17,12.67,4.17,2.51,0.83,219.68,285.62,18.52,9.36,4.17
17043005019,17,043,005019,363,201,4,3,4,0,330,225,10,9,10
17043005020,17,043,005020,342,194,13,6,1,0,299,237,12,7,5
17043005021,17,043,005021,271.6,131.53,7.72,0.01,1.92,0,250.24,151.67,6.86,5.8,1.99
17043005022,17,043,005022,308,188,10,5,2,0,274,218,10,7,7
17043005023,17,043,005023,331.5,297.98,3.12,1,6.01,0.01,305.43,304.05,15.17,12.03,4.03
17043005024,17,043,005024,363.03,197.87,12.42,2.42,5.71,0,345.77,217.01,9.99,9.85,0.28
17043005025,17,043,005025,321.57,311.67,7.49,4.18,1.06,0.06,267.6,372.89,10.62,5.18,3.12
17043005026,17,043,005026,484.89,282.19,6.75,7.42,2.84,0,453.17,295.51,20.59,5.55,9.14
17043005027,17,043,005027,338.45,161.65,7.95,2.96,0.99,0,302.84,198.24,7.94,2.98,2.97
17043005028,17,043,005028,231,234,11,4,5,0,207,276,6,4,4
17043005029,17,043,005029,252,187,7,3,1,0,235,195,8,7,5
17043005030,17,043,005030,263,236,5,5,4,0,252,239,10,6,4
17043005031,17,043,005031,186,214,2,4,4,1,183,208,13,5,1
17043005032,17,043,005032,370.4,286.4,9.16,4.58,1.1,0.97,341.78,299.84,13.26,6.73,3.77
17043005033,17,043,005033,198.7,118.82,4.62,1.32,3.3,0,182.2,132.03,5.94,7.92,0.66
17043005034,17,043,005034,318.02,219.02,5.95,5.96,0,0.98,304.04,207.29,15.96,8.92,10.86
17043005035,17,043,005035,319,200,14,4,3,0,305,220,14,3,1
17043005036,17,043,005036,421.37,217.04,11.3,3.03,4.05,0,393.1,234.04,10.49,7.12,9.12
17043005037,17,043,005037,264,337,13,0,2,0,237,355,17,12,5
17043005038,17,043,005038,406.27,215.42,7.99,4.01,2.99,0,385.29,212.38,24.99,10.99,6.01
17043005039,17,043,005039,273,262,9,2,1,0,229,305,7,9,2
17043005040,17,043,005040,343,227,23,2,10,2,304,270,13,16,7
17043005041,17,043,005041,309.23,173.45,4.96,2.97,5.95,1.98,302.29,181.38,6.94,5.95,3.96
17043005042,17,043,005042,303.56,215.58,9.98,4,0.02,0,287.63,223.01,11.2,10.98,4.1
17043005043,17,043,005043,389,239,10,1,0,0,353,269,14,3,2
17043005044,17,043,005044,301.4,152.47,7.28,0.99,1.08,0,269.76,162.33,15.14,6.2,7.01
17043005045,17,043,005045,396,165,15,1,0,0,353,210,6,6,4
17043005046,17,043,005046,244.03,169.02,5,2,1,0,229.03,168.02,18,3,1
17043005047,17,043,005047,284.84,192.05,7.26,1.61,1.61,0.81,282.42,183.17,10.49,6.46,0.81
17043005048,17,043,005048,294.42,224.04,4.66,5.06,0.23,0.04,271.64,220.98,15.72,7.64,7.41
17043005049,17,043,005049,314.83,202.22,8,3.93,3.97,0,284.86,229.11,7.93,4.1,5.95
17043005050,17,043,005050,358.64,271.42,4.88,6.26,0.16,0.1,342.07,271.34,18.43,8.79,4.36
17043005051,17,043,005051,114.59,96.4,8.19,4.55,3.64,0,85.49,114.59,5.46,9.09,5.46
17043005052,17,043,005052,364,195,6,3,0,0,352,213,12,5,0
17043005053,17,043,005053,414.35,125.21,6.03,5.96,0.01,0,412.2,109.49,15.93,4.99,9.94
17043005054,17,043,005054,328.53,249.33,9.8,0.11,1.9,0,304.84,265.4,16.37,6.11,2.13
17043005055,17,043,005055,334.71,289.29,10.86,2.96,0.99,0.99,311.01,316.94,7.9,5.92,4.94
17043005056,17,043,005056,521.72,230.37,10.57,2.13,0.02,2.84,487.82,247.9,15.41,6.69,9.06
17043005057,17,043,005057,299.99,190.35,11.04,2.01,4.02,0.01,260.66,228.61,10.06,12.07,4.02
17043005058,17,043,005058,454,211,7,5,1,0,408,255,18,2,4
17043005059,17,043,005059,386.76,214.87,8,4,3,0,345.79,255.84,7,4,1
17043005060,17,043,005060,210.11,122.02,5.38,1.01,1.71,0.11,193.73,133.27,4.43,5.18,2.34
17043005061,17,043,005061,239.85,259.5,5.9,0.98,1.97,0,212.32,288.01,3.93,3.93,4.91
17043005062,17,043,005062,269.4,166.08,8.09,2.08,0.99,0,252.29,184.14,9.03,3.02,1.02
17043005063,17,043,005063,304.02,244.41,9.94,3.97,2.98,0,287.13,241.43,18.88,10.93,7.95
17043005064,17,043,005064,298.02,165.89,6.75,0.96,1.93,0,271.98,173.6,13.5,10.61,4.82
17043005065,17,043,005065,334.36,228.44,6.61,4.15,0.11,0.11,322.27,235.23,11.61,5.11,6.91
17043005066,17,043,005066,381,217,6,5,0,0,351,232,10,6,3
17043005067,17,043,005067,243.65,163.28,9.88,5.9,0.01,0,226.83,177.18,6.95,2.97,1.97
17043005068,17,043,005068,362.26,204.78,11.93,3.97,0,0.99,328.46,234.57,9.97,4.98,3.98
17043005069,17,043,005069,304.06,141.85,4.86,2.91,0.97,1.94,295.31,137.96,13.6,8.74,2.91
17043005070,17,043,005070,466.13,222.32,7.14,4.16,1.99,0.05,444.34,204.25,15.2,10.16,9.32
17043005071,17,043,005071,242.32,178.26,4.64,0,0.93,0,224.68,195.9,5.57,0.93,0.93
17043005072,17,043,005072,379.9,143.21,1.42,4.85,0.01,0,369.88,117.37,17.33,7.93,6.85
17043005073,17,043,005073,295.6,199.43,4.1,3.03,0.01,0,289.1,197.98,11.06,5.02,3.03
17043005074,17,043,005074,277.43,243.24,2.93,1.95,0.98,0,233.47,277.43,11.72,4.88,1.95
17043005075,17,043,005075,315.65,268.6,4.09,4.94,3.94,0,276.93,312.16,7.07,3.11,3.03
17043005076,17,043,005076,399,187,10,3,3,0,363,219,6,13,10
17043005077,17,043,005077,373.06,256.86,12.44,1.73,4.7,0,331.25,301.72,11.2,5.14,1.45
17043005078,17,043,005078,318.13,123.19,8.32,0.03,0,0.01,299.58,133.48,11.96,4.61,2.77
17043005079,17,043,005079,431.44,363.48,7.52,0.71,2.3,0.27,390.92,385.5,12.6,11.77,3.8
17043005080,17,043,005080,431.77,221.55,9.04,4.03,1.05,0.02,382.71,243.62,15.06,15.05,8.04
17043005081,17,043,005081,281.77,189.78,3.03,2.67,4.47,0.05,267.26,196.88,6.74,5.42,1.94
17043005082,17,043,005082,259.04,169.42,7.05,2.04,0.02,0,240.24,189.04,6.21,4.09,1.04
17043005083,17,043,005083,332.27,230.33,3.92,3.92,0,0,320.5,220.53,14.7,4.9,5.88
17043005084,17,043,005084,301.5,234.2,9.87,5.38,8.97,0,274.58,267.4,10.77,6.28,6.28
17043005085,17,043,005085,315.62,223.07,9.74,4.87,2.92,0,289.31,241.58,14.61,5.84,3.9
17043005086,17,043,005086,339,174,6,2,5,0,333,168,16,8,2
17043005087,17,043,005087,330.92,316.33,12.43,2,1.05,0.05,280.68,369.57,7.63,7.1,2.1
17043005088,17,043,005088,173.93,98.65,5.84,0,0.65,0.65,170.68,101.89,8.44,1.3,1.3
17043005089,17,043,005089,321.5,187.26,5.01,4,1,0,293.47,209.26,11.03,5.01,3.01
17043005090,17,043,005090,360.53,269.65,8.82,2.2,3.15,1.12,323.78,294.3,19.64,7.23,3.63
17043005091,17,043,005091,330.88,301.23,9.63,3.58,3.95,1.03,305.07,340.98,15.74,1.89,1.52
17043005092,17,043,005092,352,246,6,0,0,0,305,277,13,4,5
17043005093,17,043,005093,418.28,202.68,9.29,2.26,0.03,0.01,393.12,205.12,19.6,5.63,6.47
17043005094,17,043,005094,300.26,185.77,8.2,3.11,0.03,0.06,277.73,190.7,15.56,3.31,7.11
17043005095,17,043,005095,417.38,346.44,22.01,1,2,0,329.32,440.49,8.03,13,0
17043005096,17,043,005096,416.59,170.25,11.27,3.03,0.98,0.16,370.26,214.62,9.6,7.15,2.44
17043005097,17,043,005097,292.36,186.95,9.94,2.98,0,0.99,276.45,199.88,9.94,5.97,0.99
17043005098,17,043,005098,247.73,245.23,8.9,2.02,2.98,0,241.72,235.43,13.9,5.96,2.99
17043005099,17,043,005099,304.66,183.04,5.61,2,1.29,0.29,277.21,202.49,9.77,1.58,8.58
17043005100,17,043,005100,361.79,283.81,10.07,2.01,0.01,0,339.61,300.96,6.08,9.07,1.03
17043005101,17,043,005101,339.85,142.79,3.99,3,0.99,0,326.86,137.81,15.95,3,4
17043005102,17,043,005102,223.92,222.45,5.02,0.01,1,0,196.79,237.55,7.04,9.04,1.01
17043005103,17,043,005103,349,192,4,4,0,2,346,174,10,8,3
17043005104,17,043,005104,402.86,178.35,6.69,4.95,0,0,370.51,186.19,14.94,6.36,11.14
17043005105,17,043,005105,234,111,3,2,1,0,211,135,6,3,2
17043005106,17,043,005106,264,273,9,1,0,0,238,298,13,3,0
17043005107,17,043,005107,267,241,9,3,2,1,233,276,14,5,2
17043005108,17,043,005108,299.98,180.11,7.25,1.04,2.07,0,274.02,201.4,14.5,3.39,3.18
17043005109,17,043,005109,229.8,223.37,8.1,1.48,0.9,0.01,208.03,241.4,10.12,7.85,3.86
17043005110,17,043,005110,310.2,181.35,9.54,1.91,3.82,0.95,293.97,186.12,15.27,5.73,4.77
17043005111,17,043,005111,281.93,186.49,6.02,3.01,4.01,2,261.88,197.48,9.06,10.03,8.01
17043005112,17,043,005112,231.36,171.57,5.04,1.03,1.01,0,206.24,191.64,11.08,6.04,0.03
17043005113,17,043,005113,242,112,9,2,0,0,224,137,9,3,1
17043005114,17,043,005114,266,169,5,2,6,0,243,189,7,9,6
17043005115,17,043,005115,260,224,9,1,3,0,229,247,10,8,6
17043005116,17,043,005116,307.75,232.09,3.79,0.94,0.01,0,286.03,249.14,5.64,6.58,0.97
17043005117,17,043,005117,393.63,128.46,12.2,2.12,1.06,0,379.99,110.94,14.44,7.29,6.26
17043005118,17,043,005118,343.94,158.82,10.01,4.62,0.01,0.1,347.63,143.09,12.95,10.56,8.14
17043005119,17,043,005119,165.28,110.26,6.34,1.3,0.04,0.04,168.81,94.71,7.64,5.43,1.6
17043005120,17,043,005120,281.75,129.24,6.19,0.33,1.13,0,274.68,118.47,11.87,7.19,2.36
17043005121,17,043,005121,158.53,63.03,4.77,0.96,1.91,0,147.07,67.81,7.64,3.82,0
17043005122,17,043,005122,251.03,197.09,4.02,2.04,0,0,230.11,200.91,12.07,4.02,2.07
17043005123,17,043,005123,276.17,139.43,12.03,1.13,11.79,0,256.57,156.23,11.68,8.05,2.21
17043005124,17,043,005124,232.85,169.92,6.15,3.19,0.38,0,211.63,187.18,7.77,2.15,4.58
17043005125,17,043,005125,193.97,131.98,1,1,0,0,182.97,136.98,4,0,4
17043005126,17,043,005126,210.15,256.26,8.7,0.18,6.09,0.06,198.48,269.01,9.14,5.56,1.21
17043005127,17,043,005127,182.13,115.35,7.59,1.52,3.04,0,159.36,151.78,4.55,2.28,4.55
17043005128,17,043,005128,262,257,12,2,6,0,236,302,6,8,5
17043005129,17,043,005129,186,125,3,2,6,0,167,146,7,1,3
17043005130,17,043,005130,170.62,196.56,3.99,1,1,1,140.68,218.51,11.97,1,0
17043006001,17,043,006001,314.75,255.17,10.82,0.25,0,0.01,282.45,276.39,12.87,5.3,3.22
17043006002,17,043,006002,346.05,218.86,7.57,0.95,0,0.94,314.81,246.13,13.29,2.89,0.97
17043006003,17,043,006003,282.07,152.42,11.88,1.98,0,0.99,257.33,171.22,12.87,6.93,3.96
17043006004,17,043,006004,213.22,147.1,3.02,0.99,0.09,0.02,179.36,167.74,4.97,5.77,2.95
17043006005,17,043,006005,498.33,249,9.78,2.28,3.91,0.98,451.43,291.02,13.78,7.41,6.44
17043006006,17,043,006006,180,135,10,2,4,0,169,141,10,2,4
17043006007,17,043,006007,369.25,299.09,10.48,4.97,4.03,0.11,342.93,313.53,16.06,6.18,6.36
17043006008,17,043,006008,368.89,213.37,10,0.06,1.95,0.06,344.52,222.75,10.96,8.96,3.06
17043006009,17,043,006009,292.92,170.55,1.93,0.96,0.96,0,251.49,196.57,11.56,5.78,3.85
17043006010,17,043,006010,391,272,8,2,0,0,362,297,4,7,9
17043006011,17,043,006011,342.5,207.97,4.59,4.09,1.14,0.01,300.53,244.96,8.02,3.18,2.17
17043006012,17,043,006012,306.95,207.14,4.43,1.05,0,0.06,288.19,211.87,10.71,5.11,2.03
17043006013,17,043,006013,380.53,206.06,5.67,2.82,0.93,0.95,349.48,223.88,15.95,7.55,1.93
17043006014,17,043,006014,317,171,5,2,4,0,303,173,12,4,5
17043006015,17,043,006015,292.35,218.37,0,1.78,1.78,0.89,279.87,204.11,14.26,3.57,5.35
17043006016,17,043,006016,189.72,180.05,11.42,2.63,0.88,0,165.12,209.03,8.78,5.27,3.51
17043006017,17,043,006017,387,185,5,2,0,0,362,182,17,6,7
17043006018,17,043,006018,305.25,177.31,8.1,4,0,1,286.74,177.18,14.51,9.15,5.08
17043006019,17,043,006019,316.77,146.2,5.85,0.97,2.92,0,290.46,159.85,9.75,5.85,3.9
17043006020,17,043,006020,484.82,208.14,9.77,4.8,4.77,0,459.09,215.33,16.53,12.59,6.81
17043006021,17,043,006021,434,169,6,3,1,0,407,176,10,4,8
17043006022,17,043,006022,345.62,182.21,11.33,1.92,0.04,0,324.8,191.72,11.36,4.73,3.8
17043006023,17,043,006023,334.72,171.83,8.94,3.97,0.99,1.99,317.84,168.85,15.89,6.95,8.94
17043006024,17,043,006024,377.39,160.89,5.96,5.96,0.99,0.99,366.47,160.89,5.96,9.93,8.94
17043006025,17,043,006025,304.76,115.36,3.08,3.06,1,2.03,288.39,114.43,15.19,1.09,6.08
17043006026,17,043,006026,230.23,153.8,2.15,2.03,0.08,0,217.54,168.15,2.25,1.15,2.1
17043006027,17,043,006027,508.61,149.59,9.97,8.98,1,1.99,483.68,153.58,12.96,13.96,10.97
17043006028,17,043,006028,397.57,239.09,12.96,2.05,1.01,2,348.46,275.03,13.25,7.1,3.01
17043006029,17,043,006029,331.89,192.44,7.44,0.93,1.86,0,306.79,205.46,13.02,1.86,1.86
17043006030,17,043,006030,170.97,125.6,3.24,0,0.81,0,148.32,146.61,6.48,3.24,0.81
