GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREIMCM,G16PRECCAS,G16PREASKE,G16USSDDIX,G16USSRSCO,G16USSLBLE,G16USSASCA,G16USSOWRI
45057000016,45,057,000016,555,270,10,1,5,5,0,519,272,12,6,0
45057000017,45,057,000017,265.25,194.09,7.39,3.7,8.32,0,0,275.42,171.9,12.94,1.85,0
45057000018,45,057,000018,489.15,815.92,16.2,4.8,1.04,2.9,3.76,525.78,737.2,19.08,10.48,0.02
45057000019,45,057,000019,63.4,460.19,6.03,1,2.01,2,0,81.48,404.03,10.02,2.02,0
45057000020,45,057,000020,285,572,14,2,5,2,0,324,522,10,11,1
45057000021,45,057,000021,883.45,1248.7,86.04,11,26.02,5.01,4,816.38,1270.77,75.03,15,4
45057000022,45,057,000022,122.05,667.78,9.92,0.99,3.97,0,0.99,145.86,620.15,5.95,4.96,0.99
45057000023,45,057,000023,233.93,239.06,8.33,3.2,2.56,0,0,223.04,247.39,7.05,4.49,0
45057000024,45,057,000024,149,674,8,5,6,1,0,167,585,21,15,0
45057000025,45,057,000025,218,662,6,8,4,0,0,230,573,18,5,0
45057000026,45,057,000026,219.6,419.11,8.39,4.21,4.44,1,1,231.9,402.93,9.69,4.46,0
45057000032,45,057,000032,619.97,1039.45,46.71,3.79,24.19,7.4,0.02,538.4,1112.47,48.59,12.12,4.61
45057000033,45,057,000033,269.8,471.56,32.06,3.91,7.04,3.13,0,232.26,513.01,12.51,7.04,2.35
45057000034,45,057,000034,552,859,58,9,26,4,0,560,839,47,10,1
45057000035,45,057,000035,724.49,1264.83,68.38,10.07,27.45,4.55,1.95,658.89,1305.33,72.44,15.67,1.38
45057000036,45,057,000036,77.65,139.14,4.64,1.08,0.43,0.18,0.07,76.88,136.37,6.05,1.94,0.87
45057000037,45,057,000037,870.92,1373.56,73.55,9.34,30.98,11.58,2.13,736.52,1506.99,50.85,7.26,0.97
45057000038,45,057,000038,692.67,1168.14,51.85,8.81,18.59,7.83,2.94,655.49,1202.38,37.18,8.81,0
45057000039,45,057,000039,342.77,721.86,15.59,3.12,10.88,3.87,0.01,330.52,712.29,15.51,6.92,0
45057000040,45,057,000040,678.11,1272.3,35.08,8.77,17.48,0,1.94,527.59,1377.06,10.87,8.8,0.03
45057000041,45,057,000041,187.88,316.34,11.69,3.54,4.25,1.68,0,173.43,323.66,9.65,3.72,0.65
45059000001,45,059,000001,300,126,2,1,2,3,0,243,137,8,3,1
45059000002,45,059,000002,272.8,43.01,2.05,4.98,0.07,0.04,0.02,242.97,53.83,5.1,5,0.01
45059000003,45,059,000003,273.14,215.72,7.04,1.06,2.22,1.05,1.08,222.53,239.15,13.14,7.02,0.07
45059000004,45,059,000004,403.29,80.07,2.92,1.91,2.01,0.04,3.79,323.14,108.73,7.73,4.78,0.04
45059000005,45,059,000005,334.52,513.29,11.98,3.99,7.99,2,0,259.63,569.2,16.98,2,1
45059000006,45,059,000006,200.77,469.87,8.56,1.91,6.16,4.13,0.01,154.6,499.44,12.84,4.14,3.8
45059000007,45,059,000007,262.3,392.21,6.1,1.06,8.81,2.95,0.15,219.77,410.14,11.2,3.23,2.92
45059000008,45,059,000008,315.26,542.31,14.43,0.09,6.84,4.87,0,262.55,560.58,21.18,4.87,0.19
45059000009,45,059,000009,224.69,560.31,8.96,4.01,8.91,4.95,2.96,204.26,552.76,18.89,7,1
45059000010,45,059,000010,184.98,388.96,1,2,6,2,0,168.98,379.96,7,2,3
45059000011,45,059,000011,214.18,564.94,4.01,4,4.01,2,3.99,202.09,552.04,17,9.99,0
45059000012,45,059,000012,371.16,452.26,14.98,4.97,10.01,4.01,3.98,311.5,469.16,17,5.01,0
45059000013,45,059,000013,395.48,430.45,26.33,4.17,22.08,5.11,1.05,297.47,550.86,12.43,0.4,1.12
45059000014,45,059,000014,286.54,912.07,17.1,10.03,9.07,2.03,0.03,294.13,867.19,24.12,10.03,0
45059000015,45,059,000015,439.16,253.26,8.83,1.98,1.96,3.92,1.96,376.27,272.83,7.87,4.94,2.94
45059000016,45,059,000016,182,288,6,3,2,5,0,145,310,8,2,0
45059000017,45,059,000017,281,720,12,5,11,0,1,220,769,15,7,0
45059000018,45,059,000018,340.97,633.93,18,5,2,6,3,319.97,649.93,12,14,0
45059000019,45,059,000019,180.81,391.56,13.26,4.16,1.13,3.08,1.05,173.56,396.12,2.18,3.28,0
45059000020,45,059,000020,331.19,472.44,9.74,5.84,4.87,2.92,1.95,284.44,455.88,6.82,10.72,0
45059000021,45,059,000021,214.12,891.35,19.38,3.88,7.75,0.97,0,215.09,857.44,35.85,6.78,0
45059000022,45,059,000022,421.53,928.42,28.92,13.05,11.2,8.39,0.01,410.31,923.77,45.7,10.27,3.73
45059000023,45,059,000023,119.78,589.74,14.97,1.18,9.36,0.95,3.5,101.88,594.4,17.11,9.59,2.54
45059000024,45,059,000024,215.6,431.85,8.45,0.14,4.24,8.95,1.02,184.77,438.24,22.4,3.18,0.09
45059000025,45,059,000025,161.24,657.82,9.89,0.99,9.89,4.95,0.99,154.32,659.8,13.85,4.95,0
45059000026,45,059,000026,447,676,8,4,8,5,5,401,675,21,13,0
45059000027,45,059,000027,369,678,11,4,5,2,1,309,696,20,10,0
45059000028,45,059,000028,66.25,421.34,15.54,0.02,0.98,1,0,79.81,389.36,16.53,7.77,0
45059000029,45,059,000029,62,330,11,1,2,3,0,71,315,14,5,0
45059000030,45,059,000030,100.55,614.49,10.07,1.05,0,1,1,107.44,581.53,8.04,2,1
45059000031,45,059,000031,238.71,1182.48,22.14,13.48,7.74,21.16,0,234.94,1173.65,38.54,9.64,0.96
45059000033,45,059,000033,65.34,484.88,5.12,5,11.05,2.03,0,70.97,461.02,19.09,6.07,0.01
45059000034,45,059,000034,567.42,269.6,7.79,5.84,1.95,1.95,0.97,482.74,273.49,12.65,13.63,2.92
45061000001,45,061,000001,103,271,6,4,3,0,0,106,246,10,5,0
45061000002,45,061,000002,146,300,6,1,1,0,2,150,279,8,7,0
45061000003,45,061,000003,321,67,2,0,2,0,0,309,70,3,0,0
45061000004,45,061,000004,392,66,6,2,3,2,0,372,67,4,3,0
45061000005,45,061,000005,285.01,210.93,5.89,3.9,5.82,0,2.88,250.97,222.54,6.09,3.84,0
45061000006,45,061,000006,516,121,1,2,3,2,0,483,125,5,7,0
45061000007,45,061,000007,99.11,135.64,1.93,0.97,0.99,0,0.03,92.22,123.64,4.73,0.04,0
45061000008,45,061,000008,216.15,107.58,4.98,0,0,0,1,224.12,94.63,2.99,3.98,0
45061000009,45,061,000009,352,27,3,1,1,0,0,336,36,2,1,0
45061000010,45,061,000010,138,122,0,0,1,2,1,139,115,1,0,0
45061000011,45,061,000011,165,255,5,0,0,0,0,163,235,5,7,0
45061000012,45,061,000012,484,70,3,0,1,3,0,476,73,4,1,0
45061000013,45,061,000013,330.88,121.43,3.18,2.12,3.18,3,1.09,321.81,113.83,3.18,1.12,0
45061000014,45,061,000014,153.57,29.28,2.01,0,0,1,0,155.59,35.25,0.01,0.01,0
45061000015,45,061,000015,150,151,1,1,3,2,0,143,143,5,5,0
45061000016,45,061,000016,166,190,1,0,1,0,1,154,180,2,4,0
45061000017,45,061,000017,223,60,0,0,1,0,1,208,69,0,1,0
45061000018,45,061,000018,343,137,0,1,3,6,1,336,137,5,2,0
45061000019,45,061,000019,406,155,9,0,0,0,0,377,164,6,3,2
45061000020,45,061,000020,51,101,1,3,0,0,0,45,100,1,0,0
45061000021,45,061,000021,63,76,0,0,0,1,0,63,69,5,0,0
45061000024,45,061,000024,95,29,1,0,0,3,0,93,29,2,1,0
45063000001,45,063,000001,770,626,12,5,6,5,2,687,656,24,8,0
45063000002,45,063,000002,191.24,740.31,8.09,7.04,10.05,0.02,4.02,172.14,743.66,19.3,6.18,1.02
45063000003,45,063,000003,248.25,1175.5,48.08,10.79,30.42,1.96,4.91,169.75,1301.1,19.62,12.76,3.92
45063000004,45,063,000004,281.99,1081.97,57,8,24,7,2,198.99,1218.97,33,10,3
45063000005,45,063,000005,354.93,645.06,37.89,7.98,19.94,3.99,1.99,304.09,701.89,36.89,4.99,1
45063000006,45,063,000006,214,1327,46,2,19,0,3,167,1382,29,13,0
45063000007,45,063,000007,208.34,1240.24,31.43,4.61,17.92,4,4.1,204.13,1220.17,45.66,13.82,4.1
45063000008,45,063,000008,205.34,1098.79,28.02,6.02,21.02,7.01,2,215.33,1070.71,31.09,18.02,3
45063000009,45,063,000009,538.86,531.73,45.4,19.57,21.92,2.96,0.17,494.92,598.02,29.44,8.79,4.35
45063000010,45,063,000010,202,1229,36,9,16,4,1,188,1244,34,12,0
45063000011,45,063,000011,169.66,677.76,12.57,5.39,8.08,0,0.9,167.87,650.83,23.34,7.18,0.9
45063000012,45,063,000012,608,943,34,7,5,4,2,567,957,28,12,1
45063000013,45,063,000013,278,1077,30,9,14,4,0,244,1061,51,12,3
45063000014,45,063,000014,351,1077,37,14,20,0,6,305,1092,47,24,4
45063000015,45,063,000015,258,1300,41,9,21,4,0,231,1336,33,12,1
45063000016,45,063,000016,212.48,1128.75,37.21,3.05,14.11,11.01,1.02,209.31,1122.89,51.24,6.05,1
45063000017,45,063,000017,192,481,17,4,10,5,2,196,452,24,6,1
45063000018,45,063,000018,491.25,1456.96,49.42,13.84,31.63,11.86,4.94,448.75,1450.04,74.13,22.73,8.9
45063000019,45,063,000019,517.52,1658.25,71.79,18.95,38.89,4.99,6.98,458.69,1709.11,82.76,17.95,1
45063000020,45,063,000020,208.76,772.69,7.91,3.96,4.95,1.98,1.98,198.86,712.34,27.7,16.82,1.98
45063000021,45,063,000021,425.87,771.51,56.84,15.24,13.46,2.08,4.02,332.26,888.46,35.54,8.19,1
45063000022,45,063,000022,123,762,14,9,7,3,0,128,720,27,11,1
45063000023,45,063,000023,116,454,9,0,8,5,1,117,438,15,7,0
45063000024,45,063,000024,397,523,19,6,2,2,2,372,526,18,7,0
45063000025,45,063,000025,200,446,12,4,6,2,0,186,447,19,4,1
45063000026,45,063,000026,147,712,17,7,6,1,5,147,691,29,12,1
45063000027,45,063,000027,324.21,891.08,8.95,2.98,9.95,4.97,4.97,334.15,805.55,44.75,20.88,0.99
45063000028,45,063,000028,526.04,1475.24,60,5,13.01,11,3,428.03,1556.25,50,13,1
45063000029,45,063,000029,233.9,327.45,26.48,5.3,15.89,2.65,1.77,202.12,374.23,18.54,1.77,0
45063000030,45,063,000030,325.52,776.4,45.67,13.6,21.38,3.89,0.97,238.07,875.51,30.12,10.69,0
45063000031,45,063,000031,540.5,967.38,37.16,16.05,19.06,7.02,6,454.14,1047.54,37.25,18.03,2.99
45063000032,45,063,000032,303.07,770.85,34.4,7.73,14.83,2.87,2,257.83,809.76,41.2,8.35,2.29
45063000033,45,063,000033,447.76,1107.84,65.12,18.66,31.5,5.9,4.91,346.28,1264.4,39.46,12.79,2.94
45063000034,45,063,000034,365.79,714.23,26.93,11.36,18.28,8.41,2.08,323.25,762.43,23.76,4.44,4.1
45063000035,45,063,000035,471.32,405.94,57.52,16.14,12.21,4.05,4.02,375.32,524.9,35.5,15.11,0
45063000036,45,063,000036,671.67,423.22,31.07,11.07,13.9,5.04,1.98,601.68,471.57,39.73,9.94,0.04
45063000037,45,063,000037,213.92,326.91,22.67,7.11,12.18,0.04,0.04,163.96,375.92,16.48,2.17,1.01
45063000038,45,063,000038,1376.31,413.09,23.83,10.92,8.94,5.96,0,1264.1,475.65,31.78,9.93,0.99
45063000039,45,063,000039,228,954,21,8,5,2,2,208,936,36,11,1
45063000040,45,063,000040,553.71,788.56,38.43,9.68,16.08,2.35,2.23,499.62,819.72,25.4,12.2,2.99
45063000041,45,063,000041,504.14,563.57,46.55,10.9,23.77,5.94,0,451.65,644.79,36.65,11.89,0.99
45063000042,45,063,000042,349.07,1005.94,56.11,7.02,21.06,4.01,4.01,282.91,1076.11,47.11,13.01,4
45063000043,45,063,000043,220.39,596.1,35.86,8,9,2.01,1.02,192.27,628.17,26.93,6.02,1
45063000044,45,063,000044,256.91,225.92,20,9,5,3,0,209.92,265.91,21.99,4,2
45063000045,45,063,000045,383,85,7,4,0,0,1,352,92,7,5,2
45063000046,45,063,000046,136.58,285.3,22.38,3.91,7.8,0.97,0,102.45,332.99,13.64,1.95,0
45063000047,45,063,000047,396.71,634.14,30.93,7.97,20.83,5.94,1.02,371.52,661.05,30.88,1.12,4.95
45063000048,45,063,000048,578.26,658.3,40.48,19.27,28.91,5.78,1.93,494.41,773,30.84,6.75,3.86
45063000049,45,063,000049,548.53,393.1,36.38,15.85,19.41,9.55,1.86,486.91,479.78,25.31,8.09,3.24
45063000050,45,063,000050,623.39,826.08,45.09,15.09,41.01,5.01,4.03,507.75,978.53,41.11,12.09,0.01
45063000051,45,063,000051,569.78,459.37,33.52,11.83,11.83,1.97,0.99,481.06,544.15,29.57,5.91,0.99
45063000052,45,063,000052,576.87,353.23,30.03,19.03,16.02,5,2,520.77,444.33,24.02,4.01,2
45063000053,45,063,000053,312,859,34,10,17,4,8,247,944,28,12,0
45063000054,45,063,000054,678.93,825.85,39.13,13.88,39.3,7.14,0.21,523.75,1010.84,28.95,7.94,5.42
45063000055,45,063,000055,301.59,538.41,29.86,5.8,7.87,1.98,3.81,254.7,562.52,27.01,13.32,1.01
45063000056,45,063,000056,207.08,698.29,22.15,5.78,12.52,3.85,1.93,181.07,723.33,22.15,6.74,1.93
45063000057,45,063,000057,484,771,63,11,20,6,0,378,897,40,8,1
45063000058,45,063,000058,735.92,456.43,28.14,23.14,19.05,5.01,5.03,646.16,567.01,34.13,12.1,1.01
45063000059,45,063,000059,359,1130,53,10,23,5,4,254,1263,36,6,0
45063000060,45,063,000060,510.82,846.84,42.53,18.73,16.09,4.22,1.07,419.65,946.16,38.16,13.25,0.15
45063000061,45,063,000061,418.9,1712.51,66.82,1.99,33.91,1.99,5.98,278.27,1869.1,42.89,6.98,0
45063000062,45,063,000062,479,580,44,10,27,2,4,373,702,31,6,2
45063000063,45,063,000063,228,1186,49,8,22,4,4,149,1290,36,11,3
45063000064,45,063,000064,413,1281,75,10,46,6,1,315,1452,41,8,0
45063000065,45,063,000065,364,1090,50,16,14,2,4,324,1111,59,14,1
45063000066,45,063,000066,282.62,581.4,39.1,6.01,34.03,5,1,204.5,691.57,28.06,7.01,1
45063000067,45,063,000067,393,852,37,11,18,5,1,350,885,47,7,2
45063000068,45,063,000068,300.75,1337.5,49.92,7.21,30.58,2.04,7.09,186.25,1462.9,38.38,12.24,0.08
45063000069,45,063,000069,133.47,710.18,8.96,5.98,6.97,2.99,1,130.48,677.31,36.85,7.97,0
45063000070,45,063,000070,368,1089,56,8,44,7,1,249,1255,33,11,3
45063000071,45,063,000071,591.62,1337.76,90.79,11.32,30.47,4.1,3.08,476.22,1500.03,54.48,12.19,1.06
45063000072,45,063,000072,193,665,50,3,24,2,1,129,775,23,5,0
45063000073,45,063,000073,325.09,835.88,53.2,10.26,28.76,4.2,0.09,272.99,929.22,41.06,4.33,2.07
45063000074,45,063,000074,165.06,350.99,17,6.19,9.26,0.06,0.13,135.48,375.8,14.9,2.45,1.03
45063000075,45,063,000075,323.63,764.6,21.59,4.16,14.22,1.09,1.04,298.16,746.55,34.75,11.22,4.02
45063000076,45,063,000076,421,1488,78,9,31,9,3,355,1600,41,4,1
45063000077,45,063,000077,210,548,15,1,6,0,2,195,539,15,11,0
45063000078,45,063,000078,459,1335,72,23,27,11,0,379,1430,64,13,4
45063000079,45,063,000079,295,615,31,10,12,2,0,264,639,29,6,0
45063000080,45,063,000080,310,679,17,8,5,1,2,279,659,40,14,0
45063000081,45,063,000081,291.67,1094.86,38.08,8.96,13.49,8.44,4,286.81,1061.28,38.63,27.05,1.22
45063000082,45,063,000082,378,615,12,6,5,6,1,351,587,29,9,1
45063000083,45,063,000083,187,800,17,8,8,0,1,204,763,21,6,0
45063000084,45,063,000084,156.1,1033.49,24.18,4.01,7.09,6.01,5.02,114.73,1056.9,31.11,8.02,0
45063000085,45,063,000085,376,1575,92,15,27,9,0,288,1707,57,10,7
45063000086,45,063,000086,505.92,847.86,38.99,3,29,2,2,381.94,987.84,23,8,3
45063000087,45,063,000087,339,718,39,11,16,9,4,310,773,26,8,1
45063000088,45,063,000088,403.93,1077.15,50.6,16.27,17.17,8.13,0,289.17,1198.24,48.8,12.65,2.71
45063000089,45,063,000089,397.96,1328.82,59.65,8.8,40.09,11.73,0.98,308,1473.53,39.11,7.82,0
45063000090,45,063,000090,177.84,458.86,19.65,1.97,15.72,2.95,0.98,115.94,536.48,11.79,3.93,0
45063000091,45,063,000091,452.91,878.08,27.75,8.92,9.91,4.96,0.99,419.22,896.91,31.71,5.95,0.99
45063000092,45,063,000092,292,764,34,15,13,6,1,268,799,29,12,0
45063000093,45,063,000093,327,784,50,12,17,9,0,290,859,30,8,1
45063000094,45,063,000094,198.19,717.02,17.01,4.01,13.01,3,2,173.19,712.98,37.05,13.01,0
45063000095,45,063,000095,508.33,717.14,46.92,7.04,12.51,1.56,0,462.19,761.72,27.37,10.95,0.78
45063000096,45,063,000096,441.16,1114,69.46,12.17,58.1,6.02,4.01,319.94,1334.04,34.43,10.08,1.01
45065000001,45,065,000001,199,32,3,0,0,0,0,181,38,1,0,0
45065000002,45,065,000002,80.06,233.27,0.99,0,0.99,0.99,0,57.33,249.09,2.97,2.97,0
45065000003,45,065,000003,211.94,795.73,5.01,3,3.01,0.01,1,150.67,827.91,12.03,3.03,0
45065000004,45,065,000004,99,80,3,0,0,0,0,90,81,1,0,0
45065000006,45,065,000006,510,296,9,3,3,5,1,460,312,5,2,0
45065000008,45,065,000008,265.82,92.59,2.99,0,3.98,0,0,260.84,86.62,3.98,0,0
45065000009,45,065,000009,429,190,6,0,3,0,0,392,185,15,1,1
45065000010,45,065,000010,337.38,296.16,5.75,0.96,0,0,4.79,327.79,286.58,4.79,5.75,0
45065000013,45,065,000013,23,146,2,1,0,0,0,19,148,1,1,1
45065000014,45,065,000014,25,253,4,0,0,0,0,32,246,3,1,0
45065000015,45,065,000015,283,224,5,0,3,0,0,255,226,7,3,0
45067000001,45,067,000001,739.2,354.66,5.07,3.92,1.11,1.01,0.07,643.06,356.36,11.81,2.98,0.97
45067000002,45,067,000002,195,69,1,0,0,1,1,176,82,1,1,0
45067000003,45,067,000003,610.49,277.13,10.86,3.95,0.98,2.96,0,579.94,281,8.89,4.93,0.99
45067000004,45,067,000004,412.74,176.07,1.15,3.06,2.02,3.04,1,393.29,173.13,0.13,1.07,0.01
45067000005,45,067,000005,605.35,260.8,10.58,1.43,5.19,4.06,2.19,556.51,279.97,5.32,2.08,0
45067000006,45,067,000006,399.99,491.99,13,6,6,1,1,357.99,512.99,5,0,1
45067000007,45,067,000007,599.08,511.62,14.61,1.5,2.21,0.07,1.21,568.32,485.35,7.34,8.05,1
45067000008,45,067,000008,1147.06,357.7,7.89,6.14,2.7,0.88,2.6,1064.2,389.53,4.53,0.93,0.02
45067000009,45,067,000009,339.9,503.15,4.92,3.9,5.84,0.99,0,311.54,486.82,11.7,3.9,0.99
45067000010,45,067,000010,133,44,0,1,0,0,0,120,46,0,1,0
45067000011,45,067,000011,464,250,3,0,4,3,4,436,259,6,6,1
45067000012,45,067,000012,206.14,125.01,0,0.83,1.66,0,0,197.03,121.7,2.48,1.66,0
45067000013,45,067,000013,848.35,332.54,3.57,3.03,4.63,1.38,3,802.54,331.43,7.76,8.82,0
45067000014,45,067,000014,560.25,353.21,5.63,8.4,2.74,3.64,0.08,522.69,358.01,11.9,4.68,0
45067000015,45,067,000015,802.01,433.49,8.14,7.18,5.02,0.02,3.05,714.65,458.08,9.11,7.11,2
45067000016,45,067,000016,263.24,603.65,7.52,9.4,0.94,0.94,2.82,244.44,582.02,5.65,5.64,0
45067000017,45,067,000017,213.43,314.16,6.13,5.16,1.02,3.02,0.05,201.12,310.8,1.09,3.09,0
45069000001,45,069,000001,150,147,2,1,1,1,1,141,152,2,1,0
45069000002,45,069,000002,103.41,127.38,0.97,0.01,0.95,2.84,0,105.13,118.95,3.79,3.78,0
45069000003,45,069,000003,311.37,242.73,5.04,1,2,0.04,2.97,292.51,235.65,4.05,0.06,0
45069000004,45,069,000004,80.66,158.12,2.4,0,0.8,0,0,77.46,154.13,3.19,0.8,0
45069000005,45,069,000005,380.62,389.12,2.04,3.03,2,1.02,0,391.34,350.11,7.07,0.08,0.98
45069000006,45,069,000006,165,153,3,1,1,0,1,165,142,4,3,0
45069000007,45,069,000007,525.78,507.58,7.95,1.99,2.98,0,0.99,524.75,480.78,22.84,4.97,0
45069000008,45,069,000008,403.34,270.07,8.96,1,2,2.96,1.03,392.2,255.16,8.94,4.94,0
45069000009,45,069,000009,821.59,313.62,8.03,2.99,2.05,2.16,1,762.87,335.05,6.21,3.22,0
45069000010,45,069,000010,397.69,391.73,4.97,3.98,2.98,2.98,0.99,406.64,370.85,9.94,3.98,0
45069000011,45,069,000011,159.31,470.27,5.03,0.02,2.02,0.02,0.01,197.36,397.15,6.06,6.02,0
45069000012,45,069,000012,634,258,6,1,2,5,0,578,271,7,4,2
45069000013,45,069,000013,575.72,211.07,0,2.97,1.98,1.98,0.99,531.13,207.1,9.91,3.96,0
45069000014,45,069,000014,572.28,40.93,5,5.03,2.02,0.02,0.01,518.87,58.9,5.09,6.04,0
45069000015,45,069,000015,661,544,8,8,6,0,3,620,563,13,3,0
45071000001,45,071,000001,134,102,9,0,0,0,0,130,110,5,2,0
45071000002,45,071,000002,265.46,426.45,31.17,6.53,12.86,0.15,3.12,227.59,475.55,17.28,4.85,0.99
45071000003,45,071,000003,294.87,249.36,19.82,0.07,0.36,0.09,1.02,276.11,255.22,9.38,5.9,0.14
45071000005,45,071,000005,275.41,43.91,2.99,0,2.99,0,0,255.45,54.88,2.99,1,0
45071000007,45,071,000007,356.49,43.3,8.49,3.76,0.96,0.01,0.95,346.78,42.49,5.71,0.95,0
45071000008,45,071,000008,311.08,309.16,12.67,5.79,5.98,1.15,3.08,269.4,354.37,9.96,4.11,0.06
45071000010,45,071,000010,134.22,248.86,13.17,5.94,8.29,3.01,3.98,129.68,255.5,12.85,4.46,0.98
45071000011,45,071,000011,62,178,0,0,0,0,3,62,174,3,3,0
45071000013,45,071,000013,160.4,340.66,8.16,2.01,3.04,3,1,153.1,350.84,8.1,0.07,0.01
45071000015,45,071,000015,215.43,924.96,26.26,3.08,3.06,3.01,6,186.11,928.7,33.29,7.1,0.03
45071000017,45,071,000017,306.97,414.54,17.82,0.97,4.86,0.93,1.16,291.62,406.81,14.04,4.41,1.9
45071000018,45,071,000018,484.11,96.79,3.52,0.24,1.05,0.99,1.05,456.77,106.63,7.3,1.05,0
45071000019,45,071,000019,111.47,265.11,2.18,0.03,4.07,0.12,1.01,108.56,257.79,6.19,1.26,0
45071000020,45,071,000020,130.25,244.56,2.3,0.21,2.98,2.81,2.88,125.97,229.59,4.97,3.84,0.92
45071000023,45,071,000023,250,782,11,1,1,0,3,228,751,22,7,0
45071000025,45,071,000025,47,17,0,0,0,0,0,47,15,0,1,0
45071000027,45,071,000027,374.06,326.59,9.83,3.7,0.53,1.23,1.11,343.31,319.03,21.56,5.99,0.01
45071000028,45,071,000028,232.47,577.24,11.82,11.82,4.93,0.99,0.99,185.19,596.94,16.75,4.93,0.99
45071000030,45,071,000030,191,791,14,6,11,1,3,149,808,17,13,2
45071000031,45,071,000031,314.78,84.14,5.83,1.06,5.71,0.99,1.02,307.32,93.5,2.15,6.54,0.02
45071000034,45,071,000034,26,81,5,0,0,0,0,13,88,1,5,0
45071000035,45,071,000035,130.53,379.76,7.18,0.18,5.07,0.01,4.01,109.81,376.06,10.25,6.07,0.01
45071000036,45,071,000036,224.33,312.64,8.92,2.68,2.23,0.45,0,213.18,303.72,10.26,3.57,0.89
45071000039,45,071,000039,173,342,14,0,3,1,0,165,338,10,6,0
45071000040,45,071,000040,85.14,486.02,15.38,0.96,4.81,0,3.84,82.22,468.74,9.62,6.72,0.96
45071000042,45,071,000042,247.18,482.33,12.01,2.77,4.63,4.63,2.79,239.78,476.69,22.18,10.18,0.01
45071000048,45,071,000048,58,315,14,0,2,4,3,59,310,7,4,0
45071000049,45,071,000049,169.71,385.08,8.93,1.98,5.95,0,0,171.7,359.27,25.8,1.98,0
45071000050,45,071,000050,180.82,394.81,6.89,0.98,4.97,3.88,0.99,181.74,379.94,10.01,8.76,0
45071000051,45,071,000051,272.24,379.4,10.82,3.25,2.71,0.54,0,258.71,368.58,12.45,4.33,1.08
45073000001,45,073,000001,63.13,131.92,4.71,2.83,0,0,0.94,65.02,123.44,6.6,1.88,0
45073000002,45,073,000002,94.84,572.99,10.87,3.95,0,0,0.99,94.84,572,4.94,3.95,0
45073000003,45,073,000003,639.37,1058.56,47.03,8.01,33.02,1,8.01,474.31,1235.64,29.03,11,0
45073000004,45,073,000004,92.32,629.52,7.04,0.01,4.02,1,1,86.29,623.52,6.05,7.02,0
45073000005,45,073,000005,332.47,985.03,41.6,8.94,19.71,7.53,5.03,271.14,1047.09,29.76,13.35,2.82
45073000006,45,073,000006,26.4,263.96,4.89,0.98,0,0,0.98,39.11,254.19,4.89,1.96,0
45073000007,45,073,000007,190.78,841.37,15.69,5.52,11.03,0.92,0.93,141.07,889.14,13.86,6.45,2.76
45073000008,45,073,000008,90.07,224.57,11.01,7.01,1.01,0,3,92.08,220.56,5.02,2,0
45073000009,45,073,000009,160.35,566.81,12.04,6,5.02,1,1,156.3,570.83,7.03,5.01,0
45073000010,45,073,000010,52.84,442.23,8.33,9.14,4.16,1.08,0.04,59.47,433.27,12.48,2.15,0.03
45073000011,45,073,000011,263.78,757.6,23.55,11.71,13.7,4.88,0.98,204.85,835.9,14.67,1.96,0
45073000012,45,073,000012,151.31,835.17,13.94,3.98,10.95,2.99,3.98,141.35,837.16,10.95,4.98,1
45073000014,45,073,000014,108.5,593.77,17.18,0.62,4.54,0.36,0.4,92.33,615.15,8.68,1.95,0.11
45073000015,45,073,000015,143,649,18,9,5,1,3,122,668,7,5,1
45073000016,45,073,000016,213.35,1202.31,25.13,4.19,3.67,1.06,3.04,176.98,1206.15,25.8,7.28,1.07
45073000017,45,073,000017,388.57,1047.23,36.49,6.65,13.55,3.23,3.29,236.73,1216.57,10.47,1.79,0.26
45073000018,45,073,000018,248.2,1057.67,37.93,6.21,20,5.03,7,193.24,1133.85,10.35,7.88,0.97
45073000019,45,073,000019,342.46,550.35,19.45,2.45,16.7,3.86,11.73,284.03,622.99,13.11,9.48,0.11
45073000020,45,073,000020,210.22,860.08,21.93,6.98,10.9,2.97,2.98,185.45,878.89,14.92,7.97,0
45073000021,45,073,000021,164.35,799.24,18.67,2.8,9.34,0.93,0.93,142.88,808.57,14,4.67,0.93
45073000022,45,073,000022,159.41,778.54,20.68,5.14,10.32,7.13,7.08,149.41,775.52,20.49,5.22,0.05
45073000023,45,073,000023,214.66,244.75,9.05,9.01,3.02,1.01,4,199.54,267.86,6.02,4,0
45073000024,45,073,000024,413,1479,56,21,15,5,3,364,1516,41,13,2
45073000025,45,073,000025,319,1143,25,9,9,6,4,300,1098,40,17,3
45073000026,45,073,000026,300.03,1517.14,25.87,11.91,12.93,5.95,2.99,272.17,1519.28,37.65,11.92,1.97
45073000027,45,073,000027,179.6,928.04,12.11,10.02,8,1,3.02,169.89,885.81,25.11,12.04,0
45073000028,45,073,000028,244,930,28,7,10,5,4,193,953,26,14,0
45073000029,45,073,000029,777.73,874.21,53.71,11.93,22.87,5.97,0.99,632.53,1009.46,21.88,4.97,0.99
45073000030,45,073,000030,441.11,795.12,49.01,14,14,10,5,368.09,901.14,25,7,1
