GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREIMCM,G16PRECCAS,G16PREASKE,G16USSDDIX,G16USSRSCO,G16USSLBLE,G16USSASCA,G16USSOWRI
45075000114,45,075,000114,237.55,75.94,0.97,0.97,0,0,0,219.05,78.86,0.97,1.95,0
45075000115,45,075,000115,674,128,5,7,4,0,3,667,138,2,4,0
45075000116,45,075,000116,366.03,226.17,4.96,0.99,0,1.98,0,358.1,224.18,4.96,4.96,0
45075000117,45,075,000117,384.1,399.27,16.74,1.87,4.63,2.77,0.02,341.87,444.14,5.59,0.01,0
45075000118,45,075,000118,379.24,234.86,9.52,3.32,1.72,2.6,0.03,352.27,261.41,4.78,1.21,0
45075000119,45,075,000119,749.46,134.06,4.98,5.85,0.06,0.95,2.84,729.98,144.85,2.25,12.47,0.17
45075000120,45,075,000120,336.44,172.84,6.03,0.03,0.1,0,0.19,323.26,168.3,6.43,0.52,2.97
45075000121,45,075,000121,712.09,247.4,6.06,3,5,0,3,690.98,243.36,2.06,2,0.03
45075000122,45,075,000122,378,240.06,5,1.02,0,2,3,354.91,242.04,2.04,6.01,0
45075000123,45,075,000123,334.84,407.58,9.97,8.97,4.98,1,0,344.8,390.64,8.97,3.99,1
45075000124,45,075,000124,131.16,230.42,4.03,1.03,2.02,1,1,139.2,222.36,5.03,1.01,0
45075000125,45,075,000125,714.07,17.24,3,0,4.96,1,0,692.2,31.16,0.01,1,1
45075000126,45,075,000126,244,260,7,1,1,1,2,240,256,6,4,0
45075000127,45,075,000127,499.2,508.14,6.95,5.95,0.99,2.98,0.99,484.32,493.25,14.89,6.95,1.98
45075000128,45,075,000128,194.08,558.42,12.16,0.04,3.07,1.04,1,179.82,552.54,15.13,6.07,0
45075000129,45,075,000129,412.3,95.88,1.92,0,0.96,0,0,397.92,97.8,3.84,0,0
45075000130,45,075,000130,454.24,546.68,6.96,2.98,0,0,0.99,429.39,550.65,7.95,4.97,0
45075000131,45,075,000131,869.76,213.32,11.04,4.02,4,1,0.01,847.61,230.35,5.05,4.03,0
45075000132,45,075,000132,218.08,285.36,2.42,0.19,1.38,0.38,1.91,201.68,283.38,5.29,5.2,0.28
45075000133,45,075,000133,1032.97,167.91,3.93,2.95,5.89,2.95,0,1020.21,171.83,4.91,3.93,1.96
45075000134,45,075,000134,704,488,11,2,4,4,4,686,500,11,6,0
45075000135,45,075,000135,731.95,246.81,14.47,1.81,4.52,3.62,0.9,696.68,271.23,7.23,6.33,2.71
45075000136,45,075,000136,1077.56,341.7,12.19,3.27,3.13,1.18,3.03,1016.05,384.47,8.26,1.1,0
45075000137,45,075,000137,293.98,407.98,6,3,0,2,0,282.98,383.98,9,7,0
45075000138,45,075,000138,870.87,10.62,2.23,3.25,3.04,3.05,0.12,855.96,21.13,4.08,0.54,0.01
45075000139,45,075,000139,430.95,426.01,1.98,2.97,7.91,0.99,0,429.97,416.13,4.94,5.93,2.97
45075000140,45,075,000140,505.05,348.99,2.02,3.03,0.09,1.01,3,496.03,351.87,4.06,4.07,0.03
45075000141,45,075,000141,626,296,11,2,3,4,4,611,295,8,15,0
45075000142,45,075,000142,452,454,6,2,6,0,0,426,449,21,11,1
45075000143,45,075,000143,640.65,225.34,1.06,3.98,0.03,0,0,621.23,220.44,9.09,1.99,0
45075000144,45,075,000144,288.9,165.22,0,2.97,0.99,0,0,287.9,154.33,1.98,4.95,0
45075000145,45,075,000145,385.17,525.16,9.99,3.95,4,4.01,0.99,339.48,545.94,7.08,5.99,0
45075000146,45,075,000146,861,35,2,3,5,0,1,854,37,2,1,0
45075000147,45,075,000147,467,356,10,0,5,1,1,463,357,8,4,1
45075000148,45,075,000148,709,204,7,2,5,0,1,686,212,7,7,0
45075000149,45,075,000149,644,63,5,1,0,0,0,619,75,2,1,0
45075000150,45,075,000150,387.92,208.81,4.64,5.57,2.78,3.71,0.93,392.56,208.81,5.57,1.86,0
45075000151,45,075,000151,499.87,287.77,6.04,1.01,1.01,1,0.02,481.6,287,7.02,3.99,1
45075000152,45,075,000152,650.8,373.86,9.05,2.05,4.01,1.02,0.01,637.68,371.75,10.11,2.05,2.02
45075000154,45,075,000154,317.25,295.21,6.91,0,2.96,3.94,0,301.38,297.19,10.86,3.94,0
45077000101,45,077,000101,432.46,372.98,38.39,15.38,29.3,0.44,11,358.52,501.4,20.46,6.25,0.06
45077000102,45,077,000102,175.85,190.44,20.39,6.46,8.35,0.03,17.46,133.2,261.78,14.78,5.49,0.92
45077000103,45,077,000103,347.66,342.7,44.7,9.93,18.87,3.97,16.89,252.3,495.67,25.83,1.99,0.99
45077000104,45,077,000104,330,206,34,7,15,0,10,282,277,12,6,3
45077000105,45,077,000105,326.76,267.54,35.85,9.25,8.61,2.07,8.37,248.75,358.05,32.9,5.89,1.04
45077000106,45,077,000106,521,565,41,5,26,7,21,387,748,17,9,0
45077000107,45,077,000107,238.2,225.42,15.38,2.9,11.53,1.92,19.16,192.12,308.84,9.64,7.66,0
45077000108,45,077,000108,224,231,40,8,23,1,2,193,293,25,2,0
45077000109,45,077,000109,198.32,500.86,18.04,8.01,17.02,5,6.02,157.23,548.99,21.02,3.01,1
45077000110,45,077,000110,244.61,356.17,18.26,7.6,11.51,1.95,9.21,200.93,413.62,16.95,2.4,0.93
45077000111,45,077,000111,241.29,647.07,31.78,4.68,16.28,3.01,14.33,174.14,734.85,18.48,5.37,0.08
45077000112,45,077,000112,115.32,633.81,9.38,6.56,3.75,0,4.69,113.45,616,16.88,5.63,0.94
45077000113,45,077,000113,119,840,17,3,7,5,6,114,828,19,6,0
45077000114,45,077,000114,150.3,799.48,22.04,3.01,20.12,8.63,3.81,121.85,828.68,20.32,8.68,2.85
45077000115,45,077,000115,48.6,594.96,8.11,7.1,6.95,3.37,0.27,51.02,583.46,15.96,5.42,0.16
45077000116,45,077,000116,149.55,718.54,20.45,6.11,8.08,2.13,2.11,120.42,754.04,12.71,5.18,0.11
45077000117,45,077,000117,93.92,720.39,16.46,3.87,2.9,4.84,3.87,89.08,702,26.14,6.78,3.87
45077000118,45,077,000118,162.72,798.95,13.24,13.04,8.03,2.03,1.04,156.47,798.87,19.29,2.08,1.03
45077000119,45,077,000119,173.15,831.06,14.36,2.87,14.35,4.78,1.92,173.11,808.2,26.78,8.61,0
45077000120,45,077,000120,109,940,21,7,4,5,1,129,891,38,12,0
45077000121,45,077,000121,81,755,19,3,6,2,0,76,747,23,7,0
45077000122,45,077,000122,138.21,756.25,12.65,3.89,3.89,0.97,3.89,134.32,727.05,26.28,6.81,0.97
45077000123,45,077,000123,180.79,532.75,17.35,3.11,7.11,1.03,0.11,160.68,522.95,12.72,7.19,0.03
45077000124,45,077,000124,71,736,17,8,2,4,2,67,728,16,7,1
45077000125,45,077,000125,75,738,14,8,3,1,2,78,723,17,8,0
45077000126,45,077,000126,103,765,17,1,4,4,2,91,772,10,9,0
45077000127,45,077,000127,80,710,8,3,11,1,2,75,706,18,5,0
45077000128,45,077,000128,108,709,14,6,4,1,3,104,694,24,1,1
45077000129,45,077,000129,100.73,749.04,17.34,2.06,17.11,1,2.04,102.61,745.91,20.32,1.1,4
45077000130,45,077,000130,122,639,18,2,2,0,3,118,615,23,8,1
45077000131,45,077,000131,121.5,703.34,23.7,3.95,7.91,0.01,2.96,112.6,694.48,22.72,6.92,0
45077000132,45,077,000132,108.05,568.32,14.01,2,13,5,1,96.05,589.32,10.01,5,0
45077000133,45,077,000133,123.91,515.64,20.93,2.04,7.31,5,0,113.6,529.68,11.49,5.31,0.04
45077000134,45,077,000134,96,566,11,2,9,1,3,97,559,16,6,0
45077000136,45,077,000136,314.68,289.5,11.62,0.97,8.71,3.87,1.94,297.25,294.34,9.68,2.9,0.97
45077000137,45,077,000137,261.33,557.93,21.7,6.33,8.14,5.43,3.62,236.91,593.19,16.28,4.52,2.71
45077000138,45,077,000138,243.94,862.64,45.44,6.1,9.17,6.12,1.03,197.48,918.24,26.34,7.07,1.02
45077000139,45,077,000139,151,533,24,7,3,2,0,130,558,19,1,0
45077000140,45,077,000140,181.5,566.96,22.3,3.19,10.14,2,0,138.26,599.37,20.21,7.07,0.02
45077000141,45,077,000141,146.5,417.04,12.7,7.81,5.86,0,0,136.74,434.63,8.79,2.93,0.98
45077000142,45,077,000142,151.96,671.88,24.18,9.28,8.45,3.32,0.08,106.71,733.52,16.92,1.2,0.05
45077000143,45,077,000143,218.25,763.05,26.21,2.08,11.06,1.06,2,171.13,816.15,19.19,2.05,1.01
45077000144,45,077,000144,166,628,17,7,12,1,3,142,658,15,8,0
45077000145,45,077,000145,172.93,631.56,11.76,8.13,8,2.3,0,165.54,631.22,17.35,6.95,0.03
45077000146,45,077,000146,169.2,826.34,21.64,2.95,7.87,3.93,3.93,152.48,833.23,22.63,9.84,0.98
45077000147,45,077,000147,150,599,19,4,3,2,0,125,619,17,1,4
45077000148,45,077,000148,219,565,11,8,9,6,0,177,599,15,2,1
45077000149,45,077,000149,110.57,678.56,13.07,3.25,4.44,0.26,1.09,94.31,683.72,15.28,2.25,0.02
45077000150,45,077,000150,109,772,14,6,3,5,3,87,775,17,7,0
45077000151,45,077,000151,117.45,652.91,12.78,3.12,2.26,2.03,0.11,102.12,656.2,17.32,2.14,0.08
45077000152,45,077,000152,77.62,693.88,7.7,5.96,5.12,5.1,0.86,81.02,687.03,14.51,2.56,0.85
45077000153,45,077,000153,291,363,28,11,19,0,5,254,414,19,3,1
45077000154,45,077,000154,92,684,13,9,3,7,5,63,708,15,6,3
45077000155,45,077,000155,123,576,28,4,3,2,0,120,584,14,2,4
45077000156,45,077,000156,81.74,602.36,19.27,4.03,2.14,1.04,1,74.54,594.45,20.32,6.11,0.01
45077000157,45,077,000157,144.09,557.93,22.75,1.66,7.84,0.7,0.45,134.24,562.78,12.55,7.26,1.27
45077000158,45,077,000158,144,443,12,6,10,1,1,126,463,10,2,1
45077000159,45,077,000159,205,710,14,2,9,1,1,141,765,17,1,0
45077000160,45,077,000160,94.09,286.49,12.19,2.08,4.06,2.06,0,82.99,303.58,10.18,2.04,0
45077000161,45,077,000161,145,487,15,3,3,3,2,117,516,11,3,3
45077000163,45,077,000163,166,552,9,6,9,5,0,134,577,10,1,1
45079000101,45,079,000101,490,218,40,7,12,3,0,398,325,18,6,3
45079000102,45,079,000102,392,81,4,4,6,0,0,344,113,5,1,0
45079000103,45,079,000103,808.91,291.35,48.58,9.25,37.19,4.02,4.02,680.44,460.35,25.24,8.14,4.02
45079000104,45,079,000104,708.77,251.01,52,16,26,0,3,608.7,398.05,27.01,10,1
45079000105,45,079,000105,381.68,246.64,37.1,10.04,6.02,0.02,0,319.58,326.81,20.05,4.01,0.01
45079000106,45,079,000106,575.54,373.49,36.73,10.02,30.65,3.09,0.02,474.27,487.07,28.68,3.98,3.98
45079000107,45,079,000107,751.19,12.83,4.6,3.55,4.22,0.05,0,721.62,34.18,0.49,5.05,1.16
45079000108,45,079,000108,610,10,1,8,1,1,0,597,21,2,1,5
45079000109,45,079,000109,610,20,9,6,1,0,0,564,50,9,0,1
45079000110,45,079,000110,688,331,35,12,26,1,1,488,549,12,5,3
45079000111,45,079,000111,635,220,37,20,16,3,1,560,308,20,13,2
45079000112,45,079,000112,712,333,41,12,27,3,6,505,557,31,5,0
45079000113,45,079,000113,1038,460,61,16,29,7,1,815,724,23,6,4
45079000114,45,079,000114,786,408,49,12,26,1,4,564,651,30,8,3
45079000115,45,079,000115,440,347,43,9,27,1,0,306,520,15,2,1
45079000116,45,079,000116,421.71,493.37,27.56,5.51,14.7,0,0.92,206.72,724.9,9.19,0.92,0
45079000117,45,079,000117,592,560,37,7,27,4,8,403,777,28,5,3
45079000118,45,079,000118,730.64,101.01,10.38,9.44,3.78,0.94,0,686.27,141.6,8.5,0.94,2.83
45079000119,45,079,000119,839,10,2,3,3,4,0,807,31,6,6,3
45079000120,45,079,000120,1058.65,203.12,21.05,21,39,0.01,0.01,942.54,338.22,22.05,8.01,3
45079000121,45,079,000121,1063.28,29.29,9.06,6.04,0.07,3.06,3,1015.36,67.85,5.03,5.09,0
45079000122,45,079,000122,1031,34,9,5,4,4,1,973,71,11,8,0
45079000123,45,079,000123,559.29,269.63,20.44,16.49,20.3,5,0.08,441.28,406.1,12.81,8.08,1
45079000124,45,079,000124,337,423,33,10,20,3,1,196,591,16,1,1
45079000125,45,079,000125,431,807,49,6,27,4,1,245,1055,15,8,0
45079000126,45,079,000126,660,304,46,16,15,1,0,567,430,20,9,0
45079000129,45,079,000129,845,44,9,9,6,8,1,790,95,14,9,0
45079000130,45,079,000130,419,176,33,4,11,3,0,326,274,18,6,0
45079000131,45,079,000131,607,16,5,3,5,0,0,579,36,5,1,0
45079000132,45,079,000132,631.23,8.99,1,3,0,4,3,576.3,39.95,4.99,2,0
45079000133,45,079,000133,541,114,24,11,10,5,0,465,182,17,8,0
45079000134,45,079,000134,474.17,297.16,27.02,10.02,10.01,0,4,392.1,385.23,21.01,10,4
45079000400,45,079,000400,582,391,34,12,22,3,4,454,554,15,1,1
45079000401,45,079,000401,310.35,9.88,3.95,0,0,0.99,0.99,300.46,18.78,3.95,0.99,0
45079000402,45,079,000402,355,634,54,3,24,4,1,276,750,34,1,2
45079000403,45,079,000403,275,892,39,5,9,3,1,204,963,28,4,0
45079000404,45,079,000404,554.78,58.35,6.92,6.92,3.96,0,0.99,528.08,82.08,4.94,2.97,0
45079000405,45,079,000405,1253,41,7,6,5,1,0,1206,76,5,4,0
45079000406,45,079,000406,363,807,37,5,17,4,1,264,893,28,11,0
45079000407,45,079,000407,752,847,33,7,24,4,4,638,946,36,3,1
45079000408,45,079,000408,805,731,39,9,17,5,3,678,859,34,4,3
45079000409,45,079,000409,1114,695,65,22,26,5,3,996,856,34,14,4
45079000410,45,079,000410,928,307.27,27.23,7.17,9.27,10,1,827.76,379.24,23.54,13.13,4.07
45079000411,45,079,000411,1046,216,39,9,34,8,1,936,348,20,13,1
45079000412,45,079,000412,1145.54,337.7,26.49,16.08,11.35,4.73,5.68,1042.43,437.03,17.03,13.24,0.95
45079000413,45,079,000413,1050.49,293.35,16.85,7.93,9.91,3.96,0,936.52,402.36,11.89,2.97,2.97
45079000414,45,079,000414,830,277,15,7,11,1,1,729,361,14,5,3
45079000415,45,079,000415,956,27,4,4,5,7,1,905,67,7,6,0
45079000416,45,079,000416,390.38,490.42,31.61,7,21,0.1,1.1,230.75,679.96,7.7,1.1,1
45079000417,45,079,000417,478.79,286.76,28.09,3.04,71.93,4.05,1.01,457.52,392.22,17.28,5.06,0
45079000418,45,079,000418,1145,87,4,5,6,1,2,1065,124,15,3,3
45079000419,45,079,000419,221.22,591.5,37.03,3.8,23.74,4.75,0.95,172.8,681.69,15.19,2.85,0
45079000420,45,079,000420,413,511,44,6,15,5,1,301,623,37,5,0
45079000421,45,079,000421,463,1059,56,9,32,3,4,364,1210,21,10,1
45079000422,45,079,000422,474.44,795.86,44.24,6.02,25.15,8.03,1.01,375.13,916.45,38.1,3.02,0
45079000423,45,079,000423,835.23,59.9,6.04,3.01,1.04,4,1.01,785.18,83.79,5.12,4.03,2
45079000424,45,079,000424,1094.72,19.71,3.94,2.96,4.93,3.94,0,1032.64,57.15,1.97,5.91,0
45079000425,45,079,000425,805,603,46,16,24,1,1,719,722,25,10,3
45079000426,45,079,000426,1366,293,23,16,11,7,6,1247,415,21,6,0
45079000427,45,079,000427,553,11,0,1,0,1,0,530,27,1,1,0
45079000428,45,079,000428,272.62,443.58,41.39,9,9,0.9,0.9,168.25,592.04,6.3,0.9,0
45079000429,45,079,000429,522.46,385.51,30.27,13.98,17.35,9.91,0.98,437.73,504.93,16.32,4.02,4.02
45079000430,45,079,000430,496,591,39,6,16,0,0,347,774,11,6,3
45079000431,45,079,000431,655,508,60,6,14,5,3,624,573,30,9,0
45079000432,45,079,000432,508,488,43,9,20,4,0,449,581,22,5,2
45079000433,45,079,000433,501,423,23,9,14,3,1,462,459,27,3,4
45079000434,45,079,000434,835.47,58.96,1.28,0.96,7.64,2.87,0,773.1,92.34,4.23,2.87,0
45079000435,45,079,000435,381.47,223.01,5.11,4.04,3.02,4.01,3,383.9,217.21,7.01,1.07,0
45079000436,45,079,000436,1134,10,4,7,3,1,3,1082,34,2,10,0
45079000437,45,079,000437,759,473,23,12,17,0,3,650,591,14,8,1
45079000438,45,079,000438,763,340,51,27,19,4,3,678,469,34,10,0
45079000439,45,079,000439,895.96,399.91,56.14,15.19,19.19,7.57,2.76,819.26,514.4,31.15,9.3,0.05
45079000440,45,079,000440,540.37,320.24,22.8,21.79,10.9,0.99,0,517.48,367.87,17.84,2.98,0.99
45079000441,45,079,000441,716.64,80.25,9,0.01,3.01,1,1,663.71,109.19,7.03,3.01,1
45079000442,45,079,000442,718,113,6,6,6,5,0,668,144,10,4,0
45079000443,45,079,000443,797,615,23,11,10,3,0,716,661,26,6,3
45079000444,45,079,000444,150,184,5,0,1,0,0,127,198,6,0,1
45079000445,45,079,000445,865,116,13,5,4,1,1,809,145,15,6,1
45079000446,45,079,000446,760.79,74.43,15.07,6.11,1.09,0.12,0,719.97,106.01,14.12,3.14,3
45079000447,45,079,000447,788,306,29,10,20,3,1,699,418,20,4,1
45079000448,45,079,000448,726,568,28,4,10,3,0,656,651,18,4,1
45079000449,45,079,000449,905,438,27,12,20,1,3,784,543,26,11,3
45079000450,45,079,000450,1672,226,11,19,17,1,3,1536,338,12,10,5
45079000451,45,079,000451,1020,860,40,11,37,1,6,849,1045,36,4,5
45079000452,45,079,000452,1394.58,30.04,4.1,10,4.27,1.01,3,1326.56,78.39,6.06,5.01,0
45079000453,45,079,000453,1199,1503,72,15,51,7,7,923,1864,36,17,3
45079000454,45,079,000454,1069,144,10,9,6,0,0,983,215,10,5,3
45079000455,45,079,000455,813,350,22,11,10,0,6,724,433,20,6,4
45079000456,45,079,000456,1131,467,28,9,17,3,4,971,628,15,13,0
45079000457,45,079,000457,528,575,38,4,20,7,6,426,715,9,8,1
45079000458,45,079,000458,1205.21,23.57,3.93,5.89,4.91,6.88,0,1160.03,55.99,6.88,7.86,0
45079000459,45,079,000459,298,224,12,4,3,1,0,278,248,2,4,0
45079000460,45,079,000460,1364.46,252.3,30.51,21.92,15.65,0.27,0.32,1296.57,340.97,21.97,13.76,1.05
45079000461,45,079,000461,581.94,161.02,12.24,5.65,7.53,2.82,0,523.56,205.28,16.01,0.94,1.88
45079000462,45,079,000462,766.73,497.03,13.97,3.32,13.1,4.2,1.05,683.49,553.77,21.67,5.15,0.04
45079000463,45,079,000463,487,314,24,5,9,1,0,429,378,20,4,0
45079000464,45,079,000464,981,640,54,12,27,5,3,814,844,23,15,0
45079000465,45,079,000465,1102,266,24,19,10,0,1,1033,332,17,11,4
45079000466,45,079,000466,439.36,488.5,36.61,9.64,15.42,3.85,0,376.73,585.81,22.16,2.89,0.96
45079000467,45,079,000467,224,328,17,6,11,3,0,195,368,10,2,0
45079000468,45,079,000468,430.64,379.5,30.39,6.36,20.58,8.15,3,388.27,448.19,23.84,9.11,0.04
45079000469,45,079,000469,322.05,326.76,27.33,2.97,19.5,8.75,2.94,253.34,421.7,16.58,4.89,0.01
45079000470,45,079,000470,835.02,319.18,47.43,19.76,9.88,8.89,1.98,785.61,400.22,24.7,5.93,2.96
45079000471,45,079,000471,297.55,244.48,17.06,8.53,14.21,3.79,0,274.81,285.23,14.21,1.9,0.95
45079000472,45,079,000472,377.18,221.93,21.89,5.97,5.97,1,1,342.35,263.73,13.93,1.99,1
45079000473,45,079,000473,1310.18,284.98,23.25,15.17,16.27,7,4.02,1182.95,397.35,32.12,11.07,4.01
45079000474,45,079,000474,1043,374,27,12,21,7,0,965,482,17,8,1
45079000475,45,079,000475,1031,120,12,10,10,5,0,932,209,12,4,3
45079000476,45,079,000476,204.55,620.31,24.74,3.81,14.27,0,0.95,99.9,763.02,5.71,0,0.95
45079000477,45,079,000477,463.45,488.69,44.26,12.19,29.73,3,0.05,363.1,628.98,25.29,3,4.05
45079000478,45,079,000478,946.91,109.15,8.85,8.85,0.98,0.98,2.95,882.01,154.38,10.82,8.85,0.98
45079000479,45,079,000479,595,53,12,7,1,3,3,571,81,4,8,2
45079000480,45,079,000480,766,77,9,9,4,1,1,715,113,7,10,0
45079000481,45,079,000481,878,153,17,14,10,5,1,814,221,11,3,0
45079000482,45,079,000482,1078,381,23,20,15,3,0,974,486,20,4,3
45079000483,45,079,000483,832.62,632.16,23.82,8.93,7.94,0.99,2.98,701.62,756.21,17.86,7.94,0
45079000484,45,079,000484,431.38,474.84,32.18,5.07,16.06,7.01,1.02,337.38,568.79,21.14,5.06,1
45079000485,45,079,000485,910,180,16,7,9,5,0,844,241,16,3,0
45079000486,45,079,000486,1208,353,23,25,16,3,0,1121,452,14,9,3
45079000487,45,079,000487,979.82,320.02,19.75,13.83,21.73,0,1.98,881.05,430.65,9.88,5.93,0.99
45079000488,45,079,000488,1260.51,412.65,40.15,16.07,16.09,7.04,3,1154.48,506.64,32.11,14.03,3.03
45079000489,45,079,000489,480,14,2,4,1,1,1,466,23,5,1,0
45079000490,45,079,000490,693.26,176.35,31.2,13.04,12.85,4.81,3.35,641.45,258.9,19.39,3.93,3.12
45079000491,45,079,000491,249,545,33,11,25,1,0,196,643,17,6,0
45079000492,45,079,000492,545,514,27,4,12,4,1,446,610,20,6,1
45079000493,45,079,000493,399,535,28,6,10,3,1,326,637,10,0,0
45079000494,45,079,000494,1125.88,646.59,45.76,19.03,19.91,4.96,1.98,994.02,787.61,31.85,9.93,3.97
45079000495,45,079,000495,368,173,5,7,3,1,0,335,208,2,2,0
45079000496,45,079,000496,641.37,202.11,17.96,1.26,9.47,1.1,3.01,579.9,263.99,14.69,8.23,1.01
45079000497,45,079,000497,1366,346,30,5,16,8,0,1213,490,22,10,3
45079000498,45,079,000498,417,607,39,9,22,0,3,301,755,25,4,0
45079000499,45,079,000499,518.09,194.65,33.42,14.75,10.81,0.98,0.98,490.56,252.65,13.76,7.86,0.98
45079000500,45,079,000500,615.95,210.98,21,12,8,1,3,542.95,287.97,12,6,0
45079000501,45,079,000501,332.59,1250.92,34.09,3.98,25.21,3.15,0,268.98,1313.78,29.94,4.15,0
45079000502,45,079,000502,933,652,32,21,31,4,2,773,842,26,9,0
45079000503,45,079,000503,1285,334,34,19,17,4,2,1221,413,25,14,4
45079000504,45,079,000504,332.02,1039.69,44.84,5.21,31.2,7.04,1.11,237.12,1169.38,26.78,1.18,1.14
45079000505,45,079,000505,218.98,865.31,50.16,5.79,32.8,0.96,2.89,139.88,993.62,21.22,4.82,3.86
45079000506,45,079,000506,346.95,453.24,19.67,7.03,11.5,1.25,3.06,249.66,554.3,10.42,4.11,0.99
45079000507,45,079,000507,556.06,277.71,7.52,5.18,8.2,0.18,0,487.69,308.48,16.46,3.92,2.05
45079000508,45,079,000508,817,680,43,6,29,9,2,681,815,30,13,1
45079000509,45,079,000509,1528,244,20,12,10,8,0,1388,368,11,10,3
45079000510,45,079,000510,562,81,17,5,3,1,1,536,108,11,1,1
45079000511,45,079,000511,544.61,220.99,12.36,7.05,11.98,3.17,0.14,525.24,254.32,4.46,5.07,0.03
45079000512,45,079,000512,787.74,147.65,16.8,7.96,14.15,6.19,2.65,720.55,228.1,10.61,7.07,0.88
45079000513,45,079,000513,1035.27,112.81,15.97,15.97,9.98,1,0,981.36,161.73,11.98,3.99,1
45079000514,45,079,000514,779,760,46,19,29,5,2,633,942,17,8,1
45079000515,45,079,000515,1190,380,23,14,13,1,2,1101,442,17,18,1
45079000516,45,079,000516,671.05,892.02,62,8,46,0,4,405.05,1206.03,25,8,3
45081000001,45,081,000001,70,264,9,3,1,3,1,82,257,2,5,0
45081000002,45,081,000002,22,171,1,1,6,1,0,26,173,0,2,0
45081000003,45,081,000003,35.58,236.07,0.94,2.81,0.97,1.85,0,29.21,234.88,7.5,4.67,0
45081000005,45,081,000005,318,179,5,2,1,1,0,323,161,8,0,2
45081000006,45,081,000006,212,217,3,2,0,1,0,184,225,6,4,1
45081000007,45,081,000007,82,591,13,4,5,0,1,67,611,8,2,1
45081000008,45,081,000008,107.63,770.95,12.83,1.17,7.21,3.91,3.84,114.7,743.08,12.43,11.67,0
45081000009,45,081,000009,257.07,401.07,13,2,0,1,2,236.06,402.07,13,5,0
45081000010,45,081,000010,78,227,2,3,0,0,1,82,213,6,2,0
45081000012,45,081,000012,39.04,134.43,2,0,0.01,0,0,44.06,125.39,3.01,2,0
45081000013,45,081,000013,75,83,0,0,0,0,0,73,82,2,0,0
45081000014,45,081,000014,69.37,438.05,5.17,2.83,6.79,1.09,0.16,74.3,423.92,12.57,2.33,0
45081000015,45,081,000015,91,359,6,1,1,0,1,83,345,10,1,0
45081000016,45,081,000016,320.18,258.17,6.12,4.04,3.07,3.02,0.01,303.85,263.19,7.23,2.07,0.01
45081000017,45,081,000017,546,251,10,6,3,0,0,509,243,15,6,0
45081000018,45,081,000018,299,409,15,4,4,1,1,261,433,14,8,0
45081000019,45,081,000019,41.38,391.51,1.06,3.19,5.02,0.15,0,54.73,362.73,9.49,4.32,0
45081000020,45,081,000020,158.35,151.67,0.04,0.02,4.03,0.01,1.02,152.38,151.61,6.03,1.03,0
45083000001,45,083,000001,202,558,8,3,7,1,4,186,534,23,5,0
45083000003,45,083,000003,305.83,274.09,9.42,8.21,7.24,1.09,2.01,275.65,291.99,8.52,2.09,1.04
45083000004,45,083,000004,557.7,1657.63,86.11,9.49,32.53,13.11,3.99,511.98,1766.85,36.7,14.26,1.11
45083000007,45,083,000007,436.6,800.34,40.79,7.51,6.02,1.17,0,320.88,920.67,24.03,4.34,1.08
45083000008,45,083,000008,696.85,1620.35,70.79,20.27,26.86,4.27,7,617.44,1696.19,54.43,8.34,0
45083000010,45,083,000010,470,1396,38,7,22,4,1,369,1506,24,4,4
45083000011,45,083,000011,381.41,2138.85,50.52,7.93,20.8,6.93,2.97,361.59,2176.5,38.64,5.94,1.98
45083000012,45,083,000012,346,1195,22,15,12,3,3,346,1132,53,14,1
45083000013,45,083,000013,302.59,1351.16,14.98,11.98,8.99,10.99,1,260.64,1343.17,53.93,9.99,0
45083000014,45,083,000014,451.34,576.41,22.25,17.3,13.84,4.45,1.98,427.12,604.09,26.2,4.45,0.49
45083000016,45,083,000016,207.36,407.56,8.3,1.88,2.75,0.94,0.01,182.11,406.48,17.3,6.34,0.02
45083000017,45,083,000017,116.21,593.91,4.98,1,2.04,1.04,1.97,110.18,571.57,19.71,5.91,0
45083000018,45,083,000018,662,662,20,9,7,5,3,599,721,24,1,1
45083000019,45,083,000019,218,748,21,7,9,1,1,224,728,22,4,5
45083000022,45,083,000022,170,385,14,7,3,0,1,136,395,20,2,1
45083000024,45,083,000024,246,552,9,2,0,1,2,208,543,23,4,0
45083000026,45,083,000026,255.28,967.43,26.68,7.15,6.24,4.07,0,265.71,924.55,34.54,2.62,1
45083000027,45,083,000027,160.36,747.13,21.11,1.32,7.08,2.16,0.97,144.57,747.97,18.65,8.99,0.1
45083000028,45,083,000028,103.29,366.89,5.61,0,4.81,0.8,0,92.87,349.29,9.61,6.4,0
45083000029,45,083,000029,399,1184,20,10,13,5,1,342,1233,27,4,3
45083000030,45,083,000030,270.1,1068.31,22.26,14.05,12.19,2.13,1.32,252.99,1078.89,27.13,8.42,1.01
45083000031,45,083,000031,348,352,14,1,7,2,1,309,357,20,8,1
45083000033,45,083,000033,635.04,111.72,6.41,2.75,5.49,0.92,0,581.05,126.37,5.49,6.41,0.91
45083000034,45,083,000034,201.22,738.64,16.93,4.86,9.09,0.11,0.98,200.4,718.18,18.23,7.22,2.91
45083000035,45,083,000035,614.75,949.45,33.18,16.59,18.54,6.83,0.98,522.05,1019.71,40.98,6.83,2.93
