GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREIDUN,G16USSRPOR,G16USSDSTR,G16USSGDEM,G16USSICON,G16USSIRUP
39035018CJQ,39,035,018CJQ,362.3,292.1,12.7,7.8,3.9,362.3,231.8,11.7,37,10.7
39035018CJU,39,035,018CJU,390,301,20,4,2,402,233,10,22,9
39035018CJV,39,035,018CJV,435,317,15,3,2,472,239,11,13,15
39035018CJX,39,035,018CJX,385,274,22,4,0,424,209,16,9,9
39035018CJY,39,035,018CJY,478.2,315.8,28.2,4.3,2.5,499.7,238.3,9,32.2,6.7
39035018CKE,39,035,018CKE,316.8,255.3,16.2,11,1.1,337.3,200.3,8.1,11.4,8.1
39035018CKF,39,035,018CKF,458,348.1,26.8,8.1,2.3,481.2,289.5,8.9,18,8.9
39035018CKH,39,035,018CKH,431,332,22,3,1,422,261,15,30,11
39035018CKI,39,035,018CKI,195.6,209.1,16.8,0.8,1.6,218.7,149.3,8,14.4,8
39035018CKL,39,035,018CKL,396.6,334.8,15.6,10.1,7.1,427.8,258.8,6.4,24.4,11.2
39035018CKM,39,035,018CKM,438.4,297.2,32.4,3.9,4.9,449.2,244.2,19.6,21.6,12.8
39035018CKT,39,035,018CKT,389.5,413.1,34.2,4.8,4,425.4,328.3,9.1,14.1,27.9
39035018CKV,39,035,018CKV,368,342,28,7,3,385,276,14,26,13
39035018CKW,39,035,018CKW,328.3,350.5,12.1,6,5,328.5,278.2,20,25,9.1
39035018CKY,39,035,018CKY,365.9,375.4,21.9,6.7,4.8,393.5,299.2,13.3,17.1,9.5
39035018CLB,39,035,018CLB,328,303,15,8,6,344,249,17,14,14
39035018CLH,39,035,018CLH,115,128,15,4,1,120,105,6,11,7
39035018CLI,39,035,018CLI,314,279.5,16.7,3.9,4.9,300.2,252.9,15.8,20.7,6.9
39035018CLK,39,035,018CLK,340.9,341.8,16.6,5.9,2,363.4,260.6,11.8,20.6,19.6
39035018CLO,39,035,018CLO,415,355,24,15,3,418,301,16,26,12
39035018CLP,39,035,018CLP,384.9,420.7,20.9,6,4,421.7,319.2,18.9,29.8,9.9
39035018CLQ,39,035,018CLQ,372,342.5,23.3,9.1,5.1,383.8,276.1,12.2,25.3,18.1
39035018CLZ,39,035,018CLZ,370.3,380.3,22,11,3,409.3,308.4,8,22,11
39035018CMB,39,035,018CMB,383,351,24,12,5,410,280,18,24,11
39035018CMD,39,035,018CMD,409,372,25,20,2,436,307,14,17,10
39035018CME,39,035,018CME,315,365,23,7,2,342,295,15,17,12
39035018CMG,39,035,018CMG,414.7,402.5,12.3,5.1,10,416.8,335.6,9.3,22.4,12.3
39035018CMJ,39,035,018CMJ,404,369,22,12,4,433,285,15,28,12
39035018CMK,39,035,018CMK,352,361,12,5,4,387,275,10,17,13
39035018CMM,39,035,018CMM,208.2,300.2,10.2,3.4,4.1,222.5,228.1,10.8,18.3,14.1
39035018CMO,39,035,018CMO,482.8,379.8,31.9,9.6,2.9,521.5,313.9,11.2,18.7,12.9
39035018CMP,39,035,018CMP,258,417,19,12,2,291,340,23,24,9
39035018CMR,39,035,018CMR,240,294,32,13,2,254,236,26,14,9
39035018CMT,39,035,018CMT,347.9,425.2,13.7,4.9,2,350,342.9,13.7,18.6,13.7
39035018CMY,39,035,018CMY,205.7,432.1,16.4,1.7,0.9,318.5,299.6,7.8,9.5,0
39035018CMZ,39,035,018CMZ,247,455,20,10,0,403,320,8,4,0
39035018CNA,39,035,018CNA,289,617.5,15.5,3.4,0.2,448.6,433.4,6.8,3.7,6.7
39035018CNB,39,035,018CNB,309,547,18,5,1,547,332,8,1,3
39035018CNE,39,035,018CNE,246.8,482,11.7,7.8,1,379.9,344,11.7,7.8,1.9
39035018CNI,39,035,018CNI,222.2,521.3,11.4,4.8,0.9,239.3,447.3,10.4,16.1,5.7
39035018CNJ,39,035,018CNJ,19,427.7,1.3,4.1,2,27.4,379,6.2,8.4,6.1
39035018CNM,39,035,018CNM,130.1,480.9,5.9,4.9,2,136,425.7,12.8,9.8,7.9
39035018CNO,39,035,018CNO,129.8,536.7,8.1,7.1,3,181.9,458,7.2,11.1,1.1
39035018CNQ,39,035,018CNQ,133.9,397.1,7.6,4.8,0,189,327.7,10.4,6.7,2.9
39035018CNR,39,035,018CNR,119.9,412.2,6.4,1.5,1.9,140.8,360.3,9.5,8.5,5.5
39035018CNS,39,035,018CNS,120.1,314.7,3,6.7,2.1,139.8,270.5,8.9,6.8,2.6
39035018CNV,39,035,018CNV,218.2,665.5,12.9,3,2,271.1,571.8,3,7,9.9
39035018CNX,39,035,018CNX,168.8,495,12.1,2,1,206.2,433.2,6.1,9.1,10.1
39035018COA,39,035,018COA,378,443.3,24.1,6,1,546.5,299.8,7,3,3
39035018COC,39,035,018COC,293.4,291.5,12.3,3.8,0,374.1,197.5,6.7,6.7,2.9
39035018COD,39,035,018COD,350,440,28,8,1,476,320,9,9,9
39035018COF,39,035,018COF,400.6,380.5,29.7,5.2,2,587.9,242.5,8.3,6.3,3.1
39035018COK,39,035,018COK,340,434,21,3,3,440,317,12,11,3
39035018COM,39,035,018COM,363.7,414.3,12.9,2,1,449,305.2,7.9,11.9,6.9
39035018COO,39,035,018COO,333.1,367.3,15.1,8.1,1,438.8,254.6,7.1,6,4
39035018COP,39,035,018COP,371.1,401.4,11.1,10,1,477.2,279.1,13,7.1,4
39035018COU,39,035,018COU,385,488.7,37.9,9,2,555.5,312.2,15,14,8
39035018COV,39,035,018COV,276,409.1,28,9,3,370.1,295,21,12,5
39035018COW,39,035,018COW,313,447,24,3,5,440,316,11,10,7
39035018COX,39,035,018COX,236,436,22,7,1,313,333,23,15,5
39035018CPD,39,035,018CPD,222.8,355.9,22.6,12.1,0,301.8,265.8,14.2,11.3,3.1
39035018CPE,39,035,018CPE,296,382,27,8,1,364,296,11,8,8
39035018CPH,39,035,018CPH,275.1,372.6,25.8,11.5,1,367.8,279.9,4.8,10.5,7.6
39035018CPI,39,035,018CPI,388.6,513,33.1,6.3,1,503.1,390.8,10.8,15,5.2
39035018CPM,39,035,018CPM,457.4,344.4,17.7,8.2,8.1,505.9,266.6,18.6,21.6,4.3
39035018CPO,39,035,018CPO,490.7,429.2,31.2,7.8,2.2,542.8,339.9,10.1,22.6,15.7
39035018CPS,39,035,018CPS,470.1,366.9,29.5,4.9,1,508.8,269.3,10.8,23.6,15.7
39035018CPT,39,035,018CPT,411.7,306.7,29.2,8.2,1.8,429,253.8,10,13.7,15.5
39035018CPX,39,035,018CPX,475.5,398.4,22.7,4,3,537.8,300.5,10.9,19.8,10.9
39035018CPY,39,035,018CPY,533,329.1,19.6,7,5,534.5,280.2,18.8,22.1,6.5
39035018CQB,39,035,018CQB,501,363,19,5,5,552,260,17,15,7
39035018CQC,39,035,018CQC,417.8,316.3,23.5,3,4,446.6,248.1,7.1,16.8,14.5
39035018CQJ,39,035,018CQJ,98,660,21,4,1,171,582,9,7,4
39035018CQK,39,035,018CQK,39.5,585,4.9,4,1,80,517.8,10.9,7.9,4
39035018CQL,39,035,018CQL,68.9,760.2,8,5,0,144.2,677.5,6,4.2,1.1
39035018CQM,39,035,018CQM,58,637,16,5,1,132,552,12,3,3
39035018CQN,39,035,018CQN,63,649,9,11,1,118,570,23,4,6
39035018CQQ,39,035,018CQQ,81.4,788.1,11.8,11.8,0,211.8,663.6,6.9,5.9,1
39035018CQR,39,035,018CQR,55.3,638.6,12.3,11.2,2,113.8,565.8,14.2,3.3,6.2
39035018CQU,39,035,018CQU,102.5,780,12.2,8,3,182.9,678,19.1,8.1,6
39035018CQV,39,035,018CQV,28,534,4,4,2,50.1,484.7,8,4,4
39035018CQW,39,035,018CQW,31,845,7,3,1,49,790,7,14,5
39035018CQZ,39,035,018CQZ,148,609,11,4,0,291,464,5,2,7
39035018CRA,39,035,018CRA,121.8,766.7,20.8,3,0,227.2,639.8,7.9,7.9,8.9
39035018CRB,39,035,018CRB,126,649.9,19.2,1.9,1,313.4,482.6,8.7,1,1.9
39035018CRE,39,035,018CRE,129.8,679.5,17.5,2,0,330.9,507.7,8.2,4,0.1
39035018CRI,39,035,018CRI,51,697,9,4,0,96,648,6,4,0
39035018CRK,39,035,018CRK,19,740,5,6,1,30,708,4,10,5
39035018CRQ,39,035,018CRQ,105,773,9,6,1,185,666,14,9,3
39035018CRS,39,035,018CRS,108,769,24,2,1,236,653,10,5,4
39035018CRW,39,035,018CRW,220.2,675.9,30.8,5.8,2.9,443.2,491.3,5.8,4.8,2.9
39035018CRY,39,035,018CRY,124,667,14,3,1,230,554,16,1,1
39035018CSA,39,035,018CSA,178,497,13,4,1,323,357,5,2,1
39035018CSD,39,035,018CSD,355.9,634.1,29.2,2.5,1.2,514,475.1,14.8,9.1,5.6
39035018CSF,39,035,018CSF,340.4,521.5,18.5,5.8,1.9,479,358.7,16.5,15.4,5.8
39035018CSH,39,035,018CSH,221.3,338.8,11.3,1.6,0.8,287.3,258.3,8.8,3.2,2.4
39035018CSI,39,035,018CSI,212,590,16,2,3,297,471,18,5,8
39035018CSJ,39,035,018CSJ,404.4,555.5,21,8,1,563.6,395.4,5,6,7
39035018CSK,39,035,018CSK,419.6,505.5,25,4,0,567.4,366.6,8,16,4
39035018CSM,39,035,018CSM,209.5,366.8,21.6,0.2,0,329.7,256.7,3.1,4.1,1.1
39035018CSN,39,035,018CSN,227.5,278.5,10.4,4.3,1.8,276.8,218.7,3.5,6.1,2.6
39035018CSO,39,035,018CSO,355,519,19,3,2,452,395,10,7,12
39035018CSR,39,035,018CSR,313,685.9,23.5,7,0.1,481.6,518.4,5,5.2,5.9
39035018CST,39,035,018CST,355.9,665,24,14.7,4,461,536.2,8.1,9,9
39035018CSV,39,035,018CSV,328.8,665.8,20.7,5,6.2,426.1,531.2,14.4,15.7,11.4
39035018CSX,39,035,018CSX,359.7,699.2,20.9,8.1,1.1,518.3,517.4,10.8,13.2,10.1
39035018CSZ,39,035,018CSZ,395.6,499,18.9,5,2,484.1,387.7,9.9,12.9,4
39035018CTA,39,035,018CTA,333,473.3,27.1,8,1,429,362.1,8.1,9.1,9.1
39035018CTD,39,035,018CTD,136.2,652.3,12.4,10.6,2.3,188.4,556.6,14.4,15.5,10.7
39035018CTE,39,035,018CTE,205.2,651.2,20.3,9.1,4,265.4,567.5,23.2,10.3,5.2
39035018CTG,39,035,018CTG,62,672,9,3,0,90,614,9,8,7
39035018CTI,39,035,018CTI,60,611,3,1,1,77,574,7,9,3
39035018CTM,39,035,018CTM,148.2,580.9,11.2,13,6.4,219.4,486.5,12.7,14,15.7
39035018CTN,39,035,018CTN,189,464,12,9,1,224,387,14,11,7
39035018CTP,39,035,018CTP,207.3,647,16.2,7.2,3,264.1,544.4,14.2,14.3,7.2
39035018CTS,39,035,018CTS,176.3,630.3,19.7,4.9,2,238.3,538.7,10.8,18.7,9.8
39035018CTW,39,035,018CTW,93,577,5,8,3,119,506,12,13,7
39035018CTX,39,035,018CTX,269,396,19,6,2,344,303,13,11,5
39035018CTY,39,035,018CTY,137,512,13,4,3,197,427,16,7,4
39035018CTZ,39,035,018CTZ,68,524,10,6,0,98,486,4,6,5
39035018CUF,39,035,018CUF,190,520,12,7,2,268,427,9,4,7
39035018CUG,39,035,018CUG,58,449,6,8,0,73,391,15,11,4
39035018CUI,39,035,018CUI,72,747,5,6,1,93,667,14,12,11
39035018CUJ,39,035,018CUJ,57,462,5,4,1,96,390,11,4,6
39035018CUQ,39,035,018CUQ,489,361,24,8,1,542,284,9,23,9
39035018CUR,39,035,018CUR,417,383,25,4,0,484,289,9,12,4
39035018CUS,39,035,018CUS,525.8,421.8,16,1,3,612.7,282.9,14,18,18
39035018CUT,39,035,018CUT,626.8,401.2,25.1,4.4,3.1,665.7,308.3,15,26,10.6
39035018CUU,39,035,018CUU,277.7,332.5,13.1,3.8,1,311.3,262.4,11.2,12.2,6.6
39035018CUV,39,035,018CUV,402.3,326.2,8.9,6.9,3,440.8,258,12.8,10.9,4.9
39035018CUY,39,035,018CUY,210.9,287.4,18.1,9,1,209.2,219.8,20.1,22.1,15.1
39035018CVD,39,035,018CVD,427.5,306.7,32,9,4,508.4,223.8,8,13,10
39035018CVE,39,035,018CVE,451.8,328.3,10.9,6.2,2.1,499.2,234.8,12.4,17.4,4.3
39035018CVF,39,035,018CVF,384.6,280,27.1,4.8,2.9,425.3,202.5,13.6,13.6,9.7
39035018CVI,39,035,018CVI,426,279,17,5,2,500,198,8,8,6
39035018CVJ,39,035,018CVJ,392,295,13,4,4,454,205,8,6,10
39035018CVK,39,035,018CVK,440,357,26,2,7,520,251,6,22,8
39035018CVN,39,035,018CVN,344,251,15,6,2,393,194,7,10,8
39035018CVO,39,035,018CVO,247,209,6,3,1,269,157,6,10,2
39035018CVP,39,035,018CVP,433.4,315.9,20.7,9.9,2,462,261.6,11.8,14.8,8.9
39035018CVQ,39,035,018CVQ,459,400,26,12,4,549,288,16,10,10
39035018CVT,39,035,018CVT,495,369,19,1,10,554,279,11,12,7
39035018CVU,39,035,018CVU,557.1,379,21,2,2,647.1,270,5,20,6
39035018CVW,39,035,018CVW,532.9,407,30,1,5,593.9,301,13,27,18
39035018CVX,39,035,018CVX,528,422,29,6,3,597,333,12,10,14
39035018CVY,39,035,018CVY,465,314,21,4,1,515,238,18,11,13
39035018CWB,39,035,018CWB,374,291,25,9,1,401,223,19,12,13
39035018CWG,39,035,018CWG,507.2,404,22,8,0,540.2,322,17,18,14
39035018CWH,39,035,018CWH,555,392,28,4,2,662,254,6,12,7
39035018CWI,39,035,018CWI,354.8,270.8,18,3,1,388.8,208.9,14,6,9
39035018CWJ,39,035,018CWJ,518,380,25,5,0,602,256,11,15,7
39035018CWK,39,035,018CWK,432,354,32,4,0,510,271,6,18,9
39035018CWL,39,035,018CWL,506,409,30,8,6,615,295,16,16,4
39035018CWM,39,035,018CWM,440.2,323.2,12,9,2,464.2,253.1,13,13,13
39035018CWO,39,035,018CWO,65.5,556,7.5,4.7,0.9,98.3,486.8,16.9,4.7,10.3
39035018CWQ,39,035,018CWQ,71.5,584.5,19.2,4.1,1,147.4,508.3,9.3,5.1,6
39035018CWS,39,035,018CWS,78,571,8,6,0,122,492,12,7,5
39035018CWT,39,035,018CWT,136.1,422.9,15.1,3.8,1.9,177.2,348,10.4,8.4,4.7
39035018CWW,39,035,018CWW,136,523,16,6,3,215,434,10,9,5
39035018CWX,39,035,018CWX,229,531,14,8,1,367,380,15,6,2
39035018CXA,39,035,018CXA,367,382,20,1,0,436,303,4,8,6
39035018CXC,39,035,018CXC,376,427,32,8,2,462,323,10,6,7
39035018CXD,39,035,018CXD,211.1,619.4,21,3.5,0.1,345.1,491.7,12.3,5.3,2.1
39035018CYE,39,035,018CYE,472,424,22,3,2,611,259,10,8,7
39035018CYG,39,035,018CYG,473,406,27,14,4,596,291,13,8,5
39035018CYH,39,035,018CYH,390,358.1,18,1.9,4.2,460.4,253.1,12.9,15.5,7.1
39035018CYJ,39,035,018CYJ,390,281,20,3,3,432,237,9,7,5
39035018CYL,39,035,018CYL,332.4,327.5,18.4,5,3.1,410.9,234,12.3,14.4,6.2
39035018CYN,39,035,018CYN,406.8,416.6,28.1,5.4,5.4,502.1,291.3,19.1,11.5,10.2
39035018CYP,39,035,018CYP,336.1,338.5,17.3,2.1,0,395,251.4,8.1,8.2,7.1
39035018CYQ,39,035,018CYQ,404,415.4,23.3,6.6,4.2,509.1,297.8,12,13.6,5.6
39035018CYR,39,035,018CYR,213,213,13.1,5.8,0.7,275.5,149,6.5,8.7,3.6
39035018CYT,39,035,018CYT,132.2,153.8,8.4,1.7,0.6,162.9,107.9,5.9,6.4,2.6
39035018CYW,39,035,018CYW,422.8,595.9,31.2,8.6,3.3,523.2,448.6,17.7,28.9,10.5
39035018CYX,39,035,018CYX,230.9,316.3,20.9,9.1,1.1,255.7,259.6,20.6,10.8,8.3
39035018CYY,39,035,018CYY,285,258.4,10.5,4.4,1.5,354.2,184.5,7.3,4.7,4.4
39035018CYZ,39,035,018CYZ,392,332.9,18,13,2,475.3,234.6,13,6,10
39035018CZA,39,035,018CZA,609.2,672.4,29.1,12.4,3.9,733.1,500,28,27.4,7.5
39035018CZC,39,035,018CZC,276.4,286.8,14.5,5,1.9,334.6,210.1,10.2,11.5,3.7
39035018CZE,39,035,018CZE,454.2,345.2,27.2,3.5,0.8,531.8,255.2,11.9,8.5,8.3
39035018CZF,39,035,018CZF,344.4,392.3,21.1,4,2,432.7,296.9,10.1,11.1,2
39035018CZG,39,035,018CZG,411.1,360.9,20.3,3.1,0,509.1,249.4,10.4,12.5,7.4
39035018CZJ,39,035,018CZJ,354.8,341.5,24.2,5.2,0.3,419.4,261.1,15.9,5.8,7.3
39035018CZM,39,035,018CZM,361,312.1,17,2,3,452.7,204.4,2,6,6
39035018CZN,39,035,018CZN,468.4,391.1,28.6,3.9,2.9,568.7,277.3,10.7,11.3,7.3
39035018CZO,39,035,018CZO,318.8,205.7,17.2,1.9,1.2,379.4,137.5,5.1,3.4,5.7
39035018CZP,39,035,018CZP,456.6,406.4,24.6,6.6,0,566.5,292.7,17,11.4,6.6
39035018CZS,39,035,018CZS,290.4,254.5,28,3,3,426.2,151.7,1,2,2
39035018CZT,39,035,018CZT,277.5,585.9,18.2,8.7,3.9,403.4,455,8.7,5.8,6.7
39035018CZW,39,035,018CZW,10.9,29.7,0,0,1,13.8,22.8,0,1,2
39035018CZX,39,035,018CZX,456.4,339.2,22.5,11.2,4.7,467.8,287.3,25.2,20.7,9.5
39035018DAA,39,035,018DAA,329,439,29,3,1,501,288,11,7,4
39035018DAB,39,035,018DAB,319,385,16,5,2,459,263,6,2,5
39035018DAE,39,035,018DAE,382.4,495.6,34.9,11.9,2,540.7,349.3,25.9,14.9,5
39035018DAF,39,035,018DAF,20.4,14.4,1,0,0,32.3,7,0,0,0
39035018DAH,39,035,018DAH,133,499,18,2,1,251,371,7,6,4
39035018DAI,39,035,018DAI,198,583,8,4,0,347,401,11,5,7
39035018DAJ,39,035,018DAJ,148.6,465.4,3.1,10,1,286.7,320,5.1,2.1,4
39035018DAK,39,035,018DAK,24.9,114.4,3.2,1,0,38.7,96.8,3.2,1.2,0.2
39035018DAL,39,035,018DAL,63,85.6,5,0.9,0,63.6,69.7,5,3.9,3.9
39035018DAM,39,035,018DAM,36.2,91.4,3.7,0,0,36.2,83.7,3.7,1.9,2.8
39035018DAN,39,035,018DAN,218,162,16,3,0,316,86,2,1,1
39035018DAO,39,035,018DAO,270.8,364.5,11.1,6.1,3,270.8,295.6,17.2,19.3,15.3
39035018DAS,39,035,018DAS,61,409.5,3.9,0,0,82.7,367.2,3.9,8.9,2
39035018DAW,39,035,018DAW,26.2,564.9,1.7,0.8,2.2,36.1,530.1,3.5,6.3,6.2
39035018DAX,39,035,018DAX,41,179.4,2.2,2.8,0.8,39.8,167.9,1.5,7,1
39035018DAZ,39,035,018DAZ,114.3,121.8,4,2.4,2.4,103.5,113.6,3.2,5.6,5.5
39035018DBC,39,035,018DBC,62.4,325.6,1.3,1,0.7,58.9,287,3.8,11,5.1
39035018DBD,39,035,018DBD,536.9,388.9,22.5,8.2,5,579.7,279.5,25.4,37.2,9.2
39035018DBF,39,035,018DBF,265,257,23,2,1,298,194,8,8,11
39035018DBG,39,035,018DBG,294.9,310.8,26.9,7.5,6.3,324.9,244,17.5,8.6,12.9
39035018DBH,39,035,018DBH,353.5,284.2,25,6.3,4.5,407.1,220.5,11.7,12.6,7.2
39035018DBI,39,035,018DBI,425.3,319.5,20.8,14.8,1,404.6,251.3,21.8,29.7,20.8
39035018DBJ,39,035,018DBJ,519.9,440.4,38.9,8.5,4.7,608.1,310.4,17.1,7.6,11.4
39035018DBK,39,035,018DBK,363.1,310.4,35.8,2,2,449.7,215.9,7,17.9,11.9
39035018DBM,39,035,018DBM,235,309,31,5,3,261,254,8,24,14
39035018DBN,39,035,018DBN,430.1,369.1,23.1,4,5,496.3,288.9,8.1,16,5
39035018DBU,39,035,018DBU,222,295.5,15.1,2.2,0.1,333,194.2,6.1,3.7,0.3
39035018DBV,39,035,018DBV,290.6,550.1,20,0,3,433.5,420.2,5,3,3
39035018DBW,39,035,018DBW,333.6,471.7,28.1,3.9,1,484.4,330.7,5,12.4,3.8
39035018DBX,39,035,018DBX,443.8,398.7,18.6,5.5,1.2,583.7,282.8,11.4,6.1,2.9
39035018DBY,39,035,018DBY,435,346,28,3,2,574,231,7,6,1
39035018DCC,39,035,018DCC,271.4,203.7,16.2,1,1,304.8,143.2,11,4.1,6.1
39035018DCE,39,035,018DCE,294.4,240.1,14,4.1,1,337.3,191.9,3.6,6.4,6.3
39035018DCG,39,035,018DCG,254.2,264.2,11.8,1.8,0,318.9,185.9,6.4,4.6,3.6
39035018DCI,39,035,018DCI,174,228,12,2,1,217,173,5,9,3
39035018DCK,39,035,018DCK,635.5,354.1,29.9,7.5,4,655.5,264.8,15.3,30.3,11.8
39035018DCM,39,035,018DCM,375.5,207,11,4.6,0,395.6,158.4,7.3,5.5,2.8
39035018DCN,39,035,018DCN,414.8,285.2,18.5,4,1,456.4,205.1,14.7,12.2,6.2
39035018DCO,39,035,018DCO,394.3,243,12.3,3.8,0,397.1,206.1,12.3,8.5,17
39035018DCQ,39,035,018DCQ,42.6,426.4,6.1,4.1,2.1,56.3,379.2,9.2,5.2,9.3
39035018DCS,39,035,018DCS,7.4,326.5,2,1,0,8.8,302.8,0.1,7.1,1
39035018DCU,39,035,018DCU,215.7,121.7,4.4,3.5,1.2,214.8,92.5,5.9,8.8,8.3
39035018DCW,39,035,018DCW,48.3,288.1,6.6,1.9,0,57.8,259.6,4.7,4.7,3.8
39035018DDR,39,035,018DDR,53.3,251.7,6.9,10.9,0,67.1,207.3,10.9,3,3
39035018DDT,39,035,018DDT,8.3,500.4,1.1,1,0,36.4,365.2,6,6,8
39035018DDX,39,035,018DDX,5,328,0,2,3,15,288,3,8,2
39035018DDY,39,035,018DDY,10,550,0,4,1,32,472,11,10,1
39035018DDZ,39,035,018DDZ,19,509,2,7,0,29,464,9,8,1
39035018DEA,39,035,018DEA,69.8,243.4,4.7,1,1.9,85.5,174,12,4.7,6.4
39035018DEC,39,035,018DEC,302,331,20,9,0,352,261,13,11,7
39035018DEI,39,035,018DEI,6.1,546.6,2,4,1,23.2,490.4,9,9,6
39035018DEJ,39,035,018DEJ,11,470,2,3,1,17,451,1,5,2
39035018DEK,39,035,018DEK,6.9,531.3,1.6,3.3,2,15.7,485.8,3.8,10.5,5.5
39035018DEL,39,035,018DEL,10.1,364.7,3.4,1.7,0,24.3,331.2,4.2,2.5,2.5
39035018DEM,39,035,018DEM,24.2,895.3,2.9,3.9,2.9,50.4,813,7.7,6.8,10.6
39035018DEO,39,035,018DEO,3.4,355,1.7,1.7,1.7,15.5,316.3,6.9,5.2,5.2
39035018DEP,39,035,018DEP,15.6,567,2.3,2.3,3.3,22.5,523.7,6.1,8.8,4.8
39035018DER,39,035,018DER,19.7,402.1,1,3,1,22.7,362.6,7.9,8.9,3.9
39035018DES,39,035,018DES,23.9,828.1,5,2,3,43.9,754.4,5,9,7
39035018DEU,39,035,018DEU,19.5,315.8,1,2.9,1,28.3,275.9,1,8.8,8.8
39035018DEV,39,035,018DEV,13.5,531.2,7,4.1,0,29.7,477.1,9,10.2,6.2
39035018DEX,39,035,018DEX,18.3,578.9,4,1,2,37.3,527.4,6.1,8.1,3.1
39035018DFF,39,035,018DFF,185.6,247.1,16.2,7,2.1,195.5,211.8,9.7,9.1,6.9
39035018DFI,39,035,018DFI,645.5,401.4,13.5,2.9,4.8,763.3,260.5,11.6,13.5,9.7
39035ZZZZZZ,39,035,ZZZZZZ,0,0,0,0,0,0,0,0,0,0
39037019AAA,39,037,019AAA,293,109,22,14,6,302,102,14,11,10
39037019AAB,39,037,019AAB,329.5,120.5,11.3,2.8,1.9,370,79.1,3.8,4.7,6.6
39037019AAC,39,037,019AAC,347.2,119.1,9,2,1,384.3,80.1,2,2,7
39037019AAD,39,037,019AAD,254.6,107.6,10.8,2,5.9,261.5,89.8,8.9,11.8,11.8
39037019AAE,39,037,019AAE,304,95,18,6,3,310,85,6,8,10
39037019AAF,39,037,019AAF,294.2,138.9,10.1,2,7,333.4,84.7,9,8.1,4.1
39037019AAG,39,037,019AAG,290,98,9,3,2,311,75,9,4,5
39037019AAH,39,037,019AAH,331.8,105.9,21,3,0,327.8,84,7,10,23
39037019AAI,39,037,019AAI,562,210,20,3,5,600,159,6,8,11
39037019AAJ,39,037,019AAJ,256,88,14,7,6,251,78,9,11,10
39037019AAK,39,037,019AAK,510.5,178.5,10.7,4.2,2.1,576,107.9,5.2,12.3,6.4
39037019AAL,39,037,019AAL,215.3,91.9,8,1.8,2.6,241.8,60.1,2.7,3.5,7.1
39037019AAM,39,037,019AAM,555.8,129,24,5,3,569.8,110,4,7,17
39037019AAN,39,037,019AAN,643,163,22,9,6,653,130,11,15,23
39037019AAO,39,037,019AAO,479,66,9,1,4,474,55,6,7,5
39037019AAR,39,037,019AAR,690,177,29,2,2,699,133,16,15,10
39037019AAS,39,037,019AAS,551,76,14,5,7,543,66,6,8,13
39037019AAT,39,037,019AAT,462.2,64,17,4,3,477.2,54,5,6,6
39037019AAU,39,037,019AAU,392.4,120,20,4.2,2.4,418,91.8,4.3,3.5,13.9
39037019AAV,39,037,019AAV,502.6,122.5,19.2,1,2.1,531.7,87.3,4.1,7.2,6.2
39037019AAW,39,037,019AAW,569.8,122.1,13.9,3,1,587.6,92.3,3,13.9,8.9
39037019AAX,39,037,019AAX,407,76,19,2,1,420,57,5,6,10
39037019AAZ,39,037,019AAZ,589,105,20,3,1,587,97,6,10,16
39037019ABA,39,037,019ABA,384,56,18,1,1,387,48,6,5,8
39037019ABC,39,037,019ABC,404.9,92.3,9.8,0,1,409.7,71.7,1,7.8,9.8
39037019ABD,39,037,019ABD,311.1,131.7,14.2,2,5,302.3,118.3,6,8.2,14.2
39037019ABF,39,037,019ABF,371,62,7,1,6,368,51,7,7,5
39037019ABG,39,037,019ABG,311,53,2,1,1,305,49,0,4,6
39037019ABH,39,037,019ABH,796,117,18,3,0,814,84,7,17,8
39037019ABJ,39,037,019ABJ,529.4,99.8,12.4,2.9,1.9,544.6,63.7,7.6,11.4,11.4
39037019ABK,39,037,019ABK,295.6,113.2,9.6,6.2,1.1,312.4,82.3,9.4,6.6,11.6
39037019ABL,39,037,019ABL,711,40,5,1,3,695,44,3,4,6
39037019ABN,39,037,019ABN,355,62,7,4,1,365,45,2,7,13
39037019ABP,39,037,019ABP,865.8,143.6,20,7,1,879.8,95.8,15,15,13
39037019ABQ,39,037,019ABQ,530.2,134.4,23,6,1,568.2,97.2,2,12,12
39037019ABR,39,037,019ABR,381,84,12,2,3,389,74,8,9,3
39037019ABS,39,037,019ABS,686,99,20,9,2,697,80,12,6,14
39037019ABT,39,037,019ABT,495,44,21,3,0,497,49,2,8,3
39037019ABU,39,037,019ABU,485,107,11,1,0,471,89,6,10,10
39037019ABV,39,037,019ABV,917.9,107.7,19.4,2.1,9.1,929.6,77.8,6.2,8.3,9.1
39037019ABX,39,037,019ABX,510.6,98.3,20.6,2.9,6.9,499.9,98.2,10.8,16.7,4.9
39037019ABY,39,037,019ABY,598.6,100.1,23,1,3,620.6,84,8,3,3
39037019ACA,39,037,019ACA,243,42,5,3,1,240,40,1,3,8
39039020AAA,39,039,020AAA,503,272,44,6,6,556,226,12,14,5
39039020AAB,39,039,020AAB,410.5,241.7,22,1,1,448.4,202.8,5,5,10
39039020AAE,39,039,020AAE,328,256.2,22.1,5.1,5,352.1,218.9,9,15.1,4.2
39039020AAF,39,039,020AAF,242,202,41,7,3,273,190,12,13,13
