GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW
39049025ARP,39,049,025ARP,374.45,457.35,18.78,2.89
39049025ARQ,39,049,025ARQ,473.27,529.62,8.29,0.77
39049025ARR,39,049,025ARR,397,524,11,4
39049025ARS,39,049,025ARS,234.77,321.69,5.99,2
39049025ART,39,049,025ART,249.98,370.49,6.97,0
39049025ARU,39,049,025ARU,380.17,589.23,11,0
39049025ARV,39,049,025ARV,299,359,12,1
39049025ARW,39,049,025ARW,347,430,24,7
39049025ARX,39,049,025ARX,266,290,9,0
39049025ARY,39,049,025ARY,350.54,577.39,19.06,2.01
39049025ARZ,39,049,025ARZ,199,302,10,2
39049025ASA,39,049,025ASA,325,523.02,14,1
39049025ASB,39,049,025ASB,207,445,8,2
39049025ASC,39,049,025ASC,300.5,488.74,4.48,1.06
39049025ASD,39,049,025ASD,266.11,568.26,16.61,3
39049025ASE,39,049,025ASE,200.94,352.93,2.98,0.06
39049025ASF,39,049,025ASF,234,357,13,2
39049025ASG,39,049,025ASG,225.47,316.17,6.91,0.86
39049025ASH,39,049,025ASH,247.91,417.08,8.75,1.94
39049025ASI,39,049,025ASI,286,312,4,5
39049025ASJ,39,049,025ASJ,320,485.13,11.77,1.02
39049025ASK,39,049,025ASK,495.45,789.38,15.42,3.34
39049025ASL,39,049,025ASL,374.33,462.63,11.38,3.03
39049025ASM,39,049,025ASM,234,429,8,2
39049025ASN,39,049,025ASN,293.28,433.56,5,0
39049025ASO,39,049,025ASO,351,764,14,2
39049025ASP,39,049,025ASP,209,367,11,1
39049025ASQ,39,049,025ASQ,300.27,408.4,13.4,1.79
39049025ASR,39,049,025ASR,377,527,5,1
39049025ASS,39,049,025ASS,261.09,468.09,14.86,0.23
39049025AST,39,049,025AST,436.15,543.3,9.03,2.16
39049025ASU,39,049,025ASU,245.11,640.92,9.07,3.97
39049025ASV,39,049,025ASV,223.59,566.56,3.96,0.98
39049025ASW,39,049,025ASW,177.66,605.84,15.28,1.04
39049025ASX,39,049,025ASX,243.84,801.19,13.95,2.99
39049025ASY,39,049,025ASY,265.92,803.51,12.85,2.97
39049025ASZ,39,049,025ASZ,472.67,371,15.04,2
39049025ATA,39,049,025ATA,499,372,16,4
39049025ATB,39,049,025ATB,388.94,219.65,6.1,1
39049025ATC,39,049,025ATC,385,308,16,2
39049025ATD,39,049,025ATD,669.99,384,13,1
39049025ATE,39,049,025ATE,426,327,16,0
39049025ATF,39,049,025ATF,550,398,13,3
39049025ATG,39,049,025ATG,459.15,316.05,5,1
39049025ATH,39,049,025ATH,450.69,348.12,10.33,0.95
39049025ATI,39,049,025ATI,532.33,253.44,10.12,0.05
39049025ATJ,39,049,025ATJ,647.25,384.57,8.06,4.02
39049025ATK,39,049,025ATK,469.16,215.84,3.48,0.92
39049025ATM,39,049,025ATM,328,353,15,4
39049025ATN,39,049,025ATN,365.46,311.07,7.65,0
39049025ATO,39,049,025ATO,492.4,379.53,14.98,2
39049025ATP,39,049,025ATP,501.7,365.26,13.01,2
39049025ATQ,39,049,025ATQ,377,253,8,3
39049025ATR,39,049,025ATR,207.47,171.1,5.79,4.96
39049025ATS,39,049,025ATS,414.57,524.72,18.29,1.25
39049025ATT,39,049,025ATT,285.38,421.51,11.09,0.02
39049025ATU,39,049,025ATU,198,396,11,3
39049025ATV,39,049,025ATV,163.66,258.17,4.55,0
39049025ATW,39,049,025ATW,424.01,595.94,4.12,3
39049025ATX,39,049,025ATX,351,653,17,4
39049025ATY,39,049,025ATY,493.17,709.81,10.98,0
39049025ATZ,39,049,025ATZ,314.11,370.92,13.04,1.02
39049025AUA,39,049,025AUA,484.75,470.24,11.61,2.9
39049025AUB,39,049,025AUB,473.25,619.36,15.03,3.01
39049025AUC,39,049,025AUC,421.79,442.32,9.76,0.98
39049025AUD,39,049,025AUD,590.82,888.43,20.02,2
39049025AUE,39,049,025AUE,431,587,11,4
39049025AUF,39,049,025AUF,510,713,15,2
39049025AUG,39,049,025AUG,528.81,699.2,13.13,6.09
39049025AUH,39,049,025AUH,222.91,467.43,12.59,0.3
39049025AUI,39,049,025AUI,326,432,5,6
39049025AUJ,39,049,025AUJ,205.69,541.44,8.08,4.01
39049025AUK,39,049,025AUK,289.89,427.77,8.61,1.02
39049025AUL,39,049,025AUL,155,250,7,2
39049025AUM,39,049,025AUM,251.13,489.78,7.63,3.78
39049025AUN,39,049,025AUN,327.18,434.26,10.91,2.97
39049025AUO,39,049,025AUO,131,193,2,2
39049025AUP,39,049,025AUP,231.07,304.82,7.87,2.95
39049025AUQ,39,049,025AUQ,198.93,147.18,6.13,0.05
39049025AUR,39,049,025AUR,385,541,6,4
39049025AUS,39,049,025AUS,319,558,10,3
39049025AUT,39,049,025AUT,153.82,213.74,2.09,0.03
39049025AUW,39,049,025AUW,143.97,398.18,4.64,5
39049025AUX,39,049,025AUX,121.99,537.95,2,1
39049025AUY,39,049,025AUY,271,387,10,3
39049025AUZ,39,049,025AUZ,299.11,415.82,20.97,3
39049025AVA,39,049,025AVA,181.33,558.65,7.09,1.01
39049025AVB,39,049,025AVB,214.13,533.32,6.39,1.05
39049025AVC,39,049,025AVC,279.5,431.58,4.99,1.43
39049025AVD,39,049,025AVD,202,377,6,1
39049025AVE,39,049,025AVE,294.87,507.13,7.2,0.05
39049025AVF,39,049,025AVF,252,390,6,0
39049025AVG,39,049,025AVG,362,458,7,0
39049025AVH,39,049,025AVH,288.42,365.27,2.99,0
39049025AVI,39,049,025AVI,262,387,7,0
39049025AVJ,39,049,025AVJ,201,358,3,0
39049025AVK,39,049,025AVK,200,451,11,2
39049025AVL,39,049,025AVL,283,440,8,2
39049025AVM,39,049,025AVM,426.09,780.02,9.89,6.92
39049025AVN,39,049,025AVN,241.37,613.71,9.14,1.04
39049025AVO,39,049,025AVO,249.31,490.21,11.48,0.03
39049025AVQ,39,049,025AVQ,311,487,16,1
39049025AVR,39,049,025AVR,274,642,8,6
39049025AVS,39,049,025AVS,274.84,539.98,12.23,3
39049025AVT,39,049,025AVT,238.03,431.76,8.04,2
39049025AVU,39,049,025AVU,295,428,10,2
39049025AVV,39,049,025AVV,252,525,13,2
39049025AVW,39,049,025AVW,376.68,501.45,8.27,0.05
39049025AVX,39,049,025AVX,384.11,645.66,10.71,1.07
39049025AVY,39,049,025AVY,233.15,342.8,5.93,2.96
39049025AVZ,39,049,025AVZ,449.66,778.26,22.58,1.46
39049025AWB,39,049,025AWB,434.27,487.65,11.08,0.12
39049025AWC,39,049,025AWC,279,514,10,1
39049025AWD,39,049,025AWD,228,290,3,0
39049025AWE,39,049,025AWE,534.11,765.2,16,1
39049025AWF,39,049,025AWF,358,437,10,0
39049025AWI,39,049,025AWI,227.81,399.4,8.88,0
39049025AWJ,39,049,025AWJ,357,481,13,2
39049025AWK,39,049,025AWK,304,380,12,2
39049025AWL,39,049,025AWL,196,294,6,4
39049025AWM,39,049,025AWM,308,473,7,0
39049025AWN,39,049,025AWN,337.46,436.08,10.34,0.94
39049025AWO,39,049,025AWO,471.45,611.98,9.69,2.06
39049025AWP,39,049,025AWP,153.75,217.1,5.41,0.77
39049025AWQ,39,049,025AWQ,247.47,291.11,2.03,1
39049025AWR,39,049,025AWR,310.53,443.89,6.97,1
39049025AWS,39,049,025AWS,384.25,458.9,10.59,2.23
39049025AWT,39,049,025AWT,275.14,320.22,10.33,1.88
39049025AWU,39,049,025AWU,215.44,338.66,2.68,0.93
39049025AWV,39,049,025AWV,91.48,165.57,3.32,0.83
39049025AWW,39,049,025AWW,243.98,433.73,2.84,2.78
39049025AWY,39,049,025AWY,434.81,560.72,15.3,3.81
39049025AWZ,39,049,025AWZ,560.27,812.72,13.3,3.68
39049025AXA,39,049,025AXA,333.78,455.01,8.03,2.01
39049025AXC,39,049,025AXC,204.5,441.71,6.01,0
39049025AXD,39,049,025AXD,192,513,11,2
39049025AXE,39,049,025AXE,280.99,431.41,15.14,1.89
39049025AXF,39,049,025AXF,280,328,10,4
39049025AXG,39,049,025AXG,347.01,468.59,12.86,1.11
39049025AXH,39,049,025AXH,135.71,413.27,8.76,3.5
39049025AXI,39,049,025AXI,285.49,405.33,11.69,4.87
39049025AXK,39,049,025AXK,207,429,10,5
39049025AXL,39,049,025AXL,206,312,5,1
39049025AXM,39,049,025AXM,89,477,8,3
39049025AXN,39,049,025AXN,337,396,13,2
39049025AXO,39,049,025AXO,224,287,7,3
39049025AXP,39,049,025AXP,90.63,210.57,2.71,1.63
39049025AXR,39,049,025AXR,172,477,11,1
39049025AXS,39,049,025AXS,262.68,533.98,8.54,5.12
39049025AXT,39,049,025AXT,133.95,472.32,6.45,2.67
39049025AXU,39,049,025AXU,245.31,598.67,9.26,4.01
39049025AXV,39,049,025AXV,188.41,534.35,5.98,0.99
39049025AXW,39,049,025AXW,279.1,495.03,11.42,2.64
39049025AXX,39,049,025AXX,170,272,5,0
39049025AXY,39,049,025AXY,198.8,601.42,12.66,2.92
39049025AXZ,39,049,025AXZ,184.15,616.38,5.78,2.31
39049025AYA,39,049,025AYA,145.48,551.56,16.67,0.94
39049025AYB,39,049,025AYB,165.2,471.07,4.05,0.01
39049025AYC,39,049,025AYC,237.01,545.48,10.81,1.97
39049025AYF,39,049,025AYF,160.01,453.65,4.09,1.06
39049025AYG,39,049,025AYG,223.89,513.88,9.38,3.74
39049025AYH,39,049,025AYH,190.57,358.03,3.02,2
39049025AYI,39,049,025AYI,143.6,266.89,1.15,1.93
39049025AYJ,39,049,025AYJ,257.28,401.61,7.71,5.08
39049025AYK,39,049,025AYK,188.86,164.17,3.15,0.05
39049025AYL,39,049,025AYL,493.82,958.91,22.02,5.15
39049025AYM,39,049,025AYM,680.23,1054.33,39.36,10.94
39049025AYN,39,049,025AYN,269.38,446.51,2.23,4.16
39049025AYO,39,049,025AYO,322,398,14,1
39049025AYQ,39,049,025AYQ,371.27,855.42,13.86,2.97
39049025AYR,39,049,025AYR,692.14,437.56,18.63,3.55
39049025AYS,39,049,025AYS,370.65,266.44,9.61,1.27
39049025AYT,39,049,025AYT,252.06,420.19,8.39,0.46
39049025AYU,39,049,025AYU,114.5,254.48,2.61,3.06
39049025AYV,39,049,025AYV,142.58,512.11,8.71,6.03
39049025AYW,39,049,025AYW,658.18,442.37,14.91,3.61
39049025AYX,39,049,025AYX,330.18,320.21,4.09,2.27
39049025AYY,39,049,025AYY,441.85,561.44,11.89,1.79
39049025AYZ,39,049,025AYZ,414.37,221.01,8.25,3.59
39049025AZA,39,049,025AZA,327.29,171.37,3.75,2.81
39049025AZB,39,049,025AZB,39.68,255.17,4.68,1.6
39049025AZC,39,049,025AZC,145.2,344.56,5.07,0.01
39049025AZD,39,049,025AZD,175.25,134.83,3.94,0.04
39049025AZE,39,049,025AZE,634.51,270.51,8.1,2.52
39049025AZF,39,049,025AZF,316.87,145.43,3.83,0.22
39049025AZG,39,049,025AZG,745.4,301.69,21.33,2.2
39049025AZJ,39,049,025AZJ,452.28,268.26,15.54,4.09
39049025AZK,39,049,025AZK,544.77,426.46,19.04,4.75
39049025AZL,39,049,025AZL,326.36,185.42,7.12,2.02
39049025AZM,39,049,025AZM,672.99,394.49,13.6,1.48
39049025AZN,39,049,025AZN,361.43,171.02,3.03,3.98
39049025AZO,39,049,025AZO,499.06,197.05,6.94,0.06
39049025AZP,39,049,025AZP,666.85,295.41,11.55,3.15
39049025AZQ,39,049,025AZQ,61.09,243.36,6.9,0
39049025AZR,39,049,025AZR,424.14,408.2,10.9,0.82
39049025AZS,39,049,025AZS,459,360,5,2
39049025AZT,39,049,025AZT,523,479,11,0
39049025AZU,39,049,025AZU,571,473,10,3
39049025AZV,39,049,025AZV,622.63,555.57,17.47,6.06
39049025AZW,39,049,025AZW,317,230,5,0
39049025AZX,39,049,025AZX,119.43,127.93,8.04,1.32
39049025AZY,39,049,025AZY,339.28,343.48,5.95,2.98
39049025AZZ,39,049,025AZZ,542.17,328.66,3.03,5.01
39049025BAA,39,049,025BAA,275,154,3,0
39049025BAB,39,049,025BAB,432.19,193.64,8.54,0.96
39049025BAC,39,049,025BAC,441.97,219.75,2.04,2.99
39049025BAD,39,049,025BAD,465.08,542.11,15.77,5.09
39049025BAE,39,049,025BAE,320,524,6,3
39049025BAF,39,049,025BAF,287.09,250.55,8.78,2.57
39049025BAG,39,049,025BAG,324.86,336.98,13.95,1.74
39049025BAH,39,049,025BAH,316.78,295.96,12.1,0.05
39049025BAI,39,049,025BAI,288,407,5,3
39049025BAJ,39,049,025BAJ,195.4,755.72,8.63,5.44
39049025BAK,39,049,025BAK,158.48,595.33,7.33,4.62
39049025BAL,39,049,025BAL,576.69,590.73,21.89,1.32
39049025BAM,39,049,025BAM,309.1,402.11,7,2
39049025BAN,39,049,025BAN,228.01,280.26,7.8,1.46
39049025BAO,39,049,025BAO,390.53,441.48,16.08,2.04
39049025BAP,39,049,025BAP,274.28,454.1,9.56,1.27
39049025BAQ,39,049,025BAQ,240.81,416.9,11.31,1.06
39049025BAR,39,049,025BAR,201.77,354.65,9.81,4.5
39049025BAS,39,049,025BAS,408.67,551.22,15.9,0.01
39049025BAT,39,049,025BAT,387.16,543.23,5.4,2.87
39049025BAU,39,049,025BAU,536.61,623.25,9.28,0.04
39049025BAV,39,049,025BAV,267.64,327.93,5.58,1.44
39049025BAW,39,049,025BAW,630.42,532.44,15.25,2.44
39049025BAZ,39,049,025BAZ,382,135,4,0
39049025BBA,39,049,025BBA,527,185,6,1
39049025BBB,39,049,025BBB,565,210,9,4
39049025BBC,39,049,025BBC,370.46,205.59,4.09,0.81
39049025BBD,39,049,025BBD,363,169,2,3
39049025BBE,39,049,025BBE,462,176,8,2
39049025BBF,39,049,025BBF,391.9,295.66,5.95,0
39049025BBG,39,049,025BBG,637.07,372.65,13.65,3.17
39049025BBH,39,049,025BBH,516.9,393.62,11.35,4.95
39049025BBI,39,049,025BBI,321.41,272.65,7.96,2.99
39049025BBJ,39,049,025BBJ,465.48,270.45,13.08,2.01
39049025BBK,39,049,025BBK,428.83,356.44,16.47,2.4
39049025BBL,39,049,025BBL,354.01,235.19,6.15,0.02
39049025BBM,39,049,025BBM,231.15,312.71,4.14,2.95
39049025BBN,39,049,025BBN,324,288,7,5
39049025BBO,39,049,025BBO,135.46,104.9,1.65,0.83
39049025BBP,39,049,025BBP,342.74,195.63,13.42,3.15
39049025BBQ,39,049,025BBQ,86.51,319.06,2.79,0
39049025BBR,39,049,025BBR,459.54,695.06,11.66,2.15
39049025BBS,39,049,025BBS,336.47,720.45,16.17,4.55
39049025BBT,39,049,025BBT,55.96,59.81,4.1,0.17
39049025BBU,39,049,025BBU,199.54,335.13,8.11,2.25
39049025BBV,39,049,025BBV,595.55,689.89,16.59,4.29
39049025BBX,39,049,025BBX,244.72,362.52,6.14,2.03
39049025BCA,39,049,025BCA,220.22,451.06,10.62,2.9
39049025BCC,39,049,025BCC,306.1,176.34,3.05,0
39049025BCD,39,049,025BCD,287,298,13,3
39049025BCE,39,049,025BCE,459.61,704.92,12.03,2.04
39049025BCF,39,049,025BCF,538,532,2,0
39049025BCG,39,049,025BCG,475.73,360.84,15.27,1.91
39049025BCJ,39,049,025BCJ,521.58,745.89,21.43,1.97
39049025BCK,39,049,025BCK,353.54,476.56,9.4,0
39049025BCS,39,049,025BCS,90,428,5,5
39049025BCT,39,049,025BCT,151.04,620.21,8.5,1.89
39049025BCU,39,049,025BCU,124.08,435.18,3.01,2
39049025BCV,39,049,025BCV,337.44,410.33,10.82,6.31
39049025BDA,39,049,025BDA,241,298,7,1
39049025BDB,39,049,025BDB,162.68,220.18,3.42,0.05
39049025BDD,39,049,025BDD,203.44,305.41,4.53,0.08
39049025BDE,39,049,025BDE,547,818,11,2
39049025BDL,39,049,025BDL,245.52,441.72,6.1,3.71
39049025BDO,39,049,025BDO,359,448,5,0
39049025BDP,39,049,025BDP,208.04,324.23,2.6,0.07
39049025BDQ,39,049,025BDQ,466.45,575.16,1.98,2.96
39049025BDS,39,049,025BDS,500.36,384.36,14.67,3.27
39049025BDT,39,049,025BDT,417,260,8,2
39049025BDU,39,049,025BDU,411.51,303.39,2.97,5.9
39049025BDV,39,049,025BDV,322,407,14,1
39049025BDX,39,049,025BDX,130.89,194.74,2.39,0
39049025BDY,39,049,025BDY,226.07,448.37,2.83,0.94
39049025BDZ,39,049,025BDZ,291,477,6,1
39049025BEG,39,049,025BEG,295.85,219.03,6.41,2.13
39049025BEJ,39,049,025BEJ,191.31,387.56,5.92,0.99
39049025BEL,39,049,025BEL,92.58,236.8,3.9,2.92
39049025BEM,39,049,025BEM,273.6,558.04,7.87,3.94
39049025BEQ,39,049,025BEQ,297,615,11,2
39049025BER,39,049,025BER,160.88,747.15,10.06,2.01
39049025BET,39,049,025BET,41.66,536.79,5.68,3.79
39049025BFN,39,049,025BFN,174.55,346.76,4.53,3.63
39049025BFO,39,049,025BFO,167,539,7,0
39049025BFQ,39,049,025BFQ,368,292,5,4
39049025BFR,39,049,025BFR,371.82,420.77,2.94,0.33
39049025BFS,39,049,025BFS,419,333,3,0
39049025BFT,39,049,025BFT,304.5,328.69,4.17,1.67
39049025BFU,39,049,025BFU,487,651,15,7
39049025BFV,39,049,025BFV,485.91,518.05,5.99,2.99
39049025BFW,39,049,025BFW,328.28,361.48,11.24,4.07
39049025BFX,39,049,025BFX,467.84,667.35,6.98,2
39049025BFZ,39,049,025BFZ,455.56,599.15,9.33,4.85
39049025BGA,39,049,025BGA,466.42,596.86,14.82,1.98
39049025BGB,39,049,025BGB,268.39,351.38,22.01,1
39049025BGC,39,049,025BGC,198.76,339.78,2.47,0.75
39049025BGD,39,049,025BGD,173.63,287.02,7.33,0.31
39049025BGE,39,049,025BGE,164,462,9,4
39049025BGF,39,049,025BGF,302.13,524.4,15.4,1.92
39049025BGG,39,049,025BGG,190.44,811.3,13.03,3
39049025BGH,39,049,025BGH,254.26,538.41,5.54,1.95
39049025BGI,39,049,025BGI,109.63,598.75,2.41,1.12
39049025BGJ,39,049,025BGJ,311.08,676.53,8.01,3.54
39049025BGK,39,049,025BGK,209.8,710.2,11.67,4.53
39049025BGL,39,049,025BGL,252.76,727.71,11.65,1.77
39049025BGM,39,049,025BGM,295,298,7,0
39049025BGN,39,049,025BGN,214.69,326.5,11.63,3.58
39049025BGO,39,049,025BGO,297,558,14,3
39049025BGP,39,049,025BGP,352.64,474.61,18.26,0.04
39049025BGQ,39,049,025BGQ,296,463,14,2
39049025BGR,39,049,025BGR,240.96,499.27,13.49,1.93
39049025BGU,39,049,025BGU,212.5,284.31,13.16,1.04
39049025BGV,39,049,025BGV,359,473,16,4
39049025BGW,39,049,025BGW,391,552,16,2
39049025BGX,39,049,025BGX,186.8,424.64,18.55,0.02
39049025BGY,39,049,025BGY,375.2,581.36,23.45,0.98
39049025BGZ,39,049,025BGZ,233.55,379.27,9.07,2.96
39049025BHA,39,049,025BHA,235.97,437.02,11.16,0.06
39049025BHB,39,049,025BHB,175.1,406.45,7,0.86
39049025BHC,39,049,025BHC,340.18,528.01,14.27,4.27
39049025BHD,39,049,025BHD,313.56,464.45,9.57,0
39049025BHE,39,049,025BHE,557.08,866.58,21.66,2.61
39049025BHF,39,049,025BHF,278.36,257.03,3.45,0.04
39049025BHG,39,049,025BHG,237.33,451.53,10.23,3.08
39049025BHH,39,049,025BHH,393.86,491.28,22.67,5.88
39049025BHI,39,049,025BHI,243.43,455.07,14.92,0.1
39049025BHJ,39,049,025BHJ,430.51,506.14,21.33,3.88
39049025BHK,39,049,025BHK,605.4,459.47,14.86,1.17
39049025BHL,39,049,025BHL,386.81,347.29,8.88,2.96
39049025BHM,39,049,025BHM,367.78,728.08,13.92,2.15
39049025BHN,39,049,025BHN,122,320,11,0
39049025BHO,39,049,025BHO,307,522,11,2
39049025BHP,39,049,025BHP,224,411,7,4
39049025BHQ,39,049,025BHQ,396.66,711.81,16.68,1.85
39049025BHR,39,049,025BHR,144.21,352.42,6.07,1.35
39049025BHS,39,049,025BHS,222.88,495.86,12.05,3.35
39049025BHT,39,049,025BHT,182.16,433.78,13.76,2.44
39049025BHU,39,049,025BHU,249.62,510.66,2.94,1.85
39049025BHV,39,049,025BHV,168.93,221.24,2.96,1.9
39049025BHW,39,049,025BHW,433.22,769.61,8.17,3.17
39049025BHX,39,049,025BHX,537.94,661.29,15.13,1.93
39049025BHY,39,049,025BHY,448.27,674.91,15.87,2.97
39049025BHZ,39,049,025BHZ,371.43,571.21,10.03,0.03
39049025BIA,39,049,025BIA,400.08,600.73,10.98,2.15
39049025BIB,39,049,025BIB,282.25,606.76,9.61,3.38
39049025BIC,39,049,025BIC,36,554,5,1
39049025BID,39,049,025BID,84.68,634.27,7.31,5.31
39049025BIE,39,049,025BIE,57.7,728.18,7.87,4.72
39049025BIF,39,049,025BIF,28,510,4,2
39049025BIG,39,049,025BIG,67.15,626.37,9.59,1.92
39049025BIH,39,049,025BIH,367.74,863.55,9.99,6.88
39049025BII,39,049,025BII,174,647,1,2
39049025BIJ,39,049,025BIJ,192,751,8,2
39049025BIK,39,049,025BIK,338.74,743.42,7.18,3.94
39049025BIL,39,049,025BIL,370.09,527.57,12.41,3.7
39049025BIM,39,049,025BIM,96.75,442.9,6.79,2.93
39049025BIO,39,049,025BIO,273.92,447.02,12.95,1.73
39049025BIP,39,049,025BIP,367.2,482.39,14.08,4.69
39049025BIQ,39,049,025BIQ,389.75,546.08,9.32,7.3
39049025BIR,39,049,025BIR,307.58,662.44,15.15,3.71
39049025BIS,39,049,025BIS,142.51,364.53,6.41,3.48
39049025BIT,39,049,025BIT,242.44,687.74,6.93,7.92
39049025BIU,39,049,025BIU,384.94,735.43,16.98,4.53
39049025BIV,39,049,025BIV,216.38,369.62,9.24,1.54
39049025BIW,39,049,025BIW,325.66,479.92,11.24,4.22
39049025BIX,39,049,025BIX,274.29,232.08,10.64,0.91
39049025BIY,39,049,025BIY,262.14,457.17,9.04,4.01
39049025BJA,39,049,025BJA,496.93,436.79,10.85,1.97
39049025BJB,39,049,025BJB,425.24,344.05,7.32,1.09
39049025BJC,39,049,025BJC,419.58,300.79,16.68,3.93
39049025BJD,39,049,025BJD,481.43,890.39,20.94,7.18
39049025BJF,39,049,025BJF,153,472,10,2
39049025BJI,39,049,025BJI,264.93,530.93,9.8,3.1
39049025BJJ,39,049,025BJJ,182.85,117.92,6.77,0.97
39049025BJL,39,049,025BJL,374.2,466.33,14.96,4.97
39049025BJN,39,049,025BJN,115,225.78,7.6,1.03
39049025BJO,39,049,025BJO,384.31,487.3,13.03,2.85
39049025BJP,39,049,025BJP,257.1,237.87,6.34,3.19
39049025BJQ,39,049,025BJQ,456.21,405.47,22.39,3.53
39049025BJS,39,049,025BJS,116.98,663.65,6.37,3.08
39049025BJT,39,049,025BJT,450.94,475.85,18.47,4.09
39049025BJU,39,049,025BJU,211,235,6,4
39049025BJV,39,049,025BJV,535.17,377.98,17.88,0.97
39049025BJX,39,049,025BJX,186.72,308.72,5.53,1.56
39049025BJY,39,049,025BJY,361.17,522.64,18.15,4.78
39049025BJZ,39,049,025BJZ,358.26,331.02,3.38,0.84
39049025BKA,39,049,025BKA,244.54,244.54,9.98,3.33
39049025BKB,39,049,025BKB,253.89,207.14,11.42,3.81
39049025BKC,39,049,025BKC,180.54,422.51,6.1,1.03
39049025BKE,39,049,025BKE,255.44,482.55,8.63,4.41
39049025BKF,39,049,025BKF,284.05,347.39,3.96,0
39049025BKI,39,049,025BKI,325.51,434.02,1.82,0.91
39049025BKJ,39,049,025BKJ,279.01,566.27,14.77,0.1
39049025BKK,39,049,025BKK,245.17,317.74,7.97,1.33
39049025BKL,39,049,025BKL,389.98,584.07,14.09,2.01
39049025BKM,39,049,025BKM,340.78,406.76,3.35,0.36
39049025BKN,39,049,025BKN,341,314,12,2
39049025BKO,39,049,025BKO,362.58,388.67,21.83,6.76
39049025BKP,39,049,025BKP,351,464,18,1
39049025BKQ,39,049,025BKQ,403.71,241.51,4.23,1
39049025BKR,39,049,025BKR,233.81,342.03,9.16,0.02
39049025BKS,39,049,025BKS,425.08,329.61,19.01,1.02
39049025BKT,39,049,025BKT,344.08,213.28,5.61,0.01
39049025BKU,39,049,025BKU,6.67,40.82,0.83,0
39049025BKV,39,049,025BKV,1.33,8.18,0.17,0
39049025BKW,39,049,025BKW,421.72,509.16,9.98,0.91
39049025BKX,39,049,025BKX,300.56,456.65,9.35,0.01
39049025BKY,39,049,025BKY,49.09,442.96,1.02,6
39049025BKZ,39,049,025BKZ,32,173,8,1
39049025BLA,39,049,025BLA,53,340,2,0
39049025BLB,39,049,025BLB,358.56,650.33,11.94,3.01
39049025BLC,39,049,025BLC,497.1,736.25,16.02,3.03
39049025BLD,39,049,025BLD,190.9,437.63,4.5,2.7
39049025BLE,39,049,025BLE,437.57,483.18,13.75,1.53
39049025BLF,39,049,025BLF,386.99,548.39,7.38,4.15
39049025BLG,39,049,025BLG,315.83,532.88,13.75,1.09
39049025BLK,39,049,025BLK,26.61,139.02,1.86,0.53
39049025BLL,39,049,025BLL,13.76,77.32,0.4,0.81
39049025BLM,39,049,025BLM,414.4,565.92,11.84,0.08
39049025BLN,39,049,025BLN,251.65,450.86,12.29,0.12
39049025BLO,39,049,025BLO,116.37,376.86,12.53,1.79
39049025BLP,39,049,025BLP,274.68,393.17,6.04,0.01
39049025BLQ,39,049,025BLQ,43.64,296.73,4.85,0.97
39049025BLR,39,049,025BLR,206.67,447.47,8.77,2.92
39049025BLS,39,049,025BLS,74,420,4,5
39049025BLT,39,049,025BLT,131.94,393.79,13.08,0.01
39049025BLU,39,049,025BLU,233.63,321.49,5.99,2
39049025BLV,39,049,025BLV,30,344,4,0
39049025BLW,39,049,025BLW,261.72,384.33,9.21,1.06
39049025BLX,39,049,025BLX,97.18,342.87,6.16,4.05
39049025BLY,39,049,025BLY,220.46,499.61,13.34,4.62
39049025BLZ,39,049,025BLZ,60,318,2,1
39049025BMA,39,049,025BMA,187.15,544.18,8.41,2.06
39049025BMB,39,049,025BMB,60.52,430.3,4.71,0.94
39049025BMC,39,049,025BMC,161.05,349.81,8.03,1.27
39049025BMD,39,049,025BMD,164,453,13,2
39049025BME,39,049,025BME,188.29,416.34,7.76,0.97
39049025BMF,39,049,025BMF,201.54,240.42,7.14,0.79
39049025BMG,39,049,025BMG,75.12,519.91,4.7,2.68
39049025BMH,39,049,025BMH,78,485,7,4
39049025BMI,39,049,025BMI,86.63,224.62,1.24,1.86
39049025BMJ,39,049,025BMJ,177.07,299.64,2.75,0.01
39049025BMK,39,049,025BMK,56,368,4,2
39049025BML,39,049,025BML,296.05,370.49,10.48,0.36
39049025BMM,39,049,025BMM,166.28,362.15,2,0.99
39049025BMN,39,049,025BMN,186.64,419.13,7.42,1.09
39049025BMO,39,049,025BMO,293.29,424.01,3.99,0.97
39049025BMP,39,049,025BMP,76.11,318.47,1.07,1.04
39049025BMQ,39,049,025BMQ,236.58,346.76,4.02,2.02
39049025BMR,39,049,025BMR,67.94,323.61,10.41,2.38
39049025BMS,39,049,025BMS,147.35,340.77,4.21,2.04
39049025BMT,39,049,025BMT,150.96,308.37,8.78,1.78
39049025BMU,39,049,025BMU,216.75,271.92,7.16,2.02
39049025BMV,39,049,025BMV,214.81,266.22,6.74,0
39049025BMW,39,049,025BMW,194.4,311.96,5.13,0.06
39049025BMX,39,049,025BMX,122.03,167.65,2.14,2.79
39049025BMY,39,049,025BMY,36.17,351.39,0.03,3.01
39049025BMZ,39,049,025BMZ,169.5,378.42,11.83,5.91
39049025BNA,39,049,025BNA,277.47,200.75,3.29,1.74
39049025BNB,39,049,025BNB,160.83,249.48,7.13,0.89
39049025BNC,39,049,025BNC,174.8,236.36,5.32,1.52
