GEOID20,STATEFP,COUNTYFP,DISTRICT,G18SOSRARD,G18SOSREDM,G18SOSRSTO,G18SOSRKEN,G18SOSRCRO,G18SOSRCLO,G18SOSDCOL,G18SOSDFRE,G18SOSNMOR,R18SOSRARD,R18SOSDCOL
220130007-4,22,013,0007-4,47,47,10,21,7,17,131,53,5,76,129
220130007-5,22,013,0007-5,32.3,34.12,15.74,43.41,3.55,30.04,10.64,16.1,2.27,70.81,16.37
220150001-1,22,015,0001-1,83.08,95.04,14.02,44.03,9.01,35.03,58.36,51.15,7.02,96.02,16.1
220150001-2,22,015,0001-2,90,115,17,60,14,38,87,56,9,92,53
220150001-3,22,015,0001-3,87.64,102.01,22.74,44.42,13.64,23.57,65.04,48.39,12.18,79.18,26.84
220150001-4,22,015,0001-4,175.32,185.64,27.35,94.46,20.29,65.14,110.22,110.49,9.67,167.53,34.17
220150001-5,22,015,0001-5,64,62,10,29,11,23,40,25,6,70,17
220150002-1,22,015,0002-1,81.45,123.61,25.74,54.79,18.24,28.65,120.51,78.25,12.52,71.35,55.33
220150002-2,22,015,0002-2,197.52,243.89,44.08,75.51,19.1,49.08,58.14,61.7,3.32,172.34,29.42
220150002-3,22,015,0002-3,36,59,5,16,4,10,45,35,1,23,9
220150002-4,22,015,0002-4,171,267,38,95,12,56,73,87,10,234,49
220150002-6,22,015,0002-6,14.5,18.48,3.18,13.69,1.12,14.29,67.54,59.59,1.37,14.17,19.48
220150002-7,22,015,0002-7,79.48,63.11,17.92,26.49,3.9,17.92,42.86,41.3,4.68,57.66,15.58
220150002-8,22,015,0002-8,5,4,3,1,0,5,105,52,1,1,30
220150002-9,22,015,0002-9,29,80,15,42,9,15,92,74,2,57,32
220150003-1,22,015,0003-1,32.89,110.86,8.97,26.77,3.99,12.85,51.41,35.51,1.98,90.84,44.36
220150003-2,22,015,0003-2,69.79,123.9,18.92,37.04,8.95,12.04,48.09,22.19,2.01,69.38,22.29
220150003-3,22,015,0003-3,53,56,8,41,7,11,23,15,1,35,13
220150003-4,22,015,0003-4,89.01,135.35,22,33.09,7.01,19.05,119.05,66.05,8.99,57.45,41.3
220150004-2,22,015,0004-2,162.54,244.23,41.33,106.85,25.13,47.61,37.73,48.51,6.3,195.77,19.77
220150004-9,22,015,0004-9,141.7,195.46,34.8,112.61,10.78,55.53,70.06,57.56,12.22,152.56,27.01
22015001-3A,22,015,001-3A,123,116,22,44,9,29,102,102,12,112,47
22015001-3B,22,015,001-3B,43.04,35.35,6.92,26.13,3.07,12.3,20.75,26.13,6.15,12.3,9.99
22015002-10,22,015,002-10,56,97,31,30,8,14,21,28,7,70,18
22015002-11,22,015,002-11,18,16,5,8,0,8,39,23,2,6,11
22015002-13,22,015,002-13,30.97,46.08,9.63,17.07,7.09,26.81,117.08,61.85,6.81,46.49,61.69
22015002-14,22,015,002-14,51,30,12,27,7,21,46,47,1,40,18
22015002-15,22,015,002-15,29.64,14.82,8.89,9.88,4.94,11.86,140.29,57.3,5.93,7.9,38.53
22015002-16,22,015,002-16,80,79,13,33,10,24,154,93,11,57,46
22015002-19,22,015,002-19,24,29,4,24,1,19,148,91,9,20,45
22015002-20,22,015,002-20,66,87,12,34,7,10,63,46,4,54,17
22015002-23,22,015,002-23,25.29,16.51,8.97,9.54,0.45,11.82,29.41,34.9,4.39,25.2,39.01
22015002-3A,22,015,002-3A,51,37,15,15,5,13,118,77,9,33,32
22015002-5A,22,015,002-5A,5.83,16.49,4.85,3.89,0.97,5.82,24.36,12.71,1.95,6.82,4.06
22015004-10,22,015,004-10,180,250,34,106,11,45,76,113,8,165,53
22015004-1A,22,015,004-1A,99,158,32,67,24,29,64,45,7,78,33
22015004-3A,22,015,004-3A,135.16,161.46,21.68,99.05,27.39,42.82,88.62,138.78,8.16,136.79,62.22
22015004-3B,22,015,004-3B,104.11,168.76,27.86,71.36,22.2,44.96,45.51,50.81,7.02,162.43,27.03
22015004-3C,22,015,004-3C,34.08,43.2,14.5,20.02,1.97,13.75,12.38,14.78,5.2,41.32,7.71
22015004-3D,22,015,004-3D,113.04,153.69,31.73,64.45,19.83,31.73,44.62,41.64,1.98,163.61,40.65
22015004-4A,22,015,004-4A,143,244,44,93,31,46,59,79,16,293,74
22015004-4B,22,015,004-4B,163.29,269.77,52.78,94.61,19.96,47.36,51.19,64.82,6.87,299.09,42.19
22015004-5A,22,015,004-5A,80.72,102.28,18,34.34,9.91,26.96,40.58,41.22,6.17,77.06,19.89
22015004-6A,22,015,004-6A,147.82,187.75,39.87,77.27,14.72,48.67,59.84,75.69,10.94,172.13,48.05
22015004-6B,22,015,004-6B,168.77,214.39,48.58,89.35,16.73,56.08,71.76,91.11,12.49,187.78,58.96
22015004-7A,22,015,004-7A,85.36,121.16,25.18,37.37,11.8,28.32,48.78,48.38,5.51,81.03,24
22015004-7B,22,015,004-7B,72.07,102.29,21.25,31.55,9.96,23.91,41.18,40.85,4.65,68.41,20.26
22015004-8A,22,015,004-8A,134.92,216.56,38.16,82.72,13.54,50.3,97.24,83.22,1.25,134.72,29.1
22015004-8B,22,015,004-8B,228.92,276.89,56.01,90.46,21.75,61.5,99.62,83.05,7.72,248.94,53.07
22015004-8C,22,015,004-8C,14.99,20.06,6.49,11.47,3.47,10.14,23.19,22.52,1.76,29.59,20.65
22015004-8D,22,015,004-8D,29.68,41.17,13.23,26.5,8.21,18.73,66.34,70.45,5.25,52.82,48.64
22015004-8E,22,015,004-8E,47.5,71.84,14.25,26.13,4.75,11.88,12.47,10.09,2.97,48.69,4.75
22015004-8G,22,015,004-8G,39.03,45.26,9.19,14.43,3.68,10.61,18.1,15.13,1.13,42.85,9.9
2201502-11A,22,015,02-11A,28,13,6,9,0,13,33,17,4,6,4
2201502-12A,22,015,02-12A,24,31,12,5,3,2,31,28,4,41,8
2201502-12B,22,015,02-12B,27,33,8,20,3,6,57,30,4,30,20
2201502-12C,22,015,02-12C,28,31,6,25,1,8,86,65,2,33,29
2201502-17A,22,015,02-17A,19,15,4,22,3,8,38,29,2,14,20
2201502-17B,22,015,02-17B,25,30,10,19,1,11,88,57,2,35,30
2201502-18B,22,015,02-18B,109.53,158.64,27.2,70.99,14.95,28.1,31.37,25.84,1.83,86.79,10.85
2201502-18C,22,015,02-18C,141,203,41,81,16,33,73,54,6,128,28
2201502-18D,22,015,02-18D,62.53,96.34,13.74,34.3,14.41,12.91,40,19.41,1.61,61.21,19.29
2201502-18E,22,015,02-18E,241.23,371.6,74.5,137.47,23.95,79.82,148.11,114.41,10.64,180.04,67.4
2201502-18F,22,015,02-18F,131.3,169.6,27.65,40.39,12.16,15.94,15.1,13.57,2.13,76.39,12.84
2201502-18G,22,015,02-18G,20.89,32.18,6.45,11.9,2.07,6.91,12.83,9.91,0.92,15.59,5.84
2201502-21A,22,015,02-21A,165.58,203.98,34.44,75.7,9.96,43.58,83.8,58.07,8.79,125.91,54.57
2201502-21B,22,015,02-21B,150,254,57,98,26,31,67,58,2,206,47
2201502-21C,22,015,02-21C,300.8,390.2,106.25,131.45,36.07,77.37,71.56,64.5,8.08,310.94,34.32
2201502-21D,22,015,02-21D,207.45,306.09,65.47,112.47,18.44,89.41,130.87,118.89,19.35,239.71,74.65
2201502-22A,22,015,02-22A,314.62,344.43,72.04,137.46,32.31,58.77,57.12,48.89,13.96,193.81,20.35
2201502-22B,22,015,02-22B,123,167,18,37,17,36,11,16,1,132,10
2201502-22C,22,015,02-22C,90.51,166.86,25.42,52.75,13.08,35.09,22.35,25.43,6.1,96.46,13.2
2201504-11A,22,015,04-11A,117,158,22,60,5,31,39,39,2,123,26
2201504-11B,22,015,04-11B,192,280,71,99,21,51,64,81,11,218,55
2201504-11C,22,015,04-11C,61,91,12,62,12,23,44,37,6,71,26
22017000001,22,017,000001,6.8,1.03,0.99,5.87,0.02,1.97,77.56,45.14,1.97,2.09,101.71
22017000002,22,017,000002,84.17,124.85,27.7,38.38,10.31,14.94,154.32,138.04,8.1,174.59,229.21
22017000003,22,017,000003,8,8,5,8,5,9,219,110,3,17,256
22017000004,22,017,000004,26.88,18.84,17.53,18.69,6.43,7.42,323.79,157.14,7.42,51.01,390.6
22017000006,22,017,000006,5.37,6.2,5.11,2.21,2.01,4.15,40.47,37.04,2.15,7.67,46.57
22017000007,22,017,000007,31.33,14.02,5.77,18.14,4.95,7.42,106.35,84.92,12.37,42.05,116.25
22017000008,22,017,000008,66.95,73.12,28.19,44.93,13.21,23.79,128.62,113.64,11.45,122.45,175.31
22017000009,22,017,000009,85.64,69.75,27.37,47.68,7.95,22.07,30.02,57.39,4.41,169.52,70.63
22017000010,22,017,000010,128,91,53,74,18,39,28,104,7,276,98
22017000011,22,017,000011,195,177,49,120,12,67,54,129,18,387,139
22017000012,22,017,000012,119.16,120.06,24.37,83.95,13.54,37.01,27.98,77.63,14.44,260.88,92.98
22017000013,22,017,000013,173.54,217.5,95.27,153.35,30.03,71.15,75.16,174.52,26.04,466.37,187.49
22017000014,22,017,000014,76,60,20,51,9,32,80,144,17,124,138
22017000015,22,017,000015,66,42,17,33,4,26,121,179,13,99,207
22017000016,22,017,000016,143.56,210.69,28.22,95.38,17.06,38.19,47.45,125.63,14.08,358.28,116.66
22017000017,22,017,000017,55,51,21,30,4,8,117,155,14,96,163
22017000020,22,017,000020,75,107,56,75,15,29,60,123,6,223,126
22017000021,22,017,000021,106.57,99.59,53.77,69.72,4.99,29.87,30.88,102.56,6.97,270.93,97.58
22017000022,22,017,000022,167.9,154.9,72.95,110.93,19.99,40.97,58.96,132.92,8,472.71,117.93
22017000023,22,017,000023,2,9,5,9,4,10,141,115,5,23,190
22017000024,22,017,000024,101,94,49,61,14,20,55,99,5,276,137
22017000025,22,017,000025,11,24,4,24,4,11,278,183,8,24,312
22017000026,22,017,000026,83,87,30,41,6,25,46,100,9,203,85
22017000027,22,017,000027,83,63,28,40,11,26,62,121,12,165,121
22017000028,22,017,000028,4,2,1,0,1,1,9,8,0,4,10
22017000029,22,017,000029,8.24,5.47,3.73,2.92,3.61,2.8,162.61,109.53,2.8,5.82,204.75
22017000030,22,017,000030,20,16,4,19,7,13,383,278,13,54,546
22017000031,22,017,000031,13.98,7.99,11.98,7.99,1,12.98,190.74,93.87,3,25.96,210.71
22017000032,22,017,000032,14.02,14.01,5.02,14.01,2,4.02,140.26,97.13,3,33.04,161.29
22017000034,22,017,000034,16,18,9,20,8,16,275,174,10,37,326
22017000035,22,017,000035,2,8,11,8,9,3,161,115,5,18,186
22017000036,22,017,000036,15.26,20.21,4.06,24.26,6.11,12.06,271.47,169.94,8.13,38.47,298.28
22017000037,22,017,000037,7.4,8.1,3.17,9.43,4.03,9.27,171.55,136.88,6.07,18.6,217.15
22017000038,22,017,000038,2,2,1,6,9,9,256,141,7,21,247
22017000039,22,017,000039,4,1,1,7,1,1,120,73,3,6,151
22017000040,22,017,000040,6.5,2.33,6.22,5.17,4.22,6.17,134.75,65.54,7.17,6.33,146.25
22017000041,22,017,000041,2,2,5,5,1,0,102,62,2,9,128
22017000043,22,017,000043,12,3,5,5,2,3,107,85,6,11,145
22017000044,22,017,000044,7,3,1,2,1,2,160,109,7,12,190
22017000045,22,017,000045,22.54,17.84,4.96,13.4,8.01,10.09,302.2,238.24,3.19,33.38,391.84
22017000046,22,017,000046,11.6,2.9,4.83,12.57,0.97,7.73,160.45,112.12,1.93,17.4,206.85
22017000047,22,017,000047,91.51,124.14,28.98,68.99,16.46,24.21,233.81,176.06,21.01,176.81,343.33
22017000048,22,017,000048,115.7,156.6,34.91,80.79,11.97,29.92,42.89,68.82,8.98,306.21,79.8
22017000049,22,017,000049,187.84,263.94,58.63,135.05,40.46,73.99,107.02,174.37,26.56,562.12,213.02
22017000050,22,017,000050,7.13,3.16,4.03,1.41,6.16,8.19,306.46,145.34,6.16,18.54,348.48
22017000051,22,017,000051,3.87,4.84,0.97,12.59,4.84,5.81,321.54,225.66,4.84,16.46,414.52
22017000052,22,017,000052,11,5,3,12,2,10,253,145,8,18,266
22017000053,22,017,000053,11.74,9.79,2.94,11.74,4.89,2.94,205.53,89.06,5.87,21.53,196.72
22017000054,22,017,000054,12,6,11,15,4,7,274,214,5,16,335
22017000055,22,017,000055,24.53,31.11,1.61,19.18,4.2,9.01,144.24,103.33,7.39,55.88,179.69
22017000056,22,017,000056,185.74,253.88,65.19,116.44,13.36,38.61,98.47,121.36,10.8,404.93,129.45
22017000057,22,017,000057,8,3,6,8,2,6,217,103,7,16,219
22017000058,22,017,000058,14,12,6,10,4,7,201,133,9,26,255
22017000059,22,017,000059,1,15,4,8,2,8,242,168,6,13,288
2201700005A,22,017,00005A,3.37,3.02,1.16,4.45,0.74,1.94,72.29,41.48,2.31,7.15,78.47
2201700005B,22,017,00005B,31.08,30.43,10.63,33.79,5.58,15.98,467.76,272.1,15.55,54.93,502.34
22017000060,22,017,000060,4,2,5,5,5,4,206,134,0,9,262
22017000061,22,017,000061,7.06,3.07,2.04,7.14,1.04,7.11,232.24,156.47,3.04,11.25,279.74
22017000062,22,017,000062,45,41,7,29,8,10,271,233,8,68,379
22017000063,22,017,000063,26,44,4,20,1,8,120,105,2,59,162
22017000064,22,017,000064,26.46,14.13,7.61,14.68,1.97,9.77,153.61,126.42,10.72,43.95,211.41
22017000065,22,017,000065,35,61,10,35,7,12,123,134,9,77,160
22017000066,22,017,000066,149,211,49,98,15,46,94,74,13,142,41
22017000067,22,017,000067,4.26,2.19,4.05,6.91,0.17,3.03,128.64,101.93,3.03,12.85,179
22017000068,22,017,000068,102,143,63,77,11,23,82,103,12,320,147
22017000069,22,017,000069,45,70,14,54,4,20,263,131,8,100,263
22017000070,22,017,000070,16,24,5,17,9,12,412,219,7,43,451
22017000071,22,017,000071,6,3,4,8,7,9,152,135,1,15,178
22017000072,22,017,000072,100.03,86.3,20.59,50.01,8.83,31.38,79.43,96.1,7.85,175.54,101.99
22017000073,22,017,000073,13,10,4,10,4,12,435,222,6,17,465
22017000074,22,017,000074,6,2,2,2,2,0,81,36,2,9,97
22017000075,22,017,000075,181,205,77,146,22,47,66,139,9,500,150
22017000076,22,017,000076,106,114,42,61,6,40,58,88,3,245,72
22017000077,22,017,000077,171.7,202.13,56.61,94.71,23.79,45.02,80.38,96.35,11.95,363.61,134.63
22017000078,22,017,000078,11.89,6.97,1.99,12.88,0,9.89,131.55,85.11,1,22.79,127.69
22017000079,22,017,000079,27.57,44.16,10.8,31.5,1.96,7.96,125.98,125.42,7.85,55.12,199.39
22017000080,22,017,000080,7,6,5,9,5,7,172,137,3,12,225
22017000081,22,017,000081,30,21,12,34,9,11,315,169,7,33,309
22017000082,22,017,000082,75.38,108.1,34.71,59.51,16.86,32.73,121.99,114.06,6.94,165.63,195.38
22017000083,22,017,000083,64,114,21,31,9,20,217,144,2,111,265
22017000084,22,017,000084,34.06,42.24,12.41,29.89,11.07,17.21,305.31,231.86,13.1,78.46,431.39
22017000085,22,017,000085,57.56,99.78,10.55,38.38,5.76,20.15,193.8,145.83,6.72,89.23,289.74
22017000086,22,017,000086,5.52,6.31,3.16,12.62,3.94,10.26,201.96,132.54,3.94,22.09,246.93
22017000087,22,017,000087,45,65,12,47,9,20,293,207,8,71,331
22017000088,22,017,000088,127.54,153.6,31.56,85.5,22.35,33.4,171.89,139.71,10.61,184.25,241.35
22017000089,22,017,000089,116,143,14,85,27,21,120,99,9,218,159
22017000090,22,017,000090,123,134,24,76,12,39,290,211,12,204,333
22017000091,22,017,000091,156,200,34,105,15,50,229,203,14,271,240
22017000092,22,017,000092,104,144,30,69,21,31,107,91,10,231,145
22017000093,22,017,000093,96,151,17,48,8,23,126,118,8,165,166
22017000094,22,017,000094,103.45,138.69,13.6,64.69,26.59,37.67,232.69,187.34,7.67,227.64,284.76
22017000095,22,017,000095,150.18,218.62,35.17,99.8,8.55,43.72,135.92,134.02,11.41,269.95,170.14
22017000097,22,017,000097,67.22,87.35,17.09,26.25,5.02,8.06,39.99,35.99,1.06,120.44,48.57
22017000098,22,017,000098,53,33,12,22,5,8,39,56,8,82,71
22017000099,22,017,000099,7,9,1,9,2,4,94,68,7,13,110
22017000100,22,017,000100,27.63,47.78,9.25,13.57,8.22,8.33,296.95,219.52,8.25,45.46,339.45
22017000101,22,017,000101,89.26,111.12,42.81,55.56,3.64,16.39,86.53,95.64,8.2,183.07,96.55
22017000102,22,017,000102,115,112,36,63,17,37,53,87,7,194,106
22017000103,22,017,000103,136.82,212.38,47.83,95.2,11.45,42.28,191.08,172.98,9.59,298.05,256.86
22017000104,22,017,000104,272.93,265.08,63.35,125.45,25.55,45.46,41.41,91.02,6.72,518.31,69.35
22017000105,22,017,000105,91,107,25,47,7,19,54,58,3,76,39
22017000106,22,017,000106,69,77,30,47,11,22,262,160,6,71,143
22017000107,22,017,000107,57,81,17,33,7,10,86,46,2,57,53
22017000108,22,017,000108,97,126,26,46,8,31,19,36,6,214,52
22017000109,22,017,000109,283,338,85,106,21,57,53,105,5,590,108
22017000110,22,017,000110,188.86,284.27,66.89,79.67,19.67,38.36,51.15,68.85,5.9,448.53,69.84
22017000111,22,017,000111,7.3,1.23,0.07,1.18,4.11,3.14,143.15,101.28,2.04,7.44,178.39
22017000112,22,017,000112,111,106,27,51,19,27,66,85,7,203,108
22017000113,22,017,000113,122.36,124.42,33.12,65.2,19.05,40.09,74.17,71.2,15.03,214.76,109.28
22017000114,22,017,000114,18.9,23.62,1.89,15.12,1.89,9.45,166.31,129.46,5.67,42.52,241.9
22017000115,22,017,000115,292.04,391.42,78.63,127.19,32.87,86.32,43.97,100.63,14.48,716,103.98
22017000122,22,017,000122,66.42,80.46,13.81,36.11,14.18,19.06,565.03,407.48,20.3,92.17,621.01
22017000123,22,017,000123,128,206,19,81,15,42,93,81,6,127,41
22017000125,22,017,000125,128.15,131.02,30.74,105.11,21.1,38.01,174.8,117.84,10.17,117.42,78.87
22017000126,22,017,000126,79,121,14,70,9,22,27,29,2,83,16
22017000127,22,017,000127,103.36,135.88,31.45,58.13,7.8,27.09,33.9,28.79,2.24,121.23,22.22
22017000128,22,017,000128,334,366,110,141,24,51,65,99,11,716,129
22017000129,22,017,000129,127.17,135.11,58.63,82.71,14.68,53.33,152.08,203.65,24.67,236.93,205.31
22017000132,22,017,000132,173,213,43,109,24,56,70,57,3,151,28
22017000133,22,017,000133,140.04,155.9,26.88,66.1,12.12,38.34,76.68,71.2,9.93,89.47,40.97
22017000134,22,017,000134,25.71,47.82,9.92,18.61,6.25,11.34,29.64,23.85,0.93,18.78,16.25
22017000135,22,017,000135,148.32,205.4,52.11,80.19,13.58,46.14,123.28,117.53,8.24,163.94,89.13
22017000137,22,017,000137,101.18,99.53,29.86,53.91,4.98,34,66.35,73.81,6.64,67.18,61.37
22017000138,22,017,000138,47.54,40.6,9.9,27.73,6.93,11.88,4.95,5.94,1.98,28.72,1.98
22017000139,22,017,000139,171.66,165.19,32.78,108.52,24.03,32.14,26.83,36.75,9.88,107.23,18.96
22017000140,22,017,000140,59.95,65.41,23.22,20.2,15.65,9.39,49.37,24.63,1.25,61.18,23.01
22017000142,22,017,000142,92.12,113.71,11.23,63.63,5.97,21.67,11.22,21.78,5.94,69.08,10.04
22017000143,22,017,000143,210.47,181.86,66.67,141.47,17.79,63.83,68.38,73.84,20.24,214.78,48.28
22017000144,22,017,000144,94.55,82.42,21.91,74.37,12.89,30.73,158.42,103.05,7.91,67.94,61.4
22017000145,22,017,000145,8.18,8.33,1.09,2.11,0.04,2.01,11.06,5.11,0.99,1.4,7.81
22017000146,22,017,000146,64.47,39.65,12.14,47.11,4.05,10.06,26.22,18.14,2,55.57,19.07
22017000149,22,017,000149,41,51,11,27,5,9,36,27,5,38,21
22017000151,22,017,000151,38.02,20.53,9.73,11.7,1.94,3.92,8.91,10.76,0.01,44.73,4
22017000154,22,017,000154,9.13,16.13,4.02,7.03,0,4.03,5.18,8.08,0.02,17.02,2.13
22017000155,22,017,000155,38,27,4,14,6,7,7,5,1,38,6
22017000156,22,017,000156,36.69,34.1,10.2,28.17,6.11,8.4,55.2,29.39,6.11,38.26,27.18
22017000157,22,017,000157,52.16,46.08,15.39,47.33,8.31,17.38,26.26,21.4,14.1,31.35,6.21
22017000158,22,017,000158,129.06,121.11,28.27,69.9,10,34.88,39.03,40.37,9.04,80.27,17.91
22017000160,22,017,000160,288.55,266.6,62.75,149.37,20.46,77.06,81.13,89.29,19.22,179.88,39.17
22017000161,22,017,000161,58.1,77.57,13.92,56.18,7.72,24.33,13.92,28.47,5.81,58.93,4.76
22017000162,22,017,000162,148,166,21,84,28,36,34,47,2,127,19
22017000163,22,017,000163,154.36,206.84,29.59,86.76,15.05,47.98,169.19,158.68,10.14,159.13,103.89
22017000165,22,017,000165,100.66,139.58,19.09,56.12,9.31,30.9,107.63,98.22,4.85,87.93,78.91
22017000166,22,017,000166,73.87,76.16,10.66,36.56,9.14,20.56,37.32,26.66,2.28,55.6,18.28
2201700136A,22,017,00136A,56.6,67.88,16.87,37.68,5.44,15.94,13.72,15.58,3,40.3,12.01
2201700136B,22,017,00136B,238.55,289.56,71.57,159.09,23.71,68.01,62.64,69.13,12.55,169.93,52.85
22019000161,22,019,000161,113.57,68.74,32.88,49.81,8.97,25.9,11.95,24.91,1.99,73.72,3.98
22019000163,22,019,000163,193,131,72,86,21,70,45,64,16,139,35
22019000164,22,019,000164,63.69,35.1,26.63,33.01,1.3,22.96,11.9,14.62,2.14,47.79,3.78
22019000165,22,019,000165,205,112,80,86,15,72,58,87,9,132,28
22019000167,22,019,000167,120.92,85.64,68.84,57.1,20.12,46.02,27.74,57.52,5.6,110.46,21.92
22019000260,22,019,000260,176.38,119.21,72.19,70.03,27.03,28.08,25.36,68.26,5.03,113.22,16.13
22019000261,22,019,000261,114,20,46,35,3,35,10,16,6,57,13
22019000262,22,019,000262,77.51,36.19,18.12,50.15,6.02,29.11,13.1,17.1,2.01,54.24,9.06
22019000300,22,019,000300,12.08,8.54,11.34,12.59,8.06,15.23,424.27,204.31,4.04,21.89,301.7
22019000301,22,019,000301,12.89,9.3,4.74,15,3,4.43,291.51,189.08,5.86,11.26,274.21
22019000302,22,019,000302,50.82,23.4,23.44,29.31,6.02,13.43,67.28,73.01,3.07,39.09,67.61
22019000303,22,019,000303,4,4,1,8,3,5,151,81,6,6,134
22019000304,22,019,000304,5,4,15,7,5,4,243,124,5,9,187
22019000305,22,019,000305,9,5,4,4,8,7,274,176,6,10,241
22019000306,22,019,000306,190.24,126.38,132.19,82.41,11.19,56.49,58.35,151.23,9.18,296.09,80.83
22019000307,22,019,000307,12.6,2.43,5.05,6.5,0.26,5.71,111.92,86.69,4.19,11.56,102.35
22019000308,22,019,000308,9,6,1,4,0,5,206,161,8,6,189
22019000310,22,019,000310,38.8,41.79,38.8,22.88,8.95,10.94,89.54,131.33,9.95,85.56,86.56
22019000311,22,019,000311,7,7,2,7,4,4,110,84,4,5,115
22019000312,22,019,000312,30.41,22.57,13.74,18.64,15.7,16.68,404.21,225.65,9.81,21.58,308.06
22019000314,22,019,000314,111.5,59.67,58.87,46.72,3.73,57.44,68.54,131.71,16.96,132.11,81.56
22019000317,22,019,000317,65,47,29,40,3,27,139,81,16,76,84
22019000318,22,019,000318,40.11,26.74,13.37,18.14,0.95,15.28,76.4,71.62,5.73,39.15,64.94
22019000321,22,019,000321,14,18,11,4,3,4,218,139,4,23,194
22019000322,22,019,000322,27,30,20,13,5,8,199,165,2,33,179
22019000323,22,019,000323,17,19,10,15,4,11,178,119,5,26,179
22019000324,22,019,000324,13.79,10.84,1.97,7.88,4.93,10.84,277.84,177.35,12.81,18.72,279.81
22019000325,22,019,000325,178,139,114,76,20,45,59,98,10,328,71
22019000326,22,019,000326,147,125,89,59,11,31,52,111,6,227,71
22019000327,22,019,000327,40,29,18,24,0,12,33,44,7,45,33
22019000328,22,019,000328,67,49,34,42,11,29,248,187,2,85,239
22019000329,22,019,000329,32,33,25,15,12,16,253,193,7,49,209
22019000330,22,019,000330,17,11,16,13,4,13,314,196,18,27,213
22019000331,22,019,000331,133,85,57,28,12,27,28,81,16,172,39
22019000333,22,019,000333,272,211,184,85,24,73,51,171,12,449,98
22019000334,22,019,000334,119,83,56,61,3,44,54,89,8,161,34
22019000335,22,019,000335,122,90,58,45,12,28,24,52,6,152,22
22019000336,22,019,000336,171,157,87,65,10,53,77,135,18,244,70
22019000337,22,019,000337,97,100,73,32,6,42,59,66,8,166,54
22019000338,22,019,000338,116,89,57,51,8,45,61,91,11,231,68
22019000339,22,019,000339,231,169,133,98,25,51,62,129,8,346,68
22019000340,22,019,000340,117,112,54,47,9,42,105,81,5,158,56
22019000360,22,019,000360,71.11,38.99,43.08,32.31,7.07,28.78,23.98,39.76,4.6,75.57,22.62
22019000361,22,019,000361,26.35,13.19,8.17,8.51,4.05,7.17,248.46,176.88,2.15,23.82,164.74
22019000362,22,019,000362,162.12,162.6,93.36,49.69,10.19,40.46,36.42,61.99,8.05,260.73,33.57
22019000363,22,019,000363,304.28,229.94,195.25,99.11,26.76,65.41,60.46,141.73,6.94,535.21,81.27
22019000364,22,019,000364,118,81,59,54,12,33,285,175,11,112,234
22019000365,22,019,000365,295.06,206.64,120.22,80.51,21.85,70.54,44.7,102.31,3.98,330.76,57.6
22019000366,22,019,000366,141,64,54,23,7,38,41,75,0,148,48
22019000367,22,019,000367,141,83,70,58,10,48,39,48,11,158,29
22019000368,22,019,000368,278,245,167,89,21,78,79,122,10,416,61
22019000369,22,019,000369,200,146,90,80,17,38,69,137,15,218,65
22019000370,22,019,000370,160,106,81,54,21,46,156,123,15,154,133
22019000372,22,019,000372,248,189,89,82,15,65,82,106,8,293,44
22019000400,22,019,000400,133.86,81.22,50.73,81.25,12.34,44.81,53.26,54.95,8.06,65.14,14.86
22019000401,22,019,000401,91,82,37,47,7,34,46,34,12,46,13
22019000402,22,019,000402,94.27,54.43,52.37,61.55,6.18,36.86,26.86,36.02,5.01,49.9,16.51
22019000403,22,019,000403,114,100,53,57,9,31,75,69,13,87,32
22019000404,22,019,000404,205,130,104,101,17,72,57,114,16,112,52
22019000405,22,019,000405,245.17,221.32,95.4,113.52,11.45,109.71,80.13,82.99,15.26,213.69,32.43
22019000406,22,019,000406,105.92,69.68,69.68,53.89,3.72,52.03,52.03,49.24,10.22,54.82,10.22
22019000407,22,019,000407,146,110,62,57,9,39,34,54,6,78,25
22019000408,22,019,000408,121,114,75,58,21,54,35,77,8,76,28
22019000440,22,019,000440,195,93,80,117,30,59,125,129,16,146,48
22019000441,22,019,000441,168.58,54.3,55.63,64.35,14.05,43.17,72.65,98.4,5.89,99.94,45.76
22019000461,22,019,000461,123.21,70.14,27.99,51.03,4.1,27.62,67.46,60.75,8.07,61.93,48.32
22019000463,22,019,000463,250.64,129.16,111.99,116.34,10.94,70.96,52.61,85.29,8.08,217.92,36.64
22019000464,22,019,000464,185.6,93.72,64.33,105.68,15.64,48.72,38.65,42.73,10.11,161.74,17.23
22019000465,22,019,000465,65.73,61.57,26.63,32.45,5.82,14.14,14.14,14.98,4.99,44.1,7.49
22019000467,22,019,000467,172,114,61,85,11,53,67,52,5,73,15
22019000468,22,019,000468,168.94,119.36,76.78,86.49,10.15,40.46,17.3,41.69,7.02,121.24,10.4
22019000469,22,019,000469,151,78,63,55,12,38,21,34,2,85,14
22019000560,22,019,000560,86.22,49.58,42.57,46.58,6.97,26.74,26.66,14.82,5.95,47.63,8.91
22019000561,22,019,000561,80.72,62.45,20.31,46.14,6.98,22.08,17.46,15.6,5.17,47.3,4.19
22019000562,22,019,000562,56,28,18,26,6,15,6,7,0,21,3
22019000600,22,019,000600,113.58,66.17,64.2,58.27,13.83,26.67,12.84,19.75,3.95,256.79,31.61
22019000601,22,019,000601,109,44,34,36,12,21,16,9,2,224,27
