GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOMCM,G16PRECCAS,G16PREOOTH,G16USSRKEN,G16USSRBOU,G16USSRFLE,G16USSRMAN,G16USSRDUK,G16USSRCRA,G16USSRCAO,G16USSRMAR,G16USSRPAT,G16USSDCAM,G16USSDFAY,G16USSDEDW,G16USSDLAN,G16USSDPEL,G16USSDWIL,G16USSDMEN,G16USSLCLE,G16USSLGIL,G16USSOLAN,G16USSOTAY,G16USSNBIL,G16USSNHEB,G16USSNMAR,G16USSNWEL,R16USSRKEN,R16USSDCAM
22005000048,22,005,000048,145.85,88.82,3.74,0,0.93,0,0,82.28,21.5,14.96,13.09,9.35,0,0.93,0,0,39.27,28.05,7.48,9.35,0,0,0,1.87,0,0,0,1.87,0,0,0,88.82,37.4
22005000050,22,005,000050,151.55,256.15,4.59,0.3,0.96,0,0.91,73.58,30.16,9.57,12.71,7.31,3.72,0.96,0.05,0.05,105.64,94.75,9.45,29.36,0.05,0.96,0.15,2.91,0.05,0.15,1,3.83,1.15,0.91,0,67.22,103.91
22005000051,22,005,000051,48.88,617.68,1.25,1.98,1.06,0.99,1.99,34.51,13.4,7.98,1.9,11.57,6.94,1.06,0,0,222.06,149.85,62.07,50.29,1.99,9.91,2.97,2.11,3.97,0,3,10.06,2.97,4.96,0,16.13,181.32
22005000052,22,005,000052,149,76,4,2,0,0,0,90,15,14,16,6,3,0,0,0,30,25,1,3,6,0,0,2,0,0,0,4,0,0,0,89,28
22005000053,22,005,000053,218,194,5,1,1,0,1,120,18,29,9,15,5,2,0,0,70,82,26,14,0,1,0,4,4,0,0,5,4,0,0,106,72
22005000054,22,005,000054,166.58,316.32,2.04,1.03,1.01,0,6.02,85.7,30.75,22.34,13.27,7.21,3.11,1,1,0,134.81,86.86,20.11,29.27,1.02,7,0,2.01,0,1.01,0.01,7.04,1,1,0,80.35,166.87
22005000055,22,005,000055,51.44,334.07,0.95,5.71,0.96,0,0,30.5,3.82,9.53,0.02,0.95,0,0.96,0.95,0.95,148.94,64.93,33.36,24.82,0.97,0.95,2.85,1.91,0.96,2.85,0.01,3.83,2.85,0.01,0,28.55,166.12
22005000057,22,005,000057,18.89,236.65,0,0.99,0.99,0,0,14.91,2.98,3.98,2.98,0,0,0.99,0,0,112.36,49.72,14.91,18.89,2.98,0,0,0.99,0.99,0,0.99,4.97,0,1.99,0,5.97,124.29
22005000058,22,005,000058,648.71,298.84,28.15,6.65,1.86,0.98,5.57,345.64,122.07,66.14,41.99,30.33,18.98,11.56,5.57,0,118.87,107.12,19.09,19.3,0.87,3.92,1.86,11.24,0.98,0,0,2.84,6.55,0.98,0,253.87,97.05
22005000061,22,005,000061,302.95,49.6,10.09,1.93,4.29,0,1.93,155.23,61.62,44.44,23.62,8.16,8.16,4.72,0.86,1.07,21.68,19.97,4.08,2.15,0.86,0.86,0.43,1.93,0.43,0,0,1.93,1.93,0.43,0,123.88,19.97
22005000062,22,005,000062,514.79,188.21,18.25,2.72,3.81,1.91,3.81,265.29,116.03,63.19,37.86,16.07,11.17,8.99,1.63,1.91,81.98,62.1,10.89,11.17,1.63,1.36,1.91,4.63,1.91,0.54,0.54,2.72,5.45,3.27,0.54,232.61,77.9
22005000063,22,005,000063,223.56,81.74,7.93,1.18,1.66,0.83,1.66,115.21,50.39,27.44,16.44,6.98,4.85,3.9,0.71,0.83,35.6,26.97,4.73,4.85,0.71,0.59,0.83,2.01,0.83,0.24,0.24,1.18,2.37,1.42,0.24,101.02,33.83
22005000064,22,005,000064,692.19,262.96,40.19,5.39,9.1,3.2,2.16,340.86,186.28,109.28,37.81,13.53,15.12,13.46,4.3,2.7,105.81,111.12,11.28,7.49,3.77,1.61,2.67,10.24,2.15,1.08,1.06,3.74,1.14,2.67,0,314.98,103.45
22005000065,22,005,000065,27.29,170.07,4.4,1.32,0.44,0.15,1.91,19.37,7.04,3.82,1.61,2.2,1.76,0.44,0,0,78.07,43.73,10.42,15.41,1.03,1.17,0.44,1.47,0.29,0,0,2.64,1.03,0.29,0,11.3,85.26
22005000066,22,005,000066,592.79,299.64,18.51,5.87,6.76,0,2.25,283.96,138.8,84.69,57.81,15.88,15.83,7.25,3.15,0.9,121.64,101.97,22.73,20.42,1.82,0.52,0.46,7.24,0,0,0.02,5.42,0.45,0.45,0,303.23,162.11
22005000071,22,005,000071,1075.15,510.68,30.11,9.06,14.22,3,1,492.61,222.01,158.12,89.34,30.73,30.17,22.17,8,4,245.29,169.78,36.06,22.39,9.06,2,4,2.06,4,0,0,4,8.11,0,0,362.93,225.78
22005000072,22,005,000072,492,181,27,6,5,1,0,238,98,53,30,22,21,3,5,0,71,85,11,19,0,1,1,6,6,0,0,4,6,4,3,179,64
22005000073,22,005,000073,203.46,24.13,1.61,0.8,3.22,0,0,109.37,28.95,16.08,19.3,10.45,2.41,2.41,0,0,18.5,11.26,0.8,5.63,0.8,0,0,0.8,0,0,0,0,1.61,0,0,85.24,11.26
22005000076,22,005,000076,1018.93,177.18,28.82,5.97,2.98,6,0.03,460.66,208.08,107.54,74.67,47.22,25.97,15.88,0.99,2.98,101.54,82.59,9.02,20.86,2.99,0.99,2.98,8.99,1.01,0,0,7.96,4.03,1.01,4.97,271.76,71.62
22005000077,22,005,000077,518,185,24,8,5,0,4,252,130,83,46,19,6,8,5,1,75,65,16,10,6,0,1,10,3,0,0,5,0,4,0,239,78
22005000078,22,005,000078,717,206,27,1,5,0,1,325,205,89,47,21,15,10,1,0,90,78,7,9,1,4,0,10,3,0,0,5,5,1,0,269,94
220070001-1,22,007,0001-1,35.74,252.9,0.7,2.62,1.96,1.32,1.31,19.42,7.44,5.31,0.73,5.29,0.03,0.04,0,0.65,76.3,116.34,13.83,12.48,1.97,3.26,0.65,0.66,1.96,0,0,2.63,0,0.65,0,14.83,104.87
220070001-2,22,007,0001-2,368.04,523.5,13.62,5.09,2.97,4.07,2.98,163.47,83.08,31.75,24.17,24.24,10.22,10.98,0,0.99,249.21,151.89,49.41,35.71,5.45,2.35,1.11,2.48,1.97,0.25,0.01,9.68,1.12,0,0,152.18,230.53
220070002-1,22,007,0002-1,298,55,4,3,0,2,3,159,71,31,21,9,3,2,0,0,22,14,4,3,2,0,0,1,0,0,0,1,0,0,0,122,15
220070002-2,22,007,0002-2,65,12,0,0,0,0,0,32,7,1,6,4,0,5,0,0,6,9,1,2,0,0,0,0,0,0,0,1,0,0,0,29,4
220070002-3,22,007,0002-3,376,153,9,4,3,0,1,213,54,32,25,22,6,5,1,0,67,58,7,3,0,2,1,4,2,3,1,9,1,0,0,171,59
220070002-4,22,007,0002-4,193,32,7,0,0,1,0,116,25,10,18,10,3,1,0,0,17,16,3,3,1,0,0,0,0,0,0,2,1,0,0,79,13
220070002-5,22,007,0002-5,73,18,2,0,2,0,0,42,9,0,5,8,4,3,0,0,5,5,0,0,0,0,1,2,2,0,0,1,0,0,0,46,9
220070003-1,22,007,0003-1,172,35,4,0,0,0,0,87,21,16,21,13,4,0,0,0,9,24,1,1,0,0,1,2,0,0,0,1,0,1,0,78,9
220070003-2,22,007,0003-2,674.18,75.64,18.15,0.16,0,2.98,4.97,255.85,140.25,66.66,64.67,54.72,24.87,3.07,0.99,0.99,30.07,40.59,10.91,10.11,1.72,0,0.08,4.97,0.08,0.99,0,7.45,9.95,1.08,0.99,253.78,34.24
220070004-1,22,007,0004-1,96.99,135.6,3.77,2.82,0,0,2.82,55.56,7.53,6.59,5.65,17.89,5.65,0,0.94,0,58.38,33.9,9.42,5.65,0,2.82,0,0.94,1.88,0.94,0,0.94,0,0,0,43.32,48.97
220070004-2,22,007,0004-2,152,489,3,3,0,1,3,73,30,18,12,21,11,7,1,0,235,101,23,9,1,1,1,7,1,0,4,9,3,0,0,59,190
220070004-3,22,007,0004-3,142.01,120.4,3.23,1.18,0,0,4.18,79.44,17.47,10.41,7.35,13.11,2.35,0,0.06,0,45.62,24.1,11.58,7.35,1,0.17,1,1.06,0.12,0.06,0,3.06,0,2,0,66.68,36.03
220070005-1,22,007,0005-1,45,265,0,1,1,1,4,28,5,8,0,0,1,0,0,0,117,70,21,6,0,4,1,0,0,0,0,8,1,1,0,17,128
220070005-2,22,007,0005-2,350,169,9,0,4,3,0,192,65,24,32,20,12,5,0,0,84,30,14,3,0,3,0,4,0,0,0,7,0,4,0,158,88
220070005-3,22,007,0005-3,226.9,67.23,0.46,1.33,0,0.07,0.26,105.17,27.37,21.92,6.12,25.06,10.53,2.26,0.13,0,37.86,18.22,6.19,5.25,0.07,0.07,1.2,1.26,0.07,0,0,4.19,3.2,1.26,0,77.8,25.34
220070005-5,22,007,0005-5,20,3,0,0,0,0,1,11,2,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0
220070006-1,22,007,0006-1,312.42,318.16,6.66,4.71,0.03,0.97,3.76,173.28,48.38,27.36,16.09,15.16,7.56,3.84,1.87,0.01,127.25,89.07,17.24,32.06,0.98,0.95,2.81,3.75,0.95,0,0,16.89,2.81,3.74,0,125.56,119.6
220070006-2,22,007,0006-2,40.35,315.82,5.26,0.88,0,0.88,0,35.97,3.51,6.14,1.75,2.63,1.75,0.88,0,0,133.35,83.34,20.18,13.16,3.51,2.63,0.88,3.51,0,1.75,0,5.26,0.88,0,0,28.07,141.24
220070006-3,22,007,0006-3,20,202,1,0,0,1,1,20,3,7,0,1,2,0,1,0,77,38,14,21,0,0,1,0,0,0,0,6,1,0,0,17,85
220070007-1,22,007,0007-1,430.02,401.55,5.27,5.33,2.03,0.7,2.67,205.05,89.49,42.17,31.85,27.4,12.8,0,0,0.35,134.02,160.59,20.13,38.14,3.02,1.75,0.35,1.33,1.05,0.98,0.98,6.32,0,0.35,0,162.24,156.27
220070007-2,22,007,0007-2,279.44,18.16,5.35,0.31,0,0,3.29,119.19,54.41,20.78,22.67,19.38,4.67,2.14,0,0,23.19,18.76,1.61,3.68,0.23,0.08,0,3.06,1.23,0.99,0,0.15,1.23,0.08,0.99,98.21,12.49
220070007-3,22,007,0007-3,172.49,20.09,3.03,0,0,0,1.02,61.62,38.31,22.1,11.12,8.1,3.03,5.01,0,0,10.13,13.1,0.01,7.02,3,0,0,0.02,0.01,0.01,0,0,0.01,0,0.01,56.5,4.06
220070008-1,22,007,0008-1,1225,133,15,3,2,3,1,533,240,106,67,65,31,7,1,0,96,85,7,11,1,0,4,6,1,0,1,13,14,4,1,406,52
220070009-1,22,007,0009-1,919.31,124.81,7.58,0.93,2.78,0,6.57,439.01,187.93,65.54,52.93,49.27,14.02,2.82,9.26,0,80.96,61.53,11.15,10.45,4.67,0,0.93,1.85,0,0.04,0,13,11.19,1.85,0,343.86,46.89
220090001-1,22,009,0001-1,587.88,41.15,4.9,0,0,2.94,2.94,162.65,89.16,149.91,44.09,67.61,21.56,7.84,0,0,37.23,14.7,0,5.88,2.94,0,0.98,0.98,2.94,0,0,1.96,1.96,0,0,246.91,22.54
220090001-2,22,009,0001-2,747.92,46.25,6.88,3.43,3.53,0.44,0.53,260,72.14,184.31,38.58,85.74,20.7,6.67,0.4,0.13,47.57,16,8.68,8.5,0.13,0.4,0.53,2.9,1.08,1.22,0,4.16,5.62,0.15,0.27,263.59,28.96
220090001-3,22,009,0001-3,307.13,12.14,1.88,0.25,3.14,0.04,2.14,77.4,43.31,75.19,32.76,24.57,12.49,4.58,0.05,0,16.16,5.02,6.25,3.64,0.07,0.03,0.04,1.11,0.09,0,0,4.5,3.16,0.09,0,96.9,18.81
220090002-1,22,009,0002-1,331.01,159.65,5.02,0,1.67,0,0,91.95,56.84,54.33,16.72,38.45,20.9,1.67,0,1.67,75.23,30.93,16.72,17.55,1.67,5.85,0.84,1.67,1.67,2.51,0,6.69,0,2.51,0,40.96,20.9
220090002-2,22,009,0002-2,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
220090002-4,22,009,0002-4,244,337,4,4,0,0,3,63,38,63,9,42,7,0,0,0,157,65,24,30,3,8,3,2,0,0,0,15,2,0,0,108,128
220090002-5,22,009,0002-5,281.6,72.71,4.21,1.04,0.38,2.14,1.04,91.46,39.05,53.87,7.99,38.9,12.65,1.42,2.14,0.33,36.76,15.76,7.56,9.57,1.37,1.2,0.31,1.56,1.32,0.49,0,2.64,1.99,0.49,1.99,105.72,37.34
220090002-7,22,009,0002-7,29,223,0,0,2,0,7,21,9,11,3,9,0,1,0,0,78,29,22,15,1,8,1,2,0,1,2,18,0,1,0,12,57
220090002-8,22,009,0002-8,51,251,5,3,0,2,1,16,15,8,4,1,2,0,0,0,105,36,17,15,1,7,1,0,2,4,0,7,0,2,0,18,84
220090003-1,22,009,0003-1,188.16,452.97,8.96,3.98,1.99,0,1,78.65,49.78,32.85,5.97,17.92,10.95,3.98,1.99,0,180.19,94.58,33.85,32.85,4.98,19.91,3.98,1.99,0,0,1.99,16.92,1.99,3.98,1,84.62,186.17
220090003-3,22,009,0003-3,75.4,112.29,3.94,3.94,0,0,0.99,35.61,17.84,18.77,1.01,2.08,1.99,1.97,0,0,42.38,21.67,6.9,3.94,0,4.92,2.96,1.98,0,0.98,0,5.91,0,0,0,38.63,49.27
220090004-1,22,009,0004-1,280.36,56.26,5.15,4.02,0.03,0,1.05,67.56,53.07,66.19,9.83,27.56,10.53,4.24,0.03,0,32.81,15.29,5.15,8.12,0,5.07,0.02,0.12,1.02,1,0,4.29,3.05,0.03,1.02,82.17,28.68
220090004-2,22,009,0004-2,700.44,71.2,8.66,0.96,1.92,0,2.89,202.05,117.38,124.12,47.14,88.52,29.83,13.47,1.92,0,46.18,16.36,8.66,6.73,0,3.85,0.96,6.73,0.96,0,0,16.36,2.89,1.92,0.96,236.69,38.49
220090005-1,22,009,0005-1,503.54,31.47,16.21,2.86,2.86,0,0.95,148.77,74.39,105.86,15.26,63.9,21.93,7.63,0,0,27.66,11.44,2.86,10.49,0,0,0,1.91,0.95,0,0,8.58,2.86,1.91,0,178.34,43.87
220090006-2,22,009,0006-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220090007-1,22,009,0007-1,374.68,410.16,4.97,5.96,0,2.98,3.97,118.24,50.7,64.59,14.92,63.61,16.89,7.94,0.99,2.98,104.3,59.59,16.88,20.86,0.99,134.07,0,1.99,3.97,3.97,0,13.91,0.99,0.99,0,123.27,154.95
220090007-3,22,009,0007-3,289.31,58.33,2.01,0.06,0,1.14,0.03,69.27,48.56,42.9,18.75,52.59,10.03,1.23,0.01,2.95,37.03,9.87,1.1,4.07,0.15,18.67,0.99,1.98,0.03,0.03,0,8.89,1.03,0.01,0.98,121.17,38.53
220090008-1,22,009,0008-1,105,9,1,4,0,0,1,42,29,12,4,15,2,0,0,0,6,1,1,0,3,0,0,0,0,0,0,1,0,0,1,59,11
220090008-3,22,009,0008-3,219,8,1,1,1,1,0,65,52,48,6,25,6,3,0,0,7,9,0,1,0,0,0,0,0,0,0,1,0,0,0,98,4
220090009-2,22,009,0009-2,83,40,4,0,0,0,0,21,20,19,1,12,4,0,0,0,21,13,1,1,0,0,0,3,0,0,0,3,1,0,0,33,27
220090009-3,22,009,0009-3,191.58,52.07,0.98,0,0,0,0.98,60.91,49.12,23.58,8.84,17.68,5.89,1.96,0,0,24.56,19.65,4.91,2.95,0.98,0,0,0,0,0,0,1.96,0.98,0,0,83.51,34.39
220090009-4,22,009,0009-4,484.56,101.85,13.73,2.02,0.01,0,1.86,158.07,113.11,86.23,17.86,58.61,11.27,5.61,3.01,0,54.95,27.13,10.8,7.48,0.32,3.21,3.02,2.57,0,0.56,0.01,11.67,1.03,0.3,0,283.57,80.11
220090010-2,22,009,0010-2,283,358,6,1,0,0,4,89,83,49,9,34,8,2,4,0,163,64,13,20,1,10,1,6,0,1,0,18,3,2,1,105,145
220090010-4,22,009,0010-4,87.22,492.97,1.24,4.08,0,1,4.08,28.89,38.24,18.08,5.8,3.32,4,3,1,0,253.6,92.56,21.24,21,4,10,1,2,0.08,1,1,14,0.08,1,0,29.37,217.12
220090011-1,22,009,0011-1,323.57,240.29,4,0,1,0,0,100.3,59.39,76.53,20.67,32.77,16.43,7,0,0,115.05,53.19,16.48,15.24,5,1,1,1.24,0.24,1,0,8.48,0.24,1,0,144.88,98.29
22009002-2A,22,009,002-2A,174.09,37.93,0.97,3.89,0,0,1.95,71.97,18.48,37.93,15.56,20.42,4.86,3.89,1.95,0,11.67,9.73,3.89,1.95,0.97,0.97,0.97,0,0,0,0,1.95,0,0,0,70.02,13.62
22009002-2B,22,009,002-2B,96,162,5,5,0,0,1,39,15,11,6,10,6,4,0,0,92,20,7,10,0,4,5,2,0,0,0,8,0,1,0,32,76
22009002-2C,22,009,002-2C,222,57,5,0,0,0,0,73,33,37,9,32,6,2,0,0,36,9,6,6,1,2,0,0,0,0,0,3,4,1,0,87,43
22009002-2D,22,009,002-2D,9,10,0,0,0,0,0,2,3,0,0,1,0,0,0,0,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,5,7
22009002-2F,22,009,002-2F,134,47,3,1,0,0,0,42,22,32,5,10,11,1,0,0,24,10,4,3,4,0,0,0,1,0,0,3,0,0,0,66,28
22009002-3A,22,009,002-3A,218.17,23.89,5.9,1,0.02,1.96,0,56.19,27.74,51.75,6.19,39.35,10.84,0.04,0,0,16.02,7.95,3.98,2.03,0,0,0,1.98,0,0,0,3.94,0.06,0.98,0,75.9,15.99
22009002-4A,22,009,002-4A,344,133,6,5,2,0,7,125,74,49,15,28,9,8,0,0,67,37,12,4,5,1,0,4,5,1,0,7,0,0,2,148,70
22009002-5B,22,009,002-5B,11.21,2.03,0.14,0.03,0.03,0.08,0.03,3.28,2.31,1.36,0.42,2,0.33,0.06,0.08,0,1.2,0.42,0.17,0.08,0.03,0.03,0.08,0.14,0,0,0,0.19,0,0,0,4.65,1.36
22009002-5E,22,009,002-5E,5.9,0.44,0.04,0.02,0.02,0,0,2.08,0.55,1.21,0.42,0.37,0.18,0.09,0.02,0,0.5,0.15,0.07,0.08,0,0,0,0.03,0,0,0.01,0.03,0.06,0,0,2.38,0.36
22009003-1B,22,009,003-1B,234,58,2,1,0,1,3,83,32,47,9,22,6,4,2,0,40,13,5,6,0,1,0,1,1,0,0,4,0,0,0,66,36
22009004-2A,22,009,004-2A,276,13,7,3,0,1,1,68,85,33,16,30,8,2,1,3,21,6,1,0,0,0,0,5,2,0,0,1,0,0,1,114,18
22009005-1A,22,009,005-1A,36,13,0,0,0,0,0,9,5,1,2,12,4,0,0,0,5,0,1,0,0,4,0,0,0,0,0,0,1,0,0,18,8
22009006-1A,22,009,006-1A,365.54,66.22,4.54,0.91,0.91,2.72,0.91,107.06,75.24,44.49,13.6,65.29,10.89,1.81,2.72,0,39,13.61,5.45,2.73,0.91,0.91,2.72,4.53,0,0,0,6.34,0.01,0,0.01,151.5,44.46
22009006-2A,22,009,006-2A,190.02,12.37,2.04,0.99,0,0.03,0,69.28,24.14,31.82,6.41,26.17,1.25,5.97,0.01,0.07,6.9,4.21,0.04,1.09,0,0.4,0.03,1.05,0,0,0,0.22,3.99,0,0.02,85.47,7.93
22009007-3B,22,009,007-3B,8.2,1.8,0,0,0,0.86,0,0.97,0.08,0.94,0.03,0.94,0.88,0.86,0,0,0.05,3.46,0,0.01,0.86,0.02,0,0,0,0,0,0.01,0,0,0,1.05,0.92
22009008-2A,22,009,008-2A,139,29,4,0,0,0,3,37,37,16,5,23,5,2,0,1,22,3,3,6,1,2,1,1,0,0,0,1,0,0,0,47,27
22009008-2B,22,009,008-2B,213,10,1,0,0,0,1,45,52,23,14,35,8,4,0,0,12,3,1,1,1,1,0,2,1,1,0,2,4,0,0,73,8
22009008-3A,22,009,008-3A,593,40,1,1,3,0,1,204,108,93,31,70,17,3,3,0,43,6,7,10,1,2,1,4,0,0,0,3,4,0,1,282,27
22009009-1A,22,009,009-1A,97.22,118.83,4.06,0.06,0,1,1.02,40.58,19.29,27.3,4.02,14.03,5.03,1.03,0,0,54.69,10.35,10.11,13.06,1,1.08,3.05,0.03,0,0.02,0,3.1,0,0,0,43.62,84.8
22009009-2A,22,009,009-2A,158,73,6,0,1,1,1,44,42,45,11,12,2,1,0,1,30,22,6,0,1,0,0,2,0,0,0,1,0,0,0,87,46
22009009-4B,22,009,009-4B,175.91,29.65,4.51,0.02,0.04,0,2.22,62.76,33.54,25.03,5.35,25.7,3.53,1.73,0.04,0,18.3,9,1.63,0.87,0.72,2.97,0.02,1.59,0.02,1.44,0,1.8,0.06,0.76,0.02,71.44,23.18
22009009-5B,22,009,009-5B,73,369,5,1,1,4,5,50,17,13,4,6,4,3,1,0,140,54,31,15,5,15,1,2,0,0,1,13,1,4,4,53,260
22009010-2A,22,009,010-2A,407,28,4,0,1,1,3,123,94,84,36,27,6,3,0,0,26,9,5,3,1,0,0,1,0,1,0,4,0,0,0,211,23
22009010-3A,22,009,010-3A,275,57,6,0,1,0,1,103,60,69,15,18,4,2,0,0,35,5,5,1,1,0,0,0,0,0,0,1,1,0,0,130,32
22009011-2A,22,009,011-2A,131.92,14.71,0.07,0.01,0.01,0.04,0.01,31.32,24.74,31.12,5.54,16.22,4.73,0.03,0.04,0,13.53,4.01,1.61,0.8,0.01,0.01,0.04,0.83,0.76,0,0,1.62,0.76,0,0,59.39,14.38
22011000001,22,011,000001,320.71,14.7,4.03,0,0,0,0.01,45.33,111.58,32.09,49.99,32.21,12.09,0.03,1.99,0,16.17,5.13,3.15,4.1,0.03,0.01,0.01,3.03,0,0,0,2.03,2.98,0.01,0,92.49,22.24
22011000002,22,011,000002,24.62,21.67,0,1.97,0,0,0,2.95,15.76,7.88,0.98,0.98,0,0,0,0,9.85,6.89,1.97,0,0,0,0,0,0,0,0,0,0,0,0,6.89,11.82
22011000003,22,011,000003,240.38,22.33,3,0.03,0,0,0,40.05,83.24,40.12,15.02,16.02,10,3,0,0,27.15,5.11,2.03,2,0,0,2,0,0,0,0,1,0,0,0,71.11,8.18
22011000004,22,011,000004,392,129,3,3,0,0,4,64,147,69,28,31,20,3,0,0,69,27,11,2,3,0,2,3,5,0,0,7,2,4,0,76,31
22011000005,22,011,000005,575.02,57.85,13.88,2.29,0,0,2,102.73,187.27,199.78,24.93,27.8,5.29,5.59,0,0,25.22,20.46,6.59,8,1,0,0,3.29,2.29,0,0,5.29,2,0,3,195.41,21.68
22011000006,22,011,000006,265.97,9.64,7.55,0.01,1.9,0,0,51.98,72.13,81.38,18.01,19.85,6.64,1.89,0.01,6.58,12.3,0.03,2.84,1.94,0,0,0.01,0.94,0,0,0,1.89,1.89,0,1.88,113.58,10.45
22011000007,22,011,000007,458.03,62.36,7.45,1.99,6.1,0,0,68.02,176.87,134.62,36.99,26.15,16.36,2.11,2.99,0.42,18.7,6.97,6.16,15.06,1,0,1.99,1.06,0,0,0,2.11,2.11,0,0.12,193.42,29.55
22011000009,22,011,000009,429.87,44.88,2.99,0,0,0,0,72.81,146.62,94.75,32.91,45.88,11.97,0,0,0,25.93,13.96,2.99,5.98,0,0,0,1.99,0,1.99,0,1.99,1,1.99,0,143.62,31.92
22011000010,22,011,000010,427,38,4,6,0,0,0,51,189,73,47,37,10,5,3,0,26,12,0,6,0,2,0,1,0,0,0,6,0,0,0,105,25
22011000011,22,011,000011,596,38,10,3,3,2,0,107,288,57,66,40,8,6,2,0,24,19,5,10,1,0,2,2,0,0,0,4,4,0,0,150,36
22011000012,22,011,000012,1034.25,110.92,15.99,3,4,2,10.99,125.91,519.62,158.88,106.92,61.95,25.98,6,0,0,70.95,33.98,8.99,18.99,3,0,0,6.99,0,2,0,5,6,2,0,306.78,45.97
22011000013,22,011,000013,317,14,9,0,0,2,0,69,134,37,32,20,10,3,2,0,11,5,0,2,4,0,0,1,0,3,0,4,3,2,0,100,12
22011000014,22,011,000014,367.13,38.12,3.01,2,1,3,0,61.19,149.38,70.25,40.09,16.12,14.03,3,0,0,13.07,25.04,5.01,6.02,0,0,0,2.01,0,1.01,0,1.01,1,0.01,0,114.38,31.08
22011000015,22,011,000015,247,26,5,2,4,0,2,41,89,70,19,20,5,2,0,0,10,7,1,2,3,0,0,0,0,0,0,2,1,0,0,119,15
22011000016,22,011,000016,437.27,60.28,8.31,1,4,0,4.16,64.14,172.19,112.96,30.66,22.58,8.43,5,0,0,26.74,30.47,6.04,2.16,1,0,0.08,2,2.08,0,0,1.16,1.04,2,0,173.25,40.86
22011000017,22,011,000017,338,35,1,0,0,0,2,55,102,122,17,16,8,3,0,0,10,14,3,4,0,0,0,0,0,3,0,0,1,0,0,131,14
22011000018,22,011,000018,127,14,1,1,0,0,0,11,56,44,3,7,3,0,0,0,6,0,0,6,1,0,0,1,0,0,0,0,0,0,0,44,3
22011000019,22,011,000019,173,9,4,0,0,0,0,38,47,57,10,5,7,0,2,0,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,66,8
22011000020,22,011,000020,532.38,58.96,14.29,2.68,5.36,0,1.79,77.71,249.22,113.44,50.92,27.69,10.72,1.79,2.68,0,35.73,9.83,2.68,5.36,0,0,0,0.89,1.79,0,0,0.89,3.57,3.57,0,206.34,21.44
22011000021,22,011,000021,325.89,48.76,7.43,1.08,1.16,0,4.05,54.32,145.44,78.39,15.52,12.83,11.32,5.05,0.08,0,27.07,11.29,0.08,2.16,0,0,0,1.03,0.05,0,0,2.03,7.11,0.11,0,108.16,24.64
22011000022,22,011,000022,442.3,29.84,4.83,0.97,10.52,0,0.01,76.69,216.78,80.66,35.53,10.62,13.41,2.87,4.78,0,12.56,6.72,8.6,9.57,0,0,1.91,1.91,0.01,0,0,0.96,3.83,0.02,0.95,182.24,20.14
22011000025,22,011,000025,442.65,185.43,15.95,3.99,6.98,1.99,3.99,77.76,175.47,121.63,35.89,25.92,11.96,5.98,1,0,73.78,50.84,7.98,18.94,4.98,1,1.99,7.98,2.99,0,0,3.99,1,1,0,202.38,78.76
22011000026,22,011,000026,116.34,350.56,4.05,3.01,1.02,3.01,6.01,20.24,45.53,37.37,8.11,9.08,5.04,0.02,1,0,116.22,74.15,30.02,43.06,2.02,1,2.01,7.02,2.01,1,0,5.01,3,0,0,35.61,117.24
22011000027,22,011,000027,208,59,14,3,0,0,2,30,90,69,10,11,5,1,0,0,21,12,8,6,0,0,2,2,3,0,0,5,1,1,0,123,29
22011000028,22,011,000028,29,328,1,3,0,1,0,6,23,6,5,4,1,0,0,0,120,72,22,31,2,0,1,2,0,0,4,9,0,1,0,14,131
22011000030,22,011,000030,271,74,6,0,3,0,0,38,121,93,14,14,1,0,0,0,21,26,0,4,1,0,0,2,0,0,0,1,0,1,0,122,29
2201100012A,22,011,00012A,286.42,33.72,5.42,2.08,0.04,2,2.08,57.56,114.87,45.47,32.88,17.67,8.04,2,2,0,16.55,9.17,6,2.17,0.13,0.08,2.08,0,0,0,0,4.08,0,0,0,129.81,17.29
2201100012B,22,011,00012B,547.75,31.08,5.01,2,2,2,0.01,80.09,274.38,93.12,51.08,15.05,10.02,3,2,0,24.05,16.02,3.01,2.01,0,0,0,1.01,0,0,0,4,1,4,2,170.22,29.03
2201100013A,22,011,00013A,191.58,16.28,9.58,1.92,0.96,0,1.92,35.44,88.13,33.53,20.12,15.33,0.96,0,0,0,12.45,3.83,0,3.83,2.87,1.92,1.92,0,0,0,0,1.92,0,0,0,41.19,6.71
2201100014A,22,011,00014A,308.39,15.37,7.22,0.04,1.49,0,4,44.54,134,69.72,18.64,22.49,8.62,0.13,0.22,0,6.58,12.31,3.4,0.44,0,2,2.09,4.09,0,1,0,4.04,0.18,0,0.04,95.41,22.93
