state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_18_rep_fis,uss_18_dem_ray,uss_20_rep_sas,uss_20_dem_jan,gov_18_rep_ric,gov_18_dem_kri,atg_18_rep_pet,sos_18_rep_evn,sos_18_dem_dan,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
31,125,2P,606,597,1,5,0,0,0,0,3,448,444,0,1,0,0,0,0,3,261.2,45,287.9,46.4,187.9,37.2,268.8,29.3,184.4,46.4,182.3,176.1,36.1,45,38.1,38.300000000000004,261.2,181.5,277.2,38.800000000000004,223.3
31,125,3P,460,449,0,11,0,0,0,0,0,336,327,0,9,0,0,0,0,0,200.5,33.9,205.2,52.6,122,47.7,181.9,36.9,128.5,46,122,114.5,39.2,33.9,45.5,44.1,200.5,122,192.8,40.9,154.7
31,125,4P,1307,1279,6,13,5,0,0,0,4,1029,1011,3,12,1,0,0,0,2,378.1,107.7,445.1,136.4,263,122.1,431.7,98.2,275.3,123.2,285.4,247.9,103.6,107.7,118.6,114.3,378.1,267.6,439.1,114.1,331.3
31,125,7P,485,461,1,16,1,1,0,0,5,364,352,1,8,1,1,0,0,1,148.5,38.1,165.4,44.4,94.9,36.2,165.1,28.1,104.8,35.1,109.5,92.5,42.3,38.1,37.2,36.2,148.5,100.8,165.2,37,125.8
31,125,8P,518,490,0,18,3,1,0,0,6,404,386,0,9,3,1,0,0,5,153.7,28.3,173.4,32.6,107.6,31.8,156.5,21.9,116.1,26.6,114.1,107.6,24.6,28.3,27.3,27.2,153.7,111.8,165.3,27.3,133
31,127,10P,899,872,2,8,0,7,1,1,8,710,692,2,7,0,5,1,1,2,258.1,119.2,294.3,166.3,204.8,119,309.90000000000003,104.7,213.1,125.6,255,202,125.6,119.2,124.8,135.7,258.1,218.3,302,125.9,247
31,127,11P,1174,1122,6,23,1,9,0,0,13,892,868,1,10,1,7,0,0,5,351.4,116.6,385,146.5,281.7,98.3,396.7,88.6,283.2,103.6,338.5,282.4,93,116.6,98.4,118.2,351.4,297.2,391.40000000000003,106.9,331.3
31,127,12P,1201,1156,6,27,1,4,0,1,6,877,846,3,21,1,3,0,0,3,332.1,113.4,405.9,135.6,276.3,103,423.5,68.4,278.5,111.8,312.9,270.7,88,113.4,101.2,99.9,332.1,284.7,412.8,102.7,328.3
31,127,1P,305,300,0,3,0,0,0,1,1,253,250,0,1,0,0,0,1,1,90.6,35.7,116.1,33.9,101.2,33.4,123,16.1,101.7,36.4,115.7,101.2,28.8,35.7,33.6,25.1,90.6,104.3,117.89999999999999,28.8,105.60000000000001
31,127,3P,1077,980,42,30,8,4,1,0,12,943,854,41,26,7,4,1,0,10,205.7,82.6,186.5,81.6,163.4,80.8,183.9,60.9,159.6,89.8,196.4,158.5,81.6,82.6,83.3,71.2,205.7,168.7,185.6,79.9,179.5
31,127,4P,927,901,2,14,1,1,0,0,8,691,678,1,6,1,1,0,0,4,371.40000000000003,100.6,393.4,137,317.2,95,410.09999999999997,62.800000000000004,334.2,106.6,367.1,332.4,99.5,100.6,99.6,99,371.40000000000003,337,399.2,99.5,362.90000000000003
31,127,5P,399,384,0,9,1,1,0,0,4,325,316,0,7,0,1,0,0,1,153.4,74.2,172,64.8,127.3,78.6,173.20000000000002,37.9,132.7,75.5,166.7,130,71.8,74.2,75.5,52.5,153.4,139.5,172.4,66.1,150.9
31,127,8P,303,300,2,1,0,0,0,0,0,244,242,1,1,0,0,0,0,0,119.89999999999999,24.7,113.1,32.3,105.9,22.3,122,20.900000000000002,107.9,32.3,113.39999999999999,106.2,28.2,24.7,26.8,25.1,119.89999999999999,107.60000000000001,115.8,25.400000000000002,112.4
31,127,9P,963,924,2,18,6,4,0,0,9,747,719,0,12,4,4,0,0,8,237.1,117.4,358.9,128,210.1,100.2,373.5,69.1,210.1,115.6,265,208.3,107.7,117.4,107.7,98.3,237.1,224.1,367.7,106.1,265.7
31,129,1P,582,570,0,5,1,2,0,0,4,443,436,0,1,1,2,0,0,3,213.1,44.300000000000004,274.5,46.800000000000004,172.9,44.2,268.4,29.8,177.20000000000002,44.300000000000004,185.4,158.8,42.3,44.300000000000004,44.2,39.1,213.1,175.1,272.2,43,206.79999999999998
31,129,2P,877,835,0,30,0,0,0,0,12,695,668,0,18,0,0,0,0,9,391.5,65.3,421.2,91.1,299.4,66.7,408.7,48.2,316.7,66.7,307.6,283.6,63.800000000000004,65.3,66.7,69.6,391.5,302.4,414.4,66.8,347.5
31,129,3P,325,309,1,12,0,1,0,0,2,241,233,1,5,0,1,0,0,1,136.1,24.400000000000002,130.60000000000002,26.1,107,25,129,22.2,111.7,27,119.6,104.9,24.400000000000002,24.400000000000002,25,24.1,136.1,109.4,130.4,24.400000000000002,120.5
31,129,4P,824,791,0,17,1,3,0,0,12,642,624,0,10,1,2,0,0,5,272.9,68.7,303.7,68.8,207,72.8,310.6,44.7,225.4,62,239.7,205.2,70.9,68.7,69.7,57.6,272.9,218.8,307.59999999999997,64.5,251.4
31,129,5P,340,337,2,1,0,0,0,0,0,260,259,0,1,0,0,0,0,0,130.1,17.2,114.7,24.5,92.8,15.3,108.5,17,95.2,15.3,89.5,89.5,14.8,17.2,15.3,20.7,130.1,90.7,113.9,17.2,104
31,129,6P,194,185,0,9,0,0,0,0,0,159,153,0,6,0,0,0,0,0,84.7,15,88.5,16.2,61.2,10.700000000000001,80.3,10.700000000000001,64.3,15,62.800000000000004,58.4,13.5,15,13.5,14,84.7,62.2,84,13.8,72
31,129,7P,740,713,0,7,4,3,0,0,13,594,581,0,3,2,1,0,0,7,266.9,65.9,284.9,65.9,207.3,66.6,296.6,42.6,228.4,55.4,238.4,204.4,64.4,65.9,63.1,54.1,266.9,220.1,291.09999999999997,59.6,246.9
31,129,8P,618,593,3,16,2,0,0,0,4,510,494,2,9,2,0,0,0,3,228.3,50.9,237.7,68,179.7,63.7,255,36.3,203.6,51.8,217.5,185.5,55.9,50.9,56.5,53,228.3,197.2,246.2,54.3,215.1
31,131,10P,1126,1088,10,14,3,2,0,0,9,805,790,3,4,3,1,0,0,4,375.2,178.9,397.5,196.6,334.2,173.1,446.4,109.4,351.2,192.7,437,344.5,161,178.9,174.70000000000002,152.9,375.2,367.7,420.3,167.2,385
31,131,11P,884,844,3,26,4,2,0,1,4,686,662,2,14,2,2,0,1,3,287.8,68.7,366.6,81.8,272.5,69,372.5,45,272,81,283,254,73.2,68.7,73.2,66.2,287.8,272.5,369.6,69,301.5
31,131,13P,1053,897,3,126,3,9,1,2,12,783,695,3,73,2,7,1,0,2,227,98.89999999999999,259.7,115.9,172.3,93.2,264.8,78.7,184.5,96.5,220.8,169,101.2,98.89999999999999,97.8,96.2,227,187.20000000000002,261.7,98,214.7
31,131,14P,1305,1099,3,171,5,10,5,0,12,967,845,2,93,4,7,5,0,11,299.7,114.3,328.9,153.2,223.79999999999998,119,338.2,104.7,248,114.8,291.5,221.29999999999998,127.5,114.3,121.1,128.3,299.7,247.5,333.3,123.2,279.4
31,131,15P,893,794,6,79,1,5,4,1,3,686,618,6,54,1,1,2,1,3,248.9,92.1,280.5,113.8,199.1,83.7,293.9,62.5,206.4,88.7,246.9,200.5,83.7,92.1,85,88.4,248.9,213.1,287.1,87.3,239.7
31,131,16P,611,514,2,80,1,13,0,0,1,458,398,1,50,1,8,0,0,0,147.8,55.5,172.20000000000002,73,111,52.6,175.6,48,115.5,56.2,139.6,107,58.1,55.5,55.800000000000004,59.9,147.8,118.5,173.2,57.5,138.5
31,131,17P,1307,1154,3,119,4,7,2,0,18,990,895,2,76,3,4,1,0,9,387.4,148.4,449,201.9,324.1,142.2,476.8,123.2,331.8,150.8,399.3,311.1,148.6,148.4,146.7,162.4,387.4,341.3,461.90000000000003,152.6,382.7
31,131,18P,1412,1214,3,167,5,2,4,0,17,1084,980,2,87,4,1,1,0,9,357.6,151.4,409.4,180.1,284.40000000000003,143.3,429.1,107.9,299.6,147.9,358.3,290.2,140.1,151.4,144.4,143.8,357.6,308.1,418.59999999999997,144.9,347.8
31,131,19P,708,630,5,53,0,5,0,7,8,541,495,3,33,0,3,0,3,4,244.9,109.9,286.3,134.1,233.6,97.8,316,74.6,233.2,106.89999999999999,281.1,223.8,97.8,109.9,100.9,104.4,244.9,242.8,301.1,103.1,260.3
31,131,1P,1555,1491,10,20,0,6,0,4,24,1163,1131,4,16,0,2,0,2,8,568.7,312.3,698.4,371.2,474.5,297,719.4,228.7,480,326.6,594.6,485.7,282.4,312.3,300.9,299,568.7,510.90000000000003,709.6,303.3,577.1
31,131,2P,691,671,3,8,3,1,0,0,5,561,548,3,5,1,1,0,0,3,247.20000000000002,143.4,281.2,157.8,208.1,136.2,302.8,100.4,234.5,130.7,279.8,224.4,117.2,143.4,130.3,128.7,247.20000000000002,235.7,291.1,130.7,254.3
31,131,3P,618,605,0,7,2,1,0,0,3,475,467,0,3,2,1,0,0,2,209.20000000000002,79.5,283.9,95,175.3,74.2,288.6,68.5,184,79.2,211.4,181.2,68.9,79.5,74.2,80.2,209.20000000000002,189.4,286.1,78.3,217.79999999999998
31,131,5P,1144,1133,0,8,1,1,0,0,1,932,926,0,4,1,1,0,0,0,434.8,208.20000000000002,459.6,227.3,387.1,200.6,516.8000000000001,126.6,406.6,223.2,505.8,399,186.4,208.20000000000002,202.6,177.7,434.8,424.7,487.5,194.5,445
31,131,6P,818,794,0,12,7,1,0,0,4,591,578,0,7,3,0,0,0,3,333.59999999999997,75.8,390.1,107,292.4,85.8,396.40000000000003,61.5,300.9,94.1,322.2,275.4,101,75.8,94.1,86.2,333.59999999999997,296.2,393.6,87.4,330.5
31,131,7P,762,744,6,3,6,1,0,0,2,585,572,2,3,6,1,0,0,1,226.6,76.1,271.2,103,177.5,72.4,278,65.2,184.9,76.3,218.8,176.8,75.3,76.1,73.9,82.7,226.6,189.9,274,77.7,218.1
31,131,9P,853,827,11,9,0,2,0,0,4,643,631,4,6,0,0,0,0,2,258.5,106.2,316.7,171.6,229.4,128.9,344.90000000000003,100.4,229.4,140.6,284,231.9,124.10000000000001,106.2,129.2,136.2,258.5,248.1,327.8,128.6,267.8
31,133,13P,667,639,2,13,0,1,0,0,12,550,534,2,6,0,0,0,0,8,242.1,91.8,223.2,92.9,196.8,107.7,226.2,66.5,217.70000000000002,105.9,250.9,213.1,85.9,91.8,101.4,76.6,242.1,219.6,223.5,91.4,222.3
31,133,14P,801,769,0,11,3,4,0,1,13,621,601,0,7,3,4,0,0,6,220.3,82.1,303.8,115.5,186.1,96.2,328.1,65,186.8,106,227.20000000000002,192.9,75,82.1,95.10000000000001,90.3,220.3,197.5,315,89.7,236.1
31,133,2P,502,492,1,3,0,1,0,0,5,374,370,0,1,0,1,0,0,2,187,52.7,187,58.8,147.7,61.6,173.7,42.9,146.1,69.3,155.1,133.8,68.7,52.7,68.7,49,187,147.6,177.4,58.8,161.9
31,133,4P,409,393,6,6,0,1,0,0,3,320,314,1,3,0,1,0,0,1,169.9,29.7,177.5,31.1,128,32,173.3,22.1,128.9,32,137.9,128,25.3,29.7,29.7,26.8,169.9,129.4,175.20000000000002,29.7,149.3
31,133,5P,394,390,0,2,1,1,0,0,0,297,293,0,2,1,1,0,0,0,160.70000000000002,25.6,177.79999999999998,27,118.8,33.800000000000004,167.5,16.900000000000002,122.9,40.5,131.6,118.8,29.7,25.6,33.800000000000004,23.1,160.70000000000002,121.7,170,29.7,144.5
31,135,1P,879,842,5,28,0,0,0,1,3,647,630,2,12,0,0,0,1,2,354.3,44.5,370.8,58.7,269.8,57.8,351.90000000000003,41.1,284.4,55.5,298.4,273.1,44.7,44.5,54.300000000000004,51.800000000000004,354.3,284.4,360.6,52.300000000000004,316.59999999999997
31,135,2P,1003,965,1,32,2,0,0,0,3,734,712,1,17,1,0,0,0,3,409,57.800000000000004,435.1,70.2,330.7,64.2,408,49.8,336,69.6,349.59999999999997,327.1,60.5,57.800000000000004,64.1,60.5,409,335.8,420,62.5,369.3
31,135,3P,1088,1041,4,35,1,5,0,0,2,854,833,1,18,0,1,0,0,1,448.5,58.8,510.9,75.7,409.2,61,509.4,47.4,409.7,74.7,410.8,387.4,61,58.8,63.9,61.5,448.5,405.7,510.3,61.7,438.3
31,137,12P,750,716,0,22,1,3,0,0,8,564,546,0,11,1,1,0,0,5,330.59999999999997,72.2,312.4,51.6,246,56.6,297.3,39,247.9,67.7,286.8,249.70000000000002,54,72.2,58.2,44.2,330.59999999999997,258.1,304.6,56.4,282
31,137,13P,1255,1144,1,89,2,1,0,0,18,973,918,1,45,1,0,0,0,8,444.9,77,517.4,114.5,323.5,126.6,501.7,77.8,359.6,112.7,402.8,360,100.9,77,112.8,96.6,444.9,360.8,509.90000000000003,101,414.9
31,137,14P,1390,1307,2,67,7,0,1,0,6,1044,985,2,48,4,0,1,0,4,452.9,96.8,515.8000000000001,146.4,351.9,112.5,509.5,87.3,374.3,104.6,417.6,368.2,99.5,96.8,104.6,116.5,452.9,376.1,513.5,107.10000000000001,427.4
31,137,15P,1366,1299,2,47,6,5,1,0,6,1027,991,2,25,2,3,1,0,3,533.7,105.2,625.3,147.2,430.3,124.3,592.8,93.4,447.9,117.2,505.5,442.2,113.7,105.2,117.2,118.8,533.7,455.40000000000003,609.5,116,511.6
31,137,16P,1484,1416,0,58,2,4,0,0,4,1144,1105,0,32,2,2,0,0,3,570.7,81.2,677.7,134.2,459.1,91.3,645.9,87.7,470.2,100.6,496.4,457.8,92.4,81.2,93.2,111.3,570.7,471.3,660.6,98.5,538.7
31,137,1P,235,229,0,5,0,0,0,0,1,185,183,0,2,0,0,0,0,0,137,16,122.9,18.2,119.2,18.5,103,16,122.9,18.2,113.5,111.2,20.9,16,18.5,16.8,137,114.39999999999999,112.5,18.2,118.5
31,137,3P,284,265,0,16,0,1,0,0,2,199,189,0,9,0,1,0,0,0,139.1,19.900000000000002,139.3,19.2,119.39999999999999,19.900000000000002,131.7,7.1000000000000005,116.7,31.2,119.39999999999999,116.3,19.2,19.900000000000002,22.6,13.700000000000001,139.1,118.1,137.1,19.7,126.5
31,137,4P,210,196,1,9,0,0,0,0,4,152,142,1,6,0,0,0,0,3,121.60000000000001,28,119.5,15.3,97.5,25.3,104.8,10.1,101.3,24.7,104,91.2,23.5,28,24.7,13.200000000000001,121.60000000000001,98.10000000000001,112.3,22,106.3
31,137,5P,396,382,2,12,0,0,0,0,0,278,273,1,4,0,0,0,0,0,191.1,12.4,182.2,15.5,182.2,19,154.8,15.4,179.20000000000002,27.8,184.9,182.3,23.400000000000002,12.4,23.5,15.4,191.1,182.2,167.7,18.3,181.1
31,137,6P,476,457,0,10,1,0,0,0,8,366,353,0,9,1,0,0,0,3,260.4,20.2,256.3,30.5,213.2,23.400000000000002,219.7,23.6,207.6,29.8,219.1,213.5,21.6,20.2,23.5,28.5,260.4,213.5,238.20000000000002,23.5,224.6
31,137,7P,566,538,4,14,1,6,0,0,3,439,424,0,11,1,1,0,0,2,259.2,8.1,301.2,34.5,179.8,15.9,288.3,15.1,177.6,23.9,179.6,181.2,14.600000000000001,8.1,16.900000000000002,25.6,259.2,179.70000000000002,295.7,17.3,223.5
31,137,8P,538,513,0,19,0,1,1,0,4,385,374,0,8,0,0,1,0,2,283.4,22,281.5,20.9,234.2,20.6,253,12.8,234.2,23,233.2,231,22,22,22,16.900000000000002,283.4,233.4,268.1,20.7,250.2
31,137,9P,238,232,0,5,1,0,0,0,0,174,172,0,1,1,0,0,0,0,128.70000000000002,14.5,107.3,6.9,109.4,15.5,93.9,6,119.8,11.6,120.5,104.4,11.6,14.5,11.9,6.6000000000000005,128.70000000000002,112.4,100.8,10.700000000000001,111.4
31,139,1P,1567,1533,1,21,2,2,0,0,8,1208,1188,1,13,2,0,0,0,4,600.8,104.5,626,125.1,430.9,101,611.4,86.8,442.3,97.7,466.7,417.5,103.5,104.5,101,105.5,600.8,437.3,618.3000000000001,102.7,509.5
31,139,2P,1656,1610,3,23,1,5,0,1,13,1208,1186,3,8,1,3,0,1,6,739.5,68.2,809.5,99.10000000000001,598.8,56,726.5,83.2,596.7,84.2,603.6,567.6,68.6,68.2,68.9,95.3,739.5,596.1,759.9,74,664.3000000000001
31,139,5P,1551,1514,5,20,8,1,0,1,2,1129,1110,3,11,3,1,0,0,1,678.3,51.7,839.1,93.4,549.7,61.2,800,61.2,561,71.4,544.8,528.9,66.5,51.7,66.4,79.5,678.3,545.4,817.2,66.5,641.1
31,139,6P,725,713,2,7,0,1,0,0,2,529,523,1,3,0,1,0,0,1,363.1,31.5,388.9,43,269.2,28.2,375,28.2,274.3,28.5,268.3,257.4,31.5,31.5,29,36.1,363.1,266.4,379.9,31.1,314.5
31,139,7P,1767,1728,0,22,4,3,0,1,9,1307,1285,0,14,2,3,0,1,2,669,123.3,790.1,124.4,496.5,96.2,737.1999999999999,93,508.1,115.8,532,479.1,101.9,123.3,103.4,106.3,669,504.4,761.4,107,601.7
31,141,10P,387,386,0,1,0,0,0,0,0,284,283,0,1,0,0,0,0,0,194.1,26.6,222.70000000000002,26.6,146.9,28.5,213.9,24.900000000000002,155.20000000000002,26.2,137.1,137.1,28.400000000000002,26.6,28,25.3,194.1,143.2,219.4,26.7,171.1
31,141,11P,584,574,1,3,1,4,0,0,1,455,450,1,2,1,0,0,0,1,305.5,24.900000000000002,336.3,45.3,233.7,25.1,315,24.900000000000002,246.7,25.1,237.5,236.5,20.3,24.900000000000002,24.900000000000002,35.3,305.5,237.6,325,26.6,273
31,141,12P,867,821,5,27,2,4,0,3,5,619,592,3,17,1,1,0,3,2,373.6,61.5,459.4,76.4,315.5,68.1,433.4,62.4,321.5,72.7,334,305.7,70,61.5,70.3,68.8,373.6,319,446.2,68,364.2
31,141,13P,432,413,0,9,0,4,1,3,2,313,303,0,5,0,0,0,3,2,197.5,10.700000000000001,201.5,12.5,182.5,10.700000000000001,198.8,9.700000000000001,175.3,17.6,170.20000000000002,169.8,9.700000000000001,10.700000000000001,11,11.8,197.5,173.9,199.2,10.700000000000001,186.5
31,141,15P,462,447,1,10,2,1,0,1,0,331,322,1,5,2,1,0,0,0,224.4,29.6,253.9,44,178.9,27.2,242.7,25.5,176.3,33.1,180.9,169.9,29.6,29.6,30,34.7,224.4,177.1,248.4,32,203.6
31,141,16P,1567,969,1,583,1,9,0,2,2,1092,747,0,340,1,3,0,0,1,400,78.5,450.3,97.7,289.9,70.2,432.3,67.1,291,76.3,322.3,290.9,62.9,78.5,70.2,82.3,400,298.5,441.4,75.3,353.6
31,141,18P,1169,1096,2,62,1,5,0,0,3,963,924,2,35,1,1,0,0,0,510,101.2,579.9,177.9,387.8,126.5,602.7,103.2,414.7,106.3,444.40000000000003,388.5,103.2,101.2,112.1,140.8,510,409,591.5,119.7,475.4
31,141,19P,1301,1164,3,98,3,19,0,0,14,972,885,3,67,1,12,0,0,4,492,134,523.5,172.70000000000002,370,104.9,533.4,107.2,376.5,112.2,405,361.8,102.9,134,106.7,140.1,492,378.3,528.3,122.2,437.6
31,141,1P,420,417,0,0,3,0,0,0,0,308,307,0,0,1,0,0,0,0,184.8,19.9,202.1,20.6,134.1,19.5,198.7,13.9,136.70000000000002,18,125.1,123.2,18,19.9,18,16.6,184.8,131.2,200.7,18,155.9
31,141,20P,1611,1357,13,205,1,14,0,7,14,1267,1118,9,119,1,11,0,2,7,541.3,174.9,597.3,211.1,408.7,133.5,616.8,131.8,414.3,147,462.90000000000003,396.5,136.2,174.9,139.1,171.1,541.3,420.5,607,155.9,491.1
31,141,21P,1172,995,4,146,7,7,0,4,9,864,768,3,83,4,3,0,1,2,371.6,126.89999999999999,388.2,138.7,271.8,112.4,396.2,85.2,267.8,127.4,317.4,257.3,118.10000000000001,126.89999999999999,119.4,112.2,371.6,278.6,391.5,118,324.5
31,141,22P,1159,1093,1,57,1,6,0,0,1,844,809,0,33,1,0,0,0,1,510,157.4,614.3,189.6,456.1,132.9,640.3,97.8,457.9,140.5,508.5,439.8,136.5,157.4,136.5,143.9,510,465.4,627.8,142.7,518.2
31,141,23P,1251,952,22,233,17,8,0,6,13,1007,800,19,151,17,7,0,3,10,328.2,96.6,354.3,114.8,238.9,89,349.9,90.6,248.2,90,275.9,238.9,82.3,96.6,87.2,103,328.2,250.4,352.4,94.3,290.6
31,141,24P,1325,959,18,311,20,5,0,1,11,923,706,11,187,13,1,0,1,4,281.9,77.4,313.5,119.5,199.8,79.5,307.2,84.4,196.8,97.5,239.3,193.7,93,77.4,88.9,102.6,281.9,208.2,310.6,92.3,247.3
31,141,25P,1402,1142,3,233,3,2,0,0,19,1005,866,3,129,1,0,0,0,6,364.7,103.7,385.5,121,255.4,85.4,377.8,92,265.6,91.1,290.4,252.9,91.7,103.7,90.4,106.6,364.7,265.9,382.5,98.2,313.4
31,141,26P,1465,1145,6,293,7,4,0,1,9,1029,859,3,156,3,3,0,1,4,358.7,126.5,410.90000000000003,139.3,259.7,89.6,392,112.7,267.6,102,308.6,270,91.8,126.5,94,125.9,358.7,276.4,401.5,110.3,323.5
31,141,27P,1139,965,4,153,1,6,3,1,6,902,806,2,82,1,5,3,1,2,371.40000000000003,86.9,415.4,134,276,88.9,406.1,83,276.4,101.89999999999999,316.8,275.40000000000003,93.6,86.9,94.10000000000001,108.4,371.40000000000003,286.2,411,98.4,333.5
31,141,28P,1632,1225,4,379,3,10,0,0,11,1193,938,4,236,3,9,0,0,3,337.5,134.8,354.6,167,244.1,112,362,115.1,244.9,125.1,301,233.2,121.4,134.8,117.5,140.5,337.5,256,357.2,128.9,297.2
31,141,29P,1460,1276,1,169,0,3,0,0,11,995,896,1,92,0,2,0,0,4,521.7,173.4,593,219.9,364,159.9,593,153.1,375,170.5,443.9,358.9,154,173.4,161.3,186.6,521.7,385.4,593,172.3,464.2
31,141,30P,1462,1284,10,152,2,6,0,0,8,1114,1012,9,82,1,4,0,0,6,658.8,137.3,715.2,149,573.7,125.9,727.3,74.8,576.3,132.8,627,559.3,106.9,137.3,122.1,112,658.8,583,721.5,120.6,633.7
31,141,3P,502,494,0,5,0,0,0,0,3,370,367,0,2,0,0,0,0,1,283.5,11,288.1,24.5,227.20000000000002,14.4,276,16.8,222.7,20,205,209.5,15.8,11,15.8,19.6,283.5,216.1,282.09999999999997,16.3,245
31,141,41P,1362,1164,2,169,6,4,1,0,16,992,885,1,94,5,2,0,0,5,372.3,109.8,384.1,131.4,251.5,103.7,391.4,104.4,258.1,106.2,288.8,242.1,109.1,109.8,106.2,118,372.3,260.3,388.3,110.2,312.4
31,141,42P,1361,1125,7,216,1,3,0,0,9,1014,887,3,115,1,3,0,0,5,310.7,138.2,385.7,137.2,262,82.7,381.8,100.2,269.6,87.4,293.1,255.4,91.1,138.2,87.4,118.2,310.7,270,383.9,105.5,308
31,141,43P,1644,1453,7,166,2,8,0,1,7,1204,1101,3,92,0,5,0,1,2,707.2,175.79999999999998,827.6,237.7,534.2,153.6,847.4,144,554.2,156.7,582.6,530.9,140.1,175.79999999999998,150.29999999999998,191.1,707.2,550.5,837.3,168,655
31,141,44P,1789,1038,5,721,7,6,1,4,7,1207,796,3,399,2,3,1,0,3,346.9,118,366.8,133.8,267,107.3,356.5,99.5,289,97.1,319.3,275.1,97.7,118,100.7,116.6,346.9,287.6,361.8,108.8,317.3
31,141,4P,140,134,0,6,0,0,0,0,0,114,110,0,4,0,0,0,0,0,63.7,3.8000000000000003,77.8,4,47.5,3.8000000000000003,64.5,4,51.9,3.8000000000000003,44.4,50.300000000000004,4,3.8000000000000003,3.8000000000000003,4,63.7,49.1,70.6,3.9000000000000004,57
31,141,5P,687,666,0,14,1,5,0,0,1,510,499,0,8,0,2,0,0,1,265.7,51.1,310.5,46.300000000000004,213.1,42.6,297.4,36.5,214.7,53.6,221.6,204.3,40.4,51.1,43.8,41.7,265.7,213.1,303.6,43.7,247.9
31,141,6P,743,725,0,5,1,4,0,2,6,560,550,0,4,1,1,0,0,4,299.1,50.5,329.2,63.3,223.8,48.4,301,55.9,240.5,48.3,233.7,220.9,44.2,50.5,47.9,59.3,299.1,228.3,314.1,51.5,265
31,141,7P,981,956,6,13,4,0,0,1,1,718,707,4,5,1,0,0,0,1,488.59999999999997,63.5,486.9,56.2,353,51.300000000000004,469.7,38.3,360.6,50.9,330.9,325.6,46.7,63.5,50.800000000000004,46.3,488.59999999999997,341.59999999999997,479.8,51.2,402.5
31,141,9P,761,732,2,13,0,2,0,0,12,554,541,1,8,0,0,0,0,4,301.5,39.2,357.1,47.8,205.4,47.8,332.4,30.8,221.5,43.800000000000004,217.1,205.1,43.800000000000004,39.2,43.9,38.7,301.5,214.3,343.6,42.9,261.09999999999997
31,143,2P,987,977,0,5,1,0,0,0,4,780,773,0,2,1,0,0,0,4,198.7,33.6,425.3,100.8,143.4,33.6,402.6,74.2,141.1,35.9,157.9,132,34.5,33.6,34.6,83.4,198.7,144.3,411.8,48.5,230.2
31,143,4P,604,583,0,12,1,1,0,0,7,477,465,0,5,1,1,0,0,5,266.9,62.4,280.4,66.6,219,67,272.2,56,238.5,57.1,244.8,221.2,64.1,62.4,64.1,59.6,266.9,228.6,275.3,62.4,247.3
31,143,5P,750,723,1,8,2,3,0,0,13,556,540,1,6,2,1,0,0,6,358.6,63.6,352.3,81.2,294.5,86.2,365.2,47.6,308.5,85.6,336.1,308.5,74.3,63.6,82.9,62.4,358.6,311.9,357.2,73.6,333.1
31,143,6P,1094,1074,0,11,2,1,2,0,4,816,804,0,6,2,1,1,0,2,435.6,114,440.90000000000003,126.1,299.1,119.3,456.6,73.2,310.5,125.3,343.6,300.2,105.3,114,117.1,99.1,435.6,316.2,449.5,113.1,370.5
31,143,8P,774,753,4,13,1,0,0,0,3,591,581,2,5,1,0,0,0,2,350.7,59.1,351.6,70.5,307.4,60,355,45.9,322.1,53.5,344.2,314.6,56.7,59.1,56.8,58.1,350.7,322.3,353.3,57.9,334.7
31,143,9P,1197,1076,1,107,3,1,0,0,9,868,791,0,68,2,0,0,0,7,419.2,82.9,439.5,86.8,311.4,82.3,422.8,59.5,335.6,81.3,351.7,306.7,79.2,82.9,81.3,73.7,419.2,328.7,431.6,80.5,372.2
31,145,10P,1105,1007,5,69,9,7,0,0,8,841,789,2,32,7,5,0,0,6,379.9,67.2,374.9,85.5,265.6,74.2,348.9,61.3,268,80.9,301.2,270.7,70,67.2,74.7,73.1,379.9,276.7,361.8,73,315.4
31,145,11P,1047,951,15,45,10,2,1,0,23,842,787,15,24,1,2,1,0,12,372.9,53.1,393.1,95.9,270.5,57.3,377.4,60,282.90000000000003,66.3,302,282.90000000000003,51.1,53.1,57.8,77.8,372.9,284.5,385,63.9,325.8
31,145,12P,816,785,6,16,3,3,0,1,2,635,613,3,12,3,3,0,0,1,308,63.7,322,73.7,211.2,63.7,317.3,55,216.1,64.8,236.1,217.7,59,63.7,62.800000000000004,64.3,308,220.5,319.6,63.5,260.9
31,145,14P,1086,1003,2,65,1,1,0,3,11,828,781,2,33,1,1,0,2,8,313.8,68.5,339.4,91.1,201.7,70.8,317.2,74.6,214,74.3,248.9,214.9,73.4,68.5,73.3,82.9,313.8,219.5,329,74.9,264.8
31,145,15P,381,346,0,28,4,0,0,0,3,308,279,0,22,4,0,0,0,3,119.3,19.8,127.2,22.4,80.2,17.2,123.60000000000001,16.4,80.9,20.5,87.6,83.8,16.4,19.8,17.7,18.9,119.3,83.2,125,18.6,100
