GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_16_dem_lea,uss_16_rep_mil,gov_16_dem_min,gov_16_rep_sco,atg_16_dem_don,atg_16_rep_buc,uss_18_rep_zup,gov_18_dem_hal,gov_18_rep_sco,atg_18_dem_don,atg_18_rep_wil,sos_18_dem_con,sos_18_rep_pai,pre_20_dem_bid,pre_20_rep_tru,gov_20_dem_zuc,gov_20_rep_sco,atg_20_dem_don,atg_20_rep_pai,sos_20_dem_con,sos_20_rep_pai,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
50017501719,VT,Orange County,501719,3515,62,3268,13,9,11,0,10,142,2863,47,2674,9,8,10,0,10,105,623.3,654.1,708.7,761.6,358.9,1157.1,918.5,520.9,501,235.7,948.3,748.6,433.4,649.1,530.9,852.9,917.5,229.7,1516.8,968.2,729.6,836,796.2,773.4,652.4,603.4,544.5,990,721.7,789,648.1
50019501901,VT,Orleans County,501901,976,17,901,4,7,5,0,4,38,761,8,715,1,4,5,0,4,24,207,182.7,224.9,195.7,114,319.6,260.8,157.8,141.8,140,245.7,244.8,129.8,228.9,147.8,285.9,234.6,106,392.6,300.8,183.7,274.8,188.7,213.9,201.7,166.2,204.6,249.9,241.9,210,217.1
50019501902,VT,Orleans County,501902,2872,35,2616,12,35,9,0,3,162,2292,14,2124,12,29,6,0,3,104,497.5,422.1,572,437.8,296.4,726.4,561.4,414.8,327.6,254.8,600.1,542.2,304.8,497.6,344.5,680.9,566.2,254.6,923.9,734.6,440,656.1,462.9,500.3,481.8,394.2,431.5,598.3,581.5,497.6,504.4
50019501903,VT,Orleans County,501903,1042,26,955,1,4,0,0,0,56,786,7,728,0,4,0,0,0,47,149.2,196.2,190.8,178.2,110.8,278.4,202.1,168.7,130.5,99.6,209.3,179.6,123.1,163.3,139.5,222,268.9,76.5,366.2,248.5,198,201,215.2,205.3,163.2,150.6,147.5,262.1,187,206,167.6
50019501904,VT,Orleans County,501904,1021,12,951,3,14,0,0,2,39,831,6,780,2,11,0,0,1,31,184.4,210.5,219.5,199.4,136.3,308.7,234.5,189.4,164.3,110.2,256.5,207.4,153.3,195.4,161.3,247.5,274.6,105.2,376.9,254.6,221.5,227.5,217.5,227,193.7,183.9,171,272.6,208.7,227.8,193
50019501905,VT,Orleans County,501905,1100,18,1032,0,13,4,0,3,30,856,7,808,0,13,3,0,1,24,192.4,239.5,250.3,211,132.5,359.2,298.3,163.9,176.7,106,264,227.7,139.4,187.5,176.7,240.5,288.6,95.2,420.1,291.5,220.8,257.1,236.6,243.4,218.4,189.2,173.7,291.5,221.1,241.4,207.2
50019501906,VT,Orleans County,501906,1343,50,1229,8,3,9,0,2,42,1117,38,1028,5,2,8,0,2,34,435,153.3,440.1,189.3,259,379.4,450.2,161.2,115.2,297,251.3,419.1,103.2,407.1,123.2,558.1,190.4,216,514.4,514.2,161.3,465.2,176.3,220.8,396.1,148.3,374.4,260.6,438.4,209.9,405.6
50019501907,VT,Orleans County,501907,4579,74,4280,14,17,7,0,4,183,3713,48,3496,13,14,7,0,4,131,868.7,985,1053,961.5,517.4,1560.9,1139.5,855.5,721.1,474.1,1227.5,1018.7,639.8,935.3,735.9,1145.7,1255.7,406.5,1887.9,1280.9,957.6,1099.4,1023.3,1090.7,894.7,831.1,809.4,1281.1,983.1,1067.7,903.6
50019501908,VT,Orleans County,501908,1114,15,1057,7,2,2,1,3,27,910,11,877,4,0,0,0,0,18,290,193,317,232,168,389,332,208,178,184,325,329,159,314,165,401,239,162,465,413,182,355,195,255.5,276.8,206.8,275.7,270.2,332.8,244.2,296.8
50019501909,VT,Orleans County,501909,811,8,754,3,0,3,0,4,39,666,8,625,3,0,3,0,2,25,275.8,99.7,296.8,120.8,185.4,232.5,262.6,139.9,70.7,169.1,180,275.4,72.7,274.4,74.7,371.9,110.3,163.9,320.2,350,96.6,338.3,101.7,148.2,255.2,99.5,239.6,157.2,306,135,269.4
50019501910,VT,Orleans County,501910,632,15,586,4,5,1,0,0,21,515,7,486,4,3,0,0,0,15,81.1,175.1,103.1,166.1,55,233.1,137.1,133.1,134.1,54,190.1,115.1,127.1,96,144.1,139.1,210.1,52,266.2,149.1,177.1,120.1,177.1,176.8,94.1,148.8,88.4,207.6,115.1,177.8,100.2
50019501911,VT,Orleans County,501911,1233,26,1145,6,5,4,0,4,43,967,20,902,2,5,4,0,4,30,198.4,287.2,249.9,295.3,111.6,450.7,293.6,231.4,216.5,102.2,339.9,233.7,212.3,215.3,233.6,263,409.2,80.3,543.4,315.4,318.2,269.8,345.4,316.1,213.4,250.6,183.8,404,232.1,323.6,212.1
50019501912,VT,Orleans County,501912,551,14,494,0,3,1,0,3,36,429,11,391,0,3,0,0,3,21,113.6,101.7,134.9,72.6,73.5,163,151.9,73.6,79.4,64.3,134.8,98.7,87.4,105.6,91.5,144.8,139.9,60.3,208.2,151.9,109.7,131.7,114.7,102.7,118.5,98.3,89.5,143.1,122.2,114.7,111.9
50019501913,VT,Orleans County,501913,887,18,804,5,1,15,0,4,40,707,14,640,5,0,15,0,4,29,123.2,250.2,183.2,215.2,75.1,333.3,204.2,200.2,162.2,76.1,224.3,140.2,158.2,128.2,175.2,201.3,273.3,102.1,330.4,212.3,231.2,174.3,241.2,249.7,146.4,179.9,114.9,269,172.5,232.9,147.3
50019501914,VT,Orleans County,501914,638,7,610,1,0,2,0,1,17,532,5,508,1,0,2,0,0,16,100.2,195.3,123.9,195.3,73.4,255.8,146.8,165.6,150.7,52.5,219.1,132.9,134.8,120,145.8,170.5,216.2,40.6,332.2,188.4,156.7,172.5,176.5,203,111.1,162.6,101.8,220.4,143,195.3,120.2
50019501915,VT,Orleans County,501915,4455,76,4012,43,47,38,0,13,226,3679,68,3350,29,37,30,0,13,152,715.2,613.4,792.2,632.4,483.8,969.1,886,549,470.9,386,843.8,756.7,461.7,716.4,507.1,1023,756.9,375.1,1303.9,1046.7,621.6,906.6,651.9,690.9,719.3,570.9,619.7,833.6,837.9,698.5,735.2
50019501916,VT,Orleans County,501916,1526,16,1408,7,4,6,0,4,81,1249,5,1170,6,4,5,0,2,57,281,361.3,340.6,364.5,172.1,554.4,393.5,299.9,245.5,154.5,408.5,329.9,212.7,284,257.8,376.4,443.9,131.2,658.7,440.2,333.4,366.1,352.8,395,296.8,281.1,256.1,447.2,328.5,374.4,297.2
50019501917,VT,Orleans County,501917,1722,19,1595,7,33,7,0,3,58,1371,12,1275,7,31,6,0,1,39,240.5,280.1,303.8,299.9,178.2,442.4,357.3,237.6,207,143.7,350.4,285.2,201,272.4,221.7,366.2,390,142.5,568.2,413.7,316.8,341.5,335.5,315,269.9,245,233.8,402.6,316,320.9,276.8
50019501918,VT,Orleans County,501918,534,14,485,2,4,6,0,2,21,447,9,413,2,4,6,0,2,11,133.7,122.7,147.6,129.7,97.8,193.5,165.6,110.7,92.8,84.8,161.6,158.6,90.8,152.6,95.8,189.5,145.6,74.8,247.4,180.5,121.7,176.5,119.7,139.1,136.1,110.2,132,158.6,155.3,136,142
50019501920,VT,Orleans County,501920,357,2,345,0,0,0,0,0,10,307,1,298,0,0,0,0,0,8,100.9,91.1,93.1,102.9,60.7,144,99.9,101.9,68.6,58.8,107.8,99.9,69.6,99.9,67.6,123.4,99.9,47,168.5,141.1,69.6,116.6,78.4,110,88.7,78.4,86.2,104.1,107,97.5,94.7
50021502101,VT,Rutland County,502101,974,8,907,4,0,0,0,2,53,794,7,737,4,0,0,0,2,44,214.8,230.7,246.6,222.7,165.1,327.1,263.5,187.9,177,104.4,274.4,212.8,177,181,207.8,256.5,303.3,98.4,411.6,256.5,266.5,212.8,273.4,242.1,222.5,209.1,166.1,313.7,206.1,255,201.1
50021502102,VT,Rutland County,502102,4129,55,3801,19,12,24,0,15,203,3265,38,3044,13,10,24,0,6,130,924,723,1056,740,671,1168,1100,643,524,524,959,973,511,929,571,1213,896,507,1544,1245,745,1095,784,818.5,937.8,641.2,808.7,992.2,1015,817.3,930.6
50021502103,VT,Rutland County,502103,4458,76,4109,83,7,47,0,12,124,3933,63,3640,80,2,38,0,12,98,795,808,893,759,543,1147,901,707,634,396,993,856,618,769,703,1056,1042,411,1584,1064,888,914,954,855.2,783,737,673.7,1117,861.2,903.1,781.6
50021502104,VT,Rutland County,502104,1237,24,1141,9,1,11,1,4,46,1016,16,946,4,1,9,1,4,35,345.6,306.3,373,327.9,241.5,470.2,369.1,299.4,253.3,193.4,400.5,325,251.3,327.9,257.2,464.4,336.7,175.8,620.4,448.7,303.3,411.4,321,350.9,332.3,290.6,282.1,395.4,375.1,345.6,334.2
50021502105,VT,Rutland County,502105,2412,17,2245,9,0,27,0,5,109,2026,11,1898,7,0,27,0,5,78,470,641,558,633,361,861,622,533,519,210,739,487,465,433,531,656,782,235,1143,693,649,578,724,667,502.8,563.5,376.7,824.5,540.5,685,482.1
50021502106,VT,Rutland County,502106,1284,23,1183,4,0,7,0,0,67,1034,19,955,4,0,7,0,0,49,255.4,294.2,299,302.1,208.4,419.7,294.8,285.6,237.3,150.1,318.6,262.3,227.3,242.4,247.7,329.2,409.3,155.6,549.3,329.2,349.8,274.8,374.1,325.4,264.4,257.7,218.3,420.6,272.2,334.6,254.7
50021502107,VT,Rutland County,502107,2736,35,2509,15,9,9,0,8,151,2139,21,1983,12,9,9,0,8,97,515.7,563.7,618.3,538.7,390.8,791.6,662.6,468.2,398.2,223.6,609.4,569.3,374.4,518.5,430,672.8,690.7,263.8,1016.3,714.2,571.9,600.2,613.1,590.6,546.9,453,437.1,723,562.8,588.9,522.7
50021502108,VT,Rutland County,502108,735,16,678,4,0,4,0,3,30,622,13,573,4,0,4,0,3,25,188,163,192,168,141,235,195,163,127,85,194,162,124,159,136,221,191,91,314,228,118,211,158,182.2,179,145.2,135.3,195.2,187.8,174.2,170.3
50021502109,VT,Rutland County,502109,368,3,345,0,0,0,0,0,20,315,3,295,0,0,0,0,0,17,101.3,102.3,110.3,122.2,67.6,159.9,116.2,104.3,81.4,44.7,138.1,99.3,68.5,85.4,92.4,129.1,129.1,44.7,203.6,129.1,113.2,113.2,126.2,122.2,98.9,95.1,76.5,143,104.1,120.1,94.7
50021502110,VT,Rutland County,502110,1407,35,1284,10,1,24,0,8,45,1187,24,1107,8,1,16,0,4,27,358.2,233.2,358.3,255.3,248.9,384.8,336.3,248.1,193.1,164.6,372.6,321.3,194.9,319.2,210,561.7,256.4,217.7,580.5,478.8,249.1,445.7,255.2,280.4,325.4,242.7,268.4,335.3,426,286.1,346.4
50021502111,VT,Rutland County,502111,1149,24,1068,3,0,14,0,1,39,950,22,884,2,0,13,0,0,29,300.3,266.5,320.2,299.3,219.8,405.7,313.2,261.5,237.7,153.1,371.9,306.3,214.8,289.4,233.7,442.5,312.2,175,573.7,438.5,258.5,405.7,273.4,308.2,288.4,264.5,249.6,354.5,365.4,309.1,305.8
50021502112,VT,Rutland County,502112,794,10,732,2,1,2,0,5,42,643,8,592,0,1,2,0,4,36,233.5,179.6,267.6,195.7,198.3,266.9,265.6,176.6,154.4,168.2,256.8,255.5,151.4,246.4,165.5,308.6,225.7,160.2,368.1,288.7,203.6,280.6,209.7,204.7,241.2,182,223.3,251.8,259.5,212.8,243
50021502113,VT,Rutland County,502113,1385,17,1294,3,3,10,0,3,55,1159,14,1096,3,2,3,0,1,40,336.8,324.8,383.8,315.8,284.9,446.8,382.8,289.9,248.9,208.9,377.8,361.8,253.9,351.8,265.9,451.8,374.8,205.9,583.7,422.8,323.8,385.8,341.8,344.3,347.1,286.6,307.5,406,366.6,345.7,343.4
50021502114,VT,Rutland County,502114,210,6,195,1,0,2,0,1,5,175,6,161,0,0,2,0,1,5,41.5,38.7,47.9,37.8,28.6,57.1,46.1,31.3,28.6,13.8,43.3,27.6,27.6,29.5,32.2,50.7,51.6,19.4,76.5,50.7,46.1,45.1,49.8,41.2,41,32.9,23.6,56,41.5,43.4,36.4
50021502115,VT,Rutland County,502115,1424,33,1306,13,0,4,0,1,67,1114,21,1044,8,0,4,0,1,36,368,311,413,282,316,413,389,292,245,230,396,405,239,387,265,496,369,270,571,465,323,425,326,324.5,371.5,286.2,340.7,397.2,414,336,378.5
50021502116,VT,Rutland County,502116,504,14,465,3,0,6,0,1,15,424,7,402,0,0,4,0,1,10,146.5,113.6,152.4,116.6,119.5,162.4,169.3,91.7,97.6,73.7,166.4,143.5,97.6,141.5,98.6,205.3,119.6,93.7,222.2,204.3,94.7,191.3,98.7,121.1,147,115.1,119.6,133.8,173.6,123.3,149.2
50021502117,VT,Rutland County,502117,2862,52,2540,10,11,12,0,7,230,2353,33,2135,5,9,7,0,4,160,701.5,698.5,786.8,749.8,454.4,1102.1,841.3,625,553.8,350.2,894,722.1,508.6,662.8,587.8,942.3,818,312.7,1367.3,959.4,671.1,822,715.7,793.9,696,636,578.4,893,759.1,774.3,686.9
50021502118,VT,Rutland County,502118,3020,60,2757,10,9,15,0,11,158,2451,45,2268,10,9,14,0,11,94,614.5,564.5,721,532.5,486.3,822.8,710.6,508.9,410,368.5,673.9,655.9,413.7,626.7,456.1,795.4,711.6,339.3,1113,753,633.3,688,653.1,607.2,633.1,488.4,550.4,777.8,643.9,624.5,614.5
50021502119,VT,Rutland County,502119,1763,19,1574,8,0,1,6,7,148,1396,12,1264,5,0,0,6,7,102,357,314.5,441.1,314.6,249.4,503.6,448.6,271.9,239.5,168.8,415.8,391.2,213.6,350.5,251.5,495,363.4,164.9,678.7,485.8,321.7,426.5,338.4,351.2,374.1,280.1,303.5,425.6,393.1,352.3,361.7
50021502120,VT,Rutland County,502120,4108,98,3692,52,6,67,3,9,181,3460,65,3158,43,6,56,3,6,123,1169.6,852.5,1255.5,890.9,793.2,1401.5,1344.8,730.9,698.1,557.4,1231.3,1161.7,611.9,1066.4,687.3,1512.8,901,522.7,1855.8,1497,745,1323.9,812.4,968.9,1140.8,807.2,928.5,1078.5,1214.1,951.6,1109.6
50021502121,VT,Rutland County,502121,3936,219,3419,46,13,36,1,18,184,3337,196,2924,30,12,32,1,7,135,906.7,700.7,1006.2,710.6,688.7,1075.9,1083.9,576.3,503.6,441.9,900.7,866.9,459.8,798.2,529.5,1198.3,762.4,415,1491.9,1198.3,608.1,1050,660.9,765.9,921.4,598.4,702.3,880.8,965.4,748.4,877.7
50021502122,VT,Rutland County,502122,3984,96,3413,76,19,39,1,11,329,3227,61,2813,59,17,34,1,7,235,590.4,560,717.2,503.8,483.7,796.2,748.4,455.1,346.4,303.3,584.8,550.9,338.1,506.8,371.3,869.5,601.1,371,1011,854.7,501.8,720.6,525.1,578.8,634.9,410.2,453.6,659.7,704,549.6,610.6
50021502123,VT,Rutland County,502123,3779,100,3393,34,20,24,2,7,199,3163,65,2891,26,20,19,2,7,133,831.3,626.2,931.8,599.7,645.6,925.7,985.5,512.9,489.8,415.9,817,825.5,425.2,766.9,492.8,1101,765.9,466.9,1319.7,1119.8,614.9,966.7,680.4,666.1,848.6,556.2,669.4,845.2,913.6,689.2,823.4
50021502124,VT,Rutland County,502124,3924,68,3637,22,24,43,0,4,126,3263,40,3065,14,16,32,0,4,92,1062,974.5,1177.5,1017.8,732.5,1511,1237.4,876.6,794.7,486.2,1348,1076,748.5,1022.6,808.8,1375,1035.6,410.1,1961.4,1390.5,891.3,1236,950.3,1095,1052.4,925,861.6,1209.7,1102.9,1076.5,1018.7
50021502125,VT,Rutland County,502125,1096,15,1029,6,1,4,0,1,40,930,12,880,6,1,3,0,1,27,325,269,357,276,279,356,375,243,182,194,314,318,177,305,203,395,268,181,464,380,237,347,247,286,334,219,272.3,304,325.7,269.7,314.2
50021502126,VT,Rutland County,502126,545,12,507,0,0,0,0,2,24,466,10,441,0,0,0,0,2,13,163,122,174,132,118,194,203,98,94,99,173,182,90,169,99,252,128,99,279,254,103,233,105,136.5,164.5,114,150,153.8,209.5,134.8,176.9
50021502127,VT,Rutland County,502127,553,12,502,4,2,6,0,5,22,442,6,403,0,2,6,0,4,21,139.1,123.1,160.1,118.1,125.1,161.2,161.1,115.1,86.1,86.1,132.1,140.1,84.1,138.1,91.1,170.1,163.1,81.1,242.2,164.1,140.1,157.1,150.1,129.4,146.3,98.4,121.4,173.9,143.1,133.9,138.4
50021502128,VT,Rutland County,502128,2129,31,1954,14,5,4,0,5,116,1724,20,1606,13,4,2,0,5,74,529,463,567.1,491,399,670.1,575.1,431,372,274,555.1,522,335,491,375,703.1,563.1,301,907.1,675.1,476,593.1,507.1,513.8,517.6,409.3,429,613.3,568.1,512.1,511.8
50021502129,VT,Rutland County,502129,1214,13,1148,7,1,5,0,8,32,1018,7,964,7,1,5,0,8,26,209.1,312,260.1,286,181.1,377,239.1,276,231,125,344,217.1,239,216.1,255,315.1,416,136,544.1,307.1,346,271.1,362,312.8,222.3,267.3,186.1,417,257.3,332.4,225.2
50021502130,VT,Rutland County,502130,239,8,221,0,0,0,0,4,6,197,7,184,0,0,0,0,2,4,57.1,57.2,69.2,65.1,35.8,101.6,75.3,49.9,42.9,25.5,76.4,67,42.9,62.9,35.1,79.3,71.5,25.5,106.1,82.3,60.4,75,66.4,68.5,59.4,49.3,51.8,76.1,65.5,64.6,59.5
50021502131,VT,Rutland County,502131,2214,26,2044,22,1,11,0,3,107,1789,21,1680,13,0,9,0,3,63,384,541,489,487,277,727,520,424,375,198,558,427,345,385,390,510,613,178,883,563,513,471,530,544.8,417.5,417,336.7,634.8,430.5,532.2,400.2
50023502301,VT,Washington County,502301,2822,133,2424,45,14,29,0,24,153,2328,96,2042,37,10,29,0,13,101,673.5,444.5,726.9,521.1,425,861.8,845,397.7,324.7,350.8,684.9,715.9,300.7,663.3,364.3,969.7,528.9,337.8,1140.4,979.9,438.4,903.7,462.9,556.3,667.6,418.7,576.7,642.6,797.8,539.2,690.1
50023502302,VT,Washington County,502302,2786,101,2431,43,16,17,0,11,167,2298,63,2044,33,10,17,0,10,121,322.4,213,348,249.7,203.4,412.8,404.6,190.5,155.6,167.9,328.2,342.8,144.1,317.6,174.6,464.3,253.4,161.6,546.3,469.2,210,432.7,221.8,266.5,319.6,200.6,276.1,307.9,381.9,258.3,330.4
50023502303,VT,Washington County,502303,2883,66,2560,47,10,30,1,26,143,2290,44,2043,39,8,30,1,19,106,664.3,441.2,716.9,517.4,418.4,854,834.8,394.1,322.7,345.1,679.4,707,298.8,654.6,361.9,956.4,524.4,332,1128.8,967.3,434.4,891.7,459.1,551.7,658.6,415.7,568.9,636.7,786.9,534.7,680.8
50023502304,VT,Washington County,502304,7923,217,7275,35,13,52,1,30,300,6315,160,5858,22,12,41,1,25,196,1756.4,1858.2,1871.4,2220.3,907.4,3275.2,2523,1513.8,1457.9,688.5,2761.2,2081.8,1354.9,1820.3,1628.4,2506.6,2089.8,588.9,3989.4,2758.3,1659.4,2440.8,1870,2216.9,1764.5,1800.6,1530.2,2402.1,2073.7,2139.9,1813
50023502305,VT,Washington County,502305,2849,70,2578,33,3,27,0,10,128,2355,56,2138,28,3,14,0,8,108,671.6,458.9,734.7,586.4,416.5,955.8,889.4,407.5,393.9,328.5,819.3,763.7,367.2,726.4,406.8,976.8,525.7,322.7,1191.8,994,429.8,939.5,464.8,602.1,678.1,496.8,606.2,653,808.3,584,705.8
50023502306,VT,Washington County,502306,1443,28,1285,7,6,6,0,9,102,1116,19,1016,5,5,6,0,5,60,405.3,260.6,467,294.8,340.8,447.7,473,267.7,201.5,282.9,394.3,443.1,212.2,442,220.3,573.3,306,208.8,676.5,545.7,269.4,530.3,272.9,317.7,421.5,257.1,389.3,381.2,464.5,318.7,428.4
50023502307,VT,Washington County,502307,1661,26,1540,10,1,11,0,4,69,1341,21,1270,5,1,4,0,1,39,688,195,716,247,552,443,737,203,149,491,388,687,158,696,173,886,221,436,663,824,199,798,223,272,673.2,217,624.7,326.5,736,271.8,682.8
50023502308,VT,Washington County,502308,1413,21,1296,6,6,8,3,3,70,1124,19,1041,1,4,6,0,2,51,411,183.8,430.9,262.2,289.1,435.9,500.4,186.6,152.9,236.6,382.2,454.7,134.2,435.7,169.7,612.2,227.2,212.4,623.3,582.6,175.4,550.6,204.9,267.1,407.8,209.8,375.7,307.7,489.5,261.5,428.7
50023502309,VT,Washington County,502309,2598,53,2381,16,1,19,0,7,121,2084,39,1947,12,0,18,0,2,66,1026,353.9,1090.6,426.5,789.4,791.4,1165.2,336,272.4,613.4,711.8,1045.8,248.5,1031.9,280.4,1307.3,388.7,549.8,1132.3,1249.7,313.2,1243.7,331,476.9,1017.8,378.3,897.1,541.3,1087.6,465.5,1010.2
50023502310,VT,Washington County,502310,1364,23,1274,10,0,6,0,7,44,1128,14,1066,7,0,5,0,7,29,586,142,584,201,423,384,567,174,140,318,402,570,129,544,160,796,150,293,649,711,158,700,159,225.2,540,207.8,477.3,279,625,237.3,553.8
50023502311,VT,Washington County,502311,1583,50,1436,11,4,4,0,6,72,1256,36,1151,4,4,4,0,6,51,411.3,280.1,475.4,312.7,362,469.5,525.7,262.4,221.9,315.6,367.9,463.6,211.1,448.8,225.9,578,331.4,283.1,632.3,566.2,277.2,542.5,295.9,331.2,443.6,256.7,409.3,384.2,492.4,324,452
50023502312,VT,Washington County,502312,1779,34,1640,10,1,5,0,16,73,1422,16,1324,5,1,5,0,10,61,730.9,230.1,792.2,286,591.5,521.4,817.5,205.3,191.8,476.4,494.3,768.3,174.6,764.4,204.8,992.5,233.1,404,829.5,913.9,216.9,920,232.7,310.7,733,266.3,669.7,378,807.6,318.4,742.9
50023502313,VT,Washington County,502313,3271,104,2806,38,7,103,1,24,188,2660,69,2311,31,7,82,0,21,139,1413.8,192,1440.7,283.2,1211,586.5,1454.2,217.7,178,1052.6,615.8,1435,156.8,1468.8,162.6,1751,183.6,864.6,1048.8,1546.2,186.4,1591.3,173.1,319.8,1379.9,278.3,1318.8,398,1438.3,332,1384.5
50023502314,VT,Washington County,502314,2880,95,2549,31,3,68,2,18,114,2320,49,2106,28,3,53,1,10,70,1183,157.8,1205.1,233.4,1014.5,485.4,1215.2,179.8,146.5,882.1,511.1,1200,128.9,1228.8,133.4,1464,150.2,724.1,872.1,1291.7,153.3,1330,141.8,264.1,1154.4,230,1103.6,329.3,1202.5,274.5,1158
50023502315,VT,Washington County,502315,1923,54,1683,18,2,40,3,26,97,1564,40,1407,4,2,22,3,19,67,1095.2,145.7,1115.6,215.6,939.4,448.7,1124.8,166.2,135.3,816.8,472.7,1110.9,119.1,1137.6,123.2,1355.2,138.6,670.5,806.7,1195.6,141.6,1231.1,130.9,244,1068.8,212.6,1021.8,304.4,1113.1,253.7,1072.1
50023502316,VT,Washington County,502316,1753,31,1600,7,1,29,0,15,70,1409,26,1300,6,0,14,0,11,52,646.7,215.2,693.5,278,460.8,548.5,725.4,203.2,175.4,386.7,498.9,693.4,154.5,679.4,188.4,922.4,222.2,336.8,827.5,866.5,190.4,840.6,191.6,311.2,631.6,254.3,586.5,357.9,741.6,307.8,659.3
50023502317,VT,Washington County,502317,5918,202,5149,164,13,59,2,14,315,5108,172,4473,152,13,51,2,9,236,1100.6,700.1,1221.3,827.7,710,1446.7,1410.2,619.1,587.4,557.7,1203.5,1185.7,513.2,1116.5,596.3,1491.2,827.7,468.8,1870,1513,681.4,1406.2,719,898.4,1110.5,725.1,953.3,1024.5,1219.8,882.7,1107.4
50023502318,VT,Washington County,502318,1236,20,1094,17,2,17,1,8,77,1029,19,923,14,2,14,1,7,49,425.1,129.4,445.1,180.4,383.8,278.8,486.2,133.3,112.3,369.6,254.7,502.1,93.3,489.1,115.3,607.4,166.4,341.6,444.2,586.3,140.3,563.3,146.3,180.5,435.1,143.9,453.6,224.3,524.6,182.9,472.7
50023502319,VT,Washington County,502319,678,15,601,1,3,1,1,2,54,543,13,494,0,3,0,1,2,30,186,118,208,139,149,219,242,108,90,119,187,225,82,217,95,281,134,107,308,277,108,262,122,146,196.2,113.5,187,168,231.8,142.5,206.6
50023502320,VT,Washington County,502320,1844,34,1723,7,2,17,1,0,60,1507,23,1429,7,2,13,0,0,33,740.6,207.3,773.2,271.4,564.9,520.2,761.6,224.9,183.5,442.8,521.9,755.5,172.6,743.7,197.3,1009,197.5,382.6,805.4,889,195.4,857.5,202.2,306,710.1,268.8,647.3,350.1,784.5,308.3,720
50023502321,VT,Washington County,502321,1977,46,1834,6,4,7,0,12,68,1638,38,1537,5,3,4,0,9,42,766.2,186,757.8,254.2,621.8,448,753.6,224.3,165.5,516.5,494,800.5,159.3,770.2,201.8,1058.3,182.8,465.3,776.4,946,192.7,882.4,209.9,278.1,724.8,255.1,695.7,340.4,838,291.2,758
50023502322,VT,Washington County,502322,5331,105,4839,41,20,66,7,34,219,4343,82,3996,35,16,47,7,17,143,2024.9,589.7,2109.5,777.1,1457.6,1545.5,2192.6,603.6,509.9,1127.4,1489.3,2098.8,451.2,1999.3,546.8,2764.7,618.9,932.6,2442,2573.7,573.7,2442.3,579,879,1946.1,749.3,1741.8,1053.4,2178.3,893.9,1974.9
50023502323,VT,Washington County,502323,928,26,847,2,3,2,0,2,46,755,15,706,0,3,0,0,0,31,277.1,172.9,283,179.4,209.2,311.7,365.1,140,151,190.3,271.9,308.7,139.2,306.7,149.3,380.6,200.6,162.1,406.2,372.2,176,360,186.1,201,283.6,177.9,268.5,242.2,318.7,207,292.3
50023502324,VT,Washington County,502324,964,15,859,7,0,9,0,11,63,784,12,705,7,0,5,0,7,48,374,117,408,145,305,277,433,120,97,255,239,391,88,383,105,464,125,239,362,457,99,429,123,164.8,380,132.2,343,177.2,397.2,158.1,376.2
50025502010,VT,Windham County,502010,771,16,691,6,2,1,1,12,42,627,10,566,6,0,1,1,12,31,200.4,181.5,208.3,160.7,203.3,190.4,193.4,167.6,104.2,160.7,158.7,209.3,118,200.4,124,270.8,191.4,155.7,277.7,243,178.6,236.1,160.7,175.1,201.4,126.2,190.1,202.1,226.4,167.8,207.4
50025502501,VT,Windham County,502501,380,6,354,0,1,3,0,6,10,302,6,280,0,1,3,0,6,6,69.7,61.1,92.6,48.1,71.5,79.2,76.6,62.1,46,60.5,73.1,79.6,47,82.6,46,120.7,84,67.4,128.3,100.7,69,94.6,70,62.6,77.6,53.1,74.2,87.8,95.9,67.8,83.3
50025502502,VT,Windham County,502502,4402,126,3820,64,17,63,0,21,291,3568,77,3160,45,17,58,0,16,195,1518,429.6,1545.9,426.2,1445.4,631.4,1412,494.4,286.6,1078.3,605.9,1346.7,322.9,1282.5,332.9,1868.5,504.4,1027.8,1219.2,1653.3,469.9,1607.3,463.8,495.4,1480.3,387.1,1235.8,664.3,1539.2,515.6,1435.1
50025502503,VT,Windham County,502503,3830,183,3229,100,11,97,0,19,191,3125,118,2705,75,11,79,0,17,120,1448.1,227.3,1463.7,220.7,1494.5,347.4,1421.2,252.6,156.3,1179.8,440.3,1371.6,192.7,1319,194.6,1862.6,302.1,1130.9,900.1,1612.3,275.4,1554.8,272.3,262,1456.9,246,1290.1,437.5,1540.2,315.2,1441.7
50025502504,VT,Windham County,502504,3952,124,3387,69,5,96,1,20,250,3324,95,2918,49,4,72,0,19,167,1362.3,198.7,1318.6,222.8,1327.1,337.1,1266.7,242.2,142.7,1118.1,355.6,1287.3,158.6,1230.8,157.7,1668,242.1,1091.2,723.3,1429.6,215.6,1382.9,212.9,250.2,1318.6,203.6,1212.1,348.5,1392.9,267.4,1316.6
