GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_rep_jam,uss_18_dem_sta,gov_18_rep_sch,gov_18_dem_whi,atg_18_rep_leo,atg_18_dem_nes,sos_18_rep_lan,sos_18_dem_ben,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_jam,uss_20_dem_pet,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
26009009001,MI,Antrim County,009001,1588,43,1448,3,7,3,2,0,82,1280,19,1203,2,6,3,2,0,45,271.4,685.5,636.5,295,626.1,298.2,634.5,248.4,644.3,275.8,764,354,773.2,345.8,685.5,271.4,635.3,279.4,768.6,349.9,680.6,298.4
26009009002,MI,Antrim County,009002,2159,39,2001,1,23,9,1,6,79,1820,15,1713,0,16,8,1,4,63,404,806,714.8,447.7,677.1,465.6,721.7,368.3,701.9,419.9,899.4,545,926.2,516.2,806,404,703.9,425.4,912.8,530.6,778.2,452.4
26009009003,MI,Antrim County,009003,512,9,475,0,8,1,0,5,14,403,8,368,0,7,1,0,5,14,72,158,125,89.5,133.8,86.6,129.9,72.8,127.9,84.6,193.8,91.5,192.9,94.5,158,72,129.1,83.4,193.4,93,151.6,84.5
26009009004,MI,Antrim County,009004,1150,19,1068,3,9,2,1,4,44,964,6,911,3,8,2,0,4,30,182,447,403.8,190,391.6,200.1,399.8,171.8,393.8,188.9,524.2,242.3,541.2,219.2,447,182,397.3,187.7,532.7,230.7,443.1,199.2
26009009005,MI,Antrim County,009005,952,11,892,0,6,0,0,4,39,761,10,717,0,3,0,0,4,27,144,327,298.4,151.9,291.4,166.9,294.4,145.8,297.4,149.9,394,199,399.9,194,327,144,295.4,153.6,397,196.5,328.9,164.5
26009009006,MI,Antrim County,009006,2521,50,2367,0,23,18,10,1,52,2164,30,2061,0,15,12,7,0,39,706.6,959.2,912,762.6,910.1,758.7,935.6,666.3,924.8,724.3,1007.4,969,1061.4,913,959.2,706.6,920.6,728,1034.4,941,958.6,785.8
26009009007,MI,Antrim County,009007,1675,38,1567,1,7,4,0,4,54,1454,26,1377,0,4,3,0,2,42,463.4,746.1,653.3,529.6,645.7,529.1,671.8,451.2,656.7,491.9,774.4,625.2,803.7,594.6,746.1,463.4,656.9,500.5,789,609.9,707.4,526.4
26009009008,MI,Antrim County,009008,937,9,902,2,2,1,2,1,18,836,6,814,2,1,0,2,0,11,216.6,371.4,347.9,258.3,335.7,267.8,356.4,231.9,355.5,244.2,406.4,288.5,411.1,277.2,371.4,216.6,348.9,250.6,408.7,282.9,369.2,254.9
26009009009,MI,Antrim County,009009,887,8,844,0,10,3,0,2,20,724,8,684,0,10,3,0,2,17,161,286,265.6,172.1,260.6,173.1,262.6,155.2,256.6,164.1,369,182,361.1,192,286,161,261.4,166.1,365,187,294.5,171.3
26009009010,MI,Antrim County,009010,1780,27,1664,9,15,8,0,6,51,1501,21,1412,7,13,5,0,6,37,356,632.5,606,360,590,370,604,308,597,342,743,471,754,466,632.5,356,599.2,345,748.5,468.5,646.6,381.9
26009009011,MI,Antrim County,009011,3638,68,3308,11,13,8,0,6,224,2774,38,2560,7,12,8,0,3,146,236,656,495,299,492,308,498,239,494,265,835,276,803,294,656,236,494.8,277.8,819,285,610.4,273.9
26009009012,MI,Antrim County,009012,673,8,603,2,6,5,0,5,44,524,3,481,1,6,4,0,0,29,201,498,432.1,214,427.1,218,434.1,179.8,415.1,208.9,649.3,248.2,633.3,264.2,498,201,427.1,205.2,641.3,256.2,498.4,219.2
26009009013,MI,Antrim County,009013,2355,73,2148,2,49,5,2,9,67,1945,49,1789,1,38,4,2,7,55,553.8,906.4,853.1,619.2,841.1,613.2,872.2,537.5,858.2,579.9,1027.6,775.6,1079,724.2,906.4,553.8,856.1,587.4,1053.3,749.9,919.6,629.1
26009009014,MI,Antrim County,009014,1028,9,975,2,9,0,0,0,33,819,4,780,0,9,0,0,0,26,111.7,347.5,300.9,139.5,289.1,140.4,296,119.3,295,134.4,461.9,161.3,460.9,166.4,347.5,111.7,295.2,133.4,461.4,163.9,350.2,139
26009009015,MI,Antrim County,009015,1212,48,1125,1,5,3,0,1,29,1058,31,1004,0,5,3,0,1,14,309.4,467,439.3,353.4,421.2,360,431.7,323.8,433.6,346.7,502.4,441.2,529.1,408.8,467,309.4,431.4,346,515.7,425,460.6,363.3
26009009016,MI,Antrim County,009016,364,0,356,2,0,0,0,1,5,287,0,281,0,0,0,0,1,5,35,134,116,47,119,45,114,43,111,44,163,60,159,60,134,35,115,44.8,161,60,130.9,47.7
26009ZZZZZZ,MI,Antrim County,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8,35.7,33.5,26.6,32.5,26.9,33.3,24,33.2,25.9,38.2,33.5,40,31.4,35.7,23.8,33.1,25.9,39.1,32.4,35.2,27.4
26011011001,MI,Arenac County,011001,554,3,538,0,1,0,0,0,12,421,0,411,0,1,0,0,0,9,54,185,153.8,66.1,151.6,65.2,143.7,62.8,139.6,64.1,240.3,77.6,223.9,80.7,185,54,147.2,64.6,232.1,79.2,176.8,67.2
26011011002,MI,Arenac County,011002,864,15,814,2,7,4,0,0,22,681,10,641,1,7,4,0,0,18,136.8,310.5,233.6,158.3,218.8,167.6,224.8,131.9,203.6,163.3,391.8,158.8,339.3,195.9,310.5,136.8,220.2,155.3,365.6,177.4,274.6,159
26011011003,MI,Arenac County,011003,945,16,847,3,12,3,0,2,62,779,14,704,3,10,3,0,2,43,78.4,169.6,111.2,73.2,117.9,67.1,113.2,57.3,108,67.5,158.6,80.2,148.8,87.9,169.6,78.4,112.6,66.3,153.7,84,132.5,73.1
26011011004,MI,Arenac County,011004,896,18,838,1,5,5,0,0,29,768,6,731,1,5,5,0,0,20,221.1,488.1,369.3,227.4,370.2,223,366.5,187.7,348.9,221.4,533.2,223.5,483.3,258.8,488.1,221.1,363.7,214.9,508.3,241.2,422.8,223.3
26011011005,MI,Arenac County,011005,1001,18,937,1,8,2,0,6,29,808,13,760,1,7,1,0,3,23,133.7,287.2,219.2,130.8,210.4,138.6,213.3,112.1,200.6,136.7,352,160.2,334.3,174,287.2,133.7,210.9,129.5,343.1,167.1,259.6,140.9
26011011006,MI,Arenac County,011006,2050,44,1917,7,13,4,0,2,63,1644,31,1544,6,11,3,0,0,49,337,644,506.3,350.8,462.2,389.8,474.2,327.7,445.2,365.8,772.1,396.9,724,427,644,337,472,358.5,748,412,575.4,370.7
26011011007,MI,Arenac County,011007,950,15,866,2,12,5,0,0,50,747,8,700,2,8,5,0,0,24,127.4,311.8,201.4,129.2,204.3,121.6,209,97.9,197.6,115,351.3,118.2,322.8,131.5,311.8,127.4,203.1,115.9,337,124.8,256.9,120.1
26011011008,MI,Arenac County,011008,750,15,688,3,9,0,0,0,35,623,11,570,1,9,0,0,0,32,87.3,223.8,168.1,93.3,167,93.3,167.1,79.1,160.9,88.3,271.4,105.5,240.2,124.7,223.8,87.3,165.8,88.5,255.8,115.1,199.8,95.9
26011011009,MI,Arenac County,011009,1166,14,1093,1,0,6,0,10,42,1004,11,946,1,0,5,0,10,31,212,442,391.6,213.2,375.7,225.1,384.6,189.4,372.7,221.1,546.3,269.7,511.6,281.6,442,212,381.2,212.2,529,275.6,432.1,230.3
26011011010,MI,Arenac County,011010,281,2,266,4,2,0,0,0,7,224,2,210,4,2,0,0,0,6,45,79,86.5,53.5,74.9,62.2,76.8,51.5,74.9,55.4,114.7,51.5,98.2,62.2,79,45,78.3,55.7,106.5,56.9,86.4,54.5
26011011011,MI,Arenac County,011011,986,14,944,0,2,0,0,2,24,871,12,835,0,2,0,0,2,20,213.7,399.5,385,257.8,375.2,259,391.5,218,384.2,240.5,523.6,281.6,493.5,304.2,399.5,213.7,384,243.8,508.6,292.9,421.8,253.6
26011011012,MI,Arenac County,011012,1432,30,1286,5,27,6,0,0,78,1136,20,1038,3,18,6,0,0,51,177.6,309.2,283.6,199.8,270.7,199.4,274,169.1,261.4,201,415.7,208.8,389.2,227.5,309.2,177.6,272.4,192.3,402.5,218.2,314.8,197.6
26011011015,MI,Arenac County,011015,1701,30,1548,3,23,3,1,1,92,1394,23,1286,2,19,3,1,0,60,223.2,355.4,289.6,249.7,282.3,253.3,292.3,205.2,268.6,244,415.1,251.9,365.4,284.3,355.4,223.2,283.2,238.1,390.3,268.1,324.1,244.5
26011011016,MI,Arenac County,011016,519,23,465,2,3,0,0,1,25,441,12,404,0,3,0,0,1,21,62,209,147,66,153,59,152,56,142,66,247,66,227,80,209,62,148.5,61.8,237,73,182.4,65
26011011017,MI,Arenac County,011017,907,13,872,1,2,0,0,1,18,786,5,761,0,2,0,0,1,17,178,378,323,207,324,199,337,168,317,194,414,217,382,244,378,178,325.2,192,398,230.5,353.6,201
26011ZZZZZZ,MI,Arenac County,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4,53.8,43.9,35.2,42.7,35.7,44,29.1,40.6,34.6,63.5,35,56,40,53.8,31.4,42.8,33.6,59.7,37.5,49.2,34.4
26013013001,MI,Baraga County,013001,492,4,449,0,11,0,1,1,26,437,1,413,0,8,0,0,1,14,76.4,201.5,176.7,99.3,173.8,100.3,174.7,82.4,174.7,92.3,269.1,103.2,254.2,111.2,201.5,76.4,175,93.6,261.6,107.2,203.5,95
26013013002,MI,Baraga County,013002,2192,25,877,592,519,2,0,15,162,1862,20,768,590,374,2,0,9,99,239.4,276.4,247.8,256.6,241.9,261.5,234,238.9,234,255.6,363.8,300.9,341.2,312.7,276.4,239.4,239.4,253.2,352.5,306.8,277,266.5
26013013003,MI,Baraga County,013003,416,11,358,2,14,0,0,0,31,351,8,305,2,13,0,0,0,23,61.5,144.1,124.9,69.2,122,71.1,122,61.5,116.3,66.3,166.2,75,167.2,75,144.1,61.5,121.3,67,166.7,75,137.6,68.5
26013013004,MI,Baraga County,013004,320,14,270,0,16,1,0,0,19,235,5,211,0,10,0,0,0,9,60,134.4,102.9,60.3,101.8,60.3,103.3,54.3,103.9,52.6,132.7,66,124,75.4,134.4,60,103,56.9,128.3,70.7,114.7,61.3
26013013005,MI,Baraga County,013005,550,5,408,0,113,0,0,0,24,443,5,334,0,88,0,0,0,16,74.7,155.3,123.1,76.8,121.2,77.8,129.7,59.7,122.1,64.5,171.9,90.2,159.5,96.9,155.3,74.7,124.1,69.7,165.7,93.6,140.4,77.2
26013013006,MI,Baraga County,013006,375,5,349,1,2,1,0,1,16,325,4,307,1,2,0,0,1,10,72.4,150.5,118,85,114,85,113,80,113,82,166,86,159,93,150.5,72.4,114.5,83,162.5,89.5,133.4,83.3
26013013007,MI,Baraga County,013007,3551,28,2808,3,406,11,2,5,288,2826,24,2312,0,297,9,1,5,178,495.9,1010.7,856.3,629.4,839.1,636,858,546.3,850.4,575,1156.7,667.6,1115.8,677.4,1010.7,495.9,850.9,596.7,1136.3,672.5,955.3,603.9
26013013008,MI,Baraga County,013008,262,10,234,0,2,0,0,0,16,236,8,216,0,2,0,0,0,10,74.7,82.6,73.1,66.3,73.1,62.8,73.1,62.8,70.6,64.5,82.6,87.8,85.2,85.2,82.6,74.7,72.5,64.1,83.9,86.5,77.2,72
26013ZZZZZZ,MI,Baraga County,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.5,1.3,0.7,1.2,0.7,1.3,0.6,1.3,0.7,1.9,0.8,1.8,0.8,1.5,0.6,1.3,0.7,1.9,0.8,1.5,0.7
26015015001,MI,Barry County,015001,1992,34,1858,13,4,9,0,0,74,1555,19,1464,7,2,8,0,0,55,222,740,608.6,266,578.1,281.8,610.8,224.5,578.2,279.6,875.9,271.1,833.6,280.9,740,222,593.9,263,854.7,276,689.3,260.8
26015015002,MI,Barry County,015002,1947,58,1817,5,5,6,0,7,49,1486,35,1399,5,5,1,0,4,37,230.7,614.8,549.2,265.8,524.4,261.2,542.5,219.9,526.6,261.5,816.2,295.9,794.7,291.9,614.8,230.7,535.7,252.1,805.5,293.9,624.1,261
26015015003,MI,Barry County,015003,3417,102,3080,5,13,8,0,10,199,2705,60,2484,5,13,7,0,7,129,579,1063,960.2,628.7,913.1,650.4,962.1,550.1,910.3,639.8,1230.6,714.2,1259,663.1,1063,579,936.4,617.3,1244.8,688.7,1042.6,632.2
26015015005,MI,Barry County,015005,2368,70,2146,8,9,9,0,19,107,1857,48,1706,2,9,9,0,15,68,336,840,716,392,701,383,736,313,692,378,989,425,992,414,840,336,711.2,366.5,990.5,419.5,809.4,377.3
26015015006,MI,Barry County,015006,3329,94,3040,11,16,5,0,15,148,2559,55,2384,7,15,5,0,8,85,370.5,840.5,679.7,431.6,670.1,435.8,703.7,357.9,668.3,426.6,1048.8,462.3,999.8,478.2,840.5,370.5,680.5,413,1024.3,470.3,801.6,423.3
26015015007,MI,Barry County,015007,1997,86,1787,4,12,22,0,4,82,1487,56,1345,1,9,19,0,4,53,266,402,311,269,267,303,308,246,278,285,504,318,485,310,402,266,291,275.8,494.5,314,365,285.3
26015015008,MI,Barry County,015008,1822,86,1624,4,11,5,0,6,86,1341,43,1227,4,10,5,0,5,47,261,401,339,283,312,307,324,244,307,300,492,335,497,313,401,261,320.5,283.5,494.5,324,381.7,291.9
26015015009,MI,Barry County,015009,1803,69,1620,5,5,14,0,2,88,1443,52,1306,5,0,12,0,2,66,358,486,404,332,373,407,405,347,384,373,537,473,548,456,486,358,391.5,364.8,542.5,464.5,448.1,392.3
26015015010,MI,Barry County,015010,3013,68,2782,11,0,11,2,18,121,2363,33,2223,10,0,11,0,7,79,464.3,939.2,798.7,483.6,745.6,503.3,808.6,406.8,767.2,480.6,1138.7,546.6,1134.6,548.6,939.2,464.3,780,468.6,1136.7,547.6,904.7,490.5
26015015011,MI,Barry County,015011,3154,81,2914,4,20,7,0,5,123,2550,56,2377,4,20,5,0,4,84,539,1023,819.1,541.9,768.6,571.1,813.3,474.8,780.2,544.8,1219,604.1,1191.8,602.2,1023,539,795.3,533.1,1205.4,603.2,945,554
26015015012,MI,Barry County,015012,3734,132,3440,13,12,7,2,17,111,2703,65,2537,9,12,7,2,7,64,397,1243,886.2,447.6,879,440.4,904.1,361.3,871.8,442.2,1363.4,524,1372.4,513.2,1243,397,885.3,422.9,1367.9,518.6,1074.3,446.5
26015015013,MI,Barry County,015013,2841,60,2638,9,14,3,0,17,100,2306,39,2171,6,12,0,0,11,67,479,984,842.4,530.6,812.2,548.7,878,441.9,835.9,507.2,1188.3,576.1,1158.9,577.3,984,479,842.1,507.1,1173.6,576.7,957.1,523
26015015014,MI,Barry County,015014,1599,27,1517,0,12,3,0,2,38,1176,10,1126,0,10,3,0,0,27,173.5,530.5,403,175.8,398,176.8,402,145.2,392.1,167.9,600.5,188.6,592.6,180.7,530.5,173.5,398.8,166.4,596.5,184.7,474.1,172.6
26015015015,MI,Barry County,015015,3398,161,3051,17,17,11,0,0,141,2760,102,2539,11,7,5,0,0,96,479,967,874.5,542.5,845.1,558.1,880.4,484.7,837.4,553.2,1340.7,669.6,1351.8,647.9,967,479,859.3,534.6,1346.3,658.8,1013.8,562.1
26015015016,MI,Barry County,015016,3334,169,2980,21,6,12,5,6,135,2762,130,2501,17,6,12,0,6,90,695,972,840,678,831,682,862,602,846,646,1176,817,1193,771,972,695,844.8,652,1184.5,794,960,698.7
26015015017,MI,Barry County,015017,1755,56,1588,7,3,2,1,9,89,1370,42,1251,7,0,1,1,5,63,309,581,492,340,464,365,481,296,462,337,704,378,701,367,581,309,474.8,334.5,702.5,372.5,555,341.7
26015015018,MI,Barry County,015018,2381,104,2163,8,8,3,1,8,86,1816,64,1682,3,3,1,1,8,54,429.9,738.8,724.6,513.2,693.8,528.4,751.6,432.5,719,490.6,1061.2,639.8,1087.2,597.6,738.8,429.9,722.2,491.2,1074.2,618.7,825.2,518.9
26015015019,MI,Barry County,015019,3039,111,2757,34,5,13,0,14,105,2216,74,2028,15,1,12,0,14,72,334.3,1048.4,911.5,374.2,881.6,382,900.2,309.2,889.9,351.5,1276.8,513.7,1337.6,465.5,1048.4,334.3,895.8,354.2,1307.2,489.6,1035.2,390.1
26015015020,MI,Barry County,015020,1997,55,1815,16,8,14,0,10,79,1535,24,1433,6,6,11,0,10,45,252.7,762.6,689,257.7,660.7,281.1,694.9,204.4,676.3,254.2,922.8,340.7,932.6,325.3,762.6,252.7,680.2,249.3,927.7,333,762.7,273.7
26015015021,MI,Barry County,015021,4295,231,3769,37,13,40,2,13,190,3006,131,2700,27,8,30,1,7,102,550,1086,852.5,588.1,804.7,622,832.9,519.4,810.8,598.4,1388.3,808.6,1412.7,769.2,1086,550,825.2,581.9,1400.5,788.9,1026.9,636.5
26015015022,MI,Barry County,015022,1994,69,1834,6,1,11,0,4,69,1578,41,1483,3,0,11,0,1,39,295,696,581,333,556,351,609,272,572,324,820,409,804,408,696,295,579.5,320,812,408.5,662.6,341.7
26015015023,MI,Barry County,015023,3336,131,2977,40,22,13,2,6,145,2476,81,2255,19,19,12,2,6,82,393,974,892,440,823,490,867,387,855,454,1308,567,1313,535,974,393,859.2,442.8,1310.5,551,1004.6,466.6
26015015024,MI,Barry County,015024,1986,33,1841,9,3,10,0,5,85,1649,18,1544,5,2,6,0,5,69,332,781,659.5,365.5,665.9,359.9,689.6,301.3,669.6,344.8,919.3,439.4,937.2,411.1,781,332,671.2,342.9,928.2,425.2,760.3,364.9
26015037120,MI,Barry County,037120,1892,55,1741,8,2,7,0,1,78,1535,30,1441,4,2,7,0,1,50,368.1,488.2,426.3,377.2,405.2,383.2,437.3,319.2,400.3,364.2,550.4,480.2,569.4,442.2,488.2,368.1,417.3,360.9,559.9,461.2,468.2,390.6
26017001004,MI,Bay County,001004,14,1,5,0,0,0,0,2,6,9,1,4,0,0,0,0,2,2,0.2,0.3,2.5,2.3,2.3,2.4,2.4,2.1,2.3,2.2,3.4,3,3.4,2.9,0.3,0.2,2.4,2.3,3.4,2.9,2.3,2.2
26017017001,MI,Bay County,017001,2068,60,1886,15,5,5,0,5,92,1631,35,1530,10,2,4,0,2,48,389.8,612.6,516.1,376.9,486.3,401.8,460.4,319.2,465.4,389.8,689.2,488.3,685.2,482.3,612.6,389.8,482.1,371.9,687.2,485.3,559.3,406.9
26017017002,MI,Bay County,017002,1654,64,1514,8,4,9,0,0,55,1370,43,1277,5,4,9,0,0,32,299.1,482.9,402,320.4,401.2,318,410.6,266.2,394.1,303.1,511.9,375.3,506.4,366.7,482.9,299.1,402,301.9,509.2,371,444.2,321.2
26017017003,MI,Bay County,017003,2189,86,1981,14,3,7,0,8,90,1785,56,1646,13,1,7,0,6,56,484.9,695.5,533.3,530.4,515.2,540.9,540.9,459.2,507.6,516.2,798.9,543.7,755.3,573.1,695.5,484.9,524.2,511.7,777.1,558.4,621,521.2
26017017004,MI,Bay County,017004,2850,174,2481,49,4,9,0,3,130,2171,97,1963,29,4,6,0,3,69,507,641,581,533,558,560,583,474,533,552,814,620,786,633,641,507,563.8,529.8,800,626.5,642.3,554.1
26017017005,MI,Bay County,017005,2003,75,1829,23,0,19,0,2,55,1699,47,1583,17,0,16,0,2,34,459,579,453,489,435,494,480,412,440,480,637,573,601,599,579,459,452,468.8,619,586,517.9,500.9
26017017006,MI,Bay County,017006,2984,123,2699,16,16,10,0,13,107,2519,82,2318,12,12,10,0,13,72,611.9,846.7,659.5,667.5,630.9,702.4,667.7,595.6,609.8,690.3,968.8,794,921.9,791.5,846.7,611.9,642,664,945.3,792.8,757.9,693.3
26017017007,MI,Bay County,017007,2365,96,2144,18,8,33,0,1,65,1953,57,1806,12,8,27,0,1,42,562,716,618,589,592,602,630,500,585,589,778,707,763,708,716,562,606.3,570,770.5,707.5,668.9,608.2
26017017008,MI,Bay County,017008,3510,340,2778,137,10,28,0,3,214,2760,201,2306,105,5,26,0,2,115,831.4,701.9,549,752,514,782,522,693,496,773,757,983,736,981,701.9,831.4,520.2,750,746.5,982,610.8,827.9
26017017009,MI,Bay County,017009,3372,319,2707,95,14,23,0,10,204,2761,202,2308,85,9,19,0,6,132,907,623,525,939,474,978,514,872,483,937,698,1117,713,1085,623,907,499,931.5,705.5,1101,575.7,976.4
26017017010,MI,Bay County,017010,3682,417,2781,216,18,19,0,7,224,2826,274,2247,155,13,15,0,4,118,757.2,532.4,442.7,710.8,422.7,739.7,433.5,642,404.9,717.4,624.2,896.1,587.4,898.6,532.4,757.2,425.9,702.5,605.8,897.3,492.5,766
26017017011,MI,Bay County,017011,3816,501,2872,140,27,8,0,26,242,2941,330,2318,104,25,4,0,17,143,733.2,548.7,442.7,712.6,373,768.5,427,659.6,384.8,746,738.1,924.6,682.2,959,548.7,733.2,406.8,721.7,710.1,941.8,513.8,786.2
26017017012,MI,Bay County,017012,3733,321,3106,57,9,17,0,23,200,2993,211,2591,42,8,15,0,18,108,895,848,651,952,601,996,649,849,568,987,970,1114,916,1155,848,895,617.2,946,943,1134.5,743.3,992.6
26017017013,MI,Bay County,017013,3720,473,2839,135,13,14,0,11,235,2787,297,2245,98,8,9,0,3,127,669.6,678,511.6,698.6,460.3,731.8,477.5,645.4,459.4,721.7,785.7,850.3,742.5,857.5,678,669.6,477.2,699.4,764.1,853.9,587.9,739.3
26017017014,MI,Bay County,017014,3531,280,2916,73,25,18,0,7,212,2812,170,2434,51,14,17,0,5,121,726,735,590,753,543,790,570,683,525,778,863,946,815,971,735,726,557,751,839,958.5,663,806.7
26017017015,MI,Bay County,017015,3654,276,3070,68,13,23,0,5,199,2777,164,2409,42,8,21,0,5,128,728,664,533,712,466,763,505,664,480,733,847,893,782,920,664,728,496,718,814.5,906.5,611,773.3
26017017016,MI,Bay County,017016,3631,341,2992,77,19,15,0,2,185,2836,180,2461,55,13,13,0,1,113,764.3,752.5,565.6,784.9,506.8,837.8,552.6,705.1,505.8,799.9,902.7,897.6,841.9,932.5,752.5,764.3,532.7,781.9,872.3,915.1,661.1,817.5
26017017017,MI,Bay County,017017,2723,65,2542,13,8,12,0,5,78,2177,42,2058,4,7,9,0,1,56,448,988,794,494,773,498,766,398,746,489,1179,550,1098,612,988,448,769.8,469.8,1138.5,581,906.3,498.4
26017017018,MI,Bay County,017018,1803,87,1605,22,2,10,0,0,77,1378,54,1260,13,2,6,0,0,43,438,457,386,463,373,472,390,407,366,456,518,517,516,528,457,438,378.8,449.5,517,522.5,429.4,468.7
26017017019,MI,Bay County,017019,1576,91,1393,22,0,17,0,0,53,1281,63,1145,16,0,17,0,0,40,443,483,430,451,397,477,406,401,382,454,550,541,536,541,483,443,403.8,445.8,543,541,454.9,472.6
26017017020,MI,Bay County,017020,3672,145,3299,59,13,65,0,4,87,3085,118,2787,49,13,59,0,0,59,670,1375,1188,729,1173,729,1216,602,1148,719,1518,900,1488,912,1375,670,1181.2,694.8,1503,906,1300.9,751.6
26017017021,MI,Bay County,017021,2994,88,2775,13,10,5,0,11,92,2482,71,2310,11,8,2,0,10,70,566,963,781,626,774.8,637.6,777.4,544,733.5,630.2,1211.9,630.1,1097.9,708.5,963,566,766.7,609.5,1154.9,669.3,905.6,620.4
26017017022,MI,Bay County,017022,1693,49,1547,2,3,4,0,0,88,1343,25,1256,2,3,1,0,0,56,303,560,436,304,434,295,414,291,397,312,708,313,605,381,560,303,420.2,300.5,656.5,347,507.7,314.1
26017017023,MI,Bay County,017023,1124,19,1059,6,2,0,0,1,37,881,10,838,0,2,0,0,1,30,153,380,258,170,255,173,261,140,235,170,451,140,413,164,380,153,252.2,163.2,432,152,321.9,158.6
26017017024,MI,Bay County,017024,1068,71,922,15,3,7,0,3,47,859,45,756,14,1,7,0,3,33,273.1,315.9,290,300,295,298,292,259,287,283,414,333,398,341,315.9,273.1,291,285,406,337,327.4,298.2
26017017025,MI,Bay County,017025,2148,94,1957,11,8,11,0,3,64,1758,64,1621,11,8,9,0,3,42,287.5,414.6,318,307.1,314.5,312.8,322.7,257,315,296.7,464.4,373.3,449.5,376.9,414.6,287.5,317.6,293.4,456.9,375.1,371.3,315.9
26017017026,MI,Bay County,017026,1917,73,1689,62,6,14,0,5,68,1537,47,1387,37,1,13,0,5,47,460.7,534.6,436.8,439.9,426.9,458.7,427.1,380.2,415.4,429.6,626.7,527.7,591.6,536.8,534.6,460.7,426.5,427.1,609.2,532.3,494.1,461.9
26017017027,MI,Bay County,017027,2517,115,2258,46,12,12,0,8,66,2221,75,2026,43,11,8,0,7,51,602,504,394,588,381,600,397,529,356,598,590,730,559,750,504,602,382,578.8,574.5,740,454.4,628.1
26017017028,MI,Bay County,017028,2057,76,1830,35,11,10,0,3,92,1594,46,1438,27,11,7,0,3,62,239.5,284.8,207.4,262.3,206.8,263.6,213.2,227.2,192.1,253.4,342.7,285.9,328.7,291,284.8,239.5,204.9,251.6,335.7,288.5,253.7,260.4
26017017029,MI,Bay County,017029,2531,64,2341,5,16,12,0,6,87,2077,41,1939,4,14,12,0,6,61,495.8,873.1,681.9,533.2,681,521.7,681,439.2,638.8,525.9,1036.3,558.4,952.5,615.8,873.1,495.8,670.7,505,994.4,587.1,792.1,527.1
26017017030,MI,Bay County,017030,1888,59,1718,4,3,8,0,8,88,1523,33,1421,1,3,7,0,8,50,433.9,698.6,576.3,453.2,549.2,471.4,578.6,375.5,532,458,810.1,485.9,760.4,516.5,698.6,433.9,559,439.5,785.2,501.2,643.6,456.3
26017017031,MI,Bay County,017031,1352,32,1266,5,7,3,0,3,36,1065,23,1001,4,6,3,0,3,25,243,525,392,301,408,282,409,230,388,280,625,251,557,308,525,243,399.2,273.2,591,279.5,472,270.7
26017017032,MI,Bay County,017032,146,4,128,2,2,0,0,1,9,113,1,101,1,2,0,0,0,8,16,24.8,20.7,30.8,19.7,29.8,21.5,27.4,20.5,31.8,35.8,37.4,40.6,34.5,24.8,16,20.6,30,38.2,36,26.2,29.7
26017017033,MI,Bay County,017033,1327,65,1191,9,2,3,0,7,50,1100,38,1005,6,2,2,0,7,40,302,355,252.2,294.6,256.2,300.5,261.1,268,241.4,301.5,413.8,336,366.5,359.6,355,302,252.7,291.1,390.2,347.8,306.6,308.9
26017017034,MI,Bay County,017034,2362,96,2159,20,2,24,0,9,52,1904,66,1762,15,2,21,0,7,31,593,783,639,555,597,603,629,481,580,579,879,706,847,703,783,593,611.2,554.5,863,704.5,707.7,602.9
26017017035,MI,Bay County,017035,1911,54,1791,8,4,1,0,6,47,1529,32,1455,3,4,0,0,2,33,380,727,616,429,601,433,606,354,595,415,858,452,830,469,727,380,604.5,407.8,844,460.5,690.4,418.9
26017017036,MI,Bay County,017036,1478,80,1325,11,1,7,0,2,52,1285,51,1189,9,1,6,0,1,28,433,521,427,427,433,413,454,344,421,407,526,530,507,525,521,433,433.8,397.8,516.5,527.5,469.9,439.9
26017017037,MI,Bay County,017037,2307,58,2176,15,3,2,0,5,48,1834,40,1742,10,3,2,0,3,34,426,767,602,486,587,497,602,411,564,484,919,555,887,565,767,426,588.8,469.5,903,560,704,489.1
26017017038,MI,Bay County,017038,1302,58,1182,1,2,16,0,6,37,1027,34,956,1,2,11,0,0,23,285,435,358,290,347,304,364,242,343,289,507,330,481,346,435,285,353,281.2,494,338,405,298
26017017039,MI,Bay County,017039,1399,20,1328,1,5,1,0,3,41,1146,10,1102,1,5,0,0,1,27,200,469,352,230,343,234,346,203,334,237,583,228,518,273,469,200,343.8,226,550.5,250.5,420.7,229.3
