GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_18_rep_fis,uss_18_dem_ray,gov_18_rep_ric,gov_18_dem_kri,atg_18_rep_pet,sos_18_rep_evn,sos_18_dem_dan,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_sas,uss_20_dem_jan,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
31055005-07,NE,Douglas County,005-07,3741,513,2778,118,17,113,3,19,180,2944,295,2334,84,14,81,0,19,117,734.3,574.3,576.1,551.2,604.6,563.8,846.5,567.5,571.2,824.5,904.4,919,571.4,734.3,574.3,648.7,562.1,871.7,737.9,724.6,622.7
31055005-09,NE,Douglas County,005-09,1973,121,1679,34,12,47,7,1,72,1504,73,1333,21,10,32,7,1,27,698,476.9,671.4,451.3,676.4,476.9,856.5,666.4,435.6,695.1,594.3,805.4,283.1,698,476.9,717.6,454.6,750.2,438.7,724.2,453
31055005-10,NE,Douglas County,005-10,2377,238,1849,134,4,35,24,3,90,1838,143,1511,80,4,28,20,3,49,564.6,480.9,475.3,440.9,489.3,463.2,702.1,485.1,444,613.6,615.2,690.4,348.6,564.6,480.9,537.9,449.4,652,481.9,574.3,465.4
31055005-11,NE,Douglas County,005-11,3217,333,2446,168,14,54,0,18,184,2293,166,1875,88,7,50,0,10,97,689,563,562,504,579,525,827,559,514,703,721,792,432,689,563,631.8,514.3,747.5,576.5,673,543.2
31055005-12,NE,Douglas County,005-12,2913,293,2214,44,16,206,0,2,138,2201,175,1748,34,14,147,0,0,83,648.5,517.9,481.2,466,516.5,485.3,722.8,502.2,465.8,703.4,651.1,742.3,412.3,648.5,517.9,555.7,472.4,722.8,531.7,616.7,499.7
31055005-13,NE,Douglas County,005-13,2868,154,2390,60,5,150,0,4,105,2248,94,1946,45,3,100,0,0,60,961.6,549.3,880,495.8,898.2,512.7,1104.7,881.3,485.2,1015,690.1,1132.8,327.9,961.6,549.3,941,497.9,1073.9,509,981.9,510.2
31055005-14,NE,Douglas County,005-14,2394,106,2115,48,3,43,0,3,76,1809,63,1637,32,3,35,0,3,36,833,538.7,720.4,499.2,728.8,521.2,961,722.3,497.3,850.4,713.5,959.2,393.1,833,538.7,783.1,505.9,904.8,553.3,825,527.2
31055005-15,NE,Douglas County,005-15,2159,100,1853,23,2,68,0,24,89,1603,59,1405,17,1,48,0,13,60,704.1,441,649.4,405.5,660.3,426.5,822.6,640.5,393.7,726.5,638.6,861,339.9,704.1,441,693.2,408.6,793.7,489.3,723.5,440.9
31055005-16,NE,Douglas County,005-16,2249,120,1953,20,5,68,2,14,67,1595,79,1407,10,1,47,2,10,39,659,463,521,384,532,403,676,519,383,692,592,786,320,659,463,562,390,739,456,626.4,424.2
31055005-17,NE,Douglas County,005-17,2210,84,1917,27,5,77,0,5,95,1572,52,1398,14,4,57,0,4,43,792.2,442,669,365,695,372,829,679,344,832,625,957,313,792.2,442,718,360.3,894.5,469,779,410.2
31055005-18,NE,Douglas County,005-18,2821,251,2304,63,7,44,18,11,123,2077,143,1776,35,1,36,12,8,66,732,544,633,487,638,514,876,621,502,743,670,824,389,732,544,692,501,783.5,529.5,723.9,517.7
31055005-19,NE,Douglas County,005-19,1862,136,1560,48,5,39,6,3,65,1399,71,1219,26,2,30,6,2,43,578,382,484.5,359.2,498.4,361.1,655.6,484.5,345.2,599.9,478.6,660.6,262.6,578,382,530.8,355.2,630.3,370.6,566,364.8
31055005-23,NE,Douglas County,005-23,2021,109,1764,24,1,39,0,11,73,1540,60,1386,17,1,28,0,11,37,565,556.9,483,545.4,478.9,589.9,721.9,484.9,551.1,559.1,710.9,648.7,344.7,565,556.9,542.2,562.1,603.9,527.8,563.1,549.8
31055005-24,NE,Douglas County,005-24,2826,462,1979,187,8,70,0,10,110,2201,288,1641,134,5,58,0,7,68,598,452.2,466.1,441.3,480,457.2,647.6,452.2,437.4,599,642.7,649.6,396.7,598,452.2,511.5,445.3,624.3,519.7,556.1,471.3
31055005-25,NE,Douglas County,005-25,2715,207,2229,93,12,50,4,14,106,2178,135,1866,58,9,43,0,4,63,701.4,411.1,672.7,410.1,666.7,445.8,857.9,646.9,426,806.4,657.8,896.6,378.4,701.4,411.1,711.1,427.3,851.5,518.1,749.8,454.9
31055005-26,NE,Douglas County,005-26,1622,127,1332,29,1,41,2,4,86,1289,73,1110,13,1,34,2,4,52,372.6,264.7,313.8,260.4,314.7,270.9,431.3,299.8,263,371.7,386.6,433,213.9,372.6,264.7,339.9,264.7,402.4,300.2,362.4,276.6
31055005-27,NE,Douglas County,005-27,1595,77,1357,30,10,29,0,8,84,1301,41,1163,19,6,20,0,3,49,477,273.3,462.1,267.8,464.9,288.2,586.7,448.1,279.9,540.2,410,603.4,212.9,477,273.3,490.4,278.6,571.8,311.5,511.8,288.7
31055005-28,NE,Douglas County,005-28,2149,225,1644,68,2,121,0,1,88,1638,147,1295,52,2,98,0,1,43,552,422,449,404,477,410,632,461,395,572,532,653,299,552,422,504.8,403,612.5,415.5,542.3,410.3
31055005-30,NE,Douglas County,005-30,2336,111,2007,17,3,110,0,10,78,1612,44,1436,7,0,73,0,1,51,748.1,495.2,636.1,400.6,639.3,422.7,791.9,627.2,389.5,791.4,637.6,909.8,340.9,748.1,495.2,673.6,404.3,850.6,489.2,734.8,447.7
31055005-31,NE,Douglas County,005-31,2278,105,2004,15,0,69,3,5,77,1621,66,1455,12,0,42,3,5,38,672,464,614,423.4,637.6,434.2,793.8,630.7,386.1,730.9,611.1,882.2,281,672,464,669,414.6,806.6,446,708.7,433.3
31055005-32,NE,Douglas County,005-32,1538,62,1301,11,0,71,0,2,91,1053,35,914,11,0,51,0,0,42,448.9,276.1,345.9,214.3,342.3,226.1,434.9,335.9,210.6,432.1,347.7,503.9,178.8,448.9,276.1,364.7,217,468,263.3,406.3,242.3
31055005-33,NE,Douglas County,005-33,850,89,628,31,1,19,2,5,75,612,46,488,20,0,19,2,4,33,169,138,113,138,115,152,184,114,141,177,192,181,127,169,138,131.5,143.7,179,159.5,150.4,148
31055005-34,NE,Douglas County,005-34,1204,89,924,37,4,104,1,1,44,904,57,706,35,4,75,1,0,26,250,189,189,165,190,177,261,193,160,289,264,302,165,250,189,208.2,167.3,295.5,214.5,239.1,186.7
31055005-35,NE,Douglas County,005-35,2866,149,2278,44,6,251,4,18,116,2001,100,1627,33,0,179,4,11,47,730.8,498,700.5,486.8,687.6,529.9,893.4,679.5,488.8,825.1,804.5,996.4,421.4,730.8,498,740.2,501.8,910.7,612.9,787.6,538.2
31055006-02,NE,Douglas County,006-02,1872,65,1610,41,1,118,0,2,35,1518,29,1340,29,0,101,0,2,17,616.2,486.3,607.8,425.4,598.9,457.7,743.4,596.7,418.1,602.3,631.3,747.6,255.9,616.2,486.3,636.7,433.7,674.9,443.6,644.7,445.8
31055006-03,NE,Douglas County,006-03,1977,181,1552,61,20,56,2,18,87,1563,101,1302,43,11,37,2,12,55,589.6,451.6,558.9,458.9,561.7,478,744.2,552.8,436.2,591.9,595.1,685,280.6,589.6,451.6,604.4,457.7,638.4,437.9,612,450.1
31055006-04,NE,Douglas County,006-04,1890,74,1715,20,7,18,0,9,47,1388,35,1277,16,2,15,0,7,36,590.2,527.2,561.9,513.4,555.8,543.8,739.3,564.8,496.4,566.5,698,695.2,321.3,590.2,527.2,605.4,517.9,630.8,509.7,610.5,516.7
31055006-07,NE,Douglas County,006-07,1691,41,1557,6,1,27,0,6,53,1285,25,1202,1,0,25,0,3,29,458.6,588.9,449.6,541.2,448.7,563.1,658.6,456.6,524.3,438.7,726.2,567,337.2,458.6,588.9,503.4,542.8,502.9,531.7,496.8,546.8
31055006-08,NE,Douglas County,006-08,2127,65,1909,16,1,50,3,10,73,1623,42,1485,14,0,36,3,7,36,651.6,602.1,638.6,569.4,627.7,608,817.9,632.7,549.6,596.1,795.2,765.4,302.1,651.6,602.1,679.2,575.7,680.8,548.6,675.7,571.1
31055006-09,NE,Douglas County,006-09,2428,223,1924,119,6,66,4,16,70,2007,138,1664,80,5,61,4,7,48,645.1,556.1,603.1,518.1,600.1,534.1,810.1,605.1,494.1,687.1,738.1,815.1,336,645.1,556.1,654.6,515.4,751.1,537.1,680.8,529.4
31055006-10,NE,Douglas County,006-10,2489,129,2125,43,5,53,0,6,128,1907,76,1680,36,3,36,0,2,74,694,585,600,582,602,606,869,594,575,724,752,834,362,694,585,666.2,587.7,779,557,702.4,577
31055006-11,NE,Douglas County,006-11,3181,266,2527,96,19,118,0,4,151,2513,178,2080,79,11,84,0,1,80,704,642,590,578,606,610,878,598,591,723,864,831,491,704,642,668,593,777,677.5,704.3,629.3
31055006-12,NE,Douglas County,006-12,2285,269,1706,107,25,48,2,11,117,1793,162,1433,71,16,41,2,3,65,503,448.8,389.2,397.1,399.3,414,589.7,380.3,410.1,558.9,574.1,597,361.5,503,448.8,439.6,407,577.9,467.8,488.2,434.2
31055006-13,NE,Douglas County,006-13,3393,301,2563,177,19,154,1,5,173,2570,195,2060,115,11,102,1,4,82,796.7,601,621.6,559.7,651.1,585.2,917.7,645.2,552.8,862.6,810.5,956.1,473.1,796.7,601,708.9,565.9,909.3,641.8,778.7,597
31055006-14,NE,Douglas County,006-14,2828,191,2346,50,7,99,0,5,130,2118,110,1834,31,4,78,0,2,59,682.1,539.2,562.1,508.6,570.5,549.1,772.3,551.9,531.8,700,749.7,785.5,420.1,682.1,539.2,614.2,529.9,742.8,584.9,660.6,549.8
31055006-15,NE,Douglas County,006-15,1823,58,1654,16,4,37,0,8,46,1324,34,1220,13,4,21,0,0,32,608,433,570,375,573,395,731,565,362,574,556,720,224,608,433,609.8,377.3,647,390,620.1,390.8
31055006-16,NE,Douglas County,006-16,2244,78,1938,32,0,122,0,0,74,1620,41,1425,21,0,92,0,0,41,746,493,639,428,644,449,825,646,402,785,664,950,286,746,493,688.5,426.3,867.5,475,747.9,453.7
31055006-17,NE,Douglas County,006-17,1680,78,1484,28,4,29,0,2,55,1259,40,1136,19,4,28,0,1,31,562.3,332.2,498.5,308.8,510.5,319.2,631.8,496.2,298.6,579.6,445.6,650,235.5,562.3,332.2,534.2,308.9,614.8,340.6,561.3,323.3
31055006-18,NE,Douglas County,006-18,598,27,528,18,1,12,0,0,12,454,16,407,17,0,9,0,0,5,165,130,143,121,143,129,187,140,121,192,171,191,114,165,130,153.2,123.7,191.5,142.5,165.9,131
31055006-19,NE,Douglas County,006-19,2243,107,1937,35,3,52,3,9,97,1694,53,1506,20,3,39,1,5,67,813,462.9,703.7,460.3,715.2,480.6,917.5,683.9,469.1,847.8,625.6,934.5,326.5,813,462.9,755.1,470,891.1,476,802.2,470.8
31055006-20,NE,Douglas County,006-20,2293,133,1905,63,5,51,2,8,126,1678,80,1453,40,2,40,0,5,58,696,458.1,607.3,434.8,623.9,446.4,790.6,613.2,427.9,728.2,602.4,790.6,325.6,696,458.1,658.8,436.4,759.4,464,692.8,449.2
31055006-21,NE,Douglas County,006-21,2177,53,1957,15,8,86,1,7,50,1753,33,1615,12,5,56,0,3,29,825.8,412.5,786.2,358.2,777.3,399.3,944.5,779.1,343.1,882.9,593.3,1051.9,249.6,825.8,412.5,821.8,366.8,967.4,421.5,863.9,392.7
31055006-22,NE,Douglas County,006-22,2732,74,2448,18,0,112,2,5,73,1866,50,1694,14,0,71,2,2,33,926,422.2,821.9,362.6,836.1,373.8,986,818.1,339.2,993.1,576.4,1143.5,259.2,926,422.2,865.5,358.5,1068.3,417.8,932.1,388.9
31055006-23,NE,Douglas County,006-23,2047,95,1835,10,5,33,0,5,64,1533,64,1395,5,5,25,0,1,38,558.2,289,576.8,291.6,566.5,324.5,703,559.5,292.1,620.5,374.5,662.4,204.2,558.2,289,601.4,302.7,641.4,289.3,606.7,296
31055006-24,NE,Douglas County,006-24,2601,123,2283,28,6,33,0,3,125,1815,62,1632,22,4,27,0,3,65,760.1,364.4,643.1,332.5,650.1,363.3,802.1,623.2,334.6,812.5,509.8,874.9,295,760.1,364.4,679.6,343.5,843.7,402.4,738,366.6
31055006-25,NE,Douglas County,006-25,1712,67,1530,18,0,35,0,0,62,1287,35,1186,11,0,22,0,0,33,474,514,518,472,512,497,681,525,439,500,655,647,268,474,514,559,469.3,573.5,461.5,551,474.2
31055006-26,NE,Douglas County,006-26,2068,113,1695,130,8,47,2,10,63,1631,65,1370,92,6,44,2,6,46,477.6,475.7,459.2,427,451.4,453.3,614.8,449.4,425.1,497.1,597.3,608,286,477.6,475.7,493.7,435.2,552.5,441.6,508.2,444.1
31055006-27,NE,Douglas County,006-27,2052,183,1699,34,4,33,1,8,90,1682,121,1442,20,3,31,0,4,61,541.8,516.6,481.4,506.1,491.6,519,692.8,470.7,500.4,538.6,679.1,657.6,340.4,541.8,516.6,534.1,508.5,598.1,509.8,553.5,510.3
31055006-28,NE,Douglas County,006-28,2357,203,1938,85,8,35,3,8,77,1839,107,1586,65,1,26,3,6,45,692,508,610,484,617,517,828,602,490,730,695,817,387,692,508,664.2,497,773.5,541,699.4,513.5
31055006-29,NE,Douglas County,006-29,1650,59,1488,15,1,34,0,2,51,1237,42,1123,13,1,26,0,0,32,664.7,362.8,581.5,338.2,584.5,356.8,696.2,557.8,330.4,656.4,498.4,743,235.5,664.7,362.8,605,341.8,699.7,366.9,640.6,353.7
31055006-30,NE,Douglas County,006-30,1028,38,879,5,0,58,0,5,43,829,22,740,5,0,41,0,0,21,283.3,144.4,421.7,174.3,424.7,179.4,476.3,418.6,169.4,407.4,262.1,491.4,108.7,283.3,144.4,435.3,174.4,449.4,185.4,417.6,173.1
31055006-31,NE,Douglas County,006-31,2271,86,2025,18,3,81,0,3,55,1580,59,1413,13,2,65,0,3,25,868.6,440.4,732.6,394.6,749.7,392,894.4,737.4,373.1,947.2,610.9,1109.3,277.6,868.6,440.4,778.5,386.6,1028.2,444.3,862.7,414.8
31055006-32,NE,Douglas County,006-32,2694,67,2459,17,0,74,2,6,69,1868,42,1722,6,0,55,2,6,35,1046.6,480.3,949.7,413.5,952.3,433.9,1101.4,897.8,419.7,1077.1,620.1,1199.9,307.2,1046.6,480.3,975.3,422.4,1138.5,463.6,1032.1,445.8
31055006-33,NE,Douglas County,006-33,2038,59,1845,8,4,34,0,6,82,1493,37,1380,6,0,26,0,3,41,834.5,375.6,730.9,315.8,736.3,338.7,868.4,728.7,298.5,1029.8,592.6,1152.4,277.3,834.5,375.6,766.1,317.6,1091.2,434.9,868.7,366.4
31055006-34,NE,Douglas County,006-34,2701,110,2267,57,0,167,0,9,91,1909,45,1648,42,0,110,0,9,55,1102.2,739.1,810,544.2,821,569.6,1029.5,819.9,523.1,928.2,799.8,1100.2,380.9,1102.2,739.1,870.1,545.6,1014.2,590.4,944.4,592.8
31055006-35,NE,Douglas County,006-35,1819,123,1522,22,7,85,1,4,55,1216,62,1042,11,7,63,1,0,30,622.9,326,263.9,231.3,262.9,248.1,386.4,257,241.2,429.9,395.3,467.5,251,622.9,326,292.5,240.2,448.7,323.2,384.3,282.1
31055007-01,NE,Douglas County,007-01,2942,187,1744,759,17,104,1,12,118,2191,105,1394,531,8,77,1,10,65,491,531.7,390.6,459.4,408.5,483.7,605.1,388.4,476.6,485.2,715.4,548.9,479.2,491,531.7,448.2,473.2,517,597.3,474,524.3
31055007-02,NE,Douglas County,007-02,3002,252,1554,879,7,124,12,9,165,2034,154,1210,486,7,86,12,2,77,578.1,624.1,475.1,521.1,473.1,563.1,696.1,467,528.1,631.1,789.1,713.1,487.1,578.1,624.1,527.8,537.4,672.1,638.1,576.2,585.4
31055007-03,NE,Douglas County,007-03,2614,181,1917,289,13,51,2,2,159,1914,109,1482,187,8,41,2,2,83,547.3,588,422.7,564.5,440.5,588.1,673.9,437.8,556.3,594.9,850.8,681.3,506.1,547.3,588,493.7,569.6,638.1,678.4,542.6,609
31055007-04,NE,Douglas County,007-04,2437,137,1915,190,3,71,3,1,117,1949,97,1587,150,2,57,2,0,54,568.4,564.8,472.8,475.9,466,519.4,695.2,465,501.9,639.2,689.5,711.2,427.7,568.4,564.8,524.7,499.1,675.2,558.6,574,529.9
31055007-05,NE,Douglas County,007-05,3433,279,1971,757,20,160,4,15,227,2518,165,1578,516,18,104,4,13,120,512.9,648.1,407.4,609.7,406.5,648.1,672,413.2,616.4,492.8,858,558,532.1,512.9,648.1,474.8,624.7,525.4,695,494.7,652.1
31055007-09,NE,Douglas County,007-09,3291,285,1987,683,23,74,3,18,218,2524,167,1672,471,13,55,0,12,134,538,644,470,513,472,549,696,464,542,540,773,590,535,538,644,525.5,534.7,565,654,538.6,592.7
31055007-10,NE,Douglas County,007-10,2856,288,1863,474,9,76,7,9,130,2207,186,1527,346,9,62,7,7,63,599,641,463,538,472,569,684,470,535,549,793,611,498,599,641,522.2,547.3,580,645.5,549.7,595.7
31055007-11,NE,Douglas County,007-11,3267,631,2077,275,17,77,1,11,178,2391,353,1694,175,12,63,1,11,82,545,594,395,531,407,548,665,390,553,580,753,634,484,545,594,464.2,544,607,618.5,516.6,577.2
31055007-12,NE,Douglas County,007-12,2294,79,1915,124,4,63,0,5,104,1794,59,1531,91,0,51,0,4,58,721.6,626,655.2,601.6,651.9,628.1,927.1,655.1,586.1,702,728,832,375,721.6,626,722.3,605.3,767,551.5,735,590.8
31055007-13,NE,Douglas County,007-13,2298,93,1904,72,9,87,0,7,126,1726,59,1471,59,8,65,0,7,57,770.6,475.1,658.8,429.2,666.8,459.1,863.4,665.8,414.2,781.6,658.8,917.3,333.4,770.6,475.1,713.7,434.2,849.4,496.1,760.6,461.7
31055007-14,NE,Douglas County,007-14,1572,80,1170,52,0,213,0,0,57,999,59,756,34,0,123,0,0,27,447.2,274.8,386.2,230.7,393,247.4,494.3,389.8,233.9,609.2,475.1,699.5,242.7,447.2,274.8,415.9,237.3,654.4,358.9,488.5,284.1
31055007-15,NE,Douglas County,007-15,2801,210,1708,435,12,266,2,7,161,2286,145,1511,318,4,204,0,7,97,404.3,544.1,353.4,444.6,358.6,479.2,580.1,349.4,461.6,440.3,711.4,494.4,483.3,404.3,544.1,410.4,461.8,467.3,597.3,425.8,520.7
31055007-16,NE,Douglas County,007-16,1893,73,1567,121,4,45,0,1,82,1437,47,1230,75,0,40,0,1,44,489.8,386.4,405.4,365.5,413.3,389.8,561.2,407.2,364.6,489.8,481.2,531.6,264.5,489.8,386.4,446.8,373.3,510.7,372.9,471.2,375.3
31055007-17,NE,Douglas County,007-17,2034,95,1678,57,3,51,0,11,139,1625,59,1399,40,2,46,0,11,68,683,430,643,357,646,393,788,637,363,671,562,796,279,683,430,678.5,371,733.5,420.5,694.9,397.3
31055007-18,NE,Douglas County,007-18,3755,322,2463,475,16,224,1,17,237,3135,240,2178,385,10,169,1,16,136,509,628,359,567,367,594,620,349,584,504,838,564,565,509,628,423.8,581.7,534,701.5,467.4,629.3
31055007-19,NE,Douglas County,007-19,3385,193,2254,334,9,444,0,11,140,2978,156,2074,276,4,370,0,6,92,491.2,685.4,420.1,621.2,415.9,651.9,702.3,432.1,608.8,544.1,897.7,642.9,529.8,491.2,685.4,492.6,627.3,593.5,713.7,521.2,665.8
31055007-20,NE,Douglas County,007-20,2088,63,1868,51,1,51,0,2,52,1583,52,1440,36,1,35,0,2,17,721.8,554.6,710.9,485.8,701.1,521.1,899.7,713.9,458.2,715.9,687.3,880.1,281.2,721.8,554.6,756.4,488.4,798,484.3,763.3,498
31055007-21,NE,Douglas County,007-21,2188,67,1814,26,1,171,3,2,104,1647,41,1417,15,1,122,3,0,48,856.6,500,871,438.7,863.1,469.2,1039,867.8,429.9,892.6,667.3,1043,281.5,856.6,500,910.2,446,967.8,474.4,919,464.5
31055007-24,NE,Douglas County,007-24,2354,237,1620,190,13,122,1,21,150,1806,152,1328,140,10,83,1,17,75,533.4,528.7,441.2,474,458.2,512,668,451.9,489.6,540.1,718.6,622,430.7,533.4,528.7,504.8,491.9,581.1,574.6,530.7,525.6
31055007-25,NE,Douglas County,007-25,2390,158,1752,193,14,138,2,6,127,1926,109,1483,148,7,111,0,4,64,606.9,651.5,555.1,603.9,568.1,630,832.7,547.4,612.8,632.9,845.4,744,483.2,606.9,651.5,625.8,615.6,688.5,664.3,641,637.8
31055007-26,NE,Douglas County,007-26,2096,99,1701,87,7,87,0,10,105,1607,61,1344,68,5,68,0,9,52,535.8,404.9,508.9,378.2,507.3,396.8,662.8,506,362.1,646.7,683.6,796.5,346.7,535.8,404.9,546.2,379,721.6,515.2,594.9,428.7
31055007-27,NE,Douglas County,007-27,2088,93,1798,46,2,53,4,5,87,1531,54,1347,34,1,36,4,3,52,646.2,478.3,564.2,437.8,566.3,476.6,777.1,582.3,418.4,652,607,755,315.2,646.2,478.3,622.5,444.3,703.5,461.1,649,455.5
31055007-28,NE,Douglas County,007-28,1347,60,1124,60,0,53,1,2,47,1023,31,876,49,0,41,0,1,25,407.5,289.3,305.3,278.2,313.4,289.3,442.4,314.4,274.9,423.4,393.4,491,203.7,407.5,289.3,343.9,280.8,457.2,298.6,385.3,288.1
31055007-29,NE,Douglas County,007-29,2579,168,1858,187,9,177,1,9,170,1983,118,1487,146,5,133,1,6,87,524.5,447.2,397.2,441.4,412.3,461.8,624.6,412.5,438.3,559.9,678.1,634,413.3,524.5,447.2,461.6,447.1,597,545.7,509.3,480
31055007-30,NE,Douglas County,007-30,2268,136,1615,170,3,226,1,7,110,1809,96,1367,124,1,156,1,6,58,568.9,433,490.1,380.6,495.9,409.3,695.8,510.7,375.5,595.4,606.5,660.5,375.6,568.9,433,548.1,388.5,627.9,491,573.9,430.1
31055007-31,NE,Douglas County,007-31,1689,72,1422,57,1,56,0,15,66,1280,37,1118,36,1,49,0,7,32,581,390.9,519.4,361.2,529,378.4,678.9,524.2,357.3,596.4,518.7,675.2,258.4,581,390.9,562.9,365.6,635.8,388.5,586.3,377.5
31055007-32,NE,Douglas County,007-32,2148,124,1797,48,2,73,2,11,91,1584,68,1375,32,1,57,2,7,42,665.1,460.2,578.7,421.4,586.5,435,749.6,577.7,412.7,664.2,635,780.7,323.3,665.1,460.2,623.1,423,722.4,479.2,657.5,448
31055007-33,NE,Douglas County,007-33,1309,54,1130,32,0,31,0,3,59,1036,35,919,18,0,25,0,3,36,485.3,294.3,436,274,438.3,291,551.2,434.3,275.8,468.6,408.3,542.5,194.5,485.3,294.3,465,280.3,505.5,301.4,479.5,289.7
31055007-34,NE,Douglas County,007-34,1942,56,1557,170,3,77,0,5,74,1431,38,1193,95,0,64,0,4,37,573.4,361.1,570,351.1,566.3,371.7,746.6,578.7,330.7,614.3,546.5,759.9,239.9,573.4,361.1,615.4,351.2,687.1,393.2,629.9,366.8
31055008-01,NE,Douglas County,008-01,1448,176,1097,63,16,41,0,6,49,1192,129,946,55,10,31,0,4,17,316.4,303.9,272.1,257,270.6,280.8,384.9,272.7,261.7,337.3,378.2,371,233.3,316.4,303.9,300.1,266.5,354.1,305.7,317.9,285.8
31055008-02,NE,Douglas County,008-02,990,194,695,20,3,7,1,6,64,741,104,566,12,0,6,1,3,49,188,184,163,174,166,191,248,156,196,208,251,227,166,188,184,183.2,187,217.5,208.5,193.7,193.7
31055008-03,NE,Douglas County,008-03,906,71,751,31,8,13,0,0,32,724,48,616,23,3,9,0,0,25,221.4,161.9,195.7,177.3,205.9,181.5,271.1,188.8,188.5,244.8,253.3,268.2,156.2,221.4,161.9,215.4,182.4,256.5,204.8,228,186.4
31055008-04,NE,Douglas County,008-04,1193,201,903,43,6,13,0,2,25,934,130,738,32,2,11,0,2,19,341,216,279,202,288,211,382,285,200,353,299,386,180,341,216,308.5,204.3,369.5,239.5,330.6,218
31055008-05,NE,Douglas County,008-05,971,139,746,30,3,12,0,2,39,778,93,620,21,1,12,0,1,30,203.7,196.8,173.4,189,174.3,198.5,275.7,172.5,185.5,217.6,233.2,254,126.6,203.7,196.8,199,191,235.8,179.9,210.2,188.3
31055008-06,NE,Douglas County,008-06,986,180,719,33,0,23,0,3,28,779,123,598,20,0,21,0,1,16,212,173,172,159,177,168,259,168,164,211,213,243,126,212,173,194,163.7,227,169.5,206,167.2
31055008-07,NE,Douglas County,008-07,1135,38,1001,18,0,12,0,3,63,922,25,836,17,0,11,0,3,30,277.3,184.6,250.8,172.3,252.8,188,322.2,250.1,178.4,297.9,216,309.5,127.3,277.3,184.6,269,179.6,303.7,171.6,280.1,177.7
31055008-08,NE,Douglas County,008-08,625,25,545,17,2,15,0,3,18,515,18,454,16,2,11,0,2,12,225.6,133.4,220,121.4,206.2,140.2,251.6,212.8,121.5,264.7,173.7,290.5,77.2,225.6,133.4,222.6,127.7,277.6,125.4,238.8,127.9
31055008-09,NE,Douglas County,008-09,1018,21,941,16,2,8,1,7,22,807,12,752,15,0,5,1,7,15,404.2,199.9,365.9,190.3,366.7,195.4,427.1,351.7,196,447.7,255.3,462.2,135.7,404.2,199.9,377.8,193.9,455,195.5,403.6,195.4
31055008-10,NE,Douglas County,008-10,187,3,156,4,1,9,0,1,13,158,2,135,4,1,9,0,0,7,230.7,245.2,163.5,164.8,165.2,175.7,231.1,164.2,169.9,98.1,69.3,105.1,36.6,230.7,245.2,181,170.2,101.6,53,165.4,143.6
31055008-11,NE,Douglas County,008-11,2334,254,1093,484,8,379,0,4,112,1703,142,884,369,8,261,0,4,35,270.9,429.8,279.6,432,287,445.5,460.4,277.6,442,388.6,629.2,413.4,442.5,270.9,429.8,326.1,439.8,401,535.9,339.6,470.2
31055008-12,NE,Douglas County,008-12,3496,354,2385,399,8,98,1,6,245,2594,227,1908,273,7,65,1,6,107,647.1,660.8,538,582.8,549.6,619.8,803,526.3,608.1,717.3,914.1,811.8,588.6,647.1,660.8,604.2,603.6,764.5,751.4,656.2,662.4
31055008-13,NE,Douglas County,008-13,2493,69,2236,45,1,35,0,8,99,1758,38,1606,23,1,25,0,7,58,977.6,414.4,852.6,276.7,851.4,316.2,968.5,836.4,278.2,1153.9,467.4,1220.2,258.6,977.6,414.4,877.2,290.4,1187.1,363,980.1,335.3
31055008-14,NE,Douglas County,008-14,2026,63,1838,20,4,18,2,1,80,1433,31,1334,9,3,15,2,0,39,545,234.5,468.9,219.4,466.2,241.5,565.3,454.5,216.9,625.9,310.1,658.6,176.9,545,234.5,488.7,225.9,642.3,243.5,540.6,233.2
31055008-15,NE,Douglas County,008-15,2132,62,1832,79,0,64,1,7,87,1638,41,1459,52,0,51,0,1,34,661.5,422.5,684.9,398.1,677.1,431.3,876.2,678.1,397.1,794.2,664.5,945.5,325.9,661.5,422.5,729.1,408.8,869.8,495.2,759.7,439.9
31055008-16,NE,Douglas County,008-16,2993,109,2583,111,8,69,0,14,99,1794,57,1558,76,4,52,0,10,37,546.7,302.8,489.4,323.9,488.4,361.8,652.8,490.4,334.9,838,713.5,961.6,403.6,546.7,302.8,530.2,340.2,899.8,558.5,638.2,406.7
31055008-17,NE,Douglas County,008-17,2637,129,2128,155,1,105,3,2,114,1847,69,1554,101,1,70,3,0,49,636.8,486.2,551.5,427,547.6,449.2,737.3,520.5,437,722.1,763.5,839.4,436.9,636.8,486.2,589.2,437.7,780.7,600.2,650.7,500
31055008-18,NE,Douglas County,008-18,1951,123,1457,152,1,113,0,7,98,1476,83,1151,93,1,89,0,5,54,585.5,512.8,485.6,464.3,495.3,487,698.7,482.3,477.4,546.7,637.5,636.6,389.5,585.5,512.8,540.5,476.2,591.7,513.5,561.5,494.7
