GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_she,uss_16_dem_cru,gov_18_rep_ive,gov_18_dem_mad,atg_18_rep_mar,atg_18_dem_sie,sos_18_rep_mer,sos_18_dem_mil,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_tub,uss_20_dem_jon,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
01073005260,AL,Jefferson County,005260,1128,28,1039,4,1,26,0,5,25,892,15,835,3,1,18,0,4,16,469.1,171.2,580.9,114.8,390.5,232.2,436.7,179.7,458.1,148.5,517.4,211.4,488.3,255.1,525,143,428.4,186.8,502.8,233.2,477.3,187.5
01073005280,AL,Jefferson County,005280,1324,36,1221,6,0,12,0,5,44,1127,23,1054,5,0,10,0,2,33,429.2,450.5,554.7,411.4,351.2,607,412,535.3,436.7,494.9,469,597.5,447.2,663,492,431,400,545.7,458.1,630.3,442.9,537.1
01073005290,AL,Jefferson County,005290,335,67,60,161,0,14,2,1,30,250,35,41,145,0,12,2,1,14,3.9,142.7,5.9,140.8,4.9,113.2,3,116.2,4.9,114.2,5.9,140.8,4.9,144.7,4.9,141.7,4.3,114.5,5.4,142.7,4.8,130.4
01075000101,AL,Lamar County,000101,1336,30,1107,146,3,2,0,4,44,1025,19,867,113,3,0,0,1,22,537,75,525,81,370,77,378,65,374,63,527,65,513,76,531,78,374,68.3,520,70.5,460.6,71.7
01075000102,AL,Lamar County,000102,2101,20,1737,276,1,1,0,9,57,1643,17,1371,222,1,0,0,2,30,789,199,779,215,585,180,574,176,578,171,825,177,805,202,784,207,579,175.7,815,189.5,705,188.6
01075000201,AL,Lamar County,000201,533,18,465,18,0,1,0,0,31,401,7,359,13,0,0,0,0,22,203,21,186,34,147,36,141,39,153,27,201,24,196,31,194.5,27.5,147,34,198.5,27.5,175.3,30.3
01075000301,AL,Lamar County,000301,141,7,108,19,0,1,0,0,6,112,6,88,16,0,1,0,0,1,37,23,35,19,33,22,34,18,33,18,48,24,46,26,36,21,33.3,19.3,47,25,38,21.4
01075000401,AL,Lamar County,000401,111,0,107,2,1,0,0,0,1,94,0,90,2,1,0,0,0,1,47,9,48,8,24,4,22,5,24,2,53,8,54,7,47.5,8.5,23.3,3.7,53.5,7.5,38.9,6.1
01075000402,AL,Lamar County,000402,354,3,332,4,2,0,0,1,12,312,0,298,4,2,0,0,0,8,142,19,141,19,110,16,106,19,108,14,168,15,165,16,141.5,19,108,16.3,166.5,15.5,134.3,16.9
01075000501,AL,Lamar County,000501,427,3,412,3,1,0,0,1,7,326,1,315,1,1,0,0,1,7,211,20,200,34,188,15,177,25,182,18,232,17,234,18,205.5,27,182.3,19.3,233,17.5,203.4,21
01075000601,AL,Lamar County,000601,171,0,159,5,1,0,0,0,6,128,0,121,4,1,0,0,0,2,65,11,59,14,54,6,53,6,53,5,74,6,74,7,62,12.5,53.3,5.7,74,6.5,61.7,7.9
01075000701,AL,Lamar County,000701,577,9,493,57,1,0,0,2,15,447,2,396,40,1,0,0,0,8,266,27,247,33,197,18,181,30,187,20,253,31,246,34,256.5,30,188.3,22.7,249.5,32.5,225.3,27.6
01075000801,AL,Lamar County,000801,240,1,231,3,0,0,0,0,5,200,0,198,0,0,0,0,0,2,141.4,14.8,124.6,22.8,101.9,14.8,101.9,13.8,99.9,13.8,152.3,10.9,149.4,12.9,133,18.8,101.2,14.2,150.9,11.9,124.5,14.8
01075000901,AL,Lamar County,000901,1941,13,1546,320,5,1,3,5,48,1478,9,1186,251,5,0,3,1,23,730.5,188.2,689.4,187.2,534.1,163.2,536.1,154.2,546.1,140.2,739.7,191.1,730.6,199.1,710,187.7,538.8,152.5,735.1,195.1,643.8,174.7
01075000902,AL,Lamar County,000902,814,7,660,126,0,0,0,0,21,653,5,526,112,0,0,0,0,10,271,81,271,83,220,77,209,86,217,74,311,84,303,90,271,82,215.3,79,307,87,257.4,82.1
01075001001,AL,Lamar County,001001,289,1,269,8,2,0,0,0,9,234,0,219,7,2,0,0,0,6,122,19,114,23,84,20,82,22,85,20,140,15,137,19,118,21,83.7,20.7,138.5,17,109.1,19.7
01075001101,AL,Lamar County,001101,424,5,399,10,1,0,0,0,9,337,2,318,10,1,0,0,0,6,217,13,206,18,170,15,172,14,172,12,229,9,227,9,211.5,15.5,171.3,13.7,228,9,199,12.9
01075001201,AL,Lamar County,001201,211,1,210,0,0,0,0,0,0,169,0,169,0,0,0,0,0,0,126,5,129,3,104,3,101,5,103,3,134,6,134,6,127.5,4,102.7,3.7,134,6,118.7,4.4
01075001301,AL,Lamar County,001301,365,1,358,0,0,0,0,0,6,303,1,298,0,0,0,0,0,4,213,6,204,7,170,10,168,10,169,6,242,5,245,3,208.5,6.5,169,8.7,243.5,4,201.6,6.7
01075001401,AL,Lamar County,001401,1140,16,765,309,5,0,0,0,45,879,10,583,255,2,0,0,0,29,358,183,356,187,260,174,270,165,274,156,353,179,351,182,357,185,268,165,352,180.5,317.4,175.1
01075001501,AL,Lamar County,001501,985,7,875,94,0,0,0,0,9,814,3,730,78,0,0,0,0,3,521,76,521,70,387,77,397,67,405,58,537,70,533,81,521,73,396.3,67.3,535,75.5,471.6,71.3
01075001601,AL,Lamar County,001601,208,10,192,3,0,0,0,0,3,173,6,163,2,0,0,0,0,2,111,11,109,11,81,8,80,6,83,4,131,5,128,8,110,11,81.3,6,129.5,6.5,103.3,7.6
01075001701,AL,Lamar County,001701,468,6,455,0,0,0,0,0,7,398,6,386,0,0,0,0,0,6,206,13,205,14,159,13,165,8,165,7,233,10,232,14,205.5,13.5,163,9.3,232.5,12,195,11.3
01075001801,AL,Lamar County,001801,398,2,380,13,1,0,0,0,2,314,2,300,10,1,0,0,0,1,179,5,170,13,148,11,150,7,151,6,227,10,225,11,174.5,9,149.7,8,226,10.5,178.6,9
01075002001,AL,Lamar County,002001,161,3,152,2,0,0,0,0,4,126,0,121,2,0,0,0,0,3,96,2,85,11,74,5,75,4,76,2,93,2,93,3,90.5,6.5,75,3.7,93,2.5,84.6,4.1
01075002101,AL,Lamar County,002101,259,0,254,1,0,0,0,0,4,215,0,213,0,0,0,0,0,2,102,8,101,9,81,6,81,7,78,8,125,8,124,9,101.5,8.5,80,7,124.5,8.5,98.9,7.9
01075002201,AL,Lamar County,002201,163,43,117,0,2,0,0,0,1,124,35,86,0,2,0,0,0,1,45,4,41,7,44,1,40,4,43,1,52,5,52,5,43,5.5,42.3,2,52,5,45.3,3.9
01075002301,AL,Lamar County,002301,155,2,141,2,2,0,0,0,8,114,2,108,0,0,0,0,0,4,87,3,88,2,73,2,68,4,67,4,94,1,91,2,87.5,2.5,69.3,3.3,92.5,1.5,81.1,2.6
01077000001,AL,Lauderdale County,000001,2018,20,1919,5,15,4,0,0,55,1586,15,1516,3,9,0,0,0,43,720,143,663,213,497,158,484,170,496,151,885,157,843,211,691.5,178,492.3,159.7,864,184,655.4,171.9
01077000002,AL,Lauderdale County,000002,4627,65,4120,253,13,18,3,6,149,3727,45,3347,200,13,12,3,3,104,1620,442.3,1580.8,497.1,1251.7,441.3,1225.8,456.1,1257.7,411.9,2007.5,458.2,1904.5,577.6,1600.4,469.7,1245.1,436.5,1956,517.9,1549.7,469.2
01077000003,AL,Lauderdale County,000003,2716,54,2549,11,10,3,0,2,87,2142,31,2023,7,9,3,0,2,67,988.5,165.8,927.4,252.9,733.7,177.9,705,198.3,717.1,170.5,1151.6,138,1087.6,209.4,957.9,209.4,718.6,182.2,1119.6,173.7,901.6,187.5
01077000004,AL,Lauderdale County,000004,3109,58,2863,61,15,14,0,3,95,2523,41,2332,48,12,14,0,3,73,1147.1,204.8,1064.7,310.2,793.5,242.2,757.7,272,793.1,226.3,1356.2,238.1,1278.8,327.4,1105.9,257.5,781.5,246.8,1317.4,282.7,1027.3,260.1
01077000005,AL,Lauderdale County,000005,7060,131,6591,54,14,16,1,18,235,5542,96,5220,36,10,7,1,11,161,2303.4,475.7,2118.4,674.8,1647.4,493.3,1557.4,555.9,1589.8,457.6,2736.5,479.4,2573.3,654.3,2210.9,575.3,1598.2,502.2,2654.9,566.8,2075.2,541.6
01077000006,AL,Lauderdale County,000006,5101,83,4594,155,19,31,0,11,208,3905,52,3531,135,19,25,0,10,133,1962.4,405.2,1851.2,567.9,1443.3,442,1391.6,484.7,1418.5,417.1,2111.7,448.9,2010.4,563.1,1906.8,486.5,1417.8,448,2061,506,1741.3,475.6
01077000007,AL,Lauderdale County,000007,4649,77,4217,116,7,35,0,11,186,3724,47,3437,89,6,21,0,9,115,1942.3,393,1862.4,508.9,1526.3,475.9,1474.8,501.2,1533.9,422.8,2203.4,449.9,2112.6,562.7,1902.4,450.9,1511.7,466.6,2158,506.3,1808,473.5
01077000008,AL,Lauderdale County,000008,2564,48,2413,25,7,6,0,5,60,2015,34,1916,11,4,5,0,5,40,1009.6,211.7,953.3,292,756.2,207,730,237.3,737.3,212,1250.9,227.1,1179.1,308.8,981.4,251.9,741.2,218.8,1215,267.9,945.2,242.3
01077000009,AL,Lauderdale County,000009,3234,61,2890,138,11,31,0,5,98,2627,50,2360,115,10,22,0,5,65,1002.6,250.4,956.2,318.6,822,281,810.3,285.3,828.1,252.1,1223,283.1,1160.8,354.1,979.4,284.5,820.1,272.8,1191.9,318.6,971.9,289.2
01077000011,AL,Lauderdale County,000011,2516,77,2187,108,7,24,2,5,106,2098,50,1859,82,5,20,2,3,77,1058.5,257.6,1049.5,297.5,810.1,309.5,810.4,311.1,819.7,279.2,1068,228.8,1030.3,276.1,1054,277.6,813.4,299.9,1049.2,252.4,949.5,280
01077000012,AL,Lauderdale County,000012,4839,112,4101,380,19,45,1,16,165,3859,74,3327,293,16,32,0,10,107,1603.9,521.7,1551.9,618.5,1173.3,533.4,1127.2,561.8,1154.5,519.2,1903,614.7,1778.8,739.5,1577.9,570.1,1151.7,538.1,1840.9,677.1,1470.4,587
01077000013,AL,Lauderdale County,000013,3534,28,3308,66,18,5,3,12,94,2779,21,2610,55,17,4,1,8,63,1135,216.4,1060.7,297.5,757.1,237.6,716,260.3,738.2,227.5,1355.7,240.5,1294,325.3,1097.8,256.9,737.1,241.8,1324.8,282.9,1008.1,257.9
01077000014,AL,Lauderdale County,000014,3278,91,2981,89,12,5,0,12,88,2543,55,2349,66,10,5,0,8,50,1159.6,253.7,1103.9,328.3,854.7,265.3,825.8,282.8,840.3,247.3,1415.9,274.1,1352.9,351.7,1131.8,291,840.3,265.1,1384.4,312.9,1079,286.2
01077000015,AL,Lauderdale County,000015,2429,62,1910,366,5,5,0,6,75,1973,33,1581,300,5,5,0,0,49,703.7,289.3,678.5,334.9,501.5,289.1,485.6,300.3,493.2,277.1,843.8,324.5,791,377.6,691.1,312.1,493.4,288.8,817.4,351.1,642.5,313.2
01077000016,AL,Lauderdale County,000016,2352,27,2230,20,7,0,0,1,67,1818,4,1740,20,7,0,0,0,47,723.9,118.5,692.1,157.3,468,122.5,446.1,134.4,462,112.5,921.1,161.3,871.3,217.1,708,137.9,458.7,123.1,896.2,189.2,654.9,146.2
01077000017,AL,Lauderdale County,000017,817,7,790,0,4,0,0,1,15,637,3,619,0,4,0,0,1,10,267.1,43.5,255.9,56.7,174,40.5,161.9,46.6,172,35.5,339.9,58.7,327.7,72.9,261.5,50.1,169.3,40.9,333.8,65.8,242.6,50.6
01077000100,AL,Lauderdale County,000100,1255,74,920,218,0,6,1,1,35,1023,70,768,158,0,4,1,1,21,239.8,171.8,265.8,177.8,191.8,195.8,180.8,205.8,196.8,186.8,257.8,242.8,242.8,263.8,252.8,174.8,189.8,196.2,250.3,253.3,225.1,206.4
01077000101,AL,Lauderdale County,000101,3007,110,1873,702,18,140,2,7,155,2812,99,1788,641,17,138,2,1,126,246,314,278,322,170,255,144,278,147,268,217,370,208,386,262,318,153.7,267,212.5,378,201.4,313.3
01077000102,AL,Lauderdale County,000102,1708,36,353,1219,3,5,2,7,83,1292,28,309,901,3,5,2,3,41,56.9,591.6,75,569.4,53.1,485.6,42,493.8,42.3,490.3,70.1,653.2,59.2,643.3,66,580.5,45.8,489.9,64.6,648.3,57,561
01077000103,AL,Lauderdale County,000103,2410,114,1386,728,8,18,1,8,147,1915,72,1159,559,6,18,1,3,97,330.7,534.9,329,558.6,220.3,484,208.3,496.1,206.8,487.5,342.7,581,329.6,603.2,329.8,546.8,211.8,489.2,336.1,592.1,281.1,535
01077000104,AL,Lauderdale County,000104,1715,78,1336,185,4,11,3,5,93,1439,63,1144,151,4,9,3,3,62,262,230,299,232,189,257,175,268,182,260,264,348,247,381,280.5,231,182,261.7,255.5,364.5,231.1,282.3
01077000106,AL,Lauderdale County,000106,2260,307,1180,643,6,3,3,2,116,1630,167,941,453,2,3,3,0,61,247.9,265.8,260.9,270.2,162.1,200.3,133.7,222.6,143,203.3,282.3,340.8,240.9,380.3,254.4,268,146.3,208.8,261.6,360.5,210.1,269.1
01077000107,AL,Lauderdale County,000107,2258,82,1668,341,5,31,0,10,121,1860,52,1416,281,5,26,0,2,78,492.6,281.4,496.5,301.8,353.2,308.8,349.5,315,359.1,300.9,497.4,414.8,470.8,446.5,494.6,291.6,353.9,308.2,484.1,430.6,431.3,338.4
01077000108,AL,Lauderdale County,000108,1923,76,1337,384,4,5,2,4,111,1577,45,1170,285,3,4,2,4,64,455.3,332.9,466.2,364.5,326.9,348.6,318,357.5,333.8,329.9,463.2,458.3,436.6,488.9,460.8,348.7,326.3,345.4,449.9,473.6,400,382.9
01077000109,AL,Lauderdale County,000109,1734,45,1474,107,5,35,2,2,64,1420,34,1224,87,5,30,2,2,36,652.9,246.1,672.1,267.5,522.5,244.6,513.2,253.5,534.8,225.1,678.6,276.9,636.8,331.7,662.5,256.8,523.5,241.1,657.7,304.3,601.6,263.6
01077000110,AL,Lauderdale County,000110,2344,361,1273,574,13,9,0,1,113,1717,203,1049,371,13,9,0,0,72,414.1,337.6,399.2,374,278.9,287.2,248.1,311.5,264.9,293.8,443,464.4,405.7,499.9,406.6,355.8,263.9,297.5,424.3,482.2,350.5,366.9
01077000111,AL,Lauderdale County,000111,4699,236,3071,1067,13,56,1,15,240,3681,141,2565,767,13,42,1,6,146,877.6,600.1,913.6,635.3,645,612.6,615.2,632.8,646.1,597.4,888.6,885.2,864.4,945.9,895.6,617.7,635.5,614.3,876.5,915.6,778.6,701.3
01077000112,AL,Lauderdale County,000112,5266,138,4531,311,15,101,2,11,157,4427,104,3885,243,10,80,1,3,101,1756.1,521.9,1736.8,594.5,1380.3,625.8,1341.7,637.7,1392.2,568.8,1799.4,695.6,1724.1,815,1746.5,558.2,1371.4,610.8,1761.8,755.3,1590.1,637.1
01077000113,AL,Lauderdale County,000113,1222,160,888,95,7,20,0,4,48,953,99,726,71,7,15,0,4,31,402.3,149.9,409.2,164.9,321.1,181.8,304.8,193.7,319.8,173,392.3,215.5,375.4,239.9,405.7,157.4,315.2,182.8,383.9,227.7,360.7,188.4
01077000114,AL,Lauderdale County,000114,3176,148,2399,454,1,34,0,2,138,2687,101,2102,362,1,31,0,0,90,790,460,810,506,580,459,572,469,588,430,828,560,777,622,800,483,580,452.7,802.5,591,706.4,500.9
01077000115,AL,Lauderdale County,000115,3744,112,3139,289,10,32,2,11,149,2977,61,2551,230,9,28,0,7,91,1285.1,509.1,1269.6,573.2,1056.3,545.8,1022.7,569,1058.3,513.9,1478.8,614.4,1414,684.1,1277.3,541.1,1045.7,542.9,1446.4,649.2,1226.4,572.8
01079000101,AL,Lawrence County,000101,713,19,185,465,4,0,0,1,39,601,7,142,420,4,0,0,0,28,90.8,327.5,91.8,322.6,62.8,302.4,56,306.2,58,297.5,97.6,352.6,89.8,352.6,91.3,325.1,58.9,302,93.7,352.6,78.1,323.1
01079000201,AL,Lawrence County,000201,785,7,103,652,4,0,0,4,15,636,1,84,535,2,0,0,4,10,33,418,39,405,31,379,20,390,25,385,29,448,29,446,36,411.5,25.3,384.7,29,447,29.4,410.1
01079000301,AL,Lawrence County,000301,627,8,230,370,1,1,0,0,17,512,0,197,304,1,0,0,0,10,88.3,278.8,84.5,280.7,72.2,269.3,71.6,267.6,75.3,264.7,109.4,316.4,103.7,319,86.4,279.7,73.1,267.2,106.5,317.7,86.4,285.2
01079000401,AL,Lawrence County,000401,799,22,418,312,13,0,0,3,31,658,9,351,260,13,0,0,2,23,193.6,195.9,183.7,211.8,141.4,183.6,130.3,193.6,148.3,169.6,184.7,199.2,175.7,210.2,188.6,203.8,140,182.2,180.2,204.7,165.4,194.8
01079000501,AL,Lawrence County,000501,883,29,461,337,5,9,0,2,40,698,23,359,272,5,8,0,1,30,138.5,261.1,130.4,264.1,82.4,206,67.4,217,74.4,207,148.7,270.3,131.6,287.3,134.4,262.6,74.7,210,140.1,278.8,110.5,244.7
01079000601,AL,Lawrence County,000601,733,31,472,147,26,0,1,3,53,585,20,396,114,16,0,0,1,38,196,122,187,126,132,125,118,132,131,114,203,139,189,153,191.5,124,127,123.7,196,146,165.1,130.1
01079000701,AL,Lawrence County,000701,975,37,663,141,41,0,1,0,92,772,32,543,98,35,0,1,0,63,274.4,104.4,252.5,127.6,220,98.6,194.6,120.9,205.4,100.2,333.7,93.4,312,114.4,263.5,116,206.7,106.5,322.9,103.9,256.1,108.5
01079000901,AL,Lawrence County,000901,1058,23,818,16,88,8,2,10,93,811,10,652,16,61,6,0,9,57,434,45,399,58,359,76,307,110,330,74,501,52,477,76,416.5,51.5,332,86.7,489,64,401,70.1
01079001001,AL,Lawrence County,001001,832,6,705,3,56,1,0,0,61,659,4,573,3,39,1,0,0,39,315.8,94.2,287.4,118,222.6,120.6,205,125.8,227.1,96.7,376.4,86.1,347.4,119,301.6,106.1,218.2,114.3,361.9,102.6,283.1,108.6
01079001101,AL,Lawrence County,001101,404,4,314,4,29,2,0,0,51,310,4,239,4,24,1,0,0,38,160,28,150,42,127,42,119,45,135,28,195,30,187,37,155,35,127,38.3,191,33.5,153.3,36
01079001201,AL,Lawrence County,001201,819,22,647,35,44,0,0,1,70,613,13,492,33,29,0,0,0,46,284,73,256,81,195,79,171,96,187,70,335,62,303,95,270,77,184.3,81.7,319,78.5,247.3,79.4
01079001301,AL,Lawrence County,001301,1841,30,1393,9,181,3,0,2,223,1391,19,1109,8,111,3,0,2,139,634,147,575,193,487,176,426,219,466,156,764,125,723,165,604.5,170,459.7,183.7,743.5,145,582.1,168.7
01079001401,AL,Lawrence County,001401,1189,13,991,7,85,1,0,2,90,935,7,786,7,63,1,0,1,70,501,65,481,87,355,92,330,107,353,73,542,59,513,91,491,76,346,90.7,527.5,75,439.3,82
01079001601,AL,Lawrence County,001601,658,7,528,2,39,2,0,1,79,494,5,417,2,28,1,0,1,40,234.2,68.1,205.6,85.2,174,69.5,149.3,89.9,167.4,65.8,271.4,58.1,253.9,76.5,219.9,76.6,163.6,75.1,262.7,67.3,208,73.3
01079001701,AL,Lawrence County,001701,1806,31,1475,14,119,4,0,4,159,1424,22,1185,6,85,4,0,1,121,683,88,645,144,509,99,491,115,514,80,768,69,733,109,664,116,504.7,98,750.5,89,620.4,100.6
01079001801,AL,Lawrence County,001801,1286,16,1115,8,45,3,0,3,96,1012,11,887,6,37,0,0,3,68,492.9,52,475,71.9,394.3,67.4,353.2,98.5,371.2,66.3,585.1,65.5,543.9,100.5,484,61.9,372.9,77.4,564.5,83,459.4,74.6
01079001901,AL,Lawrence County,001901,2139,136,1688,93,66,12,0,6,138,1719,120,1362,82,51,11,0,6,87,627.2,165.6,617.5,183.1,460.7,176.3,435.4,194.8,459.7,154.9,688.6,161.7,655.5,196.7,622.4,174.3,451.9,175.3,672,179.2,563.5,176.2
01079002101,AL,Lawrence County,002101,1318,9,1103,13,47,5,0,2,139,1023,6,855,12,40,4,0,2,104,448.8,90.9,419.4,115.8,386,82.5,339.7,116.1,366.6,83.2,542.6,59.9,509.1,91.5,434.1,103.4,364.1,93.9,525.8,75.7,430.3,91.4
01079002201,AL,Lawrence County,002201,623,32,487,19,24,1,0,0,60,476,21,382,19,14,0,0,0,40,230.1,32.3,207,46.3,156.9,54.3,152.8,52.3,158.9,39.2,259.4,32.2,244.3,45.3,218.6,39.3,156.2,48.6,251.9,38.7,201.4,43.1
01079002401,AL,Lawrence County,002401,494,7,398,8,38,0,0,0,43,386,4,327,2,28,0,0,0,25,209,30,199,42,176,41,163,53,167,40,230,26,216,47,204,36,168.7,44.7,223,36.5,194.3,39.9
01079002501,AL,Lawrence County,002501,2526,42,2053,139,109,7,1,6,169,1986,23,1657,105,83,5,0,0,113,954.8,203.4,896.5,257.9,689.3,250.7,641.6,276.2,715.3,185.1,1039.4,164.3,993.5,218.3,925.6,230.7,682.1,237.3,1016.5,191.3,847.2,222.3
01079002601,AL,Lawrence County,002601,389,10,95,257,3,4,0,0,20,310,4,67,224,2,2,0,0,11,28,175,33,171,17,160,11,163,12,160,21,165,19,165,30.5,173,13.3,161,20,165,20.1,165.6
01079002801,AL,Lawrence County,002801,1721,42,1296,114,90,0,1,6,172,1337,31,1030,85,69,0,0,2,120,612.6,138.8,570.1,178.4,476.8,142.2,448.5,168.6,479.6,116.7,754,113.1,731.4,139.5,591.4,158.6,468.3,142.5,742.7,126.3,581.9,142.5
01079002901,AL,Lawrence County,002901,1539,61,1303,24,47,6,0,1,97,1188,31,1029,20,37,5,0,1,65,500.3,76,478.8,98.3,386.4,79.5,367.6,92,377.6,74,580.7,68.7,560.2,96.3,489.6,87.1,377.2,81.9,570.4,82.5,464.5,83.5
01079003101,AL,Lawrence County,003101,108,1,86,0,9,0,0,0,12,84,1,63,0,9,0,0,0,11,45,6,43,12,40,12,42,11,39,11,49,16,49,17,44,9,40.3,11.3,49,16.5,43.9,12.1
01079003201,AL,Lawrence County,003201,239,4,211,2,3,0,1,0,18,203,2,183,2,3,0,0,0,13,100,20,94,27,75,17,75,15,74,15,107,14,98,17,97,23.5,74.7,15.7,102.5,15.5,89,17.9
01079003301,AL,Lawrence County,003301,2461,100,2033,49,85,8,0,7,179,1940,69,1643,38,66,4,0,7,113,942,150,922,173,681,161,668,165,692,125,1031,126,1005,160,932,161.5,680.3,150.3,1018,143,848.7,151.4
01079003401,AL,Lawrence County,003401,2671,67,2281,40,88,3,0,2,190,2029,36,1789,31,60,3,0,2,108,912,128,876,173,690,163,677,179,688,145,989,146,950,197,894,150.5,685,162.3,969.5,171.5,826,161.6
01079003601,AL,Lawrence County,003601,1437,79,1162,22,51,4,0,3,116,1086,45,901,16,35,4,0,1,84,477,58,462,91,390,84,378,90,405,60,595,61,576,86,469.5,74.5,391,78,585.5,73.5,469,75.7
01081000001,AL,Lee County,000001,2649,52,2378,106,8,7,2,4,92,2098,35,1908,83,5,7,2,1,57,1041.6,84.9,1033.6,92.9,795.9,80.9,786.9,86.9,783.9,85.9,1286.2,140.8,1273.2,169.8,1037.6,88.9,788.9,84.6,1279.7,155.3,1000.2,106
01081000002,AL,Lee County,000002,4743,333,846,3373,3,63,1,9,115,3718,216,780,2579,3,55,1,3,81,158.8,1323.7,174.2,1324.7,167.9,990.8,145.5,1010.2,138.2,1002.6,231.8,1505.6,214.9,1513.9,166.5,1324.2,150.6,1001.2,223.4,1509.7,175.9,1238.8
01081000003,AL,Lee County,000003,6824,224,2022,4130,6,210,1,19,212,5081,139,1643,2967,4,181,1,10,136,639.1,1802.4,685.4,1789.5,541.6,1521,501.4,1557.2,499.4,1539.1,843,2363.2,812.8,2387.5,662.2,1796,514.2,1539.1,827.9,2375.3,646.1,1851.4
01081000004,AL,Lee County,000004,5025,937,2627,1177,8,61,3,21,191,3802,609,2133,865,6,47,1,14,127,1169,630.6,1231.5,649.5,993.5,608.8,967.8,619.7,973.7,598.9,1226.5,897.4,1190.8,985.6,1200.3,640,978.3,609.1,1208.7,941.5,1107.6,712.9
01081000005,AL,Lee County,000005,7813,684,4717,1896,16,223,9,14,254,6199,443,4019,1353,14,191,9,10,160,1934.4,1168.9,1994.2,1175.8,1773.6,1116.3,1741.1,1128.7,1745.3,1093.6,2274.2,1544.8,2245.1,1624,1964.3,1172.3,1753.4,1112.9,2259.7,1584.4,1958.3,1264.6
01081000006,AL,Lee County,000006,10595,517,7322,2147,20,195,2,37,355,8110,317,5799,1589,17,169,1,23,195,3139.3,1157.4,3265.2,1171.8,2557,1174.9,2514.8,1210,2535.8,1168,3569.4,1784.7,3432.2,1978.3,3202.2,1164.6,2535.8,1184.3,3500.8,1881.5,3001.9,1377.9
01081000007,AL,Lee County,000007,5063,162,3563,375,14,724,1,11,213,3549,101,2547,270,7,497,0,7,120,1190,477.8,1284.3,470.1,1030,554.2,1004.6,568.9,1000.2,557.4,1752.6,859.7,1722.9,931.1,1237.2,474,1011.6,560.2,1737.8,895.4,1283.5,631.3
01081000008,AL,Lee County,000008,538,14,319,183,3,0,3,0,16,449,7,270,155,3,0,0,0,14,132.8,155.4,151.3,142.3,120.1,103.8,122,105,116.9,106.9,198.5,195.6,199.4,201,142.1,148.9,119.7,105.2,198.9,198.3,148.7,144.3
01081000009,AL,Lee County,000009,3685,212,1610,1709,7,30,1,4,112,2945,138,1361,1340,5,21,0,2,78,485.2,870,552.3,865.3,430.2,702.7,406.6,726.3,411.3,714.9,662.8,1124.2,640.1,1163.9,518.8,867.6,416,714.6,651.4,1144.1,512.6,881
01081000010,AL,Lee County,000010,17409,658,10284,4113,30,1573,3,68,680,13656,482,8341,3058,24,1262,3,48,438,2063.7,2384.8,2340.8,2399.2,1871.2,2162.8,1829.7,2172,1819.5,2145.2,2854,2983.2,2781.4,3138.7,2202.2,2392,1840.1,2160,2817.7,3061,2222.9,2483.7
01081000012,AL,Lee County,000012,18098,1173,11054,3102,26,2068,5,33,637,14845,816,9566,2279,18,1683,4,21,458,2512.3,2192.2,2861.9,2216.1,1969.2,2185.8,1881.4,2238.6,1895,2207.5,2676.8,2853.4,2625.9,3064.3,2687.1,2204.2,1915.2,2210.6,2651.3,2958.8,2346.1,2422.6
01081000013,AL,Lee County,000013,11743,553,7982,2168,23,649,1,40,327,10015,408,6879,1940,16,510,1,27,234,2043.8,1523,2363.2,1518.3,1868.3,1515.4,1816.8,1514.5,1792,1520.2,2173.4,1720.4,2129.6,1889.2,2203.5,1520.7,1825.7,1516.7,2151.5,1804.8,2026.7,1600.2
01081000014,AL,Lee County,000014,25795,1362,16469,4574,36,2372,20,65,897,21166,961,13656,3903,28,1896,17,44,661,4861.3,2704,5320.1,2751.5,4320,2826.6,4254.2,2825.7,4208.2,2842.5,5689.2,3403.4,5638.4,3668.1,5090.7,2727.7,4260.8,2831.6,5663.8,3535.8,4898.8,3003.1
01081000015,AL,Lee County,000015,5548,113,4090,1057,14,25,5,5,239,4309,65,3164,862,14,24,3,5,172,1517.7,613.6,1517,653,1261.3,580,1234.6,601,1241.8,574.6,1849,705.7,1778.4,808.8,1517.4,633.3,1245.9,585.2,1813.7,757.2,1485.7,648.1
01081000016,AL,Lee County,000016,2288,77,1752,332,8,11,2,11,95,1704,51,1319,257,3,11,2,8,53,686.5,195.4,683.5,215.1,580.4,166,563.7,176.8,564.7,174.8,880,246.5,856.4,291.7,685,205.3,569.6,172.5,868.2,269.1,687.9,209.5
01081000017,AL,Lee County,000017,2350,67,1501,629,13,5,2,12,121,1786,35,1143,522,11,5,2,6,62,500,367,510,371,393,327,390,323,390,317,721,467,706,501,505,369,391,322.3,713.5,484,515.7,381.9
