GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_she,uss_16_dem_cru,gov_18_rep_ive,gov_18_dem_mad,atg_18_rep_mar,atg_18_dem_sie,sos_18_rep_mer,sos_18_dem_mil,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_tub,uss_20_dem_jon,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
01081000018,AL,Lee County,000018,818,15,470,278,0,0,0,1,54,601,8,348,222,0,0,0,1,22,204.1,169.8,211.1,165.8,181.5,162.9,165.8,176.4,164,174.8,273.7,230.1,257.9,245.8,207.6,167.8,170.4,171.4,265.8,238,208.3,189.4
01081000019,AL,Lee County,000019,3462,94,3006,209,9,12,1,11,120,2760,62,2417,164,6,12,1,10,88,1271.9,175.3,1283.9,181.3,1111.6,145.4,1105.6,154.4,1098.6,155.4,1699.2,227.1,1669.3,281.9,1277.9,178.3,1105.2,151.7,1684.3,254.5,1320,188.7
01081000020,AL,Lee County,000020,6982,272,5239,1114,17,23,1,28,288,5196,178,3912,872,15,16,1,23,179,1796.8,578.8,1809.6,619.4,1320.9,536.3,1294.2,562,1297.1,558,2093.6,692.6,2010.5,807.4,1803.2,599.1,1304,552.1,2052,750,1660.4,622.1
01081000021,AL,Lee County,000021,3991,102,2650,1008,7,21,0,5,198,2899,60,2011,681,5,21,0,4,117,935.1,324.7,931.1,337.7,750.5,265.6,737.4,274.6,730.4,277.6,1236.8,558.9,1211.7,592.1,933.1,331.2,739.4,272.6,1224.2,575.5,933.3,375.9
01081000022,AL,Lee County,000022,19595,1030,13410,3978,61,125,31,37,923,14406,673,10090,2915,45,99,26,27,531,3703.4,1570.8,3764.9,1599.2,3006.9,1513.7,2949.6,1570.9,2955.6,1554.8,4833.4,2142,4652.6,2397.2,3734.1,1585,2970.7,1546.5,4743,2269.6,3695.2,1764.1
01081000023,AL,Lee County,000023,9227,484,6484,1594,36,147,14,27,441,7150,326,5135,1236,31,120,14,6,282,2628.8,759.4,2713.5,765.4,2192.2,780.1,2164.2,799.1,2165.2,791.1,3194,1213.4,3102.9,1344.4,2671.1,762.4,2173.9,790.1,3148.4,1278.9,2594.4,921.9
01083000101,AL,Limestone County,000101,28753,2914,19599,4429,103,239,35,102,1332,22360,1697,16062,3447,82,184,23,51,814,7790.1,2837.4,7842.5,3034.1,6224.2,3022.3,6096.8,3098.3,6257,2830.8,8891,3780.2,8507,4291.6,7816.3,2935.8,6192.7,2983.8,8699,4035.9,7372.7,3270.7
01083000201,AL,Limestone County,000201,25316,1096,18010,4546,102,398,14,90,1060,19861,690,14363,3696,83,302,14,48,665,6605.1,2247.9,6733,2433.4,5564.5,2703.8,5462.9,2761.4,5535.2,2604.8,8096.9,3621.6,7844.9,4065.2,6669,2340.7,5520.8,2690,7970.9,3843.4,6548.9,2919.7
01083000301,AL,Limestone County,000301,10748,456,9469,230,65,43,3,29,453,8318,254,7458,179,54,40,3,21,309,3844,548,3766,658,2928,599,2873,637,2930,535,4631,761,4466,995,3805,603,2910.3,590.3,4548.5,878,3634,676.1
01083000401,AL,Limestone County,000401,3272,88,2913,109,25,10,0,11,116,2539,35,2283,104,15,9,0,9,84,1118.8,181.4,1087.7,230.5,815.9,209.4,784.9,222.4,813.9,172.4,1329.8,256.6,1283.7,330.7,1103.2,205.9,804.9,201.4,1306.7,293.6,1033.5,229
01083000501,AL,Limestone County,000501,839,61,739,8,0,1,0,0,30,614,25,557,8,0,1,0,0,23,447.9,75.7,432,90.9,325.9,68.7,311.6,79,312.5,63.8,520.5,84.6,484,131.5,439.9,83.3,316.7,70.5,502.2,108.1,404.9,84.9
01083000601,AL,Limestone County,000601,1532,40,1395,16,11,4,0,2,64,1214,21,1123,16,6,4,0,2,42,512.1,71.2,477.7,86.5,382,71.7,364.9,80.9,373,61.7,618.7,64.1,582.8,102.2,494.9,78.9,373.3,71.4,600.8,83.2,473,76.9
01083000701,AL,Limestone County,000701,1429,13,1359,12,4,1,0,2,38,1176,12,1115,12,3,0,0,2,32,666,80,649.2,87,523.2,87.9,478.6,122.2,500.7,77.5,770.5,92.8,745.5,129.4,657.6,83.5,500.8,95.9,758,111.1,619.1,96.7
01083000801,AL,Limestone County,000801,6991,571,5693,298,39,29,0,9,352,5332,331,4492,229,35,22,0,7,216,2299.6,355.7,2207.9,434.6,1613.1,391.6,1590.9,395.8,1600,346.7,2528.6,508.5,2439.5,634.6,2253.7,395.1,1601.4,378,2484.1,571.5,2040,438.2
01083000901,AL,Limestone County,000901,3829,190,3275,197,19,19,0,5,124,3136,112,2744,161,17,15,0,5,82,1360.8,322.7,1333.9,379.4,1055.7,369.4,1027.5,383.6,1055.5,333.6,1609.9,442.3,1545.1,529,1347.3,351.1,1046.3,362.2,1577.5,485.6,1284.1,394.3
01083001001,AL,Limestone County,001001,6219,868,4301,737,26,7,2,4,274,4779,522,3443,601,22,6,2,2,181,1579.9,743.3,1593.6,776.3,1188.6,661.8,1137.1,687.4,1151.9,647.6,1745.8,885.6,1656,1010.7,1586.7,759.8,1159.2,665.6,1700.9,948.1,1436.1,773.2
01083001101,AL,Limestone County,001101,2288,103,1110,839,21,52,8,3,152,1866,76,952,679,18,45,2,0,94,476,478.5,486.3,501.3,384,516.3,368.1,525.6,370.8,516.9,579.4,787.2,562.6,808.2,481.1,489.9,374.3,519.6,571,797.7,461,590.6
01083001301,AL,Limestone County,001301,10669,593,6896,1401,28,1051,8,50,642,7167,334,4760,996,26,702,5,28,316,1857.9,972.5,2071.7,973.4,1791.7,1244,1743.4,1265.7,1753.8,1238.3,2731,1743.4,2684.7,1880.6,1964.8,972.9,1763,1249.3,2707.9,1812,2090.6,1331.1
01083001401,AL,Limestone County,001401,1685,255,933,355,15,3,0,12,112,1356,185,776,305,12,3,0,6,69,508.8,553.8,521.8,547.6,416.3,475.2,397.1,487.7,406.5,467.8,587,644,562.3,675.2,515.3,550.7,406.6,476.9,574.6,659.6,485.7,550.2
01085000011,AL,Lowndes County,000011,1428,18,217,1159,2,0,0,3,29,1130,16,185,903,2,0,0,1,23,103.2,803.5,132,758.8,100.1,584.8,76.2,602.7,81.2,583.8,113.3,862.4,102.4,880.3,117.6,781.2,85.9,590.4,107.8,871.3,101.2,725.2
01085000021,AL,Lowndes County,000021,668,3,554,97,0,2,0,1,11,591,3,484,92,0,2,0,1,9,356.5,87.1,348,86.8,282.8,88.4,266.1,102.2,291.4,74.9,397.3,110.8,386.5,124.5,352.2,86.9,280.1,88.5,391.9,117.6,332.7,96.4
01085000031,AL,Lowndes County,000031,598,4,98,485,5,0,0,0,6,488,4,93,382,5,0,0,0,4,62,362,76,321,70,252,57,261,61,246,70,276,70,275,69,341.5,62.7,253,70,275.5,66.6,284.7
01085000041,AL,Lowndes County,000041,1210,11,29,1138,0,0,0,0,32,933,5,25,876,0,0,0,0,27,16,898,35,835,44,575,14,608,14,590,18,790,15,787,25.5,866.5,24,591,16.5,788.5,22.3,726.1
01085000051,AL,Lowndes County,000051,798,3,157,620,0,2,0,1,15,654,2,143,491,0,2,0,1,15,123,372,125,348,112,246,95,260,95,247,147,412,137,421,124,360,100.7,251,142,416.5,119.1,329.4
01085000061,AL,Lowndes County,000061,1271,29,289,940,0,5,0,0,8,1028,24,247,744,0,5,0,0,8,162,658,182,600,142,477,118,497,114,475,151,635,143,646,172,629,124.7,483,147,640.5,144.6,569.7
01085000071,AL,Lowndes County,000071,811,8,241,544,2,0,0,0,16,657,5,204,431,2,0,0,0,15,138.9,285.1,140.7,280.6,110.3,256.4,95.9,271.6,96.8,261.8,131.8,355.9,126.4,360.4,139.8,282.8,101,263.3,129.1,358.1,120.1,296
01085000081,AL,Lowndes County,000081,292,18,118,146,0,1,0,0,9,231,10,97,116,0,1,0,0,7,114.3,92.8,109.4,85.8,96.8,60.9,84.6,72,85.7,67.8,112.4,111.7,113.4,109.8,111.8,89.3,89,66.9,112.9,110.7,102.4,85.8
01085000111,AL,Lowndes County,000111,549,5,36,492,0,0,0,0,16,452,3,30,407,0,0,0,0,12,30.9,432.8,42.1,406.8,40.7,312.4,24.3,330.3,28.1,314,33,513.2,31.5,517.9,36.5,419.8,31,318.9,32.2,515.5,32.9,403.9
01085000131,AL,Lowndes County,000131,1338,16,301,992,0,4,0,0,25,977,11,255,688,0,4,0,0,19,168.1,557.5,176.8,521.7,174.2,318.6,128.7,360.6,134.8,344,154.9,439.4,144.4,451.6,172.4,539.6,145.9,341.1,149.7,445.5,154.5,427.6
01085000141,AL,Lowndes County,000141,572,10,278,272,0,0,0,0,12,491,5,251,224,0,0,0,0,11,164.1,146.7,157.1,149.5,124.1,125,121,131.1,128.1,122,186.1,192.4,181.1,195.4,160.6,148.1,124.4,126.1,183.6,193.9,151.7,151.8
01085000151,AL,Lowndes County,000151,776,15,489,264,0,1,0,0,7,651,10,412,223,0,1,0,0,5,285.7,153.2,288.6,152.2,237.2,159.2,220.4,174,235.3,156.2,294.6,230.3,289.6,238.2,287.2,152.7,231,163.1,292.1,234.3,264.5,180.5
01087000101,AL,Macon County,000101,2363,32,58,2204,8,4,2,4,51,1987,27,54,1850,7,3,2,4,40,51.9,1351.3,85.2,1324.7,78.2,1033.5,32.7,1078.8,43.2,1048,54.7,1148.1,50,1163.4,68.6,1338,51.4,1053.4,52.4,1155.8,56.6,1164
01087000102,AL,Macon County,000102,642,23,318,273,5,0,0,3,20,531,19,272,218,5,0,0,2,15,111.3,135.8,105.3,133.7,93.6,129.5,86.5,135.9,90,128.9,125.7,163,121.6,170.6,108.3,134.8,90,131.5,123.6,166.8,104.9,142.5
01087000105,AL,Macon County,000105,1974,59,99,1753,1,38,2,13,9,1946,57,98,1733,1,37,2,13,5,6.5,562.7,11.4,559.1,4.6,207.9,3.2,206.9,5.4,202,4.7,158.1,2.5,157.4,8.9,560.9,4.4,205.6,3.6,157.8,5.5,293.5
01087000203,AL,Macon County,000203,809,31,247,504,8,3,0,0,16,669,17,208,423,5,3,0,0,13,106.3,273.7,105.5,267.7,93.2,211.5,81.1,223.3,86.7,214.2,112.8,305.4,108.9,316.8,105.9,270.7,87,216.3,110.9,311.1,99.2,258.9
01087000204,AL,Macon County,000204,628,10,25,584,0,0,0,1,8,514,4,21,482,0,0,0,0,7,19,324,24,324,22,281,17,285,20,280,23,384,18,391,21.5,324,19.7,282,20.5,387.5,20.4,324.1
01087000205,AL,Macon County,000205,454,3,44,387,0,0,0,3,17,390,2,41,330,0,0,0,3,14,18,261,21,256,30,212,19,224,18,221,28,277,28,276,19.5,258.5,22.3,219,28,276.5,23.1,246.7
01087000211,AL,Macon County,000211,3090,19,112,2876,12,8,0,7,56,2475,11,95,2308,10,7,0,3,41,34.9,1138,73.5,1096.3,55.6,888.9,24.6,923,29.8,902.9,43.1,995.6,39,1013,54.2,1117.2,36.6,905,41,1004.3,42.9,994
01087000306,AL,Macon County,000306,578,11,106,431,2,4,0,0,24,471,8,98,339,2,4,0,0,20,44,271,51,261,51,204,45,210,47,203,53,279,52,280,47.5,266,47.7,205.7,52.5,279.5,49,244
01087000307,AL,Macon County,000307,1340,35,347,925,4,2,0,0,27,1093,24,296,746,3,2,0,0,22,208.4,620.3,222.2,598.2,196.7,524.6,161.5,554.6,181.2,527.3,234.3,702.6,225,715.9,215.3,609.2,179.8,535.5,229.7,709.3,204.2,606.2
01087000312,AL,Macon County,000312,3221,16,45,3085,3,9,0,4,59,2574,11,34,2476,2,8,0,4,39,26.3,1235,52,1212.5,90.7,954.4,37.3,1001.1,36.4,991.2,32.7,1135.7,25.5,1149,39.1,1223.8,54.8,982.2,29.1,1142.4,43,1097
01087000408,AL,Macon County,000408,1205,27,304,850,3,0,0,2,19,994,14,258,704,3,0,0,1,14,174,558.2,175.1,554.6,135.9,464.5,108.8,486.6,119.8,463.7,198.9,555.6,195.6,568.5,174.5,556.4,121.5,471.6,197.2,562,158.3,521.7
01087000409,AL,Macon County,000409,1011,38,572,354,0,5,0,5,37,819,27,482,286,0,3,0,3,18,233,197,226,205,203,184,180,202,189,185,257,219,256,222,229.5,201,190.7,190.3,256.5,220.5,220.6,202
01087000410,AL,Macon County,000410,1777,49,894,766,2,1,0,3,62,1400,42,731,580,2,1,0,0,44,388.4,433.3,389.5,446.3,306.6,383.9,273.7,411,284,386.6,365.2,500.9,353,515.9,388.9,439.8,288.1,393.8,359.1,508.4,337.2,439.7
01087000413,AL,Macon County,000413,440,8,16,403,0,0,0,0,13,363,8,11,333,0,0,0,0,11,20.8,211.1,24,209.1,25.6,209.4,17.8,212.2,18.2,207.1,23.4,292.7,21.3,294.2,22.4,210.1,20.5,209.6,22.3,293.4,21.6,233.7
01089000001,AL,Madison County,000001,3629,130,160,3253,3,14,1,29,39,3434,107,146,3108,3,12,1,27,30,18,1299,58,1293,39,1046,30,1054,30,1049,39,1117,27,1121,38,1296,33,1049.7,33,1119,34.4,1139.9
01089000002,AL,Madison County,000002,2794,143,1171,1293,14,25,3,5,140,2135,109,1050,852,14,22,3,3,82,143,406.4,170.3,399.8,125.1,366,118.5,370.7,122.3,363.1,193.8,580.5,178.8,609.6,156.6,403.1,122,366.6,186.3,595,150.3,442.3
01089000003,AL,Madison County,000003,3431,163,2759,241,14,44,2,7,201,2952,92,2479,184,10,39,2,2,144,837.8,616.8,902.9,689,673.8,787.2,664,788.5,670.6,765.9,915.5,1093.9,868.9,1209,870.4,652.9,669.5,780.5,892.2,1151.5,790.5,850
01089000004,AL,Madison County,000004,6104,194,4978,626,23,75,3,12,193,5193,149,4207,606,18,69,3,3,138,1690.5,1001.6,1987.4,894.7,1504.3,1189.7,1568,1106.4,1594.4,1017.2,1806.1,1295.6,1736.6,1436.7,1839,948.1,1555.6,1104.5,1771.3,1366.1,1698.2,1134.6
01089000005,AL,Madison County,000005,3594,153,2977,191,12,34,3,5,219,3152,102,2683,148,10,30,3,1,175,1257.4,639.2,1358.6,643,1033.2,771.8,1015.1,778.5,1029.4,739.4,1175.4,913,1110.5,1039.9,1308,641.1,1025.9,763.2,1142.9,976.5,1139.9,789.3
01089000006,AL,Madison County,000006,2425,132,1671,374,18,54,4,13,159,1909,90,1360,302,14,49,3,6,85,694,391.7,736,409.6,557.3,435.6,568.3,423.7,569.3,410.7,769.9,564.6,745.9,615.6,715,400.6,564.9,423.3,757.9,590.1,662.9,464.5
01089000007,AL,Madison County,000007,9872,376,6831,1878,76,124,3,33,551,7770,248,5471,1512,57,103,3,29,347,2767.4,1685.7,2901.2,1736.4,2406.2,1808,2383.5,1806.5,2389.8,1755.9,3237.9,1843.4,3116.6,2046.8,2834.3,1711.1,2393.2,1790.1,3177.2,1945.1,2743.2,1811.8
01089000008,AL,Madison County,000008,2662,79,2279,130,10,37,0,11,116,2204,53,1922,106,9,31,0,8,75,731,551,853,515,658,634,689,587,707,546,827,830,787,909,792,533,684.7,589,807,869.5,750.3,653.1
01089000009,AL,Madison County,000009,5237,662,2746,1361,49,202,29,18,170,4722,494,2638,1189,45,190,27,15,124,417.6,447.2,470.6,463.5,329.1,413.7,318.4,417.3,310.4,412.4,528.5,840.5,504.5,910.5,444.1,455.3,319.3,414.5,516.5,875.5,411.3,557.9
01089000010,AL,Madison County,000010,1558,48,1395,16,19,6,1,4,69,1235,34,1124,11,14,2,1,3,46,406.8,388.1,476.8,369.7,389.2,442.6,394.1,428.5,402.4,405.3,432.4,623.7,420.4,655.6,441.8,378.9,395.2,425.5,426.4,639.6,417.4,473.4
01089000011,AL,Madison County,000011,7436,268,6370,227,26,219,2,15,309,5666,150,4975,174,13,165,2,10,177,2368.1,746,2622.8,672.3,2141.7,915.3,2204.3,834.5,2210.8,800.7,2964.1,1233.9,2865,1425.8,2495.5,709.1,2185.6,850.2,2914.5,1329.9,2482.4,946.9
01089000012,AL,Madison County,000012,4489,161,3787,184,24,131,5,16,181,3349,95,2889,132,14,98,5,15,101,1356.4,405.8,1494.9,365.8,1251.1,510.9,1258.3,493.6,1283.3,453.5,1825.6,722,1787,813,1425.7,385.8,1264.2,486,1806.3,767.5,1465.2,537.8
01089000013,AL,Madison County,000013,3463,98,3023,37,6,171,3,3,122,2803,69,2477,20,0,142,1,3,91,1310,642,1521,543,1215,730,1253,674,1279,625,1400,775,1352,851,1415.5,592.5,1249,676.3,1376,813,1332.9,691.4
01089000014,AL,Madison County,000014,3842,135,3304,131,6,123,1,5,137,3225,99,2821,87,4,105,1,5,103,1287,443,1464,401,1160,595,1191,537,1239,476,1322,604,1308,680,1375.5,422,1196.7,536,1315,642,1281.6,533.7
01089000015,AL,Madison County,000015,7138,206,5860,462,20,177,16,37,360,5858,150,4964,315,16,153,9,21,230,2713,1123,3035,1055,2348,1234,2359,1202,2394,1126,2665,1486,2583,1679,2874,1089,2367,1187.3,2624,1582.5,2585.3,1272.1
01089000016,AL,Madison County,000016,1079,63,121,826,9,1,0,4,55,618,35,96,454,6,0,0,4,23,29.8,213.4,31.6,211.7,25.6,119.6,20,126,20.1,124.5,27.5,234.2,25.1,235.2,30.7,212.5,21.9,123.4,26.3,234.7,25.7,180.7
01089000017,AL,Madison County,000017,9297,992,5756,1963,37,125,13,33,378,7693,645,5016,1592,34,115,8,24,259,1565.8,1266.8,1734.4,1284,1247.6,1282.1,1261,1249.5,1271.6,1211.2,1660.6,1858,1584.9,2035.3,1650.1,1275.4,1260.1,1247.6,1622.8,1946.7,1475.1,1455.3
01089000018,AL,Madison County,000018,5479,212,4402,438,23,125,14,8,257,4545,147,3735,324,21,108,8,4,198,1809,790,2009,772,1573,937,1588,910,1630,836,1934,1287,1868,1445,1909,781,1597,894.3,1901,1366,1773,996.7
01089000019,AL,Madison County,000019,4999,177,4295,91,24,168,0,14,230,3992,131,3474,66,16,148,0,11,146,1942.4,847.4,2154.9,837.3,1694,1010.8,1680.1,999.7,1700.2,950.6,1882.1,1225.5,1829.9,1375.9,2048.7,842.4,1691.4,987.1,1856,1300.7,1840.5,1035.3
01089000020,AL,Madison County,000020,6017,252,4986,154,28,217,0,21,359,4823,187,4076,122,14,195,0,14,215,2261.1,966,2512.2,931.6,1949.5,1092.4,1946.2,1075.5,1977.4,1010.8,2380.1,1385.4,2288.8,1568.3,2386.6,948.8,1957.7,1059.6,2334.4,1476.9,2187.9,1147.1
01089000021,AL,Madison County,000021,8417,464,6116,747,35,479,7,47,522,6515,293,4938,552,28,370,1,33,300,2477.9,1229.6,2723.7,1237,2192.2,1406.8,2184.2,1379.7,2193.7,1358,3025,1928.6,2916.9,2144.6,2600.8,1233.3,2190.1,1381.5,2970.9,2036.6,2530.5,1526.3
01089000023,AL,Madison County,000023,6814,523,4985,663,32,178,1,24,408,5386,333,4130,483,21,155,1,23,240,1849,930,2042,954,1506,1086,1480,1090,1488,1068,1870,1473,1814,1596,1945.5,942,1491.3,1081.3,1842,1534.5,1721.3,1171
01089000026,AL,Madison County,000026,5517,263,4255,498,30,173,6,25,267,4620,185,3701,363,13,140,6,24,188,1702.4,747.4,1865.4,794.1,1494.7,877.5,1469.9,879.5,1476.8,849.7,1700.5,1032.6,1647.8,1166.8,1783.9,770.7,1480.5,868.9,1674.2,1099.7,1622.5,906.8
01089000027,AL,Madison County,000027,10227,839,2089,6621,32,134,39,31,442,8122,522,1879,5243,32,104,22,26,294,570.4,2804.3,668,2782.4,498.7,2749.6,456.9,2789.4,480.8,2750.6,625.2,3308,589.3,3355.8,619.2,2793.4,478.8,2763.2,607.2,3331.9,555.6,2934.3
01089000029,AL,Madison County,000029,998,41,789,52,9,33,0,7,67,777,31,638,35,8,30,0,3,32,318,116.6,352.9,110,356.9,140.2,352.2,142.1,355,129.9,532.1,223.2,511.4,271.2,335.4,113.3,354.7,137.4,521.8,247.2,396.9,161.9
01089000031,AL,Madison County,000031,3190,180,1081,1808,6,17,0,8,90,2657,119,1006,1449,6,17,0,2,58,280,911.6,308.7,896.2,202.9,855,194.5,865.3,193.7,852.9,244.2,1084.5,221.2,1106.4,294.4,903.9,197,857.7,232.7,1095.4,235,938.8
01089000035,AL,Madison County,000035,5250,439,700,3871,13,10,3,23,191,3885,247,623,2865,12,9,2,12,115,192.3,1773.7,232.5,1753.5,157.3,1538.7,140.9,1553.1,141.9,1537.8,187,1976.7,163.4,1967.6,212.4,1763.6,146.7,1543.2,175.2,1972.1,173.6,1728.7
01089000036,AL,Madison County,000036,3789,391,319,2916,9,11,1,24,118,2824,239,264,2210,7,11,1,14,78,72.7,1266.3,109.5,1228.5,70.7,1050.3,59.1,1060.9,60.1,1051.2,94,1390.3,74.6,1389.4,91.1,1247.4,63.3,1054.1,84.3,1389.9,77.2,1205.3
01089000037,AL,Madison County,000037,2706,226,311,2032,17,17,2,8,93,2089,134,283,1575,13,15,2,8,59,98,1142,137,1122,95,991,76,1010,73,1004,89,1319,74,1322,117.5,1132,81.3,1001.7,81.5,1320.5,91.7,1130
01089000038,AL,Madison County,000038,3983,202,538,3036,8,28,5,12,154,3156,130,475,2407,7,28,5,7,97,211,1763,262,1726,195,1562,171,1579,178,1562,233,1865,223,1864,236.5,1744.5,181.3,1567.7,228,1864.5,210.4,1703
01089000039,AL,Madison County,000039,4115,464,695,2649,18,57,1,9,222,3054,292,619,1925,15,52,0,7,144,134,1042,179,1034,128,797,102,818,104,813,175,1291,155,1320,156.5,1038,111.3,809.3,165,1305.5,139.6,1016.4
01089000040,AL,Madison County,000040,883,50,167,603,4,8,2,6,43,670,19,146,458,4,8,2,6,27,58.3,306.4,59.3,310.4,45.2,253.4,39.2,260.4,40.2,257.4,64.3,387.6,61.3,390.7,58.8,308.4,41.6,257.1,62.8,389.2,52.6,309.5
01089000044,AL,Madison County,000044,1044,27,170,797,1,12,0,2,35,751,21,144,547,1,12,0,2,24,59.9,296.7,72.6,293.3,47.9,256.9,46,258.8,46.9,254.8,75.3,415.1,77.4,407,66.3,295,46.9,256.8,76.4,411,60.9,311.8
01089000045,AL,Madison County,000045,3628,308,756,2343,24,5,0,15,177,2620,176,632,1684,12,3,0,13,100,193,956,225,949,145,849,142,849,145,844,189,1224,165,1237,209,952.5,144,847.3,177,1230.5,172,986.9
01089000046,AL,Madison County,000046,6508,1785,2132,2162,18,81,11,40,279,5034,1163,1913,1652,16,68,8,29,185,471,779,504,814,362,694,335,721,331,717,554,1185,501,1275,487.5,796.5,342.7,710.7,527.5,1230,436.9,883.6
01089000049,AL,Madison County,000049,10573,2954,3619,3221,58,140,23,39,519,7923,1861,3194,2319,44,123,15,34,333,1056.6,1265.2,1131.9,1298.6,775.3,1061.3,733,1095.4,752.9,1057.3,1048.4,1811.2,963.8,1943,1094.3,1281.9,753.7,1071.4,1006.1,1877.1,923.1,1361.7
01089000050,AL,Madison County,000050,8125,414,1573,5469,28,247,14,17,363,6670,313,1447,4379,21,228,12,13,257,333.3,1791.2,373.7,1825.2,276,1560,253.8,1579.2,243.9,1584,358.5,2384.2,325.4,2438.4,353.5,1808.2,257.9,1574.4,341.9,2411.3,309.2,1880.3
01089000051,AL,Madison County,000051,8947,491,5000,2569,38,363,3,45,438,7683,381,4491,2067,33,327,3,33,348,1280.4,1627.3,1487.4,1627.3,1165.4,1837.3,1161.4,1809.3,1164.4,1787.3,1681.4,2278.3,1627.4,2397.3,1383.9,1627.3,1163.7,1811.3,1654.4,2337.8,1366.8,1909.1
01089000053,AL,Madison County,000053,9585,696,5195,2656,30,436,13,59,500,7949,479,4547,2117,17,381,7,40,361,1821,1775.7,2083.9,1790.7,1683,1975.7,1645.2,1987.7,1667.4,1949.9,2084.8,2374.9,2008.5,2513.4,1952.4,1783.2,1665.2,1971.1,2046.7,2444.1,1856.3,2052.6
01089000054,AL,Madison County,000054,7985,525,4535,2074,23,341,15,66,406,6786,381,4111,1620,19,309,11,50,285,1186.2,1294.6,1369.4,1346.9,1051.6,1346,1048.8,1322.6,1038.5,1314.2,1326.4,1948.9,1274,2089.1,1277.8,1320.8,1046.3,1327.6,1300.2,2019,1185,1523.2
01089000055,AL,Madison County,000055,2519,88,2011,153,45,16,0,8,198,1955,45,1613,130,36,9,0,2,120,922.3,220.1,918.3,238,677.3,250,669.3,255,690.2,228.1,1105.6,331.7,1066.7,382.5,920.3,229.1,678.9,244.3,1086.1,357.1,864.2,272.2
01089000056,AL,Madison County,000056,6628,184,5368,543,82,45,2,17,387,5129,122,4256,395,67,29,2,12,246,2190.6,573.5,2232.8,626.8,1637.8,652.7,1673,610.9,1673.4,584.4,2620.8,885.2,2551.4,1022.9,2211.7,600.2,1661.4,616,2586.1,954.1,2082.8,708.1
01089000058,AL,Madison County,000058,5607,182,3898,1071,42,142,4,22,246,4543,126,3205,879,35,116,3,18,161,2062.6,1070.8,2241.6,1051.8,1819.7,1153.8,1806.7,1148.8,1837.6,1098.8,2270.6,1255.8,2239.6,1375.7,2152.1,1061.3,1821.3,1133.8,2255.1,1315.7,2039.7,1165.1
01089000060,AL,Madison County,000060,4967,444,2110,1855,15,173,15,41,314,3745,298,1680,1407,14,154,11,21,160,484.4,776.7,569.6,767.5,475.3,872.9,457,881.6,460.3,874.2,707.4,1307.4,682.5,1364.8,527,772.1,464.2,876.3,694.9,1336.1,548.1,977.9
01089000061,AL,Madison County,000061,8966,451,7152,552,27,252,3,49,480,6302,261,5072,425,19,198,3,33,291,2728.6,874.9,3034.1,817.5,2479.2,1124,2522,1055.7,2545.4,995.1,3699.5,1546.8,3583,1780.2,2881.4,846.2,2515.6,1058.3,3641.2,1663.5,2941.7,1170.6
01089000062,AL,Madison County,000062,2502,50,2108,114,31,13,0,13,173,1980,29,1693,91,28,7,0,11,121,1045.3,249,1057.9,261.9,794.8,223.5,785.5,223.2,784.6,207.2,1265.8,332.5,1224.6,409,1051.6,255.4,788.3,218,1245.2,370.8,994.1,272.3
01089000063,AL,Madison County,000063,6555,482,3933,1301,12,437,3,38,349,5119,324,3244,957,7,339,1,28,219,1318.2,1063.9,1494.2,1087.7,1075.4,1098.5,1064.3,1088.5,1063.4,1084.4,1492,1696.5,1452.9,1821.7,1406.2,1075.8,1067.7,1090.5,1472.4,1759.1,1280.1,1277.3
01089000064,AL,Madison County,000064,4456,245,2161,1670,21,62,6,25,266,3290,152,1709,1189,21,57,1,19,142,795,772,880.9,784,655.1,824.9,643.2,832.9,646.2,822.9,1012.7,1289.3,970.8,1364.2,837.9,778,648.2,826.9,991.7,1326.8,800.5,955.8
01089000065,AL,Madison County,000065,6433,291,4428,1148,67,38,1,52,408,4955,155,3547,878,45,23,1,31,275,1717,784,1743.1,834,1409.8,793.1,1370.8,823.1,1388.8,784.1,2134.3,1100.7,2059.2,1232.8,1730.1,809,1389.8,800.1,2096.8,1166.7,1689,907.4
01089000066,AL,Madison County,000066,2871,160,1924,551,22,32,1,8,173,2226,92,1571,420,17,23,1,2,100,707,347,740,353,594,350,584,358,595,338,833,440,799,488,723.5,350,591,348.7,816,464,693.1,382
01089000067,AL,Madison County,000067,4400,175,3497,357,39,26,0,25,281,3369,110,2760,257,28,18,0,11,185,1428,272,1437,302,1001,318,992,324,996,308,1576,509,1525,608,1432.5,287,996.3,316.7,1550.5,558.5,1279.3,377.3
01089000068,AL,Madison County,000068,5374,143,4783,66,86,9,3,11,273,4231,88,3829,46,56,9,1,7,195,1723.9,300,1707.2,332.2,1261.8,289.6,1233.7,311.8,1262.7,267.8,2018.6,438.3,1888.4,602.7,1715.6,316.1,1252.7,289.8,1953.5,520.5,1585.2,363.2
01089000069,AL,Madison County,000069,3579,179,2471,535,4,178,9,25,178,2762,111,1987,379,0,147,5,15,118,1044,631,1169,643,910,690,882,705,894,681,1087,889,1069,971,1106.5,637,895.3,692,1078,930,1007.9,744.3
