GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_lee,uss_16_dem_sno,gov_16_rep_her,gov_16_dem_wei,atg_16_rep_rey,atg_16_dem_har,uss_18_rep_rom,uss_18_dem_wil,pre_20_rep_tru,pre_20_dem_bid,gov_20_rep_cox,gov_20_dem_pet,atg_20_rep_rey,atg_20_dem_sko,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
49035WVC052,UT,Salt Lake County,WVC052,2217,864,1096,46,12,69,79,4,47,1567,571,823,26,12,57,48,4,26,194,205,300,217,308,221,281,198,301,241,393,343,408,311,408,312,270.8,210.2,301,241,403,322,324.1,256
49035WVC053,UT,Salt Lake County,WVC053,1833,793,768,65,26,84,42,10,45,1307,534,597,36,17,64,26,7,26,127,192,243,194,246,211,224,186,200,222,239,332,279,299,250,308,210,195.8,200,222,256,313,226,243
49035WVC054,UT,Salt Lake County,WVC054,2759,743,1377,48,16,373,59,16,127,1846,470,947,35,6,275,40,5,68,174.6,204.1,267.5,199.9,264.6,208.4,253.4,179.4,174.2,161.3,331.9,302,329.5,261.2,323.8,260,240,197.9,174.2,161.3,328.4,274.4,264.9,222
49035WVC055,UT,Salt Lake County,WVC055,2290,734,1264,22,6,83,91,0,90,1490,455,839,13,6,59,63,0,55,217,198,360,195,367,208,343,170,288,218,413,388,454,327,414,340,321.7,192.7,288,218,427,351.6,357,255.5
49035WVC056,UT,Salt Lake County,WVC056,735,174,498,7,11,15,7,3,20,468,101,328,0,7,12,6,3,11,84,78,120,75,116,84,118,59,101,81,141,150,145,134,133,132,109.5,74,101,81,139.7,138.7,119.8,99.1
49035WVC057,UT,Salt Lake County,WVC057,1948,837,853,57,15,61,66,6,53,1385,523,693,38,12,50,38,6,25,185,226,290,232,278,255,273,213,278,232,280,380,329,315,285,344,256.5,231.5,278,232,298,346.3,274.8,274.6
49035WVC058,UT,Salt Lake County,WVC058,2050,843,964,44,18,73,63,7,38,1493,547,781,26,13,53,50,5,18,189,216,281,234,265,264,252,217,279,225,279,373,329,293,279,319,246.8,232.8,279,225,295.7,328.3,269.1,267.6
49035WVC059,UT,Salt Lake County,WVC059,1973,746,945,49,2,80,74,14,63,1336,471,700,20,0,63,46,4,32,202,202,337,202,329,222,305,188,306,215,351,342,397,271,363,282,293.2,203.5,306,215,370.3,298.3,323.8,240.5
49035WVC060,UT,Salt Lake County,WVC060,2017,831,888,53,15,54,97,11,68,1429,539,675,36,15,43,64,8,49,155,235,252,244,240,255,243,226,237,229,280,348,320,297,268,313,222.5,240,237,229,289.3,319.3,249.4,268.4
49035WVC061,UT,Salt Lake County,WVC061,1547,363,919,42,15,44,130,2,32,1127,232,692,28,12,44,86,2,31,189,184,338,177,337,182,336,158,317,184,342,281,411,226,369,242,300,175.2,317,184,374,249.7,329.9,204.2
49035WVC062,UT,Salt Lake County,WVC062,1665,636,775,44,3,41,91,18,57,1148,363,625,21,2,33,62,7,35,174,162,248,151,252,161,243,137,233,172,300,269,309,223,293,239,229.2,152.8,233,172,300.7,243.7,256.5,189.2
49035WVC063,UT,Salt Lake County,WVC063,2131,668,1181,38,31,63,63,2,85,1599,447,955,29,24,44,41,2,57,248,279,358,298,344,321,343,273,328,298,362,443,421,351,388,359,323.2,292.8,328,298,390.3,384.3,349,327.8
49035WVC065,UT,Salt Lake County,WVC065,1212,414,611,32,9,18,72,3,53,873,254,507,17,9,10,40,2,34,122,118,167,133,172,138,166,115,144,153,203,209,211,191,197,187,156.8,126,144,153,203.7,195.7,172.8,155.5
49035WVC066,UT,Salt Lake County,WVC066,2844,1516,880,56,23,36,257,16,60,1867,927,680,34,15,36,134,5,36,115,185,175,206,183,210,180,179,170,184,207,276,236,225,201,231,163.2,195,170,184,214.7,244,183.4,212
49035WVC067,UT,Salt Lake County,WVC067,1357,404,713,32,17,113,27,7,44,978,256,550,18,15,92,21,2,24,150,186,243,181,252,182,236,153,209,167,257,259,270,215,244,226,220.2,175.5,209,167,257,233.3,232.6,196.1
49035WVC068,UT,Salt Lake County,WVC068,1263,423,652,12,3,100,42,0,31,924,285,505,12,3,77,28,0,14,170,140,266,135,264,160,260,125,258,153,265,205,294,166,263,187,240,140,258,153,274,186,255,158.9
49035WVC070,UT,Salt Lake County,WVC070,1325,427,750,23,6,27,62,4,26,1025,305,600,16,6,23,49,4,22,137,168,257,178,241,206,233,167,234,187,250,299,290,233,262,250,217,179.8,234,187,267.3,260.7,238,211
49035WVC071,UT,Salt Lake County,WVC071,2071,541,1175,49,18,124,51,6,107,1463,335,899,34,16,82,37,2,58,230,284,366,280,365,301,334,257,300,303,372,451,399,374,360,411,323.8,280.5,300,303,377,412,340.8,332.6
49035WVC072,UT,Salt Lake County,WVC072,2578,812,1389,71,14,70,143,11,68,1908,552,1112,46,11,57,93,1,36,215,326,374,305,379,316,354,279,309,340,376,558,435,482,386,498,330.5,306.5,309,340,399,512.7,353.5,388
49035WVC073,UT,Salt Lake County,WVC073,493,233,124,46,17,39,24,0,10,310,130,85,26,16,31,16,0,6,14,15,13,18,11,18,10,15,8,11,14,28,14,17,12,24,12,16.5,8,11,13.3,23,12,18.2
49035WVC074,UT,Salt Lake County,WVC074,825,272,443,6,2,67,7,5,23,565,177,306,3,2,49,6,5,17,74,79,102,83,106,88,97,76,114,93,145,138,148,130,145,132,94.8,81.5,114,93,146,133.3,116.4,102.4
49035WVC076,UT,Salt Lake County,WVC076,398,100,225,10,4,9,33,5,12,296,65,187,9,2,5,20,2,6,68.8,64.4,94.2,61.1,89.7,74.2,86.2,57.1,88.9,67.2,96.7,103.8,103.7,93.3,92.1,96,84.7,64.2,88.9,67.2,97.5,97.7,90,77.1
49035WVC077,UT,Salt Lake County,WVC077,1643,601,722,60,31,64,130,3,32,1286,418,631,45,19,60,87,1,25,94,177,136,187,132,192,128,158,139,184,157,283,187,227,147,242,122.5,178.5,139,184,163.7,250.7,140,206.2
49035WVC078,UT,Salt Lake County,WVC078,910,246,483,39,5,59,51,1,26,674,168,387,20,5,43,38,1,12,117,107,193,94,178,112,174,87,150,107,186,165,215,123,193,141,165.5,100,150,107,198,143,175.8,117
49035WVC079,UT,Salt Lake County,WVC079,1041,296,569,13,10,49,52,6,46,787,203,461,9,10,35,33,6,30,78,129.2,99.5,135.9,101.8,138.2,90.6,121.8,94.3,141.1,117.4,209.5,142.6,173.1,118.1,188.7,92.5,131.3,94.3,141.1,126,190.4,105.3,154.7
49037BLUFF0,UT,San Juan County,BLUFF0,240,9,175,0,39,7,0,0,10,212,7,161,0,30,6,0,0,8,6,32.6,8.1,31,9.1,30.9,6.4,30.8,12,33.6,24,143.3,32.1,131.5,33,130.5,7.4,31.3,12,33.6,29.7,135.1,16.3,70.5
49037SJ0001,UT,San Juan County,SJ0001,529,32,470,0,20,1,0,0,6,393,22,352,0,14,0,0,0,5,25,10.2,26.1,9.7,25.9,11.2,24.4,9.4,123,54,193,82,174,67,189,70,25.4,10.1,123,54,185.3,73,97.6,39.2
49037SJ0003,UT,San Juan County,SJ0003,2632,47,270,5,2262,1,0,2,45,1930,26,225,5,1644,0,0,2,28,500.4,551.8,636,518.3,610.5,522.9,536.3,523,325.6,530.6,340.6,906.9,376.6,770.7,361.6,744.7,570.8,529,325.6,530.6,359.6,807.5,461,633.6
49037SJ0004,UT,San Juan County,SJ0004,329,16,277,0,17,2,0,0,17,233,12,201,0,10,0,0,0,10,87.4,8.2,105,7.7,99,10.5,93.4,8.8,147.9,13.3,185.3,19.7,172.6,18.4,164.5,20.2,96.2,8.8,147.9,13.3,174.1,19.4,131.9,13.3
49037SJ0005,UT,San Juan County,SJ0005,1231,73,806,0,291,1,2,0,58,811,42,535,0,201,1,2,0,30,181.6,14.4,225.4,11.3,211.5,15.9,200.1,13.9,327.6,45.1,439,88.1,398,73.6,374.9,86.1,204.6,13.9,327.6,45.1,404,82.6,294.8,43.6
49037SJ0006,UT,San Juan County,SJ0006,182,19,132,0,20,1,0,0,10,119,14,84,0,16,1,0,0,4,78.1,8.4,96.1,7.4,91,8.4,85.4,9,64.7,7.8,63,13.3,59.8,9.8,55.9,10.8,87.6,8.3,64.7,7.8,59.6,11.3,74.2,9.4
49037SJ0007,UT,San Juan County,SJ0007,1127,77,670,10,292,5,26,3,44,795,54,493,9,181,3,26,0,29,105.9,15.7,128.3,15.1,123.8,14.7,114.7,18,317,47,352.4,79.3,325.3,66.4,330.7,73.8,118.2,15.9,317,47,336.1,73.2,224.8,41.2
49037SJ0008,UT,San Juan County,SJ0008,1470,48,385,3,990,0,5,0,39,1059,32,272,3,727,0,4,0,21,160.5,406.9,214.5,379.8,221.7,378.6,178.9,380.9,279.2,284.2,295.5,431.7,310.8,349.7,302.4,350.5,193.9,386.6,279.2,284.2,302.9,377.3,245.4,370.3
49037SJ0009,UT,San Juan County,SJ0009,178,0,9,0,168,0,0,0,1,128,0,9,0,118,0,0,0,1,5.3,1.6,6.5,1.4,6.4,1.4,5.9,1.4,11,27,0,35,9,23,9,17,6,1.5,11,27,6,25,6.6,13.5
49037SJ0010,UT,San Juan County,SJ0010,285,3,3,1,273,0,1,0,4,194,1,1,1,189,0,1,0,1,18.6,104.6,24.6,99.9,28.4,99.6,19.7,99.2,33.2,111.3,14.4,97,22.3,80.8,22.2,80,22.9,100.8,33.2,111.3,19.6,85.9,22.9,96.5
49037SJ0011,UT,San Juan County,SJ0011,2573,33,167,5,2318,6,6,6,32,1852,23,137,3,1654,6,3,6,20,692.6,703.1,845.1,695.9,849.4,678.9,754.2,711,262.8,731.2,267.6,862.3,292.8,775.2,265.2,742.2,785.3,697.2,262.8,731.2,275.2,793.2,528.7,737.5
49037SJ0012,UT,San Juan County,SJ0012,1036,62,512,5,403,2,8,5,39,679,30,367,0,256,2,3,2,19,62.5,8.4,75.3,8,73.7,8.8,68.6,9.4,246,40,295,77,293,58,295,60,70,8.6,246,40,294.3,65,176.1,33.7
49037SJ002I,UT,San Juan County,SJ002I,1824,285,1375,3,84,4,2,10,61,1269,183,989,1,49,3,2,9,33,252.4,37.9,321.9,25.6,313.8,41.4,292.2,37.4,74.5,16.2,761.4,157.5,757.4,105.6,699.6,160.4,295.1,35.6,74.5,16.2,739.5,141.2,434.1,72.8
49037SJ002U,UT,San Juan County,SJ002U,882,43,787,0,9,4,1,0,38,668,32,597,0,8,2,0,0,29,469.2,138.6,530.8,136.1,524.7,151.7,493.4,136.9,711.2,154.8,305.4,120.5,254.7,112.7,262.4,125.3,504.5,140.8,711.2,154.8,274.2,119.5,444,134.6
49037SJ02GD,UT,San Juan County,SJ02GD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0.1,0
49039AXTSSD,UT,Sanpete County,AXTSSD,224,12,211,0,0,0,0,0,1,184,12,172,0,0,0,0,0,0,94.4,12.1,109.6,19.1,110.6,17.1,104.6,17.1,66.6,12.1,25.2,2.9,23.5,2,23.6,2.8,104.8,16.3,66.6,12.1,24.1,2.6,69.8,10.6
49039AXTU00,UT,Sanpete County,AXTU00,77,14,61,0,2,0,0,0,0,57,7,50,0,0,0,0,0,0,22.6,1.9,25.4,0.9,25.4,1.9,26.4,0.9,25.4,0.9,137.8,16.1,128.5,11,129.3,15.2,24.9,1.4,25.4,0.9,131.9,14.1,65.1,6.1
49039CENM00,UT,Sanpete County,CENM00,1341,169,1110,7,14,9,0,0,32,957,104,811,0,12,5,0,0,25,385.1,35,437.1,42,434.1,49,408.1,47,350.1,33,550.1,58,506.1,43,513.1,65,416.1,43.3,350.1,33,523.1,55.3,448,46.5
49039EPH004,UT,Sanpete County,EPH004,16,5,7,0,3,0,0,1,0,11,3,4,0,3,0,0,1,0,1.2,0.1,1.4,0.1,1.4,0.1,1.4,0.1,1.1,0.1,37.1,7.8,39,4.8,36.9,6.8,1.4,0.1,1.1,0.1,37.7,6.5,14.9,2.5
49039EPH1M0,UT,Sanpete County,EPH1M0,2707,442,2017,38,20,35,66,19,70,2117,310,1612,34,10,29,54,18,50,354.5,72.3,491.7,76.9,487.1,77,443.5,76.9,374.8,76.9,1062,224.4,1113.9,136.5,1055.9,195.8,444.2,75.8,374.8,76.9,1077.3,185.6,672.9,117.1
49039EPH2M0,UT,Sanpete County,EPH2M0,1276,196,979,2,8,4,55,1,31,836,100,677,2,7,3,27,1,19,332,42,458,46,463,43,426,43,355,65,212.2,44.9,222.6,27.3,211,39.1,419.8,43.5,355,65,215.2,37.1,335,43.8
49039EPH3M0,UT,Sanpete County,EPH3M0,1616,141,1394,0,5,12,17,0,47,1140,106,987,0,0,8,14,0,25,297.7,74.9,449.5,62.9,471.5,51,415.6,66.9,368.6,72.9,198.7,42,208.5,25.6,197.6,36.6,408.6,63.9,368.6,72.9,201.6,34.7,326,54.1
49039EPHU0E,UT,Sanpete County,EPHU0E,175,9,156,2,0,0,0,0,8,109,6,101,0,0,0,0,0,2,59,5.1,69.8,6.2,71.7,6.4,67.6,6,57.5,4.1,82.3,8.2,77.3,4.9,76.6,9.8,67,5.9,57.5,4.1,78.7,7.6,70.2,6.3
49039EPHU0W,UT,Sanpete County,EPHU0W,95,5,87,0,2,0,1,0,0,56,5,48,0,2,0,1,0,0,68.5,9.2,85.8,10.4,86.6,10.8,80.6,9.9,67.2,8.7,137.9,23.5,141.2,13.5,134.5,22.5,80.4,10.1,67.2,8.7,137.9,19.8,100.3,13.6
49039FAYM00,UT,Sanpete County,FAYM00,248,33,201,0,0,0,2,0,12,168,23,140,0,0,0,1,0,4,80,4,98,3,102,1,92,7,88,6,121,8,113,4,114,6,93,3.8,88,6,116,6,101,4.9
49039FRVM00,UT,Sanpete County,FRVM00,1203,22,1152,3,0,1,2,2,21,837,6,820,0,0,1,0,2,8,355,29,455,42,497,28,442,46,429,37,579,81,611,30,579,77,437.2,36.2,429,37,589.7,62.7,493.4,46.2
49039FRVU0E,UT,Sanpete County,FRVU0E,956,17,912,1,2,3,0,2,19,720,5,693,1,0,3,0,2,16,178.6,27.6,221.9,29,217.5,30,190.9,34.4,199.8,33.5,286.4,57.6,306,17.7,281.4,47.2,202.2,30.3,199.8,33.5,291.3,40.8,235.3,34.6
49039FRVU0W,UT,Sanpete County,FRVU0W,257,24,232,0,0,0,0,0,1,176,12,163,0,0,0,0,0,1,184.3,28.4,229,30,224.5,31,197.2,35.5,206.3,34.5,295.7,59.3,315.9,18.3,290.6,48.6,208.8,31.2,206.3,34.5,300.8,42.1,242.9,35.7
49039FTGM00,UT,Sanpete County,FTGM00,1197,76,1075,0,6,0,3,1,36,823,53,749,0,5,0,2,0,14,254.8,31.2,312.1,27.9,321.4,27.1,276,33.7,312.1,35.5,435.4,56.5,432,26.1,404.2,56.5,291.1,30,312.1,35.5,423.9,46.4,343.5,36.8
49039GUNM00,UT,Sanpete County,GUNM00,3509,496,2716,114,93,0,2,0,88,2911,413,2230,111,93,0,0,0,64,524.3,59.9,647.1,48.9,659.1,57.9,600.2,61.9,550.3,46.9,762,91.9,731,72.9,736,94.9,607.7,57.2,550.3,46.9,743,86.6,651.3,66.9
49039MAN1M0,UT,Sanpete County,MAN1M0,1750,99,1545,11,19,1,11,10,54,1232,47,1112,7,19,1,3,7,36,484.9,48.4,655.1,59.4,648.2,62.3,576.9,76.5,547.7,61.4,499.8,70.6,469,46.9,481,59.3,591.3,61.6,547.7,61.4,483.2,58.9,545.3,60.6
49039MAN2M0,UT,Sanpete County,MAN2M0,1679,83,1503,6,11,3,15,10,48,1132,52,1031,4,11,1,7,8,18,495,50.6,674.1,63.7,665.3,44.5,606.6,56.9,551.2,57.6,974.5,138.4,916,91.4,938.7,115.9,610.2,54,551.2,57.6,943.1,115.2,727.7,77.4
49039MANU0E,UT,Sanpete County,MANU0E,24,0,23,0,0,0,0,0,1,17,0,16,0,0,0,0,0,1,51.5,4.9,65.7,5.6,66.8,4.9,62.4,6.6,58.5,4.8,87.1,7.6,70.8,8.2,77.8,8.4,61.6,5.5,58.5,4.8,78.6,8.1,67.6,6.4
49039MANU0W,UT,Sanpete County,MANU0W,151,3,139,1,3,1,0,0,4,96,0,93,0,3,0,0,0,0,13.2,1.3,17.1,1.4,17.4,1.1,16.2,1.7,15.4,1.2,26.3,2.4,21.4,2.6,23.6,2.5,15.9,1.4,15.4,1.2,23.8,2.5,18.8,1.8
49039MAYM00,UT,Sanpete County,MAYM00,556,18,519,0,13,0,1,1,4,436,5,417,0,10,0,0,1,3,138.2,30.9,186.4,35.7,194.1,29,174.8,35.7,167,36.7,239.5,51.1,249.1,28,238.5,50.2,173.4,32.8,167,36.7,242.3,43.1,198.4,37.2
49039MORM00,UT,Sanpete County,MORM00,1544,475,1004,0,0,2,39,1,23,1026,268,712,0,0,2,34,0,10,337.2,52.1,422,59.2,441.9,38.2,396.6,56.2,391.6,39.2,508.7,77.5,506.4,25.4,492.6,59.4,399.4,51.4,391.6,39.2,502.6,54.1,437.1,50.9
49039MORU0E,UT,Sanpete County,MORU0E,163,18,133,0,1,0,0,1,10,100,3,95,0,1,0,0,1,0,24.2,2.9,37.9,4.1,37.9,3.7,31.5,3.7,31.5,4.1,51.3,9.7,46.1,6,49.7,7.3,32.9,3.6,31.5,4.1,49,7.7,38.8,5.2
49039MORU0W,UT,Sanpete County,MORU0W,192,7,176,0,5,0,1,0,3,121,3,111,0,3,0,1,0,3,19,2.3,29.9,3.2,29.9,2.9,24.8,2.9,24.8,3.2,40.5,7.7,36.4,4.8,39.2,5.8,25.9,2.8,24.8,3.2,38.7,6.1,30.5,4.1
49039MTP1M0,UT,Sanpete County,MTP1M0,2545,193,2089,23,22,77,19,21,101,1700,101,1453,12,17,35,11,11,60,487.6,143.9,610.4,154.8,637.4,130.9,570.5,131.9,557.5,161.8,794.3,210.8,789.3,121.9,766.3,188.8,576.5,140.4,557.5,161.8,783.3,173.8,651.7,155.6
49039MTP1U0,UT,Sanpete County,MTP1U0,456,10,423,1,0,3,0,0,19,303,6,286,0,0,2,0,0,9,137.4,8.6,181.6,10.8,175.4,10.6,163.6,17.7,143.7,15.8,216.5,24.6,219.5,13.9,206,32.3,164.5,11.9,143.7,15.8,214,23.6,180.5,16.8
49039MTP2M0,UT,Sanpete County,MTP2M0,1110,121,930,7,5,9,3,0,35,774,71,663,5,5,9,1,0,20,285.2,70,329.3,67,348.2,56,320.2,55,280.2,62,412.4,91,407.4,41,391.4,78,320.7,62,280.2,62,403.7,70,346.8,65
49039MTP2U0,UT,Sanpete County,MTP2U0,227,11,206,2,0,2,0,2,4,175,5,163,2,0,2,0,2,1,55,7.6,82.2,7.6,82.1,4.8,72.7,5.8,72.8,10.4,99.3,23.6,99.4,13.1,96.5,20.7,73,6.5,72.8,10.4,98.4,19.1,82.5,11.7
49039MTP3U0,UT,Sanpete County,MTP3U0,186,6,175,0,0,0,0,0,5,126,5,121,0,0,0,0,0,0,42.4,3.8,62.1,3.9,56.2,1.5,52.3,3.6,56.7,6.2,94.3,12.6,84.2,6.4,87.8,10.8,53.2,3.2,56.7,6.2,88.8,9.9,67,6.1
49039NSU10E,UT,Sanpete County,NSU10E,28,4,23,0,0,0,0,0,1,25,4,21,0,0,0,0,0,0,22.1,3.2,27.4,3.6,27.2,3.9,26.3,2.4,26.5,3.8,39,4.7,39.1,2.1,37.3,3.9,25.7,3.3,26.5,3.8,38.5,3.5,30.6,3.5
49039NSU10W,UT,Sanpete County,NSU10W,43,1,41,0,0,0,1,0,0,34,1,32,0,0,0,1,0,0,70.9,8.9,91,9.1,92.7,8.9,80.6,9.3,87.5,10.6,126.7,17.8,123.6,8.9,119.2,16.1,83.8,9.1,87.5,10.6,123.1,14.3,99,11.2
49039NSU20S,UT,Sanpete County,NSU20S,490,132,334,0,1,0,2,6,15,306,64,229,0,1,0,1,0,11,105.2,15.4,130.4,17.5,129.7,18.9,125.5,11.2,126.2,18.2,185.8,22.4,186.5,9.8,178.1,18.2,122.7,15.8,126.2,18.2,183.5,16.8,145.9,16.5
49039NSU2NE,UT,Sanpete County,NSU2NE,101,4,97,0,0,0,0,0,0,69,3,66,0,0,0,0,0,0,4.5,0.7,5.7,0.8,5.6,0.8,5.4,0.5,5.4,0.8,8.1,1,8,0.4,7.7,0.8,5.3,0.7,5.4,0.8,7.9,0.8,6.3,0.7
49039NSU2NW,UT,Sanpete County,NSU2NW,11,2,9,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,1.6,0.2,2.6,0.3,2.6,0.2,2.1,0.2,2.1,0.3,3.5,0.7,3.1,0.4,3.4,0.5,2.2,0.2,2.1,0.3,3.3,0.5,2.6,0.4
49039SPRM00,UT,Sanpete County,SPRM00,949,72,846,0,0,2,6,3,20,720,42,657,0,0,2,3,0,16,274.3,93.6,362.1,86.1,360.2,83,333.8,80.6,326.9,100.3,424.2,140.3,432.4,76.5,394.5,132.1,332.6,85.8,326.9,100.3,417,116.3,363.6,99.1
49039SPRU00,UT,Sanpete County,SPRU00,281,10,251,4,0,5,0,0,11,188,4,177,1,0,0,0,0,6,83.5,18.5,120.2,22.9,118.3,20.4,105.9,15.4,107.2,16.7,197.6,27.2,173.1,13.2,179.6,22.9,107,19.3,107.2,16.7,183.5,21.1,135.7,19.6
49039SSU00C,UT,Sanpete County,SSU00C,188,34,149,2,1,0,0,0,2,131,20,110,0,1,0,0,0,0,27,4.5,32.2,4.6,30.7,6.6,29.2,4.1,25.5,4.4,37.4,5.3,35,4.2,34.9,5.8,29.8,5,25.5,4.4,35.8,5.1,31.5,5
49039SSU00E,UT,Sanpete County,SSU00E,130,15,112,0,0,0,0,0,3,105,10,92,0,0,0,0,0,3,79.3,13.2,93.5,13.2,88.3,20.1,84.6,11.6,72.9,12.7,107.3,14.8,99.3,12.2,99.3,16.4,86.4,14.5,72.9,12.7,102,14.4,90.6,14.3
49039SSU00S,UT,Sanpete County,SSU00S,64,11,51,0,0,0,0,0,2,37,3,33,0,0,0,0,0,1,17.1,3,20.8,3.2,20,4.2,18.9,2.9,16.7,3.1,24.4,3.8,23.3,2.8,23,4.1,19.2,3.3,16.7,3.1,23.6,3.6,20.5,3.4
49039SSU00W,UT,Sanpete County,SSU00W,60,9,50,0,1,0,0,0,0,50,7,42,0,1,0,0,0,0,27.2,4.5,32.1,4.5,30.3,6.9,29,4,25,4.4,36.9,5.1,34.1,4.2,34.1,5.6,29.7,5,25,4.4,35,5,31.1,4.9
49039STRM00,UT,Sanpete County,STRM00,274,9,258,0,0,0,0,0,7,190,3,183,0,0,0,0,0,4,96.4,10.1,94.5,12.1,96.5,12.1,83.5,14.1,82.4,8.1,145.5,11.1,127.5,7.1,138.4,10.1,92.7,12.1,82.4,8.1,137.1,9.4,108.1,10.6
49039WALM00,UT,Sanpete County,WALM00,338,35,292,0,3,2,1,0,5,232,20,203,0,3,2,1,0,3,101.2,25,125.3,28,125.3,25,117.3,26,112.3,24,155.4,30,156.4,23,151.4,32,117.3,26,112.3,24,154.4,28.4,130.6,26.7
49041ANN01I,UT,Sevier County,ANN01I,833,13,803,0,4,0,1,0,12,581,10,561,0,3,0,0,0,7,174.5,14.1,193.3,12.5,189.1,15.1,186,9.9,152.6,13,232.3,18.8,219.8,13,226.6,18.8,185.7,12.9,152.6,13,226.3,16.8,196.8,14.4
49041ANN01N,UT,Sevier County,ANN01N,55,1,53,0,0,0,0,0,1,45,0,44,0,0,0,0,0,1,36.5,2.9,40.4,2.6,39.5,3.2,38.9,2.1,31.9,2.7,48.7,4,46.2,2.7,47.4,4.1,38.8,2.7,31.9,2.7,47.5,3.6,41.2,3
49041ANN01S,UT,Sevier County,ANN01S,11,1,9,0,0,0,0,0,1,5,1,4,0,0,0,0,0,0,123.6,10,136.8,8.8,133.9,10.7,131.7,7,108.1,9.2,164.5,13.3,155.6,9.2,160.4,13.3,131.5,9.1,108.1,9.2,160.2,11.9,139.3,10.2
49041AUR02E,UT,Sevier County,AUR02E,89,8,74,0,1,1,0,0,5,69,4,59,0,1,1,0,0,4,177.6,14.9,196.6,14.3,188.3,21.3,186.9,16.9,146.5,12.5,225,18.9,203.5,19.7,215.3,21,187.3,16.8,146.5,12.5,214.6,19.8,192.5,17.4
49041AUR02I,UT,Sevier County,AUR02I,983,23,942,2,0,0,1,0,15,710,17,683,0,0,0,0,0,10,32.6,2.7,36,2.5,34.5,3.8,34.2,3,26.9,2.1,40.9,3.3,36.9,3.5,39.1,3.7,34.3,3,26.9,2.1,39,3.5,35.1,3.1
49041AUR02W,UT,Sevier County,AUR02W,62,2,60,0,0,0,0,0,0,58,2,56,0,0,0,0,0,0,248.7,20.4,275,18.8,263.2,29,261.6,22.6,205.3,16.1,312.2,25.3,282.1,26.9,298.7,28.5,262.1,22.7,205.3,16.1,297.7,26.9,268.4,23.5
49041CV4I--,UT,Sevier County,CV4I--,647,16,606,2,1,1,1,0,20,428,10,409,1,1,1,0,0,6,250.5,16.3,281.5,22.8,274,27.5,274.8,19,222.4,22.2,357.5,33.4,349.5,21.2,338.7,46.3,270.2,21.4,222.4,22.2,348.6,33.6,293.6,26.1
49041CV4UEA,UT,Sevier County,CV4UEA,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12.9,0.8,14.5,1.2,14.1,1.4,14.1,1,11.4,1.1,18.4,1.7,18,1.1,17.4,2.4,13.9,1.1,11.4,1.1,17.9,1.7,15.1,1.3
49041CV4UEB,UT,Sevier County,CV4UEB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49041CV4UW-,UT,Sevier County,CV4UW-,44,1,43,0,0,0,0,0,0,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49041ELS05E,UT,Sevier County,ELS05E,496,81,387,1,2,0,2,8,15,353,52,277,1,2,0,2,6,13,98.3,12.4,104.9,15.2,99.1,19.1,101.2,12.4,80.2,13.1,145.2,17.2,126,17.3,140.8,16.9,100.9,14.8,80.2,13.1,137.3,17.1,111.9,15.5
49041ELS05I,UT,Sevier County,ELS05I,802,21,743,0,11,4,1,3,19,598,15,552,0,8,4,1,3,15,108.2,14.6,114.7,17.7,107.6,22.6,110.4,14.3,90.2,15.2,145.3,17.4,125.8,18,141.1,17.1,110.2,17.3,90.2,15.2,137.4,17.5,117.9,17.1
49041ELS05W,UT,Sevier County,ELS05W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.4,13.5,106.4,16.4,99.8,21,102.4,13.2,83.7,14.1,134.7,16.1,116.7,16.7,130.8,15.8,102.2,16,83.7,14.1,127.4,16.2,109.4,15.9
49041GLN06I,UT,Sevier County,GLN06I,474,12,445,0,2,0,0,1,14,351,7,335,0,2,0,0,1,6,47.3,2.4,52.2,2.6,50.8,3.8,50.3,2.3,40.5,3.5,57.8,3.3,54.6,3.5,55,5.2,50.1,2.8,40.5,3.5,55.8,4,51.1,3.3
49041GLN06N,UT,Sevier County,GLN06N,38,0,38,0,0,0,0,0,0,29,0,29,0,0,0,0,0,0,25,1.3,27.6,1.4,26.9,2,26.6,1.2,21.4,1.9,30.5,1.8,28.9,1.9,29.1,2.8,26.5,1.5,21.4,1.9,29.5,2.1,27,1.8
