GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_18_rep_wic,uss_18_dem_bar,uss_r18_rep_hyd,uss_r18_dem_esp,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_hyd,uss_20_dem_esp,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
28011000502,MS,Bolivar County,000502,476,5,389,56,0,4,0,1,21,371,0,306,46,0,3,0,1,15,190.2,8.4,152.9,8.3,137.7,10.4,194,11.4,188,15.5,190.2,8.4,152.9,8.3,191,13.4,172.6,10.8
28011000503,MS,Bolivar County,000503,1840,19,251,1544,0,8,0,0,18,1404,14,215,1153,0,8,0,0,14,145,873.7,138,606.6,107.2,715.8,137,843.9,121.1,864.8,145,873.7,138,606.6,129.1,854.3,129.7,781
28011000504,MS,Bolivar County,000504,311,4,60,247,0,0,0,0,0,258,0,49,209,0,0,0,0,0,27,125,27,105,23,121,31,140,29,142,27,125,27,105,30,141,27.4,126.6
28011000505,MS,Bolivar County,000505,1638,4,31,1579,0,4,0,0,20,1093,2,21,1058,0,3,0,0,9,34,595.2,34.7,415.3,17.3,458,40.5,575,26,593.7,34,595.2,34.7,415.3,33.2,584.4,30.5,527.4
28013000001,MS,Calhoun County,000001,838,15,773,32,1,2,0,1,14,688,12,638,24,1,1,0,1,11,347,38,275,27,254,33,388,52,374,59,347,38,275,27,381,55.5,327.6,41.8
28013000002,MS,Calhoun County,000002,1895,56,1453,350,2,4,0,1,29,1508,37,1174,275,2,2,0,1,17,695,213,532,138,472,178,749,227,715,255,695,213,532,138,732,241,632.6,202.2
28013000003,MS,Calhoun County,000003,1476,42,1148,230,4,4,0,3,45,1198,21,961,180,4,4,0,0,28,634,92,456,57,424,76,662,103,629,125,634,92,456,57,645.5,114,561,90.6
28013000004,MS,Calhoun County,000004,1025,28,298,662,4,1,0,1,31,788,14,220,533,4,1,0,0,16,86,425,82,275,66,315,103,377,95,394,86,425,82,275,99,385.5,86.4,357.2
28013000005,MS,Calhoun County,000005,1451,36,640,741,1,0,0,1,32,1118,15,521,557,1,0,0,0,24,313,380,229,273,201,311,325,400,290,436,313,380,229,273,307.5,418,271.6,360
28013000006,MS,Calhoun County,000006,1153,45,863,213,0,2,0,0,30,923,32,700,167,0,2,0,0,22,420,142,268,84,258,106,428,138,390,160,420,142,268,84,409,149,352.8,126
28013000007,MS,Calhoun County,000007,1842,414,1033,357,0,2,0,0,36,1404,254,830,296,0,2,0,0,22,449.4,203.8,344.6,114.5,342.6,161.1,517.3,196.1,468.8,235.8,449.4,203.8,344.6,114.5,493,215.9,424.5,182.3
28013000008,MS,Calhoun County,000008,771,23,586,138,0,1,0,3,20,615,13,484,103,0,0,0,0,15,371,90,274,56,269,74,381,97,359,117,371,90,274,56,370,107,330.8,86.8
28013000009,MS,Calhoun County,000009,2093,57,1361,570,0,1,0,7,97,1651,34,1151,404,0,1,0,4,57,775,246,596,156,534,193,753,243,716,272,775,246,596,156,734.5,257.5,674.8,222
28013000010,MS,Calhoun County,000010,722,31,507,151,3,0,0,1,29,539,21,396,105,3,0,0,0,14,286,74,229,46,215,63,303,63,290,77,286,74,229,46,296.5,70,264.6,64.6
28015000101,MS,Carroll County,000101,1378,18,1228,78,3,2,0,6,43,1107,16,985,64,3,2,0,6,31,722.4,62.5,546.1,47.3,469,60.5,761.6,64.5,717.5,93.6,722.4,62.5,546.1,47.3,739.6,79.1,643.3,65.7
28015000102,MS,Carroll County,000102,273,5,225,34,0,1,0,0,8,209,2,179,26,0,1,0,0,1,137.5,23.5,116.7,14.5,110.4,20.8,142.9,20.8,134.8,28,137.5,23.5,116.7,14.5,138.9,24.4,128.5,21.5
28015000103,MS,Carroll County,000103,352,2,321,21,0,2,0,0,6,282,2,257,17,0,2,0,0,4,175.9,5.6,139.6,3.6,134.9,4.3,183.5,5.3,172.6,13.1,175.9,5.6,139.6,3.6,178.1,9.2,161.3,6.4
28015000104,MS,Carroll County,000104,640,5,526,94,0,2,0,0,13,516,2,427,75,0,2,0,0,10,368.2,72.3,271.3,50,253.2,58,364.3,69.3,347.3,82.4,368.2,72.3,271.3,50,355.8,75.8,320.9,66.4
28015000105,MS,Carroll County,000105,628,1,415,199,0,2,0,0,11,513,1,345,160,0,2,0,0,5,208.1,121.1,180.3,96,160.6,114.8,245.8,141.7,241.3,146.2,208.1,121.1,180.3,96,243.6,144,207.2,124
28015000106,MS,Carroll County,000106,839,25,589,211,1,0,0,0,13,706,21,499,175,1,0,0,0,10,306,58,237,33,197,48,309,63,299,69,306,58,237,33,304,66,269.6,54.2
28015000107,MS,Carroll County,000107,685,18,595,48,0,7,0,2,15,557,12,490,38,0,7,0,2,8,350,27,257,24,242,23,368,36,356,42,350,27,257,24,362,39,314.6,30.4
28015000108,MS,Carroll County,000108,1118,13,416,658,2,1,0,4,24,901,9,332,539,2,1,0,3,15,242.2,449.5,223,344.9,164.9,360.1,262.4,451.9,246,476.3,242.2,449.5,223,344.9,254.2,464.1,227.7,416.5
28015000109,MS,Carroll County,000109,839,25,723,63,0,4,0,0,24,658,21,570,49,0,1,0,0,17,429,42,303,34,276,43,394,44,373,59,429,42,303,34,383.5,51.5,355,44.4
28015000110,MS,Carroll County,000110,498,4,328,159,1,1,0,0,5,394,3,279,108,1,0,0,0,3,198,67,141,47,141,60,213,74,192,92,198,67,141,47,202.5,83,177,68
28015000111,MS,Carroll County,000111,448,2,176,253,1,1,0,4,11,356,0,151,192,1,1,0,4,7,89,168,75,123,61,139,94,173,89,183,89,168,75,123,91.5,178,81.6,157.2
28015000112,MS,Carroll County,000112,312,5,102,201,0,0,0,0,4,257,5,83,166,0,0,0,0,3,71,147,56,105,50,130,72,157,67,163,71,147,56,105,69.5,160,63.2,140.4
28015000113,MS,Carroll County,000113,992,17,462,480,5,3,0,0,25,867,16,425,400,5,3,0,0,18,198,169,158,117,137,149,205,169,194,187,198,169,158,117,199.5,178,178.4,158.2
28015000114,MS,Carroll County,000114,996,14,423,531,2,3,0,2,21,799,12,368,395,2,3,0,2,17,305,268,233,173,216,217,310,260,288,289,305,268,233,173,299,274.5,270.4,241.4
28017000101,MS,Chickasaw County,000101,1363,56,912,359,0,1,0,1,34,1023,43,716,253,0,1,0,0,10,339,121,214,81,184,109,337,121,305,147,339,121,214,81,321,134,275.8,115.8
28017000102,MS,Chickasaw County,000102,683,25,248,399,0,0,0,0,11,547,18,199,320,0,0,0,0,10,117,177,110,109,81,158,128,192,112,213,117,177,110,109,120,202.5,109.6,169.8
28017000103,MS,Chickasaw County,000103,685,67,369,218,4,6,0,0,21,537,42,300,177,4,4,0,0,10,163.4,112.2,132.5,76.4,132.5,89.9,173.1,111.2,165.4,127.7,163.4,112.2,132.5,76.4,169.2,119.4,153.4,103.5
28017000104,MS,Chickasaw County,000104,868,11,417,413,1,0,0,0,26,743,7,381,336,1,0,0,0,18,252,281,197,196,187,250,250,268,237,284,252,281,197,196,243.5,276,224.6,255.8
28017000105,MS,Chickasaw County,000105,1467,15,520,890,1,2,0,2,37,1156,11,472,648,1,1,0,0,23,306,354,241,249,222,356,305,436,284,464,306,354,241,249,294.5,450,271.6,371.8
28017000106,MS,Chickasaw County,000106,1456,17,172,1230,2,1,0,3,31,1097,15,139,914,2,0,0,3,24,70,657,71,433,56,565,74,667,70,689,70,657,71,433,72,678,68.2,602.2
28017000107,MS,Chickasaw County,000107,641,4,285,343,0,1,0,0,8,525,4,237,277,0,0,0,0,7,130,228,105,192,90,215,126,225,115,236,130,228,105,192,120.5,230.5,113.2,219.2
28017000108,MS,Chickasaw County,000108,860,13,219,606,1,4,0,0,17,643,9,170,452,1,2,0,0,9,110.6,380.8,99.5,271.6,75.5,323.1,115.9,389.8,98.6,415.3,110.6,380.8,99.5,271.6,107.3,402.6,100,356.1
28017000109,MS,Chickasaw County,000109,2835,186,1932,627,3,12,0,0,75,2151,107,1545,448,3,12,0,0,36,970,229,791,148,713,187,918,250,879,296,970,229,791,148,898.5,273,854.2,222
28017000111,MS,Chickasaw County,000111,2270,121,660,1443,1,0,0,5,40,1707,80,535,1061,1,0,0,5,25,194,670,170,456,128,579,200,673,177,713,194,670,170,456,188.5,693,173.8,618.2
28017000112,MS,Chickasaw County,000112,1225,32,1012,142,0,5,0,2,32,966,20,828,94,0,5,0,0,19,485,47,349,43,333,42,526,76,495,96,485,47,349,43,510.5,86,437.6,60.8
28017000113,MS,Chickasaw County,000113,1186,65,868,208,0,5,0,1,39,922,37,698,156,0,5,0,1,25,472,122,417,90,370,111,511,143,489,166,472,122,417,90,500,154.5,451.8,126.4
28017000114,MS,Chickasaw County,000114,630,11,467,138,0,2,0,0,12,511,5,393,103,0,2,0,0,8,248,79,202,52,180,68,242,74,238,80,248,79,202,52,240,77,222,70.6
28017000115,MS,Chickasaw County,000115,425,4,284,128,0,1,0,0,8,313,2,206,104,0,1,0,0,0,145,60.1,116.4,34.3,105.9,48.6,139.3,52.5,126.9,66.8,145,60.1,116.4,34.3,133.1,59.6,126.7,52.5
28017000116,MS,Chickasaw County,000116,512,15,219,263,0,1,0,1,13,381,8,168,197,0,1,0,0,7,131.6,134.2,106.4,82.5,102.4,110.9,138.7,134.9,129.2,144.2,131.6,134.2,106.4,82.5,134,139.6,121.7,121.3
28019000001,MS,Choctaw County,000001,449,7,263,167,0,0,0,2,10,363,3,227,127,0,0,0,2,4,128,82,109,58,96,68,138,92,126,102,128,82,109,58,132,97,119.4,80.4
28019000002,MS,Choctaw County,000002,506,6,134,352,0,0,0,0,14,391,3,111,268,0,0,0,0,9,80,220.7,60.3,146.1,55.2,184.5,87.2,205.5,76,220.6,80,220.7,60.3,146.1,81.6,213,71.8,195.5
28019000003,MS,Choctaw County,000003,1856,29,1345,418,3,0,0,0,61,1374,14,1041,282,3,0,0,0,34,703.2,146.4,527.9,109.6,467.1,142.4,783.9,167.3,733,202.2,703.2,146.4,527.9,109.6,758.5,184.8,643,153.6
28019000004,MS,Choctaw County,000004,608,3,110,475,1,0,0,1,18,467,1,93,362,1,0,0,1,9,53.8,262.6,50.1,177.4,36.9,218.6,48.1,249.7,50,248.8,53.8,262.6,50.1,177.4,49,249.2,47.8,231.4
28019000005,MS,Choctaw County,000005,698,9,465,195,3,0,0,0,26,571,6,382,161,1,0,0,0,21,196,67,135,46,134,49,205,72,187,81,196,67,135,46,196,76.5,171.4,63
28019000006,MS,Choctaw County,000006,540,17,290,224,0,0,0,0,9,446,8,248,183,0,0,0,0,7,171,97.3,131.7,64.9,125.8,83.5,180.8,83.5,173,89.4,171,97.3,131.7,64.9,176.9,86.5,156.4,83.7
28019000007,MS,Choctaw County,000007,659,13,513,110,3,3,0,1,16,460,9,351,83,3,2,0,1,11,240,57,200,29,191,40,271,53,256,61,240,57,200,29,263.5,57,231.6,48
28019000008,MS,Choctaw County,000008,466,5,434,14,4,0,0,0,9,383,1,363,9,3,0,0,0,7,210.7,16.3,160.6,10.6,159.6,6.9,236.2,7.8,211.7,22.9,210.7,16.3,160.6,10.6,223.9,15.4,195.8,12.9
28019000009,MS,Choctaw County,000009,485,3,310,160,0,0,0,3,9,383,2,258,117,0,0,0,3,3,180,74,149,39,140,56,191,64,186,71,180,74,149,39,188.5,67.5,169.2,60.8
28019000010,MS,Choctaw County,000010,401,3,328,57,0,1,0,0,12,346,2,287,47,0,0,0,0,10,156.4,58.7,111.5,49.4,98.5,61.1,165,57.2,153.5,67.1,156.4,58.7,111.5,49.4,159.2,62.1,137,58.7
28019000011,MS,Choctaw County,000011,395,0,358,31,0,1,0,0,5,313,0,285,23,0,1,0,0,4,162.8,21.4,129.4,8.3,115.3,14.3,189.1,31.4,176,36.5,162.8,21.4,129.4,8.3,182.5,34,154.5,22.4
28019000012,MS,Choctaw County,000012,664,10,619,21,1,1,0,0,12,519,4,489,13,1,1,0,0,11,311,15,201,9,192,5,303,13,291,20,311,15,201,9,297,16.5,259.6,12.4
28019000013,MS,Choctaw County,000013,519,12,390,108,0,0,0,0,9,431,10,320,93,0,0,0,0,8,197,100,137,44,122,71,205,89,194,98,197,100,137,44,199.5,93.5,171,80.4
28021000101,MS,Claiborne County,000101,1432,7,147,1252,2,0,0,3,21,1138,4,137,976,1,0,0,3,17,88.9,537,100.7,381.4,74,462.4,80.4,560.5,77.2,579.5,88.9,537,100.7,381.4,78.8,570,84.2,504.1
28021000102,MS,Claiborne County,000102,11,0,0,11,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28021000103,MS,Claiborne County,000103,1248,10,7,1228,0,0,0,1,2,1175,8,7,1158,0,0,0,1,1,4,295,12,165,0,192,7,320,3,326,4,295,12,165,5,323,5.2,259.6
28021000201,MS,Claiborne County,000201,1049,15,134,871,2,0,0,0,27,825,13,117,669,2,0,0,0,24,95.9,630.1,108.8,398.1,72.4,495.8,118.7,576.3,102.4,611.4,95.9,630.1,108.8,398.1,110.6,593.8,99.6,542.3
28021000301,MS,Claiborne County,000301,1480,7,276,1176,0,0,0,1,20,1134,4,258,854,0,0,0,0,18,152.9,686.2,155.8,462,120.1,581,148.9,690.6,137.1,713.6,152.9,686.2,155.8,462,143,702.1,143,626.7
28021000302,MS,Claiborne County,000302,135,4,45,82,0,0,0,0,4,116,3,42,68,0,0,0,0,3,34,14.7,26.6,16.2,22.2,19.5,25.3,19.2,24.1,20.4,34,14.7,26.6,16.2,24.7,19.8,26.4,18
28021000401,MS,Claiborne County,000401,187,3,126,55,1,0,0,0,2,169,2,116,48,1,0,0,0,2,27.2,146.7,58.6,13.7,56.7,18.6,68.4,29.3,68.4,27.4,27.2,146.7,58.6,13.7,68.4,28.3,55.9,47.1
28021000402,MS,Claiborne County,000402,1618,15,111,1473,2,0,0,2,15,1200,11,97,1077,2,0,0,2,11,79.5,576.2,94.1,456.1,48.9,608.9,75.3,683.2,68.1,706.1,79.5,576.2,94.1,456.1,71.7,694.7,73.2,606.1
28021000403,MS,Claiborne County,000403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.1,0.2,0,0.2,0.1,0.3,0.1,0.3,0.1,0.3,0.1,0.2,0.1,0.3,0.1,0.2
28021000501,MS,Claiborne County,000501,1157,3,33,1111,1,0,0,1,8,852,2,25,819,0,0,0,1,5,23,406,42,310,19,363,23,487,19,497,23,406,42,310,21,492,25.2,412.6
28021000502,MS,Claiborne County,000502,818,8,95,700,0,0,0,0,15,604,4,85,503,0,0,0,0,12,39,402,57,257,43,343,60,394,60,413,39,402,57,257,60,403.5,51.8,361.8
28023000101,MS,Clarke County,000101,1345,20,532,745,5,2,1,6,34,1018,11,425,550,1,2,1,3,25,253.9,401.9,203.9,308.9,167.9,338.9,276.9,444.8,270.9,462.8,253.9,401.9,203.9,308.9,273.9,453.8,234.7,391.5
28023000102,MS,Clarke County,000102,486,10,228,235,0,0,0,2,11,382,6,180,186,0,0,0,1,9,116.1,125.2,89.1,90.1,78.1,103.1,111.1,136.2,108.1,140.2,116.1,125.2,89.1,90.1,109.6,138.2,100.5,118.9
28023000103,MS,Clarke County,000103,264,0,166,90,0,0,0,0,8,215,0,138,69,0,0,0,0,8,83,42,62,33,48,34,93,47,88,52,83,42,62,33,90.5,49.5,74.8,41.6
28023000104,MS,Clarke County,000104,719,3,199,498,2,0,0,0,17,506,1,145,351,1,0,0,0,8,96.3,214.2,71.7,147.4,64.9,171,90.4,239.8,86.5,245.7,96.3,214.2,71.7,147.4,88.4,242.7,82,203.6
28023000105,MS,Clarke County,000105,126,0,33,91,0,0,0,0,2,95,0,21,72,0,0,0,0,2,15,36,13,18,11,28,19,35,16,39,15,36,13,18,17.5,37,14.8,31.2
28023000202,MS,Clarke County,000202,490,3,161,312,1,0,0,0,13,362,3,129,217,1,0,0,0,12,84.8,163.3,54.5,140.4,54.3,148.4,94.2,197.3,93.1,204.4,84.8,163.3,54.5,140.4,93.7,200.9,76.2,170.8
28023000204,MS,Clarke County,000204,491,4,69,404,0,0,0,0,14,359,2,51,297,0,0,0,0,9,29.8,183.8,28.9,122.6,21.3,147.2,30.6,200.9,30.6,205.1,29.8,183.8,28.9,122.6,30.6,203,28.3,171.9
28023000205,MS,Clarke County,000205,849,8,161,663,0,0,0,2,15,682,4,124,541,0,0,0,2,11,101.3,426.6,81.2,312.7,73.1,351.3,92.4,449,82.4,461.6,101.3,426.6,81.2,312.7,87.4,455.3,86.1,400.2
28023000206,MS,Clarke County,000206,416,3,163,235,1,0,0,0,14,303,1,126,163,1,0,0,0,12,61,140,50,102,35,126,64,143,60,150,61,140,50,102,62,146.5,54,132.2
28023000301,MS,Clarke County,000301,2321,30,1836,374,0,1,2,5,73,1712,13,1338,306,0,1,2,5,47,978.2,196.4,745.4,156.9,634.9,171.1,1024.1,221.3,976.1,253.8,978.2,196.4,745.4,156.9,1000.1,237.5,871.7,199.9
28023000303,MS,Clarke County,000303,926,5,703,206,0,0,0,2,10,716,2,572,133,0,0,0,2,7,323.7,72.8,253.3,57.6,226.1,61,351.6,88.2,331.5,102.3,323.7,72.8,253.3,57.6,341.6,95.3,297.2,76.4
28023000304,MS,Clarke County,000304,594,8,350,222,0,0,0,0,14,469,2,283,175,0,0,0,0,9,166.9,110.6,126.9,75.7,118.7,82.5,186.9,112.1,174.9,122.2,166.9,110.6,126.9,75.7,180.9,117.2,154.9,100.6
28023000305,MS,Clarke County,000305,337,5,268,52,0,0,1,0,11,271,5,218,38,0,0,1,0,9,143.2,23.7,112.6,28.6,97.7,27.6,174.8,26.7,161.9,34.6,143.2,23.7,112.6,28.6,168.3,30.6,138,28.2
28023000401,MS,Clarke County,000401,1128,3,1071,36,2,2,0,0,14,877,2,826,32,2,2,0,0,13,524.8,33.6,410.6,22.1,376.1,26.9,591.9,30.7,567.9,42.2,524.8,33.6,410.6,22.1,579.9,36.5,494.3,31.1
28023000402,MS,Clarke County,000402,341,2,314,19,0,0,0,0,6,268,0,251,14,0,0,0,0,3,197.1,17.4,135.9,9.7,127.2,8.2,172.5,14,164.6,18.7,197.1,17.4,135.9,9.7,168.5,16.3,159.5,13.6
28023000403,MS,Clarke County,000403,336,2,303,10,0,0,1,0,20,263,0,247,4,0,0,1,0,11,152,2,129,5,123,2,164,3,160,7,152,2,129,5,162,5,145.6,3.8
28023000404,MS,Clarke County,000404,275,2,150,120,0,0,0,0,3,222,2,117,101,0,0,0,0,2,55,74,50,52,41,57,72,76,70,77,55,74,50,52,71,76.5,57.6,67.2
28023000405,MS,Clarke County,000405,787,7,538,211,2,0,0,0,29,601,3,432,147,1,0,0,0,18,243.5,65,177.7,55.7,157.2,62.1,260.1,72,249.1,81.1,243.5,65,177.7,55.7,254.6,76.6,217.5,67.2
28023000406,MS,Clarke County,000406,333,0,298,28,0,0,0,1,6,253,0,236,17,0,0,0,0,0,189,18,143,15,134,17,194,24,186,29,189,18,143,15,190,26.5,169.2,20.6
28023000501,MS,Clarke County,000501,214,0,182,22,0,0,0,0,10,162,0,148,8,0,0,0,0,6,100,6,73,8,71,3,105,5,107,4,100,6,73,8,106,4.5,91.2,5.2
28023000502,MS,Clarke County,000502,215,0,91,119,0,0,1,0,4,166,0,75,87,0,0,1,0,3,60,70,51,42,36,53,66,75,63,75,60,70,51,42,64.5,75,55.2,63
28023000503,MS,Clarke County,000503,2151,12,1811,278,3,3,0,3,41,1737,9,1476,217,0,3,0,1,31,1001.4,95.5,748.5,79.6,679.5,82.7,1019.4,127,968.3,168.3,1001.4,95.5,748.5,79.6,993.9,147.6,883.4,110.6
28023000504,MS,Clarke County,000504,471,5,323,133,0,0,0,3,7,388,4,266,111,0,0,0,3,4,161,67,133,50,110,54,163,70,153,77,161,67,133,50,158,73.5,144,63.6
28025000101,MS,Clay County,000101,901,10,384,480,0,0,0,3,24,719,6,329,367,0,0,0,0,17,209.9,281.2,177.8,211.8,158.8,248.3,237.6,294.6,229,310,209.9,281.2,177.8,211.8,233.3,302.3,202.6,269.2
28025000102,MS,Clay County,000102,2450,19,875,1498,4,5,1,7,41,1949,10,762,1140,1,4,1,4,27,562,756,466,541,402,674,552,788,531,833,562,756,466,541,541.5,810.5,502.6,718.4
28025000201,MS,Clay County,000201,980,19,486,451,0,2,0,1,21,814,17,437,345,0,2,0,1,12,219.6,282.2,189.8,210.7,176.9,252.4,265.4,292.2,252.4,307.1,219.6,282.2,189.8,210.7,258.9,299.6,220.8,268.9
28025000202,MS,Clay County,000202,461,13,182,258,0,0,0,2,6,372,3,154,207,0,0,0,2,6,119,179,98,140,82,171,126,192,113,206,119,179,98,140,119.5,199,107.6,177.6
28025000203,MS,Clay County,000203,2352,32,1385,865,5,12,0,11,42,1865,21,1143,656,1,10,0,2,32,874,504,741,387,689,456,860,556,846,593,874,504,741,387,853,574.5,802,499.2
28025000301,MS,Clay County,000301,1411,7,786,580,1,3,0,1,33,1126,7,662,440,0,2,0,0,15,501,294,389,226,370,252,520,310,506,338,501,294,389,226,513,324,457.2,284
28025000302,MS,Clay County,000302,2036,19,802,1151,5,13,0,5,41,1572,17,668,843,4,10,0,0,30,360,473,289,324,245,395,340,522,327,541,360,473,289,324,333.5,531.5,312.2,451
28025000303,MS,Clay County,000303,547,2,313,222,2,1,0,0,7,453,2,259,185,2,0,0,0,5,172,159,144,119,135,140,185,149,176,159,172,159,144,119,180.5,154,162.4,145.2
28025000401,MS,Clay County,000401,1232,6,223,990,0,0,0,0,13,952,2,179,763,0,0,0,0,8,88,544,82,375,69,459,103,556,102,568,88,544,82,375,102.5,562,88.8,500.4
28025000403,MS,Clay County,000403,2561,19,545,1924,9,10,0,1,53,1886,12,428,1399,6,8,0,0,33,294,948,226,677,188,789,278,921,262,973,294,948,226,677,270,947,249.6,861.6
28025000501,MS,Clay County,000501,2079,26,526,1481,2,6,0,3,35,1554,18,442,1059,0,4,0,3,28,301,745,239,513,203,664,271,747,252,781,301,745,239,513,261.5,764,253.2,690
28025000502,MS,Clay County,000502,259,0,223,27,0,2,0,2,5,230,0,206,16,0,1,0,2,5,163,23,118,11,111,19,159,17,145,27,163,23,118,11,152,22,139.2,19.4
28025000503,MS,Clay County,000503,764,4,360,383,7,0,0,1,9,629,4,299,314,5,0,0,0,7,223,248,190,178,165,212,217,235,208,250,223,248,190,178,212.5,242.5,200.6,224.6
28025000504,MS,Clay County,000504,603,10,106,475,0,3,0,0,9,493,9,89,385,0,3,0,0,7,71,288,67,179,46,235,75,267,64,288,71,288,67,179,69.5,277.5,64.6,251.4
28027000001,MS,Coahoma County,000001,477,2,246,212,1,0,0,1,15,402,2,216,170,1,0,0,0,13,120.9,151,98.3,96.5,82.9,120.9,137.7,144.7,125.9,153.2,120.9,151,98.3,96.5,131.8,148.9,113.1,133.3
28027000002,MS,Coahoma County,000002,331,0,19,309,1,0,0,0,2,242,0,12,229,1,0,0,0,0,37.1,182.2,39.6,122.6,25.6,162.8,36.3,180.3,28.8,186,37.1,182.2,39.6,122.6,32.5,183.2,33.5,166.8
28027000003,MS,Coahoma County,000003,1372,57,185,1091,2,7,0,13,17,1093,55,183,822,2,7,0,11,13,47.4,487.4,51.2,323.9,22.2,398.1,42.4,438.3,35.3,459.5,47.4,487.4,51.2,323.9,38.8,448.9,39.7,421.5
28027000004,MS,Coahoma County,000004,1178,9,19,1141,1,1,0,0,7,803,8,12,779,1,0,0,0,3,10,609,14,341,4,440,16,542,11,557,10,609,14,341,13.5,549.5,11,497.8
28027000005,MS,Coahoma County,000005,1632,30,908,637,2,31,0,3,21,1334,29,767,498,2,25,0,0,13,567,301.8,538.1,192.9,474.5,263.3,593.1,324,561.2,357.8,567,301.8,538.1,192.9,577.2,340.9,546.8,288
28027000006,MS,Coahoma County,000006,322,17,65,227,1,2,0,2,8,249,13,56,173,1,0,0,0,6,29.6,146.6,22.8,87.1,14.8,102.9,35.6,124.7,26.7,135.5,29.6,146.6,22.8,87.1,31.2,130.1,25.9,119.3
28027000008,MS,Coahoma County,000008,3506,55,942,2413,4,9,0,10,73,2546,35,796,1649,2,9,0,8,47,607.6,652,491.2,439.5,428.2,565.9,532.7,733.1,495.1,780.1,607.6,652,491.2,439.5,513.9,756.6,511,634.1
28027000009,MS,Coahoma County,000009,889,16,90,765,2,0,0,0,16,704,10,78,600,2,0,0,0,14,54,411.6,72.9,237.8,45,327.7,69.9,373.6,57.9,382.6,54,411.6,72.9,237.8,63.9,378.1,59.9,346.7
28027000010,MS,Coahoma County,000010,262,11,201,41,0,0,0,0,9,215,4,172,30,0,0,0,0,9,171.1,28.4,132.3,23.6,113.4,29.3,171.1,27.4,157.8,40.6,171.1,28.4,132.3,23.6,164.5,34,149.2,29.9
28027000011,MS,Coahoma County,000011,3226,49,342,2745,3,38,0,1,48,2321,26,296,1928,2,30,0,1,38,212.3,1038.3,183.2,628.6,123.1,876.7,173.8,959.3,140.9,1000.7,212.3,1038.3,183.2,628.6,157.4,980,166.7,900.7
28027000012,MS,Coahoma County,000012,352,7,201,142,0,1,0,1,0,254,2,148,102,0,1,0,1,0,54.2,90.2,47,58.5,41.1,72.1,50.9,94.2,47.9,98.1,54.2,90.2,47,58.5,49.4,96.1,48.2,82.6
28027000013,MS,Coahoma County,000013,138,3,85,47,0,1,0,0,2,97,2,56,37,0,1,0,0,1,19.7,35.4,19.7,18.9,20.5,27.6,22,35.4,21.3,36.2,19.7,35.4,19.7,18.9,21.7,35.8,20.6,30.7
28027000014,MS,Coahoma County,000014,3373,36,100,3175,1,5,0,2,54,2348,21,85,2196,1,4,0,0,41,58.7,1130.2,65,608.3,34.6,817.3,81.7,954.3,52.4,999.8,58.7,1130.2,65,608.3,67,977.1,58.5,902
28027000015,MS,Coahoma County,000015,392,7,229,149,1,0,0,0,6,310,4,179,121,1,0,0,0,5,78.8,48.2,63.8,26.8,54,46.3,77,63.2,68.2,73.8,78.8,48.2,63.8,26.8,72.6,68.5,68.3,51.6
28027000016,MS,Coahoma County,000016,166,3,119,34,2,0,0,1,7,129,2,98,22,2,0,0,0,5,34,16,28,11,26,14,34,21,33,22,34,16,28,11,33.5,21.5,31,16.8
28027000017,MS,Coahoma County,000017,1599,8,34,1533,0,6,0,0,18,1147,7,33,1088,0,5,0,0,14,19.4,538,30,341.5,8.9,440,26,494.5,11,518.6,19.4,538,30,341.5,18.5,506.5,19.1,466.5
28027000018,MS,Coahoma County,000018,1739,32,387,1245,4,9,0,9,53,1358,21,345,929,1,7,0,9,46,230.2,411.8,221.9,233.5,176.3,316.1,215.8,412,203.5,429.4,230.2,411.8,221.9,233.5,209.6,420.7,209.5,360.6
28027000019,MS,Coahoma County,000019,436,8,113,303,1,2,0,1,8,363,8,108,236,1,2,0,1,7,74,100,59,66,53,90,59,98,55,106,74,100,59,66,57,102,60,92
28029000101,MS,Copiah County,000101,3027,143,1218,1572,4,10,3,1,76,2366,78,1067,1158,4,7,2,1,49,645.3,768.1,541.4,557.4,492.4,688.2,681.2,772.1,655.3,800.1,645.3,768.1,541.4,557.4,668.2,786.1,603.1,717.2
28029000103,MS,Copiah County,000103,503,16,200,272,0,1,1,3,10,370,5,158,199,0,1,0,3,4,88.2,171.6,79.4,122.5,69.6,145.1,89.2,157.8,84.3,166.7,88.2,171.6,79.4,122.5,86.8,162.2,82.2,152.7
28029000104,MS,Copiah County,000104,2162,83,124,1896,2,7,3,1,46,1571,58,103,1367,2,7,2,1,31,49.3,1022.4,73.2,708.3,36.2,857.4,72.2,922.4,43.2,978.4,49.3,1022.4,73.2,708.3,57.7,950.4,54.8,897.8
