GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_dem_kai,uss_18_rep_ste,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
51590000003,VA,Danville city,000003,2717,122,995,1454,17,39,0,4,86,2246,81,898,1161,17,28,0,4,57,815,320,706,228,320,815,228,706,NA,NA,274,760.5
51590000004,VA,Danville city,000004,5069,332,2320,2241,3,47,1,12,113,3849,216,2013,1519,3,31,0,6,61,1082.7,984.4,916.4,728.1,984.4,1082.7,728.1,916.4,NA,NA,856.2,999.5
51590000006,VA,Danville city,000006,2081,55,510,1437,1,1,0,6,71,1495,40,447,969,1,1,0,3,34,523.7,64.4,394.6,45.3,64.4,523.7,45.3,394.6,NA,NA,54.9,459.1
51590000007,VA,Danville city,000007,2921,91,589,2120,4,2,0,10,105,2182,48,478,1592,4,2,0,9,49,898.7,152.2,693.3,99.7,152.2,898.7,99.7,693.3,NA,NA,125.9,796
51590000008,VA,Danville city,000008,2131,64,639,1341,4,8,0,0,75,1694,39,575,1037,2,4,0,0,37,655,320,558,214,320,655,214,558,NA,NA,267,606.5
51590000009,VA,Danville city,000009,2372,236,910,1121,10,25,0,13,57,1942,151,791,928,4,21,0,13,34,487.1,411.3,412.3,309,411.3,487.1,309,412.3,NA,NA,360.2,449.7
51590000010,VA,Danville city,000010,2646,76,1202,1207,9,74,0,7,71,2204,51,1078,957,9,55,0,7,47,674,507,589,373,507,674,373,589,NA,NA,440,631.5
51590000011,VA,Danville city,000011,3923,205,1136,2390,7,73,0,16,96,2967,131,988,1731,7,57,0,5,48,1091.8,545.9,945.8,385.9,545.9,1091.8,385.9,945.8,NA,NA,465.9,1018.8
51590000012,VA,Danville city,000012,3366,93,1151,2008,8,30,0,6,70,2709,53,1046,1521,8,27,0,5,49,1086.3,694.6,937.4,516.7,694.6,1086.3,516.7,937.4,NA,NA,605.6,1011.9
51590000013,VA,Danville city,000013,3236,174,1151,1768,4,32,0,19,88,2557,103,986,1382,3,26,0,10,47,1001,497,839,381,497,1001,381,839,NA,NA,439,920
51590000014,VA,Danville city,000014,546,11,61,437,1,6,0,4,26,440,10,49,354,1,6,0,3,17,262,7,201,7,7,262,7,201,NA,NA,7,231.5
51590000015,VA,Danville city,000015,3140,192,1492,1307,6,27,0,3,113,2455,109,1266,990,6,20,0,1,63,667,653.6,567.4,512.7,653.6,667,512.7,567.4,NA,NA,583.2,617.2
51590000016,VA,Danville city,000016,3233,213,1893,994,2,49,0,16,66,2626,138,1676,721,2,38,0,4,47,632.8,917.3,570.3,705.1,917.3,632.8,705.1,570.3,NA,NA,811.2,601.5
51590000017,VA,Danville city,000017,2418,140,1696,455,5,59,0,15,48,2006,79,1482,355,5,45,0,6,34,376.2,966.7,388.1,812.3,966.7,376.2,812.3,388.1,NA,NA,889.5,382.1
51595000101,VA,Emporia city,000101,872,37,155,658,0,2,0,1,19,646,17,125,488,0,1,0,1,14,293,91,231,81,91,293,81,231,NA,NA,86,262
51595000201,VA,Emporia city,000201,797,54,149,559,0,9,0,6,20,624,26,138,439,0,7,0,4,10,240,13,187,12,13,240,12,187,NA,NA,12.5,213.5
51595000301,VA,Emporia city,000301,810,33,312,401,1,13,0,10,40,638,19,257,314,1,13,0,8,26,159.8,182.3,118.7,136.3,182.3,159.8,136.3,118.7,NA,NA,159.3,139.2
51595000401,VA,Emporia city,000401,1035,44,403,532,3,15,2,2,34,832,27,343,413,3,15,2,0,29,242.2,208.7,172.3,148.7,208.7,242.2,148.7,172.3,NA,NA,178.7,207.3
51595000501,VA,Emporia city,000501,752,28,25,669,0,3,1,8,18,503,19,17,450,0,3,1,2,11,229,6,179,10,6,229,10,179,NA,NA,8,204
51595000601,VA,Emporia city,000601,708,58,350,277,1,6,0,2,14,582,46,309,210,1,5,0,2,9,153,209,133,158,209,153,158,133,NA,NA,183.5,143
51595000701,VA,Emporia city,000701,792,91,135,535,2,2,1,8,18,573,62,119,381,2,2,1,1,5,213,79,142,62,79,213,62,142,NA,NA,70.5,177.5
51600000001,VA,Fairfax city,000001,4129,876,2010,199,1,851,2,31,159,3332,638,1689,159,1,730,2,20,93,1206,586,1179,454,586,1206,454,1179,NA,NA,520,1192.5
51600000002,VA,Fairfax city,000002,3871,747,2138,161,9,564,4,36,212,3061,536,1780,134,5,460,4,20,122,1029.3,631.4,1088.4,500.4,631.4,1029.3,500.4,1088.4,NA,NA,565.9,1058.8
51600000003,VA,Fairfax city,000003,5276,722,2822,241,17,1165,0,46,263,4320,559,2416,194,11,967,0,23,150,1560.9,804.9,1584.6,656.3,804.9,1560.9,656.3,1584.6,NA,NA,730.6,1572.8
51600000004,VA,Fairfax city,000004,3560,448,2230,90,2,601,0,18,171,2955,326,1888,84,2,516,0,15,124,1301,607.4,1278.2,516,607.4,1301,516,1278.2,NA,NA,561.7,1289.6
51600000005,VA,Fairfax city,000005,3390,605,1871,94,0,633,0,28,159,2631,439,1483,86,0,522,0,17,84,1109,532,1122,427,532,1109,427,1122,NA,NA,479.5,1115.5
51600000006,VA,Fairfax city,000006,3920,880,1840,267,15,705,3,45,165,3144,643,1585,194,13,586,3,29,91,1161.6,529.8,1068.4,423.1,529.8,1161.6,423.1,1068.4,NA,NA,476.5,1115
51610000001,VA,Falls Church city,000001,5114,761,3307,213,5,417,9,41,361,3722,515,2513,151,5,343,5,31,159,2053.8,477.4,2128.1,400.3,477.4,2053.8,400.3,2128.1,NA,NA,438.9,2090.9
51610000002,VA,Falls Church city,000002,4437,376,2967,186,4,563,0,41,300,3348,247,2323,152,3,448,0,25,150,1680.7,353.6,1663.9,282.6,353.6,1680.7,282.6,1663.9,NA,NA,318.1,1672.3
51610000003,VA,Falls Church city,000003,5107,392,3681,155,3,514,1,35,326,3979,273,2948,132,3,440,1,24,158,1871.1,443.5,1890.5,386.1,443.5,1871.1,386.1,1890.5,NA,NA,414.8,1880.8
51620000101,VA,Franklin city,000101,1462,32,1117,222,3,47,0,0,41,1226,19,969,173,3,33,0,0,29,268.6,584.5,252.6,443.1,584.5,268.6,443.1,252.6,NA,NA,513.8,260.6
51620000201,VA,Franklin city,000201,1455,44,803,554,0,7,0,3,44,1075,22,669,360,0,5,0,1,18,314.8,415.1,244.4,318.6,415.1,314.8,318.6,244.4,NA,NA,366.9,279.6
51620000301,VA,Franklin city,000301,1374,20,129,1183,8,4,0,3,27,1050,14,99,903,8,4,0,0,22,573,51,421,30,51,573,30,421,NA,NA,40.5,497
51620000401,VA,Franklin city,000401,1187,23,149,964,4,2,0,0,45,909,17,128,724,4,2,0,0,34,452,50,302,30,50,452,30,302,NA,NA,40,377
51620000501,VA,Franklin city,000501,1276,37,40,1144,7,7,0,5,36,932,26,38,838,7,7,0,0,16,507,10,358,12,10,507,12,358,NA,NA,11,432.5
51620000601,VA,Franklin city,000601,1426,62,728,543,3,14,2,5,69,1101,42,613,396,3,12,0,3,32,406,314,318,234,314,406,234,318,NA,NA,274,362
51630000101,VA,Fredericksburg city,000101,8966,1152,4404,2061,26,597,13,86,627,6771,781,3653,1505,16,400,12,58,346,1712.3,1221.9,1756.2,978.2,1221.9,1712.3,978.2,1756.2,NA,NA,1100.1,1734.2
51630000201,VA,Fredericksburg city,000201,5566,324,4363,407,17,127,0,87,241,4982,277,3954,369,17,115,0,84,166,1641,962,1903,713,962,1641,713,1903,NA,NA,837.5,1772
51630000301,VA,Fredericksburg city,000301,6477,971,3611,1283,24,184,7,63,334,5108,622,3151,944,21,129,7,47,187,1377.9,949,1310.4,717.3,949,1377.9,717.3,1310.4,NA,NA,833.2,1344.2
51630000401,VA,Fredericksburg city,000401,3407,319,1553,1078,11,214,1,21,210,2719,200,1368,868,9,122,1,16,135,1220.1,321.1,1055.5,239.9,321.1,1220.1,239.9,1055.5,NA,NA,280.5,1137.8
51630000402,VA,Fredericksburg city,000402,3566,706,1270,1127,8,203,3,23,226,2669,462,1124,811,6,126,0,9,131,666.9,260.2,526.6,165.6,260.2,666.9,165.6,526.6,NA,NA,212.9,596.7
51640000001,VA,Galax city,000001,3473,793,2290,228,5,21,0,13,123,2676,455,1930,181,5,18,0,6,81,314.9,657.9,270,508.7,657.9,314.9,508.7,270,NA,NA,583.3,292.5
51640000002,VA,Galax city,000002,1690,140,1372,72,6,24,0,1,75,1362,87,1137,66,3,21,0,0,48,225.3,544.5,202.4,396.6,544.5,225.3,396.6,202.4,NA,NA,470.6,213.9
51640000003,VA,Galax city,000003,1557,128,1313,54,2,7,0,1,52,1280,68,1139,40,2,4,0,0,27,133.9,386.5,141.7,281.7,386.5,133.9,281.7,141.7,NA,NA,334.1,137.8
51650000101,VA,Hampton city,000101,4040,272,766,2671,24,98,16,30,163,3333,201,699,2174,24,89,11,23,112,1404.9,233.3,1326.4,177.7,233.3,1404.9,177.7,1326.4,NA,NA,205.5,1365.7
51650000102,VA,Hampton city,000102,4319,217,513,3249,22,72,11,31,204,3314,143,416,2536,19,60,9,21,110,1895,127,1553,74,127,1895,74,1553,NA,NA,100.5,1724
51650000103,VA,Hampton city,000103,3864,244,805,2529,19,25,5,31,206,2934,149,700,1887,10,19,4,20,145,1026.5,199.1,851.4,128.1,199.1,1026.5,128.1,851.4,NA,NA,163.6,939
51650000104,VA,Hampton city,000104,9187,757,2252,5253,23,308,18,87,489,7792,606,2092,4324,21,281,18,74,376,2411,380,2135,240,380,2411,240,2135,NA,NA,310,2273
51650000105,VA,Hampton city,000105,4969,181,966,3591,17,32,3,7,172,4451,139,836,3317,15,26,3,2,113,2090,267,1576,182,267,2090,182,1576,NA,NA,224.5,1833
51650000106,VA,Hampton city,000106,4270,233,1840,1834,14,121,4,27,197,3400,142,1558,1435,14,99,1,22,129,1335,692,1256,511,692,1335,511,1256,NA,NA,601.5,1295.5
51650000107,VA,Hampton city,000107,3563,176,588,2486,15,111,4,31,152,2863,111,530,2025,9,88,4,9,87,1446.2,287.2,1319.7,214,287.2,1446.2,214,1319.7,NA,NA,250.6,1382.9
51650000108,VA,Hampton city,000108,6178,488,1074,4110,26,125,10,28,317,4802,317,941,3184,20,97,6,23,214,2143.6,293.6,1773.1,204.2,293.6,2143.6,204.2,1773.1,NA,NA,248.9,1958.4
51650000109,VA,Hampton city,000109,5050,232,691,3770,19,49,2,31,256,3885,146,579,2915,14,46,0,17,168,2289.8,145,1918.2,93.3,145,2289.8,93.3,1918.2,NA,NA,119.2,2104
51650000110,VA,Hampton city,000110,1293,77,612,458,8,25,1,8,104,1013,51,530,337,8,24,1,6,56,346.2,218.2,333.2,152.1,218.2,346.2,152.1,333.2,NA,NA,185.2,339.7
51650000111,VA,Hampton city,000111,1566,91,887,477,6,16,2,12,75,1368,71,815,401,6,16,0,8,51,462,323,404,244,323,462,244,404,NA,NA,283.5,433
51650000112,VA,Hampton city,000112,6043,343,2111,3083,16,112,11,40,327,4676,232,1779,2308,16,101,10,36,194,1919.1,700.7,1643.7,497.9,700.7,1919.1,497.9,1643.7,NA,NA,599.3,1781.4
51650000115,VA,Hampton city,000115,2347,112,1470,537,9,55,9,23,132,1942,79,1273,432,7,43,9,19,80,646,550,630,377,550,646,377,630,NA,NA,463.5,638
51650000116,VA,Hampton city,000116,2291,171,728,1146,3,69,3,6,165,1777,114,603,898,3,57,3,4,95,754,258,636,149,258,754,149,636,NA,NA,203.5,695
51650000117,VA,Hampton city,000117,4485,280,1275,2458,12,117,13,25,305,3204,179,1028,1679,10,98,13,16,181,1247,414,1073,267,414,1247,267,1073,NA,NA,340.5,1160
51650000118,VA,Hampton city,000118,4738,191,686,3603,18,44,14,13,169,3810,118,603,2909,14,35,9,9,113,2035.6,253.5,1756.1,162.9,253.5,2035.6,162.9,1756.1,NA,NA,208.2,1895.8
51650000201,VA,Hampton city,000201,4858,266,2797,1262,10,91,4,26,402,3793,184,2312,962,8,71,4,18,234,1060,1158,1068,852,1158,1060,852,1068,NA,NA,1005,1064
51650000202,VA,Hampton city,000202,5069,307,2997,1366,20,56,8,37,278,4228,228,2656,1056,18,52,2,23,193,1151.8,998.8,1179.8,713.9,998.8,1151.8,713.9,1179.8,NA,NA,856.3,1165.8
51650000203,VA,Hampton city,000203,5417,439,2635,1623,20,257,14,47,382,4313,333,2200,1235,16,222,11,38,258,1098.8,698.8,1015.8,488.7,698.8,1098.8,488.7,1015.8,NA,NA,593.8,1057.3
51650000204,VA,Hampton city,000204,3941,268,1479,1849,10,142,3,23,167,3169,189,1246,1485,3,118,2,13,113,1240,591.8,1132.7,419.9,591.8,1240,419.9,1132.7,NA,NA,505.8,1186.4
51650000205,VA,Hampton city,000205,6017,319,4255,890,12,141,0,39,361,4793,194,3507,694,10,123,0,38,227,1336.2,2157.5,1431.9,1654.4,2157.5,1336.2,1654.4,1431.9,NA,NA,1906,1384
51650000208,VA,Hampton city,000208,6540,379,2963,2555,35,191,4,28,385,5130,255,2475,1955,25,154,4,19,243,1845,1277.2,1730.3,859.1,1277.2,1845,859.1,1730.3,NA,NA,1068.2,1787.6
51650000209,VA,Hampton city,000209,4997,308,2286,1883,24,134,5,23,334,3878,189,1913,1406,24,106,2,18,220,1092.8,903.8,1021.8,599.4,903.8,1092.8,599.4,1021.8,NA,NA,751.6,1057.3
51650000210,VA,Hampton city,000210,8113,619,2379,4227,30,265,22,80,491,6287,427,1984,3228,23,237,20,53,315,2199.7,714.8,1914.8,501,714.8,2199.7,501,1914.8,NA,NA,607.9,2057.2
51650000212,VA,Hampton city,000212,5568,285,1665,2910,24,328,1,33,322,4560,197,1448,2415,13,276,1,16,194,2183.2,817.4,2136.5,555,817.4,2183.2,555,2136.5,NA,NA,686.2,2159.8
51650000213,VA,Hampton city,000213,5877,335,3604,1360,21,149,8,28,372,4585,210,2941,1062,21,119,8,8,216,1158.8,1271.5,1207.1,938.6,1271.5,1158.8,938.6,1207.1,NA,NA,1105,1183
51650000214,VA,Hampton city,000214,6051,414,2470,2636,22,127,7,33,342,4852,296,2153,2039,15,105,6,27,211,1575,907.6,1409.1,661.4,907.6,1575,661.4,1409.1,NA,NA,784.5,1492
51650000215,VA,Hampton city,000215,1732,111,316,1157,1,31,2,12,102,1212,65,259,807,1,25,0,8,47,551.2,98.2,378.2,65.6,98.2,551.2,65.6,378.2,NA,NA,81.9,464.7
51650000216,VA,Hampton city,000216,2736,187,1010,1251,3,97,1,33,154,2173,143,838,975,3,86,1,25,102,992.7,484.2,890.1,359.5,484.2,992.7,359.5,890.1,NA,NA,421.9,941.4
51650000217,VA,Hampton city,000217,2029,109,1269,408,2,105,4,23,109,1633,63,1080,318,0,85,2,12,73,476.9,513.3,443.3,377.1,513.3,476.9,377.1,443.3,NA,NA,445.2,460.1
51660000101,VA,Harrisonburg city,000101,8295,2725,3872,935,17,280,2,40,424,6118,1706,3231,680,12,224,2,21,242,1553,823,1419,551,823,1553,551,1419,NA,NA,687,1486
51660000102,VA,Harrisonburg city,000102,3640,1100,2035,296,3,107,0,14,85,2858,722,1779,199,3,86,0,12,57,751,287,753,204,287,751,204,753,NA,NA,245.5,752
51660000103,VA,Harrisonburg city,000103,7104,1146,4723,479,8,420,0,18,310,6136,879,4209,399,8,381,0,9,251,1410.8,924.1,1350,522.1,924.1,1410.8,522.1,1350,NA,NA,723.1,1380.4
51660000104,VA,Harrisonburg city,000104,7814,1727,4836,482,13,414,1,33,308,6492,1172,4364,367,13,353,1,16,206,1365.7,964.7,1200.5,603,964.7,1365.7,603,1200.5,NA,NA,783.9,1283.1
51660000105,VA,Harrisonburg city,000105,5911,350,4569,382,6,331,4,17,252,5827,341,4513,374,5,330,3,17,244,1338,805,870,283,805,1338,283,870,NA,NA,544,1104
51660000201,VA,Harrisonburg city,000201,6480,1869,3816,424,6,117,3,31,214,5183,1242,3368,319,6,91,2,20,135,1167.5,877.7,1159.6,663.8,877.7,1167.5,663.8,1159.6,NA,NA,770.7,1163.6
51660000202,VA,Harrisonburg city,000202,7019,1828,4202,501,11,202,4,21,250,5362,1155,3515,331,11,156,3,18,173,1388.7,915.5,1283.4,667.5,915.5,1388.7,667.5,1283.4,NA,NA,791.5,1336.1
51660000203,VA,Harrisonburg city,000203,5551,1300,3401,407,7,218,6,22,190,4468,963,2870,309,4,181,4,16,121,1238.4,670.7,1199.7,566.5,670.7,1238.4,566.5,1199.7,NA,NA,618.6,1219
51670000101,VA,Hopewell city,000101,3410,286,1757,1105,14,31,1,23,193,2580,181,1506,748,6,24,1,7,107,524.6,554.7,415.2,373.5,554.7,524.6,373.5,415.2,NA,NA,464.1,469.9
51670000201,VA,Hopewell city,000201,3039,191,621,2055,11,15,1,24,121,2186,120,495,1465,8,13,1,18,66,871.8,149,596.9,98,149,871.8,98,596.9,NA,NA,123.5,734.3
51670000301,VA,Hopewell city,000301,3397,320,2205,631,10,27,2,18,184,2662,196,1860,453,10,26,2,6,109,417.7,994.2,398.9,803.7,994.2,417.7,803.7,398.9,NA,NA,899,408.3
51670000401,VA,Hopewell city,000401,3980,307,1710,1669,12,83,1,16,182,3106,198,1477,1220,9,76,1,12,113,900.4,842.9,830.4,642.6,842.9,900.4,642.6,830.4,NA,NA,742.7,865.4
51670000501,VA,Hopewell city,000501,2998,238,1744,781,13,41,1,16,164,2333,163,1468,551,13,27,1,9,101,471,796,408,588,796,471,588,408,NA,NA,692,439.5
51670000601,VA,Hopewell city,000601,3214,273,691,2017,17,24,7,16,169,2390,185,575,1488,13,22,7,12,88,926,168,733,101,168,926,101,733,NA,NA,134.5,829.5
51670000701,VA,Hopewell city,000701,2995,274,1091,1431,9,30,2,16,142,2288,174,967,1028,8,28,1,5,77,647,402.9,523.5,303.5,402.9,647,303.5,523.5,NA,NA,353.2,585.2
51678000001,VA,Lexington city,000001,7320,335,6015,454,8,281,0,23,204,6489,247,5407,392,8,275,0,16,144,1517.9,773.9,1515.1,575.9,773.9,1517.9,575.9,1515.1,NA,NA,674.9,1516.5
51680000101,VA,Lynchburg city,000101,6870,458,3763,2114,12,156,4,35,328,5480,315,3225,1602,4,131,4,22,177,1300.6,1538.4,1162.3,1045.8,1538.4,1300.6,1045.8,1162.3,NA,NA,1292.1,1231.4
51680000102,VA,Lynchburg city,000102,4838,166,4046,294,4,127,2,10,189,3691,84,3177,227,4,91,2,10,96,1052.7,1510.5,1147.6,1284.3,1510.5,1052.7,1284.3,1147.6,NA,NA,1397.4,1100.1
51680000103,VA,Lynchburg city,000103,3116,66,2779,108,12,41,0,19,91,2456,27,2249,77,12,29,0,9,53,817.6,994.9,831.4,842.6,994.9,817.6,842.6,831.4,NA,NA,918.7,824.5
51680000104,VA,Lynchburg city,000104,2005,87,1436,304,5,18,0,37,118,1710,73,1257,242,5,18,0,32,83,550,371,488,273,371,550,273,488,NA,NA,322,519
51680000105,VA,Lynchburg city,000105,2157,69,1760,159,6,23,0,30,110,1712,55,1418,128,6,23,0,19,63,660,474,657,450,474,660,450,657,NA,NA,462,658.5
51680000201,VA,Lynchburg city,000201,7590,264,2508,4336,23,33,3,56,367,5819,172,2112,3247,17,25,3,19,224,1982.7,528.5,1636.5,375.9,528.5,1982.7,375.9,1636.5,NA,NA,452.2,1809.6
51680000202,VA,Lynchburg city,000202,6170,224,1887,3611,10,46,5,29,358,4821,164,1709,2667,10,40,5,20,206,1597,360,1318,279,360,1597,279,1318,NA,NA,319.5,1457.5
51680000203,VA,Lynchburg city,000203,2226,79,486,1478,11,9,0,22,141,1573,42,385,1036,11,9,0,13,77,607.5,154.3,433.1,115.6,154.3,607.5,115.6,433.1,NA,NA,134.9,520.3
51680000204,VA,Lynchburg city,000204,1829,36,961,717,6,14,1,9,85,1470,21,831,547,6,14,1,3,47,381,299,303,207,299,381,207,303,NA,NA,253,342
51680000301,VA,Lynchburg city,000301,2699,155,1400,905,10,31,1,16,181,2138,107,1179,705,10,28,1,11,97,569,487,524,359,487,569,359,524,NA,NA,423,546.5
51680000302,VA,Lynchburg city,000302,7098,507,5735,370,18,215,9,224,20,7063,504,5713,367,18,215,9,221,16,153,2913,109,822,2913,153,822,109,NA,NA,1867.5,131
51680000303,VA,Lynchburg city,000303,2746,166,1796,593,7,23,1,14,146,2222,109,1506,481,5,17,0,11,93,488.6,763.2,460.6,493,763.2,488.6,493,460.6,NA,NA,628.1,474.6
51680000304,VA,Lynchburg city,000304,2856,208,1606,794,0,90,1,22,135,2208,132,1362,557,0,68,1,18,70,436,735,401,548,735,436,548,401,NA,NA,641.5,418.5
51680000305,VA,Lynchburg city,000305,5877,377,3655,1085,17,393,3,60,287,4849,288,3204,829,15,307,3,38,165,733,1779,719,1140,1779,733,1140,719,NA,NA,1459.5,726
51680000401,VA,Lynchburg city,000401,6940,366,4761,1209,23,258,2,24,297,5693,257,4063,926,20,198,2,15,212,926.7,1951.4,1018.7,1598.3,1951.4,926.7,1598.3,1018.7,NA,NA,1774.9,972.7
51680000402,VA,Lynchburg city,000402,2365,120,1497,569,4,41,0,8,126,1951,96,1282,452,4,30,0,3,84,483,656.7,454.9,544,656.7,483,544,454.9,NA,NA,600.3,468.9
51680000403,VA,Lynchburg city,000403,6694,332,4463,1354,20,152,2,30,341,5696,247,3971,1085,20,131,1,21,220,986,1330,902,938,1330,986,938,902,NA,NA,1134,944
51680000404,VA,Lynchburg city,000404,4933,200,3115,1228,12,82,0,24,272,3857,122,2667,824,9,72,0,17,146,1057.7,1160.3,1008.9,944,1160.3,1057.7,944,1008.9,NA,NA,1052.2,1033.3
51683000001,VA,Manassas city,000001,8720,4700,2088,1124,17,439,1,57,294,6032,2924,1711,832,11,342,1,25,186,1592.3,1085.3,1279,497.3,1085.3,1592.3,497.3,1279,NA,NA,791.3,1435.7
51683000002,VA,Manassas city,000002,8719,4775,2484,722,14,439,0,55,230,6322,3178,2087,555,8,341,0,24,129,1495.3,1053.3,1594.7,795.9,1053.3,1495.3,795.9,1594.7,NA,NA,924.6,1545
51683000003,VA,Manassas city,000003,6442,1753,2724,981,21,601,1,48,313,5051,1199,2347,759,15,494,1,33,203,995,777.8,1521,856.7,777.8,995,856.7,1521,NA,NA,817.2,1258
51683000004,VA,Manassas city,000004,7027,3051,2317,791,4,538,11,45,270,5156,1997,1925,606,4,435,11,25,153,1515.2,1111.3,1341.5,852.3,1111.3,1515.2,852.3,1341.5,NA,NA,981.8,1428.3
51683000005,VA,Manassas city,000005,7529,3036,2802,902,7,427,6,70,279,5727,1999,2429,718,7,345,6,47,176,2123.2,1327,1241.5,642.8,1327,2123.2,642.8,1241.5,NA,NA,984.9,1682.4
51683000006,VA,Manassas city,000006,4335,1030,2401,394,2,259,0,42,207,3372,712,1964,336,0,205,0,26,129,645.6,553.2,1091.7,827.6,553.2,645.6,827.6,1091.7,NA,NA,690.4,868.6
51685000001,VA,Manassas Park city,000001,4970,1108,1647,1066,8,849,4,50,238,3903,780,1393,844,8,698,4,31,145,1149,564.2,1223.2,423.5,564.2,1149,423.5,1223.2,NA,NA,493.8,1186.1
51685000002,VA,Manassas Park city,000002,7137,4754,1524,346,17,278,0,50,168,5026,3145,1263,259,11,228,0,16,104,1012,618,869,381,618,1012,381,869,NA,NA,499.5,940.5
51685000003,VA,Manassas Park city,000003,5112,1937,1535,664,2,700,9,33,232,3772,1269,1238,528,2,561,6,20,148,1058.7,567.9,959.3,469.7,567.9,1058.7,469.7,959.3,NA,NA,518.8,1009
51690000001,VA,Martinsville city,000001,1096,41,58,936,0,0,0,4,57,882,21,39,778,0,0,0,4,40,586,24,481,11,24,586,11,481,NA,NA,17.5,533.5
51690000002,VA,Martinsville city,000002,3079,146,1472,1272,3,36,4,8,138,2455,98,1270,967,3,29,4,3,81,716.8,466.4,585.2,338.6,466.4,716.8,338.6,585.2,NA,NA,402.5,651
51690000003,VA,Martinsville city,000003,2573,420,873,1179,9,12,0,8,72,1903,258,754,839,8,12,0,8,24,531.2,243.6,390.8,164.4,243.6,531.2,164.4,390.8,NA,NA,204,461
51690000004,VA,Martinsville city,000004,3403,267,1258,1741,9,6,0,13,109,2737,161,1108,1371,8,6,0,12,71,808,399,648,273,399,808,273,648,NA,NA,336,728
51690000005,VA,Martinsville city,000005,2768,126,2054,418,2,62,0,11,95,2225,74,1743,309,2,38,0,3,56,566.5,1022.3,557.9,782.9,1022.3,566.5,782.9,557.9,NA,NA,902.6,562.2
51690000006,VA,Martinsville city,000006,566,25,17,497,0,0,0,2,25,457,16,15,405,0,0,0,2,19,334,2,235,3,2,334,3,235,NA,NA,2.5,284.5
51700000101,VA,Newport News city,000101,7175,1375,1626,3329,23,324,4,49,445,5462,984,1365,2531,16,282,2,35,247,2007,578,1635,394,578,2007,394,1635,NA,NA,486,1821
51700000102,VA,Newport News city,000102,7997,899,1537,4766,22,275,26,52,420,5644,573,1289,3282,21,206,20,26,227,2130,489,1565,313,489,2130,313,1565,NA,NA,401,1847.5
51700000103,VA,Newport News city,000103,6815,619,2443,2986,20,240,7,41,459,5145,439,2068,2110,19,197,7,23,282,1567,861,1277,591,861,1567,591,1277,NA,NA,726,1422
51700000104,VA,Newport News city,000104,4571,548,1233,2136,20,267,27,36,304,3511,375,1046,1650,17,212,16,17,178,1379,401,1119,250,401,1379,250,1119,NA,NA,325.5,1249
51700000105,VA,Newport News city,000105,1529,129,663,586,7,23,4,6,111,1291,90,598,500,7,19,4,3,70,355,238,348,164,238,355,164,348,NA,NA,201,351.5
51700000106,VA,Newport News city,000106,8718,1536,2497,3710,36,339,29,57,514,6452,987,2076,2716,27,288,12,36,310,1976.3,874.5,1680.6,538.2,874.5,1976.3,538.2,1680.6,NA,NA,706.3,1828.4
51700000107,VA,Newport News city,000107,5806,528,2371,2139,17,301,8,28,414,4537,352,1988,1648,14,257,4,18,256,1639,988.2,1458.4,700.5,988.2,1639,700.5,1458.4,NA,NA,844.3,1548.7
51700000108,VA,Newport News city,000108,10142,1516,3867,3574,34,375,65,59,652,7406,1051,3034,2588,19,297,46,30,341,1562.2,575.5,1414.4,385.6,575.5,1562.2,385.6,1414.4,NA,NA,480.6,1488.3
51700000109,VA,Newport News city,000109,3466,375,1359,1250,8,165,36,35,238,2717,256,1132,990,8,139,28,20,144,821,516,741,371,516,821,371,741,NA,NA,443.5,781
51700000110,VA,Newport News city,000110,6750,854,2043,2929,20,334,15,55,500,4912,560,1652,2107,6,258,15,26,288,1757.2,566.8,1433.4,373.6,566.8,1757.2,373.6,1433.4,NA,NA,470.2,1595.3
51700000201,VA,Newport News city,000201,1775,212,630,691,6,105,4,14,113,1459,154,570,546,6,89,4,10,80,363,150,293,81,150,363,81,293,NA,NA,115.5,328
51700000202,VA,Newport News city,000202,5844,445,2582,2485,1,90,1,11,229,4959,338,2199,2189,0,83,1,10,139,727.4,805.2,701.8,562.1,805.2,727.4,562.1,701.8,NA,NA,683.7,714.6
51700000203,VA,Newport News city,000203,5612,436,3347,1082,12,329,14,24,368,4386,290,2714,872,12,259,14,15,210,1259,1541,1286,1073,1541,1259,1073,1286,NA,NA,1307,1272.5
51700000204,VA,Newport News city,000204,4131,280,1435,2197,4,71,3,23,118,3694,226,1288,2021,0,67,3,15,74,1099,752,783,385,752,1099,385,783,NA,NA,568.5,941
51700000205,VA,Newport News city,000205,3827,214,2818,480,5,87,6,17,200,3109,141,2372,378,4,74,6,15,119,839,1318,888,1045,1318,839,1045,888,NA,NA,1181.5,863.5
51700000208,VA,Newport News city,000208,2081,96,1730,127,3,30,2,13,80,1725,70,1472,93,3,30,2,4,51,494,740,534,599,740,494,599,534,NA,NA,669.5,514
