GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,avg_16_rep,avg_16_dem,avg_18_rep,avg_18_dem,avg_20_rep,avg_20_dem
47149007696,TN,Rutherford County,007696,5578,463,3828,596,17,426,2,34,212,4454,282,3165,484,17,353,2,28,123,1463,779,1463,779,NA,NA,NA,NA
47149007698,TN,Rutherford County,007698,5928,264,4970,382,8,84,4,22,194,4522,170,3848,297,8,65,4,15,115,1812.5,500.6,1812.5,500.6,NA,NA,NA,NA
47149007699,TN,Rutherford County,007699,3519,991,1519,729,0,154,4,24,98,2540,646,1188,521,0,118,3,15,49,336,357,336,357,NA,NA,NA,NA
47149007700,TN,Rutherford County,007700,2776,324,1810,412,10,85,3,23,109,2226,223,1515,324,7,78,0,11,68,394.8,297.8,394.8,297.8,NA,NA,NA,NA
47151007751,TN,Scott County,007751,1555,16,1491,0,3,0,0,0,45,1210,4,1168,0,3,0,0,0,35,393.7,61.7,393.7,61.7,NA,NA,NA,NA
47151007752,TN,Scott County,007752,3144,29,2990,7,9,3,0,0,106,2361,15,2265,3,9,1,0,0,68,941.5,136.6,941.5,136.6,NA,NA,NA,NA
47151007753,TN,Scott County,007753,2137,11,2088,4,3,5,0,0,26,1688,7,1653,1,3,4,0,0,20,584.1,117.1,584.1,117.1,NA,NA,NA,NA
47151007754,TN,Scott County,007754,3196,21,3110,1,1,2,0,0,61,2406,12,2343,1,1,2,0,0,47,834.1,148.8,834.1,148.8,NA,NA,NA,NA
47151007755,TN,Scott County,007755,1980,13,1893,1,2,7,0,0,64,1508,11,1448,0,2,7,0,0,40,569.1,70.2,569.1,70.2,NA,NA,NA,NA
47151007756,TN,Scott County,007756,3174,48,2992,10,4,22,0,4,94,2384,18,2269,4,3,20,0,4,66,786.6,137.8,786.6,137.8,NA,NA,NA,NA
47151007757,TN,Scott County,007757,3470,34,3337,5,6,7,0,2,79,2602,22,2501,1,4,6,0,2,66,1110.6,124.4,1110.6,124.4,NA,NA,NA,NA
47151007758,TN,Scott County,007758,1282,13,1222,0,4,3,0,0,40,955,7,918,0,4,0,0,0,26,342.9,67.5,342.9,67.5,NA,NA,NA,NA
47151007759,TN,Scott County,007759,741,11,705,4,3,0,0,0,18,562,6,537,3,3,0,0,0,13,161.5,21.8,161.5,21.8,NA,NA,NA,NA
47151007760,TN,Scott County,007760,1171,9,1129,0,1,2,0,0,30,855,4,835,0,1,2,0,0,13,319,48.1,319,48.1,NA,NA,NA,NA
47153007851,TN,Sequatchie County,007851,1881,56,1730,2,5,4,0,5,79,1518,38,1406,0,4,4,0,5,61,607.6,105.2,607.6,105.2,NA,NA,NA,NA
47153007852,TN,Sequatchie County,007852,1678,20,1556,17,4,3,0,10,68,1367,12,1276,6,4,3,0,9,57,562,137,562,137,NA,NA,NA,NA
47153007853,TN,Sequatchie County,007853,1857,67,1695,8,3,6,0,4,74,1460,37,1354,3,1,5,0,2,58,709,120.4,709,120.4,NA,NA,NA,NA
47153007854,TN,Sequatchie County,007854,1603,48,1471,8,4,8,0,3,61,1237,26,1156,8,3,4,0,2,38,410.1,91,410.1,91,NA,NA,NA,NA
47153007855,TN,Sequatchie County,007855,1613,47,1483,1,2,15,0,1,64,1295,32,1197,0,1,11,0,0,54,477.8,85.5,477.8,85.5,NA,NA,NA,NA
47153007856,TN,Sequatchie County,007856,1750,27,1655,4,12,4,0,3,45,1455,15,1384,4,12,4,0,0,36,512.6,147.5,512.6,147.5,NA,NA,NA,NA
47153007857,TN,Sequatchie County,007857,1806,90,1618,6,8,7,1,3,73,1317,46,1195,6,8,6,0,3,53,438.4,126.4,438.4,126.4,NA,NA,NA,NA
47153007858,TN,Sequatchie County,007858,1945,164,1670,23,4,12,3,8,61,1541,95,1373,19,4,7,0,4,39,332.4,127.8,332.4,127.8,NA,NA,NA,NA
47153007859,TN,Sequatchie County,007859,1693,102,1531,3,7,6,0,5,39,1315,53,1222,1,7,4,0,4,24,380,109,380,109,NA,NA,NA,NA
47155007951,TN,Sevier County,007951,1587,39,1455,9,4,11,0,8,61,1342,28,1243,9,4,7,0,6,45,554.1,168.7,554.1,168.7,NA,NA,NA,NA
47155007952,TN,Sevier County,007952,3058,130,2792,7,10,10,0,6,103,2508,81,2316,7,9,10,0,3,82,844.1,151.9,844.1,151.9,NA,NA,NA,NA
47155007953,TN,Sevier County,007953,3931,112,3672,11,10,25,0,1,100,3229,66,3047,11,8,23,0,1,73,1300.8,267.6,1300.8,267.6,NA,NA,NA,NA
47155007954,TN,Sevier County,007954,5083,247,4621,21,12,34,0,9,139,4038,163,3720,12,8,26,0,7,102,1609,288.7,1609,288.7,NA,NA,NA,NA
47155007955,TN,Sevier County,007955,2475,51,2315,11,15,7,0,10,66,2059,38,1941,11,8,4,0,5,52,813.6,174.5,813.6,174.5,NA,NA,NA,NA
47155007956,TN,Sevier County,007956,5006,706,4016,23,19,79,7,17,139,4166,456,3492,19,12,62,6,15,104,1730.7,622.4,1730.7,622.4,NA,NA,NA,NA
47155007957,TN,Sevier County,007957,7924,1742,5586,82,23,207,6,27,251,6198,1070,4676,70,22,173,6,10,171,2784.1,555.5,2784.1,555.5,NA,NA,NA,NA
47155007958,TN,Sevier County,007958,3699,94,3441,25,7,12,0,7,113,3096,65,2917,18,6,6,0,7,77,1356.4,275.8,1356.4,275.8,NA,NA,NA,NA
47155007959,TN,Sevier County,007959,3433,373,2885,19,19,31,0,10,96,2852,226,2494,9,18,29,0,6,70,1132.6,245,1132.6,245,NA,NA,NA,NA
47155007960,TN,Sevier County,007960,2238,78,2063,3,10,4,0,3,77,1835,48,1709,0,9,4,0,0,65,620,133.3,620,133.3,NA,NA,NA,NA
47155007961,TN,Sevier County,007961,1334,57,1227,3,5,3,0,2,37,1061,38,992,0,5,3,0,0,23,363.4,69.8,363.4,69.8,NA,NA,NA,NA
47155007962,TN,Sevier County,007962,4232,685,3181,45,12,122,2,39,146,3363,432,2642,39,12,105,2,23,108,1029.3,279.5,1029.3,279.5,NA,NA,NA,NA
47155007963,TN,Sevier County,007963,7934,1817,5620,102,29,126,1,16,223,6083,1118,4586,87,29,98,1,10,154,1819.4,478.8,1819.4,478.8,NA,NA,NA,NA
47155007964,TN,Sevier County,007964,3012,553,2241,47,6,47,0,0,118,2361,318,1874,37,2,40,0,0,90,519.3,126.9,519.3,126.9,NA,NA,NA,NA
47155007965,TN,Sevier County,007965,7813,264,6988,80,30,78,2,17,354,6114,156,5537,65,30,58,2,13,253,2499,581,2499,581,NA,NA,NA,NA
47155007966,TN,Sevier County,007966,4599,308,3990,66,16,22,1,4,192,3582,188,3189,59,14,17,1,3,111,1099.1,237.7,1099.1,237.7,NA,NA,NA,NA
47155007967,TN,Sevier County,007967,5362,191,4861,48,9,30,0,6,217,4187,130,3822,42,4,24,0,5,160,1525.5,289.1,1525.5,289.1,NA,NA,NA,NA
47155007968,TN,Sevier County,007968,8110,209,7436,48,20,66,0,21,310,6521,125,6051,36,17,54,0,21,217,2880.9,602.6,2880.9,602.6,NA,NA,NA,NA
47155007969,TN,Sevier County,007969,7281,321,6483,37,23,58,2,16,341,5712,220,5158,36,15,44,2,9,228,2103.1,360.3,2103.1,360.3,NA,NA,NA,NA
47155007970,TN,Sevier County,007970,4290,169,3864,35,17,10,3,6,186,3315,93,3032,33,11,7,3,6,130,987,209,987,209,NA,NA,NA,NA
47155007971,TN,Sevier County,007971,159,3,150,0,1,0,0,1,4,127,2,125,0,0,0,0,0,0,49,6,49,6,NA,NA,NA,NA
47155007972,TN,Sevier County,007972,71,3,62,0,0,0,0,0,6,63,2,55,0,0,0,0,0,6,33,6,33,6,NA,NA,NA,NA
47155007973,TN,Sevier County,007973,1471,55,1337,14,8,2,0,4,51,1205,42,1100,10,6,2,0,4,41,421.1,62.6,421.1,62.6,NA,NA,NA,NA
47155007974,TN,Sevier County,007974,519,27,440,3,1,3,0,0,45,409,13,362,1,1,3,0,0,29,192.3,31.7,192.3,31.7,NA,NA,NA,NA
47155007975,TN,Sevier County,007975,3759,380,3075,27,6,116,0,24,131,2933,227,2484,21,6,95,0,13,87,345.9,69,345.9,69,NA,NA,NA,NA
47157008051,TN,Shelby County,008051,10052,503,7529,1268,24,224,7,51,446,6748,301,5076,937,11,164,6,18,235,2689.1,900.3,2689.1,900.3,NA,NA,NA,NA
47157008052,TN,Shelby County,008052,4778,286,3418,672,15,120,4,13,250,3273,155,2360,514,10,77,1,2,154,1407.7,522.2,1407.7,522.2,NA,NA,NA,NA
47157008053,TN,Shelby County,008053,6300,310,4937,643,12,100,1,19,278,4971,166,4037,485,12,81,1,13,176,2060.7,627.5,2060.7,627.5,NA,NA,NA,NA
47157008054,TN,Shelby County,008054,4075,119,3337,331,6,104,1,6,171,3289,82,2739,253,6,83,1,6,119,1699,449,1699,449,NA,NA,NA,NA
47157008055,TN,Shelby County,008055,6659,269,4272,1676,16,104,6,26,290,5055,152,3358,1266,12,81,2,14,170,1930,1141.9,1930,1141.9,NA,NA,NA,NA
47157008056,TN,Shelby County,008056,7141,332,4675,1203,6,631,3,28,263,5426,205,3628,938,6,477,2,15,155,1837.2,825.7,1837.2,825.7,NA,NA,NA,NA
47157008057,TN,Shelby County,008057,5079,282,3649,791,10,99,3,23,222,3916,178,2922,574,8,79,3,12,140,1511.9,746.3,1511.9,746.3,NA,NA,NA,NA
47157008058,TN,Shelby County,008058,7061,279,5495,795,10,144,1,29,308,5569,190,4457,616,10,121,1,17,157,2490,864.1,2490,864.1,NA,NA,NA,NA
47157008060,TN,Shelby County,008060,4066,185,3244,413,12,69,3,11,129,3207,123,2638,267,12,51,3,8,105,1531,407,1531,407,NA,NA,NA,NA
47157008061,TN,Shelby County,008061,5029,243,374,4246,6,32,0,25,103,3501,162,316,2921,0,29,0,17,56,155.8,1547.1,155.8,1547.1,NA,NA,NA,NA
47157008063,TN,Shelby County,008063,7496,316,3640,2830,7,407,9,15,272,5766,200,2914,2153,5,314,9,6,165,1566.8,1629.8,1566.8,1629.8,NA,NA,NA,NA
47157008064,TN,Shelby County,008064,5393,376,1599,3069,11,110,3,41,184,3967,226,1334,2179,8,86,3,20,111,587.8,1208,587.8,1208,NA,NA,NA,NA
47157008065,TN,Shelby County,008065,3057,107,2221,518,12,65,0,10,124,2427,59,1818,423,6,48,0,2,71,1037.2,436.5,1037.2,436.5,NA,NA,NA,NA
47157008066,TN,Shelby County,008066,6930,301,3779,2330,10,195,1,23,291,5166,181,2881,1766,7,153,1,10,167,1647,1330,1647,1330,NA,NA,NA,NA
47157008068,TN,Shelby County,008068,6449,249,5496,192,5,222,5,8,272,4804,164,4147,144,3,149,5,7,185,2571,645,2571,645,NA,NA,NA,NA
47157008069,TN,Shelby County,008069,8680,479,4178,1947,8,1832,0,38,198,6893,312,3657,1520,6,1234,0,36,128,1604.9,1284.8,1604.9,1284.8,NA,NA,NA,NA
47157008070,TN,Shelby County,008070,5327,228,4401,266,8,187,4,15,218,3969,137,3365,192,8,122,1,12,132,2075,511,2075,511,NA,NA,NA,NA
47157008071,TN,Shelby County,008071,6020,167,4550,270,21,819,0,15,178,4395,123,3431,215,7,526,0,9,84,2167,670,2167,670,NA,NA,NA,NA
47157008072,TN,Shelby County,008072,3326,83,2835,148,4,136,1,4,115,2522,51,2184,122,1,99,1,0,64,1338,328,1338,328,NA,NA,NA,NA
47157008073,TN,Shelby County,008073,4641,231,3564,188,7,435,3,17,196,3487,148,2763,131,7,310,3,11,114,1670.7,514.4,1670.7,514.4,NA,NA,NA,NA
47157008074,TN,Shelby County,008074,6314,383,2245,1974,8,1453,1,27,223,4624,244,1721,1494,8,1015,1,13,128,923,1441.8,923,1441.8,NA,NA,NA,NA
47157008075,TN,Shelby County,008075,3537,100,2615,168,1,469,2,21,161,2415,70,1807,132,1,318,2,12,73,1237.7,385.9,1237.7,385.9,NA,NA,NA,NA
47157008076,TN,Shelby County,008076,7722,339,2646,3921,15,505,0,57,239,5942,218,2219,2902,15,393,0,34,161,1359,1840.3,1359,1840.3,NA,NA,NA,NA
47157008077,TN,Shelby County,008077,3331,209,1322,1470,7,177,7,25,114,2672,139,1174,1113,4,150,0,19,73,580.7,629.2,580.7,629.2,NA,NA,NA,NA
47157008078,TN,Shelby County,008078,6879,1085,1981,3222,7,294,0,31,259,5155,722,1699,2319,7,238,0,15,155,663.4,1428.2,663.4,1428.2,NA,NA,NA,NA
47157008079,TN,Shelby County,008079,6720,568,2733,2971,13,171,0,20,244,5322,414,2367,2201,13,154,0,11,162,1449.4,1399,1449.4,1399,NA,NA,NA,NA
47157008080,TN,Shelby County,008080,6452,399,3290,2160,9,295,2,39,258,5146,269,2824,1610,5,249,2,20,167,1565,1283,1565,1283,NA,NA,NA,NA
47157008081,TN,Shelby County,008081,2261,68,1756,294,1,69,0,13,60,1886,45,1486,245,0,54,0,7,49,973.2,323.5,973.2,323.5,NA,NA,NA,NA
47157008082,TN,Shelby County,008082,4686,181,2038,1789,15,496,2,27,138,3732,137,1675,1404,6,394,1,23,92,841.8,920.8,841.8,920.8,NA,NA,NA,NA
47157008083,TN,Shelby County,008083,3171,152,1136,1188,4,587,1,15,88,2585,120,952,962,1,478,1,12,59,311.2,570.5,311.2,570.5,NA,NA,NA,NA
47157008084,TN,Shelby County,008084,6507,347,587,5126,6,297,0,50,94,5107,240,516,4006,6,235,0,39,65,273.2,2116.2,273.2,2116.2,NA,NA,NA,NA
47157008086,TN,Shelby County,008086,5939,200,4774,430,5,283,1,23,223,4630,129,3835,289,5,218,1,13,140,2138.3,939.7,2138.3,939.7,NA,NA,NA,NA
47157008087,TN,Shelby County,008087,5273,195,4259,199,7,415,0,27,171,4202,144,3494,148,7,279,0,23,107,1592,695,1592,695,NA,NA,NA,NA
47157008088,TN,Shelby County,008088,6017,140,5067,124,12,469,0,13,192,4475,89,3850,95,10,310,0,13,108,2289.8,920.7,2289.8,920.7,NA,NA,NA,NA
47157008089,TN,Shelby County,008089,6501,204,5511,212,8,352,0,19,195,5032,142,4335,160,3,267,0,15,110,2248,1094,2248,1094,NA,NA,NA,NA
47157008090,TN,Shelby County,008090,4357,100,2894,883,23,302,3,20,132,3437,77,2298,700,14,248,3,11,86,1250.8,729.9,1250.8,729.9,NA,NA,NA,NA
47157008091,TN,Shelby County,008091,3131,105,2636,79,5,204,0,2,100,2301,61,1965,60,2,151,0,1,61,1137,481,1137,481,NA,NA,NA,NA
47157008093,TN,Shelby County,008093,4243,120,3598,204,9,188,0,11,113,3135,73,2674,156,9,152,0,11,60,1575,649.5,1575,649.5,NA,NA,NA,NA
47157008094,TN,Shelby County,008094,5464,149,4466,167,9,476,0,15,182,3999,101,3313,113,3,364,0,7,98,2124,766,2124,766,NA,NA,NA,NA
47157008095,TN,Shelby County,008095,1849,49,1333,52,1,334,1,6,73,1437,26,1069,43,0,244,1,5,49,710.5,252.9,710.5,252.9,NA,NA,NA,NA
47157008096,TN,Shelby County,008096,9009,557,6615,801,22,592,4,34,384,6513,310,4904,610,22,426,4,23,214,3050.9,911.1,3050.9,911.1,NA,NA,NA,NA
47157008097,TN,Shelby County,008097,4019,395,2760,511,6,167,0,8,172,2995,248,2151,375,0,119,0,4,98,1176.3,431.7,1176.3,431.7,NA,NA,NA,NA
47157008098,TN,Shelby County,008098,1993,95,1207,531,23,27,1,3,106,1652,68,1046,430,15,19,1,0,73,814.3,570.9,814.3,570.9,NA,NA,NA,NA
47157008099,TN,Shelby County,008099,2801,245,1124,1274,11,19,1,13,114,2130,171,961,893,10,14,0,13,68,279.6,327.2,279.6,327.2,NA,NA,NA,NA
47157008100,TN,Shelby County,008100,4037,225,1144,2495,6,8,0,37,122,2880,133,981,1658,4,4,0,16,84,447.5,813.4,447.5,813.4,NA,NA,NA,NA
47157008101,TN,Shelby County,008101,8974,358,3852,3543,19,915,2,37,248,7660,281,3581,2796,18,774,1,23,186,698.8,2035.9,698.8,2035.9,NA,NA,NA,NA
47157008102,TN,Shelby County,008102,8944,801,4611,2933,20,258,1,58,262,8613,779,4535,2737,17,249,0,52,244,612.3,1823.6,612.3,1823.6,NA,NA,NA,NA
47157008103,TN,Shelby County,008103,5305,78,446,4598,11,47,0,24,101,4100,51,392,3517,11,40,0,17,72,54,1116,54,1116,NA,NA,NA,NA
47157008104,TN,Shelby County,008104,1795,19,192,1498,1,20,0,17,48,1454,11,189,1184,0,18,0,12,40,12,530,12,530,NA,NA,NA,NA
47157008105,TN,Shelby County,008105,3853,46,62,3673,5,2,0,4,61,2677,27,58,2534,5,2,0,3,48,19,963,19,963,NA,NA,NA,NA
47157008106,TN,Shelby County,008106,4900,243,2687,1488,11,233,1,30,207,4228,165,2365,1285,10,212,1,26,164,380,1329,380,1329,NA,NA,NA,NA
47157008107,TN,Shelby County,008107,5228,182,4249,431,12,118,1,31,204,4532,143,3725,360,12,113,1,23,155,615,1951,615,1951,NA,NA,NA,NA
47157008108,TN,Shelby County,008108,3107,181,1668,1034,11,77,0,10,126,2801,141,1549,922,11,72,0,10,96,171,837,171,837,NA,NA,NA,NA
47157008109,TN,Shelby County,008109,4109,165,3220,383,8,106,2,26,199,3483,116,2794,320,7,90,1,23,132,421,1585,421,1585,NA,NA,NA,NA
47157008110,TN,Shelby County,008110,7654,383,1071,5668,11,295,1,19,206,6164,263,964,4491,11,254,0,14,167,102.6,1858.8,102.6,1858.8,NA,NA,NA,NA
47157008111,TN,Shelby County,008111,4867,114,326,4215,14,68,1,9,120,3689,60,280,3192,12,52,1,1,91,44,1490.9,44,1490.9,NA,NA,NA,NA
47157008113,TN,Shelby County,008113,4191,109,85,3867,4,11,1,17,97,3226,61,64,3010,4,8,0,5,74,41,1407,41,1407,NA,NA,NA,NA
47157008114,TN,Shelby County,008114,3314,291,2323,426,7,81,0,7,179,3017,282,2127,390,7,71,0,7,133,312.2,841.1,312.2,841.1,NA,NA,NA,NA
47157008117,TN,Shelby County,008117,3222,90,1575,1363,23,25,2,11,133,2681,72,1372,1088,23,20,0,7,99,145,1299,145,1299,NA,NA,NA,NA
47157008118,TN,Shelby County,008118,3992,72,1029,2715,9,26,2,7,132,3316,53,935,2214,7,17,0,4,86,120,1552,120,1552,NA,NA,NA,NA
47157008119,TN,Shelby County,008119,1957,298,738,716,10,113,0,10,72,1499,198,642,507,6,92,0,3,51,123,397,123,397,NA,NA,NA,NA
47157008120,TN,Shelby County,008120,3182,55,36,3001,0,1,0,12,77,2429,36,36,2292,0,1,0,2,62,22.2,989.2,22.2,989.2,NA,NA,NA,NA
47157008121,TN,Shelby County,008121,3774,43,33,3582,9,2,0,8,97,2908,31,31,2750,4,2,0,7,83,23.8,1317.8,23.8,1317.8,NA,NA,NA,NA
47157008122,TN,Shelby County,008122,4481,711,2677,746,8,124,2,11,202,3964,673,2391,632,8,110,2,4,144,306,1333,306,1333,NA,NA,NA,NA
47157008123,TN,Shelby County,008123,3600,80,656,2729,7,20,2,18,88,2859,58,582,2129,7,17,2,14,50,111,1412,111,1412,NA,NA,NA,NA
47157008125,TN,Shelby County,008125,6903,1344,508,4780,11,73,3,11,173,4670,760,431,3312,11,50,3,7,96,72,1230,72,1230,NA,NA,NA,NA
47157008130,TN,Shelby County,008130,5189,129,294,4592,13,13,1,29,118,3920,94,257,3443,9,12,1,27,77,32,1558,32,1558,NA,NA,NA,NA
47157008131,TN,Shelby County,008131,4380,84,53,4114,19,4,0,15,91,3214,47,27,3053,12,0,0,8,67,35,1609.1,35,1609.1,NA,NA,NA,NA
47157008133,TN,Shelby County,008133,5911,313,4524,721,6,86,0,37,224,4817,210,3800,534,0,70,0,22,181,1215,1122,1215,1122,NA,NA,NA,NA
47157008136,TN,Shelby County,008136,4389,212,1774,2166,8,78,4,15,132,3504,135,1597,1620,6,62,4,10,70,440,1190,440,1190,NA,NA,NA,NA
47157008138,TN,Shelby County,008138,6350,353,305,5527,2,12,0,19,132,4972,223,267,4356,1,12,0,16,97,75,2145,75,2145,NA,NA,NA,NA
47157008139,TN,Shelby County,008139,7771,232,4952,2151,12,171,0,15,238,6518,182,4343,1647,8,156,0,15,167,997.8,1985.8,997.8,1985.8,NA,NA,NA,NA
47157008141,TN,Shelby County,008141,7657,356,5005,1418,13,511,6,20,328,6848,281,4511,1294,10,472,6,17,257,1039,1174,1039,1174,NA,NA,NA,NA
47157008142,TN,Shelby County,008142,5191,114,66,4896,12,4,1,12,86,4045,71,47,3838,12,1,1,8,67,31,1816,31,1816,NA,NA,NA,NA
47157008144,TN,Shelby County,008144,5008,26,25,4845,7,2,0,8,95,3848,16,22,3735,7,0,0,6,62,25,1824,25,1824,NA,NA,NA,NA
47157008145,TN,Shelby County,008145,1956,9,16,1871,5,0,0,3,52,1583,7,12,1518,3,0,0,3,40,11.8,744.8,11.8,744.8,NA,NA,NA,NA
47157008146,TN,Shelby County,008146,2838,209,224,2296,11,18,1,10,69,2169,127,191,1777,0,18,0,9,47,37,912,37,912,NA,NA,NA,NA
47157008149,TN,Shelby County,008149,9443,4210,2474,2231,20,193,3,33,279,6712,2549,2152,1632,18,155,3,18,185,611,968,611,968,NA,NA,NA,NA
47157008152,TN,Shelby County,008152,13546,5322,5369,1855,17,397,5,74,507,9561,3191,4460,1253,16,328,1,37,275,1324,1083,1324,1083,NA,NA,NA,NA
47157008154,TN,Shelby County,008154,4237,165,3650,158,3,136,0,2,123,3225,98,2814,124,3,112,0,0,74,1317,888,1317,888,NA,NA,NA,NA
47157008157,TN,Shelby County,008157,5959,97,5124,353,1,217,3,18,146,4805,81,4128,304,0,169,3,13,107,1924,1216,1924,1216,NA,NA,NA,NA
47157008158,TN,Shelby County,008158,5584,869,1014,3468,5,46,0,20,162,4273,555,926,2633,0,40,0,8,111,232,1355,232,1355,NA,NA,NA,NA
47157008159,TN,Shelby County,008159,9254,3211,1372,4305,15,84,2,29,236,6355,1847,1199,3064,13,78,2,24,128,326.5,1356.8,326.5,1356.8,NA,NA,NA,NA
47157008161,TN,Shelby County,008161,6263,400,119,5610,5,11,2,20,96,4668,209,109,4250,5,7,2,10,76,54.3,1963.5,54.3,1963.5,NA,NA,NA,NA
47157008164,TN,Shelby County,008164,3318,248,102,2850,13,12,0,9,84,2656,155,88,2327,11,11,0,6,58,30,1332,30,1332,NA,NA,NA,NA
47157008166,TN,Shelby County,008166,2976,265,154,2451,13,31,1,5,56,2110,173,135,1727,8,23,1,4,39,45.5,807.3,45.5,807.3,NA,NA,NA,NA
47157008167,TN,Shelby County,008167,3778,681,165,2822,4,16,0,9,81,2717,430,151,2054,4,15,0,7,56,41.9,1006.2,41.9,1006.2,NA,NA,NA,NA
47157008168,TN,Shelby County,008168,7889,838,640,6242,2,23,3,36,105,5702,511,555,4524,0,22,3,18,69,111,2225,111,2225,NA,NA,NA,NA
47157008170,TN,Shelby County,008170,4610,62,57,4377,6,12,0,14,82,3415,43,51,3234,6,10,0,12,59,18,1239,18,1239,NA,NA,NA,NA
47157008171,TN,Shelby County,008171,3199,87,38,2992,3,2,3,0,74,2419,50,36,2272,2,1,3,0,55,15,1043,15,1043,NA,NA,NA,NA
47157008172,TN,Shelby County,008172,7890,4290,1708,1581,14,86,1,38,172,5335,2536,1474,1124,10,74,1,9,107,407,553,407,553,NA,NA,NA,NA
47157008174,TN,Shelby County,008174,4310,144,3717,81,4,172,6,22,164,3366,86,2956,68,1,134,6,14,101,1210,911,1210,911,NA,NA,NA,NA
47157008176,TN,Shelby County,008176,7320,1206,3512,2141,17,113,2,44,285,5666,761,3059,1527,16,92,2,37,172,979,1230,979,1230,NA,NA,NA,NA
47157008177,TN,Shelby County,008177,4628,246,3701,421,0,44,7,13,196,3949,183,3283,312,0,41,7,8,115,1127,877,1127,877,NA,NA,NA,NA
47157008178,TN,Shelby County,008178,2798,65,2430,189,3,38,1,6,66,2329,43,2047,145,3,38,1,4,48,932.3,510.4,932.3,510.4,NA,NA,NA,NA
47157008179,TN,Shelby County,008179,6900,358,3390,2661,7,334,2,12,136,6053,265,2852,2618,7,235,2,1,73,793,695,793,695,NA,NA,NA,NA
47157008180,TN,Shelby County,008180,3925,102,3458,119,7,130,0,19,90,3044,87,2710,89,0,89,0,9,60,1249.7,931.4,1249.7,931.4,NA,NA,NA,NA
47157008182,TN,Shelby County,008182,4361,278,835,3048,8,7,0,19,166,3115,179,716,2108,3,5,0,5,99,151.1,671,151.1,671,NA,NA,NA,NA
47157008183,TN,Shelby County,008183,5858,149,493,4995,35,11,4,28,143,4107,80,449,3437,22,11,0,20,88,162,1343,162,1343,NA,NA,NA,NA
47157008184,TN,Shelby County,008184,6459,183,413,5697,5,10,0,7,144,4118,105,371,3531,4,4,0,4,99,115.2,1286.8,115.2,1286.8,NA,NA,NA,NA
47157008187,TN,Shelby County,008187,9112,180,499,8180,10,11,1,19,212,6331,116,423,5626,10,11,1,13,131,141,2367,141,2367,NA,NA,NA,NA
47157008189,TN,Shelby County,008189,6697,169,355,5945,4,8,4,8,204,4756,88,299,4229,4,8,4,6,118,150,1751,150,1751,NA,NA,NA,NA
47157008190,TN,Shelby County,008190,4999,195,491,4170,9,17,0,8,109,3690,119,451,3026,7,17,0,8,62,179,1541,179,1541,NA,NA,NA,NA
47157008191,TN,Shelby County,008191,4730,902,192,3481,7,49,2,15,82,3328,591,182,2457,6,49,1,7,35,58.9,787.9,58.9,787.9,NA,NA,NA,NA
47157008192,TN,Shelby County,008192,7420,1380,340,5473,2,66,0,25,134,5175,859,321,3844,1,51,0,16,83,129.6,1661.5,129.6,1661.5,NA,NA,NA,NA
47157008194,TN,Shelby County,008194,9003,857,488,7386,10,75,0,27,160,6512,575,447,5296,8,66,0,23,97,193,1954,193,1954,NA,NA,NA,NA
47157008195,TN,Shelby County,008195,7119,1023,301,5506,8,160,0,19,102,5116,641,280,4002,1,128,0,8,56,153,2005,153,2005,NA,NA,NA,NA
47157008197,TN,Shelby County,008197,5724,1241,405,3757,12,211,0,29,69,4043,771,377,2673,11,165,0,7,39,211.4,1384.5,211.4,1384.5,NA,NA,NA,NA
47157008199,TN,Shelby County,008199,7802,2536,203,4870,4,42,2,12,133,5279,1566,187,3427,3,33,0,6,57,75,1291,75,1291,NA,NA,NA,NA
47157008200,TN,Shelby County,008200,3418,32,59,3229,6,3,1,17,71,2585,13,44,2461,6,0,0,13,48,23,1308,23,1308,NA,NA,NA,NA
47157008201,TN,Shelby County,008201,5572,94,69,5289,9,5,1,23,82,4219,57,56,4022,4,4,0,16,60,48,2437,48,2437,NA,NA,NA,NA
47157008202,TN,Shelby County,008202,6818,257,49,6347,19,5,1,13,127,5005,155,42,4678,10,4,0,12,104,35,2587,35,2587,NA,NA,NA,NA
47157008203,TN,Shelby County,008203,5960,67,41,5713,12,2,0,25,100,4423,34,29,4252,12,2,0,16,78,28,2098,28,2098,NA,NA,NA,NA
47157008204,TN,Shelby County,008204,3341,40,46,3198,6,1,0,12,38,2647,16,41,2546,5,1,0,8,30,31,1592,31,1592,NA,NA,NA,NA
47157008205,TN,Shelby County,008205,3659,30,48,3515,0,1,0,14,51,2673,17,40,2564,0,1,0,13,38,22,1352,22,1352,NA,NA,NA,NA
47157008206,TN,Shelby County,008206,5292,47,81,5045,9,4,0,17,89,4023,35,74,3825,9,4,0,11,65,51,2157,51,2157,NA,NA,NA,NA
47157008207,TN,Shelby County,008207,5560,61,116,5280,10,18,0,17,58,4325,45,105,4104,9,18,0,3,41,80,2239,80,2239,NA,NA,NA,NA
47157008209,TN,Shelby County,008209,5043,49,137,4761,10,2,1,17,66,3841,32,130,3611,6,1,1,12,48,79,1648,79,1648,NA,NA,NA,NA
