GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_gra,uss_16_dem_jud,gov_18_rep_rey,gov_18_dem_hub,atg_18_dem_mil,sos_18_rep_pat,sos_18_dem_dej,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_ern,uss_20_dem_gre,avg_16_rep,avg_16_dem,avg_18_rep,avg_18_dem,avg_20_rep,avg_20_dem
18157000140,IN,Tippecanoe County,000140,1627,155,1174,184,3,43,0,1,67,1370,114,1035,127,3,43,0,1,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000150,IN,Tippecanoe County,000150,1844,369,1244,107,8,24,0,7,85,1505,286,1068,76,5,24,0,6,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000160,IN,Tippecanoe County,000160,1250,203,775,174,6,20,0,4,68,1017,145,673,122,6,18,0,3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000170,IN,Tippecanoe County,000170,1156,96,787,143,4,59,0,7,60,1008,77,710,111,4,53,0,5,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000180,IN,Tippecanoe County,000180,927,85,683,74,2,38,0,11,34,772,55,601,47,2,33,0,10,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000190,IN,Tippecanoe County,000190,1872,470,1067,221,0,35,0,11,68,1433,280,946,134,0,29,0,4,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000200,IN,Tippecanoe County,000200,1535,169,1178,76,3,16,1,10,82,1203,100,988,47,2,13,1,8,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000210,IN,Tippecanoe County,000210,1575,182,1128,165,8,7,0,7,78,1187,107,921,102,4,7,0,3,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000220,IN,Tippecanoe County,000220,584,57,364,123,4,6,0,2,28,483,39,336,83,3,5,0,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000230,IN,Tippecanoe County,000230,1435,128,1056,132,5,21,0,12,81,1139,91,879,89,4,19,0,5,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000240,IN,Tippecanoe County,000240,1772,137,1249,221,7,61,0,10,87,1545,108,1147,150,7,57,0,9,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000250,IN,Tippecanoe County,000250,837,104,596,61,1,22,0,5,48,622,68,456,36,1,22,0,5,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000260,IN,Tippecanoe County,000260,1834,227,945,463,3,72,0,19,105,1395,156,809,282,2,67,0,6,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000270,IN,Tippecanoe County,000270,2267,365,1038,682,1,34,1,21,125,1640,258,877,393,1,28,1,14,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000280,IN,Tippecanoe County,000280,1555,229,1113,117,5,4,0,15,72,1171,138,915,60,1,4,0,14,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000290,IN,Tippecanoe County,000290,1581,127,1299,77,1,15,0,8,54,1261,72,1074,56,1,15,0,6,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000300,IN,Tippecanoe County,000300,1362,55,1111,82,3,27,0,15,69,1046,33,906,40,0,21,0,4,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000310,IN,Tippecanoe County,000310,2000,199,1445,207,3,43,0,12,91,1637,140,1247,136,3,42,0,12,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000320,IN,Tippecanoe County,000320,1123,358,683,34,0,17,0,4,27,785,209,520,25,0,13,0,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000330,IN,Tippecanoe County,000330,1461,245,925,191,5,19,0,13,63,1144,170,787,121,4,19,0,8,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000340,IN,Tippecanoe County,000340,1604,284,1163,71,0,10,0,0,76,1199,185,925,44,0,6,0,0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000350,IN,Tippecanoe County,000350,1774,241,1356,96,2,9,0,7,63,1377,152,1121,63,2,8,0,3,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000360,IN,Tippecanoe County,000360,1176,83,668,324,6,28,0,9,58,857,56,547,179,6,27,0,4,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000370,IN,Tippecanoe County,000370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000380,IN,Tippecanoe County,000380,490,19,450,2,0,0,0,0,19,346,11,319,0,0,0,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000390,IN,Tippecanoe County,000390,1481,90,1334,7,4,4,0,4,38,1136,67,1032,4,4,3,0,4,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000400,IN,Tippecanoe County,000400,1063,70,919,4,7,3,0,9,51,797,48,695,1,7,1,0,9,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000410,IN,Tippecanoe County,000410,1978,107,1732,18,4,35,0,5,77,1471,57,1323,12,4,25,0,4,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000420,IN,Tippecanoe County,000420,723,38,646,0,2,16,0,1,20,525,19,481,0,2,13,0,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000430,IN,Tippecanoe County,000430,1334,106,1114,27,0,41,0,1,45,994,64,860,16,0,28,0,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000440,IN,Tippecanoe County,000440,2636,301,2080,54,2,71,0,6,122,1894,169,1549,39,2,57,0,6,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000450,IN,Tippecanoe County,000450,2399,210,1848,67,0,187,0,12,75,1879,141,1479,51,0,151,0,7,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000460,IN,Tippecanoe County,000460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000470,IN,Tippecanoe County,000470,964,37,886,5,0,2,0,2,32,707,26,663,1,0,1,0,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000480,IN,Tippecanoe County,000480,1318,117,1128,12,1,1,0,3,56,984,67,871,9,1,0,0,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000490,IN,Tippecanoe County,000490,1677,60,1526,4,0,9,0,6,72,1303,36,1215,2,0,4,0,2,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000500,IN,Tippecanoe County,000500,888,56,767,6,0,1,0,5,53,675,36,593,3,0,0,0,4,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000510,IN,Tippecanoe County,000510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000520,IN,Tippecanoe County,000520,1075,66,910,13,7,12,0,2,65,797,33,696,8,5,10,0,2,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000530,IN,Tippecanoe County,000530,1492,46,1375,9,2,17,0,7,36,1126,27,1054,5,2,16,0,6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000540,IN,Tippecanoe County,000540,970,30,880,9,6,0,0,1,44,739,18,684,6,6,0,0,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000550,IN,Tippecanoe County,000550,1287,31,1198,7,0,12,0,12,27,943,11,897,5,0,10,0,2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000560,IN,Tippecanoe County,000560,1058,70,912,24,2,4,0,1,45,767,45,684,10,2,3,0,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000570,IN,Tippecanoe County,000570,1320,62,1160,9,6,13,0,2,68,990,33,887,4,6,13,0,0,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000580,IN,Tippecanoe County,000580,2094,119,1807,53,2,51,0,0,62,1471,67,1298,36,0,39,0,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000590,IN,Tippecanoe County,000590,1500,48,1265,27,1,94,0,5,60,1104,29,973,14,1,69,0,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000600,IN,Tippecanoe County,000600,1173,76,922,53,0,71,0,5,46,875,52,699,41,0,63,0,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000610,IN,Tippecanoe County,000610,1757,81,1579,10,3,28,0,2,54,1361,48,1254,4,3,19,0,0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000620,IN,Tippecanoe County,000620,514,27,438,12,0,17,0,0,20,377,13,325,12,0,9,0,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000630,IN,Tippecanoe County,000630,1715,107,1388,52,0,123,0,3,42,1260,71,1016,40,0,104,0,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000640,IN,Tippecanoe County,000640,1098,51,745,17,1,231,0,1,52,788,27,556,12,1,163,0,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000650,IN,Tippecanoe County,000650,3154,485,1455,242,13,840,2,14,103,2686,324,1249,203,13,806,2,14,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000660,IN,Tippecanoe County,000660,1699,75,1382,32,6,107,0,8,89,1308,49,1095,18,6,84,0,3,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000670,IN,Tippecanoe County,000670,871,50,716,21,0,44,0,4,36,722,29,613,17,0,38,0,3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000680,IN,Tippecanoe County,000680,1489,50,1042,14,0,299,0,3,81,1081,27,798,9,0,216,0,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000690,IN,Tippecanoe County,000690,1058,53,518,32,0,408,0,12,35,766,33,405,18,0,286,0,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000700,IN,Tippecanoe County,000700,1826,90,645,184,4,852,0,4,47,1395,75,553,118,3,618,0,4,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000710,IN,Tippecanoe County,000710,1971,127,1084,86,4,565,0,15,90,1772,105,989,72,4,518,0,15,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000720,IN,Tippecanoe County,000720,3399,290,1759,168,16,955,6,15,190,2906,225,1497,136,16,854,6,14,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000730,IN,Tippecanoe County,000730,2764,413,1671,166,7,382,2,4,119,2055,267,1301,109,7,322,2,0,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000740,IN,Tippecanoe County,000740,2143,226,1465,159,5,152,0,14,122,1539,127,1119,94,5,117,0,9,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000750,IN,Tippecanoe County,000750,942,73,601,54,0,176,0,12,26,807,57,511,45,0,168,0,9,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000760,IN,Tippecanoe County,000760,1033,63,752,39,0,121,2,12,44,727,38,548,23,0,91,2,6,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000770,IN,Tippecanoe County,000770,2315,92,1389,171,1,571,0,4,87,1957,67,1250,97,0,491,0,3,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000780,IN,Tippecanoe County,000780,10532,674,7012,336,11,301,4,40,2154,10468,663,6994,316,10,297,4,40,2144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000790,IN,Tippecanoe County,000790,1058,39,593,55,2,300,3,5,61,925,33,520,50,2,273,3,3,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000800,IN,Tippecanoe County,000800,826,66,579,30,1,86,0,5,59,650,49,457,26,1,75,0,3,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000810,IN,Tippecanoe County,000810,2652,182,1876,144,8,305,0,11,126,1860,104,1366,85,5,235,0,3,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000820,IN,Tippecanoe County,000820,669,70,454,8,1,99,0,2,35,519,43,372,5,0,77,0,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000830,IN,Tippecanoe County,000830,1306,81,962,35,0,143,0,14,71,975,52,744,21,0,113,0,8,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000840,IN,Tippecanoe County,000840,2251,119,1562,66,3,395,3,10,93,1938,105,1351,58,3,341,3,10,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000850,IN,Tippecanoe County,000850,1775,93,1392,49,7,149,1,15,69,1422,59,1138,30,5,131,1,12,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000860,IN,Tippecanoe County,000860,2331,121,1320,36,2,743,0,11,98,2181,114,1228,32,1,712,0,8,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000870,IN,Tippecanoe County,000870,1828,118,1288,64,1,91,3,9,254,1759,106,1250,58,1,83,3,8,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000880,IN,Tippecanoe County,000880,2122,148,1056,144,1,700,0,17,56,1923,122,985,88,1,666,0,16,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000890,IN,Tippecanoe County,000890,5820,397,2988,169,5,1741,0,18,502,5612,382,2890,169,3,1665,0,18,485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000900,IN,Tippecanoe County,000900,1663,168,558,89,6,529,0,6,307,1516,148,528,68,6,460,0,5,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000910,IN,Tippecanoe County,000910,1333,50,1170,13,0,41,0,8,51,1055,34,938,9,0,40,0,5,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000920,IN,Tippecanoe County,000920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000930,IN,Tippecanoe County,000930,1289,42,1170,18,1,11,0,3,44,967,22,886,12,1,9,0,3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000940,IN,Tippecanoe County,000940,1149,25,1085,3,0,3,0,0,33,900,14,857,3,0,3,0,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000950,IN,Tippecanoe County,000950,1685,49,1565,9,2,7,0,3,50,1245,32,1180,2,2,3,0,2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000960,IN,Tippecanoe County,000960,714,499,173,7,0,6,0,5,24,470,284,158,5,0,6,0,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000970,IN,Tippecanoe County,000970,2554,370,1782,215,9,49,0,0,129,2021,254,1457,172,9,48,0,0,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000980,IN,Tippecanoe County,000980,2139,544,1378,92,6,11,0,5,103,1573,350,1103,62,3,10,0,1,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157000990,IN,Tippecanoe County,000990,1213,330,750,71,3,1,0,0,58,875,203,591,45,3,1,0,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157001000,IN,Tippecanoe County,001000,1163,220,776,114,0,5,1,3,44,853,143,605,82,0,5,1,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157001010,IN,Tippecanoe County,001010,2484,327,1278,736,6,31,0,17,89,1571,171,971,356,5,23,0,11,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157001020,IN,Tippecanoe County,001020,1789,217,1339,132,4,21,0,8,68,1330,148,1028,85,2,21,0,6,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157001030,IN,Tippecanoe County,001030,1405,177,1022,111,4,18,1,5,67,1081,118,834,73,4,12,1,3,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157001040,IN,Tippecanoe County,001040,1381,260,928,105,0,19,3,4,62,1038,154,754,62,0,19,3,2,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157001050,IN,Tippecanoe County,001050,1293,169,828,213,0,17,0,6,60,953,109,654,142,0,14,0,5,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157001060,IN,Tippecanoe County,001060,1480,139,1171,75,7,20,0,1,67,1137,75,944,51,7,16,0,1,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157001070,IN,Tippecanoe County,001070,1461,99,1218,24,2,45,0,7,66,1096,64,938,16,2,37,0,6,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157001080,IN,Tippecanoe County,001080,1162,57,1036,29,2,8,0,6,24,845,32,762,24,0,6,0,6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157001090,IN,Tippecanoe County,001090,4142,700,2816,318,9,59,1,7,232,2753,414,1968,208,9,45,1,7,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157001100,IN,Tippecanoe County,001100,2034,133,1757,39,0,55,0,2,48,1519,78,1351,25,0,31,0,2,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157001110,IN,Tippecanoe County,001110,1690,107,1444,37,2,49,0,2,49,1251,49,1104,23,2,43,0,2,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157001120,IN,Tippecanoe County,001120,2210,287,1742,59,3,24,0,7,88,1577,169,1284,43,2,14,0,6,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157001130,IN,Tippecanoe County,001130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157001140,IN,Tippecanoe County,001140,1391,179,1095,16,0,17,0,3,81,1001,98,824,10,0,16,0,3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157001150,IN,Tippecanoe County,001150,964,118,775,18,0,4,0,3,46,715,73,596,17,0,2,0,3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157001160,IN,Tippecanoe County,001160,1429,132,1176,21,2,22,1,3,72,1031,70,885,19,2,19,1,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18159000010,IN,Tipton County,000010,1341,42,1231,4,0,10,1,7,46,1009,27,945,3,0,7,0,4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18159000020,IN,Tipton County,000020,1272,48,1195,10,1,4,1,2,11,1049,35,991,10,1,4,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18159000030,IN,Tipton County,000030,1467,47,1351,1,3,2,0,15,48,1152,33,1081,1,3,1,0,9,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18159000040,IN,Tipton County,000040,1178,42,1087,2,0,5,0,5,37,894,23,844,0,0,5,0,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18159000050,IN,Tipton County,000050,1051,20,995,4,1,0,0,3,28,815,16,775,1,1,0,0,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18159000060,IN,Tipton County,000060,661,7,644,0,0,2,0,2,6,533,4,523,0,0,2,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18159000070,IN,Tipton County,000070,1047,12,1012,4,0,5,0,0,14,861,7,838,0,0,5,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18159000080,IN,Tipton County,000080,730,9,690,2,2,4,0,0,23,566,7,539,0,2,4,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18159000090,IN,Tipton County,000090,673,17,622,6,1,1,0,0,26,532,11,500,3,1,1,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18159000100,IN,Tipton County,000100,1176,18,1107,4,0,3,0,5,39,922,6,880,4,0,0,0,4,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18159000110,IN,Tipton County,000110,1156,40,1061,5,2,3,0,14,31,912,23,847,5,1,3,0,11,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18159000120,IN,Tipton County,000120,562,13,537,0,1,0,0,2,9,424,6,412,0,1,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18159000130,IN,Tipton County,000130,724,21,681,0,1,1,0,0,20,581,5,557,0,1,1,0,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18159000140,IN,Tipton County,000140,1061,16,1007,3,0,1,0,0,34,842,11,803,3,0,0,0,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18159000150,IN,Tipton County,000150,1260,82,1147,1,1,5,0,1,23,980,63,898,1,1,5,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18161000010,IN,Union County,000010,744,8,711,2,0,2,0,3,18,584,3,563,2,0,0,0,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
