GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_dem_men,uss_18_rep_hug,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_boo,uss_20_rep_meh,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
34029140001,NJ,Ocean County,140001,1098,72,988,1,1,11,0,5,20,982,43,916,1,0,9,0,2,11,294.8,419.7,276.8,357.8,410,455,386,457,419.7,294.8,357.8,276.8,456,398,422.4,341.9
34029145001,NJ,Ocean County,145001,1004,262,343,278,0,52,0,9,60,734,171,285,194,0,41,0,2,41,160,99.2,98.8,73.2,290.9,269.2,286.4,249.9,99.2,160,73.2,98.8,259.5,288.6,172.9,209
34029145002,NJ,Ocean County,145002,1664,511,891,154,2,11,0,6,89,1211,316,706,126,2,9,0,2,50,268.5,318,209.9,231.3,172.4,155.4,169.6,144.1,318,268.5,231.3,209.9,149.7,171,212.2,205.1
34029145003,NJ,Ocean County,145003,975,267,544,96,6,12,0,2,48,707,165,432,75,6,7,0,1,21,173.8,214.9,137.3,167.4,300.4,270.7,295.5,251,214.9,173.8,167.4,137.3,260.9,298,226,226.8
34029150001,NJ,Ocean County,150001,1324,290,912,31,0,30,0,11,50,1048,190,787,18,0,20,0,2,31,203,377.4,197.5,304,909.5,1681.5,880,1637.8,377.4,203,304,197.5,1659.6,894.8,1000.2,547.5
34029150002,NJ,Ocean County,150002,1002,90,869,3,0,14,0,3,23,775,47,695,3,0,12,0,1,17,164.1,491.2,151.8,400.6,289.6,531.2,280.3,517.1,491.2,164.1,400.6,151.8,524.1,285,485,221.5
34029150003,NJ,Ocean County,150003,1512,58,1415,1,4,7,1,0,26,1373,40,1297,1,4,7,1,0,23,239.9,553.2,211.6,520.4,277.6,513.1,268.6,499.8,553.2,239.9,520.4,211.6,506.4,273.1,521.6,249.4
34029150004,NJ,Ocean County,150004,1467,87,1344,0,0,14,1,0,21,1294,61,1205,0,0,14,1,0,13,244.8,500.1,222.2,400.2,173.6,320.9,167.9,312.5,500.1,244.8,400.2,222.2,316.7,170.7,383.4,202.1
34029150005,NJ,Ocean County,150005,2038,175,1697,57,1,39,0,8,61,1706,110,1484,43,0,27,0,6,36,220,435,191,360,852.9,1447.5,823.9,1400.8,435,220,360,191,1424.1,838.4,910.8,522
34029150006,NJ,Ocean County,150006,1738,166,1470,24,3,28,0,1,46,1338,99,1164,19,3,21,0,1,31,264,492,253,480,526.1,892.9,508.2,864,492,264,480,253,878.5,517.1,682.2,387.8
34029150007,NJ,Ocean County,150007,1614,139,1374,17,0,22,0,6,56,1263,96,1087,15,0,22,0,6,37,260,501,191,379,228.7,388,220.9,375.5,501,260,379,191,381.8,224.8,410.9,225.1
34029150008,NJ,Ocean County,150008,1877,235,1513,24,0,40,0,1,64,1403,136,1182,20,0,31,0,0,34,242,595,186,461,416.6,707,402.4,684.2,595,242,461,186,695.6,409.5,611.8,311.8
34029150009,NJ,Ocean County,150009,1414,86,1237,11,0,25,0,7,48,1111,57,987,8,0,19,0,6,34,288.8,539.2,206.3,416.7,174.9,296.9,169,287.3,539.2,288.8,416.7,206.3,292.1,172,385,209.7
34029150010,NJ,Ocean County,150010,1852,191,1555,30,0,30,0,1,45,1395,127,1184,19,0,27,0,1,37,258,559,219,458,412.4,699.9,398.4,677.3,559,258,458,219,688.6,405.4,598.6,321.9
34029150011,NJ,Ocean County,150011,1613,180,1335,29,0,11,0,2,56,1217,121,1037,21,0,11,0,0,27,243,486,222,355,247.1,419.4,238.7,405.8,486,243,355,222,412.6,242.9,416.6,237.7
34029150012,NJ,Ocean County,150012,1473,118,1280,10,2,27,0,1,35,1156,90,1012,10,0,22,0,0,22,230,485,168,396,156.5,265.6,151.2,257,485,230,396,168,261.3,153.8,350.9,176.4
34029150013,NJ,Ocean County,150013,1006,55,922,0,2,12,0,1,14,923,44,856,0,0,12,0,0,11,157.9,347.4,141.5,320.7,192.8,356.4,186.5,347.1,347.4,157.9,320.7,141.5,351.7,189.6,342.9,169.7
34029150014,NJ,Ocean County,150014,422,19,386,4,0,5,0,0,8,414,16,381,4,0,5,0,0,8,75.2,192.8,52.7,183.3,174.1,295.5,168.2,285.9,192.8,75.2,183.3,52.7,290.7,171.2,239.4,117.6
34029150015,NJ,Ocean County,150015,1260,102,1093,3,0,17,0,0,45,1014,66,896,3,0,14,0,0,35,252.3,433.7,204,377.5,184,312.3,177.8,302.2,433.7,252.3,377.5,204,307.3,180.9,356.4,204.5
34029150016,NJ,Ocean County,150016,689,58,605,4,0,6,1,0,15,650,35,601,0,0,5,1,0,8,178.5,379.5,146.6,325.6,37.2,68.7,36,66.9,379.5,178.5,325.6,146.6,67.8,36.6,210.2,99.6
34029150017,NJ,Ocean County,150017,877,41,805,4,0,11,0,0,16,635,34,580,2,0,11,0,0,8,61.5,158.6,52.3,125.6,22.7,42,22,40.9,158.6,61.5,125.6,52.3,41.4,22.4,91.8,39.6
34029150018,NJ,Ocean County,150018,1227,67,1071,16,0,42,0,1,30,909,38,810,14,0,33,0,0,14,135,426,120,326,96.9,164.5,93.6,159.2,426,135,326,120,161.8,95.3,268.9,111.4
34029150019,NJ,Ocean County,150019,1579,106,1391,11,0,14,0,2,55,1205,80,1071,7,0,12,0,1,34,221,431,214,409,281.9,478.5,272.3,463,431,221,409,214,470.7,277.1,445.4,247.3
34029150020,NJ,Ocean County,150020,1491,79,1293,30,0,9,0,5,75,1139,58,1001,23,0,7,0,5,45,229,443,196,336,229.5,389.5,221.7,376.9,443,229,336,196,383.2,225.6,386.3,219
34029150021,NJ,Ocean County,150021,1142,126,975,7,0,17,2,1,14,918,93,793,6,0,16,2,0,8,195.4,380,170.9,343.4,532.2,905.3,514.1,876.2,380,195.4,343.4,170.9,890.8,523.2,626.2,353.2
34029155001,NJ,Ocean County,155001,1243,44,1169,1,0,8,0,5,16,1121,20,1084,1,0,8,0,0,8,316,442,236,444,413,504,375,524,442,316,444,236,514,394,478.5,335
34029160001,NJ,Ocean County,160001,2079,221,1728,25,3,19,0,9,74,1709,140,1467,19,3,19,0,6,55,296.5,547.7,251.1,443.8,446.9,761.8,432.6,737,547.7,296.5,443.8,251.1,749.4,439.8,622.6,356.8
34029160002,NJ,Ocean County,160002,1498,83,1337,15,2,18,3,1,39,1264,64,1138,15,2,18,3,1,23,185.6,452.3,191.1,394.3,260.7,444.2,252.4,429.6,452.3,185.6,394.3,191.1,437,256.6,430.1,222.5
34029ZZZZZZ,NJ,Ocean County,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.3,115.6,57.5,107.4,110.8,156.1,104.7,156.1,115.6,68.3,107.4,57.5,156.1,107.7,133.8,85.3
34031005001,NJ,Passaic County,005001,2276,363,1657,55,6,100,0,10,85,1887,257,1431,36,5,86,0,9,63,466.4,596.7,370.5,468.7,624.4,721.4,622.3,669.7,596.7,466.4,468.7,370.5,695.5,623.3,614.1,520.9
34031005002,NJ,Passaic County,005002,1871,319,1400,28,1,62,0,12,49,1521,224,1183,24,1,53,0,11,25,369.5,479.2,326.3,358.2,193.8,218.9,193.4,203,479.2,369.5,358.2,326.3,210.9,193.6,314.8,270.8
34031005003,NJ,Passaic County,005003,1279,186,1022,10,0,19,0,10,32,1034,132,849,6,0,13,0,8,26,298.4,434.2,256.6,327.2,448.1,509.9,446.8,472.7,434.2,298.4,327.2,256.6,491.3,447.4,436,362.4
34031005004,NJ,Passaic County,005004,1747,242,1391,14,2,48,0,9,41,1492,184,1224,10,2,41,0,8,23,296.9,470.8,255,397.7,633.3,716.8,631.6,664.7,470.8,296.9,397.7,255,690.8,632.5,562.5,454.2
34031005005,NJ,Passaic County,005005,604,76,444,7,0,44,0,4,29,523,50,405,6,0,37,0,3,22,113.7,137.1,101.9,126.4,218.2,246.3,217.6,228.4,137.1,113.7,126.4,101.9,237.4,217.9,184.5,162.8
34031010101,NJ,Passaic County,010101,1338,337,748,36,3,183,0,9,22,1092,239,651,23,0,160,0,3,16,314.1,262.7,213.7,189.8,365.8,246.6,373.1,212.6,262.7,314.1,189.8,213.7,229.6,369.5,227.9,316.7
34031010102,NJ,Passaic County,010102,3516,1132,1609,140,0,510,0,64,61,2899,886,1363,130,0,449,0,40,31,766.6,510.1,599.8,355,1519.2,1023.9,1549.4,883,510.1,766.6,355,599.8,953.4,1534.3,693,1108.8
34031010103,NJ,Passaic County,010103,1620,360,845,82,2,278,0,3,50,1401,299,758,70,2,233,0,2,37,368,302,264,253,836.5,563.8,853.1,486.2,302,368,253,264,525,844.8,401.2,580.4
34031010104,NJ,Passaic County,010104,2585,870,1329,75,0,195,0,9,107,2073,660,1117,54,0,163,0,9,70,490.6,354.3,357.5,251.4,723.3,487.4,737.7,420.4,354.3,490.6,251.4,357.5,453.9,730.5,378.4,577.3
34031010105,NJ,Passaic County,010105,2709,626,1411,181,1,399,5,20,66,2336,484,1289,157,1,339,3,9,54,710,453,542,351,899,605.9,916.9,522.5,453,710,351,542,564.2,907.9,483.1,767
34031010106,NJ,Passaic County,010106,1846,286,1353,40,5,135,0,5,22,1326,213,937,31,5,118,0,3,19,337.8,416.4,252.4,333,359.7,242.4,366.8,209,416.4,337.8,333,252.4,225.7,363.2,300.2,329.2
34031010107,NJ,Passaic County,010107,1634,407,875,48,1,235,0,9,59,1300,300,705,37,1,210,0,4,43,356,281.7,303.5,199.3,494.4,333.2,504.2,287.4,281.7,356,199.3,303.5,310.3,499.3,275.4,414.5
34031010108,NJ,Passaic County,010108,1618,295,1144,23,0,97,0,26,33,1085,228,714,15,0,92,0,19,17,295,304,210,247,262.1,176.6,267.3,152.3,304,295,247,210,164.5,264.7,220,258.6
34031010109,NJ,Passaic County,010109,1604,455,875,30,0,199,0,9,36,1307,335,742,25,0,169,0,8,28,395.7,395.5,337,301.8,429.5,289.5,438,249.6,395.5,395.7,301.8,337,269.5,433.8,309.1,400.1
34031010110,NJ,Passaic County,010110,1205,284,671,59,1,172,0,2,16,988,219,567,49,0,144,0,0,9,262.9,233.5,196.3,175.6,237.4,160,242.1,138,233.5,262.9,175.6,196.3,149,239.8,176.8,234.7
34031010111,NJ,Passaic County,010111,1121,149,754,21,0,181,0,1,15,985,117,681,17,0,160,0,1,9,294,319,223,251,352.7,237.7,359.8,205,319,294,251,223,221.4,356.2,253.2,307.4
34031010112,NJ,Passaic County,010112,1467,270,826,46,0,267,2,5,51,1259,196,742,42,0,234,2,3,40,353.8,424.2,297.1,319.4,577.3,389,588.7,335.5,424.2,353.8,319.4,297.1,362.3,583,367,454.2
34031010113,NJ,Passaic County,010113,1747,446,957,45,5,238,0,16,40,1431,309,837,29,1,204,0,16,35,567.3,446.3,495,334.5,523,364.9,534.4,315.4,446.3,567.3,334.5,495,340.1,528.7,365.3,529.9
34031010114,NJ,Passaic County,010114,1111,260,621,17,3,175,1,8,26,895,195,533,9,3,141,1,1,12,286,246,235,204,472.9,318.7,482.3,274.8,246,286,204,235,296.8,477.6,260.9,369
34031010115,NJ,Passaic County,010115,2106,442,1009,178,0,405,0,6,66,1826,371,909,157,0,338,0,6,45,477.8,331.1,384.5,273.8,578,389.6,589.5,336,331.1,477.8,273.8,384.5,362.8,583.8,332.6,507.5
34031010116,NJ,Passaic County,010116,974,180,559,16,0,208,0,2,9,786,133,470,7,0,173,0,0,3,213,228,160,163,391.2,263.6,399,227.4,228,213,163,160,245.5,395.1,220.5,290.8
34031010117,NJ,Passaic County,010117,1474,420,515,166,2,332,0,10,29,1260,342,468,145,0,278,0,10,17,330.7,155.9,236.1,117.7,280.7,189.2,286.3,163.1,155.9,330.7,117.7,236.1,176.2,283.5,156.5,283.4
34031010118,NJ,Passaic County,010118,1744,326,982,45,2,321,0,9,59,1477,249,864,37,1,273,0,7,46,438,553.1,331.6,441.5,300.8,202.7,306.8,174.8,553.1,438,441.5,331.6,188.8,303.8,343.1,344.3
34031010119,NJ,Passaic County,010119,1345,302,769,27,0,219,0,8,20,1097,218,663,20,0,176,0,7,13,350,329,266,243,269.4,181.6,274.8,156.6,329,350,243,266,169.1,272.1,227.5,290.1
34031010120,NJ,Passaic County,010120,905,98,629,5,0,143,0,1,29,759,73,540,5,0,121,0,0,20,205,277,158,225,368.8,248.5,376.1,214.3,277,205,225,158,231.4,372.4,241.2,277
34031010121,NJ,Passaic County,010121,1582,289,895,154,4,197,2,4,37,1386,247,787,150,4,162,2,3,31,350.7,249.4,251.1,207.3,445,298.4,453.7,257.5,249.4,350.7,207.3,251.1,277.9,449.4,253.1,375.1
34031010122,NJ,Passaic County,010122,1240,356,684,42,0,116,1,7,34,1007,260,593,28,0,92,1,7,26,282,261,181,223,287.1,193.5,292.8,166.8,261,282,223,181,180.2,289.9,211.1,260.7
34031010123,NJ,Passaic County,010123,2478,430,1676,59,0,232,0,26,55,1688,310,1098,46,0,185,0,13,36,384.2,519.6,324.6,391,953.2,642.4,972.2,554,519.6,384.2,391,324.6,598.2,962.7,526.8,658.6
34031010201,NJ,Passaic County,010201,1646,738,688,51,4,121,1,7,36,1299,556,574,42,4,101,1,2,19,390,239,307,180,487.3,328.4,497,283.2,239,390,180,307,305.8,492.1,257.7,420.3
34031010202,NJ,Passaic County,010202,1719,841,653,68,3,95,0,20,39,1350,650,530,58,0,81,0,10,21,418.2,141.1,324.2,106.9,182.7,123.1,186.3,106.2,141.1,418.2,106.9,324.2,114.7,184.5,119.3,277.9
34031010203,NJ,Passaic County,010203,1989,603,971,92,5,271,0,2,45,1559,431,791,74,3,224,0,2,34,409,215,288,134,256,172.5,261.1,148.8,215,409,134,288,160.7,258.5,167.6,303.5
34031010204,NJ,Passaic County,010204,2232,972,911,148,1,110,0,14,76,1658,694,715,101,0,95,0,5,48,512.8,177.9,397.8,113.1,554.2,373.5,565.2,322.1,177.9,512.8,113.1,397.8,347.8,559.7,246.6,507.5
34031010205,NJ,Passaic County,010205,1921,448,1128,50,4,248,0,7,36,1553,328,950,31,3,213,0,4,24,444.7,419.1,338.5,323.2,946.1,637.6,964.9,549.9,419.1,444.7,323.2,338.5,593.7,955.5,482.5,673.6
34031010206,NJ,Passaic County,010206,1352,539,651,67,0,68,0,13,14,1084,418,540,52,0,61,0,6,7,344,175,265,144,442.2,298,451,257,175,344,144,265,277.5,446.6,218.5,375.5
34031010207,NJ,Passaic County,010207,1376,516,638,40,4,132,0,8,38,1057,396,486,36,4,104,0,6,25,301,157,203,112,450.8,303.8,459.7,262,157,301,112,203,282.9,455.3,208.7,353.6
34031010208,NJ,Passaic County,010208,2024,669,1006,68,2,204,0,18,57,1605,491,850,53,1,174,0,10,26,476.3,324.8,311.9,270,691.2,465.8,704.9,401.7,324.8,476.3,270,311.9,433.8,698,365.6,546.1
34031010209,NJ,Passaic County,010209,1315,332,699,48,0,187,0,18,31,1013,221,576,33,0,153,0,12,18,302.4,227.9,231.9,174.8,476.8,321.3,486.2,277.1,227.9,302.4,174.8,231.9,299.2,481.5,250.3,374.3
34031010210,NJ,Passaic County,010210,1003,312,543,55,4,67,0,5,17,903,274,505,45,4,56,0,5,14,290,92,191,68,537.6,362.3,548.3,312.5,92,290,68,191,337.4,542.9,208.7,391.7
34031010301,NJ,Passaic County,010301,1610,792,618,86,0,80,0,15,19,1235,605,482,64,0,61,0,9,14,416,141,304,109,315.9,212.9,322.2,183.6,141,416,109,304,198.2,319,161.6,339.5
34031010302,NJ,Passaic County,010302,1069,574,374,34,0,40,0,13,34,866,449,317,27,0,38,0,11,24,238,85,174,67,157,105.8,160.1,91.2,85,238,67,174,98.5,158.6,87.3,182.3
34031010303,NJ,Passaic County,010303,911,386,392,38,1,70,0,3,21,690,286,296,30,0,62,0,2,14,206,106,163,83,53.5,36.1,54.6,31.1,106,206,83,163,33.6,54,64,119.3
34031010304,NJ,Passaic County,010304,1103,585,351,84,0,58,0,10,15,881,456,300,65,0,43,0,6,11,312,120,263,92,378,254.8,385.6,219.7,120,312,92,263,237.3,381.8,171.6,334.7
34031010305,NJ,Passaic County,010305,1870,1078,592,108,1,50,0,13,28,1442,810,480,91,0,34,0,9,18,393.4,137.1,298,98.3,218.9,147.6,223.3,127.3,137.1,393.4,98.3,298,137.4,221.1,127.6,283.4
34031010306,NJ,Passaic County,010306,1505,857,450,65,0,69,1,16,47,1187,683,362,50,0,52,0,3,37,324.6,111.9,274,71.7,286.9,193.4,292.6,166.8,111.9,324.6,71.7,274,180.1,289.8,135.9,294.6
34031010307,NJ,Passaic County,010307,1565,1003,428,76,0,31,0,5,22,1233,773,352,62,0,30,0,3,13,446.3,139.5,299.5,78.6,331.3,223.3,337.9,192.6,139.5,446.3,78.6,299.5,207.9,334.6,158.5,353.8
34031010308,NJ,Passaic County,010308,2247,1210,780,108,1,102,0,23,23,1760,905,659,89,0,78,0,15,14,506,227,388,163,972.4,655.3,991.7,565.1,227,506,163,388,610.2,982,402.6,714.5
34031010401,NJ,Passaic County,010401,2438,1736,539,89,1,36,0,14,23,1857,1292,452,73,1,26,0,6,7,469.6,109.2,331.3,75.3,235.5,158.7,240.2,136.9,109.2,469.6,75.3,331.3,147.8,237.8,120,319.1
34031010402,NJ,Passaic County,010402,3682,2881,595,112,6,55,0,11,22,2711,2076,474,94,4,48,0,4,11,545.5,101,363,71.8,706.6,476.2,720.6,410.7,101,545.5,71.8,363,443.4,713.6,264.9,584
34031010403,NJ,Passaic County,010403,2250,1673,445,69,4,17,0,21,21,1603,1140,367,50,4,14,0,17,11,363,97,241,64,282.9,190.7,288.5,164.4,97,363,64,241,177.5,285.7,129,293.9
34031010404,NJ,Passaic County,010404,2182,1451,550,89,2,51,0,15,24,1650,1053,439,83,2,50,0,5,18,457.1,166.6,304.8,109.5,276.7,186.5,282.2,160.8,166.6,457.1,109.5,304.8,173.6,279.4,155.8,330.2
34031010405,NJ,Passaic County,010405,1337,902,340,45,0,18,0,13,19,1019,675,285,33,0,10,0,5,11,341.9,92.7,238.4,68.6,114.8,77.4,117.1,66.7,92.7,341.9,68.6,238.4,72,115.9,76.4,203.1
34031010501,NJ,Passaic County,010501,1514,1060,276,91,0,49,1,16,21,1114,763,220,72,0,39,0,6,14,341,68,255,57,179.1,120.7,182.7,104.1,68,341,57,255,112.4,180.9,87.4,239.4
34031010502,NJ,Passaic County,010502,2046,1264,359,179,3,208,0,4,29,1647,973,305,148,3,189,0,3,26,642.5,168.5,472.5,129.7,460.6,308.5,470.6,264.5,168.5,642.5,129.7,472.5,286.5,465.6,217.8,511.5
34031010503,NJ,Passaic County,010503,1606,1007,405,59,1,96,0,13,25,1203,734,316,35,1,84,0,13,20,406,149,316,118,378.4,255,385.9,219.9,149,406,118,316,237.5,382.1,185.5,371.6
34031010504,NJ,Passaic County,010504,1567,932,349,131,0,123,0,14,18,1219,688,292,122,0,101,0,6,10,395.6,124.1,293.5,102,483,325.5,492.6,280.7,124.1,395.6,102,293.5,303.1,487.8,208.1,416.2
34031010505,NJ,Passaic County,010505,1922,933,666,83,5,174,0,9,52,1533,715,553,74,5,145,0,8,33,461.6,206.2,276.4,159.2,837.8,564.6,854.5,487,206.2,461.6,159.2,276.4,525.8,846.2,354.3,607.6
34031010506,NJ,Passaic County,010506,2326,845,1117,131,8,147,0,8,70,1961,669,983,108,8,131,0,6,56,521,308.4,344.3,207.6,311.1,209.7,317.3,180.8,308.4,521,207.6,344.3,195.2,314.2,226.6,373.4
34031015001,NJ,Passaic County,015001,1403,785,259,201,0,88,0,21,49,1036,579,215,140,0,70,0,6,26,411,87,296,72,459.1,189.8,469.4,150.6,87,411,72,296,170.2,464.2,124.8,408.9
34031015002,NJ,Passaic County,015002,1458,735,509,134,0,62,0,12,6,1167,559,449,101,0,44,0,10,4,365.6,127,251.5,96.9,300.7,121.5,308,95.8,127,365.6,96.9,251.5,108.7,304.4,110.3,306.4
34031015003,NJ,Passaic County,015003,1331,541,547,111,7,62,0,15,48,1055,395,457,92,7,57,0,7,40,314.4,179.9,235,144.8,549.2,228.3,561.4,181.4,179.9,314.4,144.8,235,204.9,555.3,183.6,415
34031015004,NJ,Passaic County,015004,1708,969,270,307,2,117,0,13,30,1257,691,235,225,0,79,0,6,21,382.1,73.6,283.6,38.8,780.6,322.8,798.1,256,73.6,382.1,38.8,283.6,289.4,789.4,172.8,561.1
34031015005,NJ,Passaic County,015005,1302,608,413,109,0,128,0,20,24,996,443,345,90,0,86,0,11,21,374.9,136,263.3,117.6,300,124.1,306.8,98.4,136,374.9,117.6,263.3,111.2,303.4,119,311.3
34031015006,NJ,Passaic County,015006,1850,838,596,201,0,174,0,12,29,1462,626,526,146,0,134,0,8,22,469.6,190.4,349.9,147,337.2,142.2,344.6,113.6,190.4,469.6,147,349.9,127.9,340.9,148.3,375.3
34031020101,NJ,Passaic County,020101,2413,1100,1053,151,0,50,0,19,40,1830,769,860,122,0,44,0,10,25,612.6,389.8,494.1,263.6,672,564.2,674.3,523.4,389.8,612.6,263.6,494.1,543.8,673.2,435.3,613.2
34031020102,NJ,Passaic County,020102,1376,431,862,35,0,8,0,4,36,1084,299,722,34,0,8,0,4,17,243.9,239.9,203.4,170.2,470.8,395.9,472.3,367.4,239.9,243.9,170.2,203.4,381.7,471.6,293.4,347.6
34031020103,NJ,Passaic County,020103,1265,190,942,17,0,60,0,9,47,1023,137,786,11,0,48,0,9,32,282.9,326.4,212.1,272.2,203.2,170.9,203.8,158.6,326.4,282.9,272.2,212.1,164.7,203.5,232,225.5
34031020201,NJ,Passaic County,020201,1827,562,1081,67,2,45,0,9,61,1486,391,951,49,2,43,0,5,45,364.4,360.3,306,275.6,592.4,498.2,594.4,462.4,360.3,364.4,275.6,306,480.3,593.4,399.1,464.3
34031020202,NJ,Passaic County,020202,1092,259,733,20,1,46,1,7,25,901,184,651,12,1,36,0,3,14,233,275,196,218,282.8,237.8,283.7,220.7,275,233,218,196,229.3,283.3,237.9,248.9
34031020203,NJ,Passaic County,020203,1992,460,1348,65,5,65,1,12,36,1635,332,1160,48,3,63,1,8,20,379.5,375.6,312.8,291.2,369.2,310.5,370.4,288.1,375.6,379.5,291.2,312.8,299.3,369.8,316.4,358
34031020301,NJ,Passaic County,020301,1419,178,1141,30,0,35,0,6,29,1201,124,1002,26,0,33,0,5,11,344.2,433.2,288,342.7,365.4,398.5,356.9,382.6,433.2,344.2,342.7,288,390.6,361.2,389.3,338.6
34031020302,NJ,Passaic County,020302,1047,182,778,24,3,30,0,8,22,841,124,647,18,3,22,0,7,20,247.1,248.3,193.2,192.3,256.1,279.3,250.1,268.1,248.3,247.1,192.3,193.2,273.7,253.1,247,236.6
34031020303,NJ,Passaic County,020303,1317,202,1016,34,0,35,0,9,21,1037,138,836,19,0,30,0,6,8,240.9,432,210.8,353.7,474.6,507.6,464.6,486.2,432,240.9,353.7,210.8,496.9,469.6,444.9,347.7
34031020304,NJ,Passaic County,020304,1030,126,838,19,0,16,0,3,28,831,85,699,15,0,12,0,3,17,233.1,309,194,238.7,373.8,407.7,365.2,391.4,309,233.1,238.7,194,399.6,369.5,336.7,291.5
34031020401,NJ,Passaic County,020401,1723,482,1052,49,1,47,0,8,84,1342,318,880,42,1,44,0,7,50,372.2,382.5,315.6,287.7,624.5,525.2,626.5,487.4,382.5,372.2,287.7,315.6,506.3,625.5,420.7,484.7
34031020402,NJ,Passaic County,020402,1848,360,1350,42,0,50,0,8,38,1526,252,1162,29,0,49,0,6,28,422.3,454.9,330.6,367.1,610.5,513.4,612.5,476.5,454.9,422.3,367.1,330.6,495,611.5,453,494
34031020403,NJ,Passaic County,020403,1288,246,935,38,0,45,0,4,20,1051,160,810,37,0,37,0,0,7,283,321.8,207.4,236.9,474.7,399.2,476.2,370.5,321.8,283,236.9,207.4,384.8,475.5,332.1,360.4
34031025001,NJ,Passaic County,025001,1424,208,1068,23,0,76,2,3,44,1189,145,935,23,0,56,2,2,26,275.9,370.2,245.9,273.9,360.3,356.7,369.8,326.1,370.2,275.9,273.9,245.9,341.4,365.1,331.7,313
34031025002,NJ,Passaic County,025002,1816,257,1376,22,2,98,0,11,50,1466,182,1147,20,1,79,0,7,30,406.6,514.7,388.1,430.5,595.7,592.4,611.7,541.3,514.7,406.6,430.5,388.1,566.8,603.7,519.7,500.5
34031025003,NJ,Passaic County,025003,2027,335,1472,44,1,119,0,14,42,1679,264,1236,40,1,97,0,10,31,446.5,534.6,431.8,395.8,626.9,615.3,644.8,559.8,534.6,446.5,395.8,431.8,587.6,635.9,526.4,537.5
34031025004,NJ,Passaic County,025004,1370,340,860,18,0,75,0,27,50,1096,236,727,16,0,67,0,13,37,291,296.7,258.7,228.5,325.4,326.2,332.6,300.6,296.7,291,228.5,258.7,313.4,329,288,301.9
34031025005,NJ,Passaic County,025005,1428,354,893,45,1,85,0,4,46,1102,244,729,35,0,66,0,2,26,270,364.9,233,290.7,572.8,564.4,586.6,517.7,364.9,270,290.7,233,541.1,579.7,434.4,415.6
34031025006,NJ,Passaic County,025006,1147,119,906,25,0,65,0,2,30,923,72,758,21,0,52,0,1,19,299.4,350.7,286.9,300.3,241.3,238.1,247.8,217.3,350.7,299.4,300.3,286.9,227.7,244.6,276.6,268.8
34031025007,NJ,Passaic County,025007,1145,113,938,19,0,49,0,2,24,1017,97,841,18,0,45,0,0,16,395.4,336.4,369.3,307.6,296.6,294.3,304.2,269.2,336.4,395.4,307.6,369.3,281.7,300.4,301.9,341.4
34031025008,NJ,Passaic County,025008,843,101,681,6,0,35,0,4,16,739,87,603,6,0,32,0,4,7,212.1,224.2,204.7,155.4,187.3,185.2,192.3,169.2,224.2,212.1,155.4,204.7,177.2,189.8,183.5,199.1
34031025009,NJ,Passaic County,025009,2160,437,922,632,0,121,0,1,47,2143,433,913,630,0,121,0,1,45,614.8,157.7,190.5,25.2,344.8,321.1,352.6,294.2,157.7,614.8,25.2,190.5,307.7,348.7,199.6,375.7
34031030001,NJ,Passaic County,030001,1903,199,1530,28,2,99,1,2,42,1589,158,1289,23,2,84,0,0,33,391.5,688,315,572.6,346.7,555.1,339.4,535.7,688,391.5,572.6,315,545.4,343,587.8,348.1
34031030002,NJ,Passaic County,030002,738,60,633,5,0,19,0,0,21,632,44,557,4,0,14,0,0,13,137,333.7,125.7,307,316,525.5,309.5,507.3,333.7,137,307,125.7,516.4,312.8,418.4,222.1
34031030003,NJ,Passaic County,030003,1456,167,1205,15,0,38,0,2,29,1207,115,1031,10,0,36,0,0,15,239.6,587.9,187.1,538,422,701.6,413.3,677.4,587.9,239.6,538,187.1,689.5,417.6,626.2,315.5
34031030004,NJ,Passaic County,030004,1128,136,893,12,0,53,0,4,30,957,104,769,12,0,47,0,1,24,227.4,401.5,196.4,332.8,337.5,561.1,330.5,541.7,401.5,227.4,332.8,196.4,551.4,334,459.3,273
34031030005,NJ,Passaic County,030005,1598,290,1023,191,1,50,0,8,35,1357,222,892,172,1,39,0,4,27,224.3,318.1,169.8,253.6,303.1,503.9,296.8,486.5,318.1,224.3,253.6,169.8,495.2,299.9,390.5,248.5
34031030006,NJ,Passaic County,030006,1564,226,1182,32,6,81,0,4,33,1253,159,988,21,6,62,0,0,17,311.6,503.5,269.8,440.2,213.3,354.7,208.9,342.4,503.5,311.6,440.2,269.8,348.6,211.1,410.2,250.9
34031030007,NJ,Passaic County,030007,540,51,460,7,0,9,0,1,12,452,43,388,5,0,8,0,0,8,100.3,277.1,79.8,246.5,185.7,308.8,181.9,298.1,277.1,100.3,246.5,79.8,303.4,183.8,282.6,136.9
