GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREISMI,G16PREIKEN,G16PREIFUE,G16PREOWRI
47065003434,47,065,003434,528.59,736.74,89.07,19.36,7.74,0,0.97,15.49
47065003435,47,065,003435,142.93,292.6,25.67,8.82,1.16,0.91,0.03,2.33
47065003436,47,065,003436,703.21,458.75,43.85,13.49,1.08,0.32,1,12.21
47065003437,47,065,003437,587.74,358.68,42.95,14.3,3.16,2.39,2.36,7.18
47065003438,47,065,003438,645.83,371.37,37.35,12.29,4,2,0,3.13
47065003439,47,065,003439,341.06,142.05,12.36,8.89,0,0.11,0.04,4.26
47065003440,47,065,003440,1580.86,728.39,82.24,14.95,5.39,2.08,2.94,28.43
47065003441,47,065,003441,633,373,37,11,1,0,2,7
47065003442,47,065,003442,48.16,17.32,3.27,0.74,0.09,0.09,0.14,0.14
47065003443,47,065,003443,2159.3,671.97,112.83,15.29,10.41,1.41,2.6,15.56
47065003444,47,065,003444,83,31,2,1,0,0,0,0
47065003445,47,065,003445,44.29,11.27,2.24,0.07,0.01,0.01,0.01,11.69
47065003446,47,065,003446,2250.05,775.83,105.45,13.86,9.38,5.89,4,21.51
47065003447,47,065,003447,59.22,11.08,1.01,1,0,0,0,0
47065003448,47,065,003448,657.32,650.38,90.74,19.2,5.99,1,1.02,14.11
47065003449,47,065,003449,346.81,298.38,36.33,13.42,2.02,1.98,1.03,9.34
47065003450,47,065,003450,1406.02,729.69,103.88,29.38,1.2,3.77,0.18,14.32
47065003451,47,065,003451,142,560,51,14,0,0,0,17
47065003452,47,065,003452,76.53,209.22,10.88,3.48,1.02,1.11,0.09,5.56
47065003453,47,065,003453,121.15,121.68,21.04,2.01,0,0,0,8.01
47065003454,47,065,003454,465,589,83,13,2,3,1,5
47065003455,47,065,003455,721.27,119.16,14.44,2.71,6.32,0,0,18.96
47065003456,47,065,003456,1414.59,889.05,111.46,20.33,5.08,0.87,2.43,21.42
47065003457,47,065,003457,1031.03,684.71,94.27,14.88,5.95,0.99,1.98,34.73
47065003458,47,065,003458,1189.31,315.98,47.98,7.53,4.36,1.08,2.09,18.89
47065003459,47,065,003459,1547.04,393.92,54.91,7.16,4.77,1.59,1.59,6.37
47065003460,47,065,003460,2119.26,560.18,94.2,16.81,4.9,2.03,0.05,25.63
47065003461,47,065,003461,1220.59,284.97,47.28,4.88,0.12,2.8,0.93,10.45
47065003462,47,065,003462,412.42,119.67,11.96,2.33,0.28,0.16,0.1,3.48
47065003463,47,065,003463,324.9,700.35,93.41,33.49,5.01,1.97,3.96,65.89
47065003464,47,065,003464,36.63,37.85,2.87,0.42,0.07,0.02,0.05,0.84
47065003465,47,065,003465,930.1,1024.83,123.73,25.37,2.08,0.2,2.01,20.11
47065003466,47,065,003466,72.06,63.38,3.9,1.28,0.14,0.35,0.14,0.99
47065003467,47,065,003467,374.41,220.39,33.72,4,0,1,2,5
47065003468,47,065,003468,836,255,48,3,1,0,0,4
47065003469,47,065,003469,946.02,885.71,57.48,16.91,1.86,4.65,1.86,13.01
47065003470,47,065,003470,107,133,9,2,0,1,0,2
47065003471,47,065,003471,267.89,121.33,22.06,4.13,0.42,0.11,0.05,0.78
47065003472,47,065,003472,677.66,350.33,47.13,7.02,3,0,1,7.04
47065003473,47,065,003473,1392,689,83,16,9,1,4,15
47065003474,47,065,003474,1560,686,97,10,3,1,4,28
47065003475,47,065,003475,932.54,386.1,40.63,6.89,6.48,1.07,4.27,5.43
47065003476,47,065,003476,93.96,1108.75,10.34,7.52,0.94,0,0,0.94
47065003477,47,065,003477,35.04,118.25,3.66,2.48,0.06,0,0,0.06
47067000001,47,067,000001,372.78,69.74,7.42,0.27,0.98,0,0.98,0.09
47067000002,47,067,000002,293.34,36.46,3.29,0.13,0.15,0.95,1.09,0
47067000003,47,067,000003,260.45,46.45,4.82,1.88,1.87,0.04,1.91,0
47067000004,47,067,000004,230.37,36.04,11,4,0,0,0,0
47067000005,47,067,000005,227,30,3,1,1,0,0,0
47067000006,47,067,000006,147.81,53.93,6.99,3,1,0,0,0
47067000007,47,067,000007,311.21,49.37,5.48,2.73,0,0.01,0.01,0.91
47069003601,47,069,003601,426,700.8,9.99,4,0,2,4,1
47069003602,47,069,003602,442.89,361.9,8.96,1.14,2.14,0,1.28,3.13
47069003603,47,069,003603,147.08,407.01,6.04,0.86,0.86,0,1.72,0.87
47069003604,47,069,003604,867.03,1187.09,17,3,3,3,3,2
47069003605,47,069,003605,922,191,10,9,4,1,0,5
47069003606,47,069,003606,290,62,4,1,1,0,0,0
47069003607,47,069,003607,341.12,72.82,6.14,1.07,0.07,0.14,1.14,1
47069003608,47,069,003608,383,212,6,3,0,1,1,0
47069003609,47,069,003609,291,43,3,1,0,0,0,0
47069003610,47,069,003610,222.89,297.38,1.87,0.93,0.93,1.86,1.86,0
47069003611,47,069,003611,214,19,1,2,0,1,0,0
47069003612,47,069,003612,224,101,4,0,0,0,1,0
47069003613,47,069,003613,148,530,6,3,1,1,3,0
47071003701,47,071,003701,319,53,3,5,1,0,0,0
47071003702,47,071,003702,297.25,56.48,6.94,2.97,1.98,2.97,0,0
47071003703,47,071,003703,514,112,14,8,5,0,1,0
47071003704,47,071,003704,647.68,184.91,11.99,7,8,2,3,0
47071003705,47,071,003705,1003.68,292.9,17.99,8,3,1,0,0
47071003706,47,071,003706,356,71,1,5,0,1,1,0
47071003707,47,071,003707,424.75,72.52,4.06,3.03,5.02,1.03,0,0
47071003708,47,071,003708,536.53,71.19,6.01,6.02,1,3.99,0,0
47071003709,47,071,003709,346.79,63.78,4.98,1.99,0,1,0,0
47071003710,47,071,003710,705.37,100.26,11.06,6.04,4.02,1.02,1.01,0
47071003711,47,071,003711,207.88,24.21,1.01,4,3.01,0,0,0
47071003712,47,071,003712,355,38,5,1,0,2,0,0
47071003713,47,071,003713,310.56,60.07,8.01,2.01,3,0,2,0
47071003714,47,071,003714,712.35,143.67,9.98,11.97,2.99,1,0,0
47071003715,47,071,003715,393.21,58.22,6.02,7.01,3,1,1,0
47071003716,47,071,003716,96.56,51.07,4.01,3.01,0,0,1,0
47071003717,47,071,003717,509.61,83.03,13.96,8.97,4.98,2.99,1.99,0
47071003718,47,071,003718,275.34,85.49,4.97,4.97,1.99,0.99,2.98,0
47073003801,47,073,003801,804.84,159.1,19.14,3.02,3,0,2.01,3.01
47073003802,47,073,003802,289.12,62.13,6.76,0,1.98,0,0,0
47073003803,47,073,003803,419.88,94.68,6.61,1.62,1.62,0,0.81,0.81
47073003805,47,073,003805,181.91,47.13,5.05,0,0,0,0,0
47073003806,47,073,003806,120.52,19.43,3.15,0,0,0,0,0
47073003808,47,073,003808,1336.4,240.04,23.84,10.9,4.91,0.04,1.97,3.98
47073003809,47,073,003809,1897.89,387.98,58.36,13.19,11.08,2,6.03,7.07
47073003811,47,073,003811,655.73,137.99,14.36,3.15,0.14,0,0.06,1.05
47073003812,47,073,003812,477.21,65.43,7.57,0.1,0.13,1,0,0.07
47073003813,47,073,003813,682.71,112.33,15.49,2.91,1.94,0.97,0.97,0
47073003814,47,073,003814,2083.66,438.33,47.02,7.97,1.23,2.03,6.24,2.3
47073003816,47,073,003816,833.22,134.51,12.7,5.09,1,0,1.03,1.03
47073003817,47,073,003817,744.86,148.6,15.69,2.77,3.69,0,0,1.85
47073003818,47,073,003818,210.04,44.01,6,3,0,0,1,0
47073003819,47,073,003819,312.92,54.4,3.04,2.01,1,1,0,0
47073003820,47,073,003820,475.55,74.72,15.64,0.01,1.84,0,2.75,3.67
47073003823,47,073,003823,595,103,15,4,0,3,0,0
47073003824,47,073,003824,770.41,289.17,41.53,7.78,1.94,0.97,0.97,2.9
47073003825,47,073,003825,2301.71,584.97,56.89,12.02,9.95,0,3.99,3.01
47073003826,47,073,003826,1421.79,302.61,22.5,11.35,6.38,1,3.18,5.19
47075003901,47,075,003901,184,362,4,1,1,2,1,0
47075003902,47,075,003902,354,426,9,0,2,0,3,0
47075003903,47,075,003903,139,331,7,3,1,1,0,0
47075003904,47,075,003904,64,429,3,1,1,0,1,0
47075003905,47,075,003905,438,450,8,1,2,0,0,0
47075003906,47,075,003906,459.55,200.37,7.97,1.99,1,0,0,0
47075003910,47,075,003910,72,150,2,1,0,1,2,0
47075003912,47,075,003912,258,443,4,2,2,1,2,0
47075003913,47,075,003913,324,379,6,3,0,1,1,0
47075003914,47,075,003914,241,259,6,4,0,4,0,0
47075003915,47,075,003915,479.81,282.23,3.05,1.01,0.01,0,1.01,0.01
47077004001,47,077,004001,584,143,14,6,3,0,1,2
47077004002,47,077,004002,458,178,8,2,1,0,0,1
47077004003,47,077,004003,1318,308,30,6,3,2,2,5
47077004004,47,077,004004,947,248,18,5,1,0,1,4
47077004005,47,077,004005,1049,143,28,8,4,1,0,1
47077004006,47,077,004006,352.01,136,7,0,2,0,0,0
47077004007,47,077,004007,605.23,104.85,12.16,2.04,2.02,1.01,1.03,3.02
47077004008,47,077,004008,238,16,4,0,1,0,1,0
47077004009,47,077,004009,318,48,3,0,0,0,1,0
47077004010,47,077,004010,421.71,45.15,1.01,1,1,2,0,0
47077004011,47,077,004011,959.76,340.14,28.84,6.96,2.98,1.99,5.97,2.98
47077004012,47,077,004012,91,9,1,0,0,0,0,0
47077004013,47,077,004013,264,47,8,2,3,0,0,0
47077004014,47,077,004014,153,15,1,0,0,0,0,0
47077004015,47,077,004015,380,19,8,0,3,1,0,0
47079004101,47,079,004101,830,220,20,5,2,0,1,6
47079004102,47,079,004102,529.05,165.14,5.93,0,1.98,1.98,0,0
47079004103,47,079,004103,1256.92,281.4,28.63,9.13,6.09,0.05,2.09,2.02
47079004104,47,079,004104,502.74,438.19,22.03,2.01,2.01,2,1.01,0
47079004105,47,079,004105,986.4,285.11,23.47,4.9,3.92,1.96,3.9,0
47079004106,47,079,004106,716,169,27,2,3,0,3,4
47079004107,47,079,004107,436.92,68.21,6.92,0.99,0,0,0,1.98
47079004108,47,079,004108,947.25,232,19.05,6,1.01,1.01,0,0
47079004109,47,079,004109,898.01,396.82,23.63,7.88,2.95,4.92,1.97,14.77
47079004110,47,079,004110,422.74,364.7,16.4,6.13,1.05,1.08,3.03,0.23
47079004111,47,079,004111,330,69,3,3,1,1,1,0
47079004112,47,079,004112,1049,260,15,7,0,1,0,2
47079004113,47,079,004113,602.99,113.43,11.94,5.97,1.99,0,1,0
47081004201,47,081,004201,350.34,91.57,11.94,2.99,0,1.99,1.99,1.99
47081004202,47,081,004202,633.15,211.69,18.37,2.9,1.93,2.9,2.9,0.97
47081004203,47,081,004203,842.66,207.03,30.38,6.08,2.1,2.01,5.04,3.08
47081004204,47,081,004204,640,257.98,12.68,2.1,3.07,2.11,1.1,0.03
47081004205,47,081,004205,192.65,51.43,2.06,0.01,0,0.01,1.01,4.01
47081004206,47,081,004206,324.04,100.95,7.06,0.02,0,1,0.01,0
47081004207,47,081,004207,286.76,65.34,17.39,0.19,0.08,0.06,2.01,0.21
47081004208,47,081,004208,276.03,90.68,18.93,1.99,0,1,1.99,0
47081004209,47,081,004209,857.15,379.12,23.58,9.41,3.74,2.86,0.95,10.29
47081004210,47,081,004210,501.17,151,5.89,6.34,2.14,1.1,2.03,11.36
47081004211,47,081,004211,178.83,36.98,5.06,1.07,1.01,1.02,0.01,1.04
47081004212,47,081,004212,226.2,73.36,5.01,3.01,0,0.01,1,0
47081004213,47,081,004213,216.31,66.02,2.14,1.04,0.04,0.97,0.01,0.12
47081004214,47,081,004214,186,45,1,2,1,2,0,7
47083004301,47,083,004301,304.57,113.24,14.64,0.98,0,0,0,0
47083004302,47,083,004302,316.88,134.09,19.13,1.02,2.01,0,1,0
47083004303,47,083,004303,266.5,132.75,13.97,1,1,2,2.99,0
47083004304,47,083,004304,338.88,113.84,11.25,4.01,2.99,0,0,0
47083004305,47,083,004305,306,110,14,1,0,1,3,0
47083004306,47,083,004306,319.18,132.48,10.02,2.01,0,1,1,0
47083004307,47,083,004307,329.99,129.6,4.98,1.99,1,0,1,0
47085004401,47,085,004401,684.13,314.09,18.01,4,2,0,2,0
47085004402,47,085,004402,752.03,285.18,24.33,0.02,6.8,0.98,2.92,2.9
47085004403,47,085,004403,440.34,302.61,23.05,1.81,2.64,3.55,2.7,1.81
47085004404,47,085,004404,666.53,236.29,15.94,4.19,0.36,2.45,5.3,4.19
47085004405,47,085,004405,673.58,286.04,22.69,3.98,2.21,2.02,2.09,0.1
47085004406,47,085,004406,684.22,242.09,29.01,8,4,1,0,1
47085004407,47,085,004407,859,237,27,4,3,2,1,2
47085004408,47,085,004408,170.17,63.69,5.97,0,1.99,0,1,0
47087004501,47,087,004501,226.57,97.11,3.03,3,0,0,0,1
47087004502,47,087,004502,192.11,89.12,1.98,0,0,0,0,0
47087004503,47,087,004503,357.86,99,9.12,0.02,2.9,0,0.08,1.38
47087004504,47,087,004504,256.74,89.75,5.66,0.95,0.01,0,0.01,0.94
47087004505,47,087,004505,295.67,117.47,5.97,1.99,0,0,0,1
47087004506,47,087,004506,293.69,86.79,3.89,0,0.07,0,0.92,4.61
47087004507,47,087,004507,285.29,134.3,7.28,1.05,0,0,0,0.06
47087004508,47,087,004508,151.46,123.22,5.01,0,0,0,0,0
47087004509,47,087,004509,242.03,73.79,3.94,2.95,0,0,0,0.98
47087004510,47,087,004510,331.12,71.81,3.05,2.04,1.99,0,0.99,0.02
47087004511,47,087,004511,301.76,69.22,5.13,2.05,1.02,0.02,0,2
47087004512,47,087,004512,299.24,76.78,7.87,2.95,0.98,0.98,0,0
47089004601,47,089,004601,1625,291,44,12,5,4,2,4
47089004602,47,089,004602,1220.12,454.65,56.87,18.94,10.99,3.01,2.01,8.95
47089004603,47,089,004603,2211,386,65,10,18,2,3,7
47089004604,47,089,004604,1686.93,412.07,52.5,6.93,4.95,1.98,4.95,11.89
47089004605,47,089,004605,816,336,52,10,5,0,3,7
47089004606,47,089,004606,1537.36,377.14,52.53,14.08,7.05,5.02,1.05,7.12
47089004607,47,089,004607,1129.93,269.23,39.22,10.27,7.48,0.96,3.74,2.8
47089004608,47,089,004608,1443.72,319.61,55.62,9.2,9.15,2.04,5.07,4.02
47089004609,47,089,004609,940.44,257.52,24.5,6.06,1.06,1,1.02,3.04
47089004610,47,089,004610,1411.71,232.79,34.97,13.99,5.99,0,5.99,2
47089004611,47,089,004611,727,146,18,3,1,2,2,0
47091004701,47,091,004701,405.78,78.82,7.18,3.06,1.02,1.02,1.02,4.91
47091004702,47,091,004702,446.59,50.95,9.99,4,0,1,0,0
47091004703,47,091,004703,664.77,122.16,6.98,7.76,0.96,0.01,0.97,1.93
47091004704,47,091,004704,617.36,114.79,14.64,6.14,1.07,0.07,1.14,2
47091004705,47,091,004705,693.85,124.25,12.05,2.01,1,1,3,0
47091004706,47,091,004706,516.73,84.32,5.04,3.01,1.01,0,0.01,0
47091004707,47,091,004707,712.22,161.39,22.89,4.24,0.05,1,1.03,0.16
47091004708,47,091,004708,541.31,102.06,8.48,1.88,0.93,0.93,1.86,0
47091004709,47,091,004709,452.44,73.23,8.02,4.02,2,1,1,4
47091004710,47,091,004710,359.57,76.16,6.75,2.89,0.96,0.96,0.96,0
47093004801,47,093,004801,402.15,503.18,65.08,20.4,7.77,1.94,0.97,11.66
47093004802,47,093,004802,553,344,47,11,6,4,3,6
47093004803,47,093,004803,622,447,51,14,11,1,4,3
47093004804,47,093,004804,143.28,440.87,11.17,9.11,4,1,2,1.03
47093004805,47,093,004805,4226.92,1962.69,258.73,34.08,40.05,7.02,13.03,44.15
47093004806,47,093,004806,863,575,64,12,13,3,4,15
47093004807,47,093,004807,2045,1111,162,16,25,2,8,44
47093004808,47,093,004808,1937.62,731.68,98.02,11.88,15.84,0,8.91,20.79
47093004809,47,093,004809,763.34,1111.85,102.49,45.78,12.93,0.99,4.98,15.92
47093004810,47,093,004810,437.85,86.63,13.03,2.14,1.83,0.28,1.41,0
47093004811,47,093,004811,1215,276,29,3,6,3,1,7
47093004812,47,093,004812,3323.35,630.31,109.88,20.98,14.98,4.99,5.99,20.98
47093004813,47,093,004813,852.65,199.69,18.12,3.02,4.02,2.01,2.01,1.02
47093004814,47,093,004814,1119.19,284.67,28.46,6.76,4.45,2.17,3.36,5.48
47093004815,47,093,004815,1039.79,234.3,39.69,5.81,0.97,3.87,4.84,10.65
47093004816,47,093,004816,818.57,412.54,45.32,6.03,6.03,1.02,5.01,7.08
47093004817,47,093,004817,794,158,17,5,5,2,0,3
47093004818,47,093,004818,863.98,289.59,36.53,3.86,3.85,1.93,0.97,9.61
47093004819,47,093,004819,452.45,98.51,15.48,5.04,3.08,1,4.01,3.3
47093004820,47,093,004820,651,175,31,7,2,1,3,3
47093004821,47,093,004821,435.02,187.98,17.72,3.94,0.98,0.98,0,1.97
47093004822,47,093,004822,539.55,109.49,34.52,2.96,5.92,0,0.99,21.7
47093004823,47,093,004823,1322.23,436.93,66.79,10.78,14.72,4.1,2.21,10.82
47093004824,47,093,004824,1864.25,635.91,68.98,17.01,14.17,2.83,5.67,18.9
47093004826,47,093,004826,645.96,421.39,59.52,24.3,6.3,0.91,1.8,7.21
47093004827,47,093,004827,742.48,478.54,65.08,19.01,3.83,3.17,3.33,8.11
47093004828,47,093,004828,2594.6,1102.87,178.12,24.03,30.02,2,8.01,45.03
47093004829,47,093,004829,1499.22,910.24,109.74,27.95,13.97,3,5.98,13
47093004831,47,093,004831,948.39,983.22,107.48,30.85,12.94,7.96,4.98,15.92
47093004832,47,093,004832,195,396,45,13,2,0,0,2
47093004833,47,093,004833,885.67,1128.93,107.55,20.11,13.05,1.03,4.02,25.06
47093004834,47,093,004834,369.36,773.63,72,21.31,2.25,3.01,5.94,11.18
47093004835,47,093,004835,2540.64,1586.26,216.58,36.69,20.15,8.12,12.17,39.45
47093004836,47,093,004836,1173,749,100,17,7,2,2,23
47093004837,47,093,004837,1725.32,1889.82,223.96,50.54,20.81,11.89,9.91,43.6
47093004838,47,093,004838,1289.43,1122.53,128.45,28.55,11.42,1.93,8.55,30.42
47093004839,47,093,004839,1762,962,126,29,19,4,5,40
47093004840,47,093,004840,1711.35,1050.03,141.09,16.13,15.15,4.02,8.05,22.17
47093004841,47,093,004841,3105.88,1232.92,180.66,16.29,15.32,2.06,16.1,26.41
47093004842,47,093,004842,3768,1762.96,261.77,28.14,31.05,5.95,10.97,40.04
47093004844,47,093,004844,1611.67,568.29,108.84,11.79,7.21,3.11,4.1,22.62
47093004845,47,093,004845,1076.1,568.05,100.01,9,24,0,3,13
47093004846,47,093,004846,2178.86,928.02,136.63,27.74,10.72,4.07,5.15,25.84
47093004847,47,093,004847,2188.9,1186.92,163.41,34.25,33.27,2.94,6.85,38.16
47093004848,47,093,004848,3049.85,976.05,165.62,24.19,32.93,4.05,6.96,27
47093004849,47,093,004849,1577.2,471.33,56.23,12.03,11.05,1.01,0.01,21.04
47093004850,47,093,004850,1714.82,1172.27,141.72,16.92,19.47,2.21,5.99,22.22
47093004851,47,093,004851,522.25,543.93,69.76,17.91,11.31,3.77,0.94,7.54
47093004852,47,093,004852,2225.74,1521.14,233.87,38.98,17.99,8,8.99,37.98
47093004853,47,093,004853,1463.23,985.68,131.29,26.62,24.65,3.11,5.49,25.73
47093004854,47,093,004854,2001,1338,166,36,19,4,12,37
47093004855,47,093,004855,1147.94,853.62,121.15,23.77,13.02,4.95,1.03,13.96
47093004856,47,093,004856,709,487,79,15,4,1,3,8
47093004857,47,093,004857,695,557,74,15,7,1,2,14
47093004858,47,093,004858,110.13,173.05,22.26,4.05,1.98,1.93,0.07,1.02
47093004859,47,093,004859,291.49,208.9,12.63,9.72,2.91,0.97,2.91,2.91
47093004860,47,093,004860,181.38,295.04,19.11,13.23,6.11,2.1,2.01,5.06
47093004861,47,093,004861,57.15,349.25,16.01,10.01,2,1.01,0,0
47093004862,47,093,004862,254,635,81,26,1,0,3,9
47093004863,47,093,004863,103.85,166.75,5.99,4.99,1,4.99,1,1
47093004864,47,093,004864,332.04,876.46,79.54,20.24,3.07,0.01,0.03,14.08
47093004865,47,093,004865,77.77,1085.81,9.97,7.98,4.99,1,2.99,0
47093004867,47,093,004867,132,673,34,25,5,1,2,2
47093004868,47,093,004868,191.64,693.59,19.97,9.99,1.01,0,2,2.99
47093004870,47,093,004870,437.54,624.92,42.25,14.13,5.13,2.07,0.03,6.33
47093004871,47,093,004871,178,1076,25,7,6,6,11,4
47093004872,47,093,004872,525,524,32,10,10,0,4,9
47093004873,47,093,004873,31,463,4,8,2,0,1,0
47093004875,47,093,004875,247,874,46,54,8,3,4,3
47093004876,47,093,004876,365.16,527.21,27,29.72,2.13,2.03,3.03,7.16
47093004877,47,093,004877,280.69,466.21,30.76,22.11,3.85,0.96,0.96,4.81
47093004879,47,093,004879,1853.1,1407.68,158.55,56.1,21.06,5,13.04,21.09
47093004880,47,093,004880,946.23,725.76,85.38,15.89,9.93,0,6.95,13.9
47093004881,47,093,004881,1125.27,719.21,78.16,15.41,4.46,4.71,1.25,10.86
47093004882,47,093,004882,465,445,51,10,2,1,3,2
47093004883,47,093,004883,1069,1484,126,68,8,4,9,25
47093004884,47,093,004884,728,583,57,21,7,2,6,15
47093004885,47,093,004885,1144.43,541.27,68.22,7.8,7.77,2.31,0.86,12.41
47093004886,47,093,004886,4636.48,1250.73,156.72,35.93,25.95,5.99,3.99,25.95
47093004887,47,093,004887,2915.86,820.68,130.95,23.99,28.99,4,7,21.99
47093004888,47,093,004888,2098.18,741.05,99.01,17,12,7,7,23
47093004890,47,093,004890,957.03,221.94,37.25,4.12,5.31,0.01,1.13,7.98
47093004891,47,093,004891,1545.22,322.16,57.97,3.8,7.6,0,2.85,21.86
47093004892,47,093,004892,3399.13,1002.97,186.62,28.94,37.92,3.99,4.99,34.93
47093004893,47,093,004893,44.64,16.5,5.82,0,0,0,0,0
47093004894,47,093,004894,109.87,225.71,16.07,5.06,1.02,1.01,1.01,3.01
47093004895,47,093,004895,278.44,49.88,7.15,1.13,1.16,0,1.03,0.23
47093004896,47,093,004896,2887.95,1540.56,221.95,37.62,32.69,1,7.93,40.61
47093004897,47,093,004897,1588,995,115,18,25,2,4,21
47095004951,47,095,004951,108,21,0,0,1,0,0,0
47095004952,47,095,004952,594,340,13,3,2,0,1,0
47095004953,47,095,004953,655,216,5,3,3,1,4,0
47097005051,47,097,005051,884.35,227.63,17.05,1,2.88,2.64,2.64,0
47097005052,47,097,005052,350,197,5,1,3,0,0,0
47097005053,47,097,005053,556,90,11,0,1,0,0,0
47097005054,47,097,005054,588,416,12,3,2,1,3,5
47097005056,47,097,005056,163,610,5,0,0,0,3,0
47097005057,47,097,005057,631,515,11,1,1,4,3,0
47097005058,47,097,005058,291,155,4,2,0,1,0,0
47097005060,47,097,005060,308,71,2,0,0,0,0,0
47097005063,47,097,005063,853.92,353,14,4,0,2,2,3.99
47097005064,47,097,005064,211.98,403.25,4.93,1.97,0,1.97,0,0
47099005151,47,099,005151,702.29,207.37,20.04,1.01,1,0,1,0
47099005152,47,099,005152,821.67,122.18,12.01,1,2.01,0,0,0
47099005153,47,099,005153,427.74,98.56,7.88,0.99,3.94,0.99,0,0
47099005154,47,099,005154,367,151,14,2,4,2,3,0
47099005155,47,099,005155,473.15,81.68,4.98,1.99,1,1,1,0
47099005156,47,099,005156,384.8,99.3,11.27,4.05,0.04,1.02,0,0.01
47099005157,47,099,005157,779.85,186.32,18.02,5.01,3,0,2,0
47099005158,47,099,005158,947,186,19,5,3,1,2,0
47099005159,47,099,005159,353,67,5,5,0,0,2,0
47099005160,47,099,005160,606,133,18,12,3,1,2,1
47099005161,47,099,005161,693.05,124.01,11,16,0,0,0,0
47099005162,47,099,005162,403.95,70.99,9,1,1,0,2,0
47099005163,47,099,005163,798.34,115.89,16.84,2.97,3.96,1.98,0,0.99
47099005164,47,099,005164,525.08,149.31,10.88,0.99,0,0.99,0,0
47099005165,47,099,005165,821.02,158.3,17.7,1.97,2.95,0.98,1.97,0
47099005166,47,099,005166,380.18,146.16,13.24,4.03,1.04,0.01,0.03,0
47099005167,47,099,005167,598,199,13,2,0,0,0,3
47099005168,47,099,005168,648,149,14,2,1,2,1,0
47099005169,47,099,005169,266.33,70.82,2.99,0,1.99,0,0,0
47099005170,47,099,005170,332.96,96.25,9.82,1.96,0.98,0,0.98,0
47099005171,47,099,005171,226.52,56.32,10.13,2.03,1.01,0,1.01,0
47099005172,47,099,005172,245.09,46.87,3.91,0.98,0,0,0,0
47099005173,47,099,005173,364.92,79.69,3.12,3.01,1,0.01,1,2
47099005174,47,099,005174,247.8,24.54,5.06,0.01,0.01,0,0.01,0
47101005251,47,101,005251,424.59,94.24,6.8,0.97,0,0,2.91,0.97
47101005252,47,101,005252,459.11,76.02,7.16,4,4.03,2,2.03,1
47101005253,47,101,005253,431.28,77.34,5.95,5.95,0.99,1.98,0.99,1.98
47101005254,47,101,005254,357,193,12,27,0,0,2,6
47101005255,47,101,005255,467,90,7,1,0,1,1,3
47101005256,47,101,005256,382.92,119.98,9,0,1,2,1,0
47101005257,47,101,005257,406,73.91,5.76,0,0.96,0,0.96,0
47101005258,47,101,005258,328.97,76.99,3,1,1,0,1,0
47101005259,47,101,005259,311.92,85.08,2.08,2,1.01,1,2.01,2
47103000001,47,103,000001,279,312,6,6,3,3,2,1
47103000002,47,103,000002,286.02,49.74,5.74,0.96,1.91,0,0.96,0.96
47103000003,47,103,000003,712,110,13,4,2,0,1,1
47103000004,47,103,000004,549.01,124.75,14.74,0.98,3.93,0.98,0,0.01
47103000005,47,103,000005,561.76,121.99,13.77,4.92,0,0.98,1.97,4.92
47103000006,47,103,000006,205,51,2,1,1,0,0,0
47103000007,47,103,000007,944.74,287.03,31.08,5,3.02,0.01,2,3.04
47103000008,47,103,000008,595.67,108.3,12.8,0,0.98,0,0.98,0.98
47103000009,47,103,000009,645,145,13,4,1,2,1,2
47103000010,47,103,000010,366.69,93.86,14.2,2.08,2,0.02,0.03,4.07
47103000011,47,103,000011,389.06,78.04,3.28,0.01,0.02,1,0.02,1.01
47103000012,47,103,000012,694.61,135.82,20.06,3,0.02,0.01,2,0.02
47103000013,47,103,000013,1137,168,15,1,7,0,2,8
47103000014,47,103,000014,745,142,10,2,2,1,2,3
47103000015,47,103,000015,364.54,81.4,8.28,1.02,3.08,1.02,0,6
47103000016,47,103,000016,261.77,68.39,3.03,1,1.01,0,0,0.01
47103000017,47,103,000017,378,58,5,1,1,0,0,2
47103000018,47,103,000018,518.34,264.84,20.83,0.99,4.96,1.98,0,7.93
47103000019,47,103,000019,376,84,4,3,0,1,1,0
47103000020,47,103,000020,378,68,15,4,1,0,2,2
47105005451,47,105,005451,307.11,38.45,6.33,2.06,0.01,1,0.06,0.03
47105005452,47,105,005452,978.22,216.67,29.45,5.49,0.97,0.13,5.49,2.8
47105005453,47,105,005453,1258.07,398.17,31.54,4.3,7,2.98,3.31,2.15
47105005454,47,105,005454,639,122,17,4,4,2,1,0
47105005455,47,105,005455,541.27,82.77,11.07,0,1,0,1.01,2.01
47105005456,47,105,005456,975.6,193.58,28.11,6.02,3.03,2.01,0.01,2.03
47105005457,47,105,005457,859,172,23,3,3,1,0,2
47105005458,47,105,005458,2083,550,65,6,11,3,3,18
47105005459,47,105,005459,711.41,240.69,20.38,0,0.97,0,2.91,1.94
47105005460,47,105,005460,1510,532,67,15,9,2,4,7
47105005461,47,105,005461,519.14,123.04,27,7,1,1,4,2
47105005462,47,105,005462,1540.86,386.96,41,9,8,5,2,8
47105005463,47,105,005463,2444.48,596.92,103.1,17.04,19.95,0.02,6.01,6.05
47105005464,47,105,005464,1800.32,688.54,62.55,5,3.03,2,3.08,3.05
47105005465,47,105,005465,1410,574,40,3,5,0,5,5
