GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOWRI,G16USSRMCC,G16USSDKIR,G16USSGSWI,G16USSOWRI
04013000405,04,013,000405,393.66,158.88,30.76,7.96,8.93,350.21,157.84,66.36,7.93
04013000406,04,013,000406,341,690,26,18,19,414,615,53,2
04013000407,04,013,000407,327.84,1174.44,48.44,27.29,32.15,510.03,969.08,85.7,5.12
04013000408,04,013,000408,774,1429,126,38,50,968,1250,132,8
04013000409,04,013,000409,364,380,49,13,41,422,335,60,9
04013000410,04,013,000410,2120.94,2060.06,161.69,25.95,69.87,2500.22,1713.72,132.75,23.95
04013000411,04,013,000411,198.91,221.01,16.24,5.47,4.47,228.7,190.48,14.2,1.89
04013000412,04,013,000412,174,956.67,65.81,29.49,15.41,264.84,899.02,53.93,5.05
04013000413,04,013,000413,846.09,1157.64,121.44,40.81,42.8,1023.27,963.54,143.34,10.95
04013000414,04,013,000414,931.44,1204.69,96.66,40.01,47.33,1152.57,999.02,114.82,7.23
04013000415,04,013,000415,3090,2215,219,41,90,3344,1901,259,37
04013000416,04,013,000416,2193.4,1556.9,218.26,42.23,106.31,2485.68,1319.48,178.17,26.13
04013000417,04,013,000417,246.61,165.98,32.64,7.81,22.04,280.92,149.53,29.29,3.35
04013000418,04,013,000418,698,673,79,30,49,770,575,126,20
04013000419,04,013,000419,1205.36,1006.63,134.82,43.94,92.87,1375.13,868.82,152.79,21.97
04013000420,04,013,000420,2584.82,1415.38,192.6,50.37,65.19,2615.43,1283.03,267.67,35.56
04013000421,04,013,000421,442.52,606.63,68.38,19.54,17.58,491.36,538.25,74.24,12.7
04013000422,04,013,000422,572,436,52,16,11,588,376,82,8
04013000423,04,013,000423,1749,941,47,19,30,1625,925,170,21
04013000424,04,013,000424,171.28,658.21,34.85,15.93,10.95,253.93,562.62,45.81,1
04013000425,04,013,000425,1680.18,1732.71,143.73,23.79,51.55,2035.05,1373.88,113.99,17.84
04013000426,04,013,000426,1096,1162,161,49,53,1265,1022,163,25
04013000427,04,013,000427,244,1086,75,53,33,364,999,88,6
04013000428,04,013,000428,22,8,3,0,0,21,8,2,0
04013000429,04,013,000429,1295,1226,144,43,43,1516,1002,142,12
04013000430,04,013,000430,873.6,511.74,86.76,16.76,18.73,916,442.71,92.68,10.85
04013000431,04,013,000431,309.85,1158.21,68.97,39.32,39.41,473.39,1022.79,73.61,11.04
04013000432,04,013,000432,1710.1,1593.17,156.71,51.14,55.13,1996.47,1331.78,161.61,28.12
04013000433,04,013,000433,163,752,35,15,18,268,608,55,2
04013000434,04,013,000434,264,698,41,21,20,367,594,51,5
04013000435,04,013,000435,1905.07,940.79,102.32,28.24,55.54,2079.49,730.6,133.64,16.26
04013000436,04,013,000436,1252.52,913.6,92.72,12.62,26.12,1445.08,712.5,98.46,15.86
04013000437,04,013,000437,454.02,146.01,22,10,12,399.02,166,48,5
04013000438,04,013,000438,1269.57,1249.97,124.16,35.47,45.74,1456.27,1074.47,117.62,18.67
04013000439,04,013,000439,1705.37,719.11,110.47,21.12,52.15,1758.56,627.2,124.05,35.01
04013000440,04,013,000440,1282,1285,114,41,53,1466,1100,138,14
04013000441,04,013,000441,1698.36,1828.52,182,64.85,82.36,2100.84,1483.14,158.96,15.42
04013000442,04,013,000442,1784.39,1446.4,101.02,28.25,40.6,2087.7,1131.37,93.96,10.16
04013000443,04,013,000443,1528.57,1236.42,171.09,27.22,67.64,1723.22,1074.43,130.37,16.37
04013000444,04,013,000444,2114.06,647.63,126.99,34.37,33.44,1913.75,669.48,247.22,31.51
04013000445,04,013,000445,616.71,791.02,79.9,30.18,23.37,723.41,671.81,95.6,8.74
04013000446,04,013,000446,1103,917,93,18,59,1366,701,82,12
04013000447,04,013,000447,2630.38,1704.69,203.89,35.05,74.85,2920.98,1418.06,176.04,22.01
04013000448,04,013,000448,428,1429,79,61,43,590,1285,111,13
04013000449,04,013,000449,156.98,203.05,12.39,3.11,5.11,158.14,193.83,26.42,2.05
04013000450,04,013,000450,264.64,196.36,25.45,7.08,17.95,286.21,176.67,33.66,4.22
04013000451,04,013,000451,537.76,711.24,93.41,23.09,21.26,635.66,621.68,94.2,1.05
04013000452,04,013,000452,447.6,339.18,36.8,6.96,21.88,505.29,284.47,34.81,6.96
04013000453,04,013,000453,1314.21,1672.05,139.01,25.17,49.51,1680.01,1376.15,98.44,13.05
04013000454,04,013,000454,2581.04,1442.22,75.18,20.45,48.31,2734.71,1204.51,132.39,30.22
04013000455,04,013,000455,2704.44,1444.09,156.92,31.78,78.46,2666.7,1393.44,235.38,37.74
04013000456,04,013,000456,303,571,30,24,28,383,495,58,4
04013000457,04,013,000457,934.62,811.72,134.33,36.2,67.64,1067.04,720.26,132.43,12.39
04013000458,04,013,000458,1235.97,771.22,54.67,14.74,34.07,1167.98,722.3,162.58,10.59
04013000459,04,013,000459,530.94,914.37,63.9,18.69,19.67,624.38,809.15,75.71,11.79
04013000460,04,013,000460,760,956,80,26,21,912,823,70,13
04013000461,04,013,000461,1026,1460,173,38,54,1312,1258,121,23
04013000462,04,013,000462,438.25,302,21.56,5.09,12.45,502.11,229.55,29.68,3.01
04013000463,04,013,000463,524,887,63,22,20,717,738,40,6
04013000464,04,013,000464,1747.94,1356.18,136.92,39.98,47.97,1786.92,1224.26,202.88,23.99
04013000465,04,013,000465,600.63,1140.71,82.22,30.03,24.62,762.61,995.48,87.14,6.89
04013000466,04,013,000466,929.44,1103.71,101.41,42.34,46.28,1066.29,939.28,137.84,16.74
04013000467,04,013,000467,1566.24,841.13,135.76,24.58,72.08,1688.98,715.66,137.88,23.03
04013000468,04,013,000468,1117,574,96,17,38,1099,537,125,23
04013000469,04,013,000469,766.43,1300.25,114.32,48.71,45.73,988.11,1086.53,127.24,8.95
04013000470,04,013,000470,1442.34,859.08,84.29,14.17,33.65,1516.31,739.38,91.89,13.15
04013000471,04,013,000471,145.2,80.62,13.05,1.9,10.47,154.58,74.91,13.46,1.63
04013000472,04,013,000472,878.66,674.41,58.77,19.27,35.65,942.25,599.26,90.56,5.78
04013000473,04,013,000473,376.92,602.73,40.17,19.26,16.61,514.25,501.21,32.03,4.17
04013000474,04,013,000474,1018.29,1349.33,135.78,32.72,52.72,1270.32,1124.8,111.04,19.59
04013000475,04,013,000475,215.96,1012.69,50.14,25.4,22.3,317.14,918.61,70.68,3.25
04013000476,04,013,000476,685,1342,166,64,67,897,1242,133,8
04013000477,04,013,000477,1287,800,132,25,71,1437,686,114,10
04013000478,04,013,000478,977.57,763.04,75.78,12.83,37.06,1258.41,547.23,34.38,4.17
04013000479,04,013,000479,1589,1580,166,71,59,1685,1389,284,38
04013000480,04,013,000480,1041.88,1201.33,102.01,50.51,32.68,1111.21,1076.54,160.44,16.84
04013000481,04,013,000481,276.95,723.81,65.99,34.99,36.99,383.93,638.83,74.98,6
04013000482,04,013,000482,226.16,740.87,36.39,25.35,14.95,282.05,679.13,56.54,4.55
04013000483,04,013,000483,551,339,38,12,10,561,292,59,4
04013000484,04,013,000484,915,715,98,12,30,972,621,120,11
04013000485,04,013,000485,675,2448,127,76,62,952,2208,141,14
04013000486,04,013,000486,646.2,485.5,38.09,6.24,20.38,751.97,379.83,38.08,3.19
04013000487,04,013,000487,1988,1199,173,31,87,2188,1002,179,20
04013000488,04,013,000488,1406.49,755.5,121.89,22.08,64.58,1516.64,642.77,123.76,20.67
04013000489,04,013,000489,1277,672,65,13,19,1361,545,65,11
04013000490,04,013,000490,3673.4,2110.79,125.74,24.16,65.41,3841,1853.97,200.11,24.09
04013000491,04,013,000491,229,636,45,23,9,294,551,63,5
04013000492,04,013,000492,1766.12,1881.12,167.01,34,59,2111.15,1542.1,149.01,21
04013000493,04,013,000493,37.04,181.75,7.7,6.08,6.49,66.89,149.02,16.63,0.3
04013000494,04,013,000494,1096.69,547.81,89.6,10.56,59.28,1205.16,473.8,73.56,15.44
04013000495,04,013,000495,328,1116,44,19,25,487,940,77,4
04013000496,04,013,000496,241,430,40,17,28,298,379,45,10
04013000497,04,013,000497,667,783,75,33,19,702,716,116,13
04013000498,04,013,000498,599.14,1393.98,128.49,52.79,56.81,766.47,1253.58,144.63,12.01
04013000499,04,013,000499,337,957,40,35,28,478,816,84,3
04013000500,04,013,000500,1156,598.73,74.78,23.63,22.57,1151.67,525.96,151.12,8.58
04013000501,04,013,000501,699.7,949.71,85.38,22.1,31.21,919.26,773.39,62.22,9.04
04013000502,04,013,000502,399,861,61,19,39,511,747,90,5
04013000503,04,013,000503,1694.18,1460.37,161.44,49.17,69.59,1772.11,1311.92,249.58,29.69
04013000504,04,013,000504,998.88,1046.88,120.99,23,34,1224.85,842.9,86.99,14
04013000505,04,013,000505,1320.14,951.54,76.05,11.86,26.68,1538.88,715.28,74.82,11.81
04013000506,04,013,000506,3450.39,1634.44,112.41,22.13,97.33,3757.92,1312.4,116.51,23.81
04013000507,04,013,000507,1154,744,48,11,20,1342,543,57,12
04013000508,04,013,000508,1530.18,1331.05,173.2,48.92,96.24,1781.01,1135.89,161.95,18.25
04013000509,04,013,000509,1314.76,1177.29,120.74,18.2,51.22,1600.71,968.32,74.7,8.14
04013000510,04,013,000510,681.85,448.76,41.3,13.73,20.12,739.3,361.19,75.94,15.47
04013000511,04,013,000511,1642.08,1121.34,138.34,25.79,114.49,1935.77,898.65,123.4,15.29
04013000512,04,013,000512,1298.57,577.43,73.1,13.71,68.02,1447.48,442.98,95.4,11.45
04013000513,04,013,000513,355.55,294.22,25.18,2.03,12.75,408.3,243.56,18.84,5.36
04013000514,04,013,000514,592,558,90,32,13,707,451,86,11
04013000515,04,013,000515,779.51,844.3,102.8,33.6,43.08,904.07,711.25,131.29,16.78
04013000516,04,013,000516,973.64,638.37,94.18,28.06,73.13,1068.87,567.18,116.21,12.03
04013000517,04,013,000517,1796.43,1114.92,149.29,35.07,77.11,1957.57,992.76,167.35,15.02
04013000518,04,013,000518,2615.28,1622.26,220.37,49.61,179.68,2968.21,1338.88,212.01,43.81
04013000519,04,013,000519,1134,1664,154,37,53,1410,1401,123,13
04013000520,04,013,000520,1102.41,1269.42,125.59,44.25,39.27,1323.2,1058.47,152.8,17.1
04013000521,04,013,000521,3392.57,1996.15,222.34,41.93,94.59,3746.56,1599.26,252.57,39.01
04013000522,04,013,000522,1996.52,1777.96,188.55,47.28,87.36,2335.15,1475.78,193.34,22.44
04013000523,04,013,000523,2095.92,852.49,130.93,31.78,96.93,2189.25,746.44,158.02,31.12
04013000524,04,013,000524,923.74,516.09,57.15,22.35,19.04,897.42,455.78,127.65,11.54
04013000525,04,013,000525,738,1642,106,37,66,1058,1375,107,11
04013000526,04,013,000526,1420,1410,156,65,55,1486,1258,230,47
04013000527,04,013,000527,1263.4,662.72,55.75,15.07,21.21,1302.51,560.23,96.26,18.5
04013000528,04,013,000528,286.87,643.23,40.7,21.84,16.87,389.12,533.05,68.49,1.99
04013000529,04,013,000529,1439.15,919.5,113.46,22.89,53.7,1551.09,794.75,137.1,16.43
04013000530,04,013,000530,543.92,808.66,70.04,27.86,39.93,669.96,721.39,75.33,4.44
04013000531,04,013,000531,1019.43,1167.76,120.46,26.88,34.84,1200.62,1002.51,103.54,5.97
04013000532,04,013,000532,384,453,62,14,38,472,380,72,9
04013000533,04,013,000533,2263.46,1467.27,206.04,45.01,80.02,2422.49,1292.24,230.06,31.02
04013000534,04,013,000534,599.03,560.89,40.37,11.2,16.51,648.11,466.28,59.03,7.07
04013000535,04,013,000535,889.99,648.28,117.87,29.5,55.94,1009.83,562.01,111.84,7.17
04013000536,04,013,000536,1181,708,41,15,26,1187,664,98,6
04013000537,04,013,000537,1056.68,788.07,71.41,10.41,35.19,1238.02,631.85,70.72,9.03
04013000538,04,013,000538,1007,883,72,29,49,1146,716,126,9
04013000539,04,013,000539,529.49,1441.57,142.49,56.42,43.56,713.68,1265.32,131.69,21.75
04013000540,04,013,000540,2226.92,814.91,79.05,10.07,39.09,2278.31,689.67,118.41,28.74
04013000541,04,013,000541,2236.08,870.59,118.9,25.2,105.73,2290.33,805.01,153.17,26.82
04013000542,04,013,000542,337.45,1543.52,89.07,40.53,33.72,563.66,1318.99,96.17,12.85
04013000543,04,013,000543,834.02,1107.84,155.68,68.18,117.26,1060.13,974.84,147.68,30.08
04013000544,04,013,000544,674.46,509.04,57.11,17.05,19.05,741.5,411.9,88.23,11.02
04013000545,04,013,000545,152.34,644.03,18.19,11.07,9.08,271.83,495.56,37.23,0.03
04013000546,04,013,000546,1450.73,1518.79,147.06,22.01,68.03,1765.95,1268.62,86.04,17.01
04013000547,04,013,000547,442.33,477.34,49.24,11.12,16.09,479.54,429.88,60.44,9.01
04013000548,04,013,000548,449.43,1838.56,84.45,42.7,36.03,646.24,1671.1,100.58,8.53
04013000549,04,013,000549,669.82,1071.88,130.91,49.21,36.37,866.98,944.85,97.49,6.1
04013000550,04,013,000550,659.46,1781.96,90.14,37.01,37.95,862.52,1519.13,164.15,11.39
04013000551,04,013,000551,1620,1387,184,59,76,1728,1244,249,32
04013000552,04,013,000552,580.64,472.83,83.77,19.35,23.35,614.04,438.08,82.43,10.72
04013000553,04,013,000553,1087.17,1560.4,155.67,33.88,74.06,1359.7,1369.8,137.72,11.13
04013000554,04,013,000554,683.08,1068.44,76.67,33.86,31.86,869.29,905.13,81.65,8.96
04013000555,04,013,000555,1131,831,69,17,21,1111,794,130,9
04013000556,04,013,000556,888,2000,144,77,50,1132,1755,181,11
04013000557,04,013,000557,1803.61,899.81,57.99,13,27.99,1682.64,876.81,170.96,23.99
04013000558,04,013,000558,2306,1385,208,36,116,2573,1161,200,17
04013000559,04,013,000559,1758,934,88,17,42,1867,787,111,23
04013000560,04,013,000560,720.54,623.48,71.42,26.15,32.15,815.77,517.14,113.55,6.06
04013000561,04,013,000561,273,72,17,5,4,232,78,45,3
04013000562,04,013,000562,784,968,86,35,28,924,838,98,9
04013000563,04,013,000563,1103,622,95,23,90,1210,539,117,19
04013000564,04,013,000564,3.25,38.97,0,1.08,0,5.95,36.27,0.54,0
04013000565,04,013,000565,609,888,76,12,31,718,760,92,11
04013000566,04,013,000566,1770.13,1075.3,166.27,36.17,82.15,1866.23,1009.17,163.27,28.28
04013000567,04,013,000567,299.08,446.89,31.16,6.66,13.39,338.57,396.35,42.01,2.84
04013000568,04,013,000568,286.03,173.65,26.81,5.83,13.2,301.17,163.23,26.39,4.58
04013000569,04,013,000569,550.14,508.01,60.69,14.25,35.16,627.27,436.29,61.78,10.52
04013000570,04,013,000570,484.4,547.08,44.69,9.17,13.41,593.97,469.71,27.65,3.11
04013000571,04,013,000571,766.21,828.52,63.28,15.58,37,909.33,702.93,59.39,9.74
04013000572,04,013,000572,900,1176,101,41,33,1136,971,89,12
04013000573,04,013,000573,1180.4,765,79.54,17.68,27.5,1309.04,643.23,78.56,13.75
04013000574,04,013,000574,771.93,675.59,70.5,36.51,27.61,817,622.05,104,10.14
04013000575,04,013,000575,212.32,759.93,35.13,24.44,16.48,301.46,667.41,51.33,6.21
04013000576,04,013,000576,1708.03,783.57,114.35,25.1,61.48,1822.64,641.17,137.63,23.49
04013000577,04,013,000577,1206.01,961.46,86.52,10.08,17.18,1379.5,786.85,73.51,11.08
04013000578,04,013,000578,933.21,659.42,53.32,13.71,13.74,926.58,620.83,89.21,13.51
04013000579,04,013,000579,1303,696,98,25,30,1239,665,157,9
04013000580,04,013,000580,1527.7,1656.09,130.01,27.98,49.74,1886.65,1326.21,108.76,8.12
04013000581,04,013,000581,1123,1642,160,41,78,1435,1409,144,14
04013000582,04,013,000582,477.8,1668.69,76.21,36.1,43.08,687.35,1429.15,116.23,8.03
04013000583,04,013,000583,29.28,19.69,0.18,1.05,0.07,32.98,13.66,3.5,0.04
04013000584,04,013,000584,1270,1167,84,25,43,1524,935,75,15
04013000585,04,013,000585,784.66,1777.97,113.81,43.93,48.92,1075.17,1503.44,135.77,16.97
04013000586,04,013,000586,2474.26,1499.22,176.78,29.99,76.92,2762.58,1222.67,162.97,23.01
04013000587,04,013,000587,973.48,1064.36,83.99,11.11,40.66,1238.98,848.16,56.77,9.11
04013000588,04,013,000588,715,568,89,24,43,789,472,120,23
04013000589,04,013,000589,614.92,960.16,96.11,19.6,30.79,779.14,849.12,61.58,4.67
04013000590,04,013,000590,1450,824,57,16,24,1386,804,133,13
04013000591,04,013,000591,914,882,102,27,47,1008,780,123,21
04013000592,04,013,000592,684,611,56,13,28,755,549,60,4
04013000593,04,013,000593,1164.23,1169.81,102.47,20.33,19.85,1359.29,973.07,90.29,17.52
04013000594,04,013,000594,1429.67,966.11,82.78,10.94,41.39,1683.94,729.58,57.28,9.85
04013000595,04,013,000595,1263,1056,123,31,75,1460,893,154,5
04013000596,04,013,000596,1554.92,1485.51,105.41,12.72,55.62,1898.17,1122.82,97.63,17.56
04013000597,04,013,000597,725.91,469.76,46.54,14.54,25.55,799.64,379.54,57.56,6.41
04013000598,04,013,000598,239,1349,53,24,19,418,1165,75,2
04013000599,04,013,000599,581,437,53,11,17,616,381,68,12
04013000600,04,013,000600,1955.25,1477.71,127.47,18.63,47.07,2334.73,1142.36,96.1,6.86
04013000601,04,013,000601,622,1842,117,73,45,873,1613,160,15
04013000602,04,013,000602,653.42,1254.34,79.73,24.31,38.89,942.21,1025.84,68.06,10.7
04013000603,04,013,000603,756.54,389.7,11.93,1.99,9.94,734.67,371.81,36.78,5.96
04013000604,04,013,000604,822.59,579.71,76.96,18.99,27.99,854.57,522.74,112.94,10.99
04013000605,04,013,000605,1.37,1.27,0.1,0.02,0.06,1.67,0.99,0.08,0.02
04013000606,04,013,000606,0.05,0.05,0,0,0,0.06,0.04,0,0
04013000607,04,013,000607,4.61,4.07,0.31,0.05,0.15,5.72,3.14,0.23,0.02
04013000608,04,013,000608,612,1509,103,52,33,785,1366,128,10
04013000609,04,013,000609,422,602,44,4,13,555,489,27,3
04013000610,04,013,000610,672.45,1209.3,102.23,31.46,32.49,820.54,1007.18,141.65,22.56
04013000611,04,013,000611,2325.99,831.7,129.16,32.03,94.79,2348.16,744.57,173.62,41.73
04013000612,04,013,000612,3202.27,1347.7,226.99,50.98,173.29,3472.46,1145.56,219.02,44.02
04013000613,04,013,000613,194.36,1018.65,50.83,18.94,27.91,299.02,913,71.76,5.98
04013000614,04,013,000614,104.07,200.53,8.03,6.26,7.56,139.35,168.47,14.78,0.69
04013000615,04,013,000615,0,0,0,0,0,0,0,0,0
04013000616,04,013,000616,0,0,0,0,0,0,0,0,0
04013000617,04,013,000617,0,0,0,0,0,0,0,0,0
04013000618,04,013,000618,2.14,3.01,0.08,0.14,0.17,2.87,2.39,0.28,0
04013000619,04,013,000619,0,0,0,0,0,0,0,0,0
04013000620,04,013,000620,195.64,1461.21,50.69,27.05,15.07,403.98,1255.32,61.39,2.78
04013000621,04,013,000621,874.61,552.14,34.45,10.53,17.22,883.22,486.11,94.73,4.78
04013000622,04,013,000622,511,601,67,9,39,637,498,47,7
04013000623,04,013,000623,219,321,26,11,17,257,307,28,1
04013000624,04,013,000624,2156,1438,202,38,87,2382,1209,181,27
04013000625,04,013,000625,58,22,1,0,1,55,20,4,2
04013000626,04,013,000626,655.82,397.62,33.22,8.73,7.72,600.77,385.8,98.1,7.72
04013000627,04,013,000627,340.42,619.53,50.01,18.55,22.59,407.37,551.77,57.27,6.45
04013000628,04,013,000628,950.15,676.25,90.8,25.29,28.95,1018.81,564.68,131.22,15.54
04013000629,04,013,000629,675.01,369.36,32.65,4.97,15.02,664.38,345.84,58.59,11.09
04013000630,04,013,000630,232,803,38,16,22,354,679,61,3
04013000631,04,013,000631,398,847,59,22,28,486,741,92,13
04013000632,04,013,000632,1488.28,1664.25,149.08,39.93,77.65,1828.16,1366.07,151.24,13.62
04013000633,04,013,000633,913.7,673.09,48.25,4.35,27.81,1083,512.94,39.21,5.23
04013000634,04,013,000634,7.83,3.91,0.57,0.17,0.39,7.84,3.63,0.9,0.06
04013000635,04,013,000635,737.11,2620.4,140.26,55.46,54.48,1151.8,2217.59,149.67,14.81
04013000636,04,013,000636,690.22,437.14,23.01,8,7,680.22,374.12,68.02,7
04013000637,04,013,000637,1433.11,1050.05,120.31,37.54,45.24,1478.35,949.96,175.17,15.4
04013000638,04,013,000638,1245,760,57,19,21,1143,744,173,14
04013000639,04,013,000639,177.09,327.54,32.3,5.91,10.76,248.42,261.17,14.73,2.93
04013000640,04,013,000640,1288,1060,105,30,57,1458,892,127,18
04013000641,04,013,000641,1118,670,47,24,10,1101,626,113,7
04013000642,04,013,000642,1739.1,1083.34,168.81,42.67,164.17,1942.22,976.68,186.43,25.04
04013000643,04,013,000643,734.25,599.61,66.38,22.13,27.11,800.24,518.44,80.57,8.02
04013000644,04,013,000644,1258.48,1028.26,149.23,51.87,42.77,1258.48,932.71,244.78,21.84
04013000645,04,013,000645,592.4,511.05,52.64,18.18,26.8,604.84,463.2,95.7,13.4
04013000646,04,013,000646,1481.04,1191.03,106,32,54,1510.04,1091.03,165,15
04013000647,04,013,000647,999.66,935.22,63.3,14.65,21.68,1187.69,766.01,48.26,8.13
04013000648,04,013,000648,5.03,0.65,0.15,0.02,0,4.96,0.67,0.18,0.03
04013000649,04,013,000649,212.41,1263.67,53.59,42.39,16.33,359.22,1122.1,88.46,4.25
04013000650,04,013,000650,2630,1613,175,36,105,2775,1407,204,53
04013000651,04,013,000651,1499,1830,141,31,74,1881,1537,117,9
04013000652,04,013,000652,510,373,28,8,15,597,294,22,7
04013000653,04,013,000653,418,697,32,13,17,497,594,77,8
04013000654,04,013,000654,1393.29,867.19,117.6,26.48,95.93,1582.06,715.56,113.13,23.38
04013000655,04,013,000655,1264,972,118,58,56,1325,834,220,28
04013000656,04,013,000656,735.45,655.78,74.82,20.97,48.25,815.7,543.44,110.16,13.64
04013000657,04,013,000657,352,593,67,25,30,460,511,61,4
04013000658,04,013,000658,328.87,724.83,44.05,27.98,21.01,434.75,629.88,60.06,6.01
04013000659,04,013,000659,2587.1,1406.14,172.28,46.51,64.46,2534.14,1320.13,275.27,38.19
04013000660,04,013,000660,750,689,67,12,27,941,538,52,4
04013000661,04,013,000661,1000.14,707.73,90.88,22.27,45.34,1105.31,598.08,109.61,12.54
04013000662,04,013,000662,23.47,4.19,1,0.06,0,15.22,4.38,4.19,2.06
04013000663,04,013,000663,1082.41,711.67,92.22,24.22,33.53,1109.42,639.01,141.59,15.84
04013000664,04,013,000664,879.38,405.13,64.28,10.72,33.11,864.77,376.89,104.2,12.66
04013000665,04,013,000665,2688.28,2292.34,185.37,36.39,104.88,3236.23,1787.06,157.31,19.43
04013000666,04,013,000666,2094.34,1127.11,80.93,21.71,59.22,2293.7,935.64,98.7,16.78
04013000667,04,013,000667,293.58,466.47,39.99,7.45,24.41,373.63,389.23,45.73,5.55
04013000668,04,013,000668,922.8,512.38,82.95,12.1,66.53,982.42,476.09,85.54,10.37
04013000669,04,013,000669,1588.09,897,130.43,17.72,81.46,1809.55,748.29,86.86,22.08
04013000670,04,013,000670,305.73,1289.94,46.96,18.25,20.09,478.08,1101.23,55.69,8.59
04013000671,04,013,000671,679.97,245.61,24.33,5.08,20.09,588.53,246.6,93.68,11.08
04013000672,04,013,000672,1819.95,998.98,141.04,42.8,77.82,1892.91,884.2,205.24,24.32
04013000673,04,013,000673,83.75,42.01,5.3,2.15,2.32,84.03,39.19,8.86,0.86
04013000674,04,013,000674,1106.15,701.25,119.32,25.43,72.37,1271.44,587.79,98.78,13.69
04013000675,04,013,000675,191.84,402.67,15.99,12.99,18.98,229.81,372.69,41.97,3
04013000676,04,013,000676,1319.15,701.7,62.87,11.83,25.48,1299.03,667.53,80.82,13.76
04013000677,04,013,000677,2532.62,1144.89,125.44,40.99,59.84,2550.27,990.08,213.67,31.47
04013000678,04,013,000678,206,804,49,29,16,319,689,66,4
04013000679,04,013,000679,3841.7,2194.3,277.73,49.46,149.48,4192.76,1889.82,261.94,47.47
04013000680,04,013,000680,168.01,435.95,24.54,18.14,14.53,256.02,347.02,48.11,0.91
04013000681,04,013,000681,696,1341,144,39,53,929,1170,121,6
04013000682,04,013,000682,330,1380,56,36,29,525,1153,109,5
04013000683,04,013,000683,454.91,442.44,44.12,8.91,19.14,509.65,377.03,51.92,6.47
04013000684,04,013,000684,657.84,2443.13,150.61,67.65,49.05,937.95,2205.87,139.46,11.45
04013000685,04,013,000685,3600.77,1824.53,261.06,30.02,99.03,3757.8,1573.48,291.09,54.01
04013000686,04,013,000686,457,1113,127,63,58,602,1057,119,8
04013000687,04,013,000687,113.58,137.99,9.39,1.88,4.69,115.46,120.15,26.28,0.94
04013000688,04,013,000688,1408.37,670.24,128.59,32.41,94.65,1523.08,608.51,134.77,16.46
04013000689,04,013,000689,480,707,76,37,30,581,633,86,5
04013000690,04,013,000690,1246.32,989.23,133.03,35.01,53.01,1334.33,892.2,164.04,21
04013000691,04,013,000691,469.41,509.27,67.77,9.97,18.94,561.09,433.53,47.84,9.97
04013000692,04,013,000692,970,1125,147,37,46,1187,963,116,12
