GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PRENDEL,G20PRETBLA,G20USSRJAM,G20USSDPET,G20USSGSQU,G20USSNDER,G20USSTWIL
26125125042,26,125,125042,924.93,922.93,18,1,0,1,983.92,862.93,2,0,3
26125125044,26,125,125044,656.63,1291.42,13.47,2.11,0.03,3.03,725.66,1220.64,6.11,0.06,4.11
26125125047,26,125,125047,922,1001,17,4,1,3,1013,932,6,1,3
26125125049,26,125,125049,564.03,705.4,9.11,1.02,0,0.07,579.38,685.05,7.07,1.02,6.13
26125125050,26,125,125050,650.14,881.34,15.72,1.85,0,0.92,707.48,834.18,5.55,0.92,1.85
26125125053,26,125,125053,577.97,1018.6,8.89,1.98,0,5.93,606.62,989.95,5.93,1.98,10.87
26125125054,26,125,125054,833,855,6,4,0,0,909,780,7,1,1
26125125057,26,125,125057,730.24,1172.3,14.74,6.94,2.02,0.06,771.54,1129.86,7.38,4.21,9.32
26125125058,26,125,125058,449.19,612.89,6.47,1.82,0,0.91,468.7,588.98,5.46,0.01,3.62
26125125061,26,125,125061,889.41,872,19.15,3.97,0.06,1.04,941.93,815.8,8.05,1.95,7.82
26125125062,26,125,125062,644.4,696.02,9.95,1.03,0.94,0.97,721.71,622.44,4.02,0.05,0.21
26125125063,26,125,125063,1189.74,595.99,19.45,3.1,0.05,1.1,1168.89,599.49,12.55,3.1,11.45
26125125064,26,125,125064,1230,676,27,3,0,1,1227,660,11,5,9
26125125065,26,125,125065,1367,681,24,3,0,2,1353,668,16,2,21
26125125066,26,125,125066,1614.57,811.51,34.5,4.87,0,2,1616.3,788.69,13.06,5.53,23.28
26125125067,26,125,125067,395.43,291.49,12.5,3.13,0,0,358.7,299.31,10.94,5.47,11.72
26125125068,26,125,125068,485.6,301.6,8.54,1.9,0.95,1.9,469.47,292.12,10.43,1.9,8.54
26125125069,26,125,125069,776.13,1169.52,20.72,5.83,0.98,1.91,792.52,1125.4,13.74,5.74,11.72
26125125070,26,125,125070,526.09,820.12,17,3,1,4,560.09,776.12,7,4,8
26125125071,26,125,125071,587,794,13,3,2,1,600,765,7,5,11
26125125072,26,125,125072,492,746,22,1,1,0,515,715,6,2,9
26125125073,26,125,125073,750,971,24,5,0,0,751,951,14,1,8
26125125074,26,125,125074,1130.59,748.73,24.28,2.09,0,0.04,1137.13,722.36,9.18,4.07,10.48
26125125075,26,125,125075,1033.8,809.85,15,9,0,1,1033.8,781.85,18,3,19
26125125076,26,125,125076,1002.28,1101.08,7.88,3.47,0.06,2.08,996.81,1073.95,11.42,2.22,11.49
26125125077,26,125,125077,1069.46,798.67,17.6,4.89,0,0.98,1043.06,788.9,13.69,4.89,16.62
26125125078,26,125,125078,1206.07,830.06,14,4,0,1,1217.07,801.06,14,4,10
26125125079,26,125,125079,845.52,705.79,18.16,4.03,0,2.02,830.93,693.25,11.08,1.03,9.08
26125125080,26,125,125080,1164.41,805.22,24.67,4.93,1.97,0,1207.83,742.07,10.85,1.97,10.85
26125125081,26,125,125081,1262,884,18,5,0,3,1308,820,12,0,12
26125125082,26,125,125082,883.62,713.19,17.8,5.48,1.37,0.68,922.64,661.86,9.58,0,4.11
26125125083,26,125,125083,991.2,813.15,10,4,3,1,1018.2,757.15,11,4,13
26125125084,26,125,125084,1039.9,941.87,20.18,4.81,0.96,1.92,1081.23,888.05,11.53,3.84,6.73
26125125085,26,125,125085,609,493,10,4,0,1,617,482,3,0,6
26125125086,26,125,125086,936.38,828.79,15.3,7.97,0.88,1.76,958.51,788.55,9.94,3.56,9.85
26125125087,26,125,125087,614.27,533.9,11.76,3.92,0,1.96,590.81,520.17,7.84,2.94,21.54
26125125088,26,125,125088,918,660,16,1,1,7,932,623,6,3,12
26125125089,26,125,125089,310,569,15,4,1,1,353,538,6,1,2
26125125090,26,125,125090,454.33,775.3,13.98,5.98,1,0.01,456.24,757.4,13.96,4,7.02
26125125091,26,125,125091,421,684,23,1,0,1,429,664,7,2,11
26125125092,26,125,125092,342.35,698.64,14.01,3,0,0,348.34,677.63,9.01,3,5.01
26125125093,26,125,125093,320,570,7,1,1,1,348,541,3,1,3
26125125094,26,125,125094,329,591,14,3,0,3,361,564,5,1,5
26125125095,26,125,125095,577.09,1297.15,8.87,7.35,0,3,595.62,1271.37,14.51,1.05,12.06
26125125096,26,125,125096,537,1390,10,5,2,3,569,1353,12,0,9
26125125097,26,125,125097,640,1507,17,9,0,2,699,1458,17,0,5
26125125098,26,125,125098,653,1373,8,2,1,0,696,1319,9,2,6
26125125099,26,125,125099,824.19,923.99,14.14,1.02,0.02,2.03,824.36,915.73,6.1,1.02,1.12
26125125100,26,125,125100,242.67,633.3,7.88,0.99,0.99,1.97,252.51,618.49,5.93,0.99,6.91
26125125101,26,125,125101,710,1222,10,1,2,1,746,1187,6,1,8
26125125102,26,125,125102,557,1125,9,3,2,2,596,1080,4,2,4
26125125103,26,125,125103,842,1436,21,4,2,0,885,1379,14,2,12
26125125104,26,125,125104,826.62,1749.26,24.18,12.24,0.24,5.49,897.23,1668.41,11.85,4.24,10.85
26125125105,26,125,125105,535.59,1294.57,13.9,5.21,1.04,1,547.87,1242.99,11.56,5.09,27.3
26125125106,26,125,125106,457,1286,12,2,1,1,487,1251,7,1,5
26125125107,26,125,125107,528.41,998.43,20.1,4.79,0.96,0,557.13,963.01,12.44,1.91,6.7
26125125108,26,125,125108,750.38,986.74,15.82,1.76,1.76,3.51,783.77,951.59,6.15,1.76,6.15
26125125109,26,125,125109,429,644,10,0,0,0,461,619,3,0,3
26125125110,26,125,125110,801,1438,15,5,1,4,842,1373,14,0,8
26125125111,26,125,125111,272,1192,14,1,1,1,303,1146,13,3,12
26125125112,26,125,125112,519,764,12,1,1,4,538,735,7,3,7
26125125113,26,125,125113,527,1274,12,5,0,0,544,1233,16,1,6
26125125114,26,125,125114,678,1513,19,4,2,4,694,1471,21,7,12
26125125115,26,125,125115,822,1298,17,4,1,4,808,1278,21,5,19
26125125116,26,125,125116,589,871,10,1,1,2,615,832,8,0,13
26125125117,26,125,125117,658.74,962.91,18.01,1,0,0,698.78,924.86,5.01,1,5.01
26125125118,26,125,125118,926,1350,16,4,4,2,969,1296,7,3,11
26125125119,26,125,125119,745,1383,21,3,2,3,752,1352,10,5,11
26125125120,26,125,125120,671.51,1238.03,20.5,5.87,0.98,2.91,657.94,1227.21,17.59,6.83,15.59
26125125121,26,125,125121,613.82,1201.02,25.51,13.15,0.02,2.07,610.48,1173.76,23.44,6.17,23.39
26125125122,26,125,125122,333.95,1628.99,14.56,7.77,0.97,0,365.99,1579.48,19.42,1.94,7.77
26125125123,26,125,125123,269.98,1099.62,14,12,0,0,280.98,1077.6,18.01,3,6.02
26125125124,26,125,125124,222,1285,19,5,0,3,254,1237,20,6,8
26125125125,26,125,125125,299.87,1101.78,12.21,14.11,1.01,0,310.34,1067.06,30.28,3.03,4.11
26125125126,26,125,125126,269,1237,24,6,1,1,290,1209,14,3,14
26125125127,26,125,125127,380.58,979.92,20.98,6.99,1,0,380.58,953.95,17.98,1,14.98
26125125128,26,125,125128,316,927,15,4,0,0,317,913,12,2,6
26125125129,26,125,125129,145,663,12,3,0,0,153,645,9,1,3
26125125130,26,125,125130,261,1327,18,7,0,0,276,1305,18,0,8
26125125131,26,125,125131,705.66,298.41,13.01,0,0,2,692.64,305.4,4.01,2,9.01
26125125132,26,125,125132,853.63,423.74,14.04,2,1,0,826.66,426.7,8.03,3,12.01
26125125133,26,125,125133,954.37,433.26,24.96,2,1,2,971.34,411.3,14.97,2,6.99
26125125134,26,125,125134,504.82,923.87,15.78,5.92,0.99,2.96,472.29,919.92,17.75,5.92,15.78
26125125135,26,125,125135,544.33,923.91,17.34,2.89,1.93,3.85,510.61,900.79,18.3,8.67,13.49
26125125136,26,125,125136,545,692,16,8,1,1,525,683,19,4,10
26125125137,26,125,125137,371,586,11,4,3,1,361,580,16,3,7
26125125138,26,125,125138,560,886,21,4,2,2,524,886,13,7,22
26125125139,26,125,125139,1443.73,781.54,29.84,2.89,0.96,3.85,1454.32,749.78,16.36,0,17.32
26125125140,26,125,125140,1202,559,23,4,1,3,1165,558,12,3,18
26125125141,26,125,125141,669,418,17,3,0,1,655,405,10,6,19
26125125142,26,125,125142,1149,795,20,10,0,0,1149,775,14,5,12
26125125143,26,125,125143,803,432,7,1,0,0,814,402,6,2,8
26125125144,26,125,125144,1132,585,21,4,1,1,1106,586,9,5,18
26125125145,26,125,125145,783,394,13,2,1,2,760,386,6,3,8
26125125146,26,125,125146,736,528,15,2,1,3,764,502,5,2,8
26125125147,26,125,125147,971.79,733.15,29.34,3.22,0.12,3.18,931.28,749.32,13.29,8.09,16.46
26125125148,26,125,125148,814.96,602.16,19.09,5.73,0.95,4.77,787.29,596.43,18.13,4.77,15.27
26125125149,26,125,125149,1179.13,646.66,19.4,4.12,1.02,0.1,1142.55,651.54,12.38,1.1,17.32
26125125150,26,125,125150,1111.07,743.92,14.38,5.75,2.88,4.79,1112.99,728.58,9.59,3.83,14.38
26125125151,26,125,125151,191.7,1007.25,9.9,1.11,0,0.1,233.44,972.53,1.46,0.06,2.13
26125125152,26,125,125152,165,709,9,0,0,0,193,683,2,0,1
26125125153,26,125,125153,204,796,12,0,0,1,241,760,5,1,2
26125125154,26,125,125154,132,767,2,1,0,0,149,747,2,1,1
26125125155,26,125,125155,166,747,12,0,1,0,213,698,4,1,2
26125125156,26,125,125156,1354.78,845.05,23.13,4.82,0,5.78,1379.83,808.43,6.74,0.96,9.64
26125125157,26,125,125157,1039,671,24,7,0,0,1049,650,9,1,12
26125125158,26,125,125158,1111,714,30,0,0,1,1164,664,7,3,2
26125125159,26,125,125159,1088.61,683.04,32.2,2.05,0.01,1.03,1144.93,629.78,12.08,5,10.07
26125125160,26,125,125160,1207.41,836.03,20.37,4.85,0.97,2.91,1241.36,809.84,8.73,0,6.79
26125125161,26,125,125161,1066.97,869.97,20,6,0,1,1075.97,844.97,17,2,10
26125125162,26,125,125162,1097,999,26,2,0,1,1145,931,16,1,9
26125125163,26,125,125163,986,639,15,0,0,0,1014,598,9,3,6
26125125164,26,125,125164,1292,827,25,3,1,3,1357,758,6,3,10
26125125165,26,125,125165,929.54,670.85,25.1,7.72,2.9,2.9,910.23,682.43,5.79,8.69,9.65
26125125166,26,125,125166,1246.76,771.11,26.16,7.75,0,2.91,1220.61,767.24,19.37,7.75,18.41
26125125167,26,125,125167,487.23,372.86,9.3,2.79,0.93,0.93,482.58,362.63,5.58,1.86,6.51
26125125168,26,125,125168,870.77,653.14,21.7,5.21,0.07,2.07,853.42,658.37,11.42,3.14,7.49
26125125169,26,125,125169,797.43,887.63,9.88,5.16,0.98,1.22,786.87,855.75,15.56,2.07,14.66
26125125170,26,125,125170,128.45,72.25,2.68,0,0,0.89,146.29,56.2,0,0,0
26125125171,26,125,125171,234.93,1348.59,5,4,1,4,246.93,1321.6,9,3,10
26125125172,26,125,125172,164.12,1362.99,7.03,2.05,0,0,173.3,1343.73,11.07,0.03,8.05
26125125173,26,125,125173,1032.26,788.54,17.81,4.69,0.94,0.94,1025.69,768.85,9.38,1.88,17.81
26125125174,26,125,125174,256,177,1,1,0,3,256,168,1,0,4
26125125175,26,125,125175,1052.35,787.32,22.03,5,1,0,1077.37,744.26,8.01,4,12.02
26125125176,26,125,125176,922.81,619.86,19,5.94,0.02,0.06,931.67,601.57,10.01,2.02,3.24
26125125177,26,125,125177,1104.99,794.99,21,2,0,1,1118.99,754.99,9,1,11
26125125178,26,125,125178,1664,1124,26,4,2,1,1762,1008,2,4,9
26125125179,26,125,125179,179,207,1,0,0,0,190,197,0,0,2
26125125180,26,125,125180,263,174,7,1,1,1,280,158,2,0,2
26125125181,26,125,125181,975,887,24,6,1,1,1040,820,10,0,5
26125125182,26,125,125182,537,727,14,9,1,1,502,730,16,3,31
26125125183,26,125,125183,443.57,631.84,15.77,3.94,0,0.99,421.88,620.01,8.87,3.94,19.71
26125125184,26,125,125184,544,699,11,4,0,2,499,709,13,6,18
26125125185,26,125,125185,517,674,18,8,2,2,494,666,16,4,13
26125125186,26,125,125186,532,584,5,3,1,1,514,555,6,6,8
26125125187,26,125,125187,91,169,1,1,0,0,65,162,1,3,4
26125125188,26,125,125188,797,946,18,3,0,3,749,942,15,3,21
26125125189,26,125,125189,969,1127,23,9,0,3,927,1123,25,4,18
26125125190,26,125,125190,800,966,23,4,1,4,764,964,13,6,20
26125125191,26,125,125191,698,786,22,4,0,0,685,774,12,4,10
26125125192,26,125,125192,639,1133,23,5,3,2,605,1106,17,6,31
26125125193,26,125,125193,961.49,598.4,12.14,0.07,1.01,1.97,988.65,557.2,6.05,1.99,4.08
26125125194,26,125,125194,724.46,430.84,14.53,0.97,0.96,0,730.33,405.65,10.64,6.76,9.66
26125125195,26,125,125195,971,627,9,4,0,1,1002,587,7,0,4
26125125196,26,125,125196,747,485,18,4,2,1,758,465,9,4,5
26125125197,26,125,125197,779.82,573.01,22.18,3.12,0.04,2.15,811.25,525.76,10.64,1,6.68
26125125198,26,125,125198,690.92,731.72,11.58,0.95,0.02,0.98,729.31,683.62,6.74,1.93,6.71
26125125199,26,125,125199,917.18,942.66,19.61,6.05,0,3.05,954.21,888.12,11.36,3.1,16.36
26125125200,26,125,125200,578.45,578.45,13.99,4,0,1,591.43,563.46,5.99,0,5
26125125201,26,125,125201,1018,1228,17,6,1,1,1114,1137,10,2,8
26125125202,26,125,125202,708.26,875.09,13.99,3,0,2,754.22,828.14,5.99,0,4.99
26125125203,26,125,125203,802,1172,17,2,1,3,862,1103,14,5,5
26125125204,26,125,125204,565.45,849.18,16.98,1,1,1,579.44,828.2,7.99,3,5.99
26125125205,26,125,125205,612.55,1002.82,6.02,6,1,3,632.56,970.8,6.01,1,6.01
26125125206,26,125,125206,497,790,13,3,2,1,524,748,12,2,9
26125125207,26,125,125207,606,1014,6,3,1,1,632,976,7,0,12
26125125208,26,125,125208,539,924,11,7,0,1,533,896,13,3,10
26125125209,26,125,125209,672,870,11,0,0,3,709,823,5,1,6
26125125210,26,125,125210,600,824,10,3,0,1,610,803,7,3,5
26125125212,26,125,125212,651.26,842.12,15.28,0.97,0.01,3.81,662.63,808.76,4.85,2.87,6.72
26125125213,26,125,125213,383.95,1018.18,12.42,7.03,0,0.11,376.26,989.26,17.13,2.08,16.18
26125125214,26,125,125214,391.63,659.22,7.75,3.22,1.06,0.1,395.13,638.48,5.5,0.15,4.58
26125125215,26,125,125215,482.18,762.4,6.67,2.85,0.95,0.94,505.07,721.61,3.79,0.94,6.62
26125125216,26,125,125216,736.08,855.82,14.99,5,1,0,791.2,798.65,5.01,0.01,5.02
26125125217,26,125,125217,682.58,873.91,12.01,2,0,2,767.6,800.87,3,0,2.01
26125125218,26,125,125218,722,811,11,4,0,1,785,755,3,0,3
26125125219,26,125,125219,616,733,10,3,1,3,677,674,5,0,7
26125125220,26,125,125220,551,419,9,2,0,0,589,377,1,1,3
26125125221,26,125,125221,466.29,539.06,8.01,1.17,0,1.04,494.19,508.41,6.05,1.92,4.04
26125125222,26,125,125222,600.07,900.11,8,4,1,0,682.07,812.11,6,0,5
26125125223,26,125,125223,476.93,700.89,9,4,1,0,458.93,680.89,7,7,18
26125125224,26,125,125224,53.96,62.95,3,0,0,0,60.95,61.95,0,0,0
26125125225,26,125,125225,938.34,705.39,9.85,1.98,1.94,0,983.51,645.63,3.02,2.92,2.93
26125125226,26,125,125226,1079,717,15,4,1,2,1065,711,13,3,9
26125125227,26,125,125227,668.88,370.38,3.99,0,0,1,702.82,329.45,2.99,1,2.99
26125125228,26,125,125228,829.32,517.06,11.85,2.96,0,0,873.77,467.65,7.9,0.99,1.99
26125125229,26,125,125229,842,911,18,7,0,3,915,850,4,1,1
26125125230,26,125,125230,1153,675,18,3,1,0,1205,622,7,1,3
26125125231,26,125,125231,1300,873,13,2,0,0,1398,777,5,0,4
26125125232,26,125,125232,779,550,13,2,0,0,824,507,7,0,3
26125125233,26,125,125233,164.06,631.74,8,2.01,0,2,168.07,609.66,6.03,5.01,8.03
26125125234,26,125,125234,544,706,7,5,1,2,508,711,9,5,8
26125125235,26,125,125235,535,843,10,1,0,0,518,849,7,1,1
26125125236,26,125,125236,424.37,530.1,3,3.97,0,0.99,390.39,546.05,5.98,1.01,6.03
26125125237,26,125,125237,88.26,925.44,9.42,3.83,0.21,3,96.72,900.02,15.29,2.83,13.92
26125125238,26,125,125238,260.36,903.07,3.04,3.07,0,0.06,257.29,892.81,7.13,1.04,3.17
26125125239,26,125,125239,61.74,848.56,1.58,3.17,0.79,0,67.28,827.98,8.71,3.17,11.08
26125125240,26,125,125240,59,1121,4,2,0,2,57,1112,7,1,10
26125125241,26,125,125241,71.64,1056.93,1.96,3.93,0,2.94,67.71,1043.19,6.87,1.96,8.83
26125125242,26,125,125242,78,1231,3,3,2,0,76,1209,12,1,8
26125125243,26,125,125243,163,802,6,4,0,2,148,787,11,6,22
26125125244,26,125,125244,112,1173,10,9,1,0,118,1159,13,2,9
26125125245,26,125,125245,74,1148,7,1,0,0,84,1112,8,2,15
26125125246,26,125,125246,239.91,1095.74,17.76,4.01,0.26,0.26,240.37,1084.71,12.81,2.76,7.29
26125125247,26,125,125247,130,893,8,1,2,0,131,865,16,2,9
26125125248,26,125,125248,178.38,692.05,11.1,2.96,0.74,0.74,190.96,669.11,11.1,2.22,6.66
26125125249,26,125,125249,913.82,684.68,10.37,1.92,0.94,1.89,957.62,632.1,5.75,1.88,4.82
26125125250,26,125,125250,942.03,699.44,27.25,3.28,0.07,6.06,964.14,665.02,8.62,2.27,10.18
26125125251,26,125,125251,995.55,711.3,25.55,9.41,1.92,5.77,988.16,701.86,21.95,8.46,11.83
26125125252,26,125,125252,1021.19,689.97,21.8,2.3,1.06,1.18,1028.96,669.7,6.69,3.27,10.36
26125125253,26,125,125253,1203.4,741.96,27.65,4.14,0,2.17,1228.1,708.92,12.18,2.03,8.27
26125125254,26,125,125254,1062.14,849.95,27.19,6.04,0,0.05,1111.34,780.64,13.06,2.01,6.08
26125125255,26,125,125255,833,677,21,3,1,1,861,649,11,2,2
26125125256,26,125,125256,862.18,715.25,21.01,4,1,2,852.19,710.24,5,2,12
26125125257,26,125,125257,828.45,772.3,23.36,4.17,0,0,880.48,707.76,5.42,1.17,13.51
26125125258,26,125,125258,1017,963,35,2,1,1,1074,904,12,1,6
26125125259,26,125,125259,709,617,19,5,0,1,736,587,5,3,4
26125125260,26,125,125260,612.64,449.37,16.19,3.08,0.02,1.05,596.6,443.31,5.2,2.08,9.08
26125125261,26,125,125261,814.28,707.97,21.25,1.93,1.93,1.93,825.87,676.1,12.56,1.93,12.56
26125125262,26,125,125262,845,729,38,3,0,1,881,678,14,2,13
26125125263,26,125,125263,523.55,478.7,14.64,1.83,0,0,545.52,451.24,4.58,1.83,5.49
26125125264,26,125,125264,780,757,10,3,0,1,812,700,8,3,5
26125125265,26,125,125265,1168.42,880.98,25.36,4.08,0.02,1.07,1187.61,827.47,16.21,2.12,14.25
26125125266,26,125,125266,959.41,579.28,23.69,4.93,0.98,2.95,923.31,584.78,15.79,5.89,16.75
26125125267,26,125,125267,1333.8,850.7,40.92,5.99,0,5.99,1385.69,796.78,10.99,4.99,11.98
26125125268,26,125,125268,1312,739,27,5,2,3,1323,712,9,2,11
26125125269,26,125,125269,816,569,15,4,0,1,811,547,12,1,17
26125125270,26,125,125270,1273,589,27,4,0,1,1268,578,6,4,8
26125125271,26,125,125271,1372.37,902.04,21.03,3,2,1,1404.39,848.97,11.02,1,9.02
26125125272,26,125,125272,393.61,1668.89,22.66,4.19,0.02,3,452.28,1616.08,14.42,0.06,4.24
26125125274,26,125,125274,76.62,1325.17,5.82,0.98,1.95,0.03,81.36,1303.8,5.91,6.78,11.69
26125125275,26,125,125275,138.44,857.34,3.96,1.98,1.98,2.97,131.52,839.54,11.87,3.96,12.86
26125125276,26,125,125276,153.31,1100.32,8.86,0.99,2.95,4.9,148.49,1090.3,9.87,1.97,11.79
26125125277,26,125,125277,341.09,779.01,14.06,3.01,1.02,0.04,338.05,762.94,10.07,8.01,14.09
26125125278,26,125,125278,223,806,10,1,1,2,213,802,11,1,10
26125125279,26,125,125279,160.91,1025.42,17.99,8,0,0,177.9,993.44,18.99,2,12.99
26125125280,26,125,125280,123.63,383.27,1.54,1.22,1.04,1.13,118.51,369.86,6.81,2.09,8.12
26125125281,26,125,125281,353.37,706.73,11.46,4.78,0.96,2.87,329.49,698.14,17.19,1.91,23.88
26125125282,26,125,125282,133.67,572.07,3.06,1.98,0.01,0.02,123.87,555.26,9.89,1.98,14.81
26125125283,26,125,125283,102.61,201.4,2.09,0.03,0,0.01,89.46,206.1,2.18,1.04,2.26
26125125284,26,125,125284,517,1131,12,5,5,1,489,1120,21,12,17
26125125285,26,125,125285,370,843,13,2,4,0,357,843,8,5,18
26125125286,26,125,125286,316,922,13,4,2,1,306,903,16,4,17
26125125287,26,125,125287,110,769,5,5,2,1,120,739,11,2,16
26125125288,26,125,125288,117,1194,5,2,2,0,115,1173,9,3,14
26125125289,26,125,125289,146,1119,5,5,0,1,131,1119,8,3,10
26125125290,26,125,125290,211,674,12,1,0,0,207,660,11,5,16
26125125291,26,125,125291,138,454,6,1,0,2,130,446,7,2,10
26125125292,26,125,125292,82,1059,5,4,1,2,64,1049,9,8,14
26125125293,26,125,125293,93.63,1069.68,8.01,1.02,0.01,2.99,94.73,1049.63,7.99,5,9.99
26125125294,26,125,125294,111,1103,7,6,2,2,102,1093,9,1,12
26125125295,26,125,125295,568.47,876.75,19.64,4.91,0,0,622.47,824.71,6.87,0,7.85
26125125296,26,125,125296,905.96,1061.6,13.97,5.99,1,0,940.88,1013.71,8.98,2.99,8.98
26125125297,26,125,125297,528.72,649.63,18.18,0.04,0,0.01,557.04,611.2,5.11,0,6.07
26125125298,26,125,125298,502.1,467.99,16.1,1.89,0,0,534.31,444.31,4.74,1.89,4.74
26125125299,26,125,125299,985.83,710.88,9,1,0,0,1042.82,644.89,1,2,3
26125125300,26,125,125300,508.17,434.12,6,1,0,0,536.18,405.11,0,0,0
26125125301,26,125,125301,1036.67,972.52,14.45,5.1,0.05,4,1012.57,962.87,8.4,7,18.15
26125125302,26,125,125302,430,400,7,1,0,1,449,387,2,0,0
26125125303,26,125,125303,954.1,1045.69,22.58,2.05,1,2.05,1016.62,981.96,3.45,1.03,8.21
26125125304,26,125,125304,884.79,1062.14,21.75,2.06,0.05,1.95,943.73,995.25,16.99,0.97,8.01
26125125305,26,125,125305,465.11,585.17,5.67,1.89,0.95,0,507.65,539.79,7.56,0,3.78
26125125306,26,125,125306,471,595,7,3,1,1,497,562,6,0,7
26125125307,26,125,125307,969,1060,14,2,0,2,1069,973,5,0,2
26125125308,26,125,125308,426,457,15,0,0,0,436,446,4,1,4
26125125309,26,125,125309,514.57,595.65,3.4,5.1,0,1,517.66,576.57,9.15,4.01,3.17
26125125310,26,125,125310,426,442,10,4,0,2,443,422,8,2,4
26125125311,26,125,125311,883,1003,21,5,0,3,941,947,4,1,6
26125125312,26,125,125312,473,740,11,4,0,0,512,693,7,2,5
26125125313,26,125,125313,641,574,17,2,0,0,688,532,7,4,4
26125125314,26,125,125314,606,524,9,0,1,1,642,487,4,0,6
26125125315,26,125,125315,941.86,727.12,12.98,1,0,1,965.83,685.17,7.99,1,8.99
26125125316,26,125,125316,902,943,15,2,0,2,954,889,10,1,3
26125125317,26,125,125317,662,740,6,7,1,1,690,708,7,3,5
26125125318,26,125,125318,763.98,868.84,12.98,2,1,2,783.95,834.88,8.99,2,8.99
26125125319,26,125,125319,260,446,10,2,1,1,263,426,8,2,4
26125125320,26,125,125320,539,607,20,2,1,0,565,584,6,3,5
26125125321,26,125,125321,966.02,773.16,18.02,4,0,0,963.05,761.12,11.01,0,9.01
26125125322,26,125,125322,677.33,560.48,8.55,1.9,0.95,0,694.43,529.13,7.6,0,2.85
26125125323,26,125,125323,915.99,908.17,27.39,3.88,0.97,1.94,920.09,882.45,12.64,5.86,10.88
26125125324,26,125,125324,726.75,783.38,8.88,0.12,1.03,1.06,732.88,762.59,8.41,2.19,6.34
26125125325,26,125,125325,535.26,617.46,5.73,0,0,0,540.03,584.96,0.96,0.96,4.78
26125125326,26,125,125326,887,724,26,6,0,3,888,706,17,1,9
26125125327,26,125,125327,615,611,16,2,1,1,612,586,13,2,11
26125125328,26,125,125328,720.9,664.01,11.9,6.11,2,1,695.69,656.69,16.26,6.11,12.26
26125125329,26,125,125329,443,547,8,2,0,0,445,548,4,1,2
26125125330,26,125,125330,670,802,7,2,3,0,703,758,5,1,4
26125125331,26,125,125331,501,797,8,3,1,0,501,779,9,3,9
26125125332,26,125,125332,805.28,1033.37,21.82,4.96,0,0.99,842.96,982.8,12.89,0,8.93
26125125333,26,125,125333,740.85,421.79,12.57,1.15,3.01,1.09,731.22,414.57,5.22,6.16,9.58
26125125334,26,125,125334,962.56,465.64,13.3,2.03,1,2.03,949.13,461.79,7.13,6.08,8.18
26125125335,26,125,125335,1015.17,505.99,12.22,4.06,0.03,2.08,994.92,494.13,5.37,4.03,17
26125125336,26,125,125336,448.62,1127.74,14.29,1.9,0,1.9,513.39,1067.74,6.67,0.95,0.95
26125125337,26,125,125337,662.47,1238.99,29.65,8.11,0.07,2.14,695.15,1200.12,8.71,7.32,11.52
26125125338,26,125,125338,469,835,22,8,1,1,513,798,11,0,3
26125125339,26,125,125339,441,953,19,2,1,1,469,918,5,0,10
26125125340,26,125,125340,374,855,13,1,0,3,402,818,5,2,6
26125125341,26,125,125341,510.26,1291.77,36.45,3.39,0,0,565.36,1236.67,12.71,0.85,11.02
26125125342,26,125,125342,408.02,975.04,12,3,0,1,421.03,948.03,6,4,12
26125125343,26,125,125343,705.36,1282.03,24.94,3.99,0,0,756.25,1242.12,6.98,2,2
26125125344,26,125,125344,660.68,1519.27,39.02,3,1,1,736.75,1447.18,11.01,3,8.01
26125125345,26,125,125345,562.32,1053.73,15.98,4,0,1,621.25,984.82,9.99,1,7.99
26125125346,26,125,125346,476.43,891.16,18.23,2.06,1,0.01,526.12,838.99,11.13,1.06,6.29
26125125347,26,125,125347,519,953,18,5,0,2,567,888,10,2,9
26125125348,26,125,125348,586,1080,14,3,1,0,641,1016,11,1,5
26125125349,26,125,125349,485.39,932.91,10.96,0,1,1.99,558.15,855.17,6.98,0,1
26125125350,26,125,125350,353,789,18,7,2,2,373,762,13,3,9
26125125351,26,125,125351,736,1388,21,6,0,2,791,1328,12,4,10
26125125352,26,125,125352,495,1018,13,3,1,5,536,976,4,1,11
26125125353,26,125,125353,488,1055,19,4,0,0,519,1006,9,0,10
26125125354,26,125,125354,808,1446,34,8,2,3,877,1381,19,5,12
26125125355,26,125,125355,647.87,1189.48,29.28,4.17,1.02,0.09,697.48,1139.6,16.26,0.26,11.28
26125125356,26,125,125356,535.06,1140.31,21.13,8.05,0,1.04,541.54,1122.73,11.13,2,9.13
26125125357,26,125,125357,606,1148,19,4,1,2,665,1084,5,3,4
26125125358,26,125,125358,503.8,856.36,10.8,3.93,0,2.95,543.08,808.24,10.8,0,10.8
26125125359,26,125,125359,339.14,594.33,17.07,3.02,0,0.02,354.38,569.03,8.07,2,8.07
26125125360,26,125,125360,33.02,723.38,1,4,2,0,33.02,701.4,12.99,1,13.98
26125125361,26,125,125361,16.8,636.79,0.02,3.01,0,0.01,18.56,618.98,7.01,2,8.01
26125125362,26,125,125362,144.23,1174.62,3.95,3.95,0.99,0.99,139.3,1164.74,7.9,1.98,5.93
26125125363,26,125,125363,268,1403,11,5,0,5,308,1371,8,0,6
26125125364,26,125,125364,191,1110,9,1,0,1,188,1095,7,3,10
