GEOID,area_land,area_water,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREADEL,G20USSDGID,G20USSRCOL,G20USSISAV,G20USSILIN
230270450005023,118977,0,1,1,0,0,0,0,1,0,0
230270450005024,811237,0,5,5,0,0,0,4,6,1,0
230270450005025,161544,0,0,0,0,0,0,0,0,0,0
230270450005026,14390876,0,6,7,0,0,0,5,7,1,0
230270450005027,107814,1370008,1,1,0,0,0,1,1,0,0
230270450005028,186193,0,8,9,0,0,0,6,9,1,0
230270450005029,197998,0,0,0,0,0,0,0,0,0,0
230270450005030,2903469,230424,10,12,0,0,0,8,12,2,0
230270450005031,108000,0,5,6,0,0,0,4,7,1,0
230270450005032,63760,0,11,12,0,0,0,8,13,2,0
230270450005033,370674,0,2,2,0,0,0,2,3,0,0
230270450005034,1493027,0,1,1,0,0,0,0,1,0,0
230270450005035,2307476,149,3,4,0,0,0,3,4,1,0
230270450005036,2551830,106685,20,23,1,1,0,15,23,4,1
230270450005037,249789,0,2,2,0,0,0,1,2,0,0
230270450005038,3887909,0,2,3,0,0,0,2,3,0,0
230270450005039,386748,0,0,0,0,0,0,0,0,0,0
230270450005040,2267711,0,0,0,0,0,0,0,0,0,0
230270450005041,477478,0,1,1,0,0,0,0,1,0,0
230270450005042,1305660,0,0,0,0,0,0,0,0,0,0
230270450005043,141908,0,3,3,0,0,0,2,4,1,0
230270450005044,39637,0,0,0,0,0,0,0,0,0,0
230270450005045,58896,0,0,0,0,0,0,0,0,0,0
230270450005046,299571,0,3,3,0,0,0,2,3,1,0
230270450005047,0,14036,0,0,0,0,0,0,0,0,0
230270450005048,1266250,0,0,0,0,0,0,0,0,0,0
230270450005049,615785,0,48,55,1,2,0,37,57,9,2
230270450005050,192241,0,0,0,0,0,0,0,0,0,0
230270450005051,2248203,0,0,0,0,0,0,0,0,0,0
230270450005052,159739,0,1,1,0,0,0,1,1,0,0
230270450005053,48710,0,2,3,0,0,0,2,3,0,0
230270450005054,33038,0,0,0,0,0,0,0,0,0,0
230270450005055,3001281,2655,0,0,0,0,0,0,0,0,0
230270450005056,1002519,0,9,10,0,0,0,7,10,2,0
230270450005057,67497,0,1,1,0,0,0,0,1,0,0
230270450005058,0,11782,0,0,0,0,0,0,0,0,0
230270450005059,276097,0,0,0,0,0,0,0,0,0,0
230270450005060,17441,0,1,1,0,0,0,1,1,0,0
230270450006000,2046872,0,8,6,0,0,0,6,7,1,0
230270450006001,539923,0,0,0,0,0,0,0,0,0,0
230270450006002,1867958,0,1,1,0,0,0,1,1,0,0
230270450006003,10123932,8025,5,4,0,0,0,4,4,1,0
230270450006004,0,7090,0,0,0,0,0,0,0,0,0
230270450006005,62346,0,4,3,0,0,0,3,3,1,0
230270450006006,28840,0,11,9,1,1,0,9,10,2,0
230270450006007,2110,0,0,0,0,0,0,0,0,0,0
230270450006008,255523,0,0,0,0,0,0,0,0,0,0
230270450006009,16050333,0,10,7,1,0,0,8,8,2,0
230270450006010,128482,0,4,3,0,0,0,3,3,1,0
230270450006011,6101804,0,10,7,1,0,0,8,8,2,0
230270450006012,538516,0,2,1,0,0,0,1,1,0,0
230270450006013,829101,0,2,1,0,0,0,1,1,0,0
230270450006014,11190684,0,0,0,0,0,0,0,0,0,0
230270450006015,2020929,0,2,2,0,0,0,2,2,0,0
230270450006016,6886864,0,4,3,0,0,0,3,3,1,0
230270450006017,337829,0,0,0,0,0,0,0,0,0,0
230270450006018,13134489,97566,40,31,2,2,0,32,35,7,1
230270450006019,8411266,8758,2,1,0,0,0,1,1,0,0
230270450006020,0,372095,0,0,0,0,0,0,0,0,0
230270450006021,7017981,0,7,5,0,0,0,6,6,1,0
230270450006022,312718,0,1,1,0,0,0,1,1,0,0
230270450006023,2292852,0,22,17,1,1,0,18,19,4,1
230270450006024,426919,0,5,4,0,0,0,4,4,1,0
230270450006025,505423,0,6,5,0,0,0,5,5,1,0
230270450006026,890344,0,2,1,0,0,0,1,1,0,0
230270450006027,460437,0,7,5,0,0,0,6,6,1,0
230270450006028,1235517,0,3,2,0,0,0,2,2,0,0
230270450006029,3352146,0,5,4,0,0,0,4,4,1,0
230270450006030,753522,0,20,15,1,1,0,16,18,4,1
230270450006031,11983,0,3,2,0,0,0,2,2,0,0
230270450006032,154243,0,0,0,0,0,0,0,0,0,0
230270450006033,1759409,0,73,56,4,4,0,59,63,13,2
230270450006034,95179,0,1,1,0,0,0,1,1,0,0
230270450006035,3812956,60211,0,0,0,0,0,0,0,0,0
230270450006036,1256924,0,46,35,3,2,0,38,40,8,1
230270450006037,64061,0,0,0,0,0,0,0,0,0,0
230270450006038,685441,0,0,0,0,0,0,0,0,0,0
230270450006039,1440407,0,6,5,0,0,0,5,5,1,0
230270450006040,142820,0,0,0,0,0,0,0,0,0,0
230270450006041,0,101865,15,11,1,1,0,12,13,3,0
230270450006042,1724,0,4,3,0,0,0,3,3,1,0
230270450006043,0,586106,13,10,1,1,0,11,11,2,0
230270450006044,2119245,0,3,2,0,0,0,2,2,0,0
230270450006045,29032,0,3,2,0,0,0,3,3,1,0
230270450006046,544990,0,0,0,0,0,0,0,0,0,0
230270450006047,42337,0,0,0,0,0,0,0,0,0,0
230270450006048,394582,0,0,0,0,0,0,0,0,0,0
230270450006049,133945,0,3,2,0,0,0,2,2,0,0
230270460011000,52335,0,0,0,0,0,0,0,0,0,0
230270460011001,4231731,169949,7,9,0,0,0,5,10,1,0
230270460011002,42712,0,0,0,0,0,0,0,0,0,0
230270460011003,115031,0,5,7,0,0,0,4,8,1,0
230270460011004,1386971,0,25,35,1,1,0,19,39,3,1
230270460011005,276167,0,6,9,0,0,0,5,9,1,0
230270460011006,3636154,0,0,0,0,0,0,0,0,0,0
230270460011007,1840077,9029,0,0,0,0,0,0,0,0,0
230270460011008,3782575,0,1,1,0,0,0,0,1,0,0
230270460011009,1899650,0,13,18,0,0,0,10,20,2,1
230270460011010,79827,0,2,3,0,0,0,1,3,0,0
230270460011011,2059833,23343,4,5,0,0,0,3,5,0,0
230270460011012,87674,0,2,3,0,0,0,1,3,0,0
230270460011013,1779921,0,1,2,0,0,0,1,2,0,0
230270460011014,174053,1124146,26,36,1,1,0,20,40,3,1
230270460011015,4636,0,0,0,0,0,0,0,0,0,0
230270460011016,2677171,33413,0,0,0,0,0,0,0,0,0
230270460011017,2397172,0,1,1,0,0,0,0,1,0,0
230270460011018,92272,0,1,1,0,0,0,1,2,0,0
230270460011019,4837874,81760,38,53,1,1,0,29,58,5,2
230270460011020,7542861,325001,2,3,0,0,0,2,3,0,0
230270460011021,7659096,43275,7,10,0,0,0,5,11,1,0
230270460011022,367379,0,3,4,0,0,0,2,4,0,0
230270460011023,7967470,0,5,7,0,0,0,4,8,1,0
230270460011024,421180,738,3,4,0,0,0,2,5,0,0
230270460011025,181326,0,6,8,0,0,0,4,9,1,0
230270460011026,189185,0,11,15,0,0,0,8,16,1,0
230270460011027,831908,0,7,9,0,0,0,5,10,1,0
230270460011028,1683264,0,52,72,2,1,0,39,79,6,2
230270460011029,8516582,533578,15,21,0,0,0,11,23,2,1
230270460011030,50050,0,0,0,0,0,0,0,0,0,0
230270460011031,579706,0,0,0,0,0,0,0,1,0,0
230270460011032,188234,0,3,4,0,0,0,2,4,0,0
230270460011033,379409,0,0,0,0,0,0,0,0,0,0
230270460011034,0,4316322,4,5,0,0,0,3,5,0,0
230270460011035,542123,0,1,1,0,0,0,1,1,0,0
230270460011036,1732610,0,2,3,0,0,0,2,4,0,0
230270460011037,2006346,0,29,40,1,1,0,22,44,4,1
230270460011038,3547752,0,3,5,0,0,0,3,5,0,0
230270460011039,40896,0,13,18,0,0,0,10,20,2,1
230270460011040,1556020,0,0,0,0,0,0,0,0,0,0
230270460011041,7495375,0,9,12,0,0,0,7,13,1,0
230270460011042,49329,0,2,3,0,0,0,2,3,0,0
230270460011043,0,646080,0,0,0,0,0,0,0,0,0
230270460011044,396544,0,0,0,0,0,0,0,0,0,0
230270460011045,678720,0,5,7,0,0,0,4,8,1,0
230270460011046,731350,0,3,4,0,0,0,2,5,0,0
230270460011047,1682851,0,3,4,0,0,0,2,4,0,0
230270460011048,749175,0,0,0,0,0,0,0,0,0,0
230270460011049,190042,0,1,1,0,0,0,0,1,0,0
230270460011050,1452602,0,3,4,0,0,0,2,5,0,0
230270460011051,131657,0,1,1,0,0,0,1,2,0,0
230270460011052,1692199,53331,1,1,0,0,0,0,1,0,0
230270460011053,840008,0,2,3,0,0,0,2,4,0,0
230270460011054,376639,0,1,1,0,0,0,1,1,0,0
230270460011055,127141,0,2,3,0,0,0,2,4,0,0
230270460011056,1061277,0,2,2,0,0,0,1,3,0,0
230270460011057,3551649,0,0,0,0,0,0,0,0,0,0
230270460011058,2550626,0,12,17,0,0,0,9,19,2,1
230270460011059,2872253,0,9,13,0,0,0,7,14,1,0
230270460011060,97219,436290,13,18,0,0,0,10,20,2,1
230270460011061,87495,0,0,1,0,0,0,0,1,0,0
230270460011062,367152,0,19,26,1,0,0,14,29,2,1
230270460011063,429391,0,4,5,0,0,0,3,5,0,0
230270460012000,60045,0,4,5,0,0,0,3,5,1,0
230270460012001,262121,0,3,4,0,0,0,3,4,1,0
230270460012002,86990,0,1,2,0,0,0,1,2,0,0
230270460012003,2056592,0,2,3,0,0,0,2,3,1,0
230270460012004,6217231,0,3,3,0,0,0,2,3,1,0
230270460012005,103537,0,35,41,3,3,0,29,42,8,1
230270460012006,2093998,0,18,21,1,1,0,15,22,4,0
230270460012007,1958711,0,0,0,0,0,0,0,0,0,0
230270460012008,17670,0,1,1,0,0,0,1,1,0,0
230270460012009,22225,0,1,2,0,0,0,1,2,0,0
230270460012010,268403,0,4,5,0,0,0,4,5,1,0
230270460012011,131192,0,9,10,1,1,0,7,10,2,0
230270460012012,0,1703255,7,9,1,1,0,6,9,2,0
230270460012013,621133,0,1,1,0,0,0,1,1,0,0
230270460012014,56701,0,28,33,2,2,0,24,35,6,1
230270460012015,5885954,0,3,4,0,0,0,3,4,1,0
230270460012016,3637492,0,2,2,0,0,0,2,3,0,0
230270460012017,12326734,0,7,8,1,0,0,6,8,1,0
230270460012018,300067,0,0,0,0,0,0,0,0,0,0
230270460012019,431389,0,1,2,0,0,0,1,2,0,0
230270460012020,2711419,0,1,1,0,0,0,1,1,0,0
230270460012021,5776233,42364,4,4,0,0,0,3,4,1,0
230270460012022,3176327,0,0,0,0,0,0,0,0,0,0
230270460012023,2757977,38314,29,34,2,2,0,24,35,6,1
230270460012024,662718,0,2,2,0,0,0,2,3,0,0
230270460012025,754032,0,1,1,0,0,0,1,1,0,0
230270460012026,1047,0,16,18,1,1,0,13,19,3,0
230270460012027,2879449,0,20,23,2,1,0,17,24,4,0
230270460012028,0,20102,0,0,0,0,0,0,0,0,0
230270460012029,482234,0,0,0,0,0,0,0,0,0,0
230270460021000,2819322,0,11,10,0,0,0,8,11,2,0
230270460021001,146762,0,11,10,0,0,0,8,11,2,0
230270460021002,11577709,0,17,16,0,0,0,13,17,3,1
230270460021003,2184733,0,0,0,0,0,0,0,0,0,0
230270460021004,304755,0,0,0,0,0,0,0,0,0,0
230270460021005,2350139,0,0,0,0,0,0,0,0,0,0
230270460021006,1987770,0,4,4,0,0,0,3,4,1,0
230270460021007,48198,0,1,1,0,0,0,1,1,0,0
230270460021008,3273336,0,2,2,0,0,0,1,2,0,0
230270460021009,4240689,0,0,0,0,0,0,0,0,0,0
230270460021010,1791339,0,0,0,0,0,0,0,0,0,0
230270460021011,99166,0,0,0,0,0,0,0,0,0,0
230270460021012,2606345,0,7,7,0,0,0,5,7,1,0
230270460021013,5784569,0,0,0,0,0,0,0,0,0,0
230270460021014,189711,0,0,0,0,0,0,0,0,0,0
230270460021015,3641211,0,1,1,0,0,0,1,1,0,0
230270460021016,460851,0,0,0,0,0,0,0,0,0,0
230270460021017,934483,0,0,0,0,0,0,0,0,0,0
230270460021018,2287235,0,11,10,0,0,0,8,11,2,0
230270460021019,2381,0,22,20,0,0,0,16,23,3,1
230270460021020,5837891,0,38,35,1,0,0,28,39,6,1
230270460021021,830908,0,0,0,0,0,0,0,0,0,0
230270460021022,866246,0,0,0,0,0,0,0,0,0,0
230270460021023,1103597,0,16,15,0,0,0,12,17,2,0
230270460021024,7612,0,0,0,0,0,0,0,0,0,0
230270460021025,198886,0,16,15,0,0,0,12,17,2,0
230270460021026,203113,0,0,0,0,0,0,0,0,0,0
230270460021027,173898,0,1,1,0,0,0,1,1,0,0
230270460021028,1822164,0,12,11,0,0,0,9,12,2,0
230270460021029,193400,0,0,0,0,0,0,0,0,0,0
230270460021030,257245,0,0,0,0,0,0,0,0,0,0
230270460021031,1180177,0,28,26,0,0,0,21,29,4,1
230270460021032,26257,0,1,1,0,0,0,1,1,0,0
230270460021033,497815,0,10,9,0,0,0,8,10,2,0
230270460021034,1189543,0,0,0,0,0,0,0,0,0,0
230270460021035,332792,0,4,4,0,0,0,3,5,1,0
230270460021036,1941066,0,4,3,0,0,0,3,4,1,0
230270460021037,2002402,0,3,3,0,0,0,2,3,0,0
230270460021038,9631,0,9,8,0,0,0,7,9,1,0
230270460021039,5608,0,0,0,0,0,0,0,0,0,0
230270460022000,4568242,112236,0,0,0,0,0,0,0,0,0
230270460022001,1144156,13555,12,17,0,0,0,9,19,1,0
230270460022002,10319,0,6,8,0,0,0,4,9,1,0
230270460022003,2360896,0,1,2,0,0,0,1,2,0,0
230270460022004,2079146,0,0,0,0,0,0,0,0,0,0
230270460022005,0,1242121,0,0,0,0,0,0,0,0,0
230270460022006,3651899,0,0,0,0,0,0,0,0,0,0
230270460022007,0,5227,0,0,0,0,0,0,0,0,0
230270460022008,3199693,0,6,8,0,0,0,4,9,1,0
230270460022009,99001,0,0,0,0,0,0,0,0,0,0
230270460022010,2923134,0,0,0,0,0,0,0,0,0,0
230270460022011,7581736,0,0,0,0,0,0,0,0,0,0
230270460022012,4943739,0,0,0,0,0,0,0,0,0,0
230270460022013,662578,0,18,25,1,1,0,13,28,2,1
230270460022014,3168658,0,1,1,0,0,0,1,2,0,0
230270460022015,7454744,0,7,10,0,0,0,5,11,1,0
230270460022016,3196399,36963,0,0,0,0,0,0,0,0,0
230270460022017,3891920,35900,4,6,0,0,0,3,6,0,0
230270460022018,2093942,643,0,0,0,0,0,0,0,0,0
230270460022019,1891278,0,34,48,1,1,0,25,54,4,1
230270460022020,971008,0,2,3,0,0,0,2,4,0,0
230270460022021,121629,0,3,4,0,0,0,2,4,0,0
230270460022022,695302,0,5,7,0,0,0,4,8,1,0
230270460022023,3011569,0,13,19,1,1,0,10,21,2,1
230270460022024,700703,0,13,19,1,1,0,10,21,2,1
230270460022025,499797,0,3,4,0,0,0,2,5,0,0
230270460022026,812041,0,19,28,1,1,0,14,31,2,1
230270460022027,505475,0,0,0,0,0,0,0,0,0,0
230270460022028,6701175,0,0,0,0,0,0,0,0,0,0
230270460022029,3536080,3735,53,77,2,2,0,39,85,7,2
230270460022030,79867,0,6,8,0,0,0,4,9,1,0
230270460022031,9993,0,10,14,0,0,0,7,16,1,0
230270460022032,1439756,0,3,5,0,0,0,2,5,0,0
230270460022033,3348338,0,8,12,0,0,0,6,13,1,0
230270460022034,2984462,0,0,0,0,0,0,0,0,0,0
230270460022035,6562867,0,3,5,0,0,0,2,5,0,0
230270460022036,104993,0,0,0,0,0,0,0,0,0,0
230270460022037,382094,0,0,0,0,0,0,0,0,0,0
230270460022038,1549455,0,7,10,0,0,0,5,11,1,0
230270460022039,297331,0,0,0,0,0,0,0,0,0,0
230270460022040,1086508,0,0,0,0,0,0,0,1,0,0
230270460022041,0,1148577,0,0,0,0,0,0,0,0,0
230270460022042,129197,0,0,0,0,0,0,0,0,0,0
230270460023000,782949,0,1,1,0,0,0,1,2,0,0
230270460023001,3652256,0,7,7,0,0,0,6,8,1,0
230270460023002,5608476,0,0,0,0,0,0,0,0,0,0
230270460023003,167846,0,4,4,0,0,0,3,5,1,0
230270460023004,281327,0,1,1,0,0,0,1,1,0,0
230270460023005,158177,0,0,0,0,0,0,0,0,0,0
230270460023006,1046250,0,0,0,0,0,0,0,0,0,0
230270460023007,103028,0,3,3,0,0,0,2,3,0,0
230270460023008,288527,0,1,1,0,0,0,1,1,0,0
230270460023009,2876549,0,2,2,0,0,0,1,2,0,0
230270460023010,703464,0,1,1,0,0,0,0,1,0,0
230270460023011,185255,0,1,1,0,0,0,1,1,0,0
230270460023012,32412,0,0,0,0,0,0,0,0,0,0
230270460023013,8283872,0,2,2,0,0,0,2,2,0,0
230270460023014,6705,0,0,0,0,0,0,0,0,0,0
230270460023015,74477,0,1,1,0,0,0,0,1,0,0
230270460023016,8262,0,7,7,0,0,0,6,8,1,0
230270460023017,10778483,0,5,5,0,0,0,4,6,1,0
230270460023018,269734,0,1,1,0,0,0,1,1,0,0
230270460023019,497312,0,15,15,1,1,0,12,17,2,1
230270460023020,468097,0,0,0,0,0,0,0,1,0,0
230270460023021,95151,0,15,15,1,1,0,12,17,2,1
230270460023022,455316,0,1,1,0,0,0,1,1,0,0
230270460023023,518357,0,0,0,0,0,0,0,1,0,0
230270460023024,301375,0,1,1,0,0,0,1,2,0,0
230270460023025,61849,0,3,3,0,0,0,2,3,0,0
230270460023026,627103,0,7,7,0,0,0,6,8,1,0
230270460023027,859717,0,2,2,0,0,0,1,2,0,0
230270460023028,2268874,0,0,0,0,0,0,0,0,0,0
230270460023029,4611279,0,2,2,0,0,0,2,3,0,0
230270460023030,3256809,0,31,31,2,2,0,25,35,4,1
230270460023031,906895,0,0,0,0,0,0,0,0,0,0
230270460023032,863317,0,0,0,0,0,0,0,0,0,0
230270460023033,331702,0,4,4,0,0,0,3,5,1,0
230270460023034,821277,0,2,2,0,0,0,2,3,0,0
230270460023035,358228,0,0,0,0,0,0,0,0,0,0
230270460023036,4205017,0,22,23,1,1,0,18,25,3,1
230270460023037,79697,0,10,10,1,1,0,8,12,1,0
230270460023038,172936,0,5,5,0,0,0,4,6,1,0
230270460023039,2443145,0,1,1,0,0,0,1,1,0,0
230270460023040,218667,0,27,27,1,2,0,22,30,4,1
230270460023041,3002525,0,4,4,0,0,0,3,5,1,0
230270460023042,604891,0,19,19,1,1,0,15,21,3,1
230270460023043,81901,0,9,9,0,1,0,7,10,1,0
230270460024000,453839,0,10,10,1,1,0,8,12,1,0
230270460024001,1022753,0,13,14,1,1,0,11,15,2,0
230270460024002,10695,0,6,6,0,0,0,5,7,1,0
230270460024003,0,5027410,28,29,1,2,0,23,32,4,1
230270460024004,0,12742,0,0,0,0,0,0,0,0,0
230270460024005,107698,0,16,16,1,1,0,13,18,2,1
230270460024006,30536,0,3,3,0,0,0,2,3,0,0
230270460024007,178075,0,3,3,0,0,0,3,4,0,0
230270460024008,4580209,0,1,1,0,0,0,1,1,0,0
230270460024009,2252328,0,0,0,0,0,0,0,0,0,0
230270460024010,186669,0,10,10,1,1,0,8,12,1,0
230270460024011,0,33290,0,0,0,0,0,0,0,0,0
230270460024012,538042,0,35,35,2,2,0,28,40,5,1
230270460024013,1727510,0,57,58,3,3,0,46,65,8,2
230270460024014,25126,0,18,19,1,1,0,15,21,2,1
230270460024015,18909,0,3,3,0,0,0,3,4,0,0
230270460024016,835227,0,2,2,0,0,0,2,3,0,0
230270460024017,89715,0,0,0,0,0,0,0,1,0,0
230270460024018,22142059,0,3,3,0,0,0,2,3,0,0
230270460024019,1256084,0,0,0,0,0,0,0,0,0,0
230270460024020,72664,0,16,16,1,1,0,13,18,2,1
230270460024021,605106,0,1,1,0,0,0,1,1,0,0
230270460024022,1024321,0,2,2,0,0,0,1,2,0,0
230270460024023,1271242,0,4,4,0,0,0,3,4,0,0
230270460024024,177959,0,0,0,0,0,0,0,0,0,0
230270460025000,0,50883,0,0,0,0,0,0,0,0,0
230270460025001,19027291,0,0,0,0,0,0,0,0,0,0
230270460025002,0,85720,2,3,0,0,0,2,4,0,0
230270460025003,0,111151,0,0,0,0,0,0,0,0,0
230270460025004,0,1046305,4,7,0,0,0,4,8,1,0
230270460025005,10637074,0,8,14,0,0,0,7,14,1,0
230270460025006,1634285,0,1,1,0,0,0,1,1,0,0
230270460025007,7513229,0,0,1,0,0,0,0,1,0,0
230270460025008,2820808,0,3,6,0,0,0,3,6,0,0
230270460025009,358992,0,1,2,0,0,0,1,2,0,0
230270460025010,0,19567,0,0,0,0,0,0,0,0,0
230270460025011,27787,0,6,9,0,0,0,4,9,1,0
230270460025012,101373,0,2,4,0,0,0,2,4,0,0
230270460025013,354056,0,0,1,0,0,0,0,1,0,0
230270460025014,604625,0,0,0,0,0,0,0,0,0,0
230270460025015,356651,0,3,5,0,0,0,2,5,0,0
230270460025016,626935,0,0,0,0,0,0,0,0,0,0
230270460025017,17186,0,7,11,0,0,0,6,12,1,0
230270460025018,10614,0,12,19,1,0,0,10,20,2,1
230270460025019,172057,0,0,0,0,0,0,0,0,0,0
230270460025020,950225,0,14,23,1,0,0,11,24,2,1
230270460025021,0,548009,2,3,0,0,0,2,4,0,0
230270460025022,5302642,0,4,7,0,0,0,4,8,1,0
230270460025023,695794,0,2,4,0,0,0,2,4,0,0
230270460025024,96972,0,0,1,0,0,0,0,1,0,0
230270460025025,2414232,0,6,9,0,0,0,4,9,1,0
230270460025026,1989078,0,5,9,0,0,0,4,9,1,0
230270460025027,11205,0,0,0,0,0,0,0,0,0,0
230270460025028,1331034,0,1,2,0,0,0,1,2,0,0
230270460025029,607512,0,2,4,0,0,0,2,4,0,0
230270460025030,5294796,0,5,9,0,0,0,4,9,1,0
230270460025031,5238733,0,6,10,0,0,0,5,10,1,0
230270460025032,95728,0,4,6,0,0,0,3,7,1,0
230270460025033,279593,0,0,0,0,0,0,0,0,0,0
230270460025034,4032296,0,1,1,0,0,0,1,1,0,0
230270460025035,645891,0,0,1,0,0,0,0,1,0,0
230270460025036,466056,0,7,11,0,0,0,5,11,1,0
230270460025037,444410,0,1,2,0,0,0,1,2,0,0
230270460025038,2636850,0,0,0,0,0,0,0,0,0,0
230270460025039,13267575,0,2,3,0,0,0,1,3,0,0
230270460025040,121796,0,16,26,1,0,0,13,27,2,1
230270460025041,1075415,0,10,17,0,0,0,8,18,1,1
230270460025042,882590,0,14,23,1,0,0,11,24,2,1
230270460025043,7557,0,2,3,0,0,0,1,3,0,0
230270460025044,135283,0,0,0,0,0,0,0,0,0,0
230270460025045,94176,0,0,0,0,0,0,0,0,0,0
230270460025046,2212546,0,34,56,2,1,0,28,59,5,2
230270460025047,229524,0,0,1,0,0,0,0,1,0,0
230270460025048,48177,0,1,2,0,0,0,1,2,0,0
230270460025049,1678842,0,0,0,0,0,0,0,0,0,0
230270460025050,3583792,0,6,10,0,0,0,5,10,1,0
230270460025051,0,4170977,4,7,0,0,0,3,7,1,0
230270460025052,146428,12192,19,31,1,1,0,15,32,3,1
230270460025053,369639,0,16,26,1,0,0,13,27,2,1
230270460025054,11067,0,0,0,0,0,0,0,0,0,0
230270460025055,65718,0,1,2,0,0,0,1,2,0,0
230270470001000,249946,0,0,0,0,0,0,0,0,0,0
230270470001001,301014,0,4,4,0,0,0,3,4,1,0
230270470001002,6493790,17904,0,0,0,0,0,0,0,0,0
230270470001003,0,15830,1,1,0,0,0,1,1,0,0
230270470001004,384253,0,2,2,0,0,0,2,2,0,0
230270470001005,3065406,0,0,0,0,0,0,0,0,0,0
230270470001006,55984,0,19,16,1,1,0,14,18,4,1
230270470001007,3747703,0,3,3,0,0,0,2,3,1,0
230270470001008,401856,0,0,0,0,0,0,0,0,0,0
230270470001009,3566117,0,0,0,0,0,0,0,0,0,0
230270470001010,8032208,20979,0,0,0,0,0,0,0,0,0
230270470001011,3890438,226582,9,13,1,0,0,7,13,2,0
230270470001012,277448,0,16,22,1,0,0,13,23,3,1
230270470001013,4198250,0,0,0,0,0,0,0,0,0,0
230270470001014,3080158,0,4,5,0,0,0,3,6,1,0
230270470001015,14456763,0,0,0,0,0,0,0,0,0,0
230270470001016,594392,22481,2,3,0,0,0,2,3,0,0
230270470001017,181321,0,0,0,0,0,0,0,0,0,0
230270470001018,527631,0,26,37,2,1,0,22,39,4,1
230270470001019,526348,0,3,4,0,0,0,2,4,0,0
230270470001020,6025591,0,5,7,0,0,0,4,8,1,0
230270470001021,157435,0,0,0,0,0,0,0,0,0,0
230270470001022,514706,0,6,8,0,0,0,5,9,1,0
230270470001023,4138820,0,3,5,0,0,0,3,5,1,0
230270470001024,2744397,0,0,1,0,0,0,0,1,0,0
230270470001025,3532646,0,0,0,0,0,0,0,0,0,0
230270470001026,2119529,0,0,0,0,0,0,0,0,0,0
230270470001027,148156,0,0,0,0,0,0,0,0,0,0
230270470001028,188366,0,1,1,0,0,0,1,1,0,0
230270470001029,4464331,0,2,2,0,0,0,2,2,0,0
230270470001030,1883452,0,1,1,0,0,0,1,1,0,0
230270470001031,0,59169,1,1,0,0,0,1,1,0,0
230270470001032,3584458,0,0,0,0,0,0,0,0,0,0
230270470001033,113331,0,34,29,2,2,0,25,32,7,2
230270470001034,199527,0,6,5,0,0,0,4,5,1,0
230270470001035,1056433,0,0,0,0,0,0,0,0,0,0
230270470001036,4150009,2099,3,3,0,0,0,3,3,1,0
230270470001037,145088,0,0,0,0,0,0,0,0,0,0
230270470001038,781002,0,2,2,0,0,0,2,2,1,0
230270470001039,264996,0,0,0,0,0,0,0,0,0,0
230270470001040,43410,0,2,1,0,0,0,1,2,0,0
230270470001041,265881,0,4,3,0,0,0,3,4,1,0
230270470001042,66118,0,0,0,0,0,0,0,0,0,0
230270470001043,921912,0,0,0,0,0,0,0,0,0,0
230270470001044,1701698,0,1,1,0,0,0,1,1,0,0
230270470001045,221203,0,10,9,0,0,0,8,9,2,0
230270470001046,17177664,0,33,28,1,1,0,25,31,7,1
230270470001047,987403,0,7,6,0,0,0,5,7,2,0
230270470001048,3247126,0,30,42,2,1,0,24,44,5,1
230270470001049,942900,0,0,0,0,0,0,0,0,0,0
230270470001050,4093,0,0,0,0,0,0,0,0,0,0
230270470001051,5928853,114451,4,4,0,0,0,3,4,1,0
230270470001052,1775383,0,3,3,0,0,0,3,3,1,0
230270470001053,5906236,0,1,1,0,0,0,1,1,0,0
230270470001054,886831,0,5,5,0,0,0,4,5,1,0
230270470001055,649851,0,0,0,0,0,0,0,0,0,0
230270470001056,1009423,0,5,5,0,0,0,4,5,1,0
230270470001057,530063,0,4,3,0,0,0,3,3,1,0
230270470001058,194033,0,7,6,0,0,0,5,6,1,0
230270470001059,54178,0,0,0,0,0,0,0,0,0,0
230270470001060,276559,0,0,0,0,0,0,0,0,0,0
230270470001061,172322,0,0,0,0,0,0,0,0,0,0
230270470001062,1217210,0,10,8,0,0,0,7,9,2,0
230270470001063,937494,0,0,0,0,0,0,0,0,0,0
230270470001064,11889031,65881,60,51,3,3,0,45,56,13,3
230270470001065,124607,0,2,2,0,0,0,2,2,0,0
230270470001066,90696,0,4,4,0,0,0,3,4,1,0
230270470001067,2708730,0,2,2,0,0,0,2,2,0,0
230270470001068,3859464,0,1,1,0,0,0,1,1,0,0
230270470001069,323815,0,1,1,0,0,0,1,1,0,0
230270470001070,317323,0,9,8,0,0,0,7,9,2,0
230270470001071,155894,0,2,2,0,0,0,2,2,0,0
230270470001072,260715,0,0,0,0,0,0,0,0,0,0
230270470001073,153211,0,12,10,1,1,0,9,11,3,1
230270470001074,1632580,0,20,17,1,1,0,15,18,4,1
230270470001075,5134,0,0,0,0,0,0,0,0,0,0
230270470001076,3015476,0,2,2,0,0,0,1,2,0,0
230270470001077,3016070,0,0,0,0,0,0,0,0,0,0
230270470001078,1437551,0,0,0,0,0,0,0,0,0,0
230270470001079,464601,0,5,7,0,0,0,4,7,1,0
230270470001080,396224,0,25,36,2,1,0,21,38,4,1
